@relation spambase

@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_table numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,1.2,1.1,0.1,0.1,2.61,0,0,0,0,0,0,0,0,0.53,0.406,0.123,9.781,1
0,0,0,0.16,0,2.45,1.79,0.32,0,0,0,0,0,0,0,0.622,0.027,0,1.25,1
0.4,1.42,0.81,0.5,0,1.01,2.34,0.3,0,0,0,0,0,0,0,0.928,0.384,0.032,3.179,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,4.548,1
0,0.54,0.36,0.9,0,0.18,2.7,0.54,0,0,0,0,0,0.18,0,0.633,0.063,0,9.043,1
0,0.68,1.02,0,0,0,0.34,0,0.34,0,0,0,0,0,0,0.898,0.105,0,443.333,1
0.04,0.4,0.69,0.88,0.52,0,2.93,0.31,0,0,0,0,0,0,0,0.311,0.734,0.145,5.328,1
0,0,0,0.42,0,0.84,3.79,0.42,0,0,0,0,0,0,0,0.472,0.472,0,3,1
0,0,0.7,0.7,0,0,7.09,0,0,0,0,0.7,0,0,0,0,0,0.126,4.176,1
0.09,0.79,0,0.29,0.19,0.04,1.53,0.04,0,0,0,0,0,0.04,0,0.431,0.111,0,3.37,1
0,0,0,0.88,1.32,0.88,3.96,0,0,0,0,0,0,0,0,0.669,0.297,0,3.666,1
0.08,0.08,0.08,0.6,0.17,0.08,1.2,0.08,0,0,0,0,0,0,0,0.092,0.014,0,4.16,1
1.48,0,0.74,0.74,0.74,0,2.22,0,0,0,0,0,0,0,0,0.108,0,0,2.346,1
0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0.754,0.188,0,5.551,1
0,0,0.51,1.55,0,0,4.9,0.25,0,0,0,0,0,0,0,0.359,0.403,0.134,5.774,1
0,0,0,0.65,0,0,1.96,0,0,0,0,0,0,0,0,0.834,0.463,0,2.44,1
0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,1.251,1
0.14,0.57,0.14,0,0,0.57,0.57,0,0,0,0,0,0,0,0,0.826,0.745,0,5.456,1
0.14,0,0.43,0,0.14,0.72,0.43,0,0,0,0,0,0,0,0,0.585,0.046,0.046,5.02,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0,3.833,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,0,5.5,1
0,0,0,1.14,0,0,3.44,0,0,0,0,0,0,0,0,1.939,0,0,8.461,1
0,0,0,1.62,0.27,0,4.87,0,0,0,0,0,0,0,0,0.874,0.051,0.051,5.582,1
0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0.986,0,0,8,1
0,0.1,0,0.3,0.2,0.5,1.55,0.2,0.05,0.05,0,0,0,0,0,0.054,0.118,0,2.37,1
0.08,0.52,1.56,0.69,0.17,0,1.82,0.34,0,0,0,0.08,0,0,0,0.358,0.261,0.11,3.554,1
1,0,1,1,0,0,3.01,0,0,0,0,0,0,0,0,0.176,0,0,4.476,1
0,0.38,0,0,0,0.38,0.38,0.38,0,0,0,0,0,0,0,0,0.35,0,2.162,1
0.32,0,0,0.32,0.32,0,2.28,0.32,0,0,0,0,0,0,0,0,0.159,0,1.494,1
0,0,1.47,1.47,0,0,7.35,0,0,0,0,0,0,0,0,0,0,0,2.769,1
0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,1.5,1
0,0.42,0.1,0.31,0,0,1.7,0.21,0,0,0,0,0,0.1,0,0.358,0.188,0.075,2.847,1
0.27,0,0,0.82,0,1.09,2.46,0.54,0,0,0,0,0,0,0,0.13,0,0.086,4.6,1
0.86,0,0,0.43,0,0.43,1.29,1.29,0,0,0,0,0,0,0,0.915,0,0,3.891,1
0.16,0,0,0.33,0.67,0,2.37,0.16,0,0,0,0.33,0,0,0,0.08,0.107,0.053,2.015,1
0,0,0.88,0,0,0,0.88,0,0,0,0,0.44,0,0,0,0.064,0.128,0,2.215,1
0,0.28,0.98,0.98,0.14,0.07,2.24,0.7,0,0,0,0,0,0,0,0.768,0.312,0,3.401,1
0,0,0.43,0,0,1.73,0.43,0,0,0,0,0,0,0,0,0.31,0.062,0,1.477,1
0.07,0.07,0.37,1.48,0.14,0.44,3.55,0.07,0,0,0,0,0,0,0,0.167,0.167,0.01,3.412,1
0.49,0,0,1.98,0,0.49,3.46,0,0,0,0,0,0,0,0,0.845,0.195,0,7.205,1
0,0.58,0.66,0.7,0.62,0,3.12,0.46,0,0,0,0,0,0,0,0.324,0.486,0.126,6.11,1
0,0,0.56,0,0,0,2.25,0,0,0,0,0,0,0,0,0.606,0,0,2.36,1
0.46,0,0.93,0,0,0,0.93,0.46,0,0,0,0,0,0,0,0.571,0.214,0,4.63,1
0,1.63,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0.759,0.253,0,2,1
0,0,0,0,0,0,3.36,0,0,0,0,0,0,0,0,0.587,0,1.468,7,1
0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0.415,0,0,1.909,1
0,0,0,0.66,0,1.32,2.64,0,0,0,0,0,0,0,0,0.583,0,0,4.024,1
0.17,0.17,0.53,1.61,0,0,1.97,0.35,0,0,0,0,0,0,0,1.158,0.057,0,5.163,1
0,0.12,0,0.25,0.38,0.25,2.92,0.38,0,0,0,0,0,0,0,0.661,0.088,0,2.256,1
0.08,0.08,1.62,0.51,0.94,0,3,0.34,0,0,0,0,0,0,0,0.261,0.294,0.065,3.282,1
0,0,0.42,2.13,0,0,0.85,0.42,0,0,0,0,0,0,0,1.088,0,0,5.714,1
0.05,0.05,0.05,0.52,0.29,0.05,4.24,0.05,0,0,0,0,0,0,0,0.02,0.163,0,1.796,1
0.83,0.2,1.04,0.41,0,1.46,1.04,0,1.46,1.46,0,0,0,0,0,0.182,0.146,0,3.791,1
0.8,0,0,0.8,0.4,1.2,3.62,1.61,0,0,0,0,0,0,0,0.552,0.207,0.138,6.652,1
0,0,0,0.96,0,0.12,0.12,0,0,0,0.12,0,0.36,0,0,0,0,0,2.337,1
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0.23,0.23,0,5.538,1
0,0.27,0.97,0.97,0.13,0.06,2.23,0.69,0,0,0,0,0,0,0,0.75,0.305,0,3.401,1
0.38,0,0,0,0,0,3.87,0.38,0,0,0,0,0,0,0,0.123,0,0,2.062,1
0.23,0.23,0.47,0.47,0,0.47,0.94,0,0,0,0,0,0,0,0,1.289,0.151,0,6.529,1
0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,1.094,0,0,1.428,1
0.03,0.56,0.8,0.7,0.56,0,3.18,0.63,0,0,0,0,0,0,0,0.452,0.528,0.116,6.152,1
0.86,0,0,0.43,0,1.29,3.46,0,0,0,0,0,0,0,0,0.801,0,0,4.77,1
0.32,0,0,0.32,0.32,0,2.28,0.32,0,0,0,0,0,0,0,0,0.169,0,1.494,1
0,0,0,0,0,0,2.14,0.71,0,0,0,0,0,0,0,1.417,0,0,3.029,1
0.41,0.41,1.23,0.41,0,0,1.23,0.82,0,0,0,0,0,0,0,0.53,0.132,0.132,6.404,1
0,0.29,0.42,1.37,0.87,0.22,3.47,0.84,0,0,0,0,0,0,0.04,0.64,0.166,0.183,3.697,1
0,0,0,0.96,0,0,2.41,0,0,0,0,0,0,0,0,0.502,0.251,0,5.488,1
0.61,0.3,0.3,0.3,0,0,2.47,0,0,0,0,0,0,0,0,0.728,0.182,0,4.339,1
0,0,0.27,0.27,0,0.27,1.08,0.54,0,0,0,0,0,0,0,0.451,0.496,0,2.934,1
0,0.5,0.84,0.84,0,0.16,2.37,0.33,0,0,0,0,0,0.16,0,0.458,0.143,0.028,6.298,1
0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.269,1
0.5,0.8,0.1,0.7,0.3,1.11,1.31,0.1,0,0,0,0,0,0.2,0,0.488,0.157,0.015,8.55,1
0,0,0,0.81,0,0,3.51,0.27,0,0,0,0,0,0,0,0,0.091,0,1.39,1
1.12,0,0,0.56,0.56,0,3.93,0,0,0,0,0,0,0,0,1.083,0.333,0,4.974,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,6.718,1
0,1.15,1.34,0.38,0.38,1.92,2.11,0.77,0,0,0,0,0,0,0,0.438,0.191,0.054,14.619,1
2.29,0,0,0,0,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0,3.85,1
0.65,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,1.765,0,0,3.025,1
0,0,0,0,0,0.72,1.45,0,0,0,0,0,0,0,0,0.495,0,0,1.525,1
0.42,0,0.21,0.85,0.21,0.42,3.21,0.21,0,0,0,0.21,0,0,0,0.263,0.075,0.639,53.433,1
1.09,0,0,0.54,0.54,0,3.84,0,0,0,0,0,0,0,0,1.045,0.321,0,5.047,1
0,0,0.25,1,0.25,0.5,3,0.25,0,0,0,0,0,0,0,0.407,0.997,0,3.417,1
0,0,0,0.35,0.52,0,4.04,0,0,0,0,0,0,0,0,0,0,0,2.039,1
0,0,0,0.39,0.78,0.78,3.13,1.56,0,0,0,0,0,0,0,0.261,0,0,1.461,1
0,0,0.71,0,0,2.87,1.43,0,0,0,0,0,0,0,0,0.937,0,0,11.888,1
0.52,1.04,0.52,0.39,0.32,1.1,1.3,0.19,0,0,0,0,0,0,0,0.287,0.106,0,4.742,1
1.78,0,0,1.78,0,0,6.25,0,0,0,0,0,0,0,0,1.344,0,0,5.25,1
0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.823,1
0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0.662,0,0,10.068,1
0.05,0.05,0.05,0.52,0.29,0.05,4.21,0.05,0,0,0,0,0,0.05,0,0.01,0.167,0,1.838,1
0,0.47,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0.401,0.267,0,3.459,1
0.98,0.32,1.79,0.81,0,0,0.98,0,0,0,0,0,0,0,0,0.179,0.674,0,2.922,1
0,0.23,0.23,1.9,0,0,3.81,0,0,0,0,0,0,0,0,1.018,0.036,0,4.022,1
0.32,0,0,0.32,0.32,0,2.28,0.32,0,0,0,0,0,0,0,0,0.158,0,1.494,1
0,0,0,0.41,0,0.83,2.08,0,0,0,0,0,0,0,0,0.75,0,0,3.851,1
0,0,0.16,0.65,0.4,0,3.68,0.08,0,0,0,0,0,0.08,0,0,0.232,0,1.725,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,0,0,4.857,1
0,0,0,0.85,0,0,3.41,5.98,0,0,0,0,0,0,0,0.881,0,0,5,1
0,0.13,1.5,0.4,0,0.4,1.09,0,0,0,0,0,0,0,0,0.364,0.064,0.686,13.884,1
0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.124,0,1.781,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.431,0,4,1
0.2,1.43,0.82,0.51,0,1.02,2.15,0.3,0,0,0,0,0,0,0,0.974,0.396,0.033,3.163,1
0.17,0,0.53,0,0.17,1.07,0.17,0,0,0,0,0,0,0,0,0.167,0.027,0.055,7.527,1
0,0,0,1.06,0,0.53,2.65,0,0,0,0,0,0,0,0,0.095,0.478,0,5.038,1
0.59,0,0.59,0.59,0,1.18,1.77,0,0,0,0,0,0,0,0,0,0,0,8.586,1
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7.666,1
0,0,0,1.05,0.52,0,3.7,0.52,0,0,0,0,0,0,0,0.702,0.263,0,6.487,1
2.2,0,0.55,0.55,0,0.55,3.31,0,0,0,0,0,0,0,0,0.495,0,0.082,16.826,1
0,0,0.81,0,0,0.81,2.43,0,0,0,0,0,0,0,0,0.121,0,0,4.035,1
1.18,0,0.47,0.7,0.23,0,2.83,0,0,0,0,0,0,0,0,0.08,0,0,1.844,1
0,0.58,0.62,0.77,0.5,0,3.06,0.46,0,0,0,0,0,0,0,0.438,0.585,0.127,6.134,1
0.17,0,0,0.34,0.69,0,2.59,0.17,0,0,0,0.34,0,0,0,0.079,0.106,0.053,2,1
0,0.65,0.65,0,0,0.65,1.3,0,0,0,0,0,0,0,0,1.154,0.524,0,3.89,1
0,0.57,0.65,0.73,0.65,0,3.08,0.5,0,0,0,0,0,0,0,0.335,1.281,0.125,7.202,1
0.03,0.4,0.4,0.72,0.65,0.32,3.05,0.76,0,0,0,0,0,0,0,0.343,0.141,0,3.328,1
0.64,0,0,0.64,0,0,5.8,0,0,0,0,0,0,0,0,1.44,0,0,2.875,1
0.53,0.53,0,1.07,0,0,2.15,0,0,0,0,0,0,0,0,0.082,0,0,4.391,1
0,0.38,0.38,0,0,0,0.38,0,0.38,0,0,0,0,0,0,1.008,0.059,0,589,1
0,0,0.13,0.06,0,0,0.2,0,0,0,0,0,0,0,0,0,1.611,0.01,7.549,1
0,0,0,0.44,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,1.968,1
0,0,1.12,0,0,0,1.69,0,0,0,0,0,0,0,0,0.394,0,0.394,3.537,1
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0.23,0.23,0,5.538,1
0,0,0,1.23,0,0,2.46,0,0,0,0,0,0,0,0,1.284,0,0,1.357,1
0.99,0,0,0.49,0,0,4.45,0,0,0,0,0,0,0,0,1.118,0.239,0,5.228,1
0,1.02,0.29,0.58,0,0.14,2.35,0.44,0,0,0,0,0,0,0,0.153,0.153,0.102,2.705,1
0.64,0,0,0.32,0.32,0.32,2.27,0.32,0,0,0,0,0,0,0,0,0.156,0,1.688,1
0.31,0,0,1.26,0,0.31,1.9,0,0,0,0,0,0,0,0,0.13,0.173,0.26,3.244,1
0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,1.385,0,0,20,1
0,0,0,1.42,0,0,2.14,0.71,0,0,0,0,0,0,0,0.899,0,0,3.066,1
0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,1.554,0,0.518,2.111,1
0,0,0,0,0,0,6.66,6.66,0,0,0,0,0,0,0,0.537,0,0,2.777,1
0,0.15,0,0.25,0.25,0,0.05,0.02,0,0,0,0,0,0.02,0,0,0.022,0,1.423,1
1.47,0,1.47,1.47,0,0,5.88,0,0,0,0,0,0,0,0,0.5,0,0,1.214,1
0,0,0.78,0.78,0,0,1.17,0,0,0,0,0,0,0,0,0.864,0.132,0.066,5.87,1
0.62,0,1.88,1.25,0,0,3.76,0,0,0,0,0,0,0,0,0.77,0,0,2.481,1
0,0,0.23,0.93,0.93,0.11,4.19,0.46,0,0,0,0,0,0,0,0.733,0.104,0.335,8.192,1
0,0,3.7,0,0,0,1.85,0,0,0,0,0,0,0,0,1.55,0,0,4.555,1
0.73,0.83,0.27,0.64,0.27,1.2,1.38,0.18,0,0,0,0,0,0.18,0,0.432,0.135,0.013,8.445,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0,0,2.23,1
0,0,0,0,0,0,4.31,0,0,0,0,0,0,0,0,0.928,0.154,0.154,2.409,1
0.1,0.2,0.2,0.5,0,0,1.72,0.2,0,0,0,0,0,0,0,0.336,0.16,0,6.758,1
0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,2.631,0,0,1.666,1
0,0.27,0.97,1.04,0.13,0.06,2.37,0.69,0,0,0,0,0,0,0,0.75,0.305,0,3.401,1
0,0,0,0.85,0.42,0,3.86,0.85,0,0,0,0,0,0,0,0.535,0.133,0,11.592,1
0,0,0,1.01,0.67,0,3.05,0,0,0,0,0,0,0,0,0,0,0,1.682,1
0.76,0,1.02,0.25,1.53,1.79,1.53,0,0,0,0,0,0,0,0,0.458,0.499,0,2.455,1
0,0,0,1.74,0,0,4.95,0,0,0,0,0,0,0,0,0,0,0,1.095,1
1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,1.985,3.15,1
0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0.486,0,0,2.681,1
0.58,0,0,0,0,0.58,0.58,1.16,0,0,0,0,0,0,0,0.239,0.239,0,3.338,1
0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,13.166,1
0,0,0,1.05,0,0.52,2.64,0,0,0,0,0,0,0,0,0.095,0.475,0,5.038,1
2.2,0,0.55,0.55,0,0.55,3.31,0,0,0,0,0,0,0,0,0.496,0,0.082,16.782,1
0,0,0,1.31,0,0,1.31,1.31,0,0,0,0,0,0,0,0,0.199,0,4.818,1
0.64,2.59,1.29,1.94,0,0.64,3.24,0,0,0,0,0,0,0,0,0.233,0,0,1.136,1
0,0,0,0,0,1.58,3.17,0,0,0,0,0,0,0,0,0.271,0.135,0,3.257,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0.383,0,3.95,1
0,0,0,1.33,0,0,2.66,0,0,0,0,0,0,0,0,1.326,0,0,2.2,1
0,0.11,0,0.17,0.05,0.53,1.19,0.23,0,0,0,0,0,0,0,0.032,0.14,0,1.364,1
1.96,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,1.011,0,0,2.888,1
1.08,0,0,0.54,0,0,4.32,0,0,0,0,0,0,0,0,1.218,0.261,0,5.323,1
0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0,0,3.025,1
0.33,0,0,1,0,0.33,2.68,0.67,0,0,0,0,0,0,0,0.16,0,0.107,6.111,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0.342,0,3.809,1
0.35,0,0.35,0.53,0,0.35,3.76,0.53,0,0,0,0,0,0,0,0.234,0.029,0,3.519,1
0,0.42,0.21,0.64,0,0,4.07,0,0,0,0,0,0,0,0,0.432,0.18,0.072,4.391,1
0,0,1.81,0.68,0,0,3.4,0,0,0,0,0,0.45,0,0,0.199,0,0,6.091,1
1.43,0,0,0.47,0,1.91,1.91,0,0,0,0,0,0,0,0,0.073,0.295,0,3.361,1
1.41,0,0,0.47,0,1.88,1.41,0,0,0,0,0,0,0,0,0.144,0.288,0,3.745,1
0,0,0,0,0,4.87,2.43,0,0,0,0,0,0,0,0,0.896,0,0,5.538,1
0.31,0.31,0.31,0.31,0,0,0.31,0.31,0,0,0,0,0,0,0,0.89,0.046,0.046,12.382,1
0,0.43,0.43,0,0,0,6.14,0.87,0,0,0,0,0,0,0,0,0.151,0,5.086,1
0,0.37,0.75,2.07,0,0,2.45,0.18,0,0,0,0,0,0,0,0.241,0.107,0,2.623,1
0,0.9,0,0.75,0.15,0,2.26,0.3,0,0,0,0,0,0,0,0.376,0.05,0.025,2.271,1
0,1.02,1.59,0.34,0.22,0.11,3.53,0.45,0,0,0,0,0,0,0,0.265,0.132,0,4.215,1
0,0,0,1.03,0,0,3.62,0.51,0,0,0,0,0,0,0,0.176,0.176,0,2.766,1
0,0,0,0,0,0,1.2,3.61,0,0,0,0,0,0,0,0.421,0.21,0,3.454,1
0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,1.149,0,0,9.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834,0,0,5.13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0.196,0,5.466,1
1.96,0,0,0.98,0,1.96,2.94,0,0,0,0,0,0,0,0,0.326,0,0,2.3,1
0,0,0,0.41,0,0.82,3.73,0.41,0,0,0,0,0,0,0,0.48,0.549,0,3.166,1
0,0,0,0,0,0,0.47,0.47,0,0,0,0,0,0,0,0.269,0,0,4.18,1
0.19,1.38,0.39,0.98,0,0,2.56,1.38,0,0,0,0,0,0,0,0.749,0.31,0.025,6.652,1
0.82,0,0.82,0.82,0,0,2.75,0.27,0,0,0,0.27,0,0,0,0.235,0.188,0,5.622,1
0.65,0,0,0.65,0,0,4.6,0,0,0,0,0,0,0,0,0.233,0,0,2.5,1
4.08,0,0,0,0,0,2.04,2.04,0,0,0,0,0,0,0,0.257,0,0,4.181,1
0,0.29,0.09,0.59,0.69,0.59,4.09,0.49,0,0,0,0,0,0,0,0.19,0.247,0,2.324,1
0.2,0.2,0.2,1.2,0,0.4,2.21,0.6,0,0,0,0,0,0,0,1.453,0.129,0,3.946,1
1.08,0,0,0.54,0,0,4.32,0,0,0,0,0,0,0,0,1.18,0.252,0,5.323,1
2,0,0.5,0.5,0,1.5,3,0.5,0,0,0,0,0,0,0,0.445,0.979,0,4.685,1
1.65,0,0,0,0,0.82,2.47,0,0,0,0,0,0,0,0,0.199,0,0,15.892,1
0.41,0,0.41,0.41,0,0,2.9,0.82,0,0,0,0,0,0,0,0.904,5.3,0,7.478,1
0,0.68,1.02,0,0,0,0.34,0,0.34,0,0,0,0,0,0,0.899,0.105,0,667,1
0,0,0,1.21,0,0.2,1.21,0.4,0,0,0,0,0,0,0,0.121,0.121,0,2.61,1
1.43,0,0.47,0.95,0.47,0,2.87,0,0,0,0,0,0,0,0,0.694,0,0,7.709,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.207,0,3.761,1
0,0,0,0.48,0,0.48,5.79,0,0,0,0,0,0,0,0,0.26,0.086,0,1.117,1
0.48,0,0.97,0,0,0,0.97,0.48,0,0,0,0,0,0,0,0.589,0.294,0,4.85,1
0,0,0,0,0,0,4.36,0,0,0,0,0,0,0,0,2.443,0,0,1.227,1
0.44,0.22,2.88,0.88,0.22,0.44,3.33,0.44,0,0,0,0,0,0,0,0.563,0.15,0,86.65,1
0.63,0,1.26,0,0,0,0.63,0,0,0,0,0,0,0,0,0.979,0,0.293,8.476,1
0.79,0,0.39,0.79,0,0,2.37,0.79,0,0,0,0,0,0,0,0.64,0.192,0,2.74,1
2.28,0,0.57,0.57,0,0.57,3.42,0,0,0,0,0,0,0,0,0.487,0,0.081,16.217,1
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0.23,0.23,0,5.538,1
1.16,0,0,0,0,0.58,2.92,0,0,0,0,0,0,0,0,0.09,0.09,0,1.829,1
0,0,0,1.03,0,0,1.54,0.51,0,0,0,0,0,0,0,0.8,0.177,0,3.125,1
1.12,0,0,1.49,0.74,1.49,4.49,0.74,0,0,0,0,0,0,0,0.223,0.223,0,2.021,1
0,0,0,1.16,0,1.16,1.93,0.38,0,0,0,0,0,0,0,0.601,0.12,0,2.666,1
0.2,0.2,0.61,1.23,0.2,0,2.89,0.2,0,0,0,0,0,0,0,0.816,0.065,0,3.716,1
0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0.125,0,1.126,7.054,1
0,0.35,0.16,1.11,0.38,0.48,3.56,0.57,0,0,0,0,0,0,0.02,0.268,0.15,0.159,6.761,1
0,0,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,2.636,0.683,0,3.168,1
0.19,0.87,0.58,1.07,0.19,1.17,3.71,0.29,0,0,0,0,0,0,0,0.404,0.224,0.029,4.285,1
0.42,0,0,0.42,0,0,0.84,0,0,0,0,0,0,0,0,0.187,0,1.002,7.951,1
0,0,0,1.19,0,0.59,2.97,0,0,0,0,0,0,0,0,0.105,0.42,0,3.428,1
0,0.38,0.38,0,0,0,0.38,0,0.38,0,0,0,0,0,0,1.005,0.059,0,295,1
0,0,0,0,0.59,0.59,3.57,0.59,0,0,0,0,0,0,0,0.103,0,0,1.437,1
0,0.23,1.3,2.49,0.59,0,4.51,0.83,0,0,0,0,0,0,0,0.155,0.233,0.019,3.625,1
1.63,0,0,0.54,0,0.54,4.91,0,0,0,0,0,0,0,0,0,0.171,0,2.592,1
0,1.34,0.33,0.67,0,0.16,2.02,1.17,0,0,0,0,0,0,0,0.613,0.229,0.051,9.652,1
1.33,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0.213,1.492,0,29.125,1
0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,3.588,0,0,2.516,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,0,0,1,1
0.2,0.8,0.8,0.8,0,1.7,2.2,0.2,0,0,0,0,0,0.2,0,0.334,0.174,0.014,6.896,1
0.86,1.3,0.86,1.3,0,0,0.43,0,0,0,0,0,0,0,0,0,0.063,0,4.297,1
0,0,0,0,1.33,5.33,2.66,0,0,0,0,0,0,0,0,1.799,0.514,0,1.823,1
0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0.331,0.11,0.11,3.897,1
0.74,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0.088,0,0,3.048,1
0.98,0,0,0.98,0,0,2.45,0,0,0,0,0,0,0,0,0.645,0.064,0.064,3.552,1
1.58,0,0,1.58,0,0,3.17,0,0,0,0,0,0,0,0,0.371,0,0,3.538,1
0,0.36,0.36,0.36,0,0,3.63,0,0,0,0,0,0,0,0,0.125,0,0,1.287,1
0.21,0,0.94,0.79,0.65,0.28,3.47,0.43,0,0,0,0,0,0,0,0.372,0.18,0.048,5.114,1
0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,3.427,0,0,2.678,1
0.18,0,0.55,0.18,0,0,1.11,0,0,0,0.18,0.37,0,0,0,0,0.029,1.57,2.166,1
0,1.43,0.61,0.2,0,0,2.66,0.61,0,0,0,0,0,0,0,0.298,0.149,0.029,11.96,1
0,0.82,0.54,0.27,0.27,0,2.46,0.54,0,0,0,0,0,0,0,0.085,0.128,0,2.484,1
0.25,0.59,0.08,0.59,0.17,0.93,1.61,0.08,0,0,0,0,0,0.17,0,0.394,0.114,0.012,7.484,1
0,0,0,0.97,0,0,2.58,0,0,0,0,0,0,0,0,0.116,0.116,0,2.926,1
0,0.17,0.17,1.38,0,0.17,1.9,0.51,0,0,0,0,0,0,0,1.275,0.141,0,5.598,1
0,0,0,0.53,0,1.06,1.6,0,0,0,0,0,0,0,0,0.877,0,0,3.4,1
0,0,0.94,0,0,0,0.94,0,0,0,0,0,0,0,0,1.366,0,0,26.5,1
0,0,1.88,2.35,0,0,1.88,0,0,0,0,0,0,0,0,1.687,0.168,0.084,57.23,1
0.43,0.69,0.52,1.3,0.17,1.47,2.43,0.17,0,0,0,0,0,0,0,0.256,0.242,0.013,6.142,1
0.09,0.38,0.19,0.57,0.57,0,2.01,0.19,0,0,0,0,0,0,0,0.088,0.124,0,2.405,1
0,0,0,1.26,0,0,0,1.26,0,0,0,0,0,0,0,0.198,0.596,0,3.833,1
0.44,0,1.32,0,0,0,4.42,0.44,0,0,0,0,0,0,0,0.301,0,0,2.787,1
0,0,0,0,0,1.81,3.63,0,0,0,0,0,0,0,0,0.17,0.17,0,6.266,1
0.43,0.69,0.52,1.3,0.17,1.39,2.43,0.17,0,0,0,0,0,0,0,0.271,0.243,0.013,6.395,1
0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,3.448,0,0,2.666,1
0.25,0.77,1.55,0.51,0,0,1.55,0,0,0,0,0,0,0,0,0.161,0.161,0.04,9.633,1
0,0,0,0.09,0.11,0,0.14,0.04,0,0,0,0,0,0,0,0.03,0,0,16.644,1
0.38,0,0,0,0,0,3.43,0.38,0,0,0,0,0,0,0,0.121,0,0,2.08,1
0,0,0,1.38,0,0.46,2.77,0,0,0,0,0,0,0,0,0.081,0.816,0,3.4,1
0.27,0,0,0.83,0,0.27,1.38,0,0,0,0,0,0,0,0,0.638,0,0,2.512,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
