@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7-9,11,17,23,25-26,34,38,40-43,46,48,53-54,56,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_business numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0.75,0,0,0,0,0,0,0,0.75,0,0,0,0.054,0,4,0
0,0,0.08,0,0.08,0.08,0.74,0.66,0,0,0,0,0.24,0,0,0.08,0,0,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0.31,0,0,0,0,0.31,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,3,0
0,0,0,0,0,0,1.27,1.02,0,0,0,0,0,0,0,0.76,0,0.037,10,0
0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,13,0
0,0,0,0,0,0,1.7,1.28,0.42,0,0.42,0,0,0.42,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,3.44,1.72,1.72,0,1.72,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0.77,0,0,0,0,0.77,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,2.7,5.4,0,0,0,0,5.4,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,7,0
0,0,0,0,0,0,1.22,3.26,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,12,0
0,0,0,0,0,0,0.81,0,0,0,0,0,0,0.81,0,0,0,0.135,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2.04,2.04,2.04,0,2.04,0,0,0,0,0,0,0.268,11,0
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,2.27,1.13,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.34,0,0.11,0.75,0.05,1.16,0,0,0,0,0,0,0,0,0,0.053,0,32,0
0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0.8,0,0,0.8,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0.25,0.3,0.2,0.05,0.05,1.3,0.35,0,0,0.05,0,0,0,0,0,0.058,0,23,0
0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,0.33,0,0,15,0
0,1.32,0.16,0,0.33,0,0,0,0,0,0,0,0.16,0,0.33,0,0,0.023,10,0
0,0,0,0,0,0,0.35,0.35,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0.5,0,0,0,0.62,0.67,0,0,0,0,0,0,0,0,0.016,0,46,0
0,0.09,0,0.09,0.37,0,2.51,0,0,0,0,0,0,0,0,0,0,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0.63,0.95,0,0,0,0,0,0.31,0,0,0,0,14,0
0,1,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.14,0,0,0.14,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0.022,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0.55,0,0,0,0,6.64,4.15,0.27,0,0.27,0,0.27,0.27,0,0,0,0,57,0
0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,2.56,2.56,0,0,0,0,0,0,0,0,0,0,4,0
0,0.08,0,0,0.81,0,1.38,0,0,0,0.08,0,0.89,0,0,0.08,0.022,0,65,0
0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1.73,0.86,0.86,0,0.86,0,0,1.73,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0.084,0.084,62,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,1.6,0.8,0,0,0,12,0
0,0,0.32,0,0,0,0,0,0,0,0,0.65,0,0.32,1.3,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,2.4,1.2,1.2,0,1.2,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0.31,0,0,0,0.31,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0.027,0,157,0
0,0,0.13,0.06,0.06,0,1.46,0.48,0,0,0,0,0,0,0,0.48,0.048,0.009,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,4,2,2,0,2,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,1.17,1.17,4.7,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.11,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0.031,0,12,0
0,0,0,0,0,0,8.33,4.16,4.16,0,4.16,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.08,0,0.03,0.22,0,0,0,0,0,0.05,0.06,0.03,0,0.1,0.37,0.007,0,36,0
0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0.04,0.04,0.04,0.04,0,1.49,0.32,0,0,0.04,0,0.18,0,0,0.04,0.061,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,40,0
0,0,0,0,0,0,0.97,1.13,0,0,0,0.32,0,0,1.61,0,0,0,20,0
0,0,0,0,0,0,0.79,0.39,0.39,0,0.39,0,0,0.19,0,0,0,0.062,13,0
0,0,0,0.87,0,0,1.75,0.87,0.87,0,0.87,0,0,0.87,0,0,0,0,12,0
0,0,0,0,0,0,2.12,6.38,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,3.5,3.5,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0.39,0,0,1.79,0.19,0.19,0,0,0,0,0,0,0,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0.22,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0.067,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,1.16,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,6,0
0,0,0,0.31,0,0,0.93,0.62,0,0,0,0.93,0,0.31,0.62,1.86,0.214,0,20,0
0,0.09,0,0.18,0.64,0,2.49,0,0,0,0,0,0,0,0,0,0.039,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,1.47,0.98,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,2.12,6.38,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,1.9,0,1.9,0.95,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,1.34,1,0.33,0,0.33,0,0,0.33,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0.09,0.38,0,4.37,0.57,0.09,0,0.19,0,0.28,0.09,0,0.19,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0.22,0,0,0.22,0,0.68,0,0,0,0,0,0,0,0,0,0,0,152,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,15,0
0,4.23,0,0,0.84,0,0,0,0,0,0,1.69,0,0.84,1.69,0,0,0,12,0
0,0,0,0,0,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,2.68,1.34,0.67,0,0.67,0,0,0.67,0,0,0,0,17,0
0,0,0,0,0,0,1.53,0.76,0.76,0,0.76,0,0,0.76,0,0,0,0,12,0
0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0.199,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592,43,0
0,0,0,0,0,0,1.39,3.49,0,0,0,0,0,0,0,0,0.093,0,12,0
0,0,0,0,0,0,0.16,0.16,0,0,0.16,0,0,0,0,0.32,0,0.053,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,1.78,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039,70,0
0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.33,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0.14,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,6,0
