@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,6.17,0,0,0,0,0,0,2.46,0,0,0,0,1.235,0,134,1
0,1.35,0.45,0,0,0,0.45,1.8,0,0,0,0,0,0,0,0,0,0.138,0,0.138,0,122,1
0,0,0,0,0.52,0,1.04,3.66,0,0,0,0,0,0,0,0,0,0,0,0.539,0.269,272,1
0,0.29,0.29,0,0.58,0,0.87,2.61,0,0,0,0,0,0,0,0,0,0.046,0,0.14,0,274,1
0.19,1.07,0.19,0.58,0.09,0.09,0,3.71,0,0,0,0,0,0,0,0,0,0,0.194,0.404,0.224,870,1
0,1.9,0,0.95,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0.147,0,21,1
0,0.98,0,0.98,0.98,0,0.98,2.94,0.98,0,0,0,0,0,0,0.98,0,0,0,0.278,0,59,1
0.54,1.09,0.54,0.54,0,0,0,3.27,0,0,0,0,0,0,0.54,0,0,0.157,0,0.471,0,377,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,40,1
0,0.36,0,0.36,0,0,1.81,3.63,0,0,0,0,0,0,0,0,0,0.125,0,0.125,0,94,1
0,0,0,0,0,0,1.29,3.89,0,0,0,0,0,0,1.29,0,0,0,0,0.236,0,79,1
0,0.75,0,1.01,0,0.75,0,2.02,0,0,0,0,0,0,0,0,0,0.078,0,0.432,0.432,247,1
0.35,1.79,0,0.35,0,0,0.35,3.94,0,0,0,0,0,0,0,0,0,0.061,0,0,0,186,1
0,4.25,0,0,0,0,2.83,4.96,0,0,0,0,0,0,0,0,0,0,0,0.38,0,30,1
0.12,1.34,0.12,0,0.36,0,0.24,2.33,0,0,0,0.98,0,0,0.12,0,0,0.02,0,0.041,0.041,254,1
0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0.352,0,0.352,0,36,1
0,1.15,0.76,0,0,0,0.38,2.69,0,0,0,0,0,0,0,0,0,0.122,0,0.061,0.061,158,1
0,2.45,0,0,0,0,0.81,3.27,0,0,0,0,0,0,0,0,0,0,0,0.258,0,65,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297,0,52,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.443,0,0.221,0.665,61,1
0.38,0,0.57,1.15,0,1.15,0.19,2.12,0,0,0,0,0,0,0,0,0,0.027,0,0.438,0.191,921,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.421,0,0.21,0.632,60,1
0.51,0.51,0.51,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0.142,0,0.071,1.212,281,1
0,0.38,0.38,1.94,0,0,0.38,2.72,0,0,0,0,0,0,0,0,0,0,0,0.057,0.057,235,1
0,0.09,0.09,0.09,0.09,0,0,1.38,0,0,0,0.09,0,0,0,0,0,0.068,0,0.586,0.189,477,1
0.24,0.24,0,0.36,0.12,0.12,0.12,0.36,0,0,0,0,0,0,0,0,0,0.018,0,0.34,0,1234,1
0,0.74,0,0,0,0,0,6.71,0,0,0,0,0,0,0,0,0,0,0,0.99,0,60,1
0,0.38,0.38,0,0.38,0,0.38,3.87,0,0,0,0,0,0,0,0,0,0,0,0.123,0,99,1
0,0,0,3.7,0,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,1.55,0,82,1
0,0,1.29,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0,1.16,0.116,63,1
0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0.94,0,0.332,0,0,0,161,1
0,0,0.99,0.99,0.99,0,4.97,3.48,0,0,0,0,0,0,0,0,0,0.34,0,0.17,0,94,1
0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0.016,0.065,329,1
0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,1.405,0,72,1
0,0.59,0,0,0,0,0,0.59,0,0,0,1.18,0,0,0.59,0,0,0.052,0,0.052,0.105,127,1
0,1.44,0,0,0,0,0.48,2.41,0,0,0,0,0,0,0.48,0,0,0.081,0,0.486,0.243,236,1
0,0.31,0.31,0,0.63,0,0.95,2.54,0,0,0,0,0,0,0,0,0,0.051,0,0.102,0,274,1
0.38,0,0.57,1.34,0,1.15,0.19,2.11,0,0,0,0,0,0,0,0,0,0.027,0,0.438,0.191,921,1
1.63,0,0,1.63,1.63,0,0.81,4.09,0,0,0,0,0,0,0,0,0,0,0,1.212,0,191,1
0,0,0,0.34,0,0,0.68,0.68,0,0,0,0,0,0,0,0,0.34,0.393,0,0.225,0.056,158,1
0,1.44,0.48,0,0,0,0,2.41,0,0,0,0,0,0,0.48,0,0,0.083,0,0.502,0.251,247,1
0,0.72,0.48,0,0.48,0,0.48,1.2,0,0.24,0,0,0,0,0,0,0,0.036,0,0.036,0.184,264,1
0,0,0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,0,0.178,0,0,0,51,1
0.66,1.33,0.33,0,0.33,0,0.33,1,0,0,0,0,0,0,0.66,0,0,0.266,0,0.372,0.159,161,1
0.34,0.34,0,0.51,0.17,0.17,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0.315,0,942,1
1.19,0,0,0,0,0,1.19,1.19,0,0,0,0,0,0,0,0,0,0,0,0.403,0,137,1
0,0,0,1.81,0,1.81,1.81,1.81,0,0,0,0,0,0,0,0,0,0.628,0,0.628,0.943,53,1
0,3.48,0,0,0,0,1.74,1.16,0,0,0,0,0,0,0,0,0,0.085,0,0.171,0.085,102,1
3.05,1.14,0.19,1.52,0.19,0,0,3.05,0,0,0,0,0,0,0,0,0,0.171,0,0.294,0.147,1144,1
0,0,1.1,0,0.36,0,0.36,2.21,0,0,0,0,0,0,0,0,0,0.123,0,0.433,0.928,177,1
0,0.64,0.64,0,0,0,0.32,2.27,0,0,0,0,0,0,0.64,0,0,0.105,0,0,0.157,139,1
0,0.47,0.47,0.63,0.31,0,0,2.05,0,0,0,0,0,0,0.15,0,0,0.076,0,1.3,0.127,650,1
0,0.32,0.32,0.64,0.32,0,0,1.29,0,0,0,0,0,0,0,0,0,0.16,0,1.178,0.107,318,1
0.4,0,0,4.81,0.4,4.41,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.855,0.794,353,1
0,1.71,0,0.21,0.21,0,0,3.21,0,0,0,0,0,0,0,0,0,0,0.075,0.263,0.075,1603,1
0,0,0,0,0,0,1.17,2.35,0,0,0,0,0,0,0,0,0,0,0,0.168,0.336,119,1
0,0.88,0.14,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0.097,0,0.388,0.048,428,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,0,7,1
0,0.26,0,0,0,0,0.26,0,0,0,0,0,0,0.26,0,0,0,0.084,0.084,0.378,0,1078,1
1.2,0.4,0,0,0,0,0.8,3.62,0,0,0,0,0,0,0.4,0,0,0.069,0,0.552,0.207,153,1
0.55,0.55,0,0,0,0,1.11,1.66,0,0,0,0,0,0.55,0,0,0,0,0,0.484,0.08,201,1
0,2.7,0,0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0.2,0,33,1
0,0,0.1,0,0,0,0.1,4.17,0,0,0,0,0,0,0,0,0,0.057,0,0.095,0,318,1
0,0.64,0.64,0,0,0,0.32,2.27,0,0,0,0,0,0,0.64,0,0,0.104,0,0,0.157,139,1
0,0,0,3.77,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1
0.81,0,1.02,0.61,0,0,0,2.86,0,0,0,0,0,0,0,0,0,0.095,0,0.158,0.063,156,1
0,0.4,0.2,0,0,0,0,2.45,0,0,0,0,0,0,0.2,0,0,0,0,0.382,0.223,490,1
0,0,0.46,0.61,0,0,0,1.84,0,0,0,0,0,0,0,0,0,0.057,0,0.52,0.289,446,1
0,0.65,0,0,0,0,0,5.22,0,0,0,0,0,0,0.65,0,0,0,0,1.461,0,113,1
0,0.32,0,0.16,0.16,0,2.13,0.98,0,0,0,0.16,0,0,0,0,0,0.089,0,0.693,0.67,1030,1
0,0.36,0,0,0,0,0.36,1.09,0,0,0,0,0,0,0,0,0,0,0,0.604,0.181,356,1
0,1.82,0.45,0,0,0,1.36,2.28,0,0,0,0,0,0,0,0,0,0.073,0,0,0,126,1
0.28,1.4,0,0.56,0,0,0.28,1.68,0,0,0,0,0,0.28,0.28,0,0,0.137,0.068,0.034,0,603,1
0,0.33,0,2,0,1,0.33,2.67,0,0,0,0,0,0,0.33,0,0,0.23,0,0.057,0.23,227,1
0,0,0,0,0,0,2.04,1.02,0,0,0,0,0,0,0,0,0,0.174,0,0.174,0,59,1
0,0,0,0,0,2.31,0,2.77,0,0,0,0,0,0,0,0,0,0.49,0,0.081,0.816,102,1
0,0.87,0.87,0.43,0,0,0,0.87,0,0,0,0.43,0,0,0,0,0,0,0,0.835,0,179,1
0.68,1.92,0,0.45,0.22,0.79,0.22,2.38,0,0,0,0,0,0,0,0.11,0,0.057,0,0.574,0.134,385,1
0,0.24,0.32,0,0,0,0,4.67,0,0,0,0,0.32,0,0.24,0,0,0.045,0,0.36,0.03,196,1
0,0,0.28,1.15,0,0,0,2.89,0,0,0,0,0,0.28,0,0,0,0,0,0.554,0.221,341,1
0,0,0.55,0,0.55,0,1.1,2.49,0,0,0,0,0,0,0.27,0,0,0.194,0,0.582,0.291,291,1
0.3,0.1,0.05,0,0,0.05,0,1.55,0.05,0,0,0,0,0.05,0.05,0,0,0.036,0,0.054,0.118,583,1
1.32,0,0.94,0.75,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0.08,0,0.295,0.107,239,1
0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0.143,0,0.573,0,75,1
0,0,0,0.43,0,0,0.43,0.43,0,0,0,0.43,0,0,0,0,0,0.124,0,0.31,0.062,65,1
0,1.78,0.44,0,0,0,1.33,2.23,0,0,0,0,0,0,0,0,0,0.074,0,0,0,144,1
0,0.92,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.092,0.322,278,1
0.64,0.64,0,1.29,1.29,0,0.64,3.24,0,0,0,0,0,0,0,0,0,0,0,0.233,0,25,1
0.56,2.25,0,0,0,0,0.56,3.95,0,0,0,0,0,0,0,0,0,0.247,0,1.32,0.33,190,1
0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0.36,0,0.21,0,0,0.105,112,1
0.26,0.26,0.26,1.56,0.26,0.69,0.86,1.82,0,0,0,0.08,0,0,0.08,0.08,0,0.234,0,0.358,0.261,981,1
0,0,0,0,0,0,0,4.21,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0,0,0,0.95,0,0,0.23,2.38,0,0,0,0.23,0,0,0,0,0,0.123,0,0.197,0,519,1
0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0.093,0.186,0.559,0.279,108,1
0,0.84,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0.388,0,0.776,0.129,249,1
0,0.32,0.64,0.64,0,0,0,1.94,0,0.97,0,0,0,0,0,0,0,0.052,0,0.263,0.105,188,1
0,0,0,0,0,0,1.36,2.04,0,0,0,0,0,0,0,0,0,0.375,0,1.001,0,132,1
0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0.145,0.291,45,1
0.08,0.85,1.02,0.08,0.17,2.21,0.25,1.61,0,0,0,0,0,0.08,0.08,0.08,0,0.063,0,0.394,0.114,1407,1
0.34,0.46,0.11,0.93,0,0.23,0,3.72,0,0,0,0,0,0,0,0,0.46,0.075,0,0.131,0.056,675,1
0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.125,0,261,1
0,0,0.95,0,0.47,1.42,0.47,0,0,0,0,0,0,0,0,0.47,0,0.791,0,0.169,0.452,723,1
0,1.75,0.39,0.19,0.39,0,0.58,4.29,0,0,0,0,0,0,0.39,0,0,0.271,0,0.067,0.135,190,1
0,0,0,0,0,0,1.85,1.85,0,0,0,0,0,0,0,0,0,0.291,0,3.79,0,87,1
0,1.05,2.1,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,41,1
0,1.25,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.409,0,1.023,1.023,122,1
1.16,0,0,0.77,0.38,0,1.93,2.32,0,0,0,0,0,0,0.38,0,0,0,0,0.198,0,556,1
0,0.36,0.36,0.36,0,0,0,2.94,0,0,0,0,0,0.36,0,0,0,0,0,0.653,0.118,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.413,0,85,1
0,0,1.06,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1
0,0.81,1.01,0,0.2,0,0,1.21,0,0,0,1.62,0,0,0,0,0,0.152,0,0.121,0.121,261,1
0.26,0.26,0.26,1.59,0.26,0.71,0.88,1.86,0,0,0,0,0,0,0.26,0.08,0,0.226,0,0.353,0.254,966,1
0.55,2.23,0,0,0,0,0.55,3.91,0,0,0,0,0,0,0,0,0,0.259,0,1.208,0.345,200,1
0.56,0,0,0.56,0.28,0,1.41,1.97,0,0,0,0,0,0,0.28,0,0,0.114,0,0.153,0,555,1
0,1.44,0.34,0.05,0.05,0,0,4.14,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0.161,521,1
0,1.3,0,0,0.65,0,1.3,2.61,0,0,0,0,0,0,0.65,0,0,0,0,0.515,0.103,51,1
0.19,0,0.58,0.77,0,0.97,0,1.75,0,0,0,0,0,0,0,0,0,0.034,0,0.569,0.207,1689,1
0,0.44,0.44,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0.19,0,474,1
0.43,0.43,0,0,0,0,0.43,1.29,0,0,0,0,0,0,0,0,0,0.147,0,0.736,0,222,1
0.46,0.15,0.03,0.65,0.3,0.03,0.23,3.08,0,0,0,0,0,0,0.03,0,0,0.077,0,0.335,1.281,2413,1
0,1.26,0,1.26,1.26,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0.537,0,290,1
0,0,0,0,0,0,0.92,1.85,0,0,0,0,0,0,0,0,0,0.142,0,0.142,0.5,126,1
0.92,0.46,0,1.85,0,0,0.46,1.85,0,0,0,0,0,0,0,0,0,0.249,0,1.663,0.249,748,1
0,0.61,0,0.76,0.76,0,0,1.23,0,0,0,0,0,0,0,0,0,0.271,0,0.181,0.203,1257,1
0,0.29,0,0.38,0.09,0,0.29,2.51,0,0,0,0,0,0,0.29,0,0,0.149,0,0.374,0.059,1148,1
0,0,0,0,0,0,1.44,5.79,0,0,0,0,0,0,0,0,0,0,0,0.543,0.271,41,1
0,0,0,1.11,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0.202,0,0.202,0,40,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.201,54,1
0,0,0,2.02,1.51,0,0.5,3.53,0,0,0,0,0,0,0,0,0,0.089,0,1.431,0.536,225,1
0,0,0,0,0,0,1.44,5.79,0,0,0,0,0,0,0,0,0,0,0,0.277,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0.417,0,0.208,0.626,61,1
0,0.82,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.14,0,328,1
0.43,0.14,0.03,0.62,0.29,0.03,0.21,3.03,0,0,0,0,0,0,0.03,0,0,0.078,0,0.443,0.51,2333,1
0,0,0.73,0,0,0,0.73,1.47,0,0,0,0,0,0,0,0,0,0,0,0.875,0.109,52,1
0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,0,0,7.04,0,0,0,0,0,0,0,0,0,0,0,0.543,0,50,1
0,0,0,0,0,0,0.81,4.09,0,0,0,0,0,0,0,0,0,0.176,0,0.706,0,143,1
0,0.23,0.23,0.23,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0.238,0,242,1
0.1,1.26,0.1,0.52,0.21,0,0,4.53,0,0,0,0,0,0,0,0,0,0.028,0,0.141,3.305,1016,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,0,0,95,1
0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,1.05,0,0,0.177,0,0,0.354,85,1
0,1.02,0,1.02,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.898,0.105,1330,1
0,0.52,0,0.26,0.26,0,0.26,1.82,0,0,0,0,0,0,0,0,0,0.073,0,0.813,0.036,339,1
0,2.25,0,0.56,0,0,0.56,1.69,0,0,0,0,0,0,0,0,0,0,0,0.91,0.273,121,1
0.17,0.68,0.17,0.17,0,0.34,1.03,3.44,0,0,0,0,0,0,0,0,0,0.084,0,0.056,0.196,208,1
0,0,0,0,0,0,0.45,0.22,0,0,0,0.22,0,0,0.22,0,0,0.092,0,0,0,425,1
0,1.28,0,0,0,0,0.14,1.7,0,0,0,0,0,0,0,0,0,0.078,0,0.13,0,826,1
0.91,0.45,0,1.83,0,0,0.45,1.83,0,0,0,0,0,0,0,0,0,0.245,0,1.633,0.245,773,1
0,0.64,0,0,0,0,0,5.8,0,0,0,0,0,0,0.64,0,0,0,0,1.44,0,115,1
0,1.39,0,0,0,0,0,3.49,0,0,0,0,0,0,0,0,0,0,0,0.196,0,183,1
0,1.24,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0.107,0.322,73,1
0.72,0,0.36,1.08,0.36,0,0.36,1.08,0,0,0,0,0,0,0.36,0,0,0.334,0,1.203,0.467,736,1
0.12,1.34,0.12,0,0.36,0,0.24,2.33,0,0,0,0.98,0,0,0.12,0,0,0.02,0,0.041,0.041,254,1
0.19,1.07,0.19,0.58,0.09,0.09,0,3.81,0,0,0,0,0,0,0,0,0,0,0.201,0.402,0.232,872,1
0.55,1.1,0.55,0.55,0,0,0,3.31,0,0,0,0,0,0,0.55,0,0,0.165,0,0.496,0,387,1
0.43,0.43,0,0.86,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0.126,0,0,0.063,159,1
0,0,0.68,0.68,0,0,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0,1.143,0.519,228,1
0.2,0.8,0.8,0.1,0.3,1.61,0.1,1.31,0,0,0,0,0,0,0.1,0.1,0,0.111,0,0.491,0.158,1351,1
0,0.89,0,0.44,0,0,0.44,4.03,0,0,0,0,0,0,0.44,0,0,0,0,0.944,0.145,152,1
0,0.85,0,0,0,0,1.28,3.86,0,0,0,0,0,0,0,0,0,0.066,0,0.535,0.133,313,1
0.79,0,0,0,0,0,0.79,3.17,0,0,0,0,0,0,0.79,0,0,0.271,0,0.271,0.135,114,1
0.09,1.04,0.09,0,0.04,0,0,1.53,0,0,0,0,0,0,0.04,0,0,0.119,0.007,0.431,0.111,1645,1
1.63,0,0,1.63,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0.729,0,23,1
0,0.59,0,0,0,2.38,0,2.97,0,0,0,0,0,0,0,0,0,0.105,0,0.105,0.42,72,1
0,0,1.12,0,1.12,0,0,4.49,0,0,0,0,0,0,0,0,0,0,0,0.814,0,39,1
0.34,0.14,0.17,0.52,0.31,0.05,0.11,2.9,0,0,0,0,0,0,0.08,0,0,0.073,0,0.363,0.535,2771,1
0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.08,0.85,1.02,0.08,0.17,2.21,0.25,1.62,0,0,0,0,0,0.08,0.08,0.08,0,0.065,0,0.486,0.118,1414,1
0,1.24,0.62,0,0,0,0.31,2.48,0,0,0,0,0,0,0,0,0,0.086,0,0.043,0,155,1
0.13,0.55,0.27,0.27,0,0.13,0,3.91,0,0,0,0,0,0,0,0,0,0.018,0,1.294,0.182,726,1
0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.257,0,46,1
0,1.23,0.19,0.25,0.38,1.75,0.06,1.36,0,0,0,0,0,0,0.06,0.06,0,0.143,0,0.276,0.184,2259,1
0,1.13,0,0.75,0,0,0.37,2.65,0,0,0,0,0,0,1.13,0,0,0.063,0,0.882,0.189,253,1
0.17,1.46,0.17,0.08,0,0,0.51,3.43,0,0,0,0,0,0,0,0,0,0.077,0.064,0.348,0.103,1456,1
0.65,0.39,0.65,0.52,0.06,1.17,0.13,1.3,0,0,0,0,0,0,0,0.06,0,0.085,0,0.287,0.106,1342,1
0,0.28,0,0,0.14,0,0,2.86,0,0,0,0,0,0,0.14,0,0,0.048,0,0.241,0.072,1229,1
0.53,1.06,0,0.53,0,0.53,0,2.13,0,0,0,0,0,0,0.53,0,0,0.239,0.079,0.159,0,123,1
0,0.43,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0.915,0,144,1
0.68,0,0,0.68,1.36,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0.185,0,0,264,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.235,94,1
0.49,0.39,0.19,0.39,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0.037,0,5.84,1.311,757,1
0,0.5,0.5,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0.089,0,0.178,0,95,1
1.12,0.56,0.56,0,0.56,0,2.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0.39,0.19,0,0,0.39,0,0.98,0.59,0,0,0,0,0,0,0,0,0,0.128,0,0.16,0.16,730,1
2.35,1.17,0,2.35,0,0,1.17,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0.537,0,25,1
0,0.14,0,0,0,0,0.29,2.19,0,0,0.14,0,0,0,0.29,0,0,0.382,0,0.764,0,469,1
0,0.94,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.443,0,107,1
0.66,0.33,0,0,0,0,0.33,2.64,0,0,0,0,0,0,0.33,0,0,0.053,0,0.583,0,326,1
0,0,0,0,1.02,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0.969,0,85,1
0,0.81,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0.26,0,189,1
0.36,0,0.36,0.36,0.36,0,0.36,2.2,0,0,0,0,0,0,0,0,0,0.183,0,0.367,0.061,264,1
0.07,0.76,0.05,0,0.1,0,0,2.09,0,0,0,0.02,0,0,0,0,0,0.101,0.016,0.25,0.046,2258,1
0.18,0.25,0.18,0.4,0.1,0.25,0.54,3.05,0,0,0,0,0,0,0.07,0,0,0.042,0.072,0.334,0.139,1613,1
0,1.11,1.11,0,0,0,0.83,1.38,0,0,0,0,0,0,0,0,0,0,0,0.638,0,196,1
0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.448,0,24,1
0,1.47,0,0,0,0,0,2.45,0,0,0,0,0,0,0.49,0,0,0.084,0,0.677,0.254,234,1
0,0.65,0.65,0,0,0,0.32,2.28,0,0,0,0,0,0,0.65,0,0,0.111,0,0,0.166,139,1
0.26,0.78,0.26,4.09,0.08,0.78,1.13,2.35,0,0,0,0.08,0,0,0,0,0,0.241,0.042,0.709,0.056,1123,1
0,0.58,0.29,0,0.29,0,0,0.77,0,0,0,0,0,0,0.09,0,0,0.047,0,0.559,0.047,432,1
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.212,53,1
0,0.89,0.17,1.24,0.17,0.89,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0.278,0.216,895,1
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0.204,57,1
0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,82,1
0,0,0,0,0,0,0,1.2,0,0,0,0,0,0.6,0,1.8,0,0.299,0,0,0,106,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0.606,28,1
0,0.43,0.43,0.87,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.298,0.149,133,1
0,0,0,1.26,0,0,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0.979,0,356,1
0.9,0,0,0,0,0,0.9,3.63,0,0,0,0,0,0,0.9,0,0,0,0,0.165,0.165,94,1
0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0,323,1
0,0.26,0,0.26,0,0,0,3.98,0,0,0,0,0,0,0.13,0,0,0.109,0,0.414,0.021,667,1
0.16,0.32,0.24,0.4,0.12,0.28,0.64,3.06,0,0,0,0,0,0,0.12,0,0,0.052,0.066,0.37,0.152,1500,1
0,0,0,1,0,0,0,3.01,0,0,0,0,0,0,0,0,0,0,0,0.176,0,94,1
0.19,0.19,0,0,0,0,0.59,4.52,0,0,0,0,0,0,0,0,0,0,0,0.258,0.032,305,1
0,1.52,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1
0.84,0,0,1.68,0.84,0,0.84,3.36,0,0,0,0,0,0,0,0,0,0,0,0.519,0,125,1
0,0,0,0,0,0,0,3.52,0,0,0,0,0,0,1.17,0,0,0,0,0.924,0,59,1
0,1.11,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0.784,0,91,1
0.46,1.38,0,0.92,0.46,0,0.92,0.92,0,0,0,0,0,0,0,0,0,0.072,0,0.795,0.217,224,1
0,1.3,0,0,0,0,1.3,1.96,0,0,0,0,0,0,0,0,0,0,0,0.834,0.463,122,1
0.65,0.32,0,0,0,0,0.32,2.61,0,0,0,0,0,0,0.32,0,0,0.053,0,0.477,0,312,1
0.23,0.23,0.47,0.95,2.61,0,0,3.8,0,0,0,0,0.23,0,0.47,0,0,0.121,0.04,0,0.04,189,1
0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.754,0.188,161,1
0.1,2.15,0.15,0.75,0.35,0,0.15,5,0,0,0,0,0,0,0.2,0,0,0.035,0,0.149,0.131,617,1
0.45,1.35,0,1.35,0,0,0,2.26,0,0,0,0,0,0,0,0,0,0,0,0.82,0.41,137,1
0,0.23,0,0,0,0,0.23,7.1,0,0,0,0,0,0,0.71,0,0,0.043,0,0.175,0,66,1
0,0,0,0,0,0,0,4.14,0,0,0,0,0,0,0,0,0,0.165,0,0.165,0.082,100,1
0.19,0,0,0.09,0.29,0,0.09,4.09,0,0,0,0,0,0,0,0,0,0.267,0,0.19,0.247,365,1
0,0,0,0.92,0.3,0,2.15,5.53,0,0,0.3,0,0,0,0.3,0,0,0.1,0,1.053,0.351,303,1
0,0,0,0,0,0,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1
0,0.53,0,0,0,0,0.53,4.3,0,0,0,0,0,0,0.53,0,0,0,0,1.183,0.253,180,1
