@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R4,7,12,17,20-26,33,35,37,39-41,43,47,52-53,56-58'

@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_table numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0.77,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0.196,0,10,79,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0.473,0,15,27,0
0,0,0.54,0,0,1.09,0,0,0,1.09,0.54,0,0.54,0,0,0,0,0,0,0,0,16,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,17,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,11,59,0
0,0,1.06,0.21,0,0,0,0.21,0,3.5,0.1,0,0,0.21,0,0.1,0,0,0,0,0.057,23,571,0
0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0.27,0,4,30,0
0,0,1.54,2.06,0,0,0,0,0,3.6,2.06,0,0,0,0,0,0,0,0,0,0,4,74,0
0,0,0.78,0,0,0,0,0,0,0.78,0.78,0,0.78,0,0,0,0,0,0,0,0,22,133,0
0,0,1.36,0,0,2.73,0,0,0,0,0,0,0,1.36,0,0,0,1.36,0,0,0,13,57,0
0,0.3,0.3,0,0,0.3,0,0,0,0.75,0.3,0.45,0.15,0.15,0.15,0.15,0,0.15,0,0,0,12,155,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,5,26,0
0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,28,195,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0
0,0,0.17,0.34,0,0.85,0,0,0,1.53,0.68,0,0,0,0,0,0,0,0,0.167,0,22,216,0
0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,17,25,0
0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,14,50,0
0,0,0.56,0,0,1.13,0,0,0,0.56,0.56,0,0,0,0,0,0,0.56,0,0,0,15,200,0
0,0,0,0,0,0,0,0,0,4.76,1.58,0,1.58,0,0,0,0,0,0,0,0.601,13,84,0
0,0,1.74,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0
0,0,0.33,0,0,0,0,0,0,0,0,0.22,0,0.11,0,0,0,0,0,0,0,24,651,0
0,0,0,0,0,0.68,0,0,0,1.36,0.68,0,0,0,0,0,0,0,0,0,0,17,96,0
0,0,0.35,0,0,1.06,0,0,0,1.41,1.06,0.35,0.35,0.35,0,0.35,0,0.35,0,0,0,12,119,0
0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,7,26,0
0,0,2.28,0,0,0,0,0,0,1.14,0.76,0,0,0,0,0,0,0,0,0,0,3,46,0
0,0.59,0,0,0,1.49,0,0,0,0.29,0.29,0,0,0,0,0,0,0,0,0.044,0.134,15,120,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,5,44,0
0,0,0.49,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,4,58,0
0,0,0,0.76,0,0,0,0,0,2.3,0.76,0,0,0,0,0,0,0,0,0,0,7,138,0
0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,0
0,0,0.39,0,0,0,0,0,0,0.39,0,0.39,0,0.39,0,0,0,0,0,0,0,38,124,0
0,0,2.32,0,0,1.16,0,0,0,2.32,1.16,0,1.16,0,1.16,0,0,0,0,0.139,0,10,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0.38,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,2,53,0
0,0,0.54,0.68,0,0,0,0,0,1.9,0.13,0.13,0,0.27,0,0,0,0,0,0,0,21,473,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,45,0
0,0.67,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,58,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0
0,0,0.27,0,0,0,0,0,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,55,189,0
0,0,0.14,0,0,0.08,0,0,0,0.5,0.53,0.14,0,0.38,0,0,0,0,0,0,0.008,52,1617,0
0,0,3.22,0,0,0,0,0,0,1.61,1.61,0,0,0,0,0,0,0,0,0,0,6,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0.33,1.51,1.67,1.67,3.85,0,0,0.33,0,0,0,0,0,0,0.16,0,0,0,1.027,0.051,70,638,0
0,0,2.05,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,11,147,0
0,0,3.52,0,0,2.35,0,0,0,0,1.17,0,0,0,1.17,0,0,0,0,0,0,12,54,0
0,0,0.15,0,0,0.15,0,0,0,0.65,0.7,1.16,0,0.81,0,0,0,0,0,0,0.014,45,1080,0
0,0,0.84,0,0,0.63,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.07,0.053,29,417,0
0,0,1.66,0.41,0,0,0,0,0,2.07,0,0,0,0.2,0,0,0,0,0,0,0.043,24,525,0
0,0,0,0.29,0,0.29,0,0,0,1.19,0.59,0,0.29,0.89,0.89,0.29,0.29,0.89,0,0.344,0,17,212,0
0,0,0,0,0,2.63,0,0,0,5.26,2.63,0,2.63,0,0,2.63,0,0,0,0,0,11,40,0
0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,4,20,0
0,0,1.03,0,0,0.04,0,0,0,0.04,0,0,0,0.24,0,0,0,0.04,0,0,0,185,1787,0
0.55,0,1.1,0,0,0,0,0,0,0.13,0.13,0,0,0.27,0,0,0,0,0,0,0,16,322,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,22,91,0
0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,44,0
0,0,1.22,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0.327,0,2,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,51,0
0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,7,43,0
0,0,0.75,0.37,0,0,0,0,0,2.26,0,0,0,0.37,0,0,0,0,0,0,0.331,14,167,0
0,0,0,0,0,0.59,0,0,0,0.59,0,0,0,0.59,0,0,0,0,0,0.312,0,22,80,0
0,0,0,0,0,1.28,0,0,0,0.64,0.64,0,0,1.28,0.64,0,0,0.64,0,0.209,0,22,102,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,8,31,0
0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,22,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0.14,0.14,0,0,0,0,0,0,1.13,0.42,0,2.69,0,0,0,0,0,0.14,0,0,80,1029,0
0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,14,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0
0,0,0,0,0,0,0,0,0,5.88,0,0,1.47,0,0,0,0,0,0,0,0,15,82,0
0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,20,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0.289,0,2,14,0
0,0,1.06,0,0,0,0,0,0,0,0.26,1.85,0,0,0,0,0,0.26,0,0,0,77,172,0
0,0,0,0,0,0,0,0,0,2.56,1.28,0,1.28,0,0,1.28,0,0,0,0,0,11,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,0
0,0,0.52,0,0,1.93,0,0,0,0.52,0.35,0.17,0.17,0.17,0,0.17,0,0,0,0.057,0,15,162,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,1.69,0,0,0,1.69,1.69,0,0,0,1.69,0,0,0,0,0,0.63,12,37,0
0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0
0,0,0.94,1.89,0,0,0,0,0,0.37,0.18,0,0,0,0,0,0,0,0,0,0,10,168,0
0,0,0.91,0,0,0,0,0,0,0.22,0.22,0,0.22,0,0,0,0,0,0,0,0,15,122,0
0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,9,23,0
0,0,1.39,0,0,0,0,0,0,0.23,0.23,0.23,0,0,0,0,0,0,0,0,0,9,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0.13,0,0,0.08,0,0,0,0.46,0.49,0.27,0,0.41,0.13,0,0,0,0,0,0.007,52,1758,0
0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,1.94,0,1.94,1.94,0,0,0,12,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0,4,20,0
0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,0
0,0,0.9,0,0,0.22,0,0,0,0.67,0,0,0.67,0,0,0,0,0,0,0,0.024,157,359,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0
0,0,3.72,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,8,50,0
0,0,2.33,0,0,3.5,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0.097,0,11,41,0
0,0,0,0,0,0,0,0,0,0,0,5.34,0,0,0,0,0,0,0,0,0,76,199,0
0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,4,9,0
0,0,1.4,0.2,0,0,0,0,0,2.54,0,0,0,0.06,0,0,0,0,0,0,0,22,665,0
0,0,1.17,0,0,3.52,0,0,0,3.52,2.35,0,0,0,0,1.17,0,0,0,0.414,0,1,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0
0,0,2.07,0,0,1.03,0,0,0,0.34,0.69,0,0,0.34,0,0,0,0.17,0,0,0,48,319,0
0,0,2.89,0,0,1.73,0,0,0,2.31,0,0,0,0.57,0,0,0,0,0,0,0,12,76,0
0,0,0.09,0.18,0,0.37,0,0.09,0,0,0,0,0,0.28,0,0.09,0,0,0,0.042,0,18,552,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0
0,0,1.66,0,0,1.66,0,0,1.66,1.66,0,0,0,1.66,0,0,0,0,0,0,0,7,31,0
0,0,0,0,0,0.99,0,0,0,2.97,1.98,0,0.99,0,0,0,0,0,0,0,0,10,54,0
0,0,0,0,0,1.4,0,0,0,1.4,0,1.4,1.4,0,0,0,0,0,0,0.229,0,15,69,0
0,0,0.76,0,0.19,0,0,0,0,0.38,0,0,0,0.38,0.19,0,0,0,0,0.022,0.044,21,403,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,2,7,0
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,4,6,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0.34,1.37,0,0,0,0,0,0,0,0,0,18,141,0
0,0,0,0,0,0,0,0,0,2.7,0.9,0,0.9,0,0,0.9,0,0,0,0,0,11,43,0
0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0
0,0,1.45,0.58,0,1.45,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0.037,7,147,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0
0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,41,0
0,0,1.94,0.27,0,0,0,0,0,0.83,0.55,0,0,0,0,0,0,0,0,0,0,6,109,0
0,0,1.28,0.42,0,0,0,0,0,2.57,0,0.14,0,0.28,0,0,0,0,0,0,0.04,20,421,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,1.98,0,0,0,0,19,120,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0.83,0.41,0,0.41,0.41,0,0,0,0,0,0,0,13,130,0
0,0,1.01,0,0,0,0,0,0,0.5,0.25,0.25,0,0,0,0,0,0,0,0,0,7,136,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0
0,0,1.25,0,0,0.62,0,0,0,1.57,1.57,1.57,0,0.31,0.31,0,0,0,0,0,0.054,13,107,0
0,0,0.52,0.1,0,0,0,0.1,0,3.14,0,0,0,0.31,0,0.1,0,0,0,0,0.063,26,605,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,3,34,0
0,0,1.47,0,0,0.73,0,0,0,0.73,0.73,0,0,0,0,0,0,0,0,0.111,0.223,6,88,0
0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,3,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0
0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,53,0
0,0,0.33,0,0,0.67,0,0,0,1.35,1.01,0.33,0.33,0.33,0.33,0.33,0,0.33,0,0,0,12,120,0
0,0,0.81,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,3,59,0
0,0,0.2,0,0,0.2,0,0,0,0.75,0.81,0.27,0,0.47,0,0,0,0,0,0,0.019,36,827,0
0,0,0,0,0,0,0,0,0,2.18,1.45,0,0,0.72,0.72,0,0,0.72,0,0,0,12,124,0
0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
0,0,0.41,0.06,0,0.34,0,0.02,0,0,0,1.67,0,0.82,0.04,0,0.02,0.08,0.04,0.031,0.039,54,3003,0
0,0,0,0.37,0,0.37,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,64,196,0
0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
0,0,0,0,0,0,0,0,0,1.28,1.44,1.44,0,1.6,0,0,2.56,0,0,0,0,20,540,0
0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,54,0
0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,2,18,0
0,0,0,0,0,0,0,0,0,0.44,0.44,0,0.44,0,0,0,0,0,0,0,0,15,105,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0
0,0,0,0,0,0,0,0,0,4.87,4.87,0,2.43,0,0,0,0,0,0,0,0,10,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0,0,0.51,0,0,0,0,0,0,0,0,1.03,0,0.51,0,0,0,0,0,0,0,11,74,0
0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,4,36,0
0,0,0,0,0,0.9,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.077,0,15,68,0
0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0.247,0,5,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0
0,0,1.34,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,2.843,0,5,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.28,0,0,0,0,0,0,16,179,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,5,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,1,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,2,28,0
0,0,1.93,0,0,0.13,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0.164,0,11,183,0
0,0,0,0,0,3.5,1.05,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,17,226,0
0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,20,124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0
0,0,0.07,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,9,328,0
0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,47,187,0
0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,47,118,0
0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,15,39,0
0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857,47,108,0
0,0,0.91,0,0,0.91,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0.13,0,47,86,0
0,0,0,0,0,0.78,0,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0.261,0.065,55,159,0
0,0,1.31,0,0,3.94,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,55,104,0
0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,3,35,0
0,0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,9,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,3,12,0
0,0,1.98,0,0,0.99,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,4,22,0
0,0,0.46,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0.473,0,24,40,0
0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,1,31,0
0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,1,23,0
0,0,0,0,0,4.87,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,3,16,0
0,0,0.72,0.24,0.24,2.16,0,0.48,0,0,0,0,0.24,0,0,0,0,0,0,0.122,0.285,19,286,0
0,0,0.45,0.11,0,0.9,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.051,0,63,427,0
0,0,0.6,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,201,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,2,27,0
0,0.68,0,0,0,2.73,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0.048,0.048,15,97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0.07,0.03,0,0.22,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0.014,0,7,389,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,1,4,0
0,0,0.41,0,0,0.27,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.514,0,17,172,0
0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347,0,107,178,0
0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,195,0
0,0,1.16,0,0,1.16,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0.376,0,16,80,0
0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,69,0
0,0,0.12,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.023,0,5,131,0
0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,5,77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,54,0
0,0,0,0,0.19,0.98,0,0,0,0.19,0,0,0,0.39,0,0,0,0,0,0.028,0,15,537,0
0,0,0.21,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0
0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,4,14,0
0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,4,25,0
0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
0,0,0.21,0.05,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.008,12,244,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052,0,1,6,0
