@relation spambase

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0.08,0.17,0,0.34,0,0,0,0,0,0,0,0,0.084,0.098,0.014,0,48,575,1
0,0,0.1,0,0.91,0.4,0,0,0,0,0,0,0,0,0.096,0.336,0.16,0,494,1426,1
0,0,2.3,0,0.76,0,0,0,0,0,0,0,0,0,0,0.518,0,0,142,181,1
0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.902,0.106,0,1327,1328,1
0.17,0,0.17,0,0,0.17,3.37,1.77,0,0.17,0,0.17,0,0,0.216,0.046,0.03,0,85,3318,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,1.529,0,0,22,66,1
0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,1.62,0.347,0,22,125,1
0.28,0,0.02,0.54,0.16,1.03,0,0,0,0,0,0,0,0,0.059,0.391,0.868,0.144,193,3210,1
0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0.047,0.252,0.031,0.031,69,542,1
0,0,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,0.108,0,0.162,0.054,10,144,1
0,0,0,0.3,0,0.85,0,0,0,0,0,0,0.06,0,0.052,0.01,0.169,0,12,444,1
0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,11,24,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.448,0,0,11,24,1
0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,62,1
0,1.33,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0.684,0,0.228,12,69,1
0.05,0,0,0.11,0.17,0,0,0,0.05,0,0,0,0,0,0.099,0.099,0.079,0.009,95,1313,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.52,0,0,46,105,1
0.48,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.08,0.963,0,0,61,186,1
0.26,0,0.53,0.17,0.62,0.89,0,0,0,0,0,0,0,0,0.066,0.212,0.185,0.013,583,1329,1
0.26,0,0.08,0.17,0.86,0.08,0,0,0,0,0,0,0,0.08,0.222,0.444,0.25,0.111,54,929,1
0,0,0,0.27,0.81,0,0,0,0,0,0,0,0,0,0.04,0.565,0.121,0,18,131,1
0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0.09,0.18,0,0,17,94,1
0,0,0.35,0,0.35,0.35,0,0,0,0,0,0,0,0,0.057,0.057,0.171,0,34,229,1
0,0,0.87,0,0,1.31,0,0,0,0,0,0,0,0,0.145,1.021,0.218,0,59,134,1
0,0,0.99,0,0.49,1.48,0,0,0,0,0,0,0,0,0,1.118,0.239,0,69,183,1
0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.258,0.645,0.064,0.064,25,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
0.19,0,0,0.19,0.69,0.31,0,0,0,0,0,0,0,0,0.067,0.435,0.592,0.022,73,1590,1
0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0.047,1.147,0.191,0.191,489,622,1
0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0.05,0,0,0,22,113,1
0.1,0,0.1,0,1.94,0.51,0,0,0,0,0,0,0,0,0.048,0.518,0.162,0.34,283,1890,1
0.4,0,0.06,1,0.4,0.53,0,0,0,0,0,0,0,0,0.088,1.06,0.151,0.05,123,1045,1
0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0.052,11,185,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0.163,0.326,0,21,78,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.405,0,0,28,72,1
0.45,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.25,1.318,0.068,0,130,774,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0.165,0.082,0,16,100,1
0,0,0.14,0,0.87,0,0,0,0,0,0,0,0,0,0.08,0.764,0.784,0.02,45,1200,1
0,0,0.26,0,0.79,0,0,0,0,0,0,0.52,0,0,0.656,0.31,0,0,71,566,1
0,0,0.07,0.63,0.47,0.55,0,0,0,0,0,0,0,0,0.012,1.132,0.077,0.012,77,707,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,0,0,10,59,1
0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,1
0,0,0.09,0,0.87,0.39,0,0,0,0,0,0,0,0,0.136,0.318,0.151,0,494,1458,1
0,0,0.14,0,0,0.14,0,0,0,0,0,0,0,0,0.053,0.269,0.08,0.484,74,1222,1
0.19,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0.258,0.032,0,43,305,1
0,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0.111,0,0.166,0,10,139,1
0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.968,0,0,18,85,1
0.34,0,0.06,0.95,0,0.13,0,0,0,0,0,0,0,0,0.052,0.474,0.197,0.065,53,608,1
0,0,0.28,0.86,0,0,0,0,0,0,0,0,0,0,0,0.554,0.221,0.166,140,341,1
0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0.082,0.165,0.082,0,12,102,1
1.03,0,1.03,0,0.51,0,0,0,0,0,0,0,0,0,0.257,0.6,0.429,0,4,55,1
0.21,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0.216,0.432,0.18,0.072,36,303,1
0.51,0,0.51,0,2.07,0,0,0,0,0,0,0,0,0,0.135,0.067,0,0,17,91,1
0,0,0.07,0.15,1.39,0,0,0,0,0,0,0,0,0,0.183,0,0.183,0,84,700,1
0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.052,0.052,0.105,0,27,127,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.567,0,0,28,87,1
0.28,0,0.04,0.52,0.23,1,0,0,0,0,0,0,0,0,0.065,0.318,0.754,0.152,144,3033,1
0,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0.084,0.378,0,1.051,104,1078,1
0.49,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.037,5.831,1.309,0,54,756,1
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.089,0.178,0,0,17,95,1
0,0,1.66,0,3.33,0,0,0,0,0,0,0,0,0,0.284,1.424,0,0,59,146,1
0,0,0,0.14,0,0.14,0,0,0,0,0,0,0,0,0.097,0.388,0.048,0.024,49,428,1
0.1,0,0.02,0.42,0.87,0.39,0,0,0,0,0,0,0,0.02,0.083,0.538,0.145,0.07,116,3525,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,3.333,0,0,12,74,1
0.35,0,0.35,0,0.7,0,0,0,0,0,0,0,0,0,0.113,0.397,0,0,58,183,1
0.9,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.244,1.631,0.244,0.081,708,773,1
0.82,0,0,0,0.16,0.98,0,0,0,0,0,0,0,0,0,0,0.29,0.029,13,158,1
0,0,0.06,0.3,0,0.84,0,0,0,0,0,0,0.06,0,0.052,0.01,0.169,0,12,447,1
0,0,0.1,0,0.91,0.4,0,0,0,0,0,0,0,0,0.093,0.297,0.156,0,494,1428,1
0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0.944,0.145,0.072,28,152,1
0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,1.083,0.144,0.072,28,153,1
0.41,0,0,0.05,0.05,0.23,0,0,0,0,0,0,0,0,0.064,0.032,0.14,0,14,303,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,1
0.49,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.037,5.828,1.308,0,54,768,1
0.64,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.053,0.531,0,0,121,334,1
0,0,0.68,0,0.68,0.34,0,0,0,0,0,0,0,0,0,0.366,0.061,0,12,91,1
0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0.802,0.267,0,16,36,1
0.79,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0.271,0.271,0.135,0,26,114,1
0,0,0,0,0.56,0,0,0,0,0,0,0,0.11,0,0.157,0.392,0.176,0.078,75,391,1
0.43,0,0,0.65,0.21,0.51,0,0,0,0,0,0,0,0,0.078,0.443,0.51,0.133,739,2333,1
0.21,0,0.21,0,0.43,0,0,0,0,0,0,0,0,0,0.032,0.96,0.128,0.128,70,501,1
0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,1
0,0,1.41,0,0.47,0,0,0,0,0,0,0,0,0,0,0.145,0.145,0,54,194,1
0.49,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.037,5.848,1.313,0,54,757,1
0,0,0.18,0.92,0,0,0,0,0,0,0,0,0,0,0.182,0.455,0,0,4,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1
1.49,0,2.98,0,1.49,0,0,0,0,0,0,0,0,0,0.171,0,0.171,0.171,140,156,1
0,0,0,0.59,0.59,0.47,0,0,0,0,0,0,0,0,0.038,0.155,0.233,0.019,54,504,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.147,0,11,63,1
0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0.082,0.496,0.248,0,80,249,1
0.49,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.037,5.836,1.31,0,54,753,1
0,0,0.93,0.46,0.46,0,0,0,0,0,0,0,0,0,0.135,0.135,0,0,46,96,1
0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0.267,0.089,114,446,1
0.54,0,1.08,0,2.17,0,0,0,0,0,0,0,0,0,0,0.347,0,0,5,53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,1
0,0,0.58,0,0.58,0,0,0,0,0,0,0,0,0,0,0.829,0,0,8,86,1
0,0,0.76,1.53,0,0.76,0,0,0,0,0,0,0,0,0.083,0.458,0.499,0,19,248,1
0,0,1.43,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0.694,0,0,164,239,1
0.08,0,0.25,0.17,0.25,0.85,0,0,0,0,0,0,0.17,0.08,0.065,0.408,0.118,0.013,669,1412,1
0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0.123,0,0,12,99,1
0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0.409,1.023,1.023,0,25,122,1
0.4,0,0.06,0.4,0.15,0.31,0,0,0,0,0,0,0,0,0.122,0.345,0.42,0.266,178,3303,1
0,0,0.09,0.38,0,0.09,0,0,0,0,0,0,0.09,0,0.047,0.559,0.047,0.031,23,432,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0,0,9,23,1
0.13,0,0,0.38,0.19,1.14,0,0,0,0,0,0,0,0,0.086,0.273,0.15,0.159,195,3327,1
0.3,0,0,0.2,0,0.15,0.05,0.05,0,0,0,0,0,0,0.036,0.054,0.118,0,96,583,1
0,0,0,0,2.58,0.64,0,0,0,0,0,0,0,0,0.058,0.116,0.116,0,20,240,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,0.166,0.083,0,114,243,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0.129,0.194,0,20,119,1
0.19,0.19,0,0,0,0,0.19,0,0,0,0,0,0,0,0.07,0,1.121,0,2042,2043,1
0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.357,0.892,0,0,19,172,1
0,0.49,0.49,0,2.94,0,0,0,0,0,0,0,0,0,0,0.862,0,0,272,571,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.034,0,0,15,277,1
0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.114,0.228,0.228,0,16,168,1
0.1,0,0,0,0.17,0.1,0,0,0,0,0,0,0,0,0.071,0.006,0.065,0,46,3214,1
0,0,0,0,0.22,0.22,0,0,0,0,0,0,0,0,0.258,0.129,0.193,0,71,617,1
0.07,0,0.15,0.02,0,0.05,0,0,0,0,0,0,0,0,0.101,0.25,0.046,0.059,66,2259,1
0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.165,0.165,0,41,94,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,62,89,1
0,0,0,0,0,1.59,0,0,0,0,0,0.53,0,0,0.191,0.095,0.478,0,60,131,1
0,0,0.17,0,0,1.06,0,0,0,0,0,0,0,0,0,0.278,0.216,0.836,58,895,1
1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,1
0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.233,0,12,72,1
0,19.16,0.18,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0.294,180,1261,1
0,0,0.05,0.29,0,0.75,0,0,0,0,0,0,0,0,0.051,0.02,0.163,0,12,458,1
0.24,0,0.49,0.16,0.9,0.9,0,0,0,0,0,0,0,0,0.114,0.241,0.228,0.012,683,1466,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0.061,0,0,13,67,1
0.58,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0.271,0,14,162,1
0.17,0,0,0.17,0.17,0.68,0,0,0,0,0,0,0,0,0,0.387,1.961,0.025,183,660,1
0,0,0,0.92,0,1.85,0,0,0,0,0,0,0,0,0,0.919,0.367,0,16,71,1
0.08,0,0.25,0.17,0.25,0.85,0,0,0,0,0,0,0.17,0.08,0.065,0.403,0.117,0.013,669,1407,1
0,0,0,0.66,0.66,1.66,0,0,0,0,0,0,0,0,0.06,0.12,0.541,0,21,304,1
0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0.103,0.206,0.206,0,76,292,1
0,0,0.47,0.47,0,4.76,0,0,0,0,0,0,0,0,0.266,0.621,0.799,0.088,148,513,1
0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0.046,0.249,0.031,0.031,69,535,1
0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0.8,0.266,0,16,36,1
0.65,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.053,0.477,0,0,121,312,1
0.41,0,0.2,0.2,0.83,0.62,0,0,0,0,0,0,0,0.62,0,0.132,0,0,15,175,1
0.67,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,6,59,1
0.75,0,0,0,0.37,0.37,0,0,0,0,0,0,0,0,0.196,1.246,0.196,0.065,845,1000,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.333,0,0,5,15,1
0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0.375,0,6.003,0,14,45,1
1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249,1.237,0,404,529,1
0.14,0,0,0.14,0.87,0,0,0,0,0,0,0,0,0,0.024,0.265,0,0,38,437,1
0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.354,0,0,14,153,1
0.82,0,0,0,0.16,0.98,0,0,0,0,0,0,0,0,0,0,0.29,0.029,13,158,1
0,0,0.3,0,0,0.61,0,0,0,0,0,0,0,0,0,0.092,0.322,0,49,278,1
0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0.212,0.424,0.424,0,25,82,1
0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0.122,0,0,12,104,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,85,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.392,0.196,0,22,82,1
0.36,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517,60,234,1
0,1.91,0,0,0.53,0,0,0,0,0,0,0,0.1,0,0.169,0.358,0.188,0.075,75,447,1
1.56,0,1.56,0,1.56,0,0,0,0,0,0,0,0,0,0.183,0,0.183,0.183,140,164,1
0.67,0,0.16,0.67,0,0,0,0,0,0,0,0,0,0,0,0.08,0.107,0.053,32,258,1
0,0,0.1,0,0.91,0.4,0,0,0,0,0,0,0,0,0.096,0.352,0.16,0,494,1439,1
0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0.24,1.765,0.481,0.08,159,473,1
0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0.969,0,0,18,85,1
0,0,1.03,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,60,84,1
1.03,0,2.41,0.68,0,0,0,0,0,0,0,0,0,0,0.116,0,0,0,6,68,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,79,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,1.611,0.01,278,3752,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0,0.354,0,29,85,1
0.46,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0.148,0.74,0,0,21,139,1
0.2,0,0,0.13,1.11,0.06,0,0,0,0,0,0,0,0,0.105,0.75,0.305,0,94,966,1
0.65,0,0.52,0.32,0.13,0.52,0,0,0,0,0,0,0,0.06,0.085,0.287,0.106,0,117,1342,1
0,0,0,0,0.77,0.77,0,0,0,0,0,0.25,0,0,0.179,0.359,0.403,0.134,56,358,1
0.2,0,0.5,0.3,0.1,0.6,0,0,0,0,0,0,0.2,0.1,0.11,0.49,0.158,0.015,669,1351,1
0,0,0.27,0,1.35,0,0,0,0,0,0,0,0,0,0,0.329,0.141,1.41,252,1118,1
0,0,0,0,2.59,2.59,0,0,0,0,0,0,0,0,0.439,1.098,0,0.439,36,125,1
0,0,0.1,0.32,0,0.54,0,0,0,0,0,0,0,0,0.152,0.033,0.118,0,14,306,1
0,0,0.68,0,0.68,0.34,0,0,0,0,0,0,0,0,0,0.503,0.062,0,12,91,1
0,0,0,0.38,0.38,0,0,0,0,0,0,0,0,0,0.022,0.661,0.088,0,21,325,1
0.19,0,0.49,0.29,0.09,0.59,0.09,0.09,0,0,0,0,0.19,0.09,0.102,0.393,0.145,0.014,669,1415,1
0,0,0.63,0,0.63,0.63,0,0,0,0,0,0,0,0,0,0.501,0.3,0,22,118,1
0,0,0.95,0,0.47,1.42,0,0,0,0,0,0,0,0,0.076,1.306,0.23,0,91,217,1
0.21,0,0,0.14,1.12,0.07,0,0,0,0,0,0,0,0,0.108,0.768,0.312,0,94,966,1
0.56,0,0.56,0.56,0.56,0,0,0,0,0,0,0,0,0,0.26,1.217,0.347,0,140,194,1
0.56,0,1.12,0.56,0.56,0,0,0,0,0,0,0,0,0,0.247,1.32,0.33,0,140,190,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1.562,0,0,95,170,1
0,0,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0.105,0.052,0.052,5,129,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,4,42,1
0,0,0.5,1.52,0,0.76,0,0,0,0,0,0,0,0,0.074,0.412,0.412,0,19,249,1
0.2,0,0.2,0.2,0.6,0.9,0,0,0,0,0,0,0,0,0.017,0.275,0.206,0.017,103,1029,1
0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0.49,0.081,0.816,0,12,102,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.51,0.34,0,23,79,1
0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.043,0.175,0,0,11,66,1
0,0,0.32,0,0.98,0,0,0,0,0,0,0,0,0,0.051,0.103,0,0.103,137,234,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415,0,0,9,42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,1
0,0,0,0.13,0,0,0,0,0,0.06,0,0,0.06,0,0.032,0,0.032,0,15,240,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.627,0,0.465,31,127,1
0,0,0.68,0.68,1.36,1.36,0,0,0,0,0,0,0,0,0,1.706,0.2,0,38,137,1
0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.095,0,0,0,11,38,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0.093,0,0,66,135,1
0,0,0.14,0,0.29,0,0,0,0,0,0,0,0,0,0.097,0.558,0.024,0,12,217,1
0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0.151,0.302,0,11,47,1
0,0,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0.152,0.457,0,0,10,55,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0.221,0.665,0,15,61,1
1.22,0,0.81,2.04,3.27,2.04,0,0,0,0,0,0,0,0,0.64,0.64,0.8,0,181,505,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0.536,0,0,23,65,1
0.17,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0.373,0.342,0.716,0,35,336,1
0,0,0.5,1.52,0,0.76,0,0,0,0,0,0,0,0,0.078,0.433,0.433,0,19,249,1
0,0,0.93,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0.069,8,75,1
0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,1.975,0.37,0,95,461,1
0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.211,0,0.211,0.052,11,184,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,78,1
0.64,0,0,0,3.89,0,0,0,0,0,0,0,0,0,0,0.728,0.08,0.08,129,205,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611,1.529,0,0,22,66,1
0,0,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0.112,0,0.168,0,10,139,1
0,0,0,0,0.39,1.19,0,0,0,0,0,0,0,0,0,0.64,0.256,0,30,112,1
0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0.121,0,0,12,104,1
0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0.675,0,0,12,29,1
0,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0,0.073,0.813,0.036,0.147,38,339,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,4,45,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,25,53,1
1.31,0,0.79,0.79,0,0,0,0,0,0,0,0,0,0,0.138,0.046,0,0,60,135,1
0,0,0.35,0,0.35,0,0,0,0,0,0,0,0,0,0.029,0.234,0.029,0,97,359,1
0,0,0,0.6,0.6,0.72,0,0,0,0,0,0,0,0,0.04,0.101,0.202,0,54,479,1
0.28,0,0.28,0.28,0,1.44,0,0,0,0,0,0,0,0,0.131,0.218,0.218,0,40,218,1
0,0,0.06,0.3,0,0.84,0,0,0,0,0,0,0.06,0,0.052,0.01,0.167,0,12,442,1
0,0,0,0.27,1.1,0,0,0,0,0,0,0,0,0,0.194,0.582,0.291,0.582,35,291,1
0.47,0,0.94,0.47,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,11,102,1
0,0,0,0,1.24,0.62,0,0,0,0,0,0,0,0,0.107,0.321,0.107,0.107,30,150,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,27,67,1
0,0.52,0.17,0,1.74,0,0.17,0,0,0,0,0,0,0,0.072,0.754,0.681,0,52,967,1
0.64,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.778,0,0,61,278,1
0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0.829,2.766,0.829,0,25,157,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,0.212,0,24,72,1
0.93,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.252,1.683,0.168,0.084,634,742,1
0,0,0.61,0,0,1.23,0,0,0,0,0,0,0,0,0.045,0.728,0.182,0,60,243,1
0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0.462,0.462,0,0,6,25,1
0,35.46,0.58,0,0.58,0,0,0,0,0,0,0,0,0,0,0.239,0.239,0,123,207,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.844,0,0,5,15,1
0.88,0,0,0.66,0.66,0,0,0,0,0,0,0,0,0,0.085,0.659,0.114,0.028,65,728,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.096,0.109,0,12,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,0,0,7,9,1
0,0,0,1.07,0,0.76,0,0,0,0,0,0,0,0,0.057,0.52,0.289,0.144,84,446,1
0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0.404,0.161,0.161,0.04,110,578,1
0.26,0,0.08,0.17,0.88,0.08,0,0,0,0,0,0,0,0.08,0.226,0.353,0.254,0.113,54,968,1
0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0.215,0.215,0.431,0,25,76,1
0.35,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0.24,0.24,0.24,0,25,140,1
0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,69,1
0,0,0.34,0,0.68,0,0,0,0,0,0,0,0,0,0.393,0.224,0.056,0,17,158,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.422,0.634,0,17,61,1
0.94,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0.253,1.687,0.168,0.084,636,744,1
0,0,0.52,0,1.05,1.05,0,0,0,0,0,0,0,0,0.194,0.291,0,0,43,120,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.187,49,328,1
0.81,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.831,0.338,0.03,2204,2205,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0.147,0.294,0.147,0,281,288,1
0.34,0,0.05,0.4,0.11,0.63,0,0,0,0,0,0,0,0,0.073,0.363,0.535,0.132,159,2771,1
0,0.6,0,0.6,2.42,0.6,0,0,0,0,0,0,0,0,0,0.412,0.206,0.103,20,237,1
0.08,0,0.25,0.17,0.25,0.85,0,0,0,0,0,0,0.17,0.08,0.063,0.42,0.114,0.012,669,1402,1
0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0.09,2.443,0,0,8,81,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676,54,255,1
0,0,0.27,0,0.82,0,0,0,0,0,0,0,0,0,0.043,0.13,0,0.086,139,276,1
0,0,0,0,0.39,0.39,0,0,0,0,0,0,0,0,0.062,0.869,0.186,0,78,256,1
0,0,0.19,0,0,0,0.09,0,0,0,0,0.19,0,0,0.137,0.061,0,0,44,990,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0,0.466,46,92,1
0.8,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,1.192,0,0,12,101,1
0.45,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,1.501,0,0,61,200,1
0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0.066,0.083,0.05,0,60,326,1
0.69,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0.056,0.786,0,0,61,261,1
0.05,0,0,0.11,0.17,0,0,0,0.05,0,0,0,0,0,0.099,0.089,0.079,0.009,95,1312,1
0.65,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.522,0,0,11,71,1
