@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,5-7,12,14,16-17,20,22-26,28,30,34-35,37,40,43-45,51-53,57-58'

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.3,0,0,0,0.61,0,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,97,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.886,0,11,0
0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.75,0.25,0,1,0,0,1.25,0,0,0,0,0,0,0,329,0
0,0,0,0,0.96,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0.48,0,0.48,0,0,0.074,0.074,0,185,0
0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,2,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,1.78,0,0,0,0,0.269,0,0,84,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0.313,0.313,129,0
0,0,0,0,0.81,0,0,0,0,0,0,0,2.45,2.45,0,0,0,0,0,0,0,0,0,0,0,0,47,0
0,0,0,0,2.15,0,0,0,0,0,0,0,5.37,1.07,0,0,0,0,1.07,0,1.07,0,0,0.194,0,0,104,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,3.06,2.04,2.04,1.02,0.51,1.02,0,0.51,0,0,0.51,0,0,0,216,0
0,0.29,0,0,0.29,1.19,0,0.29,0,0,0,0,0,0,0.29,0,0,0.29,0.29,0,0,0,0,0.031,0.376,0,611,0
0,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,1.61,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0.8,0,1.61,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.139,0,24,0
0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,8.33,0,0,0,26,0
0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0.09,0,0,0.73,0,0,0.55,0,0,0.36,0.09,3.48,0,0,0,0,0,0.09,0,0,0.55,0,0,0,0.1,510,0
0.67,0.45,0,0,1.12,0.22,0,0,0,0,0,0,2.03,0,0.45,0,0,0.45,0.22,0,0,0,0,0,0.072,0.072,347,0
0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.72,3.44,0,0,0,0,0,0,0,0,0,0.294,0,78,0
0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
0,0,0,0,0,0,0,0,0,0,0,0,2.54,2.54,1.69,0,0,1.69,0,0,0,0,0.84,0,0.123,0,182,0
0,0.78,0,0,0.78,0,0.78,0,0,0,0,0,0.78,0.78,1.56,0,0,0,0,0,0,0,0,0,0,0.136,76,0
0,0,0,0,0,0,0,0,0,0,0,0,3.7,1.85,1.85,1.85,1.85,1.85,0,1.85,0,0,0,0,0,0,48,0
0,0,0,0,0,0,0,0,0,0,0,0,4.34,10.86,0,2.17,0,0,0,0,0,0,0,0,1.798,0,34,0
0,0,0,0,0.3,0,0,0.05,0,0,0,0,0.3,0.2,0.05,0.05,0,0,0.41,0,0,0.1,0.05,0,0,0,1620,0
0,0,0,0,1.83,0,0,0,0,0,0,0,1.83,0.91,0.91,0.91,0,0.91,0,0,0,0,0,0,0.116,0,68,0
0,0,0,0,0.58,0,0,0,0,0,0,0,1.17,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0,0,0,81,0
2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0.42,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.124,78,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57,0,0,0,0,219,0
0.44,0.44,0,0,0.44,0,0,0,0,0,0,0,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0,0.67,0.033,0.033,0.033,203,0
0,0.19,0,0,0.59,0,0.09,0.39,0,0,0.09,0,1.57,0.78,0,0.09,0,0.19,0.39,0.09,0,0.09,0,0.027,0.068,0,593,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
0,0,0,0,0,0,0,0,0,0,0,0,1.56,0.31,0.15,0.15,0.15,0.15,0.31,0.15,0.31,0,0.31,0.052,0,0,323,0
0,0,0,1.78,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0
0.15,0,0,0,0.31,0,0,0,0,0,0,0,3.34,0.63,0.15,0.15,0.15,0.15,0.47,0.15,0.31,0,0.15,0.049,0.174,0,608,0
0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,2.31,0,0,0.089,0,97,0
0.12,0,0,0,0.37,0,0,0,0,0,0,0,0.62,0.74,0,0,0,0,0.12,0,0,0,0,0.034,0,0.034,535,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,23,0
0,1.75,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.955,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,1.01,0,2.02,0.188,0.376,0,67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0.68,0.68,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0.58,0,0,0,0.58,0,0,0,0,0,0,0,1.76,1.17,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0,0.58,0,0.103,0,94,0
0.08,0,0.25,0,0.25,0,0,0,0,0,0,0,0.5,0.59,0,0,0,0,0.08,0,0,0,0,0.045,0,0.022,807,0
0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.211,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,2.94,0,0,0,25,0
0,1.26,0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,18,0
0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.51,0,0,0,0,0,0,0,0,0,0,0.207,0,635,0
0,0,0,0,1.53,0.38,0,0.76,0,0,0,0,3.84,1.53,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0,0.76,0.054,0,0,193,0
0,0,0,0,0.79,0,0,0,0,0,0,0,0.79,0.79,0,0,0,0,0,0,0,0,0,0,0.149,0,43,0
0,0.13,0,0,0.13,0,0,0.27,0,0,0.41,0,2.79,0,0,0,0,0,0.27,0,0,0,0,0,0,0.053,418,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,14,0
0,0,0,0,0.68,0,0,0,0,0,0,0,0.68,0.34,0.68,0.34,0,0.34,0,0,0,0,0,0,0,0,131,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
0,0.58,0,0,0,0,0,0,0,0,0,0,0.29,0.29,0.58,0,0.29,0.58,0,0,0,0,0,0,0,2.038,434,0
0,0,0.65,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0.108,102,0
0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,4.76,4.76,4.76,0,4.76,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,2.22,0,0,0,0,0,0,0,0,23,0
0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,1.81,0,0,0,0,0,0,0,0.9,0.9,1.81,0,0,0,0,0,0,0,0,0,0,0,138,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,1.17,0,0,0,0,0,0,0,117,0
0,0.66,0.22,0,0,0.22,1.33,0,0,0,0,0.22,3.34,3.56,0.22,0.22,0.22,0.22,1.11,0.22,0.22,0,0.22,0.111,0.372,0.223,411,0
0,0,0,0,4.34,0,0,0.62,0,0,0,0,3.1,0,0,0.62,0,0,0,0,0,0,0.62,0,0.333,0,200,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,17,0
0.79,0.79,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
0,0,0,0,0.85,0,0,0,0,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,106,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.349,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,1.12,1.12,2.24,1.12,0,0,0,0,0,0,0,0,0,0,136,0
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,1.31,0.65,0,1.31,0,0,0,0,0,0,0,1.31,0.65,0.65,0.65,0.65,0.65,0,0.65,0.65,0,0.65,0,0.116,0,88,0
0,0,0.23,0,1.18,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0.069,215,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
0,0,1.01,0,0,0,0,0,0,0,0,0,2.02,1.01,1.01,1.01,1.01,1.01,0,1.01,0,0,1.01,0,0,0,45,0
0,0,0,0,0,1.58,0,0,0,0,0,0,1.58,0,0,1.58,0,0,0,0,0,0,1.58,0,0,0,35,0
0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,1.31,0,0,1.31,0,0,0,1.31,0,0,0,42,0
0,1.05,0,0,0,0,0,0,0,0,0,0,1.05,0,0,2.11,0,1.58,0.52,0,0,0,0,0,0,0,73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,4.16,0,0,0,10,0
0,0,0,0,0.86,0,0,0,0,0,0,0,6.08,3.47,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0,0.86,0.133,0.133,0,73,0
0,0,0,0,2.94,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,2.99,1.87,1.87,0.74,0,1.49,0.37,0,0.37,0,0,0.043,0.043,0,195,0
0,0,0,0,0,0,1.23,0,0,0,0,0,0,1.23,0,0,0,0,1.23,0,1.23,2.46,1.23,0,0.192,0,43,0
0,0,0,0.66,0,0,0,0,0,0,0,0,8,6,0,2,0,0.66,0.66,0,0,0,0,0,0,0,139,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0.523,0,25,0
0,0.58,0,0,0,0,0,0,0,0,0,0,0.58,0.58,0,0,0,0,1.74,0,0.58,0,0,0.118,0,0,315,0
0,0.9,0,0,2.7,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0.3,0,0,0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0.6,0.042,0.042,0.042,168,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.21,0,0,0,0,0,0,0,1.21,1.21,2.43,0,0,0,0,0,0,0,0,0,0,0,99,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0,0,0,0,2.63,0,0,0,0,0,0,0,2.63,1.31,1.31,1.31,0,1.31,3.94,0,0,0,0,0,0.15,0,61,0
0.1,0.31,0,0,0.63,0,0,0.53,0,0,0,0,3.82,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,511,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,29,0
0.1,0.15,0,0.05,0.61,0,0.1,0.05,0.05,0,0.05,0,1.84,0.3,0.1,0.15,0,0.1,0.15,0,0,0.05,0.05,0,0.029,0.021,1123,0
0,0.36,0,0,1.09,0,0,0.36,0,0,0,0,1.81,0.72,0.72,0.72,0,0.36,0.36,0,0,0.36,0,0,0.05,0,211,0
0,0.62,0.62,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0.47,0,0,0,0.15,0,0,0,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.079,155,0
0.05,0.1,0,0,0.15,0,0,0.1,0,0,0,0,0.47,0.52,0,0,0,0,0.36,0,0,0.1,0,0.068,0,0.013,1329,0
0,0,0.74,0,0.37,0,0,0,0,0,0,0,0.37,0.37,0.74,0,0,0,0.37,0,0,0.74,0.37,0,0,0,130,0
0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,3.91,2.23,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0,0.55,0.091,0.367,0,106,0
0,1.79,0.35,0,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0.35,0,0.71,0,0.71,0,0.35,0.061,0.244,0,152,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0.38,0.12,0.25,0,0.25,0,0,0.25,0,0,0,0,0.9,0.38,0.25,0.25,0,0.12,0,0,0,0.25,0,0,0.02,0,267,0
0.44,1.33,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0.44,0,0.44,0,0,0,0,0,0,0,0,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,1.75,0,0,0,0,0,0,0,1.75,0.29,0.58,0,0,0.29,0.58,0,0,0,0.29,0,0.045,0,175,0
0.27,0.83,0,0,0.27,0,0,0,0,0,0,0,1.93,0.27,0,0,0,0,0,0,0,0,0,0,0,0.084,101,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,4.76,4.76,4.76,0,4.76,0,0,0,0,0,0,30,0
0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,1.84,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,143,0
0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,47,0
0,0,0,0,0.51,0,0,0,0,0,0,0,1.54,1.03,1.03,0.51,0.51,1.03,0,0.51,0,0,0.51,0,0,0,130,0
0,0,0,0,0.91,0,0,0,0,0,0,0,2.73,3.19,0.45,0,0,0.45,0.45,0,0,0,0,0,0,0,136,0
0,0,0,0,1.31,0,0,0,0,0,0,0,2.63,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,0,1.31,0,0,0,62,0
0,0.85,0,0,0.28,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,0.242,278,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,72,0
0,0,0,0,0,0,0,0,0,0,0,0,6.79,3.88,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0,1.94,0.149,0,0,72,0
0,0,0,0,0,0,0,0,0,0,0,0,1.93,1.69,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0,0.24,0.074,0,0,210,0
0,0,0,0,0,0,0,0,0,0,0,0,2.73,2.73,0,0,0,1.36,0,0,0,0,0,0,0,0,37,0
0,0,0.08,0,0.34,0,0,0.87,0,0,0,0,2.79,0.69,0.08,0,0,0,0.78,0,0,0,0,0.053,0,0.013,904,0
0,0.84,0,0,1.68,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,61,0
0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.03,0,0,0,0,0,0,0,3.09,0,0,0.193,0,23,0
0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,9,0
0.17,0.17,0.08,0,0.25,0,0.08,0,0,0,0,0,0.76,0.85,0,0,0,0,0.68,0,0,0,0,0.036,0,0.024,715,0
0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,2.08,0,0,0,0,0,0.173,0,48,0
0,0,0,0,0,0,0,0,0,0,0,0,5.55,2.77,2.77,2.77,0,0,0,0,0,0,0,0,0,0,26,0
0.68,0,0,0,0,0,0,0,0,0,0,0,0.34,0.34,0.34,0.34,0,0.34,0,0,0,0,1.02,0,0.387,0,84,0
0,0.12,0.02,0,0.3,0,0.02,0.17,0.02,0,0,0,0,0,0,0,0,0,0.68,0.02,0.02,0.02,0,0.007,0.015,0.041,2458,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0.306,0,0,29,0
0,0,0,0,0,1.07,0,0,0,0,0,0,3.95,0.71,0,0,0,0.71,0.35,0,0.35,0,0.35,0.113,0.056,0,193,0
0,0,0,0,2.75,0,0,0,0,0,0,0,2.06,2.06,0,0.68,0,0,0,0,0,1.37,0,0,0,0,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0.75,0,0,0.37,0,0,0,0.75,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.597,0,0,85,0
3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,13,0
0,0,0,0,1.69,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,103,0
0.3,0.6,0.3,0,0,0,0,0,0,0,0,0,0.6,0.3,0,0,0,0.3,0,0,0.3,0,0,0,0,0,82,0
0,0,0,0,1.4,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,0.066,0,0,377,0
0,0,0,0,0.5,0,0,0,0,0,0.5,0,1.52,2.03,0,1.52,0,0,1.01,0,0,0.5,0,0,0.122,0.061,237,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.21,0.43,0,0,0.21,0.21,0,0,0,0,0,0,0,188,0
0,0,0.3,0,2.42,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,148,0
0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,5.26,0,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0.83,0,0,0,0.83,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0.41,0,0.41,0,0,0,0.283,0,91,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449,0,0,14,0
0,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.64,0,0.197,0,94,0
0,0.19,0.19,0,0.38,0,0,0,0,0,0,0,2.69,1.54,0.57,1.15,0.19,0.57,0.38,0.19,0.38,0,0.38,0.053,0.026,0,411,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
0,0,0,0,0,0,0,0,0,0,0,0,4.27,3.41,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0,0.85,0.139,0,0,77,0
0,0.67,0,0,2.01,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0,33,0
0,1.33,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,1.33,0,0,0,0,0.216,0,0,28,0
0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,1.04,0,0,1.04,0,0,0,0,0,0,0,1.83,1.57,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.78,0.091,0,0.045,155,0
0,0.28,0,0,0.57,0,0,0,0,0,0,0,5.14,4,1.14,1.14,0.28,1.14,0.28,0.28,0.28,0,0.57,0.194,0.097,0,307,0
0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.018,0,746,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0.22,0.11,0,0.99,0.11,0,0.22,0,0,0.11,0,3.21,0.11,0,0,0,0,0.44,0,0.11,0,0,0.014,0,0,559,0
0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.07,2.15,0,0,0,1.07,0,1.07,0,2.15,0,0,0,108,0
2.85,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0.17,0,1.74,0,0.17,0.69,0,0,0,0,1.21,0.52,0.34,0,0,0.34,0.17,0.17,0,0,0.17,0,0,0,277,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,6.89,3.44,0,3.44,0,1.72,0,0,0,0,0,0,0,0,54,0
0,0,0,0,1.31,0,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,8.69,4.34,4.34,4.34,4.34,4.34,0,4.34,0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,5,0
