@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.32,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0.213,0,1.174,0,63,319,1
0.55,0,0.55,1.1,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0.683,0,19,145,1
1.17,0,0.78,1.96,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20,222,1
0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.649,0.432,46,94,1
0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.107,0,0,0,32,910,1
1.58,1.05,0.52,0.52,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,23,110,1
1.92,0.56,0.22,1.36,0,0.22,0,0,0,0,0,0,0.11,0,0,0.057,0,0.574,0.019,94,385,1
0.44,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0,16,140,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0,0.215,0,25,76,1
1.17,0,0.78,1.96,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,20,222,1
0.81,1.63,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,11,56,1
0.63,0,0.58,1.5,0,0.34,0,0,0,0,0,0,0,0,0,0.201,0,0.127,0.027,131,1107,1
0.08,0.02,0.33,1.43,0,0.46,0,0,0,0,0,0,0,0.02,0,0.069,0,0.325,0.124,445,4128,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,24,80,1
0,1.43,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0,164,239,1
0,0,1.29,3.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,41,79,1
0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0.537,0,12,25,1
1.82,0,1.36,4.56,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0,0,12,126,1
0,0,0.42,1.26,0,0.42,0,0,0,0,0,0,0,0,0,0.067,0,0.472,0,19,108,1
0.8,0.5,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0,0.11,0,0.49,0.015,669,1351,1
0,0,0.47,0.47,0,0,0.94,0,0,0,0.47,0,0.94,0,0,0.332,0,0,0,15,161,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,0,15,39,1
1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,0,1177,1180,1
2,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,7,32,1
1.1,2.2,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.496,0.082,148,386,1
0.19,0,0.38,1.26,0,0.76,0,0,0,0,0,0,0,0,0,0.087,0.054,0.439,0.065,45,1070,1
0,0.9,0,2.72,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.546,0,19,62,1
1.46,0.48,0.48,2.43,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0.488,0,78,239,1
2.16,0,0,0.54,0,0,0,0,0,0.54,0,0,0,0,0,0.051,0,0,0,19,82,1
1.52,0.05,0,1.11,0,0.05,0,0,0,0,0,0,0,0,0,0.052,0,0.01,0,13,467,1
3.98,0,0.88,1.32,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0.064,0,23,113,1
0.19,0.19,0.19,2.09,0,0,0,0,0,0,0,0,0,0,0,0.151,0.303,0.212,0,132,742,1
0.8,0.8,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.269,0,19,81,1
0,1.45,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,25,78,1
0.26,0.26,0.79,1.05,0,0.52,0,0,0,0.26,0.52,0,0,0,0,0.656,0,0.31,0,71,566,1
0.12,0,0.38,2.92,0,0.38,0,0,0,0,0,0,0,0,0,0.022,0,0.661,0,21,325,1
0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.565,0,28,87,1
0,0,1.44,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0,11,41,1
0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.6,0,82,197,1
0,0,0.3,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0.142,0.047,0.19,0,31,199,1
0.45,0.45,1.81,1.36,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.64,0,71,184,1
0,0,0,0.83,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.548,0.033,685,1516,1
0.45,0.45,0,0,9.04,0,0,0,0,0,0,0,0,0,0,0,0,0.072,1.083,45,440,1
1.29,0.64,0.64,3.22,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0.522,0,22,113,1
0,0.2,0.1,1.35,0,0.41,0,0,0,0,0,0,0,0,0,0.057,0,0.095,0,24,318,1
0.43,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0.068,0,0,0,55,114,1
1.63,0,0,0,0,0,0.81,0,0,0,0,0,0.81,0,0,0,0,0,0,11,53,1
0,0,1.19,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,41,95,1
0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,0,12,29,1
0.45,0,0,1.25,0,0.45,0,0,0,0,0,0,0,0,0,0.17,0,0.265,0,144,666,1
0,1.23,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.949,0,8,40,1
0,0,0,1.25,7.32,0.17,0,0,0,0,0,0,0,0,0,0.066,0,0,0.63,158,903,1
0.33,0.16,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0.884,0.022,47,1087,1
1.37,0.82,0.82,1.1,0,0.27,0,0,0,0,0,0,0,0,0,0.235,0,0.235,0,124,298,1
0.8,0.5,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0,0.107,0,0.474,0.015,669,1351,1
0,0,1.05,2.1,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0.365,0,28,107,1
0,0,0.36,2.53,0,0,0,0,0,1.08,0,0,0,0,0,0.334,0,1.203,0.066,393,736,1
0.24,0.12,0.12,0.6,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0.34,0.018,158,1234,1
0,0,0,6.41,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,25,57,1
0,0.31,0.94,2.51,0,0.31,0,0,0,0,1.88,0,0,0,0,0.75,0,0.89,0.046,138,421,1
0.68,0.34,2.04,2.38,0,0.34,0,0,0,0,0,0,0,0,0,0.161,0,0.215,3.879,56,328,1
0.53,0.53,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,66,101,1
0.02,0,0.05,0.17,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.112,0.018,489,3271,1
0,0,0.96,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,12,50,1
0.8,0.5,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0,0.11,0,0.488,0.015,669,1351,1
0.64,0.32,0.32,3.24,0,0.32,0,0,0,0,0,0,0,0,0,0.112,0,0,0,10,139,1
0.41,0.49,0.82,1.16,0,0.16,0,0,0,0,0,0,0,0,0,0.132,0,0.25,0.013,581,1339,1
0.87,0,0,0.87,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.835,0,107,179,1
1.35,0,0.45,1.35,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0.138,0,46,122,1
0.78,0.52,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.443,0,19,241,1
0,0,0.57,0.57,10.17,0,0,0,0,0,0,0,0,0,0,0.099,0,0.232,0.928,213,1655,1
0.51,0.2,0.1,1.84,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0.264,0.974,0.033,56,1028,1
0.43,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.074,47,133,1
0,0,4.97,1.99,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.17,0,8,94,1
0,0,0.39,2.78,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0.64,0,30,112,1
1.33,1.33,1.11,1.77,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.067,0,22,183,1
0.68,0.22,0.68,1.13,0,0.45,0,0,0,0,0,0,0,0,0,0.033,0,1.103,0.033,54,430,1
0,0,1.66,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986,0,38,80,1
0.76,0.5,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0.412,0,19,249,1
2.7,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,3,33,1
0.75,0,0,0.45,0,0.3,0,0,0,0,0,0,0,0,0,0.145,0,0.087,0,18,208,1
0.8,0.8,0.8,1.6,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0.27,0,19,81,1
0.41,0.41,2.47,2.06,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0.53,0.132,76,301,1
1.02,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898,0,1325,1330,1
0.94,0,0.31,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0.055,0,0.055,0,32,125,1
0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,12,63,1
0.35,0.57,0.14,1.14,0,0.21,0,0,0,0,0,0,0.07,0,0,0.08,0,0.309,0,117,1295,1
3.22,0,1.07,2.15,0,1.07,0,0,0,0,1.07,0,0,0,0,0,0,2.395,0.998,295,329,1
0.36,0,0.36,1.46,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.604,0,58,356,1
1.11,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0.434,0,4,73,1
0,0,0,0,0,0,1.66,0,0,0,0,0,2.5,0,0,0.605,0,0,0,22,100,1
0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,49,1
0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0,66,249,1
0,0.59,0,1.19,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.427,0,33,170,1
0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.567,0,28,87,1
0.64,0.32,0.32,3.24,0,0.32,0,0,0,0,0,0,0,0,0,0.111,0,0,0,10,139,1
0,1.11,2.22,3.33,0,0,0,0,0,0,0,0,0,0,0,0.138,0,0.138,0,11,54,1
1.11,2.22,3.33,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,5,35,1
0.68,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1.089,0,60,157,1
0.15,0,0.23,1.36,0,0.46,0,0,0,0,0,0,0,0,0,0.078,0,0.381,0.133,543,2424,1
0.8,0.26,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,164,1
0,0,0.41,1.24,0,0.41,0,0,0,0,0,0,0,0,0,0.068,0,0.48,0,19,114,1
0,0,0,1.9,0,0.47,0,0,0,0,0,0,0,0,0,0.2,0,0.267,0,45,464,1
0,0,1.23,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,41,71,1
0,0,0,1.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.855,0,41,353,1
0,0,0.62,3.12,1.87,0,0,0,0,0,0,0,0,0,0,0.075,0,1.285,0.226,101,363,1
0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,32,114,1
0.39,0,3.51,1.17,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0.864,0.066,44,364,1
0,0,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143,0,75,228,1
0.47,0,0.47,1.42,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,182,359,1
0.95,0,0.95,0.47,0,0,0,0,0,0,0,0,0,0,0,0.131,0.065,0.461,0,61,255,1
0.22,0,0.66,1.54,0,0.22,0,0,0,0,0,0,0,0,0,0.085,0,0.659,0.028,65,728,1
0.21,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.205,0,0.034,0,15,339,1
0.52,0.26,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.813,0.147,38,339,1
0,1.21,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57,1
0.15,0,0.23,1.34,0,0.5,0,0,0,0,0,0,0,0,0,0.077,0,0.335,0.125,595,2413,1
0.4,0.8,0.8,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0.069,0,0.552,0.138,69,153,1
0,1.25,2.5,1.25,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0.225,0,29,134,1
0.92,0.3,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,49,278,1
0,1.14,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,6,27,1
1.03,0.68,0.68,1.37,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.503,0,12,91,1
0.08,0.08,0.08,0.77,0,0.34,0,0,0,0,0,0,0,0,0,0.049,0,0.263,0.065,62,526,1
1.03,0.68,0.68,1.37,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.366,0,12,91,1
0,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,6,21,1
0.8,0.5,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0,0.11,0,0.49,0.015,669,1351,1
0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,1
1.67,0.2,0.83,0.62,0,0,0,0,0,0,0,0,0.62,0,0.2,0,0,0.132,0,15,175,1
0,0.19,0.98,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0.232,0,0.749,0.025,76,632,1
1.34,0,0.24,0.73,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.041,0,69,254,1
0.85,0,0,0.85,0,0.42,0,0,0,0,0,0,0,0,0,0,0,1.088,0,107,200,1
0.38,0,1.54,2.31,0,0.38,0,0,0,0,0,0,0,0,0,0.196,0,0.261,0,56,272,1
0,0,0,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.238,0,19,96,1
0.43,0.08,0,3.14,0,0.08,0,0,0,0,0,0,0,0,0,0.081,0.027,0.088,0,48,1140,1
0,0,0.3,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0.143,0.047,0.191,0,31,196,1
0,0,0,1.33,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0.699,0.466,46,92,1
0.04,0.04,0.23,1.36,0,0.31,0,0,0,0,0,0,0,0,0,0.064,0,0.311,0.145,144,3016,1
0,0,0.5,0.84,0,1.17,0,0,0,0,0,0,0,0,0,0.204,0,0.613,0.051,151,888,1
0.22,0,0.55,1.1,0,0.22,0,0,0,0,0,0,0,0,0,0.173,0,0.367,0.077,75,389,1
2.25,0.56,0.56,1.69,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1.217,0,140,194,1
1.59,0,0.61,1.72,0,0.98,0,0,0,0,0,0,0,0,0,0.041,0,0.104,0.02,54,478,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,34,1
0.84,0.08,1.61,0.5,0.84,0.08,0,0,0,0.08,0,0,0,0,0,0.047,0.015,0.518,0.33,292,2045,1
0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,0,772,1319,1
0.14,0.21,0.14,1.59,0,0.43,0,0,0,0.07,0,0,0,0,0,0.132,0,0.372,0.048,101,1028,1
2.06,1.65,2.47,0.82,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0.199,0,226,445,1
2.63,0,1.97,2.63,0,0.65,0,0,0,0,0,0,0,0,0,0.198,0,0.198,0,12,101,1
5,0,2.85,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,1.417,0,12,103,1
1.44,0.05,0,1.09,0.17,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0.01,0.03,51,521,1
0.08,0.08,0.08,0.94,0,0.34,0,0,0,0,0,0,0,0,0,0.065,0,0.261,0.065,62,535,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,3,11,1
0.38,0.19,0.19,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0.09,132,869,1
0,0.46,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,91,1
0.3,0.61,0.3,0.92,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0.103,0,64,343,1
0,0.73,1.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0.5,0,30,176,1
0.91,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0.672,0,31,87,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,0.207,0,25,79,1
0.16,0,1.95,1.46,2.93,0.81,0,0,0,0,0,0,0,0,0,0.35,0.053,0.134,0.026,57,1038,1
0.64,0,2.59,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,30,105,1
0,0,0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0.31,0,8,65,1
0,0,1.63,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0,16,36,1
0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,15,49,1
0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,33,1
0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,25,54,1
0,0,0,0,0,0,1.2,0,0,0,0,0,1.8,0,0,0.299,0,0,0.199,28,106,1
0,0.17,0,0.7,1.92,0,0,0,0,0,0,0,0,0,0,0.147,0.029,0.117,0.235,39,419,1
0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0.532,0,28,87,1
0.57,0.57,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.144,114,293,1
0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,3,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071,0,0.095,0,1505,2761,1
0.44,0.44,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,16,137,1
0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0.709,1.56,39,305,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,3.333,0,12,74,1
0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0.511,0.085,0.511,0,27,217,1
0,1.96,0,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0.334,0,22,45,1
0.21,0.1,0,0.31,0,0,0,0.1,0,0,0,0,0,0,0,0.101,0,0.05,0.253,126,1609,1
0.08,0.08,0.08,0.94,0,0.34,0,0,0,0,0,0,0,0,0,0.063,0,0.287,0.079,62,537,1
0.42,0.08,0,3.17,0,0.08,0,0,0,0,0,0,0,0,0,0.084,0.028,0.098,0,48,575,1
0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0.537,0,12,25,1
0.87,0.87,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.145,0,1.021,0,59,134,1
0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0.414,0.31,0,17,191,1
0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0.311,0,11,43,1
1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005,0,1177,1180,1
0.84,0.84,0,1.69,0,0.84,0,0,0,0,0,0,0,0,0,0.388,0,0.776,0,168,249,1
0,0.62,0,1.86,0,0.62,0,0,0,0,0,0,0,0,0,0.31,0,0.517,0,22,111,1
0.19,0,0.59,3.14,0,0.19,0,0,0,0.19,0,0,0,0,0,0,0,0.258,0,43,305,1
0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0.537,0,12,25,1
0.68,0,0.22,1.81,0,0,0,0,0,0,0,0,0,0,0,0.558,0.159,0.199,0,83,530,1
0.4,0.1,0.91,1.72,0,0.2,0,0,0,0,0,0,0,0,0,0.096,0,0.336,0,494,1426,1
1.09,0.54,0.36,2,0,0.18,0,0,0,0,0,0,0,0,0,0.166,0,0.249,0,59,447,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235,0,10,134,1
0.53,0.08,0.35,2.21,0,1.5,0,0,0,0,0,0,0,0,0,0.044,0,0.339,0.014,74,753,1
0.65,0.65,0.65,1.3,0,0.65,0,0,0,0,0,0,0,0,0,0.459,0,0.091,0,66,129,1
0,0,0.32,1.32,0,0.84,0,0,0,0,0,0,0,0.04,0,0.058,0,0.639,0.182,117,3498,1
0.25,0,0.05,0.02,0,0.02,0,0,0,0.3,0,0,0,0,0,0.022,0,0,0,20,965,1
0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,11,104,1
0,0,0.14,1.64,0,0.14,0,0,0,0,0,0,0,0,0,0.066,0,0.083,0,60,326,1
1.05,1.05,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,6,41,1
0.84,0.42,0,1.27,0,0,0,0,0,0,0,0,0,0,0,0.097,1.171,0.244,0,363,977,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1
0.64,0,0,1.29,0,0.64,0,0,0,0,0,0,0,0,0,0.468,0,0.093,0,66,135,1
0,1.69,10.16,2.54,0,0.84,0,0,0,0,0,0,0,0,0,0,0,1.113,0.092,418,519,1
0.46,0,0,1.28,0,0.46,0,0,0,0,0,0,0,0,0,0.172,0,0.23,0,144,655,1
0,0,0,0.27,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0.136,0,30,435,1
1.4,0.28,0.28,1.96,0,0,0,0,0,0,0,0,0,0,0,0.137,0.068,0.034,0,114,603,1
0.8,0.5,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0,0.11,0,0.49,0.015,669,1351,1
0.63,0.31,0.31,3.19,0,0.31,0,0,0,0,0,0,0,0,0,0.108,0,0,0.054,10,144,1
0.61,0.4,0.1,2.03,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0.264,0.976,0.033,56,1042,1
0,0,0,0,0,0,0.73,0,0,0,0,0,0.36,0,0,0.21,0,0,0,22,112,1
0.23,0,0.23,1.19,0,0,0,0,0,0,0,0,0,0,0,0.109,0,1.018,0,97,543,1
0,0,0,0.88,0,0.44,0,0,0,0,0,0,0,0,0,0.205,0,0.153,0.102,73,368,1
0,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0.063,0,46,161,1
0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0.201,0,0,0,59,141,1
1.48,1.48,0.74,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,12,61,1
0.21,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.205,0,0.034,0,15,339,1
0.12,0,0,1.27,0,0.12,0,0,0,0,0,0,0,0,0,0.165,0,0.371,0,84,475,1
2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,0.873,0,12,29,1
0,0,0,4.68,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.367,0.073,27,103,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.385,0,169,180,1
0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,25,53,1
0.68,2.04,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,0,14,95,1
0,1.12,0.37,1.87,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.223,0,10,93,1
0.88,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0.291,0,3,58,1
0,0.68,1.36,2.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.706,0,38,137,1
0,0,1.33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,11,44,1
0.84,0.08,1.6,0.5,0.84,0.08,0,0,0,0.08,0,0,0,0,0,0.047,0.015,0.502,0.329,292,2049,1
0.11,0,0.58,1.51,0,0.46,0,0,0,0,0.34,0,0,0,0.11,0.125,0,0.733,0.335,326,1360,1
0.8,0.5,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0,0.11,0,0.49,0.015,669,1351,1
0.24,0.24,0.49,1.99,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0.315,0,60,228,1
0.4,0,0.2,1.21,0,0.06,0,0,0,0,0,0,0,0,0,0.107,0,0.096,0.01,144,845,1
0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,28,80,1
0.19,0,0.38,1.26,0,0.76,0,0,0,0,0,0,0,0,0,0.085,0.053,0.428,0.064,45,1070,1
0.35,0,0.35,1.4,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0.897,0,121,350,1
0.16,0,0,0.02,0,0.04,0,0,0.07,0,0.02,0,0,0,0,0.116,0.021,0.03,0,154,9088,1
0,0.73,1.09,2.19,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.498,0,30,179,1
0,0,0,0.81,0.27,0,0,0,0,0,0.27,0,0,0,0,0,0,0.874,0.051,61,374,1
2.15,0,0.15,1.75,0,0.8,0,0,0,0,0,0,0,0,0,0.035,0,0.149,0.008,127,617,1
0.53,0,1.59,1.59,0,0.53,0,0,0,0,0,0,0,0,0,0.467,0,0.28,0,85,240,1
0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.836,0,19,92,1
0,1.25,1.25,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,32,171,1
0.34,0,0,3.8,0,0.34,0,0,0,0,0,0,0,0,0,0.194,0,1.718,0,63,621,1
0.29,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,0,11,294,1
0.73,0.73,0.09,0.64,0,0.18,0,0,0,0,0,0,0.09,0,0,0.094,0,0.432,0.013,696,1478,1
0.48,0,0.48,5.36,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1.739,0.086,636,735,1
0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0.206,0,76,292,1
2.19,1.09,0.54,1.64,0,0,0,0,0,0,0,0,0,0,0,0.241,0,1.045,0,140,212,1
0.68,2.73,0,2.73,0,0.68,0,0,0,0.68,0,0,0,0,0,0,0,1.244,0,9,89,1
0.81,0,0.81,2.44,0,0.27,0,0,0,0,0,0,0,0,0,0.04,0,0.565,0,18,131,1
0,0,0.88,0,0,0,0,0,0,0.88,0,0,0,0,0,0.14,0,0,0,7,62,1
0,0,0,5.19,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,25,55,1
0,0.19,0.98,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0.238,0,0.766,0.026,76,632,1
0.42,0.08,0,3.17,0,0.08,0,0,0,0,0,0,0,0,0,0.085,0.028,0.099,0,48,574,1
