@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,7,13,15,17-18,20,23,25-27,30,33,35-36,42,44,47-53,55-56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0.06,0,0,0,0,0,2.57,0.92,0,0.52,0.06,0.26,0.13,0,0,0,0.13,0.009,0.152,0,0.047,0.028,1.948,23,0
0.28,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,1.95,15,0
0,0,0,0,0,0,0,0,0.76,0,1.52,1.52,0,0.76,0.76,0.76,0,0,0,0,0.254,0,0.127,0,1.755,11,0
0,0,0,0,0,0,0,0,0.86,0.43,0,0,0,0.86,0,0,0,0,0,0,0.248,0,0,0,2.119,15,0
0,0,0,0,0,0,0,0,0,0,0.35,0,0.35,0,0,0,0,0,0,0,0,0,0,0,1.292,4,0
1.36,0,0,0,0,1.81,0,0,0.45,0,0,0,0.9,0,0,0,0,0,0,0,0.199,0,0,0,3.382,53,0
0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.1,0,0,0.4,0.2,0,0,0.015,0.136,0.015,0,0.015,1.636,18,0
0,0,0,0,0,0,0,0,0,0,0.76,0,0.76,0,0,0,0,0,0,0,0.123,0.123,0,0,3.7,28,0
0,0,0,0,0,0,0,0,5.66,2.66,2,0.66,0,0.66,0.66,0,0,0,0,0.101,0.254,0.101,0.05,0.05,2.725,15,0
1.32,0,0,0,0,0.88,0,0,1.76,0,1.54,0.44,0.44,0,0,0,0,0,0,0,0.023,0,0.023,0.047,8.76,161,0
0,0,0,0,0,0,0,0,2.38,1.7,0.68,0.34,0,0.34,0.34,0,0,0,0,0.052,0.42,0.052,0,0,2.604,13,0
0,0,0,0,0,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0,0,0.074,0.298,0,0,4.268,28,0
0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052,2,0
0,0,0,0,0,0,0,0,5.86,2.75,1.37,0.68,0,0.68,0.68,0,0,0,0,0.11,0.276,0.11,0.055,0.055,2.87,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733,9,0
0,0,0,0,0,0,0,0.25,1.89,0.43,0,0.25,0,0.25,0,0,0,0,0.08,0,0.127,0,0.051,0.038,1.838,24,0
0,0,0,0,0.23,0,0,0,0.23,0,0,0,0,0.23,0,0.92,0,0,0,0,0.13,0.026,0.026,0,2.222,23,0
0,0,0,1.28,0,0,0,0,3.84,3.84,0,0,2.56,0,0,0,0,0,0,0,0.194,0.194,0,0,3.631,17,0
0,0,0,0,0.23,0,0,0,0.46,0,0,0,0,0,0,1.86,0,0,0,0,0.113,0,0.09,0,2.43,121,0
0,0,0.35,0,0,0,0,0,2.13,1.06,0.17,0.17,0,0.17,0.17,0.71,0,0,0.35,0.052,0.131,0.026,0.026,0,2.941,34,0
0,0,0.14,0,0.81,0,0,0,0.95,0,0,0.07,0,0,0.14,0.07,0,0,0,0,0.032,0,0,0.01,1.588,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0,0,0,3.315,13,0
0,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0.046,0.341,0,0,4.413,28,0
0,0,0,0,0,0,0,0,2.22,0,0,0,0,4.44,0,2.22,0,0,0,0,0,0,0,0,3.578,20,0
0,0,0,0,0.22,0,0,0,0.67,0,0,0,0,0,0,2.02,0,0,0,0,0.042,0,0.063,0,3.133,121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,1.17,0.58,0.29,0,0,0,0.178,0,0.044,0,1.666,10,0
0,0,0,0,0,0.57,0,0,1.72,0.57,0,0.57,0,0.57,0.57,0,0,0,0,0,0.077,0,0,0,1.964,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,1.56,6,0
0,0,0,0,0,0,0,0,0,0,0.67,0,0.67,0,0,0,4.4,0,0,0,0,0,0,0,3,14,0
0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123,0,2.6,16,0
0,0,0.21,0,0,0,0,0,0.43,0.43,0,0.21,0,0.43,0,0,0,0.65,0,0.034,0.238,0.136,0,0,3.372,75,0
0,0,0.11,0,0.11,0,0,0.11,3.45,0,0,0,0,0,0,0,0,0,0,0.047,0.157,0,0,0.078,2.351,28,0
0,0,0,0,0,0.46,0,0,0.46,0.15,0,0,0.15,0,0.15,0,0.15,0,0,0.023,0.023,0,0,0,2.677,58,0
0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,4,0
0,0,0,0,0,0,0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,1.082,0,0,0,3.478,7,0
0,0,0,0,0,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.104,0.314,0,0.052,6.894,97,0
0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,6.06,0,0,0,0,0,0,0,0,2,12,0
0.02,0,0,0.02,0.08,0.23,0,0,0,0,0,0,1.4,0,0.12,0.04,0.06,0,0.02,0.046,0.149,0.005,0.014,0,2.35,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.94,0,0,0,0,0.238,0,0,0,1.578,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,1.533,5,0
0,0,0,0,0,0,0,0,1.75,0.87,1.75,0.87,0,1.75,0.87,0,0,0,0,0,0.749,0,0.107,0,2.454,11,0
0.01,0,0.11,0.01,0.05,0.03,0,0.07,0,0,0,0,1.84,0,0.11,0.01,0.03,0,0.23,0.038,0.19,0,0.002,0.005,2.143,107,0
0,0,0.73,0,0,0,0,0,0,0,1.47,0,0,0,0,2.94,0,0,0.73,0,0.276,0,0,0,1.379,4,0
0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0.3,0,0,0,1.652,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.027,0,0,0,1.567,6,0
0,0,0,0,0,0,0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0.386,0,1.6,4,0
0,0,0,0,0,0,0,0,2.23,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,4,45,0
0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,17,0
0,0,0.18,0,0,0,0,0,0.36,1.28,0,0,0,0,0,0,0,0,0,0.027,0,0,0.055,0,3.176,51,0
0,0,0,0,0,0,0,0,0,0,0.93,0,0.93,0,0,0,0,0,0,0,0.475,0.158,0,0,4.393,33,0
0,0,0,0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0.216,0,0.216,0,2.166,6,0
0,0,0,0,0,0.84,0,0,1.69,0.84,1.69,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,1.777,11,0
0,0,0.48,0,0,0,0,0,0.48,0,0.48,0,0,0,0,0.97,0,0,0,0,0.085,0,0,0,1.275,3,0
0,0,0,0,0,0,0,0,1.29,6.49,0,1.29,0,0,0,0,0,0,0,0,0.19,0,0.19,0,1.857,4,0
0,0,0,0,0,0,0,0,0,0,7.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,5,0
0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,2,0
0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,2,0
0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3,0
0,0,0,0,0,0,0,0,2.38,1.7,0.68,0.34,0,0.34,0.34,0,0,0,0,0.052,0.42,0.052,0,0,2.604,13,0
1.86,0,0,0,0,0,0,0,2.8,1.86,1.86,0.93,0,0.93,0.93,0.93,0,0,0,0,0.457,0.152,0,0,2.097,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,3,0
1.61,0,0,0,0,3.22,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,2,0
0,0,0,0,0,0,0,0,1.56,1.04,0,0,2.08,0.52,0,0,0,0,0,0,0.274,0,0,0,1.848,10,0
0,0,0,0,0,0,0,0,1.19,1.19,3.57,0,0,1.19,0,0,0,0,0,0,0,0,0,0,4.791,71,0
0,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,0.16,0,0,0,0,0,0.055,0,0,0.055,1.798,7,0
0,0,0,0,0,0,0,0,20.83,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555,18,0
0,0,0,0,0,0,0,0,1.72,6.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.466,13,0
0,0,0,0,0,0,0,0,1.53,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,1.636,12,0
0,0,0,0,0,0.61,0,0,2.45,1.84,1.22,0.61,0,1.22,0.61,0,0,0,0,0.095,0.38,0.19,0.19,0,1.857,12,0
0,0,0,0,0,0,0,0,0,0,1.81,0,3.63,0,0,0,0,0,0,0,0,0,0,0,1.181,3,0
0,0,0,0,0,0,0,0,1.01,0,0.5,0,0,0,0,0,0,0,0,0.08,0.564,0,0,0.161,1.712,20,0
0,0,0,0,0.54,0,0,0,4.89,1.35,0.27,0.27,0,0.27,0.27,0,0,0,0,0,0.192,0.153,0,0,4.608,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,2.63,0,0,0,0,0,0,0.414,0,2.705,13,0
0.39,0,0,0.29,0,0.29,0,0,0.49,0.49,0,0,0,0,0,0,0,0,0,1.353,0.08,0,0.016,0,1.679,17,0
0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,1.454,9,0
0,0,0,0,0.91,0,0,0,1.83,0,0,0.91,0,0,0.91,0,0,0,0,0,0.124,0,0.249,0,2.576,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,3,0
0,0,0,0,0,0,0,0,3.47,5.21,0,0,0,0,0,0,0,0.86,0,0,0.125,0,0,0,1.8,9,0
0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0.64,0,0,0,0,0.213,0,0,0.106,0,2.714,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0,0,0,1.344,4,0
0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,0,0,0.309,0.619,0,0,0,1.727,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,1.233,4,0
0.2,0,0,0,0,0.62,0,0,2.49,0.62,0,0,0,0,0.2,0,0,0,0.2,0,0.087,0,0,0,2.797,127,0
0,0,0,0,0.7,0,0,0,0,0,0.7,0,0,1.4,0,0,0,0,0,0,0.267,0.066,0,0,17.952,200,0
0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,1.873,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,2,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,29,0
0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0.65,0,0,0.109,0,0,0,0,1.411,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,1.363,3,0
0,0,0.12,0,0.6,0,0,0.12,3.63,0,0,0,0,0,0.12,0,0,0,0,0.016,0.05,0,0,0.016,2.309,25,0
0,0,0,0,0,0,0,0,0,1.05,3.15,0,0,0,0,0,2.1,0,0,0,0.677,0,0.338,0,1.468,12,0
0,0,0,0,0,0,0,0,1.42,0.94,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,2.24,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0,0,0,1.416,6,0
0,0,0.86,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0.124,1.974,18,0
0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,1.336,0,0,0,3.38,7,0
0,0,0,0,0,0,0,0,0.56,0.66,0.09,0,0.37,0,0,0,0,0,0,0.18,0.167,0.051,0,0.025,4.434,87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0
0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0.139,0.139,0,0,1.763,9,0
0,0,0,0,0,0,0,0,3.12,1.56,1.56,1.56,0,1.56,1.56,0,1.56,0,0,0,0.53,0,0,0,2.533,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63,0,0,0,0.24,0,0,0,2,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,11,0
0,0,0.6,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.535,13,0
0,0,0,0,0.07,0.07,0,0,0.69,0.76,0.07,0,0.76,0,0,0,0,0,0,0.142,0.175,0.032,0,0.021,3.007,60,0
1.52,0,0,0,0,0,0,0,0.76,0.76,1.52,0,0,0,0,0.76,0,0,0,0.121,0.365,0.121,0.487,0,1.956,22,0
0.8,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,2.55,43,0
0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0.28,0,0.28,0,0.043,0,0,0,1.651,8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
1.85,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.736,8,0
0,0,0,0,0,0,0,0,1.47,0,1.47,0,1.47,1.47,0,0,0,0,0,0,0.484,0,0.484,0,2.5,15,0
0,0,0,0,0,0,0,0,1.78,1.78,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,2.227,14,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,5,0
0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,1.25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.373,0,0.373,0,1.714,4,0
0,0,0,0,0,0,0,0,0,0.26,0,0,1.85,0,0,0,0,0,0,0,0.039,0,0,0,2.646,77,0
0,0,0,0,0,0,0,0,2.94,4.41,0,0,0,0,0,0,0,0.73,0,0,0.107,0,0,0,1.695,9,0
0,0,0,0,0,0,0,0,7.46,2.98,0,2.98,0,1.49,0,0,0,0,0,0,0,0,0,0,1.961,11,0
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,0,0,0.219,1.911,11,0
0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.134,0.672,0,0,0,1.863,5,0
0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0,0,0,1.714,3,0
0,0,0,0,0,0,0,0,1.63,4.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,6,0
0,0,0,0,0,0,0,0,0.47,0.23,0,0.47,0.47,0,0,0,0,0,0,0.106,0.106,0,0,0,1.588,8,0
0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,1.19,0,0,0,0.2,0.4,0,0.2,0,1.461,4,0
0,0,0.09,0,0.46,0,1.49,0.09,2.42,0,0,0,0,0,0.09,0,0,0,0,0.066,0.118,0,0,0.066,2.156,26,0
0,0,0,0,0,0,0,0.48,1.44,1.93,0,1.44,0,0,0,0,0.48,0,0,0,0,0,0.119,0.059,6.145,115,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,0,0,2,4,0
0,0,0.08,0,0.16,0,0,0,3.53,0,0,0,0.25,0,0,0,0.16,0,0,0.069,0.103,0,0,0.011,2.44,18,0
0,0,0,0,0,0,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,1.454,9,0
0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0.318,0,0,0,1.772,4,0
0,0,0,0,0,0,0,0,0.57,0.69,0.11,0,0.34,0,0.11,0,0,0,0,0.047,0.159,0.031,0,0.031,3.196,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0.08,0,0,0.88,0.97,0.08,0,0.26,0,0,0,0,0,0,0.149,0.162,0.049,0,0.024,2.9,40,0
0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0.58,0,0,0,0,0.091,0,0,0,0,1.21,4,0
0.15,0,0.15,0,1.01,0,0.07,0.15,3.11,0,0,0,0.15,0,0,0.46,0,0,0,0.185,0.098,0,0,0.043,2.013,24,0
0,0,0,0,0,0,0,0,6.03,3.44,0.86,0.43,0,0.43,0.43,0,0,0,0,0,0.13,0.065,0.065,0,2.983,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,2,0
0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0.431,0,0,0,2.733,7,0
0,0,0.03,0,0,0,0,0,1.58,0.26,0,0.11,0.03,0.22,0.07,0,0,0,0.03,0.028,0.078,0,0.028,0.016,1.765,20,0
0,0,0,0,0,0.9,0,0,0.9,0.9,0,0,0.9,0,0.9,0.9,0,0,0,0,0.471,0,0,0,1.424,8,0
0,0,0,0,0,0,0,0,1.72,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611,7,0
0,0,0,0,0,0,0,0,3.5,2.63,3.5,1.75,0,1.75,0.87,0,0,0,0,0,0.49,0.122,0.122,0,2.203,12,0
0,0,0,0,0,1.02,0,0,2.04,1.02,0,0,0,0,0,0,0,0,0,0,0.188,0,0,0,3.9,13,0
0,0,0,0,0,0,0,0,7.69,3.84,3.84,3.84,0,3.84,3.84,0,0,0,0,0,1.092,0,0,0,2.909,11,0
0,0,0,0,0.33,0,0,0,1.98,0.66,0.66,0,0.33,0,0,0,0.33,0,0,0.168,0.392,0,0.224,0.336,4.115,42,0
0,0,0,0,0,0,0,0,2.65,1.2,0,0,0.24,0,0,0,0,0,0.24,0.067,0.371,0.067,0,0,3.322,44,0
0,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.28,0.168,0.056,0,1.866,17,0
0.02,0,0.06,0.02,0.14,0.12,0,0.04,0,0,0.1,0,1.97,0,0.19,0.02,0.14,0.02,0.1,0.024,0.198,0,0,0.018,2.43,81,0
0,0,0,0,0,0,0,0,2.32,0,0,3.48,0,0,0,0,0,0,0,0,0.165,0,0,0,1.7,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.268,0,0.134,0,2.75,8,0
0,0,0.19,0,0,0.19,0.19,0,0.19,0,0,0,0,0,0.19,0.38,0,0,0,0.068,0.113,0,0.022,0.045,1.74,21,0
0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0.49,0,0,0,0.49,0,0,0,0,0,0,0.07,0.28,0,0,0,1.363,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,14.28,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.941,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,0,0,0.166,0.166,0.166,0,0,1.428,6,0
0,0,0,0,0,0,0,0,5.16,0,0,0.44,0.14,0,0,0,0,0,0,0.186,0.538,0.124,0,0,4.454,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0.636,0,2,10,0
0,0,0,0,0,2,0,0,4,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2.095,11,0
0,0,0,0,0,0.22,0,0,0.22,0.22,0,0,0,0.22,0,0,0.22,0,0.22,0,0.172,0,0,0,1.729,15,0
0,0,0,0,0,0,0,0,0,0,0.83,0.41,0,0,0,0,0,0,0,0,0,0,0,0,1.12,3,0
0.33,0,0,0,0,0.33,0,0,0.33,0.33,0,0,0,0.33,0,0,0.33,0,0.33,0,0.132,0,0,0,1.857,15,0
0,0,0,0,0,0.32,0,0,4.9,4.24,0.32,0.65,0,0,0,0,0,0,0,0.153,0.562,0.102,0,0,5.555,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,29,0
0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,3.7,1.23,0,0,0,0.468,0,0,0,1.058,2,0
0,0,0,0,0,0,0,0,0,0,1.11,0,1.11,0,0,2.22,0,0,0,0,0.363,0,0.181,0,1.285,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.336,0,1.555,4,0
0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0.507,0,0,0,1.133,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0.86,2.6,0,0,0,0,0,0,0,0,0,0.295,0,0,0,3.26,42,0
0,0,0,0,0,0.11,0,0,0,0,0,0,0,0.22,0,0.34,0,0,0,0.049,0.149,0,0,0,1.637,18,0
0,0,0.62,0,0,0,0,0,1.25,0.62,0,0,0,0,0,0,0,0,0,0.895,0.179,0.358,0,0,1.712,13,0
0,0,0,0,0,0,0,0,0.78,0.78,0,0,0,0,0.78,0,0,0,0,0,0.268,0,0,0,2.885,11,0
0,0,0,0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,2.111,19,0
0,0,0,0,0,0,0,0,0.64,0.64,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1.536,8,0
0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0.186,0,0,3.677,28,0
0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0.81,0,0.232,0.116,0,0,0,1.976,9,0
0,0,0,0,0,0,0,0,1.61,0.8,2.41,0.8,0,0.8,0.8,0,0,0,0,0.122,0.366,0,0,0,1.853,13,0
0.17,0,0,0,1.95,0,0,0,0.35,0.17,0,0.17,0,0,0.35,0,0,0,0,0,0.256,0,0,0,2.097,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0.335,0,0,4.133,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,2.111,6,0
0,0,0,0,0,0,0,0,1,0.5,0,0.25,0,0,0,0,0,0,1,0.457,0.294,0,0,0,4.379,208,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342,0,1.2,2,0
0,0,0.17,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0.026,0.156,0,0.078,0,1.748,13,0
0,0,0,0,0,0,0,0,2.4,1.6,0,0,1.6,0.8,0,0,0,0,0,0,0.371,0.123,0,0,2.44,10,0
0,0,0.07,0,0.15,0,0.23,0.23,2.61,0,0,0,0,0,0.07,0,0.15,0,0,0.011,0.143,0,0,0.044,2.442,26,0
