@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,4,7,9,21,23,25,27,29-30,32,36,39,42,45-46,48,51-52,55,58'

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0.9,0,0,0,0,0.9,0.9,0,0,0,0,0,0,5.111,0
1.17,0,0,1.17,0,0,0,2.35,0,0,0,0,0,0,0,0,1.17,0,0,2.925,0
0.22,0,0,0.44,0.44,0,3.34,0.66,0.22,0.22,0.22,0.22,0,0,0.22,0,0,0.111,0.372,3.425,0
0,0,0,0,0.62,0,3.1,0,0,0.62,0,0.62,0.62,0,0.62,0,0,0,0.333,4.255,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,1.7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0.42,0,0,0,0,1.28,0,0,0,0,0,0,0,1.536,0
0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0.349,1.47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,1.153,0
0,0,0,0,1.12,0,1.12,0,0,1.12,0,0,0,0,0,0,0,0,0,4.689,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,1.63,0,0,0,0,1.181,0
0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0
0,0,0,0,0,0,1.31,1.97,0.65,0.65,0.65,0.65,0,0,0.65,0,0,0,0.116,2,0
0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,2.216,0
0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0,0,0,0,0,0,0,1.58,1.58,0,0,0,0,0,0,1.482,0
0,0,0,0,1.01,0,2.02,3.03,1.01,1.01,1.01,1.01,0,0,1.01,0,0,0,0,1.875,0
0,0,0,0,1.58,0,1.58,3.17,1.58,1.58,0,1.58,0,0,1.58,0,0,0,0,1.4,0
0,0,0,0,1.31,0,1.31,2.63,1.31,1.31,0,1.31,0,0,1.31,0,0,0,0,1.75,0
0,0,0,0,0,0,1.05,0,0,2.11,0,0,0,0,0,0,0,0,0,1.78,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,4.16,0,0,0,0,1.428,0
0,0,0,0,0.86,0,6.08,0.86,0.86,0.86,0.86,0.86,0,0,0.86,0,0,0.133,0.133,2.607,0
0,0,0,0,1.47,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,2.928,0
0,0,0,0,0,0,2.99,0,0,0.74,0,0.74,0,0,0,0,0,0.043,0.043,2.468,0
0,0,0,0,0,0,0,2.46,0,0,0,0,1.23,0,1.23,0,0,0,0.192,1.535,0
0.66,0,0.66,0,0,0,8,1.33,0,2,0,0,0,0,0,0,0,0,0,2.673,0
0,0,0,0,0,0,0,4.54,0,0,0,0,4.54,0,0,0,0,0,0,3.7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,2.272,0
0,0,0,0,0,0,0.58,0,0,0,0,1.16,0.58,0,0,0,1.74,0.118,0,6.428,0
0,0,0,0,0,0,0.9,0.9,1.8,0,0,0,0,1.8,0,0,0,0,0,1.45,0
0,0,0,0,0.3,0,0,1.21,0,0,0,0,0.3,0.6,0.6,0,0,0.042,0.042,1.183,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1.21,0,0,0,0,1.21,1.21,0,0,0,0,0,0,3.193,0
0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,1.294,0
0,0,0,0,0,0,2.63,0,0,1.31,0,1.31,0,0,0,0,0,0,0.15,1.906,0
0,0,0,0,0,0,3.82,0.1,0,0,0,0,0,0,0,0,0,0,0,2.221,0
0,0,0,0,2.32,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,1.611,0
0.05,0,0.05,0.05,0.46,0.05,1.84,0,0,0.15,0,0.25,0,0,0.05,0,0.15,0,0.029,1.871,0
0,0,0,0,0,0,1.81,0,0,0.72,0,0,0,0,0,0,0.36,0,0.05,2.293,0
0,0,0,0,0,0,0,0.62,0,0,0,0,0,1.25,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0.15,0,0.15,0,0,0.31,0,0,0,0,0,0,0,0,0,0.105,1.962,0
0,0,0,0.52,0.1,0,0.47,0.05,0,0,0,0.05,0,0,0,0,0.05,0.068,0,3.591,0
0,0,0,0,1.49,0,0.37,0,0,0,0,0.37,0.37,0.37,0.37,0,0,0,0,2.28,0
0,0,0,0,2.04,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,1.428,0
0,0,0,0,0,0,3.91,0.55,0.55,0.55,0.55,0.55,0,0,0.55,0,0,0.091,0.367,2.208,0
1.07,0,0,0,1.07,0,0.35,0.71,0,0,0.35,0,0.71,0,0.35,0,0,0.061,0.244,1.974,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0
0,0,0,0,0.38,0,0.9,0.25,0.64,0.25,0,0.51,0,0.12,0,0,0.25,0,0.02,1.491,0
0,0,0,0,0.44,0,2.22,0,0,0.44,0,0,0,0,0,0,0,0,0,1.48,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,2.428,0
0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1.75,0,0,0,0,0.29,0,0,0.29,0,0,0,0.045,2.333,0
0.27,0,0,0,0.27,0,1.93,0,0,0,0,0,0,0.27,0,0,0,0,0,1.231,0
0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,4.16,0,0,0,0,1.333,0
0,0,0,0,0,0,9.52,4.76,4.76,4.76,4.76,4.76,0,0,0,0,0,0,0,3.333,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.508,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0
0,0,0,0,0.51,0,1.54,1.54,0.51,0.51,0.51,0.51,0,0,0.51,0,0,0,0,2.6,0
0,0,0,0,0.45,0,2.73,0.91,0,0,0,0,0,0,0,0,0,0,0,2.158,0
0,0,0,0,0,0,2.63,2.63,1.31,1.31,1.31,1.31,0,0,1.31,0,0,0,0,2.214,0
0,0,0,0.28,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.282,2.46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271,3,0
0,0,0,0,0,0,6.79,0.97,0.97,0.97,0.97,0.97,0,0,1.94,0,0,0.149,0,2.666,0
0,0,0,0,0.24,0,1.93,0.72,0.24,0.24,0.24,0.24,0,0,0.24,0.48,0,0.074,0,2.386,0
0,0,0,0,0,0,2.73,1.36,0,0,0,0,0,0,0,0,0,0,0,1.541,0
0.08,0,0,0,0,0,2.79,0,0,0,0,0.26,0.17,0,0,0,0,0.053,0,3.205,0
0,0,0,0,0.42,0,0,0,0.84,0,0,0,0,2.95,0,0,0,0,0,1.487,0
0,0,0,0,0,0,1.03,2.06,0,0,0,0,0,0,0,0,0,0,0.193,1,0
0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08,0,0,0.76,0.25,0,0.76,0.08,0,0,0,0,0,0,0,0,0,0.036,0,2.883,0
0,0,0,0,0,0,2.08,0,0,0,0,2.08,4.16,0,0,0,0,0,0.173,1.777,0
0,0,0,0,0,0,5.55,2.77,0,2.77,0,0,0,0,0,0,0,0,0,1.857,0
0,0,0,0,0,0,0.34,0.68,0,0.34,0,0,0.34,0,1.02,0.34,0,0,0.387,1.5,0
0.07,0,0,0,0.12,0,0,0,0,0,0,0.15,0,0.02,0,0.33,0.43,0.007,0.015,2.198,0
0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,1.96,0,0,1.96,0,0,0,0,0,0,0,0.306,0,1.611,0
0,0,0,0,1.43,0,3.95,0,0,0,0,0,0,0,0.35,0,0,0.113,0.056,2.969,0
0,0,0,0,0,0,2.06,1.37,0.68,0.68,0,0,0,0,0,0,0,0,0,1.531,0
1.16,0,0,0,1.16,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0
0,0,0.37,0,3.38,0,0.37,0,0,0,0,0,0,0,0,0,0,0.597,0,2.125,0
0,0,0,0,0,0,0,3.03,0,0,0,0,3.03,0,3.03,0,0,0,0,1.181,0
0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,2.288,0
0.3,0,0,0,0,0,0.6,0,0.3,0,0,0.3,0,0,0,0,0,0,0,1.389,0
0,0,0,0,1.4,0,0,0.7,0,0,0,0,0,0,0,0,0,0.066,0,17.952,0
0,0,0,0,0,0.5,1.52,0,1.52,1.52,0,0,0,0,0,0,0,0,0.122,4.309,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0
0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,2.74,0
0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0.68,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0
0,0,0,0,0,0,2.63,0,5.26,0,0,0,0,7.89,0,0,0,0,0,1.4,0
0,0,0,0,1.66,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.283,2.022,0
0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.449,0,2,0
0,0,0,1.28,1.28,0,0,1.28,0,0,0,0,0,0,0.64,0,0,0,0.197,2.35,0
0,0,0,0,0.96,0,2.69,0.77,0.19,1.15,0.19,0.38,0,0,0.38,0,0.19,0.053,0.026,2.894,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,1.69,0,0,1.629,0
0,0,0,0,0,0,4.27,2.56,0.85,0.85,0.85,0.85,0.85,0,0.85,0,0,0.139,0,2.138,0
0,0,0,0,1.34,0,0,0.67,0,0,0,0,0,0,0.67,0,0,0,0,1.222,0
0,0,0,0,1.33,0,8,0,0,0,0,0,1.33,4,0,0,0,0.216,0,1.647,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0.52,0,1.83,0.52,0.26,0.26,0.26,0.26,0.26,0.78,0.78,0,0.52,0.091,0,1.823,0
0,0,0,0,0,0,5.14,2.28,0.28,1.14,0.28,1.14,0,0,0.57,0,0,0.194,0.097,2.291,0
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.018,8.021,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0.11,3.21,0,0.33,0,0,0.88,0.11,0,0,0,0,0.014,0,2.419,0
0,0,0,0,0,0,1.07,2.15,0,0,0,1.07,1.07,0,2.15,0,0,0,0,2.7,0
0,0,0,0,0,0,0,2.85,0,0,0,0,0,2.85,0,0,0,0,0,1.25,0
0,0,0,0,0.17,0,1.21,0,0.17,0,0,0,0,0.52,0.17,0,0.34,0,0,1.601,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,6.89,0,0,3.44,0,0,0,0,0,0,0,0,0,2.16,0
0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,2.208,0
0,0,0,0,0,0,8.69,4.34,4.34,4.34,4.34,4.34,0,0,0,0,0,0,0,3.1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3.26,1,0
0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,2.344,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,2.32,0,0,0,1.666,0
0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0.457,1.192,0
0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0.392,1.829,0
0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0.64,0,0.105,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.92,0,0,0,1.166,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.428,0
0,0,0,0,1.19,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,1.428,0
0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0.143,1.37,0
0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,2.08,0,0,0,0.422,1.16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,1.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,1,0
0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0.45,0.91,0,0,0,1.225,0
0.72,0,0.2,0,0.93,0.1,0,0,0,0,0,0,0,0,0,0.41,0,0,0.157,2.213,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,0,0,1.363,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,2.555,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,2.527,0
0,0,0,0.32,0.48,0,0,0,0,0,0,0,0,0,0.64,0.16,0,0,0.057,1.698,0
0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,1.29,1.94,0,0,0.188,2.686,0
0,0,0,0,0.83,0,0,0,0,0,0,0,0,0.83,0,0.83,0,0,0,3.137,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,1.769,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.705,0
0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,1.148,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,3.33,0,0,0,1.5,0
0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.387,1.131,0
0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0.45,1.138,0
0,0,0,0,2.59,0,0,0,0,0,0,0,0.64,0,0.64,0,0,0,0,1.5,0
2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,2.538,0
1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,2.105,0
1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,2.222,0
2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,2.692,0
1.78,0,0,0,1.78,0,0,0,0,0,0,0,1.78,0,1.78,0,0,0,0,2.388,0
0.8,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0.06,2.533,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,1.571,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0.208,2.655,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.22,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.285,2.043,0
0,0,0,0,1.1,0,0,0,0,0,0,0,0,0.06,0.06,0.19,0,0,0.093,1.11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.42,0,0,0,0,1.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473,1.687,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0.86,2.58,0.86,0,0,0,0.91,2.171,0
0.15,0,0,0,1.68,0.15,0,0,0,0,0,0,0,0,0.61,2.91,0,0,0.069,2.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,2.97,0,0,0.186,1.937,0
0.59,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0.59,1.19,0,0,0.212,1.7,0
0.31,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0.045,8.117,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,1.36,1.36,0,0,0.234,2.076,0
0,0,0,0,2.38,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0.809,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,2.72,0
0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0.85,3.84,0,0,0,2.769,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,1.86,0,0,0,0,0,0,0,0.46,0,0,0.46,0,0,0,1.117,0
0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,1.92,1.92,0,0,0,1.611,0
0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,1.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0.67,1.34,2.01,1.34,0,0,0,2.432,0
0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,1.22,0
0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,1,0
0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,1.147,0
