@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R5,7,16,21-22,24,28,30,34,37,39,41,46-48,50-52,54,56-58'

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.33,0,0.33,0.33,0,0,0.66,0.33,0,0,0,0,0,0,0,0.13,0.043,0,0,19,125,0
0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0.176,0,7,51,0
0,0,0,0.7,0,0.17,0,0.17,0.17,0.35,0,0,0.17,0,0,0.031,0,0.031,0,21,194,0
0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.15,0,0,0,11,71,0
0.44,0,0,0,0,0,0,0,0,0.89,0,0,1.33,0,0,0.139,0,0,0,16,116,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502,0,0,0,1,8,0
0.66,0,0,3.31,0,0,0.66,0.66,0.66,0,0.66,0,0,0,0,0.293,0,0,0,34,127,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453,0.181,0,0.09,28,214,0
0,0,0,5.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,0
2.25,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0.128,0,0,0.128,28,128,0
0,0,0,0.98,0,0,0,0,0,0,0,0,3.92,0,0,0,0,0,0,17,97,0
1.17,0,0,1.17,0,0,0.78,0,0,0,0,0,0,0,0,0.07,0,0.07,0,13,89,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0
0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,1,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,1.734,0,0,0,24,37,0
0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,53,0
0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0.325,0,0,0,51,133,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,49,0
0,0,0,0,0,0,0.41,0,0,0.2,0,0,0,0,0,0.148,0,0,0,15,187,0
0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,2,20,0
0.42,0,0,0,0,0,0,0.7,0,0.14,0,0,0,0,0,0.077,0,0,0,6,257,0
0.68,0,0,0.68,0,0,0.68,0.68,0.68,0.68,0.68,0,0,0,0,0.418,0.104,0,0,12,82,0
0.2,0,0,0.2,0,0,0.2,0.2,0.2,1,0.2,0,0,0,0.2,0.429,0.03,0,0,50,346,0
0,0,0,0,0,0,1.07,0,0,0,1.07,0,0,0,0,0.194,0,0,0,21,153,0
0,0,0,0,0,0,0,0.4,0,0.4,0.4,0,0,0,2.45,0.063,0.063,0.063,0,12,116,0
0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2.5,0.075,0,0.075,0,6,89,0
0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0.168,0.084,0.084,0.168,15,129,0
3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0,0,0,4,15,0
0,0,0,0.26,0,0,0,0,0,1.05,0,0,0,0,0.26,0.439,0,0,0,50,237,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0
0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0.308,0,0,0,11,103,0
0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.216,0,0.043,0,7,52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,7,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0,0,0,1,5,0
2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,0,1,8,0
0.53,0,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0.294,0,0.367,0,21,67,0
0.66,0,0,0,0,0,0,0,0,0.16,0,0.16,0,0,0,0.047,0.023,0,0,19,240,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.186,0,0,28,112,0
0,0,1.4,0,0,0,0,0,0,1.4,1.4,0,0,0,0,0,0,0,0,9,46,0
0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0.278,0,0,0,11,89,0
0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,4,33,0
2.85,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,38,0
0,0,0,0.15,0,0,0,0,0,0.47,0,0,0,0,0,0.234,0.064,0,0,42,890,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,4,61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156,0,10,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0
0,0,0,0,0,0,0,0,0,0,0,1.4,1.4,0,0,0.133,0,0,0,6,30,0
0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,2.56,0,0,0.375,0,7,36,0
0,0,0,0.22,0,0,0,0,0,0.22,0,0,0.11,0,0,0.198,0.03,0,0,81,678,0
0.19,0,0,0.19,0,0,0,0.06,0,0,0,0.13,0,0.06,0,0.143,0.057,0,0,37,880,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,0,0,0,2,10,0
0.15,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0.07,0.049,0,0,0,27,707,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925,16,41,0
0,0,0,0,0,0,1.26,1.26,0,0,0,0,0,0,0,0.141,0,0,0,10,57,0
0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0.103,0,4,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0,0,9,15,0
0.24,0,0.48,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,464,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.264,0,0.088,28,238,0
0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.266,0.066,0,0,200,378,0
0,0,0,0.37,0,0,0.37,0.37,0.37,0.74,0.74,0.37,0.37,0,0,0.192,0.064,0.32,0.064,17,177,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,0.198,14,64,0
0.6,0,0,0,0,0,0,0,0.6,0.6,0.6,0,0,0,0,0.085,0.085,0.085,0,22,92,0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.324,0,0.487,0,22,55,0
1.49,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0.229,0,0,0,10,49,0
1.33,0,0,1.33,0,0,0,0,1.33,0,0,0,0,0,0,0.681,0,0.227,0,22,55,0
1.07,0,0,0,0,0,0,1.07,1.07,0,0,0,0,0,0,0.37,0,0.185,0,22,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0.29,0,0,0.19,0,0,0,0,0,0.19,0,0,0,0,0,0.153,0.069,0,0,41,686,0
0.27,0,0.02,0.04,0,0,0,0,0,0.45,0,0,0,0,0.02,0.152,0.056,0,0,38,3086,0
0,0,0,0.56,0,0.56,0,0,0,0.56,0,0,0,0,0,0.299,0,0,0,13,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.863,0.143,0,0,33,148,0
0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.267,0.066,0,0,200,377,0
0.39,0,0,0.39,0,0.39,0,0,0,0,0,0,0,0,0,0.146,0,0,0,8,42,0
0.49,0,0,0,0,0,0,0.99,0,0.49,0,0,0,0,0.49,0.145,0,0,0,10,87,0
0,0,0,0.88,0,0,0.88,0.44,0.44,0,0,0,0,0,0,0.207,0,0,0.207,40,132,0
0,0,0,0.15,0,0,0,0,0,0.85,0,0,0,0,0,0.202,0.067,0,0,52,1303,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,0,1,1,0
0,0,0,0,0,0,0.24,0.24,0.24,0.24,0,0,0.49,0,0,0.15,0.075,0.037,0,12,206,0
0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0.286,0,0,0,12,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0,9,34,0
0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,35,0
0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0.094,0.094,0,12,63,0
0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,8,62,0
0.3,0,0,0.15,0,0,0,0,0,0.46,0,0,0,0,0,0.158,0.05,0,0,85,1423,0
0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,3,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,0,9,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0.072,0,0,11,64,0
0,0,0,0,0,0,2.53,1.26,0,0,0,0,0,0,0,0,0,0.208,0,11,51,0
0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,9,44,0
0,0,0,0.63,0,0,0.63,0.63,0.63,0.63,0.63,0,0,0,0,0.279,0.093,0,0,12,105,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343,0,0,0,8,317,0
0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,9,89,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,26,77,0
1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,0,3,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0.3,0,0,0,0,0,0,0,0,0.15,0,0,0.15,0,0,0.022,0,0,0,37,272,0
0,0,0,0,0,0,0,0,0,1.92,3.84,0,0,0,0,0,0,0.178,0,7,50,0
0.07,0,0,0.22,0,0,0,0,0,0.59,0,0,0,0,0,0.228,0.032,0,0,45,706,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,6,69,0
0,0,0,0,0,0,0.49,0.99,0,0,0,0,0,0,0,0.119,0,0,0,13,126,0
0,0,0,0,0,0,0.86,0.86,0.86,1.72,1.72,0,0,0,0,0.27,0.135,0.135,0,13,103,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0,6,32,0
0,0,0,0.83,0,0,0,0.27,0,0.83,0,0,0,0,1.1,0.349,0,0,0,79,316,0
2.22,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,0
0.93,0,0,0,0,0,0.46,0.46,0.46,0.46,0,0,0,0,0,0.2,0.066,0,0,42,330,0
3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,0,0,4,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0.404,0,15,27,0
0,0,0,0,0,0,0,0,0,0.37,0.37,0.75,1.12,0,0,0,0.063,0,0,14,85,0
0,0,0,0,0,0,2.73,0,0,0,1.36,0,0,0,0,0.475,0,0,0,11,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,7,0
0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0.267,0.066,0,0,200,376,0
0,0,0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,11,49,0
0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0
0,0,0,0,0,0,1.22,0,0,0.61,0,0,0.61,0,0,0.412,0,0,0,19,128,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0,0,0,4,18,0
0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0
0,0,0,1.22,0,0,0.81,0,0,0,0,0,0,0,0,0.199,0,0,0,11,105,0
0,0,0,0.25,0,0,0,0,0,0.43,0,0,0,0,0,0.16,0.037,0,0,36,598,0
0,0.23,0,0.23,0,0,1.17,0.23,0.23,0.47,0.23,0,0,0,0,0.237,0,0,0,12,334,0
0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,4,24,0
0,0,0,6.89,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,3,8,0
0.28,0,0,0,0,0,0.56,0,0,0.28,0.28,0,0,0,0,0.072,0,0,0,55,191,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0,1,4,0
0.17,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0.256,0,0,0,13,232,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,0,3,18,0
0,0,0,0,0,0,1.26,1.26,0,0,0,0,0,0,0,0.149,0,0.149,0,10,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0
0,0,0,0.33,0,0,0,0.33,0,0.66,0.33,1.33,0,0,0,0,0,0,0,20,181,0
0.9,0,0,0.9,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.281,0,13,76,0
0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0.136,0,0,0,24,179,0
0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0.155,0,0,0,15,83,0
1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,0,7,19,0
0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0.105,0,0,0,24,740,0
0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282,0,1,8,0
0,0,0.27,0.55,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,6,55,0
0,0,0,3.7,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0.613,0,1,8,0
0.49,0,0,0,0,0,0,0,0,0.49,0,0,0.49,0,0,0,0,0.091,0,5,51,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1.438,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,0
0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0.118,0,0,0,5,35,0
0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,15,70,0
0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0.253,0,0.169,0,7,52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,4,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0.374,0,0,0,5,71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0,0.361,0,4,38,0
0,0,0,0.39,0,0,0,0,0,0,0,0,0.39,0,0,0.284,0,0.284,0.071,12,72,0
0,0,0.45,0.9,0,0,0,0,0,0.45,0,0,0.45,0,0,0.227,0,0.056,0.056,70,290,0
0.35,0,0,0.35,0,0,0,0,0,0,0.35,0,0,0,0,0.064,0,0.324,0,3,56,0
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,1.07,0,0,0,0,0,0,0.35,0,0,0,0,0.12,0.06,0,0,11,118,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,55,0
0,0,0,0.87,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,21,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0,21,39,0
0.58,0,0,0,0,0,0,0,0,0,0.58,0,1.16,0,0,0.165,0,0.082,1.403,17,115,0
0,0,0,0.36,8.85,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.507,43,359,0
0,0,0,0,8.29,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.776,43,354,0
0,0,0,0,11.42,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.481,43,418,0
0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,3,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0
0.34,0,0,1.03,0,0,0,0,0,0,0,0,0.34,0,0,0.232,0,0.406,0,6,77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,2.56,0,0,7.69,0,0,0.395,0,0,0,18,39,0
0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,8,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,14,80,0
0.94,0,0,1.26,0,0,0.63,0,0,0,0,0,0,0,0,0.037,0,0.074,0,39,246,0
0.16,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0.561,0,10,136,0
0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.276,0,0.552,0,16,72,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0
0,0,0,3.61,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,3,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.478,0,3,5,0
0,0,0.78,0.58,0,0,0,0,0,0,0,0,0,0.19,0,0.239,0,0.444,0,8,122,0
0,0,0.29,0.58,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,3,55,0
0,0,0,1.61,0,0,0,0,0,1.61,0,0,4.83,0,0,0,0,0,0,15,53,0
0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,0
0,0,0,0,0,0,0,0,0,1.66,0,0,5,0,0,0,0,0,0,15,50,0
0,0,0,0,0,0,0,0,0,0.63,0,0,13.37,0,0,0.158,0,0,0.079,15,98,0
0,0,0,0,0,0,0,0,0,3.03,0,0,3.03,0,0,0,0,0,0,5,25,0
0,0,0.93,0,0,0,0,0,0,0.93,0,0,0.93,0,0,0.163,0,0,0,15,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0
0.54,0,0,1.64,0,0,0,0,0,0,0,0,1.09,0,0,0,0.097,0,0,11,59,0
0,0,0,0,0,0,0,1.61,0,0,0,0,1.61,0,0,0.63,0,0,0,5,19,0
