@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
1.1,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,0.082,16.826,1
0,0,0,0.68,0.45,0,0.45,0.22,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0.114,0,0.028,4.444,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0,0,4.066,1
0.87,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,5.114,1
0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.232,7.313,1
0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,20,1
1.59,0,0.3,0,0,0.24,0.85,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.052,0,0,1.748,1
1.25,0,0,0,1.25,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.11,3.897,1
2.15,0,0.25,0,0.15,0,0.05,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0.008,3.629,1
1.61,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.638,1
0.48,0,0,1.93,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,5.322,1
0.16,0,0,0,0.08,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.228,0,0,2.811,1
0,1.63,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.916,1
0,0.79,0,0,0,0,1.18,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,2.74,1
0.29,0,0,0,0.58,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,2.228,1
0,0.63,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,8.476,1
0,2,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,4.685,1
0.85,0.25,0.17,2.21,0.25,0.17,0.85,0.08,0,0,0,0,0,0,0,0,0,0,0.17,0.08,0,0.065,0,0.013,7.484,1
0.55,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,1.229,1
0.43,0,0,0,0,0,1.31,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,2.955,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,1
0.68,0.34,0,0,2.04,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,3.879,6.978,1
0.54,1.08,0,0,0.54,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.454,1
0.26,0,0,0,0.13,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,2.736,1
0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.038,0,0.038,2.6,1
0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25,1
2,0,1.33,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.133,1
0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,0,3.23,1
0.94,0,0,0,0.31,0.31,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,2.358,1
0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.888,1
0.18,0,0,0.18,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,0.03,1.874,1
0,0,0,0,1.43,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0,0,2.322,1
0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,0,6.137,1
0,1.25,0,0,1.25,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,3.976,1
0,0,0,0,0.65,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,1
6.25,3.12,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.428,1
1.51,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.937,1
1.26,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,3.558,1
1.02,0,0,0,0,1.02,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,1
0.27,0,0.13,0,1.11,0,0.06,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,3.401,1
0.47,1.43,0,0,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.361,1
1.17,0,0,0,0.78,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.111,1
0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0.22,0,0,0,0.56,0,0,0.22,0,0,0,0,0,0,0,0,0.11,0,0.11,0,0,0.157,0,0.078,2.606,1
0.96,0,0,0,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.066,0,3.315,1
0,0,0.25,0,0,0,1.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,3.417,1
0.42,0.85,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,4.84,1
0,0,1.44,0,1.44,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.157,1
0.28,0.14,0,0,0,2.31,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.484,15.086,1
1.44,0,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0,5.488,1
0.14,0.03,0.56,0.03,0.24,0,0.38,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0.116,6.152,1
0.32,0,0,0.16,1.14,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,2.233,5.833,1
0.52,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,2.22,1
0,0,0.87,0,0.32,0.29,0.34,0.84,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.058,0,0.182,3.697,1
0.42,0.42,0.42,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.221,0,0.177,8.777,1
0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,1
2.25,1.12,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,5.135,1
0.3,0.15,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0,0.02,5.058,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.875,1
0,0,0.28,0,0,0.86,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,0,0.046,3.535,1
0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,1.25,1
0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.017,8.033,1
0.19,0,0.19,0,0.76,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0.38,0,0,0.058,0,0,4.053,1
0.3,0,0.3,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0.052,1.738,1
0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,3.95,1
0,0.31,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0.086,0,0.26,3.244,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.225,1
0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,1.227,1
0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,5.875,1
0,1.16,0,0,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148,9.266,1
1.57,0,0,0,1.57,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555,1
1.56,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,2.132,1
0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,1.773,1
0.76,0.38,0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,4.523,1
0.36,0,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.031,0.031,3.758,1
0.22,0,0,0,0.56,0,0,0.22,0,0,0,0,0,0,0,0,0.11,0,0.11,0,0,0.157,0,0.078,2.576,1
1.85,0.37,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,2.492,1
0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0.73,0,0,0,0,0,0.21,0,0,1.866,1
0,0,0,0,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,3.166,1
1.57,0.06,0.3,0,0,0.24,0.84,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.052,0,0,1.733,1
0,0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.916,1
0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.184,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,2.111,1
0.54,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,1.969,1
0,0.84,0,0,0.84,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.51,0,0,2.05,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,5.038,1
0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.882,6.266,1
0.47,0.15,0,0,0,1.58,0.15,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,5.241,1
0,1.16,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.36,1.1,0,0,0.36,0,0.36,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,4.411,1
0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1
0.29,0.14,0.14,0.14,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,5.02,1
0.66,0,0.66,0,0.66,0,1.66,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,5.428,1
0.36,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,1.53,1
0,0.19,0,0,0.98,0.39,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0.025,6.652,1
0.05,0,0.38,0.13,0.19,0,1.14,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0.159,6.789,1
0.12,0,0,0,0.12,0,0,0,0,0,0.24,0.12,0.12,0,0,0.6,0.12,0.36,0,0,0,0.352,0,0,2.337,1
0.88,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0.44,0,0.224,0,0.149,3.384,1
0,0,0,0,0.41,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0.331,0,5.019,1
0,0,0,0,2.5,0.31,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0.055,1.672,1
0,1.65,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,1
1.78,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,2.25,1
0.53,0,0.66,0.06,0.26,0,0.39,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0.034,13.235,1
0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,1.512,1
0.63,0.31,0.31,0,0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0.054,1.515,1
0,0,0.38,1.15,0.19,1.15,1.35,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0.054,14.619,1
0.87,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,5.114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0.177,0,0,4.047,1
0.37,0,0,0,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0.065,62.5,1
1.44,0.05,0.28,0,0,0.23,0.74,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.03,2.051,1
1.63,0,0.4,0,0,0.32,1.14,0.08,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.058,0,0,1.725,1
0.04,0.18,0.61,0.32,0.89,0.04,0.46,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0.062,5.759,1
0.38,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.059,0,0,3.28,1
0.36,0,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.031,0.031,3.816,1
0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
1.28,0.28,0,0,0.14,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.078,0,0,7,1
0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.538,1
0,1.63,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.592,1
0.11,0.05,0.45,0.05,0,0,0.56,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.04,4.945,1
0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.266,1
0.39,0.19,0,0,0,0.59,0.19,0.39,0,0,0.59,0,0,0,0,0.19,0,0,0,0,0,0.074,0,0,4.965,1
0.25,0.03,0.65,0.25,0.54,0.14,0.29,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.073,0,3.328,1
0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0.25,4.551,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,1.25,0,0.62,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,2.35,1
0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457,0,0.124,2.614,1
0,0.22,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.271,0,0,1.869,1
0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,1
0.21,0.1,0.32,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,1.987,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0,0,3.925,1
0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,1
0,1.56,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0.183,11.714,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,2.166,1
0.69,0.69,0.69,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,8.781,1
1.07,0.19,0.19,0.09,0,0.68,0.09,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0.029,4.285,1
0.61,0.4,0,0,0.1,0.5,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0.032,3.179,1
0.14,0,0.65,0.03,0.21,0,0.5,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0.132,6.683,1
0.53,0.17,0,0,0,1.61,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,5.163,1
0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.375,1
0.54,1.08,0,0,0.54,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.323,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,3.714,1
0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.087,0.35,8.271,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.692,1
0.44,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.413,1
0,0,0,0,0.79,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.347,0,5.793,1
0.04,0.04,0.52,0,0.23,0,0.97,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0.145,5.328,1
0.97,0.97,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,3.052,1
0,1.18,0,0,0,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.275,1
0,0,0,0,0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.047,0,2.03,1
0.22,0.11,0.33,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,1.98,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0.122,0,0,1.456,1
0.6,0.4,0,0,0.1,0.4,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265,0.033,3.16,1
0.95,0,0,0,0.95,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0.066,0,3.459,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0.17,0,0,3.761,1
0.38,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,3.836,1
0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.125,0,0,1.477,1
0.68,0.68,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.488,1
1.34,0.44,0,0,0.44,0,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,6.77,1
0.35,0,0.79,0.26,0,0,0.61,0.7,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0.081,0,0.011,19.234,1
0.28,0,0,0,0.57,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0.191,11.735,1
1.34,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0.02,0,0,2.351,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,1
0.15,0,0.62,0.03,0.23,0,0.46,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,0.124,6.11,1
0.32,0.16,0.16,0.16,0.16,0.16,0,0,0,0,0.16,0,0,0,0.16,0,0,0,0,0,0,0,0,0.049,5.709,1
0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
1.57,0.06,0.3,0,0,0.24,0.85,0.06,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.052,0,0,1.74,1
0.99,0.99,0,0,0.49,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.228,1
0.53,0.08,0.08,0.17,0.35,0.26,0.17,1.5,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0.044,0,0.014,4.137,1
0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,3.6,1
0.6,0.6,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0,0,6.166,1
0.6,0.4,0,0,0.1,0.4,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.032,3.173,1
0.53,0,0,2.12,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,5.038,1
0.36,0,0,0,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.031,0.031,3.689,1
1.9,0.95,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1
1.29,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.586,1
1.3,0,0.65,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04,1
0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.785,1
0.61,0.3,0,0,0,3.53,0,0.15,0,0,0,0,0,0,0.15,0,0,0,0.3,0,0,0.271,0,0.022,9.744,1
0,0,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,1102.5,1
0.61,0,1.53,0,0,0,0.3,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0,0,2.132,1
0.52,0.26,0,0,0.26,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,0.147,2.145,1
0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.124,0,0,1.477,1
0.43,0.43,0.17,0.6,0.78,0.17,0.95,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0.013,6.395,1
0,1.94,0,0,2.91,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,6.266,1
0,0,0,0,0.27,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.095,0.381,2.353,1
0.33,0.33,0,0,1,2.68,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0.107,6.111,1
0.13,0.09,0.42,0.03,0.26,0,0.32,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.016,0.109,5.632,1
1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,3.416,1
0,0,0,0,0,0,0,0,3.58,0,0,0,0.39,0,0,0,0,0,0,0.39,0,0,0,0,2.5,1
0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.538,1
1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.208,0,0,3.521,1
1.14,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0.081,16.217,1
0,0,2.58,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.266,1
2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436,0,0,4.142,1
0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,1
0.54,0.27,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.04,0,0,2.121,1
1.24,0.62,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.318,1
0.17,0.17,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,1.559,1
1.14,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0.081,16.217,1
0.16,0,0,0,1.95,0.48,0.16,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.053,0.026,5.216,1
0,0,0,0,2.04,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0,1.787,1
0.08,0.08,0.32,0,0.08,0,0.16,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0.151,15.547,1
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,2.9,1
0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,3.343,1
0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.125,0,0,1.477,1
1.48,1.48,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.346,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1
0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466,9.2,1
2.24,1.12,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,4.974,1
0.65,0,0,0,0,1.97,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.173,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,2.675,1
0.07,0,0,0,0.17,0.03,0.1,0.17,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0.071,0,0,2.106,1
0.23,0,0,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,1.294,1
0.85,0,0.42,0,1.28,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,11.592,1
0.75,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.8,1
