@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,5,7,11,17,30-32,35,42,44-46,48,50-53,55-58'

@attribute Word_freq_address numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_business numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,1.6,7,16,0
0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,1.142,2,8,0
0,0,0,0,0,0.77,0.77,0,1.55,0,0,0,0,0,0.198,0,0.099,0,2.325,30,93,0
0,0.32,0,0,0,0,0,0,0,0,0.65,0,0,0,0.257,0,0,0,1.3,7,104,0
0,0.56,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0.09,0.135,0,0,1.962,15,155,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,1.88,13,47,0
0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0.058,0,1.068,3,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0
0,0.73,0,0,0,0,0,0,0,0.14,0.14,0,0,1.32,0.321,0.18,0.14,0,1.891,24,522,0
0.51,1.02,0,0,0.51,0,0,0,0,0,0.51,0,0,0,0.071,0,0,0,2.076,9,108,0
0,0,0,0,0.91,0.91,0,0,0,0,0,0,0,0,0.12,0,0.241,0,3.541,26,85,0
0,0,0,0,0,0,0,0,0,0,0,1.44,1.44,0,0,0.114,0.114,0,1.645,12,51,0
0,0,0,0,0,0,0,0,0,2.7,0.54,0,0,0,0.087,0,0.087,0,2.363,5,52,0
0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,2,12,0
0,0,0,0,0,0,0,0,0,0,1.1,0.55,0,0,0.092,0,0,0,1.84,5,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,0,2.166,18,52,0
0.39,0.19,0,0,0,0,0,0,0,0,0,0.09,5.74,0,0.08,0,0.016,0,1.679,17,178,0
0,0.31,0,0.31,0.62,0,0,0,0,0,0,0,0,0,0.108,0,0.054,0,2.735,14,145,0
0,0.26,0,0,0.52,0,0,0,0,0,0.06,0,0,0,0.117,0,0,0.063,2.121,25,751,0
0,0.46,0,0,0.46,0.92,0,0,0,0,0,0.15,0,0,0.085,0,0,0,1.535,6,238,0
0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.042,0,0.021,2.79,36,681,0
0.06,0.4,0,0,0.06,0,0,0,0,0,0.06,0.06,0,0.13,0.093,0,0,0.018,2.423,26,693,0
0,0,0,0,0,0,0,0,0.67,0,0,0.67,0,0,0.386,0,0,0,3.27,19,121,0
0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0,1.923,7,50,0
0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0.925,0,1.833,6,11,0
0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,1.333,2,4,0
0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,5,65,0
0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0.08,0,0,0,2.023,27,694,0
0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.297,0,0,0,1.803,27,238,0
0.03,0,0,0.03,0.03,0.06,0,0,0,0,0,0.12,1.19,0,0.178,0,0.128,0,3.427,49,1827,0
0,0,0,0,0,0,0,0,0,0,6.34,0,0,0,0,0,0,0,1.259,3,34,0
0,0.59,0,0,0,0.59,0.59,0,0.59,0,0,0,0,0,0.177,0,0.088,0,1.8,10,81,0
0,3.27,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,1.545,5,17,0
0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,1.166,2,21,0
0,2.08,0,0.83,0,0,0,0,0,0,0,0,0,0,0.131,0,0.329,0,2.962,11,157,0
0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0.682,0,0,0,4.208,15,101,0
0,0.16,0,0,0,0,0,0,0,0,0,0.05,0,0,0.195,0.062,0,0.015,2.758,47,1073,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,0.217,0,1.34,14,67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4,10,0
0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0.408,0,0,0,2.125,17,51,0
0.05,0.31,0,0,0.1,0.21,0.1,0,0.1,0,0,0.1,0,0.15,0.168,0,0.038,0.061,1.704,25,939,0
0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0.108,0,0,0.108,2.634,23,303,0
0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0.416,0,0,0,1,1,9,0
0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,1.382,5,47,0
0,0,0,0,0,0.88,0,0,0.59,0,0,0,0,0.29,0.273,0,0,0,3.317,75,282,0
0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,1.764,6,30,0
0,0,0,0,0,0.86,0.86,0,0.86,0,0,0,0,0,0.11,0,0.11,0,1.812,10,58,0
0,0,0,0,0,0.57,0,0,0,0,0.57,0,0,0,0,0,0,0,1.379,5,40,0
0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.04,0,0,0,1.883,9,211,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,39,40,0
0.39,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0.192,0,0.128,0,1.229,6,75,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,29,53,0
0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.199,0,0,0,2.204,9,205,0
0,0,0,0,0,1.65,0,0,0,0,0.41,0,0,0.41,0.198,0,0,0,1.569,7,113,0
0,0,0,0,0,0.8,0.8,0.8,0.8,0,0,1.6,0,0,0.25,0,0,0,2.065,12,95,0
0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0.311,0,0,0,2.486,11,92,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.351,0,0,0,3.7,26,37,0
0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0.719,0,0,0,1.571,3,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.124,0,0,3.904,28,164,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.343,0,0,4.326,28,822,0
0,0,0,0,0,0,0,0,1.56,3.12,0,0,0,0,0.515,0,0,0,3.285,24,69,0
0,0,0,0,0,0,0,0,0,0,0,0,1.58,1.58,0,0,0,0,2.227,7,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,2,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0.262,0,0,0,1.625,7,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,4,12,0
0.68,0,0,0,0,0.68,0.68,0.68,0.68,0,0,0.68,0.68,0,0.216,0.108,0.216,0,2.754,25,157,0
3.27,1.63,0,0,0,0,0,1.63,0,0,0,0,0,0,0.527,0,0.263,0,2.12,22,53,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0.35,0.17,0,0,0.17,0,0,0,0,0.7,0,0.17,0,0,0.038,0,0.019,0,2.059,28,447,0
0,0.16,0,0,0,0,0,0,0,0,0.05,0,0,0,0.211,0.04,0,0.016,2.787,47,1090,0
0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0.317,0,0,0,1.269,5,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.652,9,114,0
0,0,0,0,0,0,0,0,0.28,0,1.14,0,0,0.28,0.43,0,0,0,2.902,55,238,0
0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,1.59,5,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.081,0,0,1,1,3,0
0,0,0,0,0,0,0,0,2.12,0,0,2.12,0,0,0.714,0,0,0,2.708,15,65,0
0,0,0,0,0,0.64,0.64,0.64,0.64,0,0,0.32,1.94,0,0.255,0.102,0,0,2.197,15,156,0
0,0,0,0,0,4.76,4.76,4.76,4.76,0,0,0,0,0,1.257,0,0,0,3.333,11,30,0
0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0.665,0,0,0.665,4.571,25,64,0
0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.251,0.029,0,0.029,2.784,32,490,0
0,0.26,0,0,0.39,0,0,0,0,0,0,0,0,0,0.089,0.017,0.035,0.053,5.189,107,685,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,1.475,11,59,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.38,0,0,0,1.806,11,56,0
0,0,0,0,0,0.28,0.28,0.28,0.28,0,0,0.57,0.28,0,0.324,0.046,0,0,2.24,12,372,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,5,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,5,18,0
0,0,0,0,0,0,0,0,0,0,0,1.92,1.92,0,0.098,0.295,0,0,1.813,13,107,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,3,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098,0,2.142,9,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,8,19,0
0,1.54,0,0,0,0.51,0,0,0.51,0,0,0,0.51,0,0.158,0,0.079,0,1.711,15,77,0
0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0.317,0,0,0,1.125,2,9,0
0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,1.466,6,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,2.361,30,85,0
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,29,53,0
0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0.465,0,0,0,1.769,6,23,0
0,0.23,0,0,0,0.47,0.23,0,0,0,0,0,0,0,0.107,0,0,0,1.595,8,142,0
0,0.55,0,0,0.11,0.11,0,0,0,0,0,0.22,0,0.11,0.156,0.034,0.017,0,3.061,38,600,0
0.11,0.11,0,0,0,0,0,0,0,0.11,0,0,0,0,0.177,0.029,0,0.029,4.296,81,653,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,2.481,76,201,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.488,12,64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,3.2,12,16,0
0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,1,1,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0.33,0,0,1.444,5,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0.15,0.15,0,0.3,0,0.15,0,0,0,0,0,0,0.61,0.15,0.137,0,0,0,2.276,20,485,0
0,0,0,0,0,1.29,1.29,0,1.29,0,0,0.64,0,0,0.324,0.194,0.129,0,2.142,10,150,0
0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0.444,0,2.333,12,28,0
0,0,0,0,0.21,0,0,0,0,0,0.1,0,0,0,0.138,0,0.041,0.041,2.321,31,469,0
0,0,0,0,0,0.25,0.25,0.25,0.25,0,0,0.25,0,0,0.473,0.043,0.043,0,2.111,17,190,0
0,0.44,0,0,0,0.88,0,0,0.88,0,0,0,0,0.44,0.506,0,0.05,0,3.772,45,249,0
0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0.374,0,1.375,5,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,0,0,0,0,0,1.23,0,1.23,0,0,0.404,0,0,0,1.187,4,19,0
0,0,0,0.15,0.53,0,0,0,0,0,0,0,0,0,0.174,0,0,0.023,2.182,24,659,0
0,0.4,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0.042,0,0.014,0,4.325,63,545,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.273,0,0,0,3.5,24,35,0
0,0,0,0,0,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,1.657,8,58,0
0,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,1,1,2,0
0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,1.913,13,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,4,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0.049,0,1.919,54,167,0
0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0.279,0,0.139,0,2.13,15,49,0
0,1.04,0,0,0,0.2,0.2,0.2,0.2,0.41,0.1,0.1,0,0.1,0.523,0.016,0,0.016,2.232,47,393,0
0,3.92,0,0,0,0,0,0,0,1.96,1.96,1.96,0,0,0,0,0.348,0,1.312,4,21,0
0,0.71,0,0,0,0,0,0,0,0.71,0,0.71,0,0.71,0.125,0.062,0,0.062,1.574,6,85,0
0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0.438,0.146,0,0,3.657,35,534,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,6,26,0
0,0.24,0,0,0.24,0.24,0,0,0.24,0,0,0,0,0,0,0,0,0,1.831,13,152,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.888,8,35,0
0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.033,0,0.033,3.211,32,485,0
0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0.124,0,2.333,31,77,0
0,0,0,0.14,0.58,0,0,0,0.29,0.43,0,0.14,0,0.29,0.019,0.019,0,0,2.174,35,461,0
0,2.32,0,0,0,0.77,0.77,0.77,0.77,0,0,0,0,0,0.376,0.125,0,0,2.4,11,48,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,1.666,4,25,0
0,0.32,0,0,0,0,0,0,0,0,1.29,0.32,0,0,0.145,0.048,0,0,1.967,18,120,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,0,0,1.64,5,146,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,2,11,0
0.85,0,0,0,0,0.42,0.42,0,0.42,0,0,0,0,0,0.112,0,0.056,0,1.602,14,125,0
0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,1,1,18,0
0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,3.153,38,82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,0
0,0.34,0,0,0,0.68,0,0,0.68,0,0,0.68,0.34,0,0.292,0.058,0,0,2.333,15,182,0
0,0,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,1.947,12,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.093,0,0.093,0,1.275,4,51,0
0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0.26,1.592,5,43,0
0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.159,0,0,0.159,1.515,5,50,0
0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,1.142,2,8,0
0,0,0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0.704,0,1,1,10,0
0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,2.666,7,24,0
0,0,0,0,0,0,0,0,0,0,0.47,0.47,1.91,0,0.076,0,0.076,0,1.833,12,77,0
0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0.09,0,1.466,6,44,0
0.63,0,0,0,0,0,0,0,0,0,0,1.27,1.91,0,0.204,0,0.102,0,1.361,4,49,0
0,0,0,0,0,0,0,0,0,0,0,1.47,1.47,0,1.066,0,0.213,0,1.333,3,36,0
0,0,0,0,0,0,0,0,0,0,0,0.44,0.44,0,0,0,0,0,2.063,47,97,0
0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0.275,0,1.625,9,39,0
0,0.27,0,0,0,0,0,0,0,0,0,0.54,0.27,0,0.091,0,0.045,0,2.078,47,106,0
0,0,0,0,0,0,0,0,0,0,0,0.49,0.16,0,0.039,0,0.059,0,1.632,47,191,0
0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,2.137,47,109,0
0,0,0,0,0,0,0,0,0,0,0,2.56,1.28,0,0,0,0,0,3.772,51,83,0
0,0.25,0,0,0,0,0,0,0,0,0,0.76,0.25,0,0.094,0,0.047,0,1.884,51,147,0
0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,4.368,51,83,0
0,0,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0.159,0,1.346,4,35,0
0,0,0,0,0,0,0,0,0,0,0,0.71,0.71,0,0,0,0,0,2.939,51,97,0
0,0,0,0,0,0,0,0,0,0.96,0,2.88,0,0,0.327,0,0.327,0.327,1.482,4,43,0
0,0,0,0,0,0,0,0,0,0,0,1.36,0.68,0,0.113,0,0,0,1.315,4,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0,1,1,31,0
0,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,1.514,21,159,0
0,0,0,0,0,0,0,0,0,0,0,0.19,1.19,0,0,0,0.029,0,1.131,11,155,0
0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.103,0,5.054,0,1.403,18,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,1.285,3,18,0
1.38,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,2.052,21,39,0
1.42,0,0,0,0,0,0,0,0,0,0,1.42,1.42,0,0,0,0,0,3.555,21,96,0
0,0,0,0,0,0.36,0,0,0.36,0,0,0,0,0,0.231,0,0,0,2.482,16,144,0
0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0.154,0,0.154,0,3.304,48,76,0
0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0.204,0,0,0,1.75,11,35,0
0.37,0.09,0,0,0.09,0,0,0,0,0,0,0.18,0,0,0.056,0,0.142,0.071,1.934,19,383,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0,6.186,43,266,0
0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,1.076,3,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0
0,0.3,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,1.505,14,128,0
0,0,0,0,0,1.39,0,0,0,0,0,0.69,1.39,0,0.221,0,0,0,2.184,12,83,0
0,0,0,0,0,0,0,0,0,0,0,1.25,1.25,0,0,0,0,0.204,2.45,15,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0.563,0,2.928,55,82,0
0,0,0,0,0,0,0,0,0,0,0,0.92,1.85,0,0.295,0,0,0,2.535,12,71,0
0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0.633,0,1.386,11,61,0
0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0.083,0,0.099,0,1.329,18,214,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,4,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,1,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225,0,1,1,4,0
0.16,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0.119,0,0.149,0,2.178,107,244,0
0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.216,0,0.162,0,5.07,70,289,0
0,0.68,0,0,0,0,0,0,0,0,0,0.68,0,0,0.173,0,0.463,0,1.538,11,80,0
0,0,0,0,0,0,0,0,0,0,1.28,1.28,0,0,0,0,0,0,1.428,2,10,0
0,0,0,0,0,0,0,0,0,0,3.12,3.12,0,0,0,0,0.467,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.554,0,0,0,2.294,15,39,0
0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.074,0,0.149,0,1.115,2,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,0,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0.112,0,2.933,23,311,0
0,0,0,0,0,0,0,0,0,0,0,1.58,1.58,0,0,0,0,0,2.071,14,29,0
0,0,0,0,0,0,0,0,0,0.88,0,0.88,1.76,0,0.125,0,0.125,0,1.681,5,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0
0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.294,0,0,0,1.166,2,14,0
0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0.334,0,0,0,3.333,18,60,0
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,2,3,4,0
0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0.254,0,0,0,1,1,13,0
0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,1.2,3,24,0
0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,1.571,5,11,0
0,0.36,0,0,0.36,0,0,0,0,0,0,0,0,0,0.112,0,0,0,1.793,21,174,0
0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0.185,0,0,0,2.468,11,79,0
