@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,9-10,12-13,18-19,24-26,30,33,42-43,47,52-55,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_table numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,4.63,0,2.64,1.98,0.66,0,0,0,0,0,0,0,3.968,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,4.037,0
0,0,0,1.36,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,2.307,0
0,0,0.75,0,0,0,1.5,0,0.75,0.75,0,0,0,0,0,0,0.128,0.128,3.657,0
0,0,0,0,0,0,1.96,0,1.96,1.96,0,0,0,0.98,0,0,0,0,3.129,0
0,0,0.39,1.17,0,0.39,3.12,0,0,0,0,0,0,0,0,0.07,0,0,2.069,0
0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,4.8,0
0,0,1.23,0.61,2.46,0,3.08,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.083,0
0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,0,1.09,2.19,0,0,0,0,1.09,1.09,0,0,0,0,0,0,0,0,4.586,0
0,0,0,0,0,0,1.17,0,4.7,2.35,0,0,0,0,0,0,0,0,2.882,0
0,0,0.2,0,0,0.2,0.2,0,0.2,0.2,0,0.2,0,0,0,0,0,0,1.669,0
0,0,0,1.09,0,0,3.29,0,0,0,2.19,0,0,0,0,0,0,0,1.111,0
0,0,0,0.98,0,0,0,0,1.82,0.28,0.7,0,0,0,0,0,0,0,1.502,0
0,0,0.68,0.68,0,0.68,1.36,0,2.72,1.36,0.68,0,0,0.68,0,0,0,0,2.102,0
0,0,0.8,1,0,0,0.2,0,1.4,1.6,0.2,0,0,0.2,0,0,0,0,2.703,0
0,0,0.53,2.68,0,0,0.53,0,0.53,0.53,0,0,0,0,0,0,0,0,3.731,0
0,0,0,0.81,0.4,0,1.22,0,2.86,2.45,0.4,0,0,0,0,0.063,0,0,1.611,0
0,0,0,1,0.5,0,1.5,0,1,0.5,0.5,0,0,0,0,0.075,0,0,1.483,0
0,0,0,0.5,0,0.5,1.5,0,2.01,1.5,0,0,0,0,0,0.084,0,0.168,2.303,0
0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,1.05,1.31,0,0,0.26,0,0.26,1.05,0,0,0,0,0,0,0,0,2.724,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0
0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,1.555,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0.87,2.63,0,0,0.87,0,0.87,0.87,0,0,0,0,0,0,0,0,3.029,0
0,0,0,0.28,0.28,0,0.57,0,0.86,0,0,0,0.28,0,0,0.043,0,0,1.3,0
0,0,0,1.16,0,0,0,0,1.16,1.16,0,0,0,0,0,0,0,0,1.476,0
0,0,0,0,0,0,6.81,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1.07,0,0,0,3.76,0,0,0,0,0,0,0,0,0.367,0,0,2.161,0
0,0,0,0.66,0,0,0.16,0,0,0,0,0,0,0.16,0,0,0,0,1.983,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.862,0
0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,0
0,0,0.78,0,0,0,1.56,0,0.78,0.78,0,0,0,0,0,0,0,0,2.472,0
0,0,0,0.76,0,0,1.53,0,0,0,0,0.76,0.76,0,0,0,0,0,1.269,0
0,0,0,0,0,2.85,0,0,0,0,0,2.85,0,0,0,0,0,0,3.8,0
0,0.71,0,0.31,0,0,0.31,0,0.55,0.63,0,0.79,0,0,0,0,0.021,0,3.617,0
0,0,0,0.26,0.53,0,0.53,0,0.8,0,0,0,0,0,0,0,0.043,0,1.487,0
0,0,3.33,3.33,0,0,3.33,0,0,0,0,0,0,0,0,1.156,0,0,2.333,0
0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,1,0
0,0,0,0.81,1.62,0,1.62,0,0,0,0,0,0,0,0,0,0,0,1.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,2.25,0
0,1.02,0,0.34,0,0,0.45,0,0.56,0.68,0,0.34,0,0,0,0,0.03,0,4.211,0
0,0.73,0,0.19,0,0.06,0.26,0,0.79,0.86,0.06,1.06,0,0,0.06,0,0.019,0,2.716,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0.07,0.07,0.83,0.15,0,0,0,4.42,0,0,0.07,0,0,0,0,0.009,0,2.356,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925,5.857,0
0,0,0,0,0,1.26,0,0,2.53,1.26,1.26,0,0,0,0,0,0,0,2.28,0
0,0,0,1.25,0,0,0.62,0,1.87,0.62,0,0,0,0,0,0.103,0,0,1.347,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,0
0,0,0,0.72,0,0,1.44,0,1.92,0,0,0,0,0,0,0,0,0,6.823,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,4.25,0
0,0,0,1.4,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,2.23,0,1.11,0.37,0.37,0,0,0.74,0,0.32,0,0.064,1.923,0
0,0,0,1.14,0,0,2.29,0,1.14,1.14,0,0,0,0,0,0.596,0,0.198,2.133,0
0,0,0,0.6,0,0,3.01,0,0,0,0,0,0,0.6,0,0.085,0,0,1.735,0
0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0.487,0,0,2.291,0
0,0,0,0,0,0,1.49,0,4.47,2.98,0,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,2.037,0
0,0,0,0,0,0,0,0,1.07,0,1.07,0,0,0,0,0.185,0,0,2.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,3.17,0,0,3.17,0,1.58,0,0,0,6.34,0,0,0,0,0,1.384,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.87,0,0.29,0.09,0,0.39,0,0.58,0.68,0,0.29,0,0,0,0,0.041,0,3.298,0
0,0.14,0,0.05,0,0.01,0.05,0,0.48,0.49,0,0.36,0,0.04,0,0,0.004,0,2.63,0
0,0,0,1.12,0,0,2.24,0.56,0,0,0,0,0,0.56,0,0,0,0,2.236,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.484,0
0,0,0,1.4,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,17.952,0
0,0,0.39,0,0,0,0.78,0.39,0,0,0,0,0,0,0,0,0,0,1.354,0
0,0,0,0.49,0.99,0,0.49,0,2.48,0.99,0.99,0,0,0,0,0,0,0,1.641,0
0,0,0,0.44,0,0,0.88,0,1.32,0.88,0.44,0,0,0,0,0,0,0.207,2.588,0
0,0.47,0,0.15,0,0.05,0.21,0,0.79,0.85,0,0.47,0,0,0,0,0.014,0,3.117,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.97,1.72,0.24,0.24,0,0.24,0,0.037,0,0,2.367,0
0,0,4.54,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.277,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,0
0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0.304,0,0,2.125,0
0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,1.944,0
0,0,0,0,0,0,2.03,0,2.53,2.53,0,1.01,0,0.5,0,0.094,0,0,1.26,0
0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.237,0,0,2.583,0
0,0.51,0,0.15,0,0.05,0.2,0,0.67,0.72,0,0.2,0,0,0,0,0.014,0,3.764,0
0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0.178,0,0,1.272,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.636,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523,0
0,0,0,0,0,0,2.53,0,1.26,1.26,1.26,0,0,0,0,0.208,0,0,1.758,0
0.88,0,0,0.88,0,0,0.88,0,0,0,0,1.76,0,0,0,0,0,0,1.629,0
0,0,0.63,0.63,0,0,0,0,2.54,1.91,0.63,0,0,0.63,0,0,0,0,1.981,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.226,0
0,0,0,1.39,0,0,0.23,0,0.23,0.23,0,0.23,0,0,0,0,0,0,1.483,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,0
0,0,1.06,1.06,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,1.785,0
0,0.36,0,0,0,0.36,1.84,0,0,0,0,0,0,0,0,0,0,0,1.277,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.76,0,0,0.15,0,0.3,0.15,0,0,0,0,0,0,0,0,1.59,0
0,0,0,0,0,0,0,0,1.92,0,0,3.84,0,0,0,0.178,0,0,1.666,0
0,0.74,0,0.22,0,0.07,0.29,0,0.67,0.74,0,1.63,0,0.07,0,0,0.021,0,3.03,0
0,0,0,0,0,0,2.32,0,0,0,0,4.65,0,0,0,0,0,0,1,0
0,0,0,0.86,0,0,0,0,0,0,0,4.74,0,0,0,0,0,0,1.21,0
0,0,0,0.49,0,0,0,0,1.98,0.49,0.99,0,0,0,0,0,0,0,2.135,0
0,0,0,0,0.86,0,0,0,3.44,2.58,0.86,0,0,1.72,0,0.135,0,0,2.288,0
0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,1.523,0
0,0,0.27,0.55,0,0,1.1,0,1.1,0.27,0.27,0,0,0,0,0,0,0,2.724,0
0,0,0,3.33,0,0,1.11,0,1.11,1.11,0,0,0,0,0,0,0,0,1,0
0,0,0.93,0.46,0,0,1.4,0,4.22,1.87,0.46,0,0,0.46,0,0,0,0,5.593,0
0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,0
0,0,0,0,0,0,2.27,0,0,0,0,0,0,0,0,0.404,0,0,2.076,0
0,0,0,0,0,0,0.37,0,0,0,0,0,0,0.37,0,0,0,0,2.023,0
0,0,1.36,0,0,0,0,0,1.36,1.36,0,0,0,0,0,0,0,0,3.478,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0,1.4,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,17.904,0
0,0,0,0,0,0,1.81,0,3.63,1.81,3.63,0,0,0,0,0,0,0,2.227,0
0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0.265,0,1.347,0
0,0,0,1.22,0,0.61,0,0,0.61,0.61,0,0.61,0,0,0,0,0,0,2.206,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384,0
0,0,0,1.75,0,0,3.5,0,0,0,0,0,0,0,0,0,0.651,0,1.125,0
0,0,0.4,0.4,0,0,0,0,0.4,0.4,0,0.81,0,0,0,0,0,0,2.386,0
0,0.77,0,0.25,0,0.08,0.34,0,0.77,0.86,0,0.25,0,0,0,0,0.024,0,2.634,0
0.23,0,0.47,0,0,0,1.17,0,1.64,0.7,0.23,0,0,0.47,0,0,0,0,2.42,0
0,0,0,0.86,0,0,2.6,0,0,0,0,0,0,0.86,0,0.167,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,2,0
0,0,0,0.84,0,0,0.28,0,1.69,0,0,0,0,0,0,0,0,0,1.948,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0,0,1,0
0,0,0,0.88,0,0,0.17,0,0.35,0.17,0.17,0,0,0,0,0,0,0,2.053,0
0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,1.285,0
0,0,0,0,0,1.26,0,0,2.53,1.26,1.26,0,0,0,0,0.149,0,0,1.423,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,0
0,0,0,0.33,0.33,0,1,0,8.69,4.68,0.33,0,0,0,0,0,0,0,2.701,0
0,0,0,0,0,0,2.7,0,0,0,0,0,0,1.8,0,0.281,0,0,1.551,0
0,0,0,0,0,0,0,0,1.79,1.79,0,0,0,0,0,0,0,0,1.988,0
0,0,0,0,0,0,0,0,3.29,2.19,0,0,0,0,0,0,0,0,2.862,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111,0
0,0.08,0,0.74,0.57,0,0,0,3.3,0,0,0,0,0,0,0,0.023,0,1.878,0
0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,3.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.282,0,0,1,0
0,0,0,0.27,1.39,0.27,2.79,0,0,0,0,0,0,0,0,0,0,0,1.195,0
0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,0.613,0,0,1,0
0,0,0,0.99,0,0,0.99,0,0,0,0,0,0,0,0,0.091,0,0,1.214,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.438,0,0,1,0
0,0,0,1.53,0,0,4.61,0,0,0,0,0,0,0,0,0,0,0,2.222,0
0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0.118,0,1.59,0
0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2.413,0
0,0,2.55,0,0,0,3.06,0,0,0,0,0,0,0,0,0.169,0.169,0,1.677,0
0,0,0,0,1.13,0,1.13,0,0,0,0,0,0,0,0,0,0.211,0,1.347,0
0,0,0,0.69,0,0,2.09,0,0,0,0,0,0.69,0,0,0,0,0,1.775,0
0,0,1.17,2.35,1.17,0,1.17,0,0,0,0,0,1.17,0,0,0.361,0.18,0,1.652,0
0,0,0,2.35,0.78,0,3.13,0,0,0,0,0,0,0,0,0.284,0.213,0.071,1.565,0
0,0,0.45,0,0,0.45,0,0,0,0,0,0,0,0,0,0.056,0,0.056,5.8,0
0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0,0.324,0,0,1.12,0
0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.35,0.71,0,0,3.58,0,0,0,0,0,0,0,0,0,0,0,1.787,0
0,0,1.47,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,2.391,0
0,0,0.87,0.87,0,0,3.5,0.87,0,0,0,0,0,0,0,0,0.138,0,2.136,0
0,0,1.08,3.26,0,0,5.43,0,0,0,0,0,0,0,0,0.169,0,0,2.052,0
0,0,0,0,0,0,2.9,0,0,0,0,0,0.58,0,0,0.082,0,1.403,2.674,0
0,0,0.36,0,0,0,1.47,0,0,0,0,0,0,0,0,0.063,0,0.507,7.326,0
0,0,0.41,0.41,0,0,0.41,0,0,0,0,0,0,0,0,0.07,0,0.776,7.531,0
0,0,0.35,0.35,0,0,1.42,0,0,0,0,0,0,0,0,0.06,0,0.481,7.464,0
0,0,2.77,0,0,0,2.77,0,0,0,0,0,0,0,0,0.438,0,0,1.214,0
0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1.37,1.37,0.34,2.74,0,0,0,0,0,0,0,0,0.406,0,0,1.425,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,2.125,0
0,0,0,1.66,0,0.83,2.5,0,0,0,0,0,0,0,0,0.151,0,0,1.518,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903,0,2.285,0
0,0,0.63,1.26,0,0,0.94,0,0,0,0,0,0,0,0,0.074,0,0,3.904,0
0,0,0.16,0.16,0.16,0,2.88,0,0,0,0,0,0,0,0,0.561,0,0,1.462,0
0,0.74,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0.552,0,0,2.666,0
0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,1.3,0
0,0,0,0,0,0,6.66,0,0,0,0,0,0,0,0,32.478,0,0,1.666,0
0,0,0,0.58,0.19,0.39,5.09,0,0,0,0,0,0.19,0,0.19,0.444,0,0,1.626,0
0,0,0,0,0,0,4.38,0,0,0,0,0,0,0,0,0,0,0,1.122,0
0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,3.117,0
0,0,0,0.74,1.49,0,1.49,0,0,0,0,0,0,0,0,0,0,0,1.36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0
0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.079,1.719,0
0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,1.47,0
0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,1.911,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0,1.512,0
0,0,0,1.61,0,0,6.45,0,0,0,1.61,0,0,0,0,0,0,0,1.727,0
