@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,4,7-9,11-12,20,23,25,31,33,35-36,39,41-42,46,48,50,52-53,56,58'

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,2.4,0,0,0,0,0,1.2,0,0,0,2.4,0,0,0.166,0,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272,0,7,0
0,0,0,0.39,0,0,1.27,0,0.29,2.74,0,0,0,0.29,0,0,0,0,0,0.067,0,0.026,18,0
0,0,0,0,0,0,0.93,0,0,3.73,0,3.73,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,8.33,4.16,0,4.16,4.16,0,0,0,0,0,1.092,0,0,11,0
0,0,0,0,0,0,0,0,0,3.51,0.58,0,1.17,0.58,0.87,0,0.87,0,0,0.637,0,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0.228,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,1.03,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0.48,0.48,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.076,0.305,0.381,9,0
0.33,0,0,0,0,0,0.33,0,0,4.98,0,0,0,0,0.66,0,0,0,0,0.204,0.306,0,100,0
0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,23,0
0,0,0.49,0.99,0,0,0.49,0,0,3.48,0,0,0,0,0,0,0,0,0,0.588,0,0,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086,0,1,0
0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0.355,0.355,0,12,0
0,0,0,0,0,0,0.48,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0,7,0
0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0.39,0,0,3.14,0.39,0.39,0.39,0.39,0.78,0,1.96,0,0,0.581,0.129,0,16,0
0,0,0,0,0,0,0.34,0,0,0.34,0,0,0,0.34,0,0,0,0,0,0.149,0,0,14,0
0,0,0,0,2.29,0,0.76,0,0,5.34,0.76,0,0.76,0.76,0.76,0,0,0,0,0.157,0,0,52,0
0,0,0.46,0,0,0,0.46,0,0,0.46,0,2.3,0,0,0.92,0,0,0,0,0.163,0.163,0,13,0
0.07,0,0,0,0,0,1.34,0,0.07,3.03,0,0,0,0.07,0,0,0,0,0,0.177,0,0,26,0
0,0,0,0.05,0.49,0,0.27,0,0,0.49,0,0.38,0,0.38,0,0,0,0,0,0.136,0,0.014,107,0
0,0,0,0,0,0,0.89,0,0,1.78,0,0,0.89,0.89,0,0,0,0,0.89,0.537,0,0,12,0
0,0,0,0,0,0,2.46,0,0,2.46,1.23,0,1.23,1.23,0,0,0,0,0,0.139,0.278,0,10,0
0,0,0,0,0,0.86,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,6,0
0,0,0,0,0,0,0.52,0,0,0.52,0,0,0.52,0,0,0,0,0,0,0.164,0,0,11,0
0,0,0,0,0,0,0.74,0,0,0,0,0,0,1.49,0,0,0,0,0,0.06,0,0,5,0
0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,1.56,3.12,0,1.56,0,0.215,0,0,12,0
0,0,0,0.45,0,0,0,0,0,0.91,0,0,0.45,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,1.83,0.91,0,0.91,0.91,0.91,0,0,0,0,0.46,0,0,13,0
0,0,0,0,0,0,0.36,0,0,6.25,0,0,0,0,0,0,0,0,0,0.767,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,4,0
0,0,0,0,0,0,0.75,0,0,3.03,0,0,0,0.18,0,0,0,0,0,0.056,0,0.112,19,0
0,0,0,0,0,0,7.69,0,0,3.84,0,0,0,0,0,0,7.69,0,0,0,0.581,0,4,0
0,0,0,0,0,0,1.24,0,0,0,0,6.22,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,0,0,0.111,0,0,5,0
0,0,0,0,0,0,0.62,0,0,1.25,0.62,0.62,0.62,0.62,0,0,0,0,0,0.084,0.169,0,10,0
0,0,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,9,0
0,0,0,0,0,0,0.56,0,0,1.13,0,0,0.56,0,0,0,0,0,0.28,0.262,0,0,75,0
0,0,0,0,0,0,0,0,0,1.28,0.64,0,0.64,0.64,0.64,0,0,0,0,0.225,0.225,0,12,0
0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0.209,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0.32,0,0,4.48,0.32,0,0.64,0.32,0,0,0,0,0,0.211,0.052,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,5,0
0,0,0,0,0.23,0,0.09,0,0,0.53,0,0.47,0.01,0.01,0,0,0,0,0,0.127,0,0.005,38,0
0,0,0,0,0,0,2.73,0,0,1.36,0,0,0,1.36,0,0,0,0,0,0.68,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,28,0
0,0,0,0,0,0,0.19,0,0,1.39,0,0.59,0.39,0,0,0,0,0.19,0,0.191,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,2.2,0,0.55,0,0,0,0,0,0,0.55,0.27,0,0,34,0
0.77,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0,0,5,0
0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,0,5,0
0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,1.51,0,0,0,0,0.428,0,0,22,0
0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,0,4,0
0,0,0,0,0,0.27,2.31,0,0,3.06,0,0.27,0,0,0,0,0,0,0,0.117,0,0.039,24,0
0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0.083,0,0,11,0
0.03,0,0,0.03,0.03,0.19,0.59,0.19,0,1.53,0.36,0,0.13,0.09,0.19,0,0,0,0.13,0.231,0.019,0.009,25,0
0,0,0,0,0,0,3.17,0,0,2.64,0,0,0,0.52,2.64,0,0.52,0,0.52,0.169,0,0,12,0
1.93,0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0.24,0.48,0,1.69,0,0,0,0,0,0,0,0,0,0.034,0,0,87,0
0,0,0.21,0,0,0,0.42,0,0,0.21,0,0.21,0,0,0,0,0,0,0,0.139,0,0.069,37,0
0,0,0,0,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0.86,0.14,0,0,6,0
0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.247,0.049,90,0
0,0,0,0,0,0,0.86,0,0,0.69,0,0,0,0,0,0,0,0,1.2,0.078,0,0,5,0
0,0,0,0.39,0,0,0.79,0,0,6.74,0,0,0,0,0,0,0,0,0,0.053,0,0,9,0
0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0,0,8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.34,0,0.68,0,0,0.34,0,0,0,0.34,0,0.34,0,0,0,0,0,0,0,0,0.048,0.048,15,0
0,0,0,0,0,0,0.72,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0.36,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.107,0,51,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.23,0,0,0,0,0,0.23,0,0,0.47,0.23,0,0.23,0,0,0,0,0,0,0,0,0.158,235,0
0.12,0,0,0.12,0,0,0.12,0,0,0.9,0,0,4.11,0,0,0,0.9,0.12,0,0.149,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0.97,0,0,0.97,0,0,0,0,0,0,0.261,0,0,11,0
0,0,0,0,0,0,0,0,0,0.32,0,0,0.32,0,0,0,0,0,0,0.371,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0.13,0.4,0,0.06,0,0,1.08,0,0,0,0,0,0,0,0,0,0.068,0,0.166,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,12,0
0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0.31,0,0,1.27,0.63,0,0.63,0.63,0.63,2.22,0,1.91,0,0.304,0,0,15,0
0.46,0,0,0,0,0,0.46,0,0,2.31,0,0,0,0,0.46,0,1.38,0,0,0.155,0,0,28,0
0,0,0,0,0,0,0.81,0,0,0.81,0,0,0,0,0,0,0,0,0,0.143,0.143,0,2,0
0,0,0,0,0.25,0,1.28,0,0,0.77,0,0,0,0,0,0,0,0,0,0.039,0,0,7,0
0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,0.665,25,0
0,0,0,0,0.48,0,1.69,0,0,1.69,0,0,0,0,0,0,0,0,0,0.036,0,0,73,0
0,0,0,1.08,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0.54,0.166,0.083,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.35,0,1.35,0,0,0,0,12,0
0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0.687,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,3.57,0,0,1.78,0,1.78,1.78,0,0,0,0,0,0,0.319,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0.837,0,0,10,0
0,0,1.23,0,0,0,1.23,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0.403,0,6,0
0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,0,0,5,0
0,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0.32,0,0,0,0,0,0.04,0,0,10,0
0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,0,5,0,0,0,0,0,1,0
0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0,9,0
0,0,0,0,0,0,1.19,0,0,0,0,0.29,0,0,0.29,0,0.59,0,0,0.162,0,0,9,0
0,0,0,0,0,0,0.46,0,0,0.46,0,0,0,0,1.38,0.92,0.46,0.92,0,0.074,0,0,12,0
0,0,0,0.67,0,0,2.02,0,0,2.02,0,0,0.67,0,0,0,0,0,0,0.205,0,0,24,0
0.26,0,0,0.52,0,0,0,0,0,1.83,0.26,0,0.26,0.26,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,2.33,0,0.58,0,0,0,0,0,0,0,0.203,0.407,0.407,17,0
0,0,0,0,0,0,0.54,0,0,2.71,0.54,0,0.54,0.54,0,0,0,0,0,0.531,0,0,35,0
0,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0.32,0,0,0,0,0,0.04,0,0,10,0
0,0,0,0,0.38,0,2.32,0,0,0.19,0,0,0,0,0,0,0,0,0,0.251,0,0,11,0
0.23,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0.23,0,0,0.23,0,0.298,0.149,0,18,0
0,0,0,0,0,0.19,1.98,0,0,1.58,0.19,0.59,0.39,0.39,0.19,0,0.19,0,0.39,0.14,0.112,0,17,0
0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0.9,0.479,0,0,8,0
0,0,0,0.12,0.12,0,0.6,0,0,1.81,0,0,0,0.12,0,0,0,0,0,0.06,0,0,23,0
0,0,0,0,0,0,0,0,0,7.2,0,0.9,0,0,0,1.35,0.9,0,0,0.747,0,0,19,0
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,0,8,0
0,0,0,0,0.75,0,3,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,6,0
0,0,0,0,0.38,0,1.55,0,0,0.77,0,1.93,0,0,0.38,0,0,0,0,0.061,0,0,34,0
0,0,0,0,0,0,0,0,0,4.58,0,0,0,0,0,0,0,0,0,0.192,0,0,19,0
0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,0,0,0,0.143,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,2,0
0.23,0,0,0.46,0,0,0.92,0,0,1.15,0,0.23,0,0.23,0,0,0.23,0.23,0,0.063,0.159,0,13,0
0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,0.054,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0.055,0.055,0,54,0
0,0,0,0,0,0,0.63,0,0,0.63,0,0,0.31,0,0,0,0,0,0,0.588,0,0,55,0
0,0,0,0.1,0,0.2,0.41,0,0.1,3.02,0,0,0,0.52,0,0,0,0,0.1,0.134,0,0.059,26,0
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,7,0
0,0,0,3.04,0,0,0.6,0,0,1.21,0,0,0.6,0.6,1.21,0,0,0,0,0,0.077,0,33,0
0,0,0,0,0,1.31,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.361,0.18,6,0
0,0,0,0,0,0.88,0,0,0,1.76,0.88,0,0.88,0.88,0.88,0,0,0,0,0.855,0.285,0,12,0
0,0,0,0,0,0,0.51,0,0,2.07,0,0,0,0,0,0,0.51,0,0.51,0.497,0.082,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,2.08,0,0,1.04,0,0,0,0,0,0,0,0,0,0.478,0,0,21,0
0,0,0,0.08,0.08,0.17,0.17,0,0,1.93,0.26,0.17,0.26,0.08,0,0,0,0,0,0.063,0.038,0,20,0
0.18,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0.36,0,0,0.54,0,0.177,0.148,0.029,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4.44,2.22,0,2.22,2.22,0,0,0,0,0,0.735,0,0,11,0
0,0,0,0,0,0,0.54,0,0,0.54,0,0,0,0.54,0,0,0,0,0,0.308,0,0,10,0
0,0,0,0,0,0,0,0,0,0.27,0.54,0,0.27,0,0,0,0,0,0,0.433,0,0.078,18,0
0,0,0,0,0,0,1.62,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0.06,0,0.55,0.06,0,0.93,0.18,0,0.31,0,0,0,0,0,0.24,0.182,0.1,0.109,21,0
0,0,0,0,0,0,0,0,0,0.74,0,0,0,0.74,0,0,0,0,0,0.257,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,1.2,0,0,0.666,0.222,0,8,0
0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0.34,0,0.432,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.724,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.684,0,0,2,0
0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165,0,4,0
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,2.56,0,0.182,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,1,0
0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,1.69,0,0.134,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0.163,0.49,0,7,0
0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0.55,0,0.087,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.083,0,0,47,0
0,0,0,0,0,0,1.01,0,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0.174,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0.102,0,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0.139,0,0,16,0
0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.441,0,6,0
0,0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0.72,0,0,0.062,0,13,0
0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,1,0
0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.064,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0.116,0.188,0,9,0
0,0,0,0,0,0,0.51,0,0.51,0,0,0,0,0,0,0,0,0.51,0,0.079,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0.407,0,14,0
2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154,0.773,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.32,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0.32,0,0,0,0,0.174,0.291,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,0,0.124,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.436,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0.323,0,0,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.198,0,59,0
0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.147,0.147,0,55,0
0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0.08,0,0.59,0,0.075,0.012,0.012,70,0
0.16,0,0,0.16,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.16,0,0.058,0,0,16,0
0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,2.4,1.2,0,1.2,0,0,7.707,0,15,0
0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0.37,0,0,1.48,0,0,0,0,0,0,0,0,0,0.067,0.135,0.135,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1.47,0,0.335,0,0,11,0
0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0.35,0,0.064,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.548,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,15,0
0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0.11,0,0.126,0.021,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,2.22,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0.03,0,0.046,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.149,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0.213,0,0,11,0
0,0,0,0,0,0,0.37,0,0,0,0,0,0,0.37,0,0.37,0,0.37,0,0.131,0,0,5,0
