@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,4,7,13,16,18,26-27,33-34,37,39,42,44,46-47,49,52-56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,1.888,5,0
0,0,0,0,0,0,2.47,1.65,0,0.82,0,0,0,0,0,0,0,0.24,0,0,4.666,34,0
0.12,0,0,0,0,0,0.72,0.12,0.36,0,0.12,0,0,0,0,0,0.117,0,0.033,0,4.134,78,0
0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0.203,0,0.203,2.222,20,0
0.24,0,0,0.24,0,0,0.24,0,0,0,0,0,0,0,0,0.74,0.029,0,0,0,3.574,75,0
0.24,0,0.24,0,0,0,0.62,0.49,0.37,0.24,0.24,0.24,0.12,0.86,0,0,0.018,0,0,0,1.801,13,0
0,0,0,0,0,0,0,0,1.94,0,0.48,0.48,0,0,0,0,0,0,0,0,6.526,83,0
0,0,0,0,0,0,0,3.5,0,0,1.75,0,0,0,0,0,0,0,0,0.286,1.826,13,0
0,0,0,0,0,0,1.4,0,0,0,1.4,0,0,0,0,0,0,0,0,0,4.533,21,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,4,0
0.26,0,0,0,0,0.26,0.26,0.53,0,0,0.26,0.53,0.8,0,0,0,0,0,0,0,1.58,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,2.333,8,0
0,0.11,0,0,0.11,0,0,0.71,0,0.11,0,0,0,0,0,0,0.227,0.056,0.075,0,2.546,38,0
0.28,0,0,0,0,0,1.13,0,0,0,0.28,0.28,0,0.28,0,0,0,0.08,0,0,2.396,16,0
0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,46,0
0.23,0,0,0,0,0,0.23,0,0,0,0.23,0,0,0,0,0,0,0,0.031,0,2.016,19,0
0,0,0,0,0.35,0.35,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,1.226,5,0
0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0.27,0,0,2.36,35,0
0.22,0,0,0.68,0.22,0,0,0,0,0,0.22,0,0,1.83,0.91,0,0,0,0,0,1.649,13,0
0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,1.149,0,0,1.5,3,0
0,0,0,0,0,0,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,3.333,11,0
0,0,0,0,0,0,1.42,4.28,0,1.42,1.42,1.42,0,0,0,0,0,0,0,0,2.133,12,0
0,0,0,0,0,0,2.64,0,0.33,0,1.32,0,0.33,0.33,0,0,0.349,0,0,0,3.627,19,0
0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0.27,0,0.082,0,0,0,2.235,51,0
0,0,0,0,0,0,0,1.41,0,0,0.7,0,0,0,0,0,0.126,0,0,0,1.375,5,0
0,0,0,0,0,0.52,0.52,0.52,0,0,0,0,0.52,0,0,0,0,0,0,0,3.888,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,3.33,0,0,0,0,3.33,0,0,0,0,0,0,0,1.3,4,0
0,0,0,0,0,0,0,0.24,0,0,0.74,0,0,0,0,0,0,0,0.16,0,9.31,235,0
0,0,0,0,0,0,0.73,1.47,0,0.49,0,0.49,0,0,0,0,0,0.041,0,0.041,1.792,12,0
0,0,0,0,0,0,1.69,1.01,0,0,0.33,0,0,0,1.01,0,0,0,0,0,1.851,13,0
0,0,0,0,0.42,0.42,0.42,0.85,0,0.85,0.85,0.85,0.42,0,0,0,0,0.134,0,0,2.202,17,0
0,0.87,0,0,0,0.43,1.74,0,0,0,1.31,0.43,0,0,0,0,0,0.059,0,0,2.554,15,0
0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0.344,0,0,3.25,17,0
0,0,0,0,0.71,0,0,1.42,0,0,0.71,0,0.71,0,0,0,0,0,0,0,1.387,5,0
0,0,0,0,0,2.04,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.681,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0.114,0,0,0,2.727,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2.108,22,0
0,0,0,0,0,0,3.12,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,3.454,11,0
0,0,0,0,0.5,0,0,0,0,0,1.01,0,0,0,1.01,0,0.271,0.181,0,0,2,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,1.666,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0
0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,3.379,11,0
0,0,0,0,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1.111,2,0
0.03,0,0,0.01,0.01,0.01,0.58,0.01,1.43,0,0.49,0,0.01,0.07,0,0.01,0.221,0,0.005,0,3.364,66,0
0,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0,1.576,17,0
0,0,0,0,0,0,1.72,1.72,0,1.72,0,0,0,0,0,0,0,0,0,0,2.533,11,0
0.3,0,0,0,0,0,2.11,0,0.3,0,1.51,0,0,0,2.11,0,0.358,0,0,0,3.923,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.05,0,0,0.02,0,0.12,0,0,2.17,0,0.59,0,0.07,0.28,0.15,0.05,0.011,0,0,0,2.255,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.02,0,0,0,0,0.11,0.26,0,0,0,0.14,0,0,0,1.15,0,0.024,0.126,0,0,3.637,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,1.222,3,0
0,0,0,0,0.37,0,0.74,0,0,0,0.74,0,0,0,0,0,0,0,0,0,2.643,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
0,0,0,0,0,0,0,1.85,0,0,0.61,0,0,0,0,0,0.196,0.098,0,0,1.312,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,3.333,7,0
0,0,0,0,0,0,1.21,0.28,1.12,0.09,1.12,0,0,0,2.24,0,0.123,0.013,0,0,3.625,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.164,0.01,0.021,0,2.729,55,0
0.13,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0.93,0.014,0,0,0.183,5.603,57,0
0,0,0,0,0,0,1.4,0,0.17,0,1.92,0,0,0,2.8,0,0.267,0,0,0,4.808,20,0
0.05,0,0,0,0,0.05,1.02,0.05,0.28,0,0.73,0,0,0,0,0,0.165,0,0.016,0,2.777,38,0
0,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,1.481,5,0
0,0,0,0,0,0,0,2.67,0,0,0.89,0,0,0,0.89,0,0,0,0,0,1.85,15,0
0,0,0,0,0,0,1.06,0,0,0,0,0,0,3.19,0,0,0,0,0,0,1.4,4,0
0.13,0,0,0,0,0,0,0,0,0.13,1.2,0,0,0,0.53,0,0,0.014,0.427,0.044,5.473,143,0
0.11,0,0,0,0,0,0.67,0.11,0.56,0,0.22,0,0,0,0,0,0.171,0,0.031,0,3.189,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505,0,0,2.375,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,11,0
0,0,0,0,0,0,0.8,0,0,0,0.26,0,0,0,0,0,0.128,0,0,0,1.635,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.021,0.063,0.063,3.789,39,0
0,0,0,0,0.13,0,1.11,0,0,0,0.55,0,0,0,0,0,0.075,0.025,0,0,5.695,82,0
0,0,0,0,0.14,0,1.09,0,0.04,0,0.34,0,0,0,0,0,0.014,0.014,0.044,0.007,2.112,26,0
0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,1.428,4,0
0,0,0,0,0,0,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,3.333,11,0
0.23,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.205,0.041,2.281,24,0
0.11,0,0,0.11,0,0,0.79,0.11,0.34,0,0.22,0,0,0,0,0,0.096,0,0.032,0,2.829,32,0
0,0,0,0,0,0,2.23,1.49,0,0.74,0.74,0,0,0,0,0,0,0,0,0,2.607,12,0
0,0,0,0,0.13,0,0,0,0,0,0,0,0.13,0,0,0,0.02,0.04,0.04,0,1.823,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407,3.555,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,2.56,2.56,0,2.56,0,0,0,0,0,0,0,0,0,0,2.5,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,8,0
0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,1.45,0,0,0,0.109,0,0.365,1.187,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,1.5,4,0
0,0,0,0,0.68,2.04,0,0,0,0,0,0,0,0,0,0,0,0.523,0,0,1.218,5,0
0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,0,0.03,0,0,0,2.444,76,0
0,0,0,0,0,0,3.63,0,0,0,1.81,0,0,0,0,0,0,0.153,0,0,1.933,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,1.666,7,0
0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,1.285,3,0
0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,1.97,1.31,0,0.65,0,0,0,0.65,0,0,0,0,0,0,3.041,34,0
0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1.454,7,0
0.09,0,0,0.09,0,0,0,0,0.38,0,0.09,0,0.09,0,0,0,0.026,0.013,0.12,0,2.658,24,0
0,0,0.68,0,0,0,0,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0.072,3.369,19,0
0,0,0,0,0,0,1.25,0,0,0,0,1.25,0,0,0,0,0,0,0,0,2.379,18,0
0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,3.333,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,4,0
0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0.238,0.238,0,0,1,1,0
0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,1.468,5,0
0,0,0,0,0,0,6.52,2.17,0,1.08,0,1.08,0,0,0,0,0,0,0,0,5.291,34,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4,0
0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0.36,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,1.636,12,0
0.17,0,0,0,0,0,0.71,0.08,0.26,0,0.44,0,0,0,0,0,0.253,0,0.024,0,4.665,81,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.842,6,0
0,0,0,0,0,0,0,0.23,0,0,0.71,0,0,0,0,0,0.119,0,0,0,2.565,19,0
0,0,0,0,0.52,0,0,0,5.72,0,1.56,0,1.04,0,0.52,0,0,0,0,0,2.416,18,0
0,0,0,0,0,0,0.5,5.55,0,0.5,0.5,0.5,0,0,0,0,0.083,0.502,0,0,1.547,11,0
0,0,0.23,0,0,0,0,0,0.23,0,0.23,0,0,0,0,0,0.073,0,0,0,3.184,74,0
0.23,0,0,0,0,0,0.23,0,0.23,0,0,0,0,0.23,0,0,0,0,0,0,1.412,9,0
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2.5,9,0
1.06,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,1.705,6,0
0,0,0,1.16,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3,0
0,0,0,1.02,1.02,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,1.642,4,0
0,0,0,0,0,0,1.2,1.2,1.2,1.2,0,0,0,1.2,0,0,0,0,0,0,2.166,11,0
0,0,0,0,0,1.01,0.5,1.01,0,0,0,0,0,0,0,0,0,0.055,0,0,4.275,45,0
0,0,0,0,0,0,3.26,0,0,0,0.65,0.65,0,0,0,0,0.093,0.093,0,0,1.705,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0.84,0,0,0,0.56,0,0,0,0,0,0,0,0,0,1.426,7,0
0,0,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0.119,0,0,1.272,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.866,6,0
0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1.25,4,0
0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,11,0
0,0,0,0,0,0,2.32,2.32,0,2.32,0,0,0,0,2.32,0,0,0,0,0,3.312,11,0
0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0.41,0,0,0,0.41,0,0,0,0,0,0,0,0,0,1.848,13,0
0,0,0,0,0,0,2.32,2.32,0,2.32,0,0,0,0,0,0,0,0,0,0,2.5,11,0
0,0,0,0,0,0,0,0,0.14,0,0.14,0,0,0.29,0.14,0,0,0.021,0,0,1.715,11,0
0,0,0,0,0,0,0,0,3.57,0,1.78,0,0,0,0,0,0,0,0,0,1.406,7,0
0,0,0,0,0,0,0.61,0,0,0,0.3,0,0,1.22,0,0,0.301,0,0.086,0,2.161,19,0
0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,3.989,33,0
0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,1.833,5,0
0,0,0,0,0,0,1.24,1.24,0,0.62,0,0.62,0,0,0,0,0.189,0,0,0,2.63,16,0
0,0,0,0,0,0,1.59,0,0.17,0,2.83,0,0,0,3,0,0.271,0,0,0,4.84,20,0
0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,4.368,52,0
0,0,0,0.06,0.13,0,0.33,0,0,0,0.4,0,0,0,0.06,0,0,0.028,0.075,0,2.068,29,0
0.19,0,0,0.19,0,0.19,0,0,0,0,0,0,0,0,0,0,0.127,0,0.031,0,1.411,7,0
0.51,0,0,0,0,0,0,2.05,0,0.51,0,0,0,0,0.51,0,0,0,0,0,1.983,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,3.57,0,0,0,0,0,1.454,5,0
0,0,0,0,0,0.68,0,0,0,0,0.68,0,0.68,0,0.68,0,0,0,0,0,1.607,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,1.111,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88,0,0.109,0.054,0,0,1.786,14,0
0,0,0,0.6,0,0,0,0,0,0,0.6,0,0,0,3.04,0,0.094,0.094,0.189,0,1.976,15,0
0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.352,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,1.454,5,0
0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0.12,0,0,2.862,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314,5,0
0.32,0,0,0.48,0.16,0,0,0,0,0,0,0.16,0,0,0.16,0,0,0.082,0,0,1.704,47,0
0,0,0,0.66,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,1.536,47,0
0.38,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,2,51,0
0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0.105,0,0,2.342,47,0
0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,1.047,2,0
0,0,0,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,1.156,0.192,0,1.7,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,0,0,1.666,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.411,4,0
0,0,0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,0,1.218,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.843,11,0
0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,1.777,4,0
0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,2.769,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,4.385,0.071,0,0.503,6.822,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.838,0.062,0,0.503,6.912,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0.099,1.035,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,1.96,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.149,0.07,0,0.562,7.416,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0.048,0,0.482,5.802,43,0
0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0.43,0,3.885,0.073,0,0.439,5.754,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,3.024,0.059,0,0.237,5.016,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,4,0
0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,0.232,0,0,1.296,8,0
0,0,0,0,0,0,0,0,0,0,0,1.06,2.12,0,0,0,0,0,0,0,1.238,4,0
0.26,0,0,0,0.26,0,0,0,0,0,0.52,0,0,0,0,0,0,0.038,0,0.038,1.541,12,0
0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,1.02,0,0,0.344,0.172,0,2.166,11,0
0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0.533,0,0,4.5,31,0
0,0,0,0,0.49,0.49,0,0,0,0,0.24,0,0,0,0,0,0.036,0.147,0,0,2.587,55,0
0,0,0,0,0.49,0.49,0,0,0,0,0.24,0,0,0,0,0,0.036,0.147,0,0,2.587,55,0
0,0,0,0.61,0.61,0.3,0,0,0,0,0,0,0,0,0,0,0,0.448,0,0,5.277,70,0
0.3,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.055,0,0,1.947,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.333,73,0
0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,1.17,0,0,0,0,0,3,15,0
1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,1.826,7,0
0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.147,0,1.1,2,0
0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.62,0,0,0,0.594,0,0,2.125,16,0
0,0,0,1.08,0,0,0,0,0,0,2.17,0,0,0,7.6,0,0,0,0,0,3.387,15,0
0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,16.7,0,0,0,0,0,2.284,19,0
0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,1.375,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,5,0
0,0,0,0.28,0,0.46,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,0,1.024,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0.112,0,0,0,1.617,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,0.033,0.099,0,0,1.489,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1.372,5,0
0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,1.266,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,1,1,0
0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.353,0,0,1.555,4,0
