@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R7,9,12,14-16,20,22-25,31,33,37-41,43-44,54-55,58'

@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,4.5,0
0,0,0.48,0,0.05,0.21,0.05,0,0.21,0.05,2.05,0.27,0,0.27,0,0.16,0,0,0,0,0,2.007,0
0,0,0.19,0,0.06,0.19,0.06,0,0.25,0.06,2.26,0.32,0,0.32,0,0.19,0,0,0,0,0,2.024,0
0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407,0
0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0
0,0,0,0,0,0,0,0,0,0,0.75,0.37,0,0.75,0,0.37,0.37,0,2.63,0,0,1.903,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0
0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071,0
0,1.28,0,1.28,0,0,0,0,0,0,2.56,1.28,0,0,0,0,1.28,0,0,0,0,2.21,0
0.87,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.454,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.51,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0,0.041,1.287,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,3.983,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.187,0
0,0,0.64,0,0,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0,0,0,0,1.677,0
0,0,0.98,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,1.45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.68,0,0,0.22,0,0,0,0,1.36,0.22,0,0.45,0,0,0,0,0,0,0,2.182,0
0,0,0.81,0,0,0,0,0,0.08,0,3.49,0,0,0.08,0,0,0,0,0,0,0,2.145,0
0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,1.88,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,2.076,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.904,0
0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,0
0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,3.222,0
0,0,1.06,0,0,0,0,0,0,0,3.19,0,0,1.06,0,2.12,0,0,0,0,0,1.75,0
0,0,3.19,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,2.714,0
0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,0,5.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0
0,0,2.18,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,1.45,0,1.785,0
0,0,0.55,0,0,0,0,0,0,0,1.65,0.13,0,0.41,0,0,0.13,0,0.13,0,0,2.78,0
0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.454,0
0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.84,0,0,0.84,0,0.137,3.052,0
0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,6.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,4.128,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,1.464,0
0,0,1.29,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,2.275,0
0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.86,0,0,0,0,1.72,0,1.564,0
0,0,0,0,0,0,0,0,0,0,0.72,0,0,0.72,0,0.36,0,0.36,0,0,0,1.646,0
0,0,1.4,0,0,0,0,0,0,0,0,0.7,0,0,0,0,2.11,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.043,0
0,0,0,0,0,0,0,0,0,0,8.69,4.34,0,0,0,0,4.34,0,0,0,0,3.333,0
0,0.12,0.74,0,0,0,0.24,0,0,0,0.49,0,0,0.24,0,0.12,0,0,0,0,0,1.403,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0
0,0.32,0.09,0,0,0,0,0,0,0,1.4,0,0.09,1.27,0.03,0,0,0,0,0.06,0,2.754,0
0,0.05,0.47,0.17,0,0.09,0.03,0,0,0.03,0,0,1.47,0.9,0,0,0.03,0,0,0.13,0.005,2.23,0
0,0,0,0,0,0,0,0,0,0,2.02,1.01,0,1.01,0,1.01,1.01,0,1.01,4.04,0,2.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.62,0,0,0,0,0,0,0,0,1.87,0.62,0,1.87,0,0.62,0.62,0,0.62,0,0,2.238,0
0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,1.523,0
0,0,2.22,0.13,0,0,0,0,0.13,0,2.09,0,0.78,0.26,0,0,0,0,0,0,0,2.556,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0.28,0,1.641,0
0,0,1.28,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,2.451,0
0,0,2.99,0,0,0,0,0,0,0,1.19,0.59,0,0,0,0,0,0,0,0,0,1.836,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,1.17,0.13,0,0,0,0,0,0,3.64,0,0,0.13,0,0,0,0,0,0,0,1.915,0
0,0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0.63,0,1.56,0
0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,1.714,0
0,0,0,0,1.19,0,0,0,0,0,1.78,0.59,0,0,0,0.59,0.59,0,0.59,0,0,2.203,0
0,0,0.36,0,0,0,0,0,0.09,0,3.2,0,0.27,0,0,0,0,0,0.09,0,0,2.356,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0,1.07,0,0,0,0,0,0,0,1.07,0,0,0.53,0,0,0,0,0.53,0,0,1.825,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.503,3.875,0
0,0,2.63,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,2.967,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0.25,0,0,0.25,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,1.204,0
0,0,0.24,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,2.192,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.03,0,0.05,0,0,0,0,0,0,0,0,0.07,0,0,0,0.01,0.46,0,0.03,0.002,2.577,0
0,0,0,0,0,0,0,0,0,0,3.44,0,0,6.89,0,0,0,0,0,0,0,2.818,0
0,0.32,0.45,0,0,0,0,0,0.06,0,1.04,0,0,0,0,0,0,0,0,0,0,1.571,0
0,0.16,1.04,0,0,0.24,0,0,0.04,0,1.76,0.16,0,0.24,0.04,0,0,0,0,0,0.011,1.983,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.312,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,1.96,0,2,0
0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0.51,0.07,0,0,0,0,0,0,1.99,0,0,0.07,0.07,0,0,0,0,0,0,1.912,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166,0
0,0,0,0,0,0,0,0,0,0,6.06,3.03,0,0,0,0,3.03,0,0,0,0,2.75,0
0,0,1.07,0,0,0.26,0,0,0,0,2.15,0.26,0,0.53,0,0,0.26,0,0.53,0.53,0,2.879,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,1.41,0,0,0,0,0,0,0,0,0.7,0,0,0,0,2.12,0,0,0,0,17.857,0
0,0,0,1.19,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,2.178,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.823,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,1.571,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,2.83,0.47,0,0.47,0,0,0.47,0,0.47,0,0,2,0
0,0,1.19,0,0,0,0,0,0,0,0.87,0,0.1,0,0,0,0,0,0,0.1,0,1.793,0
0,0,0.21,0,0,0,0,0,0,0,2.13,0,2.13,0.42,0,0.21,0.21,0,0.42,0.21,0,2.524,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.187,0
0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,2.352,0
0,0,0,0,0,0,0,0,0,0.84,1.27,0,0,0,0,0,0,0,0,0,0,4.758,0
0,0.92,0.4,0,0,0,0,0,0,0,0.51,0,0.3,0.1,0,0,0,0,0,0.1,0,2.785,0
0,0,1.28,0,0,0,0,0,0,0,2.56,0,2.56,1.28,0,0,0,0,0,0,0,2.034,0
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,12.88,0,0.28,0.14,0,0.28,0,0,0,0,0,12.43,0
0,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.508,0
0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0
0,0.13,1.67,0.33,0,0.13,0.06,0,0,0,2.54,0.13,0,0.13,0.06,0,0.06,0,0,0,0,1.997,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0
0,0,1.21,0,0,0.13,0,0,0,0,0.13,0,0,0.54,0,0,0,0,0.13,0,0,5.15,0
0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,2.842,0
0,0,1.61,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,1.07,0,1.375,0
0,0,0,0,0,0,0,0,0,0,0,0,0.41,0.41,0,0,0,0,0,0.41,0,1.522,0
0,0,0.43,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,1.115,0
0,0.33,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,1.788,0
0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0
0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,1.714,0
0,0,0.85,0,0,0,0,0,0,0,1.7,0,0,0.28,0,0.28,0,0,0,0.28,0,1.958,0
0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,1.307,0
0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.888,0
0,0,2.04,0.1,0,0,0,0,0.2,0,2.75,0,0,0.3,0,0,0,0,0,0,0,2.161,0
0,0,1.11,0,0,0,0,0,0,0,4.44,0,0,0.55,0,0,0,0,0,0.55,0,2.018,0
0,0,0,0,0,0,0,0,0,0,1.11,0.55,0,0.55,0,0.55,0.55,0,0.55,0,0,2.117,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.565,0
0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,1.884,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.846,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.096,0
0,0.4,0,0,0.4,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,1.84,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,0
0,0.4,0.1,0,0,0,0,0,0,0,0.47,0,0.76,0.32,0,0,0,0.07,0,0,0,3.233,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.461,0
0,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,1.444,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,1.88,0,0,2.8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.062,0
0,0,0,0,0,0,0,0,0,0,0.95,0,0.95,0,0,0,0,0,0,1.9,0,2.142,0
0,0,0,0,0,1.61,0,0,0,0,0.8,0.8,0.8,0,0,0,0,0,0,0,0,2.405,0
0,0,0,0,0,0,0,0,0,0,0,0,7.31,0,0,9.75,0,0,0,0,0,2.875,0
0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,2.288,0
0,0,0,0,0,0,0,0,0,0,8.33,4.16,0,0,0,0,4.16,0,0,0,0,3.444,0
0,0,0,0,0,0,0,0,0,0,1.74,0.58,0,0.58,0,0.58,0.58,0,0.58,0,0,2.222,0
0,0,0.32,0,0,0,0,0,0,0,1.28,0.32,0.64,0.96,0,0.32,0.32,0,0.64,0.32,0,1.919,0
0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1.081,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,2.315,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.44,0,0,0,0,0,2.362,0
0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0
0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.176,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,1.8,0,1.727,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.149,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0.129,2.6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.304,0
0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1.142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.103,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.857,0
0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.625,0
0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,1.77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
0,0,0.36,0,0,0,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0.504,6.423,0
0,0,1.01,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,0
0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,1.933,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459,0
0,0,0.22,0,0,0,0,7.12,0,0,0,0,0,0,0,0.22,0,0,0,0,0.28,5.397,0
0,0,1.09,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0.54,0,0,3.533,0
0,0,0.38,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.018,3.08,0
0,0,0.78,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0.067,5.689,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,6.29,0,0,0.69,0.69,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,2,0
0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,1.065,0
0,0,1.28,0,0,0,0,0,0,0,0.96,0,0,0.32,0,0,0,0,0,0,0,1.653,0
0,0,1.23,0,0,0,0,0,0,0.61,0,0,0,0.61,0,0,0,0,0,0,0,1.627,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,0
0,0,0,0,0,0.44,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0.058,8.478,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,1.292,0
0,0,0.31,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.62,0,0,0,1.866,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,1,0
0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.642,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,2.352,0
0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,2.69,0,0,0,2.285,0
0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.64,0,0.64,0,0,0,0,0,3.121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,3.043,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409,1.837,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.189,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,1.25,0,1.285,0
