@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R3-4,7-9,11-12,20,23,25,29,35,45-46,48,53,55-58'

@attribute Word_freq_all numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0
0,0,0,0,0,0,0,0,0,0,0,0,1.62,1.62,0,0,1.636,12,36,0
0,0,0,0,0,0,0,0,0,2.45,0.61,1.22,0.61,0,0,0,1.857,12,104,0
0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,1.181,3,13,0
0,0,0,0,0,0,0,0,0,1.01,0,0,0.5,0,0,0.161,1.712,20,137,0
0,0,0,0,0,0,0.54,0,0,4.89,0.27,0.27,0.81,0,0,0,4.608,35,424,0
0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,2.705,13,46,0
0.19,0,0,0,0,0,0.29,0,0,0.49,0,0,0.09,5.74,0,0,1.679,17,178,0
0,0,0,0,0,0,0.84,0,0,1.68,0,0,0,0,0,0,1.454,9,32,0
0,0,0,0,0,0,4.58,0,0,1.83,0,0,0,0,0,0,2.576,14,67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,3,12,0
0.86,0,0,0.86,0,0,1.73,0,0,3.47,0,0,0,0,0,0,1.8,9,72,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.714,47,95,0
0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,4,39,0
3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727,4,19,0
0.64,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,1.727,5,57,0
0.47,0,0,0,0,0,1.91,0,0,0,0,0,0.95,0,0,0,1.233,4,37,0
0.2,0,0,0,0,0,1.03,0,0,2.49,0,0,0,0,0.2,0,2.797,127,512,0
0,0,0,0,0,0,1.4,0,0,0,0,1.4,0,0,0,0,17.952,200,377,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.873,8,118,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,2,11,82,0
0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5.888,29,53,0
0.65,0,0,0,0,0,2.61,0,0,1.3,0,0,0,0,0,0,1.411,4,48,0
0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,1.428,4,10,0
0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,1.363,3,15,0
0.12,0,0,0.36,0,0,1.09,0,0.12,3.63,0,0,0,0,0,0.016,2.309,25,425,0
0,0,0,0,0,0,1.05,0,0,0,0,0,1.05,0,0,0,1.468,12,47,0
0.94,0,0,0,0,0,0.94,0,0,1.42,0,0,0,0,0,0,2.24,13,112,0
0,0,0,0,0.94,0,0,0,0,0,0,0,0.94,0.94,0,0,1.416,6,34,0
0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.124,1.974,18,77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,7,71,0
0.18,0,0,0,0.94,0,0.37,0,0,0.56,0,0,0,0,0,0.025,4.434,87,909,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,1.763,9,67,0
0,0,0,0,0,0,0,0,0,3.12,1.56,1.56,0,0,0,0,2.533,11,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,48,0
1.96,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,2.142,11,30,0
0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,1.535,13,86,0
0.07,0,0,0.46,0.69,0,0.23,0,0,0.69,0,0,0,0,0,0.021,3.007,60,791,0
0,0,0,0,0,0,0,0,0,0.76,0,0,0.76,0,0,0,1.956,22,90,0
0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0,0,2.55,43,227,0
0.57,0,0,0,0,0,0,0,0,0.28,0,0,0,0.28,0.28,0,1.651,8,109,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,1.736,8,33,0
0,0,0,0,0,0,0,0,0,1.47,0,1.47,0,0,0,0,2.5,15,65,0
0,0,0,0,0,0,3.57,0,0,1.78,0,0,0,0,0,0,2.227,14,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.142,5,15,0
0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,1.25,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,3,5,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,4,12,0
0.53,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,2.646,77,172,0
0.73,0,0,0.73,0,0,1.47,0,0,2.94,0,0,0,0,0,0,1.695,9,78,0
0,0,0,0,0,0,0,0,0,7.46,0,1.49,0,0,0,0,1.961,11,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219,1.911,11,65,0
0,0,0,0,0,0,0,0,0.74,0,0,0,0.74,0,0,0,1.863,5,41,0
0,0,0,0,0,0,0,0,0.97,0,0,0,0.97,0,0,0,2,5,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,3,12,0
0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,1.48,6,37,0
0,0,0,0,0,0,0.23,0,0,0.47,0,0,0,0,0,0,1.588,8,143,0
1.19,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,1.461,4,19,0
0.09,0,0,0.27,0,0.18,1.49,1.49,0.09,2.42,0,0,0,0,0,0.066,2.156,26,552,0
0.48,0,0,0,0,0,0.48,0,0.48,1.44,1.44,0,0,0,0,0.059,6.145,115,338,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0
0.08,0,0,0.08,0.08,0.08,0.92,0,0,3.53,0,0,0,0,0,0.011,2.44,18,598,0
0,0,0,0,0,0,0.84,0,0,1.68,0,0,0,0,0,0,1.454,9,32,0
0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,1.772,4,39,0
0.11,0,0,0,1.15,0,0.34,0,0,0.57,0,0,0,0,0,0.031,3.196,32,505,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0
0.08,0,0,0,0.79,0,0.26,0,0,0.88,0,0,0,0,0,0.024,2.9,40,673,0
1.16,0,0,0,0,0.58,4.09,0,0,1.16,0,0,0,0,0,0,1.21,4,46,0
0.07,0,0,0.07,0.07,0,1.48,0.07,0.15,3.11,0,0,0.23,0,0,0.043,2.013,24,576,0
0,0,0,0,0,0,0,0,0,6.03,0.43,0.43,0.43,0,0,0,2.983,40,179,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,2,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733,7,41,0
0.22,0,0,0,0.03,0,0.71,0,0,1.58,0.11,0.22,0,0,0.03,0.016,1.765,20,1356,0
0,0,0,0,0,0,0.9,0,0,0.9,0.9,0,0,0,0,0,1.424,8,47,0
0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,0,1.611,7,29,0
0,0,0,0,0,0,0,0,0,3.5,1.75,1.75,1.75,0,0,0,2.203,12,130,0
0,0,0,0,0,0,1.02,0,0,2.04,0,0,0,0,0,0,3.9,13,78,0
0,0,0,0,0,0,0,0,0,7.69,3.84,3.84,0,0,0,0,2.909,11,32,0
0.33,0,0,0.33,0,0,0,0,0,1.98,0,0,0.33,0,0,0.336,4.115,42,321,0
0,0,0,0,0,0,0.72,0,0,2.65,0,0,0,0.48,0.24,0,3.322,44,319,0
0,0,0,0,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,1.866,17,112,0
0.12,0,0,0.08,0,0.02,0.5,0,0.04,0,0.02,0,0,0.33,0.1,0.018,2.43,81,3337,0
0,0,0,0,0,0,2.9,0,0,2.32,0,0,0,0,0,0,1.7,12,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,2.75,8,22,0
0,0,0,0,0,0.19,0.77,0.19,0,0.19,0,0,0,0,0,0.045,1.74,21,395,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,5,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0.99,0,0,0.49,0,0,0,0,0,0,1.363,5,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,8,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,6,40,0
0,0,0,0,0,0,0.14,0,0,5.16,0.14,0,0.29,0,0,0,4.454,55,931,0
0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,3.33,0,2,10,18,0
0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,2.095,11,44,0
0,0,0,0,0,0,0.88,0,0,0.22,0,0.22,0,0,0.22,0,1.729,15,128,0
0.83,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,1.12,3,56,0
0,0,0,0,0,0,0.33,0,0,0.33,0,0.33,0,0,0.33,0,1.857,15,117,0
0,0,0,0.65,0,0,0,0,0,4.9,0,0,0.65,0,0,0,5.555,42,500,0
0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,5.888,29,53,0
0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,1.058,2,18,0
0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,1.285,4,27,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1.555,4,42,0
0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,1.133,3,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,6,0
3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,3.26,42,75,0
0.11,0,0,0,0,0.11,1.02,0,0,0,0,0.22,0,1.02,0,0,1.637,18,511,0
0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,1.712,13,149,0
0,0,0,0,0,0,4.72,0,0,0.78,0,0,0,0,0,0,2.885,11,101,0
0,0,0,0,0,0,0.82,0,0,0,0,0,0.82,0,0,0,2.111,19,76,0
0,0,0,0,0,0,0.64,0,0,0.64,0,0,0,0,0,0,1.536,8,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.677,28,114,0
0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,1.976,9,83,0
0,0,0,0,0,0,0.8,0,0,1.61,0.8,0.8,0.8,0,0,0,1.853,13,76,0
0,0,0,0.35,0,0,0.88,0,0,0.35,0,0,0.53,0,0,0,2.097,14,237,0
2.08,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,1,1,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.133,26,124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.111,6,19,0
1,0,0,0,0,0.25,0.5,0,0,1,0.5,0,0,0,1,0,4.379,208,508,0
4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,2,12,0
0.51,0,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,1.748,13,299,0
0.8,0,0,0,0,0,0,0,0,2.4,0,0.8,0.8,0,0,0,2.44,10,61,0
0.23,0,0,0.07,0,0.15,1.84,0.23,0.23,2.61,0,0,0,0,0,0.044,2.442,26,591,0
0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1.725,13,69,0
0.66,0,0,0,0,0,0,0,0,0.99,0.33,0.33,0.33,0,0,0,2.238,13,188,0
0,0,0,0,0,0,0,0,0,8.69,4.34,4.34,0,0,0,0,3.333,11,30,0
0,0,0,0,0,0,0,0,0,1.78,0,0.89,0.89,0,0,0,2.259,15,61,0
0,0,0,0,0,0,0.69,0,0,0,0,0,0.34,0.34,0,0,1.206,5,70,0
0,0,0,0,0.48,0.48,0.48,0,0.48,0,0,0,0,0,0,0,4.437,27,142,0
0,0,0,0,0,0,0,0,0,0,0,0,1.73,0.57,0,0,1.645,5,51,0
0,0,0,0,0,0,0,0,0,0,0,0,1.06,1.06,0,0,1.181,5,26,0
0,0,0,0,0,0,0,0,0,0,0,0,2.17,2.17,0,0,1.714,11,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,1,1,14,0
0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.487,17,97,0
0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,1,1,7,0
0,0,0,0,0,0,0.66,0,0,0.66,0,0,0,0,0,0,1.458,7,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,4.312,47,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,3.391,47,78,0
0.54,0,0,0,0.09,0,0.09,0,0,0,0,0,0,0.09,0,0,1.429,47,306,0
0,0,0,0,0,0,0,0,0,0,0,0,1.03,1.03,0,0,2.843,47,91,0
0.21,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,1.086,3,101,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,1.387,5,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.608,14,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.057,2,37,0
0,0,0,0,0,0,0,0,0,0,0,0,2.63,0,0,0,1,1,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,3,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,0,1,1,4,0
1.01,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,1.166,3,21,0
1.81,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,1.391,8,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.97,0,0,3.367,21,165,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,55,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,2.074,15,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.81,0,0,1.684,5,64,0
0.81,0,0,0,0,0,0,0,0,0,0,0,1.22,0,0,0,4.75,70,266,0
0,0,0,0,0,0,0,0,0,0,0,0,0.82,0,0,0,5.196,70,265,0
0.66,0,0,0,0,0,0.13,0,0,0,0,0,0.26,0,0,0,3.122,70,559,0
0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.757,70,314,0
0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0,0,2.97,68,101,0
0,0,0,0,0.64,0,0,0,0,0,0,0,0.64,0,0,0,1.551,6,45,0
0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,13.25,48,53,0
0,0,0,0,0,0,0.94,0,0,0,0,0,0.94,8.49,0,0,2.241,15,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,1,1,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,1.137,3,33,0
0,0,0,0,0,0,0.95,0,0,0,0,0,0,2.85,0,0,3.125,15,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0.46,3.173,15,73,0
0,0,0,0,0,0,0.86,0,0,0,0,0,0.86,0,0,0,2.166,14,52,0
0,0,0,0,0,0,0.67,0,0,0,0,0,0,2.01,0,0,2.484,15,82,0
0.36,0,0,0,0,0,0,0,0,0,0,0,0.12,0.24,0,0,1.433,12,76,0
0.42,0,0,0,0,0,0,0,0,0,0,0,0.42,0.21,0,0,1.292,6,106,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272,4,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,1,1,7,0
0.46,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,1.256,5,98,0
