@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,4,7,13,16,23,25-26,29-30,32,39,43,46,50,52-54,56-58'

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,0,4,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0
0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0.396,0,0,0,5,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0.185,0,0,0,11,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0,4,10,0
0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,9,29,0
0,0,0,0,0,0,3.19,1.06,0,0,0,2.12,0,0,0.168,0.168,0,0,7,63,0
0,0,0,0,0,0,0,1.06,0,0,0,1.06,0,0,0.143,0,0,0,13,76,0
0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0.296,0,0,32,63,0
0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,1.123,0,0,4,13,0
0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0.122,0,0,0,18,75,0
0,0,0,0.41,0,0,1.65,0.82,0.13,0.13,0.13,0,0.13,0,0.102,0.02,0,0,34,367,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0.84,0.84,0.84,0,0.413,0,0.137,13,116,0
0,0,0,0,0,0,15.38,7.69,0,0,0,0,0,0,0,0,0,0,17,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,28,161,0
0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,7,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,91,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,61,0
0,0,0,0,0,0,0.72,0,0,0,0,0.36,0,0.36,0,0,0,0,12,107,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,200,378,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,28,186,0
0,0,0,0,0,0,8.69,4.34,4.34,4.34,4.34,0,0,0,1.162,0,0,0,11,30,0
0.12,0,0,0,0,0,0.49,0,0.12,0,0,0.12,0,0.74,0.089,0,0.017,0,18,456,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409,0,0,0,1,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925,0,0,4,13,0
0,0.13,0,0,0,0,1.4,1.44,0,0,0,0,0,0,0.235,0,0.009,0,34,2688,0
0.03,0,0,0.03,0.09,0,0,0,0.01,0,0,0,0,0.18,0.263,0.016,0,0.005,102,3168,0
0,0,0,0,0,0,2.02,1.01,1.01,1.01,1.01,1.01,1.01,0,0.814,0.162,0,0,12,68,0
0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
1.25,0,0,0,0,0,1.87,1.87,0.62,1.87,0.62,0.62,0.62,0,0.475,0,0,0,12,141,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,11,160,0
0,0,0,0.65,0,0.13,2.09,0,0,0,0,0,0,0,0.073,0,0,0,23,317,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735,0,0,0,7,48,0
0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0.28,0.043,0,0,0,8,110,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,55,255,0
0,0,0,0,0,0,1.19,0.59,0,0,0,0,0,0,0.391,0,0,0,7,90,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,0,0,6,55,0
0,0,0,0.13,0,0,3.64,0.65,0.13,0.52,0,0,0,0,0.101,0,0,0,19,387,0
0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,9,64,0
0,0,0,0,0,0,4.16,4.16,0,0,0,0,0,0,0,0,0,0,6,24,0
0,0,0,0,0,0,1.78,1.19,0.59,0.59,0.59,0.59,0.59,0,0.197,0,0,0,12,119,0
0,0,0,0.09,0,0.09,3.2,0,0,0,0,0,0.09,0,0.176,0,0.125,0,21,641,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0
0,0,0,0,0,0,1.07,0,0,0,0,0,0.53,0,0.18,0.09,0,0,7,73,0
0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,0,0,1.503,16,31,0
0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,0,0,1,8,0
0,0,0,0,0,0,1.02,1.02,0,0,0,0,0,0,0.531,0,0,0,11,92,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0.25,0,0,1.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0.042,0,0,7,118,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.195,0,0,0,35,239,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,0,0,1,21,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.301,0.002,0.09,0.002,82,5395,0
0,0,0,0,0,0,3.44,3.44,0,0,0,0,0,0,0,0,0,0,8,31,0
0,0,0,0.26,0,0.06,1.04,0,0,0,0,0,0,0,0.03,0,0.03,0,42,297,0
0.08,0,0,0,0.24,0.04,1.76,0.6,0,0,0,0,0,0,0.142,0.071,0.071,0.011,23,1361,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491,0,0,0,33,138,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,13,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,3,21,0
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0
0,0,0,0.44,0,0,1.99,0,0.29,0.29,0,0,0,0,0.031,0.031,0,0,22,568,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,6,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0,7,26,0
0,0,0,0,0,0,6.06,3.03,3.03,3.03,3.03,0,0,0,0.9,0,0,0,11,33,0
0,0,0,0,0.26,0,2.15,1.61,0.26,0.26,0.26,0,0.53,0,0.437,0.043,0,0,19,262,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,0,0,0,5,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,199,375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.854,0,0,0,8,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0
0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,1.492,0,0,0,4,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,2.83,2.35,1.41,1.41,0.47,0,0.47,0,0.144,0.072,0,0,13,168,0
0.1,0,0,0,0,0,0.87,0,0,0.1,0,0,0,0,0.047,0,0.031,0,12,391,0
0,0,0,0,0,0,2.13,0.21,0,0,0,0.21,0.42,0,0.443,0,0,0,18,260,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0,0,0,5,35,0
0,0,0,0,0,0,1.85,3.7,0,0,0,0,0,0,0.544,0,0,0,11,40,0
0,0,0,0,0,0,1.27,0.42,0,0,0,0,0,0,0.781,0,0,0,14,276,0
0,0,0,0,0,0,0.51,0.61,0,0,0,0,0,0,0.154,0,0.028,0,32,507,0
0,0,0,0,0,0,2.56,1.28,0,0,0,0,0,0,0.148,0,0,0,13,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,53,0
0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,12.88,0,0,0.28,0,0.28,0,0,0,0.037,0,0,30,2051,0
0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0.158,0,0,0,17,143,0
0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0.188,0,0,0,3,40,0
0,0,0,0.26,0.13,0,2.54,0.13,0.2,0.26,0,0,0,0,0.131,0,0,0,20,787,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0.13,0,0,0,0.13,0,0.13,0.94,0,0,0,0,0.13,0,0.048,0.024,0,0,82,582,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,0,0,0,11,54,0
0,0,0,0,0,0,1.61,0.53,0.53,0,0,0,0,0,0,0,0,0,5,99,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,11,67,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0,0,0,2,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448,0.056,0,0,6,93,0
0.8,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0.235,0,0,4,29,0
0,0,0,1.85,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,4,12,0
0,0,0,0,0,0,1.7,0,0,0,0,0.28,0,0,0.074,0,0,0,55,190,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,0,0,0,3,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,0
0,0,0,0.2,0,0.2,2.75,0,0,0,0,0,0,0,0.091,0,0,0,27,575,0
0,0,0,0,0,0,4.44,1.66,0,0,0,0,0,0,0,0,0,0,12,107,0
0,0,0,0,0,0,1.11,0.55,0.55,0.55,0.55,0.55,0.55,0,0.367,0,0,0,12,108,0
0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0.401,0.133,0,0,4,36,0
0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.073,0,0,0,8,98,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0.083,0,0,0,21,189,0
0,0,0,0,0,0,0,0.4,0,0.4,0,0,0,0.4,0.065,0,0,0,8,81,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0
0.03,0,0,0,0,0,0.47,0.5,0,0,0,0,0,0,0.148,0,0.01,0,66,1387,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,28,290,0
0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,5,13,0
0,0,0,0,0,0,0,0,0,0,0,1.88,1.88,0,0.647,0,0,0,18,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0
0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0.394,0,0,0,5,45,0
0,0,0,0,1.61,0,0.8,0,0,0,0,0,0,0,0.089,0,0,0,28,89,0
0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,0,0,12,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33,0
0,0,0,0,0,0,1.2,0.8,0,0.4,0,0,0,0,0.099,0.049,0,0,9,135,0
0,0,0,0,0,0,8.33,4.16,4.16,4.16,4.16,0,0,0,1.176,0,0,0,11,31,0
0,0,0,0,0,0,1.74,1.16,0.58,1.16,0.58,0.58,0.58,0,0.379,0,0,0,12,140,0
0,0,0,0,0,0,1.28,1.28,0.32,0.32,0.32,0.32,0.64,0.64,0.094,0.094,0,0,13,167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0.047,0.047,0,0,3,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.197,0,0,0,7,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,4,24,0
0,0,0,0,0,0,0,0,0,0,0,0.44,0,2.69,0,0,0,0,15,137,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,1,9,0
0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0.078,0.078,0,0,9,272,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0.248,0,0,2,11,0
0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,55,71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.263,0,0,0,9,1310,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,0.322,0,0,0.129,18,182,0
0,0,0,1.09,0,0,0,0,0,0,0,0,0,1.09,0,0,0,0,47,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,51,90,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,51,81,0
0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0.101,0,0,0,16,52,0
0,0,0,0,1.06,0,0,0,0,0,0,0,0,1.06,0.14,0,0,0,47,84,0
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0,0,0.08,21,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,0,4,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0,0,0,4,16,0
0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0,0.504,43,334,0
0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0.327,0,0,6,24,0
0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,8,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0.168,0,0,10,54,0
0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0.24,0,0.28,43,448,0
0,0,0,0,0,0,2.18,2.18,0,1.09,0,0,0.54,0,0.087,0,0,0,34,159,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0.074,0.055,0,0.018,63,419,0
1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,0.271,0,0.067,30,330,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0.69,0,0,0,0,0,0,0.69,0,0,0,0.254,0,0,13,64,0
1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,11,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.064,0.161,0,0,7,146,0
0.32,0,0,0,0,0,0.96,1.6,0,0.64,0,0,0,0,0.064,0.128,0,0,5,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0.098,0.098,0,0,15,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,0,0,0,10,40,0
0,0,0,0,0.44,0,0,0,0,0,0,0,0,0.44,0.175,0,0,0.058,122,390,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.079,0,0,0,5,53,0
0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0.112,0.225,0,0,4,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0
0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,4.34,0.019,0,0.038,0,17,207,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0.336,0,0,0,15,40,0
0,0,0,0.38,0,0,0,0,0,0,0,0.38,0,0.38,0.18,0.54,0,0,15,144,0
0,0,0,0,0,0,0.64,0,0,0,0,0.64,0,2.58,0.348,1.16,0,0,15,103,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0,0,15,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.136,0,0,0.409,12,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.032,0.065,0,0,5,69,0
0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.62,0.111,0,0,0,4,27,0
