@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,5,8-9,11,16,20,28,30,39-40,44,50-51,53-55,58'

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_project numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,2.204,0
0.41,0,0,0,0,0,0,0,1.65,0,0,0.41,0.198,0,0,0,1.569,0
0,0,0,0,0,0,0,0.8,0.8,1.6,0.8,0,0.25,0,0,0,2.065,0
0,0,0,0,0,0,0,1.12,0,0,0,0,0.311,0,0,0,2.486,0
0,0,0,0,0,0,0,0,0,4.54,0,0,1.351,0,0,0,3.7,0
0,0,0,0,0,0,0,0,0,0,0,0,0.719,0,0,0,1.571,0
0,0,0,0,0,0,0,0,0,0,0,0,0.497,0.124,0,0.124,3.904,0
0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.343,0,0.026,4.326,0
0,0,0,0,0,0,0,3.12,0,0,0,0,0.515,0,0,0,3.285,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.227,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0
0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,1.625,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,0
0,0,0,0,0,0,0,0.68,0.68,0,0.68,0,0.216,0.108,0,0.108,2.754,0
0,1.63,0,0,0,0,0,0,0,0,0,0,0.527,0,0,0,2.12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0
0,0.17,0,0.17,0,0,0,0,0,0,0,0,0.038,0,0,0.095,2.059,0
0.05,0.16,0,0.5,0,0,0,0,0,0,0,0.05,0.211,0.04,0.016,0,2.787,0
0,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,1.269,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.652,0
0,0,0,0,0,0,0,0,0,0,0,1.14,0.43,0,0,0,2.902,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.081,0,0,1,0
0,0,0,0,0,0,0,4.25,0,0,0,0,0.714,0,0,0,2.708,0
0,0,0,0,0,0,0,0.64,0.64,0.64,0.64,0,0.255,0.102,0,0,2.197,0
0,0,0,0,0,0,0,4.76,4.76,0,4.76,0,1.257,0,0,0,3.333,0
0,0,2.22,0,0,0,0,0,0,0,0,0,0.665,0,0.665,0,4.571,0
0.1,0.1,0,0.94,0,0,0,0,0,0,0,0,0.251,0.029,0.029,0,2.784,0
0,0.26,0,0,0,0,0,0,0,0,0,0,0.089,0.017,0.053,0.053,5.189,0
0,0,0,0.83,0,0,0,0,0,0,4.16,0,0.118,0,0,0,1.475,0
0,0,0,0,0,1,0,0,0,0,0,0,0.38,0,0,0,1.806,0
0,0,0,0,0,0,0,0.28,0.28,0.14,0.28,0,0.324,0.046,0,0,2.24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0
0,0,0,0,0,0,0,0,0,1.92,0,0,0.098,0.295,0,0,1.813,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,1.272,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0
0,1.54,0.51,0,0,0.51,0,0.51,0.51,0,0,0,0.158,0,0,0,1.711,0
1.75,0,0,0,0,0,0,0,0,0,0,0,0.317,0,0,0,1.125,0
0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,1.466,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.361,0
2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5.888,0
0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,1.769,0
0.23,0.23,0,0,0,0.23,0,0,0.47,0,0,0,0.107,0,0,0,1.595,0
0.11,0.55,0,0,0,0.11,0,0,0.11,0.11,0,0,0.156,0.034,0,0.052,3.061,0
0.11,0.11,0,1.02,0,0.11,0,0,0,0,0.11,0,0.177,0.029,0.029,0,4.296,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,2.481,0
0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,1.488,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0
0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,1.444,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.15,0,0.15,0.3,0,0,0,0.15,0,0,0,0.137,0,0,0,2.276,0
0,0,0,0,0,0,0,1.29,1.29,0,0,0,0.324,0.194,0,0.194,2.142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,0
0.1,0,0.52,0,0,0.1,0,0,0,0,0,0.1,0.138,0,0.041,0,2.321,0
0.25,0,0,0.25,0,0.25,0,0.25,0.25,0,0.25,0,0.473,0.043,0,0,2.111,0
0,0.44,0,0,0,0,0,0.88,0.88,0,0,0,0.506,0,0,0,3.772,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,0,1.187,0
0.07,0,0,0,0.15,0,0,0,0,0,0,0,0.174,0,0.023,0,2.182,0
0.2,0.4,0,0,0.3,0,0.3,0,0,0,0,0,0.042,0,0,0,4.325,0
0,0,0,0,0,0,0,0,0,8.69,0,0,1.273,0,0,0,3.5,0
0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,1.657,0
0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.61,0,0,0,0.8,0,0,0,0.8,0,0,0,0.144,0,0,1.913,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,1.919,0
0,0,1.31,0,0,0,0,1.31,0,0,0,0,0.279,0,0,0,2.13,0
0,1.04,0,0,0,0,0,0.2,0.2,0.1,0.2,0.1,0.523,0.016,0.016,0.033,2.232,0
0,3.92,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,1.312,0
0,0.71,0,0,0,0,0,0,0,0,0,0,0.125,0.062,0.062,0,1.574,0
0,0,0,0.13,0,0,0,0,0,0.27,0,0,0.438,0.146,0,0,3.657,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0
0.24,0.24,0,0,0,0,0,0.49,0.24,0,0,0,0,0,0,0,1.831,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.888,0
0.12,0.12,0,1.11,0,0,0,0,0,0,0,0,0.167,0.033,0.033,0,3.211,0
0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,2.333,0
0,0,0,0,0.14,0.14,0,0.29,0,0,0.14,0,0.019,0.019,0,0,2.174,0
0,2.32,0,0,0,0.77,0,0.77,0.77,0,0.77,0,0.376,0.125,0,0,2.4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,0
0,0.32,0,0.32,0,0.32,0,0,0,0.32,0,1.29,0.145,0.048,0,0,1.967,0
0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,0,0,1.64,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0
0,0,1.28,0,0,0,0,0.42,0.42,0,0,0,0.112,0,0,0,1.602,0
0,1.09,0,0,0,0,0,0,0,0,0,0,0.217,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.153,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0.34,0.34,0,0,0,0,0,0.68,0.68,0,0,0,0.292,0.058,0,0,2.333,0
0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,1.947,0
0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0,0,1.275,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,1.592,0
0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0.159,0,1.515,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,0
0,0,0,0,0,0,0,0,0,0.47,0,0.47,0.076,0,0,0,1.833,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466,0
0.63,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,1.361,0
0,0,0,0,0,0,0,0,0,0,0,0,1.066,0,0,0,1.333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.063,0
0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,1.625,0
0,0.27,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,2.078,0
0,0,0,0,0,0,0,0,0,0,0,0,0.039,0,0,0,1.632,0
0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.137,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.772,0
0,0.25,0,0,0,0,0,0,0,0,0,0,0.094,0,0,0,1.884,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.368,0
2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.346,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.939,0
0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0.327,0,1.482,0
0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,1.315,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.39,0.13,0,0.13,0.13,0.13,0,0,0,0,0,0,0.066,0,0,0.022,1.514,0
0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,1.131,0
0.28,0,0,0,0,0.28,0,0,0,0,0,0,0.103,0,0,0,1.403,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.285,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.052,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.555,0
0.36,0,0,0,0,0,0,0.73,0.36,0,0,0,0.231,0,0,0,2.482,0
0,0,0,0,0,0,0,0,0,0,0,2.04,0.154,0,0,0,3.304,0
0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,0,0,1.75,0
0,0.09,0.37,0,0,0.84,0,0,0,0,0,0,0.056,0,0.071,0.014,1.934,0
0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0.441,6.186,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.076,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.505,0
0,0,0,0,0,0.69,0,0,1.39,0,0,0,0.221,0,0,0,2.184,0
0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0.204,0,2.45,0
0,0,0,0.55,0,0.55,0,0,0,0,0,0,0.093,0,0,0,2.928,0
0,0,0,0,0,0,0,0,0,0,0,0,0.295,0,0,0,2.535,0
0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386,0
0,0,0,0,0,0,0,0,0,0.08,0,0,0.083,0,0,0,1.329,0
4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0
0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,2.178,0
0,0,0,0,0,0.38,0,0,0,0,0,0,0.216,0,0,0.054,5.07,0
0,0.68,0,0,0,0,0,0,0,0,0,0,0.173,0,0,0,1.538,0
0,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,1.428,0
0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.554,0,0,0,2.294,0
0,0,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,1.115,0
0,0,0,0,0,0,0,0,0,0,0,0,0.359,0,0,0,1,0
1.88,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,0.056,2.933,0
0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,2.071,0
0.88,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,1.681,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.8,0,0,0,0,0,0,0,0.8,0.294,0,0,0,1.166,0
0,0,0,0,0,0,0,0,0,0,0,0,0.334,0,0,0,3.333,0
0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571,0
0,0.36,0,0,0,0,0,0,0,1.47,0,0,0.112,0,0,0.056,1.793,0
0,0,0,0,0,0.58,0,0,0,0,0,0,0.185,0,0,0.092,2.468,0
