@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0.33,0,0.112,0.336,222,1
0,0,0,0,0.48,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.26,0.086,38,1
0.42,2.53,0.42,0.42,0.84,0,1.68,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,1.457,179,1
0.18,0.36,0.09,0,0.63,0.36,0,0.09,0,0,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0.015,566,1
0,0.47,0,1.43,0.47,0,0.47,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.295,158,1
0,1.25,0.62,0,0,0,1.25,0.62,0,0.62,0.62,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0.331,0.11,152,1
0.39,0,0.39,0.79,0.79,0,0,0.39,0,0,1.18,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0.612,0.183,75,1
0,2.83,0,0,0.7,0,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,1
0,0,0,0,0.84,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.3,197,1
1.24,0,0,0,0.41,0,0.41,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.41,0,0.461,0.527,114,1
0,0,0.13,0,0.4,0,0.27,0,0,10.38,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.064,1444,1
0,0,0,0,1.29,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,53,1
0,2.03,0,0,0.81,0,0.4,0,0,0,1.62,0.4,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.272,166,1
0.18,1.59,0.36,0,0.55,0.06,0,0.73,0.24,0,0.85,0.06,0,0,0,0,0,0,0,0,0.06,0,0,0,0.01,0.169,451,1
0.05,0.23,0.17,0.05,0.82,0,0.76,0.11,0.29,0,0.23,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.259,660,1
0,0.31,0,0.15,0,0,1.11,0,0,0,0,0,0.95,0,0,0,0,0,0.31,0.15,0,0,0,0,0.862,0.707,1128,1
0.21,0.42,0.21,0,0.64,0,0.85,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,0.18,303,1
0,0.35,0,0,0.7,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,1.284,0,313,1
0,0,0,1.56,0,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0.183,164,1
0.38,1.14,0,0,0,0,0,0,0.76,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,1.005,0.059,1180,1
0.63,1.27,0,0.63,0.63,0,0.63,0.63,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0.3,118,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0.424,0.212,66,1
0,0.42,0,0.85,0.42,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0,363,1
0,0,0,0.75,0.75,0,1.87,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.242,0,508,1
0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1
0,0.45,0,0.45,0.9,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0.45,0,0.64,0.16,184,1
0,0.65,0,0.21,0.87,0,0.43,0,0,0.65,0,0.43,0,0,0,0,0,0,0,0,0,0,0.21,0,0.96,0.128,501,1
0,0,0,0,0,0,0,0,0.47,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,464,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.843,0,15,1
0,0,0,0.61,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,81,1
0,0.36,0.24,0,0.12,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.693,0,195,1
0,0,0,0,0,0,1.09,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0.371,0,96,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0.085,0.511,0,217,1
0,0.85,0.21,0.21,0,0,0,0.21,0.21,7.08,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0.271,869,1
0,1.08,0.54,2.16,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.488,0,379,1
0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,117,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0.392,0.196,82,1
0,0,0,0,0,0,0.25,0,0,8.29,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0.174,937,1
0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.152,0,99,1
0.73,0.36,0.36,1.1,0.36,0,0.36,1.84,0,0,0.36,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.435,0.062,300,1
0,0,0,2.94,0,0,0,2.94,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425,0.141,280,1
0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.478,0,106,1
0.47,0.05,0.13,0.05,0.97,1.26,0.26,0.44,0,0,1.02,0.34,0,0,0,0,0,0,0,0,0,0,0.02,0,0.329,0.78,3059,1
0,0.4,0.2,0,0.4,0,0.2,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.302,190,1
0,0.72,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.328,0,141,1
0,0,0,2.3,2.3,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518,0,181,1
0,0,0.65,0,0.32,0,0.32,0,0.98,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0.83,228,1
0,0.6,0.12,0.12,0.48,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.094,389,1
0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,1.492,233,1
0.25,0.75,0,0,1.51,1.26,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.124,210,1
0,0.88,0.14,0,0.73,0,0,0.29,0,0,0.14,0.29,0,0,0,0,0,0.58,0,0,0,0,0,0,0.388,0.048,428,1
0,0,0,0,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0.365,0.182,107,1
0.07,0.52,0,0.07,0.82,0,0,0.07,0.22,0,0,0.22,0,0,0,0,0,0.07,0,0,0,0,0,0,0.119,0.071,974,1
0,0,0.36,1.47,0.73,0,0.36,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0.061,264,1
0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,1
0.1,0.8,0.8,0.5,0.7,0,0.1,0,0.2,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.49,0.158,1351,1
0.46,0,0,0,1.38,0,0,0.46,0,0,1.38,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.082,0.823,102,1
0,0.65,0.65,0.32,0.32,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.169,139,1
0,1.05,0.42,0,0.84,0.1,2,0.84,0.31,0,0.52,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.384,0.182,1726,1
0,2.25,0,1.12,0.56,0,0.56,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0.33,190,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0.353,82,1
0,0.65,0,0,0.65,0,0,0,1.97,0,0,1.31,0,0,0,0,0,0,0,0.65,0,0,0,0,0.816,0.068,165,1
0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0.394,0,237,1
0,0.18,0,0,0.9,0.36,0.72,0,0.18,0,0,0.54,0,0,0,0,0,0,0,0,0.18,0,0,0,0.633,0.063,841,1
0,0.37,0,0,0.74,0,3.34,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.878,0.175,425,1
0,0.78,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363,0,147,1
0,0,0.93,0,2.06,0,0,0.37,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0.107,251,1
0.1,0.8,0.8,0.5,0.7,0,0.1,0,0.2,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.488,0.157,1351,1
0.47,0.47,0,0,2.39,0.95,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.683,0.168,744,1
0,0,0.54,1.63,0.54,0,0.54,2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,70,1
0,2.43,0,0,0,0,0.81,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,113,1
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,40,1
0.25,0.5,0,0.25,0.76,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.082,0.041,225,1
0.16,0.32,0,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.773,0.08,955,1
0.1,0.6,0.3,0.4,0.5,0,0.1,0,0.5,0,0,0.3,0,0,0,0,0,0.1,0,0,0,0,0,0.264,0.977,0.397,1045,1
0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.048,0,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.221,0.665,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,1.529,0,66,1
0,1.03,0,0.41,0.41,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0.238,0.034,247,1
0,0,0.62,0,2.5,0,2.5,0,0.31,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.111,92,1
0,0.48,0,0,0.96,0,0,0.48,0,0,3.38,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.084,0.761,165,1
0,0.35,0,0.17,0,0,0.17,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.027,956,1
0,0.79,0.79,0.49,0.69,0,0.09,0,0.19,0,0.59,0.19,0,0,0,0,0,0,0,0,0.19,0,0.09,0,0.417,0.154,1365,1
0,0.65,0.65,0.32,0.32,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.157,143,1
0,0,0,0,1.38,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,0,13,1
0,0,0,0,1.14,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,81,1
0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1
0.64,0,0.38,0,0.25,0,0.77,0.9,0,0.12,0.12,1.03,0,0,0,0,0.12,0,0,0.12,0,0,0.12,0,1.082,0.299,981,1
0.43,0.78,0.26,0,1.22,0,1.13,0.26,0,0,0.08,0.43,0,0,0,0,0,0,0,0.08,0,0,0,0.042,0.709,0.056,1123,1
0.64,1.93,0,0,1.29,0,1.29,0.64,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0.37,122,1
0.49,0.08,0.41,0.08,0.57,0,0,0,0,0,0.16,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0.191,667,1
0,0.21,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,339,1
0.65,0.32,0.16,0,1.3,0,1.14,1.3,0.49,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.902,0.225,595,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.559,0.279,108,1
0.31,0,0.62,0,0.62,0,0,0.2,0.41,0,0.62,0.72,0,0,0,0,0,0.1,0,0,0,0,0,0,0.548,0.199,1514,1
0,0,0,1.08,0.54,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.334,0,53,1
0,0,0,1.25,0.62,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,134,1
0.3,0.2,0.4,0.2,1.91,0,0.6,0,0,0,0.9,0.3,0,0,0,0,0,0,0,0,0,0,0.2,0,0.275,0.206,1029,1
0.1,0.07,0.03,0,0.53,0,0.17,0.03,0.03,0,0.1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0.065,3220,1
0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,0.111,63,1
0,0,0,0,1.31,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,53,1
0.14,0.29,0.29,0,0,0,0.87,0.29,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0.58,0,0.265,0,437,1
0.09,0.39,0.19,0,1.57,0,0,0.09,0.09,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,5.84,1.311,757,1
0.07,0.51,0.29,0.07,1.48,0,0,0.14,0,0,0,0.07,0,0,0,0,0,0,0.14,0,0,0,0,0,0.167,0.167,795,1
0,0.28,0,0.14,0.14,0,0,0,2.14,3.86,0.14,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.241,0.072,1229,1
0,0.75,0,0,2.25,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.224,1.223,537,1
0,0,0,0,0,0,1.44,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0.271,41,1
0.34,0.08,0.42,0.08,0.51,0,0.08,0,0,0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0.17,0,0.287,0.223,537,1
0,0,0,0,0,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,1.429,0.095,186,1
0,0.75,0,0,2.27,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.249,1.237,529,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,44,1
0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,44,1
1.63,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0.253,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,153,1
0,1.65,0.33,0.66,0.99,0,0.82,0.33,0,0,0.49,0.33,0,0,0,0,0,0,0,0,0,0,0,0.075,0.252,0.05,721,1
0.1,0.8,0.8,0.5,0.7,0,0.1,0,0.2,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.49,0.158,1351,1
0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1
0,1.3,0,0.98,0.81,0,0.49,0.65,0.16,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.179,0.673,640,1
0,0.32,0,0.16,0,0,0.16,0,0.16,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.271,0.024,982,1
0.09,0.39,0.19,0,1.59,0,0,0.09,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,5.924,1.33,725,1
0.17,0.53,0.17,0.17,1.61,0,0,1.79,1.61,0,0,0.35,0,0,0,0,0,0,0,0.17,0,0,0,0,1.158,0.057,599,1
0,2.46,0,0,0,0,0.49,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,0,330,1
0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.06,0.19,0.32,0.38,0.64,0,0,0,0.06,0,0.19,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0.25,0.073,766,1
0,1.25,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.095,0.031,0,616,1
0.44,0.44,1.32,0.44,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.358,137,1
0,1.09,0.54,2.18,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.471,0,377,1
0,0.5,0,0.16,0.33,0.67,0,0,0.5,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0.105,260,1
0,0.46,0.46,0.46,0.46,0,0.92,0,0,0,0.46,0,0,0,0,0,0,0,0,0.46,0,0,0.46,0,0.298,0.223,110,1
0,0.6,0,0,0,0,2.42,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412,0.206,237,1
0.14,1.17,0.58,0.14,0.14,0,0.29,1.46,0,0,0,0.29,0,0,0,0,0,0,0,0.43,0,0,0,0,0.558,0.024,217,1
0,1.1,0.55,2.2,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.496,0,387,1
2.32,1.55,0,0,0.77,0,0.77,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0.671,0,518,1
0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184,253,1
0,1.11,0,2.22,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,0,35,1
0,0,0,1.02,2.04,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,25,1
0.1,0.8,0.8,0.5,0.7,0,0.1,0,0.2,0,0.6,0.1,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0.488,0.157,1351,1
0,0,0,0,0,0,0.68,0,0,0,0,0,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0.309,0,32,1
0.42,0.85,0.85,0,2.13,0,0,1.7,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,1.088,0,200,1
0,0.87,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1
0,0,0,1,1,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,94,1
0,0,0.41,0,0,0,0.41,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0.199,0,261,1
0.46,0,0,0,1.38,0,0,0.46,0,0,1.38,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.081,0.816,102,1
0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.427,0,75,1
0,0,1.1,0.36,0.36,0,0.36,0,1.1,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414,0.888,177,1
0.13,0.26,0.26,0,0.39,0,0.13,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,468,1
0.54,0.05,0.16,0,1.11,1.19,0.19,0.43,0,0,1.14,0.57,0,0,0,0,0,0,0,0,0,0,0.05,0,0.268,0.15,3313,1
0,0.51,0,0,1.03,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.177,100,1
0.33,0,0,0.67,0.67,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,59,1
0,1.11,0,0.18,0.18,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426,0,68,1
0,0.64,0.64,0.64,0.32,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.156,157,1
0.86,0,0,0,0,0,0.86,3.44,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928,0.154,53,1
0.32,0.98,0,0.32,0,0,0,0,0.98,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.858,0.101,1349,1
0.19,1.55,0.19,0.77,0.77,0,0.19,0.58,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.185,0.216,113,1
0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0.44,0.44,0.44,0.44,0,0,0,0,9.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,474,1
0.52,0.14,0.17,0.05,0.89,1.16,0.11,0.23,0,0,0.63,0.52,0,0,0,0,0,0,0,0,0,0,0.08,0,0.363,0.535,2771,1
0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,49,1
0,0.32,0.64,0,0.32,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0.263,0.105,188,1
0,0.32,0,0,0.64,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,0,278,1
0.11,0.45,0.45,0,0.34,0.11,0,0.45,0,0,0.45,0.45,0,0,0,0,0,0,0,0.11,0,0,0.45,0,0.265,0.132,666,1
0,0.81,0.81,0,0.54,0,0.81,1.63,1.35,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0.121,131,1
0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
0,0,0,0,0,0,6.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0,76,1
0.15,0.75,0,0,0.15,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0,208,1
0.29,0,0,0,0.44,0,0.14,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.05,326,1
0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,75,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0.74,0.07,0.21,0,0.74,1.48,0.17,0.49,0,0,0.56,0.77,0,0,0,0,0,0,0,0,0,0.03,0.07,0,0.678,1.05,3084,1
0,0.65,0.65,0.32,0.32,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0.158,139,1
0,0,0,1.47,0,0,0,2.94,1.47,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0.294,0.147,288,1
0,2.25,0,1.12,0.56,0,0.56,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.347,195,1
0,0.64,0.64,0.32,0.32,0,0.32,0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0.157,139,1
0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,162,1
0,0.64,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0.574,0,105,1
0,0.78,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0.06,0,0,0,0,0.032,240,1
0,1.14,0.57,2.28,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0.487,0,373,1
0,0.62,0.62,0.62,1.25,0,1.56,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,134,1
0,0.94,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,0,52,1
0.15,1.23,0.61,0,0.3,0,0.3,1.54,0,0,0,0.3,0,0,0,0,0,0,0,0.46,0,0,0,0,0.615,0.025,186,1
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,0,0.23,0.23,72,1
0.58,1.75,0.39,0.58,0.78,0,0.58,0.58,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.067,0.135,190,1
0,0.23,0,0,1.9,0,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.046,0.037,543,1
0.21,1.26,0.1,0,0.52,0,0,0.52,0,0,0.31,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.141,3.305,1016,1
0.74,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0.467,0.233,72,1
0,0,0,0,1.33,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,0,44,1
0,0.38,0.25,0.25,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.663,0,184,1
0,1.29,0,0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.354,0,69,1
0,0.39,0,0,0.78,0,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0,0.864,0.132,364,1
0,0,0,0,0.59,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,0.088,83,1
0,0,0,0.73,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,125,1
0.63,0,0,0.63,0.63,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,0,126,1
0,0,0,1.11,1.11,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.138,54,1
0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,0,80,1
0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,277,1
0,0.31,0,0,0.62,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0.777,0,278,1
0,1.07,0,0,0.71,0,0,0.71,0,0,1.42,0,0,0,0,0,0,0,0,0.35,0,0,0.35,0,0.24,0.24,140,1
