@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,1.35,0,2.7,0,1.35,0,0,0,0,0,0,0,3.285,1
0,0,0.28,0,0,0.28,0,0,0.56,0,0,0,0,0,0,0.28,0,0,0.05,0,2.083,1
0,0.29,0.14,0,0.14,0,0.14,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0.046,5.02,1
0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0.714,0,0,4.333,1
0,0,0,0,0,2.89,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,1.312,1
0,0,0.55,0.27,0,0.27,0,0,0,0.27,0,0,0,0,0,0,0,0.387,0,0.043,19.482,1
0,0,0,0,0,0,0,0,2.59,0,2.59,0,0,0,0,0,0,0,0.439,0.439,3.571,1
0,0,0.6,0,0,0,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0.412,0,6.166,1
0.41,0.41,0.03,0.06,0.27,0.76,0.45,1.15,0.24,0,0.34,0.59,0,0,0,0.1,0,0.011,0.076,0.112,5.761,1
0,0.29,0.58,0,0.29,0.29,0,0,1.46,0.87,0,0,0,0,0,0.29,0,0,0.086,0.043,3.591,1
0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0.54,0,0,0.096,0,1.969,1
0,0,2.56,1.28,1.28,1.28,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,102.666,1
0.08,0,0.08,0.08,0.08,0.24,0.32,0,0.08,0,0.16,0.24,0,0,0.08,0.16,0,0.344,0.068,0.151,15.547,1
0,0.41,0.2,0,0.2,0,0.2,0,0.83,0,0.62,0,0,0,0,0.41,0.62,0,0,0,1.65,1
0,0.55,2.2,0,0,0.55,0,0,0,0,0,0,0,0,0,0.55,0,0,0.165,0.082,16.826,1
0.19,0.19,0.77,0,0,0.77,0.58,0,0.19,0,0.19,0,0,0,0,0,0,0.03,0.061,0,1.948,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,3.5,1
0,0,0,0.52,0,1.05,0,0,0,0,1.58,0,0,0,0,0,0,0,0.19,0,5.038,1
0.51,0.51,0.51,0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0.135,0,2.676,1
0.58,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,3.807,1
0,0,0.62,0.31,0.62,1.25,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,2.481,1
0,0.68,0,0,0,0.68,0,0,0.34,0,0,0,0,0,0,0,0,0,0.055,0,3.718,1
0,0,0.2,0,0,0.4,0,1.41,0.4,3.03,0,0.4,0,0,0,0,0,0.033,0.066,0,2.704,1
0.37,0.75,0,0.37,0.37,2.65,0,0.37,0.37,0,0.37,0,0,0,0.37,0,0,0,0.196,0.065,62.5,1
0.62,0,0.62,0,0,3.1,0,0,0,0,0,0.62,0,0,0,0,0,0,0.31,0,3.363,1
0.23,0.29,0.11,0.05,0.11,1.17,0.47,0.05,0.05,0,0.47,0.29,0,0,0,0,0,0,0.133,0.092,6.033,1
0,0.08,0.08,0.33,0.08,0.76,0,0.08,1.6,0.33,0.42,0.08,0,0,0.08,0,0,0,0.047,0.329,7.24,1
0,0.89,0,0.12,0.12,0.38,0.12,0,0,0.12,0,0.12,0,0,0,0,0,0,0.185,0,2.878,1
0.8,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,2.604,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,1.938,1
0,1.11,2.22,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,2.058,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0,0,4.333,1
0,0.72,0,0.36,0.36,0.72,0,0.36,0.36,0,0,0,0,0,1.08,0.36,0,0,0.334,0.066,18.4,1
0.46,0.46,0.06,0.33,0.39,0.73,0.79,0,0.26,0,0.19,0.26,0,0,0,0,0,0.036,0.084,0.084,3.887,1
0,0.3,0.15,0,0.15,0,0.15,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0.049,5.425,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,21.428,1
0,0,1.04,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0.062,0.248,0.062,3.902,1
0,0,0,0,0,0,0,0.52,0.52,0,0,0,0,0,0,0,1.56,0,0.077,0,1.388,1
0,0,0,0,0,0,0,0,6.52,0,0,0,0,0,0,0,0,0,0,0,9.1,1
0,0.27,0,0.27,0,1.09,0.27,0,0,0,0.27,0,0,0,0,0.27,0,0,0,0,10.877,1
0,0,0,0,0,2.17,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,1.333,1
0.12,0.12,0,0.12,0.36,0.85,0,0,0.24,0,0,0,0,0,0,0.12,0,0.063,0.021,0,2.351,1
0,0.96,0.48,0,0.48,0.96,0.48,0,0,0,4.32,0.48,0,0,0,0,0.48,0,0.061,0,25.964,1
0,0.95,0,0,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0,0.066,0.2,0,4.18,1
0,0.54,2.18,0,0,0.54,0,0,0,0,0,0,0,0,0,0.54,0,0,0.157,0.078,15.08,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,1
0.87,0.17,0,0.04,0.39,1.37,0.87,1.69,0.32,0.29,0.34,0.84,0,0,0,0.07,0,0.016,0.058,0.183,3.697,1
0,0,0.31,0.31,0,0.31,0.31,0,0.31,0,0,0.31,0,0,0,0.31,0,0,0.108,0.054,1.515,1
0.59,0.09,0,0.59,0.29,0.09,0.29,0,0.09,0.09,1.39,0.99,0,0,0,0.19,0,0.044,0.078,0.011,15.493,1
0.05,0.07,0.15,0.02,0.1,0.47,0.02,0,0,0.1,0.05,0,0,0,0.1,0,0,0.042,0.101,0.059,2.569,1
0,0.66,0,0,0,0.66,0,0,0.33,0,0,0,0,0,0,0.33,0,0,0.053,0,4.024,1
0.08,0,0,0.08,0.25,0.67,0.16,0,0.08,0.16,1.1,0.08,0,0,0,0.08,0.08,0.012,0.101,0.012,11.32,1
0.17,0,0.08,0.42,0,0.6,0.17,0.17,0,0,0.34,0.08,0,0,0,0,0,0,0.081,0,4.07,1
0.43,0.4,0.06,0.12,0.25,0.69,0.4,1.06,0.15,0,0.31,0.56,0,0,0,0.06,0,0.031,0.122,0.266,8.016,1
0,0,0.32,0.32,0,0.32,0.32,0,0.32,0,0,0.32,0,0,0,0.64,0,0,0.111,0,1.494,1
0,0.68,0,0,1.36,0,0,0,0,0,0,0,0.68,0,1.36,0,0,0,0,0,3.826,1
0,0,0,1.11,0,0,0,0,0,0,1.11,0,0,0,0,1.11,0,0,0.208,0,3.95,1
0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,1.792,1
0.1,0.2,0.5,0,0.3,0.7,0.3,0,0.1,0.2,0.6,0.1,0,0,0,0.1,0.1,0,0.11,0.015,8.55,1
0,0.8,0.8,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0.135,0,3.115,1
0,0,0,0,0,0,0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,3.333,1
0,0,0.91,0,0.91,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0.64,0.32,0,0.32,0.32,0,0.32,0,0,0.32,0,0,0,0.64,0,0,0.156,0,1.752,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,1
0.82,0,0.41,0.82,1.65,0.41,0,0,2.47,1.23,0,0.82,0,0,0,0,0,0,0,0.132,6.404,1
0.32,0.16,0.04,1.16,0.12,0.68,0.52,0.4,0.64,0.16,0.36,0.6,0,0,0,0.12,0,0.019,0.052,0,3.225,1
0,0,0,2.04,1.02,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,2.179,1
0,0.9,0.9,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0.319,19.829,5.3,1
0,0,0.57,0,0,1.15,0.57,0,0,0,0,0.57,0,0,0,0,0,0,0,0,10.117,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,14.5,1
0,0,1.21,0,0,1.21,1.21,0,1.21,0,0,0,0,0,0,0,0,0,0,0,1.676,1
0,1.25,1.25,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0.199,0,0,3.976,1
0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,2.5,0.121,0.605,0,2.222,1
0,0,0.1,0.53,0,0.64,0,0,0,0,0.74,0,0,0,0,0,0,0,0.099,0,2.104,1
0,0.41,0,0,0,0.41,0,0,0.41,0,0,0,0,0,0,0.41,0,0,0.068,0,3.851,1
0.87,0.17,0,0.04,0.39,1.37,0.87,1.69,0.32,0.29,0.34,0.84,0,0,0,0.07,0,0.016,0.058,0.182,3.697,1
0,0.6,0,0,0,1.21,0,0,0,0,0.6,0,0,0,0,0,0,0,0.146,0,3.23,1
0,0.34,0.68,0,0.34,0,0,0,0.34,0,0,0,0.34,0,0,0,0,0,0,0,1.411,1
0.44,0.44,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,5.977,1
0,0.55,0,0,0.55,0,0,0,1.11,0,0.55,0,0,0,0,0,0,0,0,0.517,4.166,1
0,0,0,0.3,0,0.3,0.3,0,0.3,0,0,0.3,0,0,0,0.3,0,0,0.211,0.052,1.752,1
0,0,0,0,0,1.31,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,4.5,1
0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0.189,0,3.857,1
0.09,0,0,0.18,0,0.82,0,0.36,0,0,0.36,0.09,0,0,0,0.27,0,0.015,0.046,0.03,3.771,1
0.14,0.14,0,0,0.14,0.58,0,0,0.14,0.14,0,0.44,0,0,0,0,0,0,0.204,0.102,2.962,1
0,0,0.8,0,0.4,0.8,0.4,0,1.61,0,0,0,0,0,0,0,0,0,0.07,0.07,4.49,1
0,0,0.37,0,0,0.37,0,0,1.11,0,0,0,0,0,0,0,0,0,0.264,0,2.492,1
0.78,0,0,0,0,0,0,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,2.627,1
0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,0,1.985,3.15,1
0,0,0,1.08,0,0,0,0,0,0,1.08,0,0,0,0,1.08,0,0,0.194,0,3.6,1
0.58,0,1.16,0,0.58,0,0,0.58,0.58,1.16,0,0,0,0,0,0,0,0,0.27,0,1.829,1
0,0,0,1.36,0,0,0,0,0.68,3.42,0,0,0,0,0,0,0,0,0,0,3.737,1
0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,2.73,0.098,0.589,0,2.044,1
0.1,0,0.1,0,0.4,0.5,0,0.6,0.91,4.26,0.4,0.2,0,0,0,0,0,0,0.093,0,6.8,1
0,0.11,0.23,0.35,0.11,0.95,0,0.11,2.14,0.35,0.59,0.11,0,0,0,0,0,0,0.059,0.217,8.026,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,1
0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,2.95,1
0.43,0,0,0,0,2.18,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,5.114,1
0,0,0.72,0,0,0,0.72,0,0,0,0,0.72,0,0,0,0,0,0,0.364,0,7.781,1
0,0,1.48,0,0.74,0.74,0.74,0,0.74,0,0,0,0,0,0,0,0,0,0,0,2.346,1
0.58,0,0.58,0.58,0,0,0,0.58,0.58,0,0,1.16,0,0,0,0,0,0,0,0,3.338,1
0,0,1.58,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272,1
0,0,0.11,0,0,0.33,0.33,0,0,0,0.55,0,0,0,0,0,0,0,0.155,0,1.961,1
0,0,0.83,0,0,0.41,0,0,0,0,0.2,0,1.46,0,0,0,0,0.182,0.401,0,3.791,1
0.15,0,0,0.61,0,0.3,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0.128,0,1.377,1
0.14,0.18,0.18,0.28,0.18,0.46,0.61,0.09,0.89,0.04,0.46,0.28,0,0,0,0.28,0.04,0,0.101,0.062,5.759,1
0.56,0,0,0,0,0,0,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,2.283,1
0,0,0.18,0,0,0.18,0.92,0,0,0,0,0,0,0,0,0,0,0,0.182,0,1.283,1
0,0,0,0,0,0.18,0.9,0,0,0,0,0,0,0,0,0,0,0.029,0.178,0,1.373,1
0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0.105,0,2.033,1
0,0,0,0,0,2.17,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,1.333,1
0,0,0,0,0,0,0,0,2.04,1.02,0,0,0,0,0,0,0,0,0.174,0,1.787,1
0,0,0,0,0,0,0,0,0.95,0,0.95,0,0,0,0,0.47,0,0,0.131,0,3.493,1
0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.39,0.46,0,0.19,0.31,0.7,0.62,1.29,0.23,0,0.5,0.46,0,0,0,0.03,0,0.006,0.078,0.133,7.192,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,2.588,1
0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,4.818,1
0,0,0,0,0,0.58,0,0,1.16,0,0,0,0,0,0,0,0,0,0.133,0,1.131,1
0,0.39,0,0.19,0.39,0.39,0,0,0.98,0,0.19,0,0,0,0,0,0,0,0.128,0,2.128,1
0,0,0,0.35,0,0.35,0,0,5.35,0,0.35,0,0,0,0,0,0,0,0.102,0,1.971,1
0.19,0,0.09,0,0.48,0.68,0.19,0,0.29,0.78,0.09,1.36,0,0,0,0.09,0,0.015,0.18,0,2.133,1
0,0.67,0.33,0.33,0.67,1,0,0,1,2.68,0,0.67,0,0,0,0,0,0,0.053,0.107,6.111,1
0,0,0.29,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,12.2,1
0.36,0,0,0,0,0.72,1.81,0,0,0,0,0.72,0,0,0,0,0,0.063,0.126,0,2.562,1
0,0.08,0.08,0.33,0.08,0.76,0,0.08,1.61,0.33,0.42,0.08,0,0,0.08,0,0,0,0.047,0.33,7.277,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,1
0.54,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0.051,0,1.49,1
0,0,0.49,0,0,0.99,0,0,0.49,0,0,0,0,0,0,0.49,0,0,0.082,0,5.113,1
0,0,0,0,0,0,0,0,0.96,0,0.96,0,0,0,0,0.48,0,0,0.133,0,3.315,1
0.34,0,0,0,0,0,0,0,0,1.02,0,0,0.34,0,0,0,0,0,0,0,667,1
0.08,0.08,0.08,0,0,1.43,0,0.08,0.53,0,0.08,0.17,0,0,0,0,0,0,0.054,0.027,4.911,1
0,0.43,0,0,0.43,0,0,0,0,0,0,0.87,0,0,0,0,0,0.075,0.075,0,5.086,1
0.64,0,0,0,0,1.29,0,0,1.29,0,0.64,0,0,0,0,0,0,0,0,0,2.44,1
0,0.56,0.56,0,0.28,0.56,0.28,0,1.41,0,0,0,0,0,0,0.28,0,0,0.114,0.153,9.25,1
0,0,2.94,1.47,1.47,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,0.142,0,92.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.666,1
0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0.052,0,2.886,1
0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1
0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064,1
0,0.31,0.31,0.62,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.183,0.122,9.218,1
0,0,0,0,0,0,0,0,0,6.32,0,0,0,0,0,0,0,0,0,0.432,5.875,1
0.34,0.42,0.08,0.25,0.34,0.51,0.94,0,0.08,0,0.34,0.34,0,0,0,0.17,0,0,0.063,0.079,3.314,1
0,0,0,0.85,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,1.333,1
0,0.43,0,0,0,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0,0.147,0,2.81,1
0,0,0,0,0,0,0,0,2.43,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.69,0.17,0.17,0,0.34,0.69,0.69,0,0.51,0,0.17,0,0,0,0,0,0,0,0.053,2,1
0,0,0.53,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.391,1
0.1,0.2,0.5,0,0.3,0.7,0.3,0,0.1,0.2,0.6,0.1,0,0,0,0.1,0.1,0,0.11,0.015,8.55,1
0,0,1.66,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,2.611,1
0.17,0,0.08,0.42,0,0.6,0.17,0.17,0,0,0.34,0.08,0,0,0,0,0,0,0.084,0,4.049,1
0.1,0.2,0.5,0,0.3,0.7,0.3,0,0.1,0.2,0.6,0.1,0,0,0,0.1,0.1,0,0.11,0.015,8.55,1
0.14,0.29,0,0,0.14,1.91,0.29,0,0.29,0.14,0.73,0.29,0,0,0,0,0,0,0.023,0.047,6.602,1
0.43,0,0.87,0,0,0.43,0,0,0,0,1.31,0,0,0,0,0.43,0,0,0.145,0,3.35,1
0,0.26,0.08,1.04,0.26,0.69,0.17,0.08,0.86,0.17,0.08,0.34,0,0,0,0.08,0.08,0.096,0.234,0.11,3.554,1
0,1.09,0,1.09,0,0,0,0,0,0,0,0,0,0,1.09,1.09,0,0.173,0.519,0,4.941,1
0.14,0.14,0,0.29,0.29,0,0.14,0,0.87,0,0,0,0,0,0.29,0.58,0,0,0.024,0,3.121,1
0,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.185,0,2.802,1
0,0.46,0.46,0,0.46,0.46,0,0,0.92,0,0.46,0,0,0,0,0.46,0,0,0,0,2.156,1
0,0,0,0,0,1.29,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,4.23,1
0.33,0,0,0,0,0.33,0,0,0.55,0,0,0.22,0,0,0,0,0,0,0.173,0.077,2.559,1
0.21,0.1,0,0,0.21,0.52,0.42,0,0,0,0.31,1.47,0,0,0,0,0,0,0.028,0,11.288,1
0,0,1.96,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,3.214,1
0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,0,0,2.315,1
1.17,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,1.966,1
4.54,4.54,0,0,0,0,0,0,4.54,0,0,9.09,0,0,0,0,0,0,0,0,1.428,1
0.07,0.22,0.07,0,0.22,0.82,0.07,0,0,0.22,0,0.22,0,0,0,0,0,0,0.095,0.167,3.429,1
0.14,0,0.28,0.28,0.14,0.28,0,0,1.88,0,0,0,0,0,0,0,0,0,0.07,0,2.293,1
0,0.28,0.28,0.28,0,0.84,0,0,0.28,0,0,0,0,0,0,0.28,0,0,0.137,0,5.635,1
0.14,0.14,0,0,0.14,0.58,0,0,0,0.14,0,0.44,0,0,0,0.14,0,0,0.204,0.102,2.705,1
0.9,0,0.9,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,2.818,1
0,0,0,0.15,0,0.15,0,0,0,0,0.46,0,0,0,0,0,0,0.071,0.071,0,62.75,1
0,0.62,0,0,0,0.62,0,0,0.31,0,0,0,0,0,0,0.31,0,0,0.05,0,4.592,1
0.32,0,0,1.6,0.32,0.64,0,0,0,2.57,0,0,0,0,0,0,0,0,0.213,0,3.584,1
0,0.38,0,0.38,0,0,0,0,0.38,2.67,0.76,0.38,0,0,0,0,0,0,0.35,0,2.162,1
0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,2.3,0,0.76,2.3,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,11.312,1
0.1,0.2,0.5,0,0.3,0.7,0.3,0,0.1,0.2,0.6,0.1,0,0,0,0.1,0.1,0,0.11,0.015,8.55,1
0.47,0,0.94,0,0,0.47,0,0,0,0,1.41,0,0,0,0,0.47,0,0,0.073,0,5.918,1
0.31,0,0,0,0.31,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0.114,0,0,2.972,1
0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0.067,0,5.009,1
0.1,0.5,0,0,0,1.6,0.2,0,0,0,0,0.1,0,0,0,0,0,0.78,0.037,0,5.838,1
0.15,0.21,0.05,0.1,0.1,0.95,0.42,0.05,0,0,0.52,0.31,0,0,0,0,0,0.027,0.184,0.036,4.829,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.409,1
0.07,0,0,0.07,0,0.46,0,0,0,0,0,0.07,0,0,0.15,0,0,0.011,0.047,0,1.263,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0,2.588,1
0,0,0,0,0,0,0,0,0.43,0,0.43,0,0,0,0,1.31,0,0,0.072,0,6.274,1
0,0.11,0.11,0,0.23,0.92,0.46,0,0.46,0,0.11,0,0,0,0,0,0,0.075,0.037,0.018,2.576,1
0,0,0.32,0.64,0,0.32,0.32,0,0.32,0,0,0.32,0,0,0,0.64,0,0,0.112,0,1.494,1
0.1,0.2,0.5,0,0.3,0.7,0.3,0,0.1,0.2,0.6,0.1,0,0,0,0.1,0.1,0,0.11,0.015,8.55,1
0,0,0.93,0.93,0.46,0.93,0,0,1.39,0,0,0,0,0,0,0,0,0.069,0,0.069,1.442,1
0.2,0.81,0,0,0,0.4,0,0,0.2,0,0,0.4,0,0,0,0,0,0,0,0.03,1102.5,1
0.76,0,0,0.12,0,0.25,0.38,0,0.38,0,0,0.38,0,0,0,0,0,0,0.022,0,2.256,1
0,0,0,0.26,0,0.26,0.26,0,0.53,0,0.53,0.26,0,0,0,0,0,0,0,1.157,19.26,1
0.33,0,0.33,0,0,0,0,0,0,0.99,0,0,0.33,0,0,0,0,0,0,0,337.25,1
0,0,0.16,0,0.16,0,0,0,0.5,0,0,0,0.33,0,0,0,0,0,0.088,0.022,5.328,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,5.13,1
0,0,0.43,0,0,0,0.43,0,0.43,0,0,0,0,0,0,0,0,0,0.129,0,5.8,1
0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0,3.39,1
0,0.47,1.18,0.23,0.23,0.7,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0,0,1.844,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651,13.5,1
0.87,0.17,0,0.04,0.39,1.37,0.87,1.69,0.32,0.29,0.34,0.84,0,0,0,0.07,0,0.016,0.058,0.182,3.697,1
0,0,0,0,0,0,0,0,0,0,0,0,3.58,0,0,0.39,0,0,0,0,2.5,1
0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,3.418,1
0,0,1.16,0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.64,0,0.64,0,1.94,0,0.64,3.89,0,0,0,0,0,0,0,0,0,0,0.08,6.612,1
0.54,0.13,0,0.05,0.24,1.11,0.38,1.19,0.19,0,1.14,0.57,0,0,0,0.05,0,0,0.086,0.159,6.761,1
0.33,0,0,0,0,0.33,0,0,0.56,0,0,0.22,0,0,0,0,0,0,0.157,0.078,2.606,1
0,0.54,1.09,0,0,0.54,0.54,0,0.54,0,0,0,0,0,0,0,0,0,0.241,0,5.047,1
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.476,1
0,0.42,0,0,0,0.84,0,0,0,0,0.84,0,0,0,0,0,0,0,0.075,0,4.02,1
0,0,0,0,0,1.31,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,4.818,1
0,0.55,0.55,0,0,0.55,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0.258,0,4.761,1
0.73,0.36,0.73,1.1,0,0.36,0,0,1.1,2.2,1.83,0,0,0,0,0,0,0,0.111,0,3.259,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.809,1
0,0,0,0,0,0.44,0,0,1.34,0,0,0,0,0,0,0,0,0,0.075,0,1.968,1
0.06,0.06,0,0,0,0.33,0.13,0,0.2,0.13,0,0.06,0,0.06,0,0.06,0,0.021,0.107,0.01,3.353,1
0.1,0.1,0.4,0.1,0.1,0.5,0,0,0.1,0.4,0,0.3,0,0,0,0,0,0,0,0.032,3.173,1
0.16,0,0.33,0.84,0.33,1.51,0,0,0,1.68,0,0.33,0,0,0,0,0,0,0.19,0,5.567,1
0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,2.2,1
0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.434,1
0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,2.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,3.833,1
0.33,0,0,0,0,0.33,0,0,0.55,0,0,0.22,0,0,0,0,0,0,0.173,0.077,2.559,1
0,0.9,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0.9,0,0,0,0,6.266,1
0.57,0,0,0.57,0,1.14,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,2.9,1
0,1.47,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,2.333,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,1
0,0,0.32,0.32,0,0.32,0.32,0,0.32,0,0,0.32,0,0,0,0.65,0,0,0.111,0,1.494,1
0,0,0,0,0,0,0,0,1.85,0,1.85,0,0,0,0,0,0,0,0.289,0,4.833,1
0,0,0,2.04,1.02,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,2.179,1
0,0,0.97,0,0,0,0,0,0.97,0,0,0,0.97,0,0.97,0,0,0.503,0.167,1.342,3.5,1
0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,3,1
0,0.65,1.31,0,0,0.65,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,1.69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.055,1
0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0.43,0,0,0.161,0,1.2,1
0,0,0.11,0,0,0.33,0.33,0,0,0,0.55,0,0,0,0,0,0,0,0.16,0,1.98,1
