@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,5,7-8,10,12,17-18,22,25,27,34-35,37,42-43,45-47,53,55,57-58'

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_will numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0.32,0,0,0,0,0,1.685,59,0
0,0.44,0.22,0,2.43,0.44,0,1.55,0,0,0.22,0,0,0,0,0,0,0,0,0.146,2.574,224,0
0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.842,35,0
0,0,0,0,0,3.57,1.78,0,0,1.78,0,0,0,1.78,0,0,0,0,0,0,1.72,43,0
0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,1.5,63,0
0,0,0,0.16,0,0,0,0,0,0.81,0.16,0,3.4,0.16,0.48,0,0,0.32,0.16,0,4.438,932,0
0,0,0,0,0,0.57,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,1.136,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,3.26,0,0,3.066,46,0
0,0,0,0,0,2.22,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,2.595,122,0
0.04,0.04,0,0.09,0.19,1.04,0,0.24,0,0.04,0,0,0,0.24,0,0.04,0,0,0,0,2.667,1763,0
0.18,0.18,0,0,0,0.37,0,0,0,0,0,0,0,0.18,0,0,0.18,0,0,0,1.428,80,0
0.37,0.25,0,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0.37,0,0,0,1.181,104,0
0.08,0,0,0,0,0.24,0,0,0,0.49,0.08,0,0,0.16,0,0,0.08,0,0,0.033,2.816,628,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,1.909,42,0
0,0.9,0,0,0,1.8,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,1.631,31,0
0,0.22,0,0,0,0.44,0,0,0.11,0.11,0,0,0,0,0,0,0.66,0,0,0,2.068,395,0
0,4.16,0,0,0,4.16,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,1.3,13,0
0,0,0,0,0.45,0,0,0,0,1.35,1.35,0.45,1.35,0.45,0.45,0.45,0.45,0,0,0,2.236,161,0
0.68,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0,3.44,0,0,0,0,1.125,18,0
0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0.49,0,0,0,2.3,69,0
0,0,0,0,0,0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,79,0
0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,1.51,0,0,0,1.611,29,0
0,0.75,0,0,0,0,0,0,0,3.75,2.25,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0,1.833,77,0
0,0,0,0,0,0,0,0,0,2.56,0,0,1.28,0,0,0,0,0,0,0,2.093,90,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,7,0
0,0.1,0,0,0,0.1,0,0,0,2.06,0,0,0,1.08,0,0,0,2.6,0,0,4.06,1003,0
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,1.666,5,0
0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,2.533,38,0
0,0,0,0,1.51,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,1.615,21,0
0,1.17,0,0,1.17,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,1.551,45,0
0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0.76,0,0,0,3.74,101,0
0,0,0,0,1.19,2.38,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,2.617,89,0
0,0.34,0,0.34,1.7,1.36,0.34,0,0,0.34,1.02,0,0.34,0.34,0,0,0,0,0,0,1.421,91,0
0,0,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,64,0
0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.795,79,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,2.519,131,0
0.21,0.63,0,0,0,0,0,0.42,0,0,0,0,0,0.21,0,0,0,0,0,0.062,2.892,405,0
0,0.19,0,0,0,0.29,0,0.29,0,0.49,0,0,0,0.19,0,0.09,0.09,5.74,0,0,1.679,178,0
0,0,0,0,0,0,0,0,0,4.41,0,0,1.47,0,0,0,0,0,0,0,2.565,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,2.89,1.44,0,0,1.64,41,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,2,24,0
0,0.68,0,0,0.68,0,0,0,0,2.72,2.04,0.68,2.04,0.68,0,0.68,0.68,0,0,0,2.277,123,0
0,0,0,0,0,0,0,0,0,0,2.24,0,0,1.12,0,0,0,0,0,0,2.875,115,0
0,0,0,0,0,0,0,0,0,6.92,0,0,0,2.16,0,0,0,0,0,0,4.411,300,0
0.05,0.15,0,0,0,0.26,0,0.05,0,0.63,0.05,0,0,0.42,0,0,0,0,0.05,0.014,3.461,1170,0
0,0.42,0,0,0,1.56,0.28,0,0,3.12,0.14,0,0,0.28,0,0.14,0.14,0,0,0,2.345,333,0
0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,1.1,11,0
0.2,0.4,0,0,0,0.95,0.06,0,0,3.47,0,0,0,0.06,0,0.13,0.06,0,0,0.018,2.423,693,0
0,0,0,0,0,0,0,0,0,9.52,4.76,4.76,4.76,0,0,0,0,0,0,0,3.333,30,0
0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,9.09,0,0,0,1,6,0
0,0,0,0,0,0,0,1.19,0,4.76,0,0,1.19,0,0,0,0,0,0,0,2.724,79,0
0.26,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,2.921,111,0
0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,48,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,2,2,0.66,0.66,0,0,0.66,0.66,0,0,0,1.979,97,0
0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,1,8,0
0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,3.22,0,0,0,0,0,2.047,43,0
0,0,0,0.51,0.1,1.33,0.82,0,0,2.97,0,0,0,0.1,0,0,0,0,0,0.053,2.224,574,0
0,0,0,0,0.49,0,0,0,0,0,0.99,0,0.49,0.49,0,0,0,0,0,0,2.824,161,0
0,0,0,0,0,3.17,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,1.92,48,0
0,0,0,0,0,0.56,0,0,0,1.12,0,0,0,0.56,0,0,0,0,0,0,1.583,57,0
0,0,0,0,0,0,0,0,0,2.18,0,0,0,0.24,0,0,0.24,0,0,0,1.98,204,0
0.06,0,0,0,0,0.18,0,0.06,0,1.14,0.06,0,0,0.9,0,0,0.12,0,0,0.017,3.015,1345,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222,20,0
0,0,0,0,0,1.3,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,2.342,89,0
0,1.11,0,0.55,3.91,0,0,0,0,0.55,0,0,0,0.55,0,0,0,0,0,0,1.142,48,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,2.17,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,0,2.142,60,0
0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,4.438,1589,0
0,0,0,0,0.48,0.24,0.48,0.24,0,1.69,0,0,0,0,0,0,0,0,0,0,3.179,283,0
0,1.19,0,0,0,1.19,0,0,0,3.57,0,0,0,1.19,3.57,0,1.19,0,0,0,1.733,52,0
0,0,0,0,0,1.43,0,1.43,0,2.15,1.43,0,2.15,0,0,0,0,0,0,0,3.9,156,0
0,0,0,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0.25,0,4.446,209,0
0,0,0,0,0,0,0,0,0,3.73,1.86,0,0,0,0,0,0,0,0,0,1.9,38,0
0,0,0,0,0,0.76,0,0,0,10.76,0,0,0,0.76,0,0.76,0,0,0,0,4.807,274,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,1.53,1.53,3.07,0,0,2.235,38,0
0.05,0,0,0,0,0.23,0,0.05,0,0.65,0.05,0,0,0.71,0,0,0,0,0,0.016,2.853,896,0
0,0,0,0,0,1.67,0.41,0,0,1.25,0,0,0,0,0.41,0,0,0,0,0.069,1.804,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,1.181,13,0
0,1.81,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,10,0
0.17,0.53,0,0.35,0,1.78,0.53,0,0,3.2,0,0,0,0.17,0,0,0,0,0,0,2.464,244,0
0,0.55,0,0,1.1,0,0,0.55,0,0.55,2.2,0.55,0,1.65,0,1.1,0.55,0,0,0,1.867,127,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,0
0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,2.32,0,0,0,0,0,2.473,47,0
0.06,0.12,0,0.06,0,0.66,0.18,0.06,0,1.99,0,0,0.06,0.18,0.06,0,0,0,0,0.008,1.972,941,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0
0,0,0,0,0,1.25,0,0,0,0,0,0,0,1.25,1.25,1.25,1.25,2.5,0,0,3.3,66,0
0,0,0,0,0,0.3,0.3,0,0,0,1.51,0,0,0,1.21,0,0,0,1.51,0,2.011,358,0
0.21,2.54,0,0,0,1.05,0.21,0,0,0.21,0.63,0,0,0,1.27,0,0,0,0,0,2.457,258,0
0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,2.642,37,0
0,0,1.78,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,17,0
0,0,0,0,0,0.55,0,0,0,0.55,0,0,0,0.55,0.55,0,0,0,0,0,1.601,173,0
0,0.16,0,0,0.32,0,0.32,0.32,0,0,0.16,0,0,0,0,0,0,0,0,0.377,3.918,772,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,10,0
0.34,0,0,0,1.7,0,0,0,0,1.36,1.02,0.34,0.34,0.34,0,0.34,0.34,0,0,0,1.696,112,0
0,0,0,1.57,1.57,1.57,0,0,0,3.14,0.78,0.78,0.78,0,0,0,0.78,0,0,0,3.971,139,0
0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,5.88,0,0,2.285,16,0
0,0,0,0,0,0.42,0,0,0,0.85,1.7,0.42,0.42,0.85,0,0.42,0.42,1.28,0,0,2.108,97,0
0,0.5,0,0,0.5,1.01,0,0,0,1.52,1.52,1.01,0.5,0.5,0,0.5,1.01,0,0,0,1.836,101,0
0,0,0,0,0,1.06,0,1.06,0,2.12,0,0,1.06,0,0,0,0,0,0,0,2.151,71,0
0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0.8,0,0.8,0,0,0,1.2,30,0
0,1.81,0,0,1.81,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,1.3,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,26,0
0.35,0.71,0,0,0,0.35,0,0,0,0.53,0.53,0.17,0.17,0,0.71,0.17,0.35,0,0,0,2.241,204,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,1.72,1.72,1.72,0,0,1.65,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,1.375,44,0
0,0,0,0,1.2,2.4,0,0,0,0,1.2,0,0,0,0,1.2,0,0,0,0,1.062,17,0
1.19,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,38,0
0,0.36,0,0,0,1.09,0.36,0,0,1.09,0,0,0,0,0,0,0,0,0,0,2.075,110,0
0.77,0.25,0,0,0,1.28,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,4.016,237,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0.719,1.25,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0.724,1.25,10,0
0,0.12,0,0.12,0,1.14,0.25,0,0,3.04,0,0,0,0.12,0,0,0,0,0,0.017,2.444,418,0
0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,8,0
0.13,0.65,0,0,0,0.52,0.13,0,0,0.52,0,0,0,0,0,0,0.26,0,0,0,2.876,420,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,7,0
0,0,0,0,0,0.44,0,0,0,1.76,0,0,0,0.88,0,0.44,0,0,0,0,1.949,230,0
0,0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,0
0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,1.592,129,0
0,0,0,0,0,0,0.88,0.88,0,0.88,0,0,0,0,0,0,0,0,0,0,1.37,37,0
0,0,0,0,0,0,0,0,0,0.42,0.85,2.14,0,0,0,0,0.85,0,0,0,5,270,0
0.06,0.25,0,0.5,0,0.56,0.5,0,0,2.06,0,0,0,0.06,0.06,0,0,0,0,0.043,2.148,623,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,1.833,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,9,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,1.08,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0.11,0.23,0,0,0,0.34,0,0,0,0.57,0.11,0,0,0.23,0,0,0,0,0,0.032,3.275,511,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,1,3,0
0,0,0,0,0,1.33,0,0,0,0,0,0,0.44,0.89,0,0,0,0,0,0,1.936,122,0
0,0,0,0,0,0,0,0.44,0,0.44,0,0,0.44,0,0,0,0,0,0,0,1.857,104,0
0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,2,50,0
0,0,0,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,0,0,2.531,81,0
0.07,0,0,0,0,1.04,0.52,0,0,2.23,0,0,0,0.14,0,0.07,0,0,0,0.02,2.25,720,0
0,0,0,0.5,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,3.461,180,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,8,0
0,0,0,0,0,0,0,0,0,3.03,0,0,0.6,0,0,0,0,0,0,0,1.568,69,0
0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,3.44,0,0,0,1,8,0
0,0.81,0,0,1.22,0.4,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,1.754,93,0
0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,3.33,0,0,0,1,6,0
0,0,0,0,1.44,0,0,0,0,2.89,4.34,1.44,1.44,0,0,0,1.44,0,0,0,2.166,39,0
0.08,0,0,0.08,0,0.24,0,0,0,0.49,0.08,0,0,0.16,0,0,0,0,0,0.022,3.212,665,0
0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,3.63,0,0,0,0,0,2.294,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,1.3,26,0
0,0,0,0,0,0,0,0,0,1.09,0.54,0.54,0.54,0,0,0,0,0,0,0,1.373,169,0
0,0,0,0,0,1.05,0,0,0,4.21,0,0,0,0,2.1,1.05,0,0,0,0,2.096,65,0
0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,1.722,31,0
0,0.19,0,0,0,0.39,0.19,0.19,0,0,0,0,0,0,0,0,0.39,0.19,0,0.038,1.129,96,0
3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,2.12,0,0,1.4,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,1.2,12,0
0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0
1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,1.31,0,0,1.25,30,0
0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,1.263,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,1,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0.68,3.42,0,0.218,1.897,74,0
0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,9.125,73,0
0,0,0,0,0.4,0,0,0.4,0,0,0,0,0,0,0,0,0,3.68,0,0,2.525,101,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,2.45,0,0,2.829,116,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,4.352,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.78,0,0,2.848,94,0
0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,1.04,0.34,0,0,1.963,108,0
0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.444,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.714,24,0
0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,4.375,70,0
0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,1,35,0
0,0,0,0,0,0,0,0,0,0.72,0,0,1.44,0,0,0,0,0,0.72,0.102,2.538,99,0
0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0.67,0.67,0,0,0,1.636,72,0
0,1.13,0,0,0.75,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264,43,0
0,0,0,0,0,0,0,0,9.83,0,0,0,0,0,0,0,0,0,0,0,6.51,319,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,1.419,44,0
0,0.6,0,0,2.43,0.6,0,0,0,0,0,0,0,0,1.21,0,0,1.82,0,0,6.09,201,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,1,3,0
0,0.52,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0.26,0,0,0.037,1.797,169,0
0,0.29,0.59,0.29,0.29,0,0,0.89,0,0,0,0,0,0,0,0,0.29,0.29,0,0.132,1.592,121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,1,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,1.967,61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,68,0
0,0,0,0,0,3.25,0,0,0,0.81,0,0,0,0,0,0,0.81,0,0,0,1.366,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,17,0
0,0,0,0,0.38,0,0,0.19,0,0,0,0,0,0.58,0,0,0,22.05,0,0,4.13,285,0
0,0,0,0.73,0.36,1.46,0,2.56,0,0,0,0,0,0,0,0.36,0,0,0,0.123,2.854,157,0
0,0,0,0,0.79,0.79,0,0.79,0,0,0,0,0,0.79,0,0,1.58,0,0,0,1.608,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,0.763,2.181,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571,11,0
0.71,0,0,0,0.71,1.43,0,0,0,0,0,0,0,0,0,0,0,1.43,0,0,1.032,32,0
0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.33,0,0,0,4.33,0,0.224,1.542,108,0
0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0.55,0.27,0,0,3.891,323,0
0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,1,16,0
0,0,0,0,0,0.28,0,0.14,0,0,0,0,0,0,0,0.14,0.14,0,0,0,2.621,422,0
0,0,0,0,0,0,0,0.44,0,0,0,0,0,0.44,0,0,0,0.88,0,0,7.046,303,0
0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0.95,0,0,2.13,49,0
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,1.75,7,0
0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,1,7,0
0,0.34,0,0,0.69,0.23,0,0.11,0,0,0,0,0,0.23,0,0,0,0.92,0,0.068,3.441,499,0
0.08,0,0,0,0.43,0,0,0.08,0,0,0,0,0,0.26,0.08,0,0,0.78,0,0,4.696,1315,0
0,0,0,0,1.24,0,0,0.62,0,0,0,0,0,1.24,0,0,0,1.24,0,0,6,294,0
0.35,0,0,0,0.35,0.71,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,1,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,9,0
0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0,1.153,15,0
0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,10,0
0.69,0.69,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0,1.38,1.38,0,0,2.447,93,0
0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.087,1.225,38,0
0.27,0,0,0,0,0.48,0,0.1,3.47,0,0,0,0,0.27,0,0,0,0.76,0,0,3.766,1789,0
0,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0.51,0,0,1.586,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.22,0,0,1.5,123,0
0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.125,1.272,28,0
0.31,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0.31,0.31,0,0,1.142,88,0
