@relation spambase

@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_business numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_conference numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0.27,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.04,0,19,1
1.18,0.23,0,0.23,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0.61,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0.072,28,1
0,0.11,1.02,0.11,0.45,0.45,0,0,0,0,0.11,0,0,0,0,0,0.132,0,144,1
0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.829,66,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0.84,0.28,0.28,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0.043,0,47,1
0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,68,1
0.62,0.31,0,0.62,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0.57,1.15,0,0.19,1.34,0,0,0,0,0,0,0,0,0,0,0.191,0.054,525,1
0.1,0.53,0.1,0,0.1,0.75,0,0,0,0,0,0,0,0,0,0,0.065,0,29,1
0,0.46,0,0,0.46,1.38,0,0,0,0,0.46,0,0,0,0,0,0.816,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
2.53,1.26,1.26,1.26,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,12,1
0.4,0.4,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0,25,1
0.09,0.06,0.49,0.26,0.42,0.32,0,0,0,0,0,0,0,0,0,0,0.515,0.109,134,1
1.02,0,0,0,0,0.51,0,0,0,0,0,0,0,0,0,0,1.212,0,130,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088,0,33,1
0,0,0.17,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0.099,0.63,158,1
0,1.45,0,0.72,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0.68,1.36,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0.41,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.676,54,1
0.08,0.33,0,0.08,0.76,0.42,0,0,0,0,0.08,0,0,0,0,0,0.157,0.33,292,1
0,0.54,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.496,0,64,1
0,0.58,0.58,0,0.19,0.58,0,0,0,0,0,0,0,0,0,0,0.207,0.034,691,1
0.46,0,0,0.62,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,196,1
0,0.46,0,0.23,0.92,1.61,0,0,0,0,0.92,0,0,0,0,0,0.112,0,30,1
2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,148,1
1.43,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,164,1
0.57,0,0,0,0,0,0.57,0.57,0,0,0,0,0,0,0,0,0.289,0.144,114,1
0.5,0,0.8,0.3,0,0.6,0,0,0,0,0,0,0,0.2,0.1,0,0.158,0.015,669,1
0,0,0,0,0.12,0,0,0,0,0.12,0,0,0.37,0,0.37,0,0,0,41,1
0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0.18,0.28,0.28,0.18,0.37,0.46,0,0,0,0,0.28,0,0,0,0.04,0,0.109,0.062,116,1
1.12,1.12,0,0.56,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,8,1
0.36,0,0,0.36,0,1.47,0,0,0,0,0,0,0,0,0,0,0.932,0.186,33,1
0.31,0.31,0,0.63,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0.102,138,1
0.7,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0.063,0,12,1
0,0,0,0,0,0.77,0,0,0.19,0,0,0,0,0,0,0,0.312,0,192,1
0,0.05,0.11,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0.14,0,14,1
0.14,0,0,0.14,0,0,0,0,0,0,0.14,0,0,0,0,0,0.046,0.046,132,1
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,1
0.21,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,1.269,0.412,183,1
0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.08,0,0.35,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0.109,0.027,119,1
0,0,0.24,0.48,0,0.48,0,0,0,0,0.24,0,0,0.24,0,0.24,0.184,0,66,1
0,0,0,0.32,0,1.3,0,0,0,0,0,0,0,0,0,0,0.83,0.166,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,75,1
0,0,0,0.08,0.32,1.14,0,0,0,0,0,0,0,0.08,0,0,0.232,0,10,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,24,1
0.69,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0.063,0,12,1
1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.51,0.51,0,0,0,0.77,0,0,0,0,0.51,0,0,0,0,0,0.434,0,19,1
0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0.43,0.26,0.69,0.26,0.08,0.95,0,0,0,0,0.08,0,0,0,0,0,0.242,0.013,583,1
0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,74,1
0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0.149,0,335,1
0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,17,1
7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,41,1
0.35,0.35,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0.1,0.35,0.3,0.05,0,0,0,0,0,0,0,0,0,0,0.131,0.008,127,1
0.33,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.162,0.054,50,1
2.29,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,12,1
0.1,0,0.2,0.4,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0.16,0,494,1
0.07,0.23,0.23,0.3,0.15,0,0,0,0,0,0.15,0,0,0,0,0,0.183,0,84,1
0,0,0,0,0.73,0.36,0,0,0,0,0.36,0,0,0,0,0,0.181,0,58,1
0,0.27,0,0.55,0.27,0,0,0,0,0,0,0,0,0,0,0,0.291,0.582,35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,12,1
2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.05,0.26,0.44,0.26,0.44,1.05,0,0,0,0,0,0,0,0,0,0,0.764,0.159,193,1
0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,32,1
0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0.083,636,1
0.65,0,0,0.65,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0.06,0.06,0.06,0.06,0.72,0.85,0,0,0,0,0,0,0,0.06,0,0,0.167,0,12,1
0,1.36,0,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0,0.232,0,19,1
0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0.135,0,26,1
0.42,0,1.27,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0.221,0.177,54,1
0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.075,0.226,101,1
0.34,0,0,0,0.34,0,0,0,0,0,0.34,0,0,0,0,0,0.056,0,17,1
0.49,0.99,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0.077,0,114,1
0.35,0.35,0,0.17,0,0.35,0,0,0,0,0,0,0,0,0,0,0.171,0,34,1
0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,45,1
0.56,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.153,394,1
0.4,0.1,1.41,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.032,56,1
0.45,0,0.9,0.45,0,0,0,0,0,0,0.45,0,0,0,0,0,0.16,0,71,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,39,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,24,1
0.73,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0.109,13.129,12,1
1.12,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0.333,0,140,1
0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,152,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0,12,1
0.16,0,0,0.16,0,0,0,0,0,0,0.16,0,0,0,0,0,0.08,0.08,132,1
0.05,0.14,0.46,0.31,0.23,0.63,0,0,0,0,0,0,0,0,0,0,0.535,0.132,159,1
0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,26,1
0.5,0,0.8,0.3,0,0.6,0,0,0,0,0,0,0,0.2,0.1,0,0.158,0.015,669,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1
0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0.271,0,11,1
1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1
0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0.57,1.15,0,0.19,1.34,0,0,0,0,0,0,0,0,0,0,0.191,0.054,525,1
0,0,0.54,0.36,0,0,0,0,0,0.36,0,0,0,0.18,0,0,0.063,0,363,1
2.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.3,0,0.92,0.76,0,0,0,0,0,0,0,0,0,0.3,0,0,0.203,0.022,445,1
0,0.18,0.09,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.031,0.031,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,11,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0.22,0.22,0.9,0.45,0,0,0,0,0,0.45,0,0,0,0,0,0,0.133,0.033,54,1
0,1.12,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0.408,0,25,1
0.15,0.02,0.55,0.1,0.02,0.05,0,0,0,0,0,0,0,0,0,0,0.046,0.059,66,1
0.04,0.32,0.38,0.21,0.36,1.09,0,0,0,0,0,0,0,0.02,0,0,0.672,0.128,193,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,1
0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0.59,0,0,0,2.95,0,0,0,0,0,0,0,0,0,0,0.763,0,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.08,1.04,0.52,0.26,0.34,0.08,0,0,0,0,0,0,0,0,0.08,0,0.261,0.11,54,1
0,0.16,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0.29,0.029,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0.38,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0.059,0,1177,1
1.07,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1
0.08,0.42,0.08,0,0.17,0.34,0,0,0,0,0,0,0,0,0,0,0.013,0,48,1
0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.124,0.124,32,1
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,47,1
0.47,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,97,1
0,0,0,0.49,0,0,0,0,0,0,0.49,0,0,0,0,0,0.312,0,47,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1
0,0,0.42,0.21,0.52,0.31,0,0,0,0,0,0,0,0,0,0,3.305,0,193,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
0.06,0.2,0,0.33,0,0.13,0,0,0,0,0,0,0,0,0,0,0.192,0.115,268,1
0.02,0.21,0.42,0.23,0.33,1.03,0,0,0,0,0,0,0,0,0,0,0.847,0.141,193,1
0,0,0,0,0.87,0.43,0,0,0,0,0,0,0,0,0,0,0.216,0,90,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,5,1
2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,147,1
1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.19,0.57,0.3,0.42,0.5,0,0,0,0,0,0,0,0,0,0,1.281,0.125,595,1
1.12,0,0,0,3.38,0,0,0,0,0,0,0,0,0,0,0,0.347,0,140,1
0,0,0,0,0,5.45,0,0,0,0,0,0,0,0,0,0,0.943,0,9,1
0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.051,104,1
0.16,0,0.65,0.16,0,0,0,0,0,0,0.16,0,0,0,0,0,0.663,0,52,1
0.19,0,0,0.19,0,0,0,0,0,0,0.19,0,0,0,0,0,0.03,0.09,132,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,70,1
0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.36,0,22,1
0,2.38,2.38,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1
1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1
0,0.18,0.09,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.031,0.031,69,1
0,0.24,0,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0.56,0.45,0,0.22,0.11,0.11,0,0,0,0,0.11,0,0,0,0.11,0,0.134,0.019,94,1
0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.041,149,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,148,1
0,0,0,0.65,1.3,0,0,0,0,0,0,0,0,0,0,0,0.103,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0,15,1
0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0.1,0,59,1
0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0.483,0,10,1
0,0.53,0,0,0.53,1.59,0,0,0,0,0.53,0,0,0,0,0,0.478,0,60,1
0,3.33,3.33,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0.396,11,1
0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,8,1
1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,18,1
0.1,0,0.1,0,0.21,0.54,0,0,0,0,0,0,0,0,0,0,0.118,0,14,1
4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326,0,21,1
0.16,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.084,0,40,1
0,0.37,0.74,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0.471,0.067,393,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0.54,0,0.54,0.27,0,0,0,0,0,0,0,0,0,0,0,0.083,0,114,1
0.1,0.1,0,0.1,0,0.21,0,0,0,0,0,0,0,0,0,0,0.609,0.253,126,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.45,0,0,0.22,0,0.9,0,0,0,0,0,0,0,0,0,0,0.15,1.584,114,1
0,1.58,0.31,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0.206,0,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.18,0.37,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.107,0,35,1
2.41,0.34,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,0,10,1
0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.166,0,10,1
1.15,0,0,1.15,0,1.92,0,0,0,0,0,0,0,0,0,0,0.347,0,6,1
0,0.49,0.65,0.16,1.3,0,0,0,0,0,0,0,0,0,0.16,0,0.231,2.29,47,1
0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0.37,0,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0.29,0,0.29,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.045,0,163,1
0,0.34,0,0.11,0.75,0.05,1.16,0,0,0,0,0,0,0,0,0,0.053,0,32,1
0.33,0.84,0.16,0.33,1.68,0,0,0,0,0,0.16,0,0,0,0,0,0.054,0,63,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.7,0,0.7,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1
0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,0,30,1
0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,70,1
0.8,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,24,1
0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0.053,32,1
0,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,97,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.33,0,0.66,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0.101,0,1146,1
0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,10,1
0.32,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.159,0.053,10,1
0.08,0.25,0.08,0.34,0,0.34,0,0,0,0,0,0,0,0,0,0,0.258,0.113,300,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0.5,0,0.8,0.3,0,0.6,0,0,0,0,0,0,0,0.2,0.1,0,0.152,0.015,669,1
0.12,0,0,0.12,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0.018,158,1
0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0.03,0,0,0.03,0.1,0,0,0,0,0,0,0.03,0,0,0,0.065,0,46,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611,0.01,278,1
0,1.08,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0.383,0,23,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
0.98,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.064,0.064,25,1
0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0.066,44,1
0.48,0,0,0,0.96,0.48,0,0,0,0,0,0,0,0,0,0,0.243,0,78,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1
0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1
0.28,0,0.28,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,34,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,8,1
0,0.38,0,0.38,0,1.16,0,0,0,0,0,0,0,0,0,0,0.121,0,22,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,41,1
0.24,0.49,0,0.49,0.99,0,0,0,0,0,0,0,0,0,0,0,0.035,0,60,1
0.32,0,0.65,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.101,0,1146,1
0,0.12,0.25,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.061,0,84,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0.77,0.38,0,0,0,0,0,0,0,0,0,0,0.184,0,78,1
0.46,1.86,0,0.46,0,0,0,0,0,0,0.46,0,0,0,0,0,0.214,0,64,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,29,1
0,0,0,1.02,0.76,0,0,0,0,0,0.25,0,0,0,0,0,0,0.124,66,1
1.08,0,0,0,0.54,1.62,0,0,0,0,0,0,0,0,0,0,0.261,0,68,1
0.33,0.84,0.16,0.33,1.68,0,0,0,0,0,0.16,0,0,0,0,0,0.054,0,101,1
0,0,0,0,0.98,0.49,0,0,0,0,0,0,0,0,0,0,0.254,0,80,1
0.05,0.05,0.05,0.05,0.69,0.75,0,0,0,0,0,0,0,0,0,0,0.162,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,134,1
0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.211,0.052,11,1
2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,6,1
0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0.03,46,1
0.08,1.04,0.52,0.26,0.34,0.08,0,0,0,0,0,0,0,0,0.08,0,0.261,0.11,54,1
0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,20,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0.57,0,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0.191,0.191,489,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,31,1
0,0.27,0.27,0.41,0.69,0.06,0,0,0,0,0.06,0,0,0,0,0,0.305,0,94,1
0.64,0.32,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.166,0,19,1
0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.081,708,1
0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,1.32,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0.114,0.028,65,1
0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,21,1
0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0.053,32,1
0.43,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1
0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0.38,0,0.38,0,1.16,0,0,0,0,0,0,0,0,0,0,0.12,0,22,1
0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,2.96,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1
0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0.175,0,28,1
0.26,0,0.52,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0,0,0,0,0,0,0,0,0,0.12,0,0,0.38,0,0.38,0,0,0,41,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1
0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.211,0.052,11,1
0,0,0,0.64,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1
0,0.57,1.15,0,0.19,1.35,0,0,0,0,0,0,0,0,0,0,0.191,0.054,525,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1
0.97,0,0,0,0.48,1.45,0,0,0,0,0,0,0,0,0,0,0.232,0.077,58,1
0.21,0.21,0.87,0.43,0,0,0,0,0,0.43,0,0,0,0,0,0,0.128,0.128,70,1
0,0.84,0.42,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0.05,0,15,1
0.13,0,0.13,0,0.27,0.27,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0.43,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.721,0,35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0.19,0.58,0.31,0.38,0.46,0,0,0,0,0,0,0,0,0,0,0.524,0.137,122,1
0.74,0,0.74,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.233,0,12,1
0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,27,1
0.38,0,0.06,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0.073,0,37,1
0,0.05,0,0,0.1,0,0.02,0,0,0,0,0,0,0,0,0,0.017,0.017,489,1
