@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,7-9,13,15-16,22-23,25,27,30-32,34,39,41,43-44,53,57-58'

@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_people numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.08,0,0.16,0,0.16,0,0,0,0.08,3.49,0,0.24,0,0,0,0,0,0,0,0.055,693,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,47,0
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,2.12,0,0,0,0,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,0,63,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,1.45,0,75,0
0,0,0,0,0.41,0,0,0,0,1.65,0.13,0.13,0.13,0.13,0.13,0,0,0.13,0,0,367,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0.84,0,0,116,0
0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,161,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,61,0
0,0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0.36,0.36,0,0,0,107,0
0,0,0,0,0,0,0,0,0,0,0.7,0,0.7,0,0,0,0,0,0,0,378,0
0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,186,0
0,0,0,0,0,0,0,0,0,8.69,4.34,4.34,4.34,4.34,4.34,0,0,0,0,0,30,0
0.12,0,0.37,0.12,0,0,0,0,0,0.49,0,0,0,0,0,0.12,0,0,0,0.017,456,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,10,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0.32,0,0,0,0,0,1.4,0.03,0,0,0,0,0,0,0,0.06,0.009,2688,0
0.03,0,0,0.05,0.03,0,0.09,0,0,0,0.05,0,0,0,0,0,0,0,0.13,0,3168,0
0,0,0,0,0,0,0,0,0,2.02,2.02,1.01,1.01,1.01,1.01,1.01,0,1.01,4.04,0,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,6,0
1.25,0,0,0.62,0,0,0,0,0,1.87,1.25,1.87,0.62,0.62,0.62,0.62,0,0.62,0,0,141,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0
0,0,0,0,0.65,0,0,0,0.13,2.09,0,0,0,0,0,0,0,0,0,0,317,0
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,48,0
0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0.28,0,0.28,0,110,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,255,0
0,0,0.59,0,0,0,0,0,0,1.19,0,0,0.59,0,0,0,0,0,0,0,90,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
0,0,0,0,0.13,0,0,0,0,3.64,0,0.52,0,0,0,0,0,0,0,0,387,0
0,0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0.63,0,64,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,24,0
0,0,0.59,0,0,1.19,0,0,0,1.78,2.38,0.59,0.59,0.59,0.59,0.59,0,0.59,0,0,119,0
0,0,0.09,0,0.09,0,0,0,0.09,3.2,0,0,0,0,0,0,0,0.09,0,0.125,641,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0.53,0,0,73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,0,0,2.63,2.63,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,92,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0.25,0,0,0,1.25,0,0.25,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,118,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,7,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0.01,0,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0.03,0.09,5395,0
0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0.06,0.32,0.26,0,0,0,0.06,1.04,0,0,0,0,0,0,0,0,0,0.03,297,0
0.08,0,0.04,0.16,0,0,0.24,0,0.04,1.76,0,0,0.16,0,0,0,0,0,0,0.071,1361,0
0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,138,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,42,0
0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0.14,0,0.44,0,0,0,0,1.99,0,0.29,0,0,0,0,0,0,0,0,568,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,6.06,3.03,3.03,3.03,3.03,3.03,0,0,0,0,0,33,0
0,0,0,0,0,0,0.26,0,0,2.15,1.07,0.26,0.26,0.26,0.26,0,0,0.53,0.53,0,262,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0.7,0,0.7,0,0,0,0,0,0,0,375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,2.83,1.88,1.41,0.47,0.47,0.47,0,0,0.47,0,0,168,0
0.1,0,0.1,0,0,0,0,0,0,0.87,0,0.1,0,0,0,0,0,0,0.1,0.031,391,0
0,0,0,0,0,0,0,0,0,2.13,0.21,0,0,0,0,0.21,0,0.42,0.21,0,260,0
0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,40,0
0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0,0,276,0
0,0,0,0.92,0,0,0,0,0,0.51,0.1,0,0,0,0,0,0,0,0.1,0.028,507,0
0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,6,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,12.88,0,0.28,0,0,0,0.28,0,0,0,0,2051,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0
0,0,0,0,0.53,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,40,0
0,0,0.06,0.13,0.26,0,0.13,0,0,2.54,0,0.26,0.13,0,0,0,0,0,0,0,787,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.13,0,0,0,0,0,0.13,0,0,0.13,0,0,0,0,0,0,0,0.13,0,0,582,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,54,0
0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,1.07,0,99,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,67,0
0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0
0.8,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0.28,0,0,0.28,0,190,0
0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0,0,0,0,0.2,0,0,0,0.2,2.75,0,0,0,0,0,0,0,0,0,0,575,0
0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0.55,0,107,0
0,0,0,0,0,0,0,0,0,1.11,1.66,0.55,0.55,0.55,0.55,0.55,0,0.55,0,0,108,0
0,0,0,0,0.78,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,36,0
0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,98,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0
0,0,0,0.4,0,0.4,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0.81,0,81,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0.03,0,0,0.4,0,0,0,0,0,0.47,0.03,0,0,0,0,0,0.07,0,0,0.01,1387,0
0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,290,0
0,0,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,1.88,0,0,42,0
0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,1.9,0,45,0
0,0,0,0,0,0,1.61,0,0,0.8,0,0,0.8,0,0,0,0,0,0,0,89,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
0,0,0,0,0,0,0,0,0,1.2,0,0.4,0,0,0,0,0,0,0,0,135,0
0,0,0,0,0,0,0,0,0,8.33,4.16,4.16,4.16,4.16,4.16,0,0,0,0,0,31,0
0,0,0,0,0,0,0,0,0,1.74,1.16,1.16,0.58,0.58,0.58,0.58,0,0.58,0,0,140,0
0,0,0,0,0,0,0,0,0,1.28,0.64,0.32,0.32,0.32,0.32,0.32,0,0.64,0.32,0,167,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,137,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0
0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0
0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0.36,0,0,0,0,0,0,7.22,0,0,0,0,0,0,0,0,0,0,0,0,334,0
0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
0,0,0,0,0,0,0,7.12,0,0,0,0,0,0,0,0.22,0,0,0,0,448,0
0,0,0,0,0,0,0,0,0,2.18,0,1.09,0,0,0,0,0,0.54,0,0,159,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0
1.57,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,330,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0.69,0,0,0,0,64,0
1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,146,0
0.32,0,0,0,0,0,0,0,0,0.96,0,0.64,0,0,0,0,0,0,0,0,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,53,0
0,0,0,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0.62,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,0,8,0
0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.038,207,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0.38,2.69,0,0,0,144,0
0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0.64,0,0,0,0,103,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0.62,0,1.25,0,27,0
