@relation 'satimage-weka.filters.unsupervised.attribute.Remove-V-R1-3,9,13,15-16,21,25-26,28-29,34-37'

@attribute Sp11 numeric
@attribute Sp12 numeric
@attribute Sp13 numeric
@attribute Sp19 numeric
@attribute Sp24 numeric
@attribute Sp26 numeric
@attribute Sp27 numeric
@attribute Sp33 numeric
@attribute Sp37 numeric
@attribute Sp38 numeric
@attribute Sp41 numeric
@attribute Sp42 numeric
@attribute Sp47 numeric
@attribute Sp48 numeric
@attribute Sp49 numeric
@attribute Class {1,2,3,4,5,6,7}

@data
48,64,85,51,46,84,74,49,49,77,75,46,70,86,75,1
51,75,89,55,52,84,74,52,52,66,72,52,70,86,72,1
63,87,100,63,63,117,92,66,67,103,94,67,103,114,94,1
71,107,123,67,70,112,92,66,75,108,98,75,99,114,98,1
59,75,89,59,52,80,74,63,49,45,86,49,70,90,72,5
82,96,104,82,83,105,83,87,89,102,87,85,102,110,94,3
63,96,100,52,59,110,90,52,53,84,83,50,75,93,80,1
49,71,84,52,49,90,75,52,50,75,80,53,71,89,73,1
66,83,100,66,67,93,83,59,63,75,80,63,75,89,80,1
74,87,92,78,75,97,79,79,74,88,83,74,84,97,76,4
83,99,105,87,89,105,87,85,84,102,91,88,106,111,98,3
87,103,105,83,85,110,87,78,88,106,91,88,94,106,91,3
52,70,86,56,53,89,76,53,57,77,79,57,62,78,68,1
59,88,105,63,60,93,83,63,60,73,79,60,81,94,79,1
63,91,101,67,67,101,90,63,64,85,83,60,81,90,79,1
75,112,119,71,74,114,97,70,72,106,94,72,111,115,94,1
85,102,110,70,88,111,98,68,84,107,96,84,103,113,92,1
57,79,93,60,57,94,79,60,60,79,81,64,83,96,81,1
70,115,119,67,72,120,94,64,64,103,92,71,107,122,96,1
70,106,119,74,68,115,94,72,71,103,92,71,107,118,96,1
67,75,105,74,64,102,94,76,68,75,96,71,91,100,81,4
80,98,98,80,84,108,81,80,88,99,83,88,103,109,87,3
84,94,98,92,84,108,92,97,93,111,96,97,111,118,96,3
53,73,90,60,56,96,74,64,59,79,79,63,95,104,83,1
68,98,111,64,68,113,88,68,71,103,92,71,107,113,96,1
64,106,115,68,71,122,96,71,67,107,96,67,111,123,96,1
72,106,115,76,71,118,96,76,71,107,92,71,103,118,96,1
76,111,115,72,71,122,99,76,75,103,96,75,103,118,100,1
72,106,115,76,76,122,96,80,79,103,100,84,103,118,96,1
80,95,100,84,88,109,87,93,86,104,85,90,118,117,96,3
84,95,100,80,79,100,79,84,82,96,78,82,96,100,81,3
84,99,108,84,88,113,96,79,90,104,89,95,104,117,100,3
84,107,113,68,88,118,100,67,95,109,96,86,104,122,96,1
50,79,96,50,48,89,79,48,49,71,78,49,67,88,70,1
71,107,122,71,67,123,96,71,66,100,92,66,109,122,96,1
60,64,104,64,63,109,92,67,59,83,70,63,83,108,96,5
76,94,102,76,80,100,78,80,79,95,75,75,91,96,75,4
76,89,94,72,76,100,74,76,75,87,71,75,87,93,67,4
88,106,115,80,88,113,88,84,88,107,83,84,103,109,87,3
92,115,111,92,88,113,88,88,84,103,87,88,107,109,92,3
68,77,94,64,60,87,74,71,75,79,79,75,99,104,83,5
80,95,100,80,79,100,79,79,78,96,78,78,91,92,70,4
76,87,91,71,75,93,67,71,78,87,66,74,83,92,66,4
84,99,104,80,84,104,79,79,82,96,78,82,96,104,81,3
60,54,87,71,75,96,79,84,82,96,81,82,100,104,85,5
71,79,79,71,71,77,67,67,74,75,66,70,75,76,66,7
88,103,109,88,86,112,85,86,92,103,83,92,99,105,83,3
82,104,108,78,79,105,83,83,82,102,80,78,97,101,80,4
82,96,104,90,71,97,75,87,53,56,97,74,102,110,83,3
90,104,112,90,92,114,90,96,93,115,90,93,111,114,87,3
90,109,108,86,87,105,83,92,89,106,90,93,111,110,83,3
86,104,112,86,92,110,83,87,93,106,90,89,111,114,87,3
86,104,108,82,87,110,86,83,89,106,90,85,106,114,87,3
82,96,104,86,83,105,79,79,89,106,87,85,102,105,83,3
92,108,114,92,93,114,87,85,88,106,87,84,106,115,91,3
88,111,111,88,92,122,92,84,88,107,92,84,103,109,83,3
68,85,86,72,71,91,74,76,75,87,71,75,83,85,67,7
88,121,128,88,88,118,92,88,90,109,89,86,113,122,92,3
71,87,104,88,59,104,92,88,49,37,125,49,71,100,85,2
88,107,104,88,93,113,92,84,90,113,89,90,109,108,89,3
92,112,122,84,88,113,92,84,86,109,92,86,100,104,85,3
84,103,104,79,86,112,89,82,96,112,94,92,103,105,83,3
88,103,109,88,82,104,85,90,87,103,83,92,112,114,94,3
93,116,118,88,95,117,96,86,92,103,86,92,95,101,79,3
88,103,109,79,70,84,66,70,63,66,60,67,73,75,60,7
74,79,96,56,52,119,124,46,44,31,140,44,31,129,140,2
86,104,108,86,87,110,86,87,85,102,83,85,106,114,90,3
90,109,108,70,75,90,68,63,67,75,62,67,67,70,55,7
87,108,119,92,93,114,87,93,88,102,83,88,115,115,91,3
71,73,79,63,70,85,69,63,72,81,68,64,69,71,61,7
93,120,124,89,92,115,94,88,88,107,88,84,112,113,88,3
44,34,114,47,44,120,128,47,46,34,125,46,36,118,125,2
89,106,114,89,88,111,87,88,84,103,88,88,107,108,88,3
53,40,115,47,64,104,96,46,71,83,79,55,37,134,137,2
92,112,113,88,93,113,92,88,99,118,92,95,104,108,89,3
88,107,113,84,88,109,87,84,86,104,89,82,96,104,81,4
50,36,118,46,51,104,100,44,49,37,118,52,37,117,122,2
46,36,118,50,48,113,116,48,46,37,114,49,34,117,122,2
60,64,75,64,55,70,54,67,59,53,44,56,56,73,55,7
71,79,87,71,75,89,71,71,70,79,66,70,67,69,59,7
84,95,96,55,82,100,81,78,83,91,79,79,95,93,75,4
44,32,128,44,46,122,125,46,42,32,127,42,34,110,116,2
75,83,89,71,70,84,66,63,63,66,60,63,60,72,60,7
90,109,108,86,92,110,90,96,85,102,83,93,115,114,94,3
63,67,69,59,63,72,60,63,50,43,101,44,53,85,76,7
92,117,119,92,97,119,94,93,88,106,87,84,94,98,72,3
60,67,67,53,57,60,46,57,64,64,56,64,61,71,59,5
53,60,63,53,57,64,50,60,60,61,59,60,61,75,67,5
47,37,111,53,56,100,92,68,67,75,62,67,72,74,58,2
53,43,106,64,68,91,70,68,67,72,58,67,72,74,58,7
80,99,104,80,84,96,75,79,82,96,81,82,91,96,78,4
84,95,104,84,84,104,79,71,82,91,78,78,83,84,70,7
43,29,122,43,44,128,146,41,52,43,100,46,27,133,151,2
48,37,118,48,46,117,125,46,46,34,131,46,30,119,131,2
48,34,118,44,46,122,122,46,46,30,131,46,34,119,135,2
44,29,128,41,52,104,100,43,59,48,90,52,30,124,142,2
82,96,96,82,83,97,75,83,85,97,80,85,92,101,80,4
43,32,122,49,52,114,124,59,60,63,73,67,67,67,51,2
75,84,90,75,70,85,73,74,68,73,72,72,77,90,72,7
70,79,82,67,68,78,61,68,68,71,59,68,71,75,56,7
67,75,82,70,68,90,72,68,64,64,78,64,71,87,74,7
44,29,119,47,47,106,113,41,40,31,110,40,31,104,114,2
68,73,78,68,64,75,56,71,63,72,58,67,72,77,54,7
44,31,111,44,50,96,96,43,51,40,96,44,29,100,100,2
47,37,106,44,40,104,107,43,44,32,104,44,32,109,104,2
64,75,75,64,67,74,54,67,66,71,55,66,71,73,55,7
60,54,83,53,63,100,92,48,70,79,70,74,56,104,100,2
67,72,77,67,63,73,55,63,59,66,53,63,70,75,57,7
67,72,85,67,66,92,74,66,67,73,75,67,70,86,75,5
51,40,96,48,43,108,125,49,42,32,127,46,32,110,120,2
40,29,112,46,46,105,120,46,44,31,122,44,29,110,126,2
75,77,82,63,67,70,48,63,64,66,54,64,69,74,54,7
42,30,105,42,44,101,115,47,53,49,94,60,77,94,72,2
60,67,78,63,64,74,57,68,64,75,56,64,75,79,59,7
67,75,78,67,68,78,57,72,68,75,59,64,75,75,59,7
63,75,78,70,64,78,57,68,64,68,56,64,71,71,59,7
50,37,110,44,47,102,113,47,43,31,121,50,68,91,78,2
88,106,111,88,92,118,88,84,84,99,79,79,103,109,79,3
80,98,98,72,84,104,78,76,84,99,79,79,79,85,62,7
50,34,106,53,50,100,99,68,48,37,112,63,83,85,67,2
68,83,87,71,71,85,67,67,66,67,59,70,83,88,66,4
97,116,123,97,99,117,96,90,87,103,86,92,112,119,90,3
84,103,109,88,86,108,85,86,87,103,83,83,112,119,90,4
63,71,69,66,67,75,57,67,67,79,62,70,79,78,58,7
63,71,76,66,63,75,57,67,67,79,58,67,75,82,62,7
70,79,80,74,71,90,72,75,70,84,76,74,84,89,73,4
74,83,100,46,75,97,72,56,74,84,73,74,67,101,94,2
46,34,104,46,49,97,98,52,53,49,90,60,71,85,73,2
67,73,79,67,63,78,58,63,64,69,57,68,73,74,57,7
63,71,78,67,64,74,57,64,60,75,59,64,79,79,63,7
68,77,78,64,68,79,59,64,71,75,58,67,75,81,62,7
68,77,78,64,68,79,67,64,71,87,67,71,83,85,62,7
64,69,74,64,68,75,56,68,67,75,58,67,75,77,62,7
72,115,120,72,80,128,103,76,75,116,100,75,111,128,100,1
71,83,83,68,67,81,67,67,66,79,63,66,75,84,63,7
68,91,100,76,75,109,87,75,66,91,81,74,113,117,96,1
63,83,96,74,63,86,79,75,63,88,76,70,115,119,101,1
74,100,108,74,75,119,101,79,74,115,101,74,111,124,101,1
67,77,79,67,67,82,65,67,68,77,61,68,77,78,61,7
63,108,124,67,63,124,101,63,64,115,98,60,111,115,102,1
75,88,90,71,70,85,65,63,64,73,61,64,73,78,57,7
67,79,85,67,72,82,61,68,76,87,70,71,79,79,63,7
63,75,78,74,64,74,61,64,64,75,59,64,75,79,59,7
82,102,105,82,76,102,79,84,68,83,70,80,95,100,78,4
76,89,90,68,76,96,74,71,75,87,67,75,83,85,67,4
80,94,98,84,76,91,78,80,71,83,67,71,95,96,79,7
75,95,96,75,66,84,70,78,79,88,75,75,91,101,79,7
71,111,128,67,66,122,100,70,63,112,101,71,112,124,101,1
59,79,88,63,63,82,68,63,60,79,65,60,111,114,94,1
63,87,92,66,63,110,86,71,67,111,94,67,111,124,94,1
70,118,127,70,71,124,101,67,67,120,97,70,111,119,101,1
63,99,110,71,67,114,94,63,68,111,98,68,111,125,102,1
67,73,79,63,70,85,69,63,72,77,68,72,73,71,61,7
78,88,101,60,76,98,79,64,80,95,81,76,75,83,81,5
60,67,70,60,60,67,57,64,60,68,56,64,68,67,56,7
53,52,74,53,56,71,59,53,51,54,62,55,54,81,71,5
53,52,78,60,53,75,59,56,55,54,71,51,68,89,71,5
60,62,67,64,60,67,56,60,63,64,58,59,68,70,58,7
76,83,96,71,75,89,71,75,78,87,70,78,87,96,74,4
64,83,83,68,67,85,62,67,74,87,70,66,83,80,63,7
60,99,108,71,71,109,87,71,63,91,78,66,113,122,96,1
51,54,67,55,59,66,44,56,63,66,49,56,54,68,53,5
78,91,100,86,75,93,68,75,70,79,65,70,84,89,69,7
59,56,66,56,63,68,49,56,70,79,65,60,60,70,55,5
75,88,97,63,74,89,73,60,72,81,76,68,62,74,57,7
74,84,97,78,76,86,68,76,71,87,70,71,87,91,70,4
78,84,89,78,76,86,68,76,76,87,70,76,87,91,63,4
70,79,93,67,76,94,68,68,76,87,70,71,83,83,63,7
60,63,74,60,76,90,68,60,84,103,88,71,68,71,59,5
67,106,114,60,72,111,98,68,71,112,96,76,99,113,85,1
76,89,94,80,80,96,70,76,79,91,75,79,91,96,75,4
53,49,74,76,60,75,59,80,59,54,54,71,99,109,83,5
60,69,86,64,64,91,78,80,75,99,83,75,103,113,96,5
76,111,115,68,71,108,88,68,71,103,92,71,107,118,96,1
70,79,88,70,63,75,57,71,60,71,58,63,84,85,69,7
70,75,84,63,75,86,68,63,78,92,76,67,79,89,73,5
66,109,122,70,67,119,98,67,67,111,97,67,115,124,97,1
63,99,101,67,63,114,87,63,64,106,94,64,102,115,87,1
70,79,82,63,64,71,57,64,68,71,59,68,71,75,56,7
74,88,89,82,88,111,87,88,88,103,85,88,99,108,85,7
57,88,101,60,57,90,76,57,56,79,78,53,83,96,81,1
63,102,114,67,64,106,83,68,68,87,78,64,103,113,88,1
64,69,74,64,68,75,56,64,63,75,58,63,68,70,58,7
64,69,74,80,68,83,59,76,71,79,67,67,83,89,67,7
57,85,98,60,53,96,81,56,59,79,75,59,87,100,83,1
76,112,118,64,67,113,87,59,63,87,81,63,91,108,89,1
51,68,85,55,56,92,74,49,56,84,79,56,73,93,79,1
79,111,118,75,66,112,92,66,63,95,86,63,103,124,94,1
86,104,108,78,92,124,90,83,93,111,94,85,92,101,80,3
52,71,84,56,52,90,75,56,50,75,80,53,84,93,76,1
67,73,68,63,67,78,62,78,80,98,79,88,111,111,91,7
56,84,97,59,53,93,73,50,57,73,76,57,81,98,83,1
67,95,105,67,67,110,90,63,68,89,94,72,89,115,94,5
89,102,105,93,88,106,87,92,84,103,85,84,107,108,85,3
57,92,101,60,60,102,87,60,60,91,85,56,91,108,85,1
60,77,94,60,64,104,85,68,59,79,79,59,83,96,83,1
64,85,111,72,64,108,88,76,63,95,92,75,99,118,96,5
76,87,100,76,84,113,92,84,86,100,89,86,100,112,92,3
60,87,96,56,67,109,87,63,63,100,92,63,96,108,89,1
68,112,122,68,71,128,100,71,66,104,103,74,113,122,96,1
43,34,118,53,44,113,125,48,49,40,125,46,32,112,133,2
88,107,113,88,86,108,85,90,87,103,86,92,103,110,86,3
84,99,100,79,82,96,81,86,83,91,79,83,95,101,83,3
84,107,118,67,78,122,96,66,67,99,90,63,91,101,90,1
63,95,113,59,63,108,89,59,63,103,90,59,95,110,86,1
66,91,112,70,56,97,79,67,47,37,122,50,84,97,80,5
74,91,112,66,67,110,98,75,70,88,87,74,92,110,94,5
52,53,76,49,59,72,72,59,63,75,73,60,67,78,69,5
83,95,101,92,85,110,87,89,84,98,83,84,102,106,87,3
44,31,114,44,44,115,128,44,43,36,128,46,48,104,107,2
84,94,102,88,84,104,85,88,88,103,87,88,95,100,87,3
64,77,106,68,64,108,92,64,59,58,100,59,61,109,100,5
76,85,98,68,80,104,85,71,79,95,79,79,87,93,79,4
46,39,108,50,55,104,92,55,59,67,96,59,60,100,92,5
64,68,104,60,59,100,92,59,59,67,74,63,60,96,92,5
59,61,85,59,56,84,78,59,52,54,83,49,51,86,83,5
56,60,100,56,59,90,83,56,60,71,80,57,60,93,80,5
59,70,105,59,60,101,83,57,60,77,76,57,85,94,79,5
59,63,90,56,60,93,80,53,60,81,83,60,62,86,83,5
59,60,97,63,60,97,87,63,60,66,91,60,66,106,94,5
47,49,82,50,50,82,83,50,56,68,81,56,64,83,78,5
60,77,90,60,60,91,81,56,63,79,75,63,75,109,96,5
56,68,91,53,59,96,83,59,63,83,81,59,83,92,74,5
60,71,91,56,63,93,75,59,59,83,74,59,79,108,92,5
