@relation 'optdigits-weka.filters.unsupervised.attribute.Remove-V-R2,5-6,9,13,20,22,25,27-28,31,33,35,40,43-44,46,48-49,52,59-60,62,65'

@attribute Atr-1 numeric
@attribute Atr-4 numeric
@attribute Atr-5 numeric
@attribute Atr-8 numeric
@attribute Atr-12 numeric
@attribute Atr-19 numeric
@attribute Atr-21 numeric
@attribute Atr-24 numeric
@attribute Atr-26 numeric
@attribute Atr-27 numeric
@attribute Atr-30 numeric
@attribute Atr-32 numeric
@attribute Atr-34 numeric
@attribute Atr-39 numeric
@attribute Atr-42 numeric
@attribute Atr-43 numeric
@attribute Atr-45 numeric
@attribute Atr-47 numeric
@attribute Atr-48 numeric
@attribute Atr-51 numeric
@attribute Atr-58 numeric
@attribute Atr-59 numeric
@attribute Atr-61 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,13,16,0,12,0,14,0,1,5,3,0,8,0,1,13,0,0,0,16,9,13,0,7
0,7,2,0,15,4,15,0,16,2,6,0,14,0,14,0,14,0,0,12,6,15,1,0
0,14,14,0,12,0,10,0,0,0,6,0,0,0,2,13,0,0,0,14,13,9,0,7
0,7,0,0,5,9,0,0,15,11,0,0,16,0,15,13,10,0,0,15,1,11,11,6
0,10,0,0,6,13,8,0,16,16,10,0,12,0,0,4,9,0,0,11,2,15,0,4
0,11,15,0,16,12,0,0,7,15,0,0,0,0,0,4,0,0,0,11,10,16,0,5
0,11,1,0,12,5,11,0,9,16,0,0,5,0,13,15,0,0,0,16,11,15,0,8
0,16,10,0,14,0,16,0,6,11,7,0,7,0,0,12,0,0,0,16,5,14,0,7
0,16,14,0,16,6,0,0,16,8,0,0,16,0,1,5,16,0,0,7,0,13,3,5
0,16,16,0,13,8,0,0,16,11,0,0,8,0,0,5,5,0,0,10,5,11,0,5
0,13,11,0,16,16,14,0,3,10,0,0,0,0,0,6,8,0,0,4,0,3,15,1
1,16,13,0,8,16,15,0,0,7,5,0,0,0,0,0,11,0,0,8,13,16,9,9
0,15,2,0,8,12,3,0,14,1,8,0,15,0,8,5,10,0,0,1,0,3,0,4
1,9,0,0,15,13,2,0,10,16,9,0,9,0,5,16,0,0,0,13,16,4,0,7
0,12,12,0,4,0,12,0,0,0,0,0,16,0,4,13,0,0,0,16,7,14,0,7
0,6,11,0,15,14,12,0,15,6,0,0,15,0,8,8,12,0,0,0,0,0,11,4
0,16,15,0,5,1,2,0,15,14,2,0,12,0,0,0,8,0,0,9,3,16,4,5
1,12,1,0,14,0,10,0,2,0,0,0,0,0,0,11,1,0,0,16,15,16,12,2
0,14,6,0,6,0,11,0,0,7,0,0,0,0,0,0,10,0,0,4,3,16,2,3
0,15,5,0,12,15,0,0,15,6,3,0,12,0,14,14,15,0,0,9,0,1,5,4
1,15,3,0,12,0,14,0,0,6,0,0,10,0,5,8,14,0,0,4,11,15,4,3
0,6,0,0,12,9,9,0,12,13,0,0,0,0,0,0,8,0,0,4,6,15,10,9
0,14,2,0,11,12,16,0,7,8,0,0,0,0,0,0,10,0,0,3,4,16,8,9
0,16,9,0,6,0,11,0,15,15,1,0,7,0,0,0,15,0,0,3,2,12,1,9
0,15,5,0,16,16,4,0,14,16,0,0,0,0,0,16,1,0,0,13,0,7,12,1
0,16,3,0,8,11,2,0,0,10,0,0,1,0,8,12,9,0,0,6,3,14,8,8
0,13,16,0,12,2,10,0,0,2,12,0,5,0,7,12,8,0,0,6,0,13,1,7
0,16,11,0,7,0,15,0,2,11,0,0,3,0,0,0,16,0,0,12,11,9,0,3
0,15,7,0,13,1,14,0,0,0,0,0,0,0,0,0,14,0,0,3,0,12,3,3
0,13,2,0,16,3,6,0,0,7,0,0,0,0,6,16,0,0,0,16,3,13,14,2
0,16,6,0,16,16,16,0,16,16,0,0,4,0,0,3,13,0,0,4,0,4,11,1
0,13,12,0,4,9,2,0,15,12,0,0,0,0,0,0,14,0,0,8,12,13,0,5
0,14,16,0,8,0,15,0,0,5,9,0,10,0,9,3,7,0,0,1,0,8,0,7
0,14,7,0,4,3,12,0,13,0,6,0,15,0,1,1,9,0,0,9,1,9,7,9
0,16,6,0,8,0,16,0,14,5,4,0,11,0,0,0,10,0,0,0,11,16,16,9
0,14,9,0,12,1,14,0,14,16,0,0,12,0,16,1,15,0,0,7,6,16,13,8
0,16,15,0,10,1,10,0,6,11,6,0,14,0,1,16,0,0,0,16,5,15,0,7
0,11,8,0,9,1,12,0,1,2,1,0,1,0,0,3,2,0,0,9,0,15,0,7
0,6,0,0,16,0,15,0,9,0,3,0,8,0,11,0,8,0,0,7,6,16,9,0
1,4,0,0,15,9,4,0,8,11,0,0,0,0,0,0,11,0,0,4,10,14,16,9
0,14,10,0,16,11,3,0,10,16,6,0,16,0,11,12,15,0,0,0,0,0,11,4
0,15,4,0,6,14,1,0,11,8,1,0,0,0,0,0,2,0,0,7,4,13,16,5
0,16,16,0,8,0,15,0,10,12,0,0,8,0,0,15,13,0,0,16,11,10,0,7
0,16,12,0,9,0,14,0,0,4,0,0,0,0,2,0,14,0,0,12,1,11,6,3
0,11,0,0,7,14,5,0,12,9,0,0,16,0,10,13,16,0,0,5,0,7,0,4
0,12,0,0,8,3,16,0,14,16,0,0,3,0,9,16,14,0,0,15,5,16,7,8
0,14,2,0,16,10,14,0,16,10,2,0,16,0,16,4,11,0,0,13,1,11,9,0
0,12,3,0,16,16,9,0,5,16,0,0,7,0,8,16,6,0,0,16,5,12,3,1
0,15,9,0,4,0,13,0,2,12,0,0,1,0,0,0,10,0,0,1,8,14,8,3
0,16,10,0,8,0,16,0,1,8,2,0,7,0,0,3,11,0,0,0,13,16,14,3
2,16,16,0,9,0,12,0,4,4,0,0,16,0,5,16,0,0,0,12,16,5,0,7
3,3,0,0,11,2,3,0,0,2,0,0,0,0,0,10,0,0,0,16,14,16,12,2
0,15,10,0,4,0,13,0,15,12,0,0,12,0,11,0,12,0,0,0,10,13,12,8
0,15,11,0,16,3,16,0,0,6,13,0,5,0,5,11,4,0,0,11,0,16,0,7
0,0,0,0,0,10,0,0,16,16,0,0,16,0,16,6,16,0,0,14,5,16,6,6
0,7,1,0,16,8,2,0,2,1,0,0,0,0,0,0,16,0,0,11,11,13,3,3
0,15,4,0,8,11,0,0,15,5,0,0,16,0,16,13,8,0,0,13,0,8,16,6
1,15,5,0,15,0,12,0,0,1,0,0,1,0,15,14,0,0,0,12,15,16,16,2
0,14,10,0,16,16,12,0,11,5,0,0,0,0,0,3,7,0,0,1,0,0,9,1
0,15,3,0,13,15,5,0,16,10,7,0,13,0,0,0,13,0,0,0,0,3,0,4
0,16,16,0,11,0,14,0,12,13,4,0,13,0,0,9,0,0,0,15,2,16,0,7
0,12,2,0,12,16,8,0,15,8,8,0,16,0,4,10,10,0,0,5,0,3,0,4
0,5,3,0,13,1,9,0,9,15,0,0,3,0,14,5,14,0,0,5,6,11,6,8
0,16,8,0,13,3,0,0,16,15,0,0,11,0,0,0,14,0,0,15,8,16,6,5
0,11,1,0,16,16,0,0,0,14,0,0,0,0,0,16,0,0,0,16,2,15,1,1
0,8,14,0,11,10,9,0,4,16,0,0,2,0,15,7,10,0,0,4,9,16,3,8
0,11,0,0,11,15,16,0,13,9,0,0,16,0,16,16,16,0,0,13,0,11,0,4
0,16,9,0,16,7,9,0,7,16,1,0,5,0,0,0,13,0,0,8,9,15,4,3
0,10,12,0,12,2,14,0,0,1,0,0,0,0,1,13,0,0,0,16,14,10,0,7
0,16,14,0,12,1,16,0,0,8,0,0,0,0,0,0,16,0,0,8,9,16,5,3
1,9,0,0,16,0,2,0,0,0,0,0,0,0,0,9,0,0,0,16,8,10,14,2
0,14,4,0,15,0,7,0,1,9,0,0,8,0,0,0,15,0,0,4,7,12,12,3
0,16,7,0,5,0,11,0,0,5,0,0,0,0,0,0,11,0,0,8,7,16,8,3
0,13,3,0,16,16,16,0,8,12,0,0,0,0,0,7,15,0,0,6,0,6,16,1
0,0,0,0,10,3,14,0,10,0,5,0,9,0,9,0,16,0,0,4,5,16,1,0
5,12,10,0,16,3,1,0,16,4,0,0,15,0,5,16,0,0,0,16,16,13,0,5
3,16,13,0,13,2,10,0,0,12,0,0,9,0,16,8,0,0,0,4,15,16,13,2
0,15,2,0,14,6,10,0,9,8,0,0,16,0,4,8,5,0,0,14,2,16,0,7
0,13,0,0,15,16,2,0,1,16,0,0,0,0,0,14,3,0,0,16,0,14,6,1
0,15,3,0,15,11,12,0,0,1,0,0,0,0,0,12,0,0,0,16,8,15,16,2
0,16,10,0,15,8,7,0,0,4,0,0,0,0,0,0,15,0,0,4,15,16,11,3
2,16,6,0,15,7,10,0,0,12,0,0,0,0,0,0,15,0,0,5,16,16,10,3
0,16,11,0,2,0,16,0,14,2,0,0,11,0,1,16,1,0,0,13,13,9,12,8
2,12,3,5,16,14,4,0,8,16,0,0,0,0,3,16,16,0,0,16,1,15,10,8
0,12,0,0,16,7,1,0,2,15,0,0,11,0,16,10,0,0,0,13,3,13,13,2
0,12,0,0,12,16,0,0,6,16,0,0,9,0,10,16,0,0,0,16,2,14,3,1
0,14,5,0,8,7,12,0,13,15,2,0,1,0,8,15,15,0,0,10,12,16,5,8
0,5,13,0,11,14,16,0,7,4,3,0,0,0,0,0,16,0,0,0,0,0,16,1
0,4,0,0,16,0,15,0,6,0,6,0,9,0,15,0,5,0,0,11,3,13,11,0
0,7,15,0,10,11,16,0,16,14,3,0,2,0,0,0,16,0,0,0,0,0,15,1
0,16,5,0,7,14,0,0,8,11,1,0,0,0,2,0,9,0,0,11,3,12,9,5
0,15,2,0,0,0,0,0,10,0,0,0,9,0,16,14,8,0,0,9,3,13,11,6
1,13,7,0,5,4,16,0,14,14,6,0,0,0,0,0,13,0,0,7,11,13,0,9
0,10,2,0,16,16,3,0,13,16,0,0,16,0,16,16,5,0,0,16,3,8,8,1
0,15,8,0,4,1,12,0,13,16,1,0,15,0,15,1,5,0,0,8,2,15,11,8
0,10,1,0,11,0,12,0,14,1,7,0,8,0,13,0,12,0,0,10,4,15,3,0
0,15,11,0,4,15,0,0,4,6,0,0,0,0,3,3,11,0,0,7,3,14,1,5
0,8,0,0,15,2,3,0,0,9,0,0,1,0,0,0,5,0,0,4,9,15,9,3
0,14,2,0,11,0,15,0,14,12,0,0,3,0,6,12,11,0,0,12,2,12,1,8
0,13,0,0,16,1,0,0,1,4,0,0,0,0,0,9,7,0,0,14,0,15,3,2
0,15,4,0,14,16,0,0,14,13,0,0,16,0,16,16,6,0,0,16,0,8,15,6
0,16,3,0,10,9,16,0,15,4,3,0,15,0,15,14,9,0,0,7,0,9,0,4
0,15,4,0,11,14,13,0,16,5,3,0,15,0,16,16,15,0,0,6,0,5,5,4
0,12,16,0,4,16,16,0,16,16,7,0,6,0,0,0,11,0,0,0,0,6,0,9
0,7,0,0,16,5,13,0,2,1,0,0,0,0,0,0,10,0,0,10,11,16,16,2
0,13,0,0,5,9,0,0,16,2,16,0,14,0,16,15,11,0,0,1,0,6,0,4
0,14,13,0,16,14,12,0,10,16,0,0,12,0,0,5,15,0,0,4,0,1,16,1
0,1,0,0,7,1,0,0,10,0,0,0,2,0,0,6,0,0,0,16,3,11,13,2
0,7,0,0,16,13,6,0,6,16,0,0,0,0,0,0,9,0,0,7,7,12,12,9
0,13,16,0,6,4,11,0,8,16,0,0,14,0,8,11,0,0,0,9,11,16,0,8
0,16,5,0,8,10,13,0,0,13,2,0,0,0,8,15,5,0,0,5,6,16,1,8
0,16,6,0,15,0,16,0,0,0,3,0,15,0,13,14,11,0,0,12,4,16,0,7
0,13,6,0,12,9,13,0,11,15,0,0,0,0,3,16,0,0,0,16,6,11,0,9
1,2,0,0,9,10,0,0,3,12,0,0,3,0,15,15,0,0,0,15,11,13,16,2
0,16,8,0,8,3,0,0,16,13,0,0,10,0,0,1,13,0,0,11,11,16,0,5
0,14,4,0,7,10,0,0,16,6,0,0,16,0,16,12,6,0,0,15,0,10,8,6
2,16,14,0,9,6,0,0,14,15,0,0,1,0,0,8,0,0,0,16,16,13,0,5
0,14,1,0,10,13,14,0,2,14,4,0,0,0,0,0,4,0,0,6,1,11,15,9
0,14,0,0,11,14,6,0,16,5,8,0,16,0,6,14,11,0,0,6,0,10,0,4
0,15,5,0,16,16,3,0,6,16,0,0,5,0,8,16,0,0,0,12,5,13,0,8
0,4,0,0,0,6,0,0,16,7,0,0,16,0,16,5,13,0,0,9,2,13,16,6
0,4,0,0,16,6,13,0,16,6,5,0,16,0,16,8,8,0,0,14,4,14,7,0
1,16,11,0,12,1,14,0,0,6,0,0,0,0,0,1,16,0,0,4,15,14,4,3
0,0,0,0,5,16,0,0,1,16,0,0,7,0,9,15,0,0,0,15,12,14,12,2
0,7,0,0,11,12,16,0,12,12,4,0,0,0,0,0,16,0,0,4,12,15,3,9
0,3,0,0,0,7,0,0,16,3,0,0,16,0,16,16,16,0,0,15,5,14,12,6
0,16,16,0,11,0,16,0,0,3,10,0,7,0,8,15,0,0,0,16,7,14,0,7
0,4,0,0,2,7,0,0,16,1,0,0,15,0,16,2,7,0,0,9,3,13,15,6
0,11,1,0,12,2,16,0,16,6,6,0,7,0,0,0,12,0,0,3,8,16,6,9
0,15,2,0,9,8,15,0,11,12,2,0,7,0,13,14,4,0,0,8,6,16,8,8
0,8,0,0,15,9,15,0,14,0,8,0,12,0,12,0,11,0,0,10,7,15,2,0
0,12,0,0,7,15,1,0,16,10,14,0,16,0,8,12,9,0,0,13,0,14,1,4
0,16,12,0,4,0,13,0,16,13,7,0,3,0,0,0,4,0,0,9,2,13,15,9
0,9,0,0,16,16,0,0,12,16,0,0,13,0,13,16,0,0,0,16,4,12,9,1
0,16,12,0,12,1,11,0,0,13,0,0,0,0,0,0,15,0,0,16,7,16,13,3
0,13,0,0,16,16,4,0,3,16,0,0,7,0,9,16,10,0,0,16,1,5,15,1
0,13,5,0,10,2,8,0,13,0,8,0,12,0,15,0,7,0,0,8,5,14,9,0
0,3,0,0,2,0,0,0,0,3,0,0,10,0,16,4,8,0,0,12,2,13,14,6
0,11,0,0,16,13,7,0,0,11,0,0,0,0,3,16,2,0,0,16,3,13,0,1
0,14,0,0,10,16,0,0,16,8,5,0,15,0,16,14,13,0,0,14,0,8,2,4
0,16,13,0,14,0,15,0,0,0,0,0,7,0,14,16,10,0,0,15,4,15,0,7
0,7,0,0,3,10,1,0,16,3,15,0,16,0,16,16,5,0,0,14,2,16,0,4
1,16,9,0,2,0,14,0,0,10,0,0,0,0,0,0,13,0,0,4,9,16,10,3
0,5,0,0,11,2,0,0,0,5,0,0,0,0,0,11,0,0,0,16,7,12,12,2
0,12,12,0,12,13,2,0,16,14,0,0,0,0,0,0,11,0,0,11,10,14,0,5
0,16,7,0,16,16,12,0,12,15,0,0,0,0,0,11,14,0,0,11,0,5,7,1
0,3,0,0,11,5,3,0,6,2,0,0,0,0,0,6,4,0,0,16,6,15,9,2
0,8,9,0,12,6,8,0,15,3,3,0,1,0,0,3,1,0,0,13,1,11,0,7
0,11,0,0,13,8,16,0,7,14,4,0,0,0,4,0,8,0,0,11,5,11,14,9
0,13,1,0,16,3,10,0,0,0,1,0,7,0,13,0,14,0,0,11,3,12,8,3
0,12,0,0,16,16,8,0,15,8,0,0,16,0,16,16,13,0,0,2,0,4,2,4
0,14,11,0,9,7,0,0,16,16,0,0,16,0,16,5,12,0,0,15,0,9,7,6
0,6,0,0,16,8,16,0,12,0,8,0,9,0,12,0,15,0,0,4,9,16,4,0
0,9,0,0,11,13,4,0,12,6,0,0,16,0,12,12,14,0,0,0,0,2,3,4
0,3,0,0,11,4,0,0,6,4,0,0,0,0,1,14,0,0,0,16,11,12,14,2
0,7,6,0,15,15,14,0,12,8,0,0,16,0,11,12,14,0,0,0,0,0,7,4
2,4,0,0,15,7,0,0,3,15,0,0,4,0,0,0,15,0,0,8,11,12,9,3
1,1,0,0,9,7,0,0,1,4,0,0,0,0,0,11,0,0,0,16,13,11,12,2
0,15,8,0,5,0,16,0,9,1,7,0,15,0,0,0,5,0,0,6,3,16,8,9
0,12,1,0,9,0,6,0,5,2,0,0,0,0,0,1,9,0,0,7,1,12,16,3
0,12,12,0,4,1,1,0,15,14,2,0,7,0,0,0,16,0,0,3,12,16,2,5
0,13,1,0,13,0,4,0,4,0,0,0,0,0,0,8,0,0,0,12,1,14,12,2
0,9,0,0,3,6,16,0,13,0,3,0,13,0,16,16,6,0,0,12,0,15,0,4
0,8,0,0,2,9,15,0,14,1,2,0,14,0,16,16,5,0,0,12,0,16,0,4
0,15,4,0,9,14,0,0,16,7,0,0,16,0,15,9,15,0,0,13,1,13,16,6
0,13,4,0,8,0,13,0,7,2,0,0,14,0,0,0,11,0,0,7,4,10,15,9
0,14,16,0,4,0,11,0,16,14,9,0,14,0,0,0,13,0,0,9,8,13,0,5
0,13,16,0,7,0,16,0,3,12,14,0,7,0,0,10,0,0,0,15,6,14,0,7
0,14,8,0,0,0,15,0,15,9,8,0,1,0,0,0,12,0,0,2,7,14,9,9
0,13,13,0,10,13,11,0,5,16,0,0,3,0,14,9,13,0,0,8,0,5,15,8
0,16,5,0,16,0,8,0,1,5,1,0,0,0,0,0,11,0,0,13,3,16,8,3
0,8,3,0,13,8,9,0,16,2,6,0,12,0,12,0,13,0,0,4,5,16,2,0
0,12,2,0,15,1,16,0,14,0,8,0,10,0,13,0,14,0,0,14,5,12,8,0
0,16,4,0,12,0,9,0,6,0,5,0,9,0,10,0,14,0,0,15,4,13,0,0
0,16,16,0,9,4,0,0,15,4,0,0,16,0,6,8,16,0,0,3,7,16,3,5
0,11,4,0,12,0,12,0,13,11,3,0,0,0,5,16,14,0,0,13,2,12,16,8
1,15,12,0,16,16,8,0,16,16,0,0,16,0,16,16,0,0,0,16,8,16,0,1
0,11,9,0,16,16,9,0,16,16,0,0,14,0,15,16,0,0,0,16,0,7,0,1
0,15,9,0,12,5,14,0,14,14,0,0,13,0,16,9,0,0,0,15,1,9,2,8
0,11,0,0,7,9,13,0,15,2,0,0,10,0,16,16,14,0,0,14,0,7,0,4
0,7,0,0,16,0,12,0,8,6,0,0,16,0,16,14,0,0,0,10,2,9,3,8
0,9,16,0,13,13,16,0,16,16,12,0,7,0,0,0,14,0,0,0,0,0,6,9
0,14,9,0,16,5,14,0,14,1,0,0,15,0,13,16,0,0,0,10,2,10,5,8
0,10,11,0,9,0,15,0,11,14,1,0,0,0,0,0,12,0,0,5,2,14,13,9
0,15,7,0,7,3,11,0,14,0,8,0,12,0,16,1,12,0,0,12,1,14,5,0
0,14,9,0,12,1,15,0,13,12,0,0,1,0,0,4,15,0,0,13,0,14,10,8
0,5,0,0,12,9,0,0,2,11,0,0,11,0,3,16,5,0,0,13,13,6,0,7
3,14,1,0,16,6,3,0,1,15,0,0,6,0,15,10,0,0,0,11,16,16,12,2
0,16,16,0,5,0,15,0,1,13,0,0,0,0,0,0,16,0,0,9,5,16,5,3
0,10,0,0,6,10,0,0,16,3,0,0,16,0,16,16,16,0,0,10,0,10,0,4
0,10,4,0,16,16,16,0,3,16,0,0,4,0,8,16,8,0,0,16,8,12,4,1
0,8,6,0,16,13,0,0,10,16,0,0,0,0,0,5,0,0,0,11,9,16,0,5
4,1,0,0,4,16,0,0,3,16,0,0,6,0,13,11,0,0,0,16,16,16,16,2
0,4,0,0,14,1,12,0,8,0,6,0,8,0,8,0,10,0,0,4,6,16,3,0
0,16,9,0,16,16,2,0,8,16,0,0,6,0,10,16,1,0,0,16,8,16,0,1
0,14,14,0,16,10,16,0,16,14,0,0,3,0,0,9,16,0,0,15,0,11,12,8
0,14,1,0,8,14,0,0,16,4,0,0,13,0,16,16,15,0,0,11,0,10,3,4
0,11,1,0,14,3,9,0,8,15,0,0,1,0,9,9,15,0,0,5,7,16,9,8
0,15,7,0,2,0,16,0,10,11,6,0,1,0,0,0,8,0,0,5,7,13,16,9
0,15,4,0,9,1,14,0,9,13,0,0,2,0,14,7,15,0,0,3,7,16,10,8
0,8,0,0,2,10,2,0,15,4,12,0,16,0,4,3,14,0,0,0,0,9,0,4
0,0,0,0,2,16,0,0,5,16,0,0,1,0,0,0,11,0,0,12,7,16,16,1
0,10,0,0,0,0,0,0,11,0,0,0,14,0,16,12,11,0,0,11,1,12,12,6
0,16,15,0,10,3,14,0,10,16,1,0,6,0,15,3,15,0,0,8,4,15,11,8
0,13,3,0,3,0,12,0,10,13,2,0,1,0,4,0,5,0,0,6,4,10,16,9
0,14,12,0,13,7,16,0,7,1,0,0,5,0,16,16,14,0,0,15,5,15,0,7
0,12,12,0,6,5,0,0,13,2,0,0,15,0,16,9,1,0,0,12,0,8,16,6
0,7,0,0,16,9,8,0,0,1,0,0,0,0,0,4,5,0,0,16,9,15,16,2
0,16,5,0,4,1,9,0,4,0,8,0,4,0,6,0,4,0,0,2,8,12,15,0
0,14,8,0,8,1,14,0,9,14,0,0,0,0,4,12,13,0,0,11,1,9,14,8
0,14,0,0,7,12,13,0,16,10,11,0,15,0,0,1,9,0,0,5,0,11,0,4
0,16,16,0,7,0,13,0,1,1,0,0,8,0,12,15,6,0,0,15,3,16,0,7
0,13,2,0,5,13,8,0,11,13,4,0,9,0,0,0,11,0,0,0,10,13,15,9
0,14,3,0,2,3,12,0,12,11,0,0,2,0,0,0,14,0,0,6,7,13,0,9
0,15,7,0,7,1,14,0,0,4,0,0,0,0,0,0,11,0,0,4,10,13,4,3
1,16,15,0,8,9,0,0,16,16,0,0,6,0,0,0,13,0,0,8,11,16,1,5
0,15,5,0,8,1,12,0,9,0,10,0,9,0,16,1,11,0,0,11,8,16,12,0
0,6,0,0,1,7,0,0,13,5,0,0,14,0,10,16,14,0,0,14,1,12,16,6
0,2,0,0,13,11,9,0,12,12,0,0,10,0,0,0,7,0,0,0,6,12,13,9
0,16,16,0,7,0,7,0,5,3,0,0,11,0,10,16,8,0,0,15,6,14,0,7
0,11,1,0,16,16,2,0,9,16,0,0,12,0,14,16,0,0,0,16,2,11,1,1
0,12,1,0,6,0,12,0,14,0,6,0,11,0,13,0,12,0,0,5,5,15,4,0
0,8,10,0,12,0,8,0,1,5,0,0,3,0,7,16,0,0,0,13,11,7,0,7
0,3,0,0,14,10,1,0,5,16,7,0,0,0,1,12,11,0,0,6,15,4,13,8
3,0,0,0,3,16,13,0,0,14,1,0,2,0,14,8,0,0,0,0,14,13,3,8
0,10,0,0,5,10,11,0,13,0,0,0,13,0,12,14,11,0,0,10,0,11,0,4
0,16,12,0,10,0,9,0,5,9,12,0,16,0,7,13,0,0,0,8,16,3,0,7
0,10,2,0,11,9,15,0,7,15,8,0,0,0,0,0,15,0,0,1,6,16,14,9
0,10,0,0,13,16,0,1,14,15,0,0,8,0,7,16,0,0,0,15,0,13,0,1
1,16,16,0,10,5,12,0,15,16,8,0,6,0,2,15,0,0,0,8,14,4,0,7
8,15,16,0,6,0,0,0,16,10,0,0,6,0,0,4,2,0,0,6,16,16,0,5
0,16,12,0,4,0,15,0,0,5,0,0,0,0,0,0,13,0,0,5,12,16,5,3
0,14,3,2,10,9,10,0,14,14,0,0,9,0,12,15,1,0,0,12,4,15,3,8
0,5,15,0,11,8,16,0,13,15,0,0,14,0,0,0,15,0,0,0,0,0,16,1
0,16,4,0,7,2,12,0,0,0,0,0,0,0,0,2,1,0,0,15,5,16,11,2
0,6,0,0,15,1,16,0,11,13,5,0,3,0,0,0,9,0,0,4,4,14,7,9
0,16,6,0,7,0,11,0,0,5,8,0,0,0,0,8,0,0,0,14,7,12,0,7
0,11,0,0,16,12,2,0,0,15,0,0,0,0,3,16,0,0,0,16,1,14,4,1
0,16,7,0,11,4,16,0,3,3,1,0,0,0,0,1,7,0,0,12,10,16,16,2
0,14,1,0,10,14,0,0,14,16,0,0,16,0,14,11,13,0,0,14,0,14,14,6
0,13,13,0,6,7,0,0,13,3,0,0,16,0,11,3,10,0,0,5,3,12,8,5
0,16,8,0,16,16,8,0,16,9,0,0,2,0,0,2,4,0,0,2,0,1,9,1
0,13,2,0,11,1,16,0,12,16,9,0,0,0,4,5,8,0,0,11,8,15,15,9
0,12,1,0,11,13,14,0,16,0,4,0,15,0,16,1,14,0,0,8,2,13,8,0
0,14,1,0,6,9,0,0,16,14,2,0,16,0,16,5,7,3,0,12,2,14,12,6
0,16,8,0,7,0,13,0,1,10,13,0,6,0,1,5,0,0,0,12,2,14,0,7
0,16,16,0,1,7,0,0,12,13,0,0,0,0,0,0,14,0,0,14,15,11,0,5
0,16,4,0,9,0,12,0,7,0,8,0,4,0,9,0,6,0,0,9,4,16,5,0
0,0,0,0,0,3,5,0,13,1,6,0,13,0,16,16,9,0,0,16,2,16,0,4
0,13,5,0,10,2,15,0,10,16,0,0,0,0,2,11,12,0,0,9,4,16,7,8
0,15,1,0,15,3,6,0,0,12,0,0,0,0,4,0,15,0,0,10,10,16,10,3
0,16,16,0,10,6,14,0,6,2,3,0,0,0,0,6,8,0,0,7,0,14,0,7
0,15,11,0,7,1,15,0,12,16,0,0,0,0,2,13,10,0,0,11,2,13,12,8
1,5,0,0,15,1,4,0,4,14,0,0,1,0,0,0,12,0,0,4,12,16,6,3
2,12,1,0,5,0,0,0,13,12,0,0,8,0,0,0,5,0,0,2,5,16,14,5
0,7,0,0,15,4,14,0,8,0,5,0,8,0,14,0,5,0,0,12,1,13,9,0
0,13,14,0,4,0,0,0,12,6,0,0,12,0,2,0,13,0,0,0,9,16,6,5
0,13,0,0,6,10,6,0,16,3,2,0,12,0,16,16,10,0,0,10,0,9,0,4
0,12,2,0,10,0,16,0,0,3,0,0,0,0,3,0,15,0,0,7,9,15,12,3
0,10,0,0,7,4,0,0,16,7,0,0,16,0,16,0,10,0,0,9,2,10,16,6
0,9,0,0,3,9,4,0,16,3,1,0,16,0,16,16,11,0,0,12,0,12,0,4
0,9,1,0,13,1,13,0,8,0,8,0,8,0,10,0,11,0,0,9,7,15,2,0
0,15,10,0,7,7,16,0,2,7,8,0,0,0,0,0,11,0,0,6,9,16,1,9
0,9,14,0,9,16,13,0,16,16,5,0,6,0,0,0,13,0,0,0,0,0,0,9
0,15,7,0,10,5,12,0,0,13,0,0,0,0,0,0,16,0,0,1,11,16,8,3
0,13,3,0,9,7,12,0,16,5,5,0,16,0,16,1,10,0,0,8,4,16,9,0
0,16,10,0,10,0,13,0,0,4,1,0,16,0,10,16,0,0,0,9,13,1,0,7
0,12,1,0,14,15,11,0,16,15,1,0,16,0,15,13,15,0,0,16,0,13,8,0
0,7,0,0,6,16,0,0,11,15,0,0,11,0,11,16,8,0,0,16,0,6,14,6
2,14,9,0,10,4,12,0,0,13,0,0,0,0,0,9,0,0,0,13,15,13,0,3
0,16,13,0,9,4,12,0,2,16,0,0,2,0,0,4,3,0,0,2,9,16,5,3
0,8,0,0,7,14,0,0,12,9,0,0,14,0,10,16,12,0,0,16,0,9,15,6
0,12,1,0,13,5,15,0,0,0,0,0,0,0,0,6,9,1,0,16,5,16,9,2
0,16,6,0,8,4,11,0,15,0,9,0,14,0,16,4,11,0,0,7,3,14,10,0
0,11,0,0,16,16,6,0,3,16,0,0,2,0,4,16,0,0,0,16,0,12,2,1
4,15,4,0,15,0,14,0,9,16,8,0,15,0,11,13,0,0,0,5,15,0,0,7
0,13,1,0,12,16,0,0,11,14,0,0,11,0,11,11,13,0,0,13,0,5,9,6
1,15,5,0,16,1,16,0,12,14,4,0,0,0,0,0,9,0,0,7,6,13,15,9
0,14,6,0,10,7,16,0,4,8,4,0,0,0,0,0,16,0,0,0,10,16,4,9
0,0,0,0,0,13,0,0,0,11,0,0,1,0,4,13,0,0,0,15,12,16,12,2
0,16,9,0,7,2,3,0,16,15,3,0,11,0,0,0,16,0,0,10,10,11,0,5
4,8,0,0,16,1,5,0,0,0,0,0,0,0,4,15,14,0,0,16,14,11,0,2
