@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.68,0.17,0,0,0.51,0,0.51,0.51,0.34,1.36,0,0,0,0,0,0,0.063,0.095,0,0,224,1
0,0,0,0,0,0.68,0.68,0,0,1.36,0.68,0,0,0,0,0,0,0,0.238,0,96,1
0,0,0,0,0,0,0,0,0.71,0.71,0,0,0,0,0,0,0,0.121,0,0,95,1
0,0.32,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0.075,0,0,118,1
0,1.32,0,0.94,0,0,2.07,0,0,0.94,0,0.18,0,0,0,0,0,0.08,0.107,0,244,1
0.54,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0.051,0,0,82,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.118,472,1
0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0.651,189,1
0,0.69,0,0,0.17,0,0.34,0.69,0,1.55,0,0,0,0,0,0,0,0,0.106,0.053,260,1
0.33,0.42,0,0.25,0,0.33,1.09,0.16,0.67,0.92,0,0,0,0,0,0,0.014,0.029,0.378,0,897,1
0,0,0,0,0,0,0,0,1.07,2.15,1.07,0,0,0,0,0,0,0,0.598,0.998,329,1
0,0,0,0.42,0.42,0,0.42,0,0,0.42,0,0,0,0,0,0,0,0.062,0,1.002,493,1
0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.468,273,1
0,0,0,0,0,0,0.59,0,0.59,0,0,0,0,0,0,0,0,0.177,0.088,0,83,1
0,0,0,0.27,0,0,0.81,0,0.27,2.7,0,0,0,0,0,0,0,0.045,0.091,0,89,1
0,0.67,0,0.33,0.33,0.67,1,0,1,3.02,0,0,0,0,0,0,0,0.053,0,0.107,275,1
0,0,0,0.45,0,0,0.45,0,1.36,4.56,0,0,0,0,0,0,0,0.073,0,0,126,1
0,0.26,0,0.26,0.08,0.26,0.71,0.17,0.88,1.24,0.08,0,0,0,0,0,0.098,0.226,0.254,0.113,968,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1
0,0,0,0,0,0,0.28,0,0.57,2.02,0,0,0,0,0,0,0,0.047,0.191,0.191,622,1
0,0,0,0.64,0.64,0,0.32,0.32,0.32,3.24,0,0,0,0,0,0,0,0.156,0.156,0,157,1
0,0,0,0.2,0,0.2,0.4,0,0.2,0.4,0.2,0,0,0,0,0,0,0.03,0.302,0,190,1
0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1
0,1.25,0,0,1.25,0.62,0.62,0,2.5,1.25,0,0,0,0,0,0,0,0.044,0,0,134,1
0,0.67,0,0,0.16,0,0.33,0.67,0,1.52,0,0,0,0,0,0,0,0,0.107,0.053,258,1
0,0.47,0,0,1.18,0.23,0.7,0.23,0.23,1.65,0,0,0,0,0,0,0,0,0,0,83,1
0,0.84,0,0,0.84,0.84,0,0,0.84,0.84,0.84,0,0,0,0,0,0,0,0,0,125,1
0.53,0,0,0,1.07,0,0.53,0,0.53,1.07,1.61,0,0,0,0,0,0,0,0.253,0,180,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177,0.354,0,85,1
0.82,0,0,0,0.41,1.65,0.41,0,2.47,2.06,0,0,0,0,0,0,0,0,0.132,0.132,301,1
0.31,0,1.91,0,0,0,0.31,0,0.53,1.06,0,0,0,0,0,0,0,0.169,0.188,0.075,447,1
0,0.42,0,0,0.42,0,0,0,1.27,1.27,0,0,0,0,0,0,0,0.063,0.063,0,249,1
0,0.35,0,0,0,0,0.71,0,0,2.5,1.42,0,0,0,0,0,0,0.233,0.233,0,140,1
0,0,0,0,0.65,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,113,1
0,0.63,0,0.31,0,0,0.63,0,0.63,1.91,0.31,0,0.31,0,0,0,0,0.275,0.496,0,186,1
0,0,0,0.64,0.64,0,0.32,0.32,0.32,3.21,0,0,0,0,0,0,0,0.156,0.156,0,149,1
0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0.278,0,0,118,1
0.06,0,0,0.19,0.19,0.38,0.45,0.12,0.06,0.51,1.16,0,0,0,0,0,0.01,0.143,0.184,0.01,2259,1
0,1.15,0,0.28,0.57,0,0.57,0,1.72,2.01,0,0,0,0,0,0,0,0.142,0,3.423,349,1
0,0,0,0,0,0,0,0,0.64,0.48,0,0,0,0,0,0,0,0.198,0,0,557,1
0,0.49,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0.177,0.265,0.088,447,1
0,0.66,0,0.33,0.33,0.33,0.33,0,0.33,2,0,0,0,0,0,0,0,0.266,0.159,0,161,1
0.35,0.46,0,0.03,0,0.31,0.7,0.62,0.23,1.36,0.46,0,0,0,0,0,0.005,0.088,0.479,0.124,2218,1
0,0,0,0,0.96,0.96,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0.365,0,0,78,1
0.23,0.59,0,0.11,0,0.11,2,0.23,0,1.77,0,0,0,0,0,0,0,0.186,0.168,0.018,795,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.58,0,0.58,0,0,0,1.17,0,0,0.58,0,0,0,0,0,0,0,0.098,0,0,297,1
0.32,0,0,0.32,0.16,0.32,1.44,0.16,0,1.28,0.16,0,0,0,0,0,0,0.05,0.075,0,159,1
0,0.64,0,0,0.64,1.29,1.94,0,0.64,2.59,0,0,0,0,0,0,0,0,0,0,25,1
0,0,0,0.65,0.32,0,0.32,0.32,0.32,3.25,0,0,0,0,0,0,0,0.105,0.158,0,139,1
0.93,0,0,0.93,0,0,0,0.93,0,2.8,0,0,0,0,0,0,0,0.343,0.171,0,38,1
0,0,0,0,0,0,0.81,0,0,0,0,0,0.81,0,0,0,0,0,0,0,53,1
0,0.94,0,0,0,0,0,0,2.83,0.94,1.88,0,0,0,0,0,0,0,0,0,318,1
0.25,0,0,0,0.25,0.5,0.76,0,0.5,1.01,0,0,0,0,0,0,0,0.041,0.041,0.041,225,1
0,0.4,0,0,0.4,0,0,0,0.8,2,0,0,0,0,0,0,0,0.232,0.116,0,207,1
0,0,0,0.18,0,0.02,0.09,0.11,0,0.02,0,0,0,0,0,0,0,0.116,0,0,9088,1
0.98,0,0,0,0,0,0,0.98,0.65,3.93,0.32,0,0,0,0,0,0,0,0.411,0,222,1
0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,54,1
0,0,0,0,0,0,0,0,1.66,1.66,0,0,0,0,0,0,0,0,0,0,80,1
0.4,0.4,0,0,0,0.4,0,0,0,1.2,4.01,0,0,0,0,0,0,0,0.794,0,353,1
0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0.493,0,0.394,237,1
0,0,0,0.56,0.56,0,1.13,0,3.97,0.56,0.56,0,0,0,0,0,0,0.288,0,0,409,1
0.16,0.32,0,0,0.16,0.16,0,0.16,0.16,0.98,0,0,0,0,0,0,0,0,0.08,0.08,955,1
0,0,0,0,0.86,0,0,0,0.86,1.73,0,0,0,0,0,0,0,0.152,0,0,55,1
0,0,0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0.139,0,0,87,1
0,0,0,0,0,0,0,1.26,0,3.79,0,0,0,0,0,0,0,0,0.475,0,67,1
0,0.22,0,0,0,0,0.68,0,0.45,4.12,0.45,0,0,0,0,0,0.028,0.114,0.229,0.028,400,1
0.08,0.08,0,1.02,0.25,0.17,0.59,0.17,0.25,0.42,0.85,0,0,0,0,0,0,0.063,0.114,0.012,1410,1
0,0,0,0,2.94,1.47,0,0,0,4.41,0,0,0,0,0,0,0,0.142,0.142,0,277,1
0,0.26,0,0.43,0.08,0.26,0.69,0.17,0.86,1.39,0.08,0,0,0,0,0,0.097,0.222,0.25,0.111,929,1
0,0.76,0,0,0,0,0,0,0.57,0.57,0,0,0,0,0,0,0,0.099,0.066,0.928,1655,1
0,0,0,0.56,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0.092,0.046,0,452,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.626,0,61,1
0,0.26,0,0.26,0.08,0.26,0.69,0.17,0.86,1.3,0.08,0,0,0,0,0,0.096,0.234,0.261,0.11,979,1
0,0,0,0,0,0,0.94,0,0,2.35,1.41,0,0,0,0,0,0,0.164,0.41,0,137,1
0,0.42,0,0,0,0,0.42,0,0.42,1.68,0,0,0,0,0,0,0,0.066,0,0,284,1
0,2.35,0,0,0,0,1.17,0,1.17,3.52,0,0,0,0,0,0,0,0,0,0,42,1
0.14,0.14,0,0,0,0.14,0.59,0,0,0.88,0,0,0,0,0,0,0,0.205,0.128,0.102,368,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0.634,0,61,1
0.09,0,0,0.09,0,0,0.82,0,0,3.38,0.36,0,0,0,0,0,0.015,0.046,0.03,0.03,528,1
0.9,0,0,0,0.9,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0,64,1
0,0,0,0,0.94,0,0.47,0,0,0.47,0,0,0,0,0,0,0,0.072,0,0,77,1
0,0.62,0,0,0,0,0.62,0,0.31,1.25,0,0,0,0,0,0,0,0.051,0,0,278,1
0.06,0.12,0,0.32,0.38,0,0.64,0.25,0,0.7,0.19,0,0,0,0,0,0.041,0.031,0.073,0,766,1
0,0,0,0,0,0,0.99,0,0.12,0.12,0,0,0.24,0.12,0,0,0,0.365,0,0,492,1
0,0.54,0,0,1.08,0.54,0.54,0,2.17,1.08,0,0,0,0,0,0,0,0,0,0,53,1
0,0,0,0,0,0,0.62,0,0,0.62,0,0,0,0,0,0,0,0,0,0,57,1
0,0,0,0.44,0,0,0,0,0.88,1.32,0,0,0,0,0,0,0,0.257,0.128,0,113,1
0,0,0,0,0,0,0,0,1.08,2.17,0,0,0,0,0,0,0,0,0,0,106,1
0,0,0,0.22,0,0,0.44,0,0,0.44,0,0,0,0.66,0,0,0.037,0.224,0.187,0.149,264,1
0,0,0,0,0.96,0,0,0,0.96,1.92,0,0,0,0,0,0,0,0,0,0,118,1
0.09,0.49,0,0.19,0,0,1.57,0.19,0,1.08,0,0,0,0,0,0,0.765,0.037,1.284,0,755,1
0.59,0,0,0,0,0,1.18,0,0,1.18,2.95,0,0,0,0,0,0,0,0.763,0,114,1
0,0,0,0,0,0,0,0,6.52,2.17,0,0,0,0,0,0,0,0,0,0,91,1
0,0,0.42,0,0.85,0.42,0.42,0,0.42,1.7,0,0,0,0,0,0,0,0.204,0,0,363,1
0,0,0,0,0.15,0.15,0,0,1.11,0,0,0,0,0,0,0,0,0.088,0.707,0.022,1128,1
0.71,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,103,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0.207,0,79,1
0.73,0,0,0,0,0.73,2.58,0.61,0.61,1.72,0.49,0,0,0,0,0,0,0.041,0.229,0.02,478,1
0.09,0,0,0.09,0,0,0.72,0,0,3.27,0.36,0,0,0,0,0,0.015,0.047,0.031,0.031,542,1
0,0,0,0.55,0,0.55,0.27,0.27,1.1,3.04,0,0,0,0,0,0,0,0.194,0.291,0.582,291,1
0,0,0,0,0,0.52,1.05,0.52,1.05,1.05,1.58,0,0,0,0,0,0,0,0.263,0,266,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,34,1
0,0,0,0.7,0.35,0.35,1.06,0,0.7,2.47,0,0,0,0,0,0,0,0.061,0,0.122,99,1
0,0,0.58,0,0,0,0,0.29,0,1.74,0,0,0,0,0,0,0,0.43,0,0.047,361,1
0.43,0,0,0.87,0,0,2.18,0,0,0.87,0,0,0,0,0,0,0,0,0,0,179,1
0,0.8,0,0,0.8,0,0,0,0.8,1.61,0,0,0,0,0,0,0,0.134,0,0,81,1
0,0.56,0,0.56,2.25,0,0.56,0,0,1.12,0,0,0,0,0,0,0,0.083,0,0.083,375,1
0.16,0,0,0.16,0.33,0.33,1.51,0,0,3.69,0,0,0,0,0,0,0,0.19,0.054,0,657,1
0,0,0,0.78,0,0.78,1.56,0,0,0.78,0.78,0,0,0,0,0,0,0,0,0,49,1
0.79,0.19,0,0,0,0.29,0.59,0.69,0.09,0.89,0.39,0,0,0,0,0,0,0.267,0.247,0,365,1
0.07,0.22,0,0,0.07,0.22,0.82,0.07,0,1.87,0,0,0,0,0.07,0,0,0.095,0.071,0.167,972,1
0.75,0.18,0,0.12,0,0.25,1.51,0.31,0.37,1.26,0.44,0,0,0,0,0,0,0.085,0.234,0.064,1066,1
0,0,0,0,0,0.64,0.64,0,0,1.29,0,0,0,0,0,0,0,0.468,0,0,135,1
0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,3.26,0,44,1
0,0,0,0,0.4,0,0.8,0,0,2,0,0,0,0,0,0,0,0,0.212,0,114,1
0.59,0.44,0,0.03,0.03,0.29,0.67,0.59,0.22,1.53,0.59,0,0,0,0.03,0,0,0.075,0.532,0.137,2453,1
0.17,0,0,0.34,0.05,0.05,0.52,0.29,0,1.04,0.75,0,0,0,0,0,0.01,0.051,0.163,0,458,1
0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,53,1
0.77,0.38,0,0.57,0,0,0.38,0.38,0.19,1.15,1.34,0,0,0,0.19,0,0.027,0.027,0.191,0.054,921,1
0,0,0,0,0,0,1.31,0,0,5.26,0,0,0,0,0,0,0,0,0.199,0,53,1
0,0,0,0,0,0,1.31,0,0,5.26,0,0,0,0,0,0,0,0,0.213,0,53,1
0,0,0,0,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1
0,0.11,0,0.47,0.23,0.11,0.95,0,2.14,0.35,0.59,0,0,0,0,0,0,0.059,0.197,0.217,1509,1
0,0,0,0.48,0.48,0,0,0,0,0.96,0,0,0,0,0,0,0,0.163,0,0,95,1
0,0.47,0,0,0,0.47,0,0,0.47,1.42,0,0,0,0,0,0,0,0.056,0,0,359,1
0,0,0,0.27,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0.038,0,0,405,1
0,0,0,0,0,0,0,0,0.51,1.53,0,0,0,0,0,0,0,0.09,0,0,146,1
0,0,0,0.44,0,0,0,0,0,0.89,0.44,0,0,0,0,0,0.078,0.078,0,0,37,1
0.34,0.26,0,0.43,0.08,0.34,0.52,0.95,0.08,0.78,0.34,0,0,0,0,0,0,0.048,0.259,0.064,537,1
0,0.42,0,0.42,0,0,0,0,0.42,0,0.42,0,0,0,0,0,0,0.08,0.161,0,111,1
0.4,0,0,0.6,0.2,0.2,1.2,0,0.4,2.62,0.2,0,0,0,0,0,0,0.096,0.129,0,513,1
0.29,0.19,0,0.58,0,0,0.58,0.38,0,0.77,0.58,0,0,0,0.09,0,0,0.034,0.207,0.034,1689,1
0.29,0,0,0,0,0.29,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,113,1
0,0,0,0,0.83,0,0.41,0,0,0.2,0.2,0,0,0,0,0,0.182,0.401,0.146,0,364,1
0,0.17,0,0,0.17,0.35,0.52,0,0,0.7,0.35,0,0,0,0,0,0.028,0.143,0.057,0.229,417,1
0.98,0.16,0,0.24,0,0.08,0.57,0.9,0,1.14,0.49,0,0,0,0,0,0,0.095,0.255,0.095,712,1
0.38,0.46,0,0.03,0,0.31,0.66,0.58,0.23,1.32,0.46,0,0,0,0,0,0.006,0.091,0.524,0.137,2227,1
0.1,0.1,0,0.03,0,0,0.53,0,0.17,1.35,0.1,0,0,0,0,0.03,0,0.071,0.065,0,3220,1
0,0,0,0,0,0,0,0,2.43,2.43,0,0,0,0,0,0,0,0,0,0,72,1
0.87,0.17,0,0.32,0,0.39,1.37,0.87,0.32,1.32,0.34,0,0,0,0,0.04,0.016,0.058,0.166,0.183,3498,1
0,0.26,0,0.26,0.08,0.26,0.69,0.17,0.86,1.3,0.08,0,0,0,0,0,0.096,0.234,0.261,0.11,981,1
0.1,0.2,0,0.8,0.5,0.3,0.7,0.3,0.1,0.7,0.6,0,0,0,0,0,0,0.11,0.157,0.015,1351,1
0,0,0,0,0,0,0.96,0,0.12,0.12,0,0,0.24,0.12,0,0,0,0.352,0,0,505,1
0,1.92,0,0,0,0,1.92,0,0,3.84,0,0,0,0,0,0,0,0,0,0,33,1
0,0.67,0,0,0.16,0,0.33,0.67,0,1.51,0,0,0,0,0,0,0,0,0.105,0.052,260,1
0,0,0,0,0,0,2.17,0,2.17,2.17,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,0,0,0,0,0,2.56,0,1.28,0,0,0,0,0,0,0,0,80,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.1,0.5,0,0.2,0,0,1.6,0.2,0,1.1,0,0,0,0,0,0,0.78,0.037,1.334,0,724,1
0,0,0,1.88,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,30,1
0,0,0,0,0,0,0.68,0,0.22,1.81,0,0,0,0,0,0,0.159,0.558,0,0,530,1
0.64,0,0,0,0,0,1.29,0,1.29,2.58,0.64,0,0,0,0,0,0,0,0.37,0,122,1
0,0,0,0,0,0.23,1.9,0,0.23,1.19,0,0,0,0,0,0,0,0.111,0.037,0,543,1
0,0.81,0,0,0,0,0,0,0.81,0.81,0,0,0,0,0,0,0,0.121,0,0,113,1
1.61,0,0,0,0,0,0,0,0.8,1.61,0,0,0,0,0,0,0,0,0,0,64,1
0,0,0,0,0.14,0.29,0,0,0.87,0,0,0,0.43,0,0,0,0,0.08,0.784,0.02,1200,1
0.09,0.49,0,0.19,0,0,1.57,0.19,0,1.08,0,0,0,0,0,0,0.765,0.037,1.308,0,768,1
0,0,0,0.64,0.32,0,0.32,0.32,0.32,3.24,0,0,0,0,0,0,0,0.105,0.157,0,139,1
0.17,0,0,0.34,0.05,0.05,0.52,0.29,0,1.04,0.75,0,0,0,0,0,0.01,0.051,0.163,0,458,1
0,0,0,0.29,0.29,0.58,0.87,0,0.87,2.9,0,0,0,0,0,0,0,0.046,0,0.14,274,1
0,0.74,0,0.37,0,0.37,0.74,0,0.37,2.6,0,0,0,0,0,0,0,0.336,0.471,0.067,736,1
0,0.81,0,1.02,0,0,2.25,0,0,1.02,0,0.2,0,0,0,0,0,0.095,0.063,0,156,1
0,0,0,0.25,0.25,0.12,0.12,0.12,0,0.77,0,0,0,0,0,0,0.022,0.044,0,0,184,1
0,0,0,0,0,0,0,0,2.59,0.64,0,0,0,0,0,0,0,0,0,0,105,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0.61,0,62,1
0.59,0.09,0,0.09,0,0.29,0.09,0.29,0.09,1.69,1.39,0,0,0,0,0,0.044,0.078,0.133,0.011,2541,1
0.5,0.19,0,0.38,0,0.12,0.63,0.19,0.69,1.27,0.31,0,0,0,0,0.06,0,0.067,0.592,0.022,1590,1
0,0,0,0,0,0.68,0.68,0,0,1.36,0.68,0,0,0,0,0,0,0,0.232,0,96,1
0,0,0,0,1.66,0,1.66,0,3.33,0,0,0,0,0,0,0,0,0.284,0,0,146,1
0,0.27,0,0,0.82,0,0.82,0,0.82,1.1,0.82,0,0,0,0,0,0,0.235,0.188,0,298,1
0,0,0,0,0.26,0,1.31,0,0,0.52,0,0,0,0,0,0,0.038,0.038,0,0,171,1
0.22,0.88,0,0,0,0,0.88,0.66,0.66,1.54,0,0,0,0,0,0,0,0.085,0.114,0.028,728,1
0,0,0,0,0.15,0.15,0,0,1.11,0,0,0,0,0,0,0,0,0.088,0.707,0.022,1128,1
0,0,0,0.99,0.33,0,0.33,0.33,0.33,3.3,0,0,0,0,0,0,0,0.108,0.162,0.054,202,1
0.76,0.38,0,0.38,0,0,1.53,0,0,3.07,0,0,0,0,0,0,0,0.124,0,0.062,899,1
0.46,0,0,0,0,0,1.38,0,0,2.31,1.38,0,0,0,0,0,0,0.494,0.823,0,102,1
1.24,0,0,0,0.41,0,0.41,0,1.65,0.41,0.41,0,0,0,0,0,0,0.193,5.3,0,344,1
0.19,0.19,0,0.19,0.19,0.09,1.08,0.19,0,1.78,0.09,0,0,0,0.09,0,0,0,0.222,0.015,814,1
0,0.64,0,0,0,0,0.64,0,0.32,0.96,0,0,0,0,0,0,0,0,0,0,278,1
0,0.34,0,0,0.17,0.17,0,0.17,0.17,0.51,0,0,0,0,0,0,0,0,0,0.026,942,1
0,0,0,0.74,0,0,0,0.74,0,2.22,0,0,0,0,0,0,0,0.149,0,0,289,1
0,0.89,0,0,0,0.12,0.38,0.12,0,1.27,0,0,0,0,0,0,0,0.165,0.061,0,475,1
0,0,0,0,0,0,0,0,0.92,1.85,0.46,0,0,0,0,0,0,0.142,0.5,0.285,126,1
0.22,0.22,0,0.22,0.44,0,0.88,0.22,0.44,3.33,0.44,0,0,0,0,0,0,0,0.15,0,1733,1
0.09,0,0,0.09,0,0,0.72,0,0,3.27,0.36,0,0,0,0,0,0.015,0.047,0.031,0.031,542,1
0,0,0,0.3,0.3,0.6,0.9,0,0.9,3,0,0,0,0,0,0,0,0.048,0,0.096,281,1
0,0.68,0,0,0.68,1.36,1.36,0,0,1.36,0,0,0,0,0,0,0,0,0.111,0,112,1
0,0.53,0,0,0,0,0.53,0,0.53,1.06,0,0,0,0,0,0,0,0.087,0,0,187,1
1.44,0,0,0,0,0,2.4,0,0.96,1.92,0.48,0,0,0,0,0,0,0,0.087,0,50,1
0.49,0,0,0.24,0.24,0.49,2.24,0,0.49,1.99,0,0,0,0,0,0,0,0.035,0.035,0,228,1
0,0,0,0,0,0,1.28,0,0,1.28,0,0,0,0,0,0,0,0,0,0,45,1
0,0,0,1.12,0,1.12,1.12,0,0,0,1.12,0,0,0,0,0,0,0,0,0,39,1
0,0.64,0,0.64,0,0,1.94,0,3.89,3.89,0,0,0,0,0,0,0,0,0.08,0.08,205,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1
1.63,0,0,0,0,0,0,0,1.63,3.27,0,0,0,0,0,0,0,0,0.253,0,36,1
0,0,0,0,0,0,2.53,0,0,5.06,0,0,0,0,0,0,0,0,0,0,51,1
0.49,0.28,0,0.11,0.02,0.23,0.89,0.54,0.16,1.46,1.03,0,0,0,0,0,0,0.059,0.868,0.144,3210,1
0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,119,1
0,1.11,0,0,2.22,0,0,0,3.33,2.22,0,0,0,0,0,0,0,0,0,0,35,1
0.47,0.95,0,0,0,0,2.39,0,0.47,5.26,0,0,0,0,0,0,0,0.252,0.168,0.084,744,1
0,0,0,0,1.2,1.2,1.2,0,0,3.61,0,0,0,0,0,0,0,0,0,0,301,1
0.84,0,0,2.54,0,0,0.84,0.84,0,1.69,0,0,0,0,0,0,0,0.452,0.301,0,136,1
0,0,0,0,0.34,0,0.34,0,0.68,0.34,0,0,0,0,0,0.34,0,0.393,0.056,0,158,1
0,0,0,0.1,0.1,0,0.64,0,0,0,0.74,0,0,0,0,0,0,0.099,0.066,0,381,1
1.18,0.39,0,0.98,0.19,0,0.98,0,0.98,1.38,0,0,0,0,0,0,0,0.23,0.306,0.025,632,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,10,1
0.19,0.19,0,0,0,0,0.39,0,0.59,3.14,0,0,0,0,0,0,0,0,0.032,0,305,1
0.34,0.42,0,0.42,0.08,0.34,0.51,0.94,0.08,0.94,0.34,0,0,0,0,0,0,0.063,0.223,0.079,537,1
0.51,0.43,0,0.03,0,0.29,0.65,0.65,0.21,1.35,0.51,0,0,0,0,0,0.012,0.078,0.509,0.127,2340,1
0,0,0,0,0.53,0,0,0,0,3.19,0,0,0,0,0,0,0,0.09,0,0,78,1
0.64,0,0,0.38,0,0.64,0.25,1.03,0.77,0.51,0.12,0,0,0,0,0,0,0.161,0.299,0.092,981,1
0,0,0,0,0,0,1.31,0,0,5.26,0,0,0,0,0,0,0,0,0.201,0,54,1
0.49,0.21,0,0.21,0,0.42,0.98,0.14,1.12,0.98,0.07,0,0,0,0,0,0,0.108,0.312,0,966,1
0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,1.153,0,0,38,1
0.59,0,0,0,1.18,0,1.18,0,0,2.36,0,0,0,0,0,0,0,0,0,0,182,1
0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0.133,0,0,87,1
0,0,0,0,0,0,0.19,0.19,0.76,1.14,0,0,0,0,0,0,0,0.058,0,0,381,1
0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0.299,0,0.199,106,1
0.15,0.15,0,0,0.46,0.62,0.62,0.15,0.31,2.01,0,0,0,0,0,0,0,0.092,0,0,608,1
0.77,0.38,0,0.57,0,0,0.38,0.38,0.19,1.15,1.34,0,0,0,0.19,0,0.027,0.027,0.191,0.054,922,1
0.17,0,0,0.08,0.08,0,0.6,0.17,0,3.14,0.34,0,0,0,0,0,0,0.085,0.014,0,1140,1
0,0.13,0,0.13,0,0,0.4,0,0.27,2.32,0.13,0,0,0,0,0,0.021,0.042,0.064,0.686,1444,1
0,0,0,2.1,1.05,0,0,0,0,1.05,2.1,0,0,0,0,0,0,0,0.171,0,41,1
0.52,0,0,0,0.26,0.26,0,0,0.79,1.05,0,0,0,0,0,0,0,0.689,0,0,566,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342,0,0,51,1
0,1.26,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,137,1
0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,0,0.113,0,0,50,1
0,0,0,0,0,0,0.73,0,0.36,1.46,0.36,0,0,0,0,0,0,0,0.181,0,356,1
0.2,0.4,0,0.4,0,0,0.2,0,0,2.04,0,0,0,0,0,0,0.029,0.059,0.149,0.029,909,1
0,0,1.16,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,131,1
0.62,0.62,0,1.86,0,0,0.62,0.62,0,1.86,0,0,0,0,0,0,0,0.327,0.218,0,155,1
0.34,0,0,0.51,0,0.17,1.38,0,0.34,3.81,0.17,0,0,0,0,0,0,0.17,0.141,0,711,1
0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,36,1
0,0,0,0,0,0,0,0,1.28,3.84,0,0,0,0,0,0,0,0,0.23,0,72,1
0.09,0.49,0,0.19,0,0,1.57,0.19,0,1.08,0,0,0,0,0,0,0.767,0.037,1.311,0,757,1
0,0,0,0,0.86,0.43,0.43,0,2.16,1.73,0,0,0,0,0,0,0,0.2,0,0,353,1
0.87,0.17,0,0.32,0,0.39,1.37,0.87,0.32,1.32,0.34,0,0,0,0,0.04,0.016,0.058,0.165,0.182,3498,1
0.33,0.16,0,0.67,0.16,0,0.84,0,1.52,2.37,0,0,0,0,0,0,0,0.113,0.084,0,532,1
0,0,0,0,0.76,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,309,1
