@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_project numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,1,0,0,1,0,3.01,1.5,0,0,0,0,0,0,0,0,0,0,0.176,4.476,1
0,0.8,0,0.8,0,0,0,0,0.8,1.61,0.8,0,0,0,0,0,0,0,0,0,0,0.8,1.192,1.463,1
0.1,0,0,0.4,0.1,0.1,0.2,0.4,0.5,0.91,1.72,0,0.2,0,0,0,0,0,0,0,0,0,0.297,6.8,1
0.52,0,0,0.26,0,0.26,0.52,0.26,0,0.79,1.32,0,0.52,0,0,0,0,0.26,0,0,0,0,0.327,5.549,1
0,0,0,0.67,0,0,0.44,0,0.44,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0.305,1.895,1
0.18,0,0,1.09,0.18,0.54,0.54,0,0.18,0.36,1.82,0,0.18,0,0,0,0,0,0,0,0,0,0.249,3.921,1
0,0,0,0.68,0,0,0,0,0.68,0.22,3.4,0,0,0,0,0,0,0,0,0,0,0,0.199,6.091,1
0,1.63,0,0.81,0,1.63,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,3.294,1
0,0,0,0,0.25,0,0,0,1.5,0.25,2.5,0,0.25,0,0,0,0,0,0,0,0,0,0.203,2.866,1
0,0,0,0,0,0,0,0,1.38,2.77,4.16,0,0,0,0,0,0,0,0,0,0,0,0.715,1.181,1
0,0,0,0,0,0,0,0,0,0.29,1.79,0,0,0,0,0,0,0.29,0,0,0,0,0,2.47,1
0,0,0,1.15,0.38,0,0.19,0,1.72,0,4.03,0,0,0,0,0,0,0,0,0,0.19,0,0.349,5.886,1
0.07,0.37,0,0.51,0.29,0.07,0.07,0.07,1.48,0,3.55,0,0.07,0,0,0,0,0,0,0,0,0,0.167,3.412,1
0.07,0,0,0.3,0.46,0.07,0.23,0.3,1.31,1.39,2.24,0,0.3,0,0,0,0,0,0,0,0.15,0,0,3.211,1
0,0,0,0.21,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0.034,3.168,1
0,0,0,0,0,0,0,0,1.33,1.33,2.66,0,0,0,0,0,0,0,0,0,0,0,1.326,2.2,1
0.72,0,0,1.45,0.72,0.72,0,0,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0.134,3.066,1
0,0.35,0,0,0,0,0.17,0,0.53,0,3.21,7.32,0.17,0,0,0,0,0,0,0,0,0,0,16.418,1
0.33,0,0,0.22,0,0,0.44,0,0.33,0.56,1.79,0,0.22,0,0,0,0,0,0,0.11,0,0,0.373,2.576,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,1.866,1
0.09,0.19,0,0.78,0.78,0.49,0.78,0.29,0.68,0.09,1.28,0,0.09,0,0,0,0,0,0,0,0,0,0.393,8.323,1
0,0,0,0.95,0,0,0.47,0,0,0.95,1.42,0,0,0,0,0,0,0,0,0,0,0,0.401,3.459,1
0.1,0.2,0,0.8,0.8,0.5,0.8,0.3,0.7,0.1,1.31,0,0.1,0,0,0,0,0,0,0,0,0,0.49,8.55,1
1,0,0,0.66,0.66,0,0,0,0.33,0.66,2.33,0,0.33,0,0,0,0,0,0,0,0,0,0.12,5.428,1
0,0,0,0.15,0,0,0,0,0,0,2.56,4.07,0,0,0,0,0,0,0,0,0,0,0.255,6.3,1
0.27,0.27,0,0.27,0.27,0,0.27,0.27,0.55,0,1.65,0,0,0,0,0,0,0,0,0,0.27,0,1.023,3.621,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,2.222,1
0,0,0,0.72,0.48,0,0.24,0.48,0.24,0.48,1.2,0,0.24,0,0,0.24,0,0,0,0,0.24,0,0.036,2.336,1
0.59,0,0,1.66,0,0,0.23,0.71,2.49,0.59,4.51,0,0.83,0,0,0,0,0,0.23,0,0.11,0,0.155,3.625,1
0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,1
0,0,0,0,0,0.96,0,0.96,0,0,3.84,0,0,0,0,0,0,0,0,0,0.96,0,0.462,1.312,1
0,0,1.29,1.29,0,0,0,0,0,1.29,2.59,0,0,0,0,0,0,0,0,0,0,0,0.936,4.586,1
0,0.32,0,0.32,0,0.16,0,0.16,0,0.16,0.16,0,0,0.16,0,0,0,0.16,0,0,0,0,0.271,5.709,1
1.63,0,0,0,0,0,1.63,0,0,1.63,3.27,0,0,0,0,0,0,0,0,0,0,0,0.802,2,1
0,0.18,0,0.73,0.73,0.73,0.83,0.27,0.64,0.09,1.38,0,0.18,0,0,0,0,0,0,0,0,0,0.43,8.445,1
0,0.35,0,0.35,0,0,0,0,0.7,1.05,2.11,0,0,0,0,0,0,0,0,0,0,0,1.284,3.639,1
0.58,0,35.46,0.58,0,0.58,0,0,0,0.58,0.58,0,1.16,0,0,0,0,0,0,0,0,0,0.239,3.338,1
0.26,0.26,0,0.39,0,0.39,0,0,0.78,1.57,2.61,0,0.39,0,0,0,0,0,0,0,0,0,0.779,2.689,1
0,0,0,0.68,0,0.68,0,0,0.68,0,4.1,0,0,0,0,0,0,0,0,0,1.36,0,1.089,3.488,1
0,0,0,0,0,0,0,0,0.59,0.59,1.18,0,0,0,0,0,0,0,0,0,0,0,0.443,1.693,1
0,0,0,1.25,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1.023,3.485,1
0,0,0,2.63,0,0,0,0,0.65,1.97,1.31,0,0.65,0,0,0,0,0,0,0,0,0,0.198,2.195,1
0,0,0,2.29,0,0,0,0,1.14,4.59,3.44,0,0,0,0,0,0,0,0,0,0,0,1.939,8.461,1
0,0.57,0,0,0,0,0,0.57,0.57,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0.107,1.421,1
0.31,0,1.91,0.21,0,0,0.42,0,0.31,0.53,1.7,0,0.21,0,0,0,0,0,0,0.1,0,0,0.358,2.847,1
0,0,0,1.47,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562,5,1
0.17,0,0,0.42,0.08,0.08,0.08,0,0.6,0,1.2,0,0.08,0,0,0,0,0,0,0,0,0,0.108,4.07,1
0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,4.733,2.666,1
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.413,4.047,1
0,0,0,1.17,0,0,0,0,0.39,0.78,1.56,0,0.78,0,0,0,0,0,0,0,0,0,0,4.111,1
0,0.37,0,0.37,0,0,0,0.37,0.74,3.34,0.74,0,0.37,0,0,0,0,0,0,0,0,0,0.878,5.985,1
0.51,0,0,0.25,0.25,0,0,0,1.55,0.77,4.9,0,0.25,0,0,0,0,0,0,0,0,0,0.359,5.774,1
0,0,0,0,0,0,0,0,0,1.05,3.15,0,0,0,0,0,0,0,0,0,0,0,0.351,3.343,1
1.03,0,0,1.03,0,0.68,0,0,0.68,0.68,5.86,0,0.34,0,0,0,0,0,0,0,0,0,0.366,1.895,1
0,0,0,0,0,0,0,0,1.31,0,1.31,0,1.31,0,0,0,0,0,0,0,0,0,0,4.5,1
0,0.17,0,0,0,0.17,0,0.35,0.52,0,0.88,1.93,0,0,0,0,0,0,0,0,0,0,0.085,3.564,1
0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,1.647,1,1
0,0,0,0,0,0.37,0,0,0.37,0.74,0.74,0,0,0,0,0,0,0,0,0,0.37,0,0.241,2.166,1
1.03,0,0,1.03,0,0.68,0,0,0.68,0.68,5.86,0,0.34,0,0,0,0,0,0,0,0,0,0.503,1.82,1
0.1,0.2,0,0.8,0.8,0.5,0.8,0.3,0.7,0.1,1.31,0,0.1,0,0,0,0,0,0,0,0,0,0.49,8.55,1
0,0,0,1.09,0,0,0,0.54,1.63,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0.166,3.521,1
0,0,0,0,1.88,0,0,0,0,0,1.88,0,0,0,0,0,0,1.88,0,0,0,0,0,3.5,1
0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
0.32,0,0,0.8,0.32,0.16,0.64,0.32,1.44,0,3.37,0,0,0,0,0,0,0,0,0,0,0,0.05,1.419,1
0,0.55,0,1.11,0.55,2.23,0,0,0.55,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0.479,16.739,1
0.43,0,0,0.87,0.87,0,0,0,2.18,0,0.87,0,0.43,0,0,0,0,0,0,0,0,0,0.942,5.114,1
0.78,0,0,1.57,0,0,0,0,0,1.57,1.57,0,0,0,0,0,0,0,0,0,0,0,0.682,2.555,1
0,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0.151,2.611,1
0.09,0,0,0.36,0.09,0,0.09,0,0.72,0,2,0,0.09,0,0,0,0,0,0,0,0,0,0.237,3.758,1
1.18,0.39,0,0,0.98,0.19,1.38,0,0.98,0.98,2.56,0,1.38,0,0,0,0,0,0,0,0,0,0.749,6.652,1
0.08,0.08,0,0.85,1.02,0.25,0.59,0.17,0.59,0.25,1.61,0,0.08,0,0,0,0,0,0,0,0.08,0.08,0.403,7.484,1
0,0,0,0.96,0,0.96,0,0.48,0.96,1.44,3.36,0,0,0,0,0,0,0,0,0,0,0,0.149,2.586,1
0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,2.631,1.666,1
0,0,7.07,0,0,0,0,0,0,0.45,0.22,0,0,0,0,0,0,0,0,0,0,0,0,2.47,1
0,0.55,0,2.23,0,1.11,0,0,0.55,0.55,3.91,0,0,0,0,0,0,0,0,0,0,0,1.158,4.875,1
0.54,0,0,0.54,0,1.08,0,0,0.54,0.54,4.32,0,0,0,0,0,0,0,0,0,0,0,1.216,5.454,1
0,0,0,0,0,0.19,0,0,0.19,0,0.19,0,0,0,0,0,0,0.19,0,0.09,0,0,0.061,3.626,1
0.53,0,0,0.53,0,1.06,0,0,0.53,1.06,4.25,0,0,0,0,0,0,0,0,0,0,0,1.208,5.558,1
0.5,0,0,1.51,0,0,0,0.5,1.01,0,4.04,0,0,0,0,0,0,0,0.5,0,0,0,0.089,3.416,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171,3.809,1
0.76,0.19,0,0.19,0.12,0,0.76,0.25,1.52,0.38,2.98,0,0.76,0,0,0,0,0,0,0,0.12,0,0.429,3.664,1
0,0,0,0.28,0.86,0,0,0,0.57,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,27.479,1
0.27,0,0,0.27,0,0,0,0.1,0.93,0.38,2.85,0,0.16,0,0,0,0,0.05,0,0,0,0,0.019,3.389,1
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2.453,4.153,1
0.54,0,0,0.54,0,1.08,0,0,0.54,0.54,4.32,0,0,0,0,0,0,0,0,0,0,0,1.182,5.454,1
0,0.51,0,0,0,0,0,1.02,0.51,0.25,2.04,0,0,0,0,0,0,0,0,0,0.25,0,0.29,2.614,1
0,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,0.145,2.5,1
0,0,0,0,0,0,0,0,0,0.47,0,0,0,0.94,0.47,0,0,0,0,0,0,0,0,1.518,1
0.84,0,0,0,2.54,0,0,0,0.84,0,2.54,0,0,0,0,0,0,0,0,0,0,0,2.865,5.037,1
0.57,0,0,0,0,0,0,0,1.14,0,5.14,0,0,0,0,0,0,0,0,0,0,0,0.211,2.9,1
0,0,0,0.22,0.22,0.11,0.11,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,1.961,1
0,0,0,1.15,0,0,0,0,0.38,0.38,2.7,0,0,0,0,0,0,0,0,0,0,0,0.985,3.923,1
0,0,0,0.51,0,0,0,0,0,0.51,1.53,0,0,0,0,0,0,0,0,0,0,0,0.542,1.972,1
0.76,0,0,0.12,0.25,0,0.12,0,0.25,0.38,2.92,0,0.38,0,0,0,0,0,0.12,0,0,0,0.661,2.256,1
0,0,0,0.56,0,0,0,0,0,0.56,2.25,0,0,0,0,0,0,0,0,0,0,0,0.615,2.403,1
0.3,0.2,0,0.2,0.4,0.2,0.4,0.1,1.91,0.6,3.43,0,0.3,0,0,0,0,0,0,0,0,0,0.275,4.923,1
0,0,0,2.38,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,22.714,1
0,0,0,0.96,0,0,0.48,0,0,0.96,1.44,0,0,0,0,0,0,0,0,0,0,0,0.468,3.315,1
0,0,0,0,0,1.16,0,0,0,4.65,3.48,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0.95,0,0,0.47,0,0,0.95,1.42,0,0,0,0,0,0,0,0,0,0,0,0.461,3.493,1
0,0,0,0,1.29,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0,1.116,1.8,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.524,1,1
0,0.47,0,0.94,0,0.94,0,0,0.47,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,2.125,1
0,0,0,0,0,0,0,0,0,0,1.88,0,1.88,0,0,0,0,0,0,0,0,0,0,4.333,1
0,0.27,0,0.27,1.64,0,0.54,0,1.09,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0.472,10.877,1
0,0.64,0,0.32,0,0,0,0,0.64,0.32,2.59,0,0,0,0,0,0,0,0,0,0,0,0.531,4.337,1
0,0,0,0.73,0,0,0,0,0,0.73,2.94,0,0,0,0,0,0,0,0,0,0,0,0.211,1.333,1
0,1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.275,2.538,1
0.44,0.44,0,0,0,0,0,0,1.76,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,5.977,1
0.13,0.26,0,0.26,0,0.13,0,0.13,0.13,0.13,0.39,0,0,0,0,0,0,0,0,0,0,0,0.366,7.138,1
0.17,0.17,0,0.43,0.08,0.08,0.69,0,0.34,0.34,2.76,0,0.17,0,0,0,0,0,0,0,0.43,0,0.308,4.215,1
0.22,0,0,0,0.22,0.22,0,0,0.22,0.22,2.03,0,0,0,0,0,0,0,0,0,0,0,0.647,1.869,1
0,0,0,0.44,0.44,0.44,0,0,0.44,0,0.88,9.29,0,0,0,0,0,0,0,0,0,0,0.19,8.033,1
0,0,0.42,0.84,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,2.636,3.168,1
0,0,0,0.77,0,0,0,0,1.55,0.77,2.32,0,0,0,0,0,0,0,0,0,0,0,0.672,2.794,1
0,0.54,0,0,0,1.08,0,0.54,0.54,2.17,3.26,0,0,0,0,0,0,0,0,0,0,0,0.334,1.325,1
0,0,0,0,0,0,0,0,0,0,0,15.43,0,0,0,0,0,0,0,0,0,0,0,17.481,1
0,0.63,0,1.59,0.31,0,0.31,0,0.63,0.63,2.22,0,0.63,0.31,0,0,0,0,0,0,1.59,0,0.055,3.509,1
0,0,0,0.65,0.65,0.32,0,0,0.32,0.32,2.28,0,0.32,0,0,0,0,0,0,0,0,0,0,1.494,1
0,0.81,0,2.43,0,0,0,0,0,0.81,2.43,0,0,0,0,0,0,0,0,0,0,0,0.121,4.035,1
0,0,0,0,0,0.67,0,0,0,0,3.37,0,0.67,0,0,0,0,0,0,0,0,0,0.286,5.558,1
0.51,0.25,0,0.04,0.23,0.04,0.38,0.21,0.9,0.21,3.49,0,0.36,0,0,0,0,0,0,0,0,0,0.308,5.459,1
0.28,0,0,0,0,0,0,0,0.84,0.84,2.54,0,0,0,0,0,0,0,0,0,0,0,1.147,7.178,1
0,0,0,0,0.23,0,0,0,0.46,0.46,3,0,0,0,0,0,0,0.23,0,0,0,0,0,2.6,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,5.5,1
0,0,0,1.21,0,1.21,1.21,1.21,1.21,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0.555,104.666,1
0.17,0,0,1.52,0.35,0.05,0.05,0.05,0.52,0,4.21,0,0.05,0,0,0,0,0,0,0,0,0,0.01,1.818,1
0,0,0,0,0,0,0,0,0.85,0.85,4.7,5.55,0,0,0,0,0,0,0,0,0,0,0,7.17,1
0.2,0.4,0,0,0.4,0,1.43,0,0.2,0,2.66,0,0.61,0,0,0,0,0,0,0,0,0,0.298,11.96,1
0,0,0,0,0,0,0,0,0,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0.833,1.375,1
0,0,0,0,0.05,0,0,0.11,0.81,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,1.864,1
0.14,0.28,0,0.14,0.14,0,0.42,0,0.56,0.14,4.34,0,0.28,0,0,0,0,0,0,0,0,0,0.381,2.322,1
0,0,0,0.94,0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0,0.443,4.652,1
0.44,0,0,0.89,0,0,0,0,1.33,0.44,4.46,0,0.44,0,0,0,0,0,0,0,0,0,1.131,2.428,1
0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,1.416,1
0,0,0,0.82,0,0,0,0,0,0,0.82,1.93,0,0,0,0,0,0,0,0,0,0,0.14,6.693,1
0.08,0.17,0,1.46,0.17,0.08,0.25,0,1.37,0.51,3.43,0,0.17,0,0,0,0,0,0,0,0,0,0.348,5.392,1
0,0,0,0,0,1.33,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0.213,29.125,1
0,0.5,0,1.25,0,0,0,0.25,0.75,0.25,2.01,0,0,0,0,0,0,1.25,0,0.25,0,0.25,0.031,5.5,1
0,0,0,0.73,0,0,0,0,0.36,0,0.73,0,0,0.36,0,0,0,0,0,0,0,0,0,2.13,1
0,0,0,0.86,0,0.86,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,4.541,1
0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,1.094,1.428,1
0,0,0,0.36,0,0,0.36,0,0.36,1.81,3.63,0,0,0,0,0,0,0,0,0,0,0,0.125,1.287,1
0,0,0,0.45,0,0.45,0.9,0.45,0.9,1.81,1.36,0,0,0,0,0,0,0,0,0,0.45,0,0.64,3.607,1
0,0.26,0,0.26,0.26,0.08,0.52,0.26,0.69,0.86,1.82,0,0.34,0,0,0,0,0.08,0,0,0,0,0.358,3.554,1
0,0,0,0,0,1.96,0,0,1.96,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,6.166,1
0,0,0,0.6,0,0.6,0,0,0,0,1.81,0,0.6,0,0,0,0,0,0,0,0,0,0.619,6.166,1
0,0,0,0.96,0,0.96,0,0.96,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0.616,1.181,1
0.1,0.1,0,0.2,0.1,0.2,0.1,0.31,1.04,0.1,2.4,0,0.2,0,0,0,0,0,0,0,0.1,0,0.785,4.064,1
0,0,0,0,0,0,0,0,0.72,0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,2.802,1
0.5,0.25,0,0.08,0.23,0.02,0.35,0.21,0.9,0.33,3.05,0,0.46,0,0,0,0,0,0,0,0.02,0,0.325,6.723,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,3.812,1
0,0,0,0.53,0,0.53,0,0,0,0,5.85,0,0,0,0,0,0,0,0,0,0,0,0.361,2.437,1
0,0,0,0.71,0,0,0,0,0,0.71,1.42,0,0,0,0,0,0,0,0,0,0,0,1.094,2.021,1
0,0,0,0.12,0,0,0,0,0.99,0.12,0.12,0,0,0.24,0.12,0.12,0,0,0,0.12,0,0,0,2.376,1
0,0,0.42,0.42,0,0.85,0,0.42,0.42,0.42,3.41,0,0,0,0,0,0,0,0,0,0,0,0.819,4.84,1
0.4,0.26,0,0,0.8,0,0.8,0,0.8,0,2.4,0,0.93,0,0,0,0,0,0.13,0,0,0,0.593,11.463,1
0,0.42,0,1.27,0,0.42,0,0,0,1.27,1.7,0,0.42,0,0,0,0,0,0,0,0.42,0,0.572,5.659,1
0,0,0,0,1.09,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,3.427,2.678,1
0.1,0,0,0.1,0.1,0.1,0.1,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,1.915,1
0,0.9,0,0.9,0,0.9,0,0,0,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,1.492,5.3,1
1.19,0.59,0,0.59,0,0,0,0,0,0,3.57,0,0.59,0,0,0,0,0,0,0,0,0,0.103,1.437,1
0.82,0,0,0.41,0,0.82,0,0,0.82,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0.513,2.953,1
0.09,0.18,0,0.09,0,0.09,0.55,0.09,0.83,0,3.69,0,0.36,0,0,0,0,0,0,0,0,0,0.341,7.273,1
0,0.79,0,0,0,0,0,0,0,0.79,3.17,0,0,0,0,0,0,0,0,0,0,0,0.271,3.257,1
0.74,0,0,0,0,0.74,0,0.74,0.74,0.74,4.47,0,0,0,0,0,0,0,0,0,0,0,0.355,2.095,1
0.59,0,0,0,0,1.18,0.59,0,1.18,0,4.14,0,0,0,0,0,0,0,0,0,0,0,0.421,6.275,1
1.05,0,0,1.05,0,0.7,0,0,0.7,0.7,5.96,0,0.35,0,0,0,0,0,0,0,0,0,0.367,1.88,1
0.89,0,0,0,0,1.78,0,0.89,1.78,0,6.25,0,0,0,0,0,0,0,0,0,0,0,1.344,5.25,1
0.27,0,0,0,0,0,0,0.27,0.55,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0.136,8.207,1
0.32,0,0,0.98,0.32,0.65,0,0,0.98,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0.288,3.065,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,3.809,1
0.1,0.1,0,0.6,0.2,0.4,1.41,0.1,0.5,0.1,2.22,0,0.3,0,0,0,0,0,0.1,0,0,0,0.991,3.173,1
0,0,0,0.4,0.4,0.4,0,0.4,0,0.4,4,0,0.4,0,0,0,0,0,0,0,0,0,0.121,1.979,1
0,0,0,0.77,0,0.51,0,0,0.25,0,1.8,0,0,0,0,0,0,0,0,0,0.51,0,0.514,2.441,1
0,0,0,0.76,0.38,0.38,0,0.38,0,0.38,3.46,0,0,0,0,0,0,0,0,0,0,0,0.117,2.061,1
0,0.36,0,1.44,0,0.36,0,0.72,0.36,0,2.89,0,0,0,0,0,0,0,0,0,0,0,0,6.685,1
0,0,0,0,0,1.02,0,0,2.04,2.04,3.06,0,0,0,0,0,0,0,0,0,0,0,0,1.47,1
0,0,0,0.12,0,0,0,0,0.9,0.12,0.12,0,0,0.25,0.12,0.12,0,0,0,0.12,0,0,0,2.417,1
0,0,0,0,0,0,0,0,0,6.52,2.17,0,0,0,0,0,0,0,0,0,0,0,1.149,9.1,1
0,0,0,0.92,0,0.3,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.092,2.074,1
0,0,0,0,1.28,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,1.103,1.777,1
0,0,0,0.21,0.1,0.1,0.1,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,2.104,1
0.98,0.16,0,0.16,0.24,0,0,0.08,0.57,0,2.37,0,1.14,0,0,0,0,0,0,0,0,0,0.736,4.123,1
1.44,0,0,0,0,0,0,0,2.4,0.96,6.73,0,0,0,0,0,0,0,0,0,0,0,0.174,1.612,1
0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,1.333,1
0.35,0.08,0,0.35,0,0,0.61,0.17,0.26,0,2.64,0,0.7,0,0,0,0,0,0,0,0.17,0,0.556,19.234,1
0.08,0.16,0,1.38,0.16,0.08,0.24,0,1.3,0.48,3.5,0,0.16,0,0,0,0,0,0.08,0,0,0,0.39,5.594,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208,3.95,1
0,0,0,0.59,0,0,0,0,1.19,0,2.97,0,0,0,0,0,0,0,0,0,0.59,0,0.105,3.428,1
0.76,0.38,0,0.38,0.38,0,0,0,1.53,0,1.92,0.38,0,0,0,0,0,0,0,0,0,0,0.124,89.9,1
0,0,0,0,0,0,0,0,0.3,0.3,0.15,0,0,0,0,0,0,0,0,0,0,0,0,1.607,1
0,0,0,0.85,0.21,0.21,0,0,0,0,0.64,7.08,0,0,0,0,0,0,0,0,0,0,0.465,9.052,1
0.09,0,0,0.39,0.09,0.09,0.19,0.39,0.48,0.87,1.66,0,0.19,0,0,0,0,0,0,0,0,0,0.318,6.813,1
0,0,0,0,0,0,0,0.52,1.04,1.04,3.66,0,0.52,0,0,0,0,0,0,0,0,0,0.539,5.787,1
0,0,0,0.55,0,0,0,0,0,0.55,3.31,0,0,0,0,0,0,0,0,0,0,0,0.524,1.229,1
0,0,0,1.13,0,0.37,0,0,0.37,0.37,2.65,0,0,0,0,0,0,0,0,0,0,0,0.882,4.08,1
0,0,0,0.24,0,0,0.24,0,0.49,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,5.555,1
0.1,0.1,0,0.6,0.2,0.4,1.41,0.1,0.6,0.1,2.22,0,0.3,0,0,0,0,0,0.1,0,0,0,0.977,3.16,1
0,0.34,0,0,0,0.34,0,0,0,0.68,1.03,0,0,0,0,0,0,0,0,0,0,0,0,3.131,1
0,0,1.35,0,0,0,0,0,0,1.35,2.7,0,0,0,0,0,0,0,0,0,0,0,3.588,2.516,1
0,0.74,0,0,1.49,0.74,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,3.39,1
0,0,0,0,0,0,0,0,0,0,6.55,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.07,0,0,0.63,0.23,0.07,0,0.07,0.55,0.47,2.76,0,0.31,0,0,0,0,0,0,0,0,0,1.132,3.382,1
0,0.81,0,0,1.02,0,0.4,0,2.25,0,2.86,0,0.2,0,0,0,0,0,0,0,0,0,0.158,2,1
0,0,0,0,0,1.56,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.125,1
0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0.352,4,1
0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7.666,1
0,0,0,0,0,0,1.28,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0.61,3.809,1
0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.09,0,0,0.39,0.09,0.09,0.19,0.39,0.48,0.87,1.66,0,0.19,0,0,0,0,0,0,0,0,0,0.326,6.813,1
0,1.63,0,0,0,3.27,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.54,14.818,1
0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,3.5,1
