@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,6,8,16,19,23,25,30,33,35,37-39,41,44,47-48,50,52-58'

@attribute Word_freq_address numeric
@attribute Word_freq_over numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_free numeric
@attribute Word_freq_you numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_project numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,1.77,0,0.59,0,0.59,0,0,0,0,0,0,0,0,0.215,0.107,0,0,2.741,11,85,0
0.33,0.66,0,0,2.65,0,1.99,0,0,0,0,0,0,0.33,0,0,0,0,0.051,0,0,1.786,28,134,0
0,0,0.16,0,0.16,0,2.68,0,0.08,0,0.08,0,0,0,0,0,0,0.089,0,0,0,2.432,24,557,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1.538,8,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0
0,0,0,0,1.56,0,0.78,0,0,0,0,0,0,0,0,0,0,0.041,0.041,0,0,1.517,4,44,0
0,0.32,0.65,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0,4.093,87,262,0
0,0,0,0,0,0,8.69,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,5.357,28,150,0
0,0,0,0,0.63,0,0,0,0,0,0.31,0,0,0,0,0,0,0.255,0,0,0.255,3.547,46,259,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1.4,3,7,0
0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,1.342,14,51,0
0,0,0,0,0,0,0,0,0.77,0,2.32,0,0,0,0,0,0.77,0.102,0.102,0,0,4.771,26,167,0
0,0,0,0,2.38,0,1.19,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,3.086,55,142,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,3,11,0
0,0,0,0,0,0,13.93,0,0,0,0.4,0,0,0,0,0,0,1.932,0,0,0,6.113,20,593,0
0,0,0,0,0,0,3.96,0.99,0,0.99,0,0,0,0,0,0,0,0.479,0.239,0,0,2.688,13,121,0
0,0,0,0,0.96,0,2.88,0.96,0,0.96,0,0,0,0,0,0,0,0.276,0.138,0,0,1.986,11,147,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.337,0,0,0.337,2.95,7,59,0
0.31,0,0.31,0,0,0,0,0,0,0,0.62,0,0.31,1.24,0,0,0,0.088,0,0,0,3.086,34,250,0
0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
0,0,0,1.38,1.38,0,2.77,1.38,0,1.38,0,0,0,0,0,0,0,0.464,0,0,0,2.333,11,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334,0.055,0,0.055,1.685,6,59,0
0.44,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.073,0.146,0.036,2.574,22,224,0
0,0,0,0,2.56,0,0,0,0,0,0,0,0.85,0,0.85,0,0,0,0.331,0,0,1.842,6,35,0
0,0,0,0,0,0,1.78,0,0,0,1.78,0,0,0,3.57,0,0,0,0,0,0,1.72,11,43,0
0,0,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0.18,0,0,0,1.5,4,63,0
0.16,0,0.16,0,0.48,0,0.81,0,0,3.4,0.16,0,0,0,0,0.16,0,0.123,0,0,0.095,4.438,50,932,0
0,0,0,0,0.57,0,0.57,0,1.15,0,0,0,0,0,1.73,0,0,0.093,0,0,0,1.136,3,25,0
0,0,0,0,2.17,0,0,0,0,0,1.08,0,0,3.26,0,0,0,0,0,0,0,3.066,10,46,0
0,0,0,0,1.48,0,0,0,0,0,0.74,0,0,0,0,0,2.22,0,0,0,0,2.595,31,122,0
0.14,0.04,0.09,0,0.09,0,0.04,0.09,0,0,0.24,0,0,0,0,0,0,0.16,0,0,0,2.667,185,1763,0
0,0,0,0,1.49,0,0,0,0,0,0.18,0,0,0,0,0,0,0.127,0,0,0,1.428,5,80,0
0,0.12,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0.193,0,0,1.181,4,104,0
0,0,0,0.08,0.32,0,0.49,0,0.74,0,0.16,0,0,0,0,0,0,0.188,0,0.033,0,2.816,32,628,0
0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.909,5,42,0
0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.631,8,31,0
0.22,0.11,0,0,0.44,0,0.11,0,0.11,0,0,0,0.11,0,0,0,0,0.253,0,0,0,2.068,11,395,0
0,0,0,0,4.16,0,0,0,4.16,0,0,0,0,0,0,0,0,0.689,0.689,0,0,1.3,4,13,0
0,0,0,0,0.45,0,1.35,0.45,0,1.35,0.45,0,0.45,0,0,0,0,0.358,0,0,0.071,2.236,12,161,0
0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0,0,0,1.125,2,18,0
0,0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0.564,0,0,1.818,9,20,0
0,0.49,0,0,1.47,0,0,0,0,0,0,0,0.49,0,0,0,0,0.195,0.097,0,0,2.3,18,69,0
0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,3.4,0,0.68,0.086,0,0,0,1.41,5,79,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611,5,29,0
0,0,0,0,1.5,0,3.75,0.75,0,0.75,0.75,0,0.75,0,0,0,0,0.222,0,0,0,1.833,12,77,0
0,0,0,0,0,0,2.56,0,0,1.28,0,0,0,0,2.56,0,0,0.552,0,0,0,2.093,11,90,0
0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,2,7,0
0,0,0,0,0,0,2.06,0.1,1.3,0,1.08,0,0,0.65,0,0,0.1,0.5,0,0,0,4.06,51,1003,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,3,5,0
0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0.396,2.533,10,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615,4,21,0
0,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551,10,45,0
0,0,0,0,2.29,0,2.29,0,0,0,0,0,0,0,0,0,0,0.258,0,0,0,3.74,53,101,0
0,0,0,0,1.19,0,1.19,0,0,0,0,0,0,0,0,0,0,0.621,0,0,0,2.617,11,89,0
0,0,0.34,0,1.36,0,0.34,0,0,0.34,0.34,0,0,0,2.38,0,0,0.055,0,0,0,1.421,8,91,0
0,0,0,0,0,0,0,0,6.22,0,0,0,0,0,0,0,0,0,0,0,0,1.6,7,64,0
0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0.87,0,0,0,0,1.795,11,79,0
0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.33,0.042,0,0,0,2.519,46,131,0
0,0,0,0.84,1.9,0.21,0,0,0,0,0.21,0,0,0,0,0,0,0.031,0.374,0.062,0,2.892,71,405,0
0.39,0.09,0,0,0.89,0,0.49,0,0,0,0.19,0,0,4.75,0,0,0,0.08,0.016,0,0,1.679,17,178,0
0,0,0,0,0,0,4.41,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,2.565,10,59,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0,0,0,0,1.64,12,41,0
0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,24,0
0,0,0,0,0.68,0,2.72,0.68,0,2.04,0.68,0,0.68,0,0.68,0,0,0.828,0,0,0,2.277,12,123,0
1.12,0,0,0,0,0,0,0,0,0,1.12,0,0,0,0,0,1.12,0,0,0,0,2.875,16,115,0
0,0,0,0,0.43,0,6.92,0,0,0,2.16,0,0,1.29,0.43,0,0,0.717,0.079,0,0,4.411,19,300,0
0,0.05,0,0,0.21,0,0.63,0,0.73,0,0.42,0,0,0,0,0.05,0,0.17,0,0.014,0,3.461,66,1170,0
0,0.14,0,0,0.14,0,3.12,0.42,0,0,0.28,0,0.14,0,0,0,0,0.019,0,0,0,2.345,17,333,0
0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0.722,0,0,0,1.1,2,11,0
0.06,0,0,0.06,0,0,3.47,0,0.06,0,0.06,0,0,0,0.06,0,0.13,0.09,0,0.018,0,2.423,26,693,0
0,0,0,0,0,0,9.52,4.76,0,4.76,0,0,0,0,0,0,0,1.257,0,0,0,3.333,11,30,0
0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,0,0,0,0,4.76,1.19,0,1.19,0,0,0,0,0,0,0,0.286,0.286,0,0.143,2.724,13,79,0
0,0.26,0,0,0,0,0,0,2.35,0,0,0,0,0.26,0,0,0,0.033,0,0,0,2.921,61,111,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,8,48,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,1,1,5,0
0,0,0,0,0,0,2,0.66,0,0.66,0,0,0.66,0,0,0,0,0.2,0,0,0,1.979,12,97,0
0,0,0,0,4.34,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,1,1,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518,0.506,0,0,2.047,6,43,0
0,0.1,0.51,0,0,0,2.97,0,0.1,0,0.1,0,0,0,0,0,0,0.16,0,0.053,0,2.224,19,574,0
0,0.49,0,0,0,0,0,0,2.48,0.49,0.49,0,0,0,0,0,0,0.062,0,0,0,2.824,29,161,0
0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,1.92,6,48,0
0,0,0,0,2.82,0,1.12,0.56,0,0,0.56,0,0,0,0,0,0,0.367,0,0,0,1.583,7,57,0
0,0,0,0,0,0,2.18,0,0,0,0.24,0,0,0,0,0,0,0.067,0,0,0,1.98,59,204,0
0,0.06,0,0,0.24,0,1.14,0,0.18,0,0.9,0,0,0,0,0,0,0.221,0,0.017,0,3.015,38,1345,0
0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,0,0,2.222,8,20,0
0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,2.342,8,89,0
0,0,0.55,0.55,1.67,0,0.55,2.79,0,0,0.55,0,0,0,0,0,0,0,0.085,0,0,1.142,5,48,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0,0,0,0,0,13.04,4.34,0,0,0,0,0,0,0,0,0,0,0,0,6.896,2.142,8,60,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,4.438,28,1589,0
0,0,0,0,0.72,0,1.69,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,3.179,87,283,0
0,0,0,0,0,0,3.57,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,1.733,14,52,0
0,0,0,0,0.71,0,2.15,1.43,0,2.15,0,0,0,0.71,0,0,0,0.322,0,0,0,3.9,27,156,0
0,0,0,0,4.02,0,0.75,0,0,0,0,0,0,0,0,0.25,0,0.111,0,0,0,4.446,29,209,0
0,0,0,0,1.86,0,3.73,3.73,0,0,0,0.93,0,0,0,0,0,0.173,0,0,0,1.9,5,38,0
0,0,0,0,0.76,0,10.76,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,4.807,31,274,0
0,0,0,0,0,0,0,0,0,0,1.53,0,0,3.07,0,0,0,0.253,0,0,0,2.235,12,38,0
0,0,0,0,0.23,0,0.65,0,0.53,0,0.71,0,0,0,0,0,0,0.173,0,0.016,0,2.853,47,896,0
0,0,0,0,0.83,0,1.25,0,0,0,0,0,0,0,0,0,0,0.139,0,0.069,0,1.804,6,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0
0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,3,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0,0,0,1.388,5,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,0,0,1.666,3,10,0
0,0,0.35,0,0,0,3.2,0,0,0,0.17,0,0,0,0,0,0,0.143,0,0,0,2.464,80,244,0
1.1,0,0,0,0,0,0.55,0,0,0,1.65,0,0.55,0,0,0,0,0.355,0.177,0,0,1.867,22,127,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,9,0
0,0,0,0,2.32,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0.314,0,0,2.473,10,47,0
0,0,0.06,0.06,0.6,0,1.99,0.18,0,0.06,0.18,0,0,0,0,0,0.24,0.099,0,0.008,0.016,1.972,27,941,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,8,0
0,0,0,0,1.25,0,0,0,0,0,1.25,0,0,2.5,0,0,0,0,0,0,0,3.3,13,66,0
0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1.51,0,0.057,0,0,0.231,2.011,28,358,0
0,0,0,0,0,0,0.21,0,0.21,0,0,0,0.21,0,0,0,0.21,0.115,0,0,0,2.457,45,258,0
0,0,0,0,3.03,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0.476,0,0,2.642,9,37,0
0,0,0,0,3.57,0,0,1.78,0,0,0,0,0,0,0,0,0,0,0.586,0,0,1.307,4,17,0
0,0,0,0,0,0,0.55,0,0,0,0.55,0,0,0,0,0,0,0.25,0,0,0,1.601,8,173,0
0.32,0.16,0,0,0.8,0,0,0,0,0,0,0,0,0,0.16,0,0,1.309,0.022,0.377,0,3.918,157,772,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,8,10,0
1.36,0,0,0,1.7,0,1.36,0.34,0,0.34,0.34,0,0.34,0,0,0,0,0.244,0,0,0,1.696,13,112,0
0,0,1.57,0,1.57,0,3.14,0.78,0,0.78,0,0,0.78,0,0,0,0,0.372,0,0,0,3.971,34,139,0
0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,5.88,0,0,0,0.763,0,0,0,2.285,10,16,0
0,0,0,0,1.28,0,0.85,0.42,0,0.42,0.85,0,0.42,1.7,0,0,0,0.204,0,0,0,2.108,15,97,0
0,0,0,0,2.53,0,1.52,0.5,0,0.5,0.5,0,0.5,0,0,0,0,0.272,0,0,0,1.836,13,101,0
0,0,0,0,0,0,2.12,1.06,1.06,1.06,0,0,0,0,0,0,0,0.121,0,0,0,2.151,10,71,0
0,0,0,0.8,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,1.2,4,30,0
0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,9,26,0
0,0,0,0,0.35,0,0.53,0.17,0.35,0.17,0,0,0,0,0.17,0,0,0.309,0,0,0,2.241,13,204,0
0,0,0,0,1.72,0,0,0,0,0,1.72,0,1.72,1.72,0,0,0,0,0,0,0,1.65,12,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6,0
0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,1.375,6,44,0
0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,1.062,2,17,0
0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,1.52,7,38,0
0,0.72,0,0,0.36,0,1.09,0.36,0,0,0,0,0,0,0,0,0,0.114,0,0,0,2.075,7,110,0
0,0,0,0,2.05,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0.117,0.039,0,0,4.016,45,237,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,0,1.25,2,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.724,0,1.25,2,10,0
0,0.12,0.12,0,0,0.25,3.04,0,0,0,0.12,0,0,0,0,0,0,0.12,0,0.017,0,2.444,24,418,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.684,0,0,0,1,1,8,0
0,0,0,0.13,1.18,0,0.52,0.13,2.1,0,0,1.44,0.13,0,0,0,0.13,0.188,0,0,0.062,2.876,38,420,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1.4,3,7,0
0,0,0,0,0,0,1.76,0,0,0,0.88,0,0.88,0,0,0,0.44,0,0,0,0,1.949,17,230,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448,0,0,2,4,28,0
0,0,0,0,0,0,0,0,1.26,0,0,0,0,0.31,0,0,0,0.14,0,0,0,1.592,7,129,0
0,0,0,0,2.65,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,3,37,0
0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0.73,0,0,0,5,14,270,0
0,0.25,0.5,0,0.12,0,2.06,0,0.06,0,0.06,0,0,0,0.06,0,0.06,0.069,0,0.043,0,2.148,23,623,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0
0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833,5,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,6,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,1.08,0,0,0.173,0,0,0,2.1,18,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,1.739,0,0,1,1,6,0
0,0.11,0,0.11,0.46,0,0.57,0,0.34,0,0.23,0,0,0,0,0,0,0.194,0,0.032,0,3.275,33,511,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,0.44,0,0,0,1.33,0.44,0.89,0,0,0,0,0,0,0.397,0,0,0,1.936,10,122,0
0,0,0,0,0,0,0.44,0,0,0.44,0,0,0,0,0.44,0,0,0.123,0,0,0,1.857,15,104,0
0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.238,0,0,2,8,50,0
0,0,0,0,1.32,0,1.98,0.66,0,0,0,0,0,0,0,0,0,0,0.102,0,0,2.531,30,81,0
0,0.07,0,0,0,0.22,2.23,0,0,0,0.14,0,0.07,0,0,0,0,0.151,0,0.02,0,2.25,24,720,0
0,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.062,0.188,0,0,3.461,47,180,0
0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3,8,0
0,0.6,0,0,0.6,0,3.03,0,0,0.6,0,0,0,0,0.6,0,0,0.092,0,0,0,1.568,9,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0
0,0,0,0,0.4,0,4.08,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,1.754,8,93,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,1,1,6,0
0,0,0,0,1.44,0,2.89,1.44,0,1.44,0,0,0,0,0,0,0,0.417,0,0,0,2.166,11,39,0
0,0.08,0.08,0,0.32,0,0.49,0,0.57,0,0.16,0,0,0,0,0,0,0.172,0,0.022,0,3.212,44,665,0
0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,2.294,8,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,2,7,0
0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,0,0,1.3,3,26,0
0,0,0,0,1.63,0,1.09,0.54,0,0.54,0,0,0,0,0,0,0,0.17,0,0,0,1.373,11,169,0
0,0,0,0,0,0,4.21,0,1.05,0,0,0,1.05,0,0,0,0,0,0,0,0,2.096,12,65,0
0,0,0,0,1.4,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0.497,0,0,1.722,10,31,0
0,0,0,0.19,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0.038,0,1.129,4,96,0
0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0.645,0,0,0,1,1,6,0
0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0.344,0,0,0,1.4,5,14,0
0,0,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0.537,1.075,0,0,1.2,3,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,0,0,1,1,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,3,30,0
0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0.172,0,0,0,1.263,5,24,0
0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,1.069,0,0,1,1,13,0
0,0,0,0,4.1,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0.109,0.218,0,1.897,15,74,0
0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954,0,0,9.125,63,73,0
0,0,0,0,1.63,0,0,0,0,0,0,0.4,0,0.81,0,0,0,0,0.069,0,0,2.525,15,101,0
0,1.63,0,0,3.27,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,2.829,47,116,0
0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.352,47,74,0
0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,2.848,51,94,0
0,0,0,1.04,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,1.963,47,108,0
0,0,0,0,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.444,6,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0.331,0,0,1.714,4,24,0
0,0,0,1.75,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,4.375,55,70,0
0,0.61,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,35,0
0,0,0,0,0.72,0,0.72,0,0,1.44,0,0,0,0,0.72,0.72,0,0.204,0.306,0.102,0,2.538,22,99,0
0,0,0,0,4.05,0,0,0,0,0,0,0,0,0,0,0,0,0.679,0,0,0,1.636,6,72,0
0,0,0,0,2.65,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,1.264,4,43,0
0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0.425,6.51,43,319,0
0,0,0,0,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0,1.419,5,44,0
0.6,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,0,0.09,6.09,71,201,0
0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0
0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0.037,0.037,0,1.797,20,169,0
0,0.59,0.29,0,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.132,0,1.592,15,121,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0
0,1.42,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,1,1,17,0
0,0,0,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0.371,0,0,0,1.967,13,61,0
0,0.21,0,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,0,0,1,1,68,0
0,0,0,0,4.06,0,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0.134,0,0,1.366,5,41,0
0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,4,17,0
0,0,0,0.19,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0.339,0,0,0,4.13,81,285,0
0.36,0.36,0.73,0.36,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0,2.854,68,157,0
0,0,0,0,1.58,0,0,0,0,0,0.79,0,0,0,0,0,0,0.405,0.27,0,0,1.608,13,37,0
0,0,0,0,4.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,0,2.181,6,24,0
0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571,5,11,0
0,0,0,1.43,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032,2,32,0
0,0,0,0,2,0,0,0,0,0,0.33,0,0,0,0,0,0,0.112,0.224,0.224,0,1.542,15,108,0
0,0,0,0.27,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0.04,3.891,70,323,0
0,0,0,0,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0
0.28,0,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0.14,0,0,0.132,0.022,0,0,2.621,70,422,0
