@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R8,10,15-17,21-22,24,30,33-36,41,43-44,47-48,52,55-56,58'

@attribute Word_freq_internet numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_project numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0.689,1.3,4,0
0,0.45,0,0,0,1.35,0,0,0.45,0,0.45,1.35,0.45,0,0.45,0,0,0,0,2.236,12,0
0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,3.44,0,0,0,0,1.125,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.564,1.818,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0,0,0.097,2.3,18,0
0,0,0,0,0.68,0,0,0,0,0,0,0,2.04,0,0,3.4,0,0.68,0,1.41,5,0
0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1.611,5,0
0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.75,0,0.75,0,0,0,0,1.833,12,0
0,0,0,0,0,0,0,0,0,0,0,1.28,1.28,0,0,2.56,0,0,0,2.093,11,0
0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,2,0
0,0,0,0,0,0,0,0,0.1,1.3,0,0,0.1,0.65,0,0,0,0.1,0,4.06,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,2.533,10,0
0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615,4,0
0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.551,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,53,0
0,1.19,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,2.617,11,0
0.34,1.7,0,0,0.34,0,0,0,0,0,0,0.34,0,0,0,2.38,0,0,0,1.421,8,0
0,0,0,0,0,0,0,0,0,6.22,0,0,0,0,0,0,0,0,0,1.6,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,1.795,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,2.519,46,0
0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,2.892,71,0
0,0,0.29,0,0,0.29,0,0,0,0,0,0,0,4.75,0.09,0,0,0,0.016,1.679,17,0
0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,2.565,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.44,0,0,0,0,1.64,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
0,0.68,0.68,0,0,0,0,0,0.68,0,0.68,2.04,0.68,0,0.68,0.68,0,0,0,2.277,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,2.875,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0.43,0,0,0.079,4.411,19,0
0,0,0,0,0,0.15,0,0,0,0.73,0,0,0,0,0,0,0.05,0,0,3.461,66,0
0,0,0,0,0.28,0.14,0,0,0.42,0,0,0,0.56,0,0.14,0,0,0,0,2.345,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,2,0
0,0,0,0.06,0.06,0,0,0,0,0.06,0,0,0.34,0,0.13,0.06,0,0.13,0,2.423,26,0
0,0,0,0,0,0,0,0,4.76,0,4.76,4.76,4.76,0,0,0,0,0,0,3.333,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1.19,0,0,1.19,0,0,1.19,1.19,0,0,0,0,0,0.286,2.724,13,0
0,0,0,0,0,0,0,0,0,2.35,0,0,0,0.26,0,0,0,0,0,2.921,61,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,8,0
0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1.33,0,0,0.66,0,0.66,0.66,0.66,0,0.66,0,0,0,0,1.979,12,0
0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0.506,2.047,6,0
0.51,0.1,0,0,0.82,0,0,0,0,0.1,0,0,0.2,0,0,0,0,0,0,2.224,19,0
0,0.49,0,0,0,0,0,0,0,2.48,0,0.49,0,0,0,0,0,0,0,2.824,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,6,0
0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,1.583,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98,59,0
0,0,0,0,0,0.18,0,0,0,0.18,0,0,0,0,0,0,0,0,0,3.015,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,2.222,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.342,8,0
0.55,3.91,0,0.55,0,2.23,0,0,2.79,0,0,0,0,0,0,0,0,0,0.085,1.142,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,2.17,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,2.142,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.438,28,0
0,0.48,0,0,0.48,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,3.179,87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733,14,0
0,0,0,0,0,2.87,0,0,1.43,0,0,2.15,0,0.71,0,0,0,0,0,3.9,27,0
0,0,0,0,0,4.02,0,0,0,0,0,0,0,0,0,0,0.25,0,0,4.446,29,0
0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,1.9,5,0
0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0.76,0,0,0,0,4.807,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,1.53,0,0,0,0,2.235,12,0
0,0,0,0,0,0.17,0,0,0,0.53,0,0,0,0,0,0,0,0,0,2.853,47,0
0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.804,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1.181,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,3,0
0.35,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.464,80,0
0,1.1,0,0,0,1.1,0,0,0,0,0.55,0,0,0,1.1,0,0,0,0.177,1.867,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5,0
0,0,0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0.314,2.473,10,0
0.06,0,0,0.06,0.18,0.78,0,0,0.18,0,0,0.06,0,0,0,0,0,0.24,0,1.972,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.25,0,0,0,0,3.3,13,0
0,0,0,0,0.3,0.91,0,0,0,0,0,0,0,0,0,0,1.51,0,0,2.011,28,0
0,0,0,0,0.21,0,0,0,0,0.21,0,0,0,0,0,0,0,0.21,0,2.457,45,0
0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0.476,2.642,9,0
0,0,0,0,0,0,0,0,1.78,0,0,0,1.78,0,0,0,0,0,0.586,1.307,4,0
0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601,8,0
0,0.32,0.32,0,0.32,2.08,0,0.16,0,0,0,0,0,0,0,0.16,0,0,0.022,3.918,157,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,8,0
0,1.7,0,0,0,0.34,0,0,0.34,0,0.34,0.34,0.34,0,0.34,0,0,0,0,1.696,13,0
1.57,1.57,0,0,0,1.57,0,0,0.78,0,0.78,0.78,0.78,0,0,0,0,0,0,3.971,34,0
0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,5.88,0,0,0,0,0,2.285,10,0
0,0,0,0,0,1.28,0,0,0.42,0,0.42,0.42,0.42,1.7,0.42,0,0,0,0,2.108,15,0
0,0.5,0,0,0,1.01,0,0,0.5,0,1.01,0.5,0.5,0,0.5,0,0,0,0,1.836,13,0
0,0,0,0,0,0,0,0,1.06,1.06,0,1.06,1.06,0,0,0,0,0,0,2.151,10,0
0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,0
0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.625,9,0
0,0,0,0,0,0.17,0,0,0.17,0.35,0.17,0.17,0.17,0,0.17,0.17,0,0,0,2.241,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.72,0,0,0,0,1.65,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.375,6,0
0,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,1.2,0,0,0,0,1.062,2,0
0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0.102,1.52,7,0
0,0,0,0,0.36,0.72,0,0,0.36,0,0,0,0,0,0,0,0,0,0,2.075,7,0
0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0.039,4.016,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,2,0
0.12,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.444,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0
0,0,0,0.13,0.13,0,0,0,0.13,2.1,0,0,0,0,0,0,0,0.13,0,2.876,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.4,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0.44,0,1.949,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448,2,4,0
0,0,0,0,0,0,0,0,0,1.26,0,0,0,0.31,0,0,0,0,0,1.592,7,0
0,0,0,0,0.88,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,3,0
0,0,0,0,0,0,0,0,0,0,2.14,0,0,0,0,0,0,0,0,5,14,0
0.5,0,0,0,0.5,0,0,0,0,0.06,0,0,0.75,0,0,0.06,0,0.06,0,2.148,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1.08,0,0,0,2.17,0,0,0,0,0,0,0,0,0,1.08,0,0,0,2.1,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739,1,1,0
0,0,0,0.11,0,0.23,0,0,0,0.34,0,0,0.34,0,0,0,0,0,0,3.275,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,1.33,0,0.44,0,0,0,0,0,0,0,1.936,10,0
0,0,0.44,0,0,0,0,0,0,0,0,0.44,0,0,0,0.44,0,0,0,1.857,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,2,8,0
0,0,0,0,0,0,0,0,0.66,0,0,0,0.66,0,0,0,0,0,0.102,2.531,30,0
0,0,0,0,0.52,0,0,0,0,0,0,0,0.22,0,0.07,0,0,0,0,2.25,24,0
0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,3.461,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,3,0
0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,1.568,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1.22,0,0,0,0.4,0,0,1.22,0,0,0,0,0,0,0,0,0,0,1.754,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,1,1,0
0,1.44,0,0,0,1.44,0,0,1.44,0,1.44,1.44,1.44,0,0,0,0,0,0,2.166,11,0
0.08,0,0,0,0,0.16,0,0,0,0.57,0,0,0,0,0,0,0,0,0,3.212,44,0
0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,2.294,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,3,0
0,0,0,0,0,0.54,0,0,0.54,0,0.54,0.54,0.54,0,0,0,0,0,0,1.373,11,0
0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,1.05,0,0,0,0,2.096,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0.497,1.722,10,0
0,0,0,0.19,0.19,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,1.129,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.075,1.2,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,3,0
0,0.95,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,5,0
0,0,0,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,1.069,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,1.897,15,0
0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.954,9.125,63,0
0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0.81,0,0,0,0,0.069,2.525,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.829,47,0
0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,4.352,47,0
0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0.78,0,0,0,2.848,51,0
0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.963,47,0
0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1.444,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,1.714,4,0
0,0,0,1.75,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0.238,4.375,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,1.44,0,0,0,0.72,0.72,0,0.306,2.538,22,0
0,0,0,0,0,2.02,0,0,0,0,0,0,0,0,0.67,0,0,0,0,1.636,6,0
0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,1.264,4,0
0,0,0,0,0,0,9.83,0,0,0,0,0,0,0,0,0,0,0,0.141,6.51,43,0
0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,5,0
0,2.43,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09,71,0
0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1.56,0,0,0,0,0,0,0.52,0,0,0,0,0,0.037,1.797,20,0
0.29,0.29,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0.044,1.592,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1.967,13,0
0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,1.62,0,0,0.81,0,0,0,0,0,0,0,0,0,0.134,1.366,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,4,0
0,0.38,0,0.19,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,4.13,81,0
0.73,0.36,0,0.36,0,0.36,0,0.73,0,0,0,0,0,0,0.36,0,0,0,0,2.854,68,0
0,0.79,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0.27,1.608,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.181,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.571,5,0
0,0.71,0,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032,2,0
0,0.33,0,0,0,0.33,0,0.33,0,0,0,0,0,0,0,0,0,0,0.224,1.542,15,0
0,0,0,0.27,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,3.891,70,0
0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0.14,0,0.14,0,0,0,0,0,0,0,0,0.14,0.14,0,0,0.022,2.621,70,0
0,0,0,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,7.046,70,0
0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,5.78,2.13,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0.69,0,0,0,0.46,0,0,0,0,0,0,0.11,0,0,0,0,0,0.017,3.441,35,0
0,0.43,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0.027,4.696,124,0
0,1.24,0,0.62,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0.288,6,116,0
0,0.35,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1.153,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,1.666,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.447,15,0
0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,3,0
0,0,0,0,0,0.1,3.47,0,0,0,0,0,0,0,0,0,0,0,0.055,3.766,43,0
0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0.091,1.586,4,0
0,0,0,0,0,0.45,0,0,0,0,0,0,0,0.68,0,0.45,0,0,0.041,1.5,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,0,0,1.142,3,0
