@relation spambase

@attribute Word_freq_all numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_free numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_project numeric
@attribute Word_freq_edu numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Spam {1,0}

@data
0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.941,1
0.05,0.35,0,0,0.05,0.2,0,0.02,0,0,0,0,0,0,0,0,0.017,3.922,1
0.8,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.361,2.638,1
0.26,0.62,0.08,0.7,0.35,0.26,0,0,0,0,0,0,0.08,0,0,0,0.162,4.137,1
0,0,0,0,1.16,0,7.36,0,0,0,0,0,0,0,0,0,0,7.552,1
1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,4.818,1
1.85,1.11,0.37,0.37,0.37,0,0,0,0,0,0,1.11,0,0,0,0,0.471,18.4,1
0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.44,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,1.312,1
0,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0.354,4.047,1
0.25,1.62,0.34,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.294,3.282,1
1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,2.562,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.166,1.494,1
0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.114,1
0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.782,1
0.24,0,0.36,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.042,2.351,1
0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,2.448,1
0.36,1.25,0.14,1.1,0.14,0,0.07,0,0,0,0,0,0,0,0,0,0.266,4.689,1
0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.003,3.75,1
0.37,1.16,0.11,1.27,0.03,0,0,0,0,0,0,0,0,0,0,0,0.221,3.426,1
0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,1.285,1
0,0.22,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,3.184,1
0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,3.125,1
0.46,0,0.46,0,1.39,0,0,0,0,0,0,0,0.46,0,0,0,0,1.442,1
0,0.64,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,2.184,1
0.59,0.39,0,0.19,0.98,0.39,0,0,0,0,0,0,0,0,0,0,0.31,6.652,1
0.23,0,0.23,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.094,2.576,1
0.71,0.53,0.17,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0.027,7.527,1
0.38,1.52,0.19,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0.147,17.074,1
0.22,2.88,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.156,86.7,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.166,1.494,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.682,1
0.72,0.93,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.199,14.283,1
0.69,0.51,0.17,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,6.364,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,3.318,1
0.63,4.1,0.09,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0.014,3.707,1
0.1,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0.046,2.569,1
0.71,0.23,0.23,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0.036,4.022,1
0,0.68,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,6.588,1
0.68,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242,3.488,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.51,0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0.149,7.233,1
0.56,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.304,1
1.7,1.02,0,0,0,1.02,0,0.34,0,0,0,0,0,0,0,0,0.105,667,1
1.63,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0.253,2,1
0.25,0.16,0.08,0.08,1.61,0.33,0.84,0,0,0,0,0.08,0,0,0,0,0.157,7.277,1
0.52,1.05,0.52,0,0.52,0,0,0.52,0,0,0,0,0,0,0,0,0,2.82,1
0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,4.818,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181,1
0,0.64,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0.105,3.418,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.818,1
1.7,1.02,0,0,0,1.02,0,0.34,0,0,0,0,0,0,0,0,0.106,664,1
0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0.088,1.693,1
0.66,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,4.024,1
1.1,0.27,0.27,0,0.09,0.18,0,0,0,0,0,0,0,0,0,0.09,0.134,8.445,1
0,0.31,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,1
0.52,0.39,0.13,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,7.138,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,1.777,1
0,1.35,0,0,1.35,0,0,1.35,0,0,0,0,0,0,0,0,0,3.285,1
0,0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,2.061,1
0,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.062,1.477,1
1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,3.681,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0.57,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.217,1
0.89,0,0,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,2.25,1
0.38,0.62,0.34,1.32,0.23,0,0,0,0,0,0,0,0,0,0,0,0.585,6.134,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,1
0.2,1.04,0.2,0,0.83,0,0,0,0,0,0,0,0,0,0,0.62,0,1.65,1
1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201,4.5,1
2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777,1
0.55,0,0.55,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0.353,2.571,1
0,0,0,0,0.92,0.46,0.46,0,0,0,0,0,0,0,0,0,0.5,1.636,1
0.66,0.11,0,0,0.55,0,0,0,0,0,0,0,0.11,0,0,0,0.193,2.559,1
0.7,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,3.639,1
0.56,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.273,2.283,1
2.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2.857,1
0.53,0.26,0,0.53,0,0.26,0,0.26,0,0,0,0,0,0,0,0,0.04,2.779,1
0.55,0,0.55,0,3.35,0,0,0,0,0,0,0,0,0,0,0,0.095,2.861,1
0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,5.809,1
0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.184,1
0,0,0,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0.132,8.666,1
0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4.02,1
0.63,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.3,2.458,1
0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,5.977,1
1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,4.5,1
1.05,0.52,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0.698,2.016,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.158,1.494,1
0.33,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.541,5.428,1
0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,5.038,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.156,1.752,1
0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,7.181,1
0.42,0.21,0.21,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0.075,53.433,1
0.56,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.349,5.105,1
0.44,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.787,1
0.41,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.149,32.142,1
0.98,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,2.888,1
0.62,0,0.62,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.35,1
0,0.43,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.062,1.477,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.987,1
0,0.6,1.21,0,1.82,0,0,0,0,0,0,0,0,0,0,0,0,1.861,1
0.08,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.014,4.16,1
0.94,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305,2.571,1
0.39,0,0,0,0.59,0,0,0,0,0,0,0.19,0,0,0,0,0.032,3.112,1
1.29,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,4.337,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,3.545,1
0.87,0.43,0.14,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0.046,5.02,1
1.16,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0,0.085,2.17,1
0.91,1.83,0,0.91,0.45,0,0,0,0,0,0,0,0,0,0,0,0.245,64.416,1
1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.103,1
0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.501,3.509,1
1.01,0.1,0.3,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0.1,0.158,8.55,1
0.54,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.321,5.047,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,5.466,1
0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.417,1
0,0,0,0,0,6.32,1.26,0,0,0,0,0,0,0,0,0,0,5.875,1
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,5.5,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.166,1.688,1
0.37,0.37,0.75,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0.138,1.937,1
0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0.6,1.8,0,2.465,1
0.13,0.27,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0.177,4.947,1
0.61,0.61,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.063,2,1
0,0,0,0,2.15,0,0,0,0,0,0,0,0,0,0,0,0.437,1.823,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.275,1
0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,1
0.33,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.162,2.195,1
0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,3.35,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219,3.875,1
0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.702,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.466,1
1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,4.5,1
0.66,0,0,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0.101,2.03,1
0.55,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,1.98,1
0.24,0.16,0.08,0.08,0,0.32,0,0,0,0,0,0,0,0,0,0,0.232,1.725,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,2.538,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.2,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,2.086,1
0,0.63,0.31,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,3.537,1
1.12,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,2.36,1
0,1.47,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0.141,140,1
0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.384,1
0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,1
1.38,0,0,0,2.77,0,0,0,0,0,0,0,0,0,0,0,0,1.181,1
0.35,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,3.414,1
0,0.22,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,1.869,1
0.08,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.014,4.049,1
0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.979,4.685,1
0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,3,1
0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,1
0,1.81,0,0,0.22,0,0,0,0,0,0,0,0,0.45,0,0,0,6.091,1
0.61,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.338,1102.5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1
0.18,0.06,0.06,0.06,0,0.24,0,0,0,0,0,0,0,0,0,0,0.169,1.748,1
0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0.336,4.576,1
0.27,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.032,3.689,1
0.28,0.56,0.28,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,9.25,1
0.22,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,2.47,1
0,1.47,1.47,0,0,1.47,0,0,0,0,0,1.47,0,0,0,0,0.147,71.5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,8.312,1
0.18,0.12,0.06,0.06,0,0.24,0,0,0,0,0,0,0,0,0,0,0.167,1.733,1
0.55,0.97,0.41,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0.305,3.401,1
0.43,1.31,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0.067,2.329,1
0.21,0.14,0.07,0.07,0,0.28,0,0,0,0,0,0,0,0,0,0,0.206,1.711,1
0.38,0,0.19,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,2.383,1
0.89,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,3.849,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,1
0,0.67,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,4.617,1
0.32,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.168,1.494,1
0.57,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894,4,1
0.33,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.541,5.428,1
0,0,0.64,0,0,5.19,0,0,0,0,0,0,0,0,0,0,0,2.755,1
0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0.383,3.95,1
0.1,0.2,0.4,0.6,0.91,4.26,0,0,0,0,0,0,0,0,0,0,0.156,6.8,1
0.69,0.69,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0.063,2.042,1
0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0.13,6.266,1
0.5,0.33,0,0.16,0.5,0.33,0,0,0,0,0,0,0,0,0,0,0.229,9.652,1
1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,4.818,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,10.372,1
0.64,0.64,0.32,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0.106,3.584,1
0.4,0,0,0,0,0.3,0,0.05,0,0,0,0,0,0,0.05,0,0.118,2.37,1
0.27,0,0,0,0,0,1.93,0,0,0,0,0,0,0,0,0,0,6.693,1
0.53,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,3.4,1
0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,1.891,1
0.82,1.23,1.65,0,2.47,1.23,0,0,0,0,0,0,0,0,0,0,0.132,6.404,1
0.55,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0.345,4.761,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634,4.066,1
2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348,1
0.71,0.35,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,8.086,1
0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,3.925,1
1.11,0.74,0.37,0,3.34,0,0,0,0,0,0,0,0,0,0,0,0.175,5.985,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.22,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0.103,2.966,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.178,1
0.33,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0.541,5.428,1
0.61,0.92,0.3,0.3,2.15,0,0,0,0,0,0,0,0,0,0,0,0.351,3.884,1
1.01,0.1,0.3,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0.1,0.158,8.55,1
0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.363,1
0.81,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,13.5,1
0.39,0,0.39,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0.16,2.128,1
0.76,0.08,0.17,0,0.25,0.17,0,0,0,0,0,0,0,0,0.08,0.08,0.117,7.484,1
0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,1.558,1
0.35,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,3.414,1
0.32,0.4,0.1,0.36,0.54,0.14,0,0,0,0,0,0,0,0,0,0,0.141,3.305,1
0.56,1.12,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,3.537,1
0.27,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.04,2.121,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.444,1
0.33,1.4,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,4.904,1
0,0.26,0.26,0,0.26,2.08,0,0,0,0,0,0,0,0,0,0,0.036,2.145,1
1.26,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.472,3,1
0.53,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.437,1
1.07,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0.253,5.454,1
0.29,0.58,0.09,0.87,0,0.68,0,0,0,0,0,0,0,0,0,0,0.233,4.32,1
1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,1
0.49,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0.165,5.113,1
0,0.54,0.54,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,1.325,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.884,1
0.47,0.76,0.26,1.27,0.26,0,0,0,0,0,0,0,0,0,0,0,0.784,6.094,1
1.4,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.137,1
0,0.27,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,19.482,1
0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.596,1
0,1.65,0.82,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,15.5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,3.529,1
0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.769,1
0.34,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,3.728,1
1.43,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.888,1
1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,1.763,1
0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.333,1
0.18,0.36,0.36,0.36,0.72,0.18,0,0,0,0,0,0,0.36,0,0,0,0.063,9.043,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,3.476,1
1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.909,1
0.49,0,0,0.16,0.66,0,0,0,0,0,0,0,0,0,0,0,0,5.778,1
1.24,0.66,0.24,0,0.82,0.16,0,0,0,0,0,0,0,0,0,0,0.224,5.872,1
1.07,0,0,0,0,0.53,8.06,0,0,0,0,0,0,0,0,0,0.088,11.066,1
0.35,0.11,0.11,0.11,2.14,0.35,0,0,0,0,0,0,0,0,0,0,0.197,8.026,1
0.52,0.42,0.39,1.69,0.32,0.29,0,0,0,0,0,0,0,0,0.02,0,0.165,3.697,1
0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.17,6.266,1
0.26,0,0.26,0.26,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2.088,1
0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,8.517,1
1.24,0.79,0.26,0,0.62,0.17,0,0,0,0,0,0,0,0,0,0,0.211,6.725,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,3.272,1
0.37,0.37,0,0,1.87,0,0,0,0,0,0,0,0,0,0,0,0,9.584,1
0,0.45,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,1.076,1
0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.379,1
0.57,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,3.535,1
0.57,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.217,1
0.08,0,0,0,0.08,0.16,0,0,0,0,0,0.08,0,0,0.16,0,0.038,2.811,1
0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,1.16,1.16,0,2.652,1
0.28,0.56,0.28,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,9.25,1
0,1.92,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,1
0.17,0.05,0.05,0.05,0,0.23,0,0,0,0,0,0,0,0,0,0,0.167,1.818,1
0.27,1.36,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,3.286,1
1.08,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.253,5.454,1
0,0,0,0,1.63,0,0,0,0,0,0,1.63,0,0,0,0,0.18,14.818,1
1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,2.333,1
0.71,0.23,0.23,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0.037,4.022,1
0,0.78,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13,1
0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,2.815,1
0.44,1.47,0.14,0,0.29,0.14,0,0,0,0,0,0,0,0,0,0,0.215,6.602,1
1.01,0.1,0.3,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0.1,0.152,8.55,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,3.111,1
0.38,1.94,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0.057,7.121,1
0.36,0,0.12,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.094,1.246,1
0.16,0.16,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0.084,4.971,1
0.78,1.56,0.26,0.08,0.86,0.17,0,0,0,0,0,0,0,0,0,0.08,0.261,3.554,1
0.7,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0.063,2.021,1
0,1.08,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,5.21,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695,1
0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,3.244,1
0.77,0.77,0.38,0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,3.685,1
0.55,0.55,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,2.122,1
0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.373,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424,4.1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109,1.916,1
0.9,1.8,0,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0.244,64.416,1
0,0.75,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0.25,0,0,5.5,1
0,0.57,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0.289,7.512,1
0,0.67,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,4.617,1
0.55,0.75,0.35,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.131,3.629,1
0.82,0.41,0,0,1.65,0,0,0,0,0,0,0,0,0,0,0,5.3,7.478,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,1
0.38,0.16,0.24,1.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0.15,6.789,1
0.2,0.62,0,0.2,0.2,1.03,0,0,0,0,0,0,0,0,0,0,0.106,7.836,1
0.47,0.47,0.23,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1.844,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0.24,0,0.48,0,0.24,0,0,0,0,0,0,0,0.24,0,0,0,0.291,7.092,1
0.76,0.08,0.17,0,0.25,0.17,0,0,0,0,0,0,0,0,0.08,0.08,0.118,7.561,1
0.36,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.061,4.42,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,1
1.01,0.1,0.3,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0.1,0.157,8.55,1
0.14,0,0.04,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0.111,3.37,1
0.37,0,0.18,0.18,0.56,0,0,0,0,0,0,0,0,0,0,0,0.061,1.874,1
