@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,3,7-11,16,18-20,23-24,27,34,37,43,46,49,56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_order numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_free numeric
@attribute Word_freq_email numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_george numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,2,0
2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,3,0
0.34,0,0,0,0.34,0.68,0,0,0,1.36,0,0,0,0.68,0.34,0.68,0.68,0,0.052,13,0
0,0,0,0,0,0.93,0,0,0,0,0,0,0,1.86,0.93,0.93,0.93,0,0,13,0
0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,3,0
0,3.22,0,0,0,0,0,0,3.22,3.22,0,0,0,1.61,0,0,0,1.61,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,1.19,0,0,0,0,0,0,0,3.57,0,0,0,0,0,71,0
0,0.16,0,0.16,0,0,0,0.16,0,3.04,0,0,0,0.32,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53,0,0,0,6,0
0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0.81,0.81,1.62,0,12,0
0,0,0,0,0,1.22,0,0,0.61,1.84,0,0,0,1.22,0.61,0.61,0.61,0,0.095,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.08,20,0
0,0,0,0,0,0.27,0,0,0,1.63,0,0,0,0.27,0.27,0,0.27,0,0,35,0
0,0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,13,0
0,0.19,0,0,0,0,0,0,0.29,0.89,0,0,0,0,0,0.19,0.09,5.74,1.353,17,0
0,0,0,0,0,0.84,0,0,0,4.2,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,3,0
0,0.86,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0.213,47,0
0.87,0.87,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,4,0
0,3.44,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,4,0
0.64,0.64,0,0,0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0.309,5,0
0,0.47,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0.2,0,0,0,0,0,0,0.62,0.41,0,0,0,0,0,0.2,0,0,0,127,0
0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.7,0,0,0,0,0,200,0
0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0.175,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,11,0
2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,29,0
0,0.65,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0.109,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,3,0
0.24,0.12,0,0.36,0,0.12,0,0,0,0,0,0.12,0.12,0,0,0.12,0,0,0.016,25,0
0,0,0,0,0,1.05,0,1.05,0,1.05,0,0,0,3.15,0,1.05,1.05,0,0,12,0
0,0.94,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,6,0
0.43,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,7,0
0.18,0.18,0,0,0.94,0,0,0.09,0,0.37,0,0,0,0.09,0,0.28,0,0,0.18,87,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0.88,0,0,0,1.76,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,3.12,0,0,0,1.56,1.56,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,1.96,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0.6,0,0,0,3.03,0,1.21,1.21,0,0,13,0
0.07,0.07,0,0.46,0.69,0,0,0,0.07,0.3,0,0,0,0.07,0,0,0,0,0.142,60,0
0,0,0,0,0,0.76,0,0,0,0,0,0,0,1.52,0.76,1.52,0.76,0,0.121,22,0
0,0,0,0.2,0,0.2,0,1.8,2.2,1.8,0,0,0,0,0,0,0,0.2,0,43,0
0,0.57,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0.28,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,1.47,0,0,0,1.47,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,5,0
0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0.373,4,0
0.26,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,77,0
0,0.73,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0.74,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0.74,0,0,0.134,5,0
0.97,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0.97,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0.23,0,0,0,0,0,0,0.23,0,0.47,0,0,0,0,0,0.23,0,0,0.106,8,0
0,1.19,0,0,0,0,0,1.19,0,2.38,0,0,0,1.19,0,0,0,0,0.2,4,0
0,0.09,0,0.27,0,0,0.18,0,0,0,1.49,0.09,0,0,0,0.18,0,0,0.066,26,0
0,0.48,0,0,0,0,0,0,0,0,0,0.48,0,0,0,1.44,0,0,0,115,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0.08,0,0.08,0.08,0,0.08,0,0,0,0,0,0,0,0,0.08,0,0,0.069,18,0
0,0,0,0,0,0.84,0,0,0,4.2,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0.9,4.5,0,0,0,0.9,0,0,0,0,0,4,0
0.11,0.11,0,0,1.15,0,0,0,0,0.46,0,0,0,0.11,0,0,0,0,0.047,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08,0.08,0,0,0.79,0,0,0,0.08,0.35,0,0,0,0.08,0,0,0,0,0.149,40,0
0,1.16,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.091,4,0
0,0.07,0,0.07,0.07,0.07,0,0.07,0,0.15,0.07,0.15,0.07,0,0,0.15,0,0,0.185,24,0
0,0,0,0,0,0,0,0,0,0.43,0,0,0,0.86,0.43,0.86,0.43,0,0,40,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,7,0
0.07,0.22,0,0,0.03,0.22,0,0.03,0,0.9,0,0,0,0,0,0.18,0,0,0.028,20,0
0,0,0,0,0,0,0,0,0.9,0.9,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.87,0.87,0.87,0,0,12,0
0,0,0,0,0,0,0,0,1.02,2.04,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,3.84,0,0,0,0,11,0
0,0.33,0,0.33,0,1.32,0,0,0,1.32,0,0,0,0.66,0,0.99,0.33,0,0.168,42,0
0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0.96,0,0.48,0.067,44,0
0.67,0,0,0,0.33,0.33,0.33,0,0.33,1.35,0,0,0,0,0,0,0,0,0.056,17,0
0.04,0.12,0,0.08,0,0.06,0.02,0.02,0.12,0.25,0,0.04,0,0.1,0,0.97,0,0.33,0.024,81,0
0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0.58,0,0,0,12,0
0,0,0,0,0,0,0,0,0,2.96,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0.19,0.19,0.19,0.38,0.19,0,0,0,0,0.38,0,0,0.068,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,1.01,0,0,0,0,0,0,0,0,0.166,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0.186,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,15,0
0.41,0.83,0,0,0,0,0,0,0,1.67,0,0,0,0.83,0,0,0.41,0,0,3,0
0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0.65,0,1.3,0,0,0.32,0.32,0,0,0,0.32,0,1.63,0,0,0.153,42,0
2,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,1.23,0,0,0,1.23,0,0,0,0,0,2,0
0,0,0,0,0,0,1.11,0,0,0,0,0,0,1.11,0,0,0,0,0,4,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4.34,0,0,0,2.6,0,0,0,0,0,42,0
0,0.11,0,0,0,0,0.11,0,0.11,0.11,0,0,0,0,0,0.22,0,1.02,0.049,18,0
0,0,0,0,0,0,0,0.62,0,1.88,0,0,0,0,0,1.25,1.25,0,0.895,13,0
0,0,0,0,0,1.57,0,0,0,1.57,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0.82,0,0,0,1.65,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,2.56,0,0,0,1.92,0,0,0,0,0,0.64,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,9,0
0,0,0,0,0,0,0,0,0,1.61,0,0,0,2.41,0.8,0.8,0.8,0,0.122,13,0
0,0,0,0.35,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,14,0
0,2.08,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,1.05,0,0,0,0,0,0,0,1.05,0,0,0,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,1,0,0,0,0.25,0.25,0,0,1,0,0,0,0,0,0.75,0,0,0.457,208,0
0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0.51,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0.34,0.17,0,0.026,13,0
0,0.8,0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,10,0
0.07,0.23,0,0.07,0,0.07,0.15,0,0,0.23,0.23,0.23,0,0,0,0.07,0,0,0.011,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.343,13,0
0,0.66,0,0,0,0.33,0,0,0,1.98,0,0,0,0.66,0.33,0.33,0.33,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,4.34,0,0,0,0,11,0
0.89,0,0,0,0,0,0,0,0,2.67,0,0,0,1.78,0,0.89,0,0,0.149,15,0
0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0.34,0,5,0
0,0,0,0,0.48,0,0.48,1.44,1.92,0.96,0,0.48,0,0,0,0,0.48,0,0,27,0
0,0,0,0,0,0,0,0,0,2.31,0,0,0,0,0,0.57,0,0.57,0,5,0
0,0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,0,1.06,0,5,0
0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,2.17,0,11,0
0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,2.89,0,1,0
0.66,0.66,0,0,0,1.33,0,0.66,0,3.33,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,1.47,0,47,0
0,0,0,0,0,0,0,0,0,4.85,0,0,0,0,0,0,0,0.97,0,47,0
0.09,0.54,0,0,0.09,0,0,0.09,0,0.09,0,0,0,0,0,0,0,0.09,0,47,0
0,0,0,0,0,0,0,1.03,0,3.09,0,0,0,0,0,0,0,1.03,0,47,0
0,0.21,0,0.21,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0.079,3,0
0,0,0,0,0,0,0,0,0,1.89,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,0,5,0
0.95,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0.95,0,0,0,14,0
0,0,0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,7.89,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2.63,5.26,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66,0,1,0
0,1.01,0,0,0,0,0,0,0,5.05,0,0,0,0,0,0,0,0,0,3,0
0,1.81,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,8,0
0.97,0,0,0,0,0,0,0.48,0,2.42,0,0,0,0,0,0,0,0.97,0,21,0
0,0,0,0,0,0,0,1.01,1.01,5.05,0,0,0,0,0,0,0,0,0,55,0
0,0,0,0,0,1.19,0,0,0,1.19,0,0,0,0,0,1.19,0,9.52,0,15,0
0,0,0,0,0,0,0,0.81,0,2.45,0,0,0,0,0,0.81,0,0.81,0,5,0
0.4,0.81,0,0,0,0,0,0.4,0.81,1.22,0,0,0,0,0,0,0,0,0,70,0
0,0,0,0,0,0,0,0.41,0.41,1.23,0,0,0,0,0,0,0,0,0,70,0
0,0.66,0,0,0,0.13,0,0.26,0.13,2.65,0,0,0,0,0,0.26,0,0,0.019,70,0
0,0.92,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0.044,70,0
0,0,0,0,0,2.11,0,0.7,0.7,2.11,0,0,0,0,0,0,0.7,0.7,0,68,0
0,0,0,0,0.64,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,48,0
0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0.94,0,8.49,0,15,0
0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0.8,0,1,0
0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0.127,3,0
0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0.95,0,2.85,0,15,0
0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0.81,0,2.45,0,15,0
0,0,0,0,0,0,0,0,0,2.58,0,0,0,0,0,0.86,0,0,0,14,0
0,0,0,0,0,2.68,0,0,0,4.02,0,0,0,0,0,0.67,0,2.01,0.112,15,0
0,0.36,0,0,0,0.24,0,0,0,1.58,0,0,0,0,0,0,0.12,0.24,0,12,0
0,0.42,0,0,0,0,0,0.21,0.21,2.14,0,0,0,0,0,0,0,0.21,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,1,0
0,0.46,0,0,0,0,0,0.23,0,1.63,0,0,0,0,0,0,0,0.23,0,5,0
