@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R5-6,13-14,17-18,20-21,23-24,27,29-31,33-34,43,46-48,51-52,56,58'

@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0.51,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0.371,8,0
0,0,0,0,0,0,0,0,0,0,0.72,0.72,0,0,0.72,0,0,0,0,0,0,0,7,0
1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,5,0
0.82,0,0,0,0,0,0,0,0,0,1.65,0.82,0.82,0.82,0,0.82,0,0,0,0,0,0.24,34,0
0.12,0.12,0,0,0,0,0,0.24,0,0,0.12,0,0,0,0.36,0,0,0,0,0,0.033,0,78,0
0,0,0,0,0,0,0,1.12,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0.203,20,0
0,0,0.24,0,0,0,0,0.24,0,0,0,0,0.24,0,0,0,0,0,0.74,0,0.119,0,75,0
0,0.12,0,0,0,0,0,0.24,0,0,0.49,0.24,0.24,0.24,0.37,0.24,0.24,0,0,0,0.055,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,83,0
0,0,0,0,0,0,0,1.75,0,0,3.5,0,0,0,0,0,1.75,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0.205,0,21,0
0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0.26,0,2.4,0,0,0.53,0,0,0,0,0,0,0,0,0.53,0,0,8,0
0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0.47,0,0,0.71,0,0,0,0,0.11,0,0,0,0,0.113,0.056,38,0
0.28,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.08,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
0,0,0,0,0,0,0,0.69,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
2.42,0,0,0,0,0.4,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,35,0
0.45,0,0.68,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0.22,0.91,0,0,0.038,0,13,0
0,0,0,0,0,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,0,0,1.149,3,0
0,0,0,0,0,0,0,0,0,0,4.76,4.76,4.76,4.76,0,4.76,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,4.28,0,0,4.28,1.42,1.42,1.42,0,1.42,1.42,0,0,0,0,0,12,0
0.33,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0.33,0,0,0,0,0,0.116,0,19,0
0,0,0,0,0,0,0,10.71,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0.27,0,0,0,0,51,0
0,0.7,0,0,0,0,0,0.7,0,0,1.41,0,0,0,0,0,0,0,0,0,0,0,5,0
0.52,0,0,0,0,0.52,0,0.52,0,0,0.52,0,0.52,0,0,0,0,0,0,0,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,4,0
0.24,0,0,1.48,0,0,0,0,0,0,0.24,0,0,0.24,0,0,0,0,0,0,0,0,235,0
0.73,0.24,0,0,0,0,0,0.49,0,0,1.47,0.49,0.49,0.49,0,0.49,0.73,0,0,0,0.041,0.041,12,0
0,0,0,0,0,0,0,1.01,0,0,1.01,0,0.67,0,0,0,0.33,1.01,0,0,0,0,13,0
0,0,0,0,0,0.42,0,0.42,0,0,0.85,0.42,1.7,0.42,0,0.85,0.85,0,0,0,0.134,0.134,17,0
0.87,0.43,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0.059,0.059,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344,17,0
0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,2.04,0,0,0,0,0,0,2.04,2.04,0,0,0,0,0,0,0,0,10,0
0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0,0,0,0,0,0,0,0,0,0,3.12,3.12,3.12,3.12,0,3.12,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,1.01,0,0,0.181,0.181,12,0
0,0,0,0,0,0,0,0,0,0.13,0,0,0.13,0,0,0,0,0,0,0,0,0.024,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,1,0
1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0
0.09,0.05,0.01,0,0.01,0.01,0.01,0.05,0,0,0.01,0,0,0,1.43,0,0.01,0,0.01,0,0.063,0,66,0
2.01,0,0,0,0,0.2,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,17,0
0,0,0,0,0,0,0,0,0,0,1.72,1.72,1.72,1.72,0,1.72,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,2.11,0,0,0.256,0,18,0
0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.02,0.02,0.02,0.2,0.33,0.12,0,0.12,0,0,0,0,0,0,2.17,0,0.02,0.15,0.05,0.05,0.003,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.02,0.11,0,0,0,0,0,0.02,0.05,0,0,0,0.02,1.15,0,0,0,0.126,49,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,3,0
0.37,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.61,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0.098,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,7,0
0.09,0,0,0,0,0,0,0,0,0,0.28,0.09,0.18,0.09,1.12,0.09,0.18,2.24,0,0.09,0.095,0.013,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08,0.16,0,0.24,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,1.54,0,0.01,55,0
0,0,0,0.66,0.13,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0.93,0,0,0,57,0
0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0.17,0,0,2.8,0,0,0.118,0,20,0
0.28,0,0,0.05,0,0.05,0,0.17,0,0,0.05,0,0,0,0.28,0,0,0,0,0,0.091,0,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0.89,0,0,2.67,0,0,0,0,0,0,0.89,0,0,0,0,15,0
1.06,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0.13,0,0,0.53,0,0,0,0,0,0,0,0.13,0,0.53,0,0.13,0,0.014,143,0
0,0.11,0,0,0,0,0,0.22,0,0,0.11,0,0,0,0.56,0,0,0,0,0,0.031,0,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505,4,0
0,0,0,0,2.63,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0.53,0,0,0,0.26,0,0,0,0,0,0,0.53,0.8,0,0,0,0,0,0,0,0,0,6,0
0,0.16,0,0,0.48,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,39,0
0.27,0.13,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0.025,82,0
0.09,0.04,0,0,0.19,0,0,0.64,0,0,0,0,0.19,0.14,0.04,0,0,0,0,0,0,0.014,26,0
0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0.751,0,4,0
0,0,0,0,0,0,0,0,0,0,4.76,4.76,4.76,4.76,0,4.76,0,0,0,0,0,0,11,0
0.23,0.23,0,0,0,0,0,1.91,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0,0.37,24,0
0.34,0.22,0.11,0,0,0,0,0.22,0,0,0.11,0,0,0,0.34,0,0,0,0,0,0.08,0,32,0
0.74,0,0,0,0,0,0,0.74,0,0,1.49,0.74,0.74,1.49,0,0.74,0.74,0,0,0,0.111,0,12,0
0,0.13,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,26,0
0,0,0,0,0,0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,2.56,2.56,2.56,2.56,0,2.56,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,1.88,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0.2,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0.109,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,4,0
0,0,0,0,0,2.04,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.35,0,0,0,0,0,0,0,76,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.645,7,0
0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1.31,0,0,1.31,0.65,0.65,0.65,0,0.65,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,1.11,0,0,7,0
0,0.09,0.09,0,0.38,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0.013,24,0
0,0,0,0,0,0,0,2.06,0,0,0.68,0,0,0,0,0.68,0,0,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,4,4,4,4,0,4,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,1,0
0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,2.17,1.08,1.08,1.08,0,1.08,0,0,0,0,0,0,34,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.8,0,0,0,0.72,0,0,1.08,0,0,0,0.72,0.36,0,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0.17,0,0,0.08,0,0,0,0.26,0,0,0,0,0,0.084,0,81,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0.47,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.94,0,0,0,0.119,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72,0,0,0.52,0,0,0.151,0,18,0
0.5,0,0,0,0,0,0,0,0,0,5.55,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0.502,11,0
0,0.23,0,0.46,0,0,0,0,0.23,0,0,0,0,0,0.23,0,0,0,0,0,0,0,74,0
0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,9,0
1.06,0,0,0,0,0,0,1.06,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,1.16,0,0,0,0,1.16,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,3,0
2.04,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,1.2,1.2,1.2,1.2,1.2,1.2,0,0,0,0,0,0,11,0
0.5,0,0,0,0.5,1.01,0,3.04,0,0,1.01,0,1.01,0,0,0,0,0,0,0,0,0.055,45,0
0.65,0,0,0,0.65,0,0,0,0,0,0,0,0.65,0,0,0,0.65,0,0,0,0,0.093,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.84,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,7,0
0.82,0,0,0,0.82,0,0,0,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0.119,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,1.63,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,2.32,2.32,2.32,2.32,0,2.32,0,2.32,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,2.32,2.32,2.32,2.32,0,2.32,0,0,0,0,0,0,11,0
0.14,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0,0,0.14,0,0,0,0.021,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,7,0
0.61,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0.61,0,0,0,0.043,0,19,0
0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0.028,0,33,0
0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,1.24,0.62,0.62,0.62,0,0.62,0.62,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,3,0,0.17,0.12,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
0.2,0,0.06,0,0,0,0.06,0.73,0,0,0,0,0,0.26,0,0,0,0.06,0,0.2,0,0.028,29,0
0,0,0.19,0,0,0.19,0,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1.53,0.51,0,0,0,0,0,0,0,0,2.05,0.51,2.05,0.51,0,0.51,0,0.51,0,0,0,0,24,0
0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,5,0
0,0,0,0,0,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.88,0,0,0,0.054,14,0
0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,0,0,0,0.094,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,5,0
0,0.78,0.78,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0.12,47,0
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0.48,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0.082,47,0
0,0,0.66,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,0,0,0.105,47,0
0,0.78,0,0,0,0.78,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,2,0
1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653,5,0
0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0.51,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,6,0
0,0.38,0,0,0,0,0,1.16,0,0,0,0.38,0,0,0,0,0,0,0,0,0.065,0,11,0
0,0,0,0,0,1.69,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0.21,0.42,0,0,0,0.071,43,0
0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,43,0
0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0.073,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.059,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232,8,0
1.06,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.52,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0.344,11,0
0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533,31,0
0,0,0,0,0,0.49,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,55,0
0,0,0,0,0,0.49,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147,55,0
0,0,0.61,0,0,0.3,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448,70,0
0,0,0.6,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,7,0
0,0,0,0,0,0,0,2.12,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,73,0
0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,7,0
0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594,16,0
0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,16.7,0,0,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.28,0.28,0.28,0,0,0.46,0,0.93,0,0,0,0,0,0,0,0,0,0.09,0.09,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,11,0
0.18,0.18,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0.099,11,0
0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.4,0,0,0.145,0,5,0
0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,1,0
0,0,0,0,0,0.59,0,1.19,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,1,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0.353,4,0
