@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_money numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_edu numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0.09,0.49,0,0.19,0,0.39,0.19,0,0,0,1.09,0,0.09,0,0,0,0,0,0,0,0.766,0.037,1.31,1
0.14,0.18,0,0.14,0.18,0.84,0.61,0.09,0.32,0.89,1.87,0,0.28,0,0,0,0,0,0,0.04,0,0.101,0.109,1
0.9,0,0,0,0.9,0,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0,0,0.153,0.612,1
0,0.29,0,0,0.58,0.58,0,0,0,1.46,1.16,0,0,0,0,0,0,0,0,0,0,0.086,0,1
0.47,0.31,0,0.13,0.05,0.76,0.57,1.23,0,0.1,1.49,0,0.34,0,0,0,0,0,0,0,0,0.067,0.858,1
0,1.15,0,0.28,0.57,0.28,0,0,0,1.72,2.01,0,0.28,0,0,0,0,0,0,0,0,0.142,0,1
0,0,0,0,0.44,0,0,0,0,0.44,1.34,0,0.44,0,0,0,0,0,0,0,0,0.068,0.896,1
0.54,0.13,0,0.16,0,0.16,0.38,1.19,0.13,0.19,0.81,0,0.57,0,0,0,0,0,0,0,0,0.086,0.15,1
0.34,0.25,0,0.43,0.08,1.46,0.94,0,0.17,0.08,0.77,0.17,0.34,0,0,0,0,0,0,0,0,0.048,0.258,1
0,1.09,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0.173,0.519,0.692,1
0,0,0,0.35,0,0.71,0,0,0,5.35,2.85,0,0,0,0,0,0,0,0,0,0,0.102,0,1
0.1,0.2,0,0.8,0.5,0.1,0.3,0,1.61,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0.11,0.158,1
0.42,0.46,0,0.11,0,0.62,0.5,1.32,0.03,0.23,1.51,0,0.46,0,0,0,0,0,0,0,0,0.076,0.585,1
0,0.3,0,0,0.15,0.45,0.15,0,0.15,0.15,0.6,0,0,0,0,0,0,0,0,0,0,0.02,0.02,1
0,0,0,0.43,0.43,0,0.43,0,0,0.43,0.86,0,0,0,0,0,0,0,0,0,0,0.129,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0.186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.431,1
0,0.82,0,0.32,0,0.65,0,0,0,0.16,1.47,0,0.32,0,0,0,0,0,0,0,0,0,0.29,1
0.06,0.12,0,0.32,0.38,0,0.25,0,0.12,0,0.7,0,0,0,0,0,0,0,0,0,0.04,0.03,0.071,1
0.64,0,0,0.38,0,0.25,1.03,0,0,0.77,0.51,0.12,1.03,0.12,0,0,0,0,0,0,0,0.161,0.299,1
0,0.58,0,0,0,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,1
0,0,0,0,0.53,0,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06,0.12,0,0.32,0.38,0,0.25,0,0.12,0,0.71,0,0,0,0,0,0,0,0,0,0.04,0.03,0.081,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.9,0.9,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.59,0,0,0,0,0,1.19,0,0.59,0,0,0,0,0,0,0,0,0,0,1
0.34,0.26,0,0.43,0.08,1.47,0.95,0,0.17,0.08,0.78,0,0.34,0,0,0,0,0,0,0,0,0.048,0.259,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.408,1
0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,1.49,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,1
0.18,0,0,0.09,0,0,0.09,0.36,0,0,3.38,0,0.09,0,0,0,0,0,0,0,0,0.06,0.015,1
0.15,0.21,0,0.15,0.05,0.42,0.42,0.05,0.05,0,1.58,0,0.31,0,0,0,0,0,0,0,0.027,0.184,0.388,1
0.7,0,0,0,0,0.35,0,0,0,2.1,2.1,0,1.4,0,0,0,0,0,0,0,0,0.116,0,1
0,0,0,0,0,0,0,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0,0,0.121,0,1
0,1.26,0,1.26,0,0,0,0,0,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0.198,0.596,1
0.11,0.22,0,0.45,0,1.59,0.22,0.11,2.16,0,1.25,0,0.45,0,0,0,0,0,0,0,0.018,0.17,0.132,1
0,0.36,0,0.36,1.47,0.36,0,0,0,0.36,0.73,0,0,0,0,0,0,0,0,0,0,0.183,0.061,1
0,0.39,0,0,0.19,0.19,0,0,0,0,0.39,0,0.39,0,0,0.19,0,0,0,0,0,0.074,0.548,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.071,0.071,0.023,1
0,0.43,0,0,0,0.43,0,0,0,0,0.43,0,0.87,0,0,0,0,0,0,0,0.075,0.075,0.151,1
0,0,0,0.91,0,0,0.3,0,0,0.3,3.03,0,0.3,0,0,0,0,0,0,0,0,0.211,0.211,1
0,0.94,0,0,0,0.94,0,0,0,2.83,0.94,0,0,0,0,0,0,0,0,0,0,0,0,1
0.05,0.3,0,0.05,0,0,0.2,0,0.05,0,0.75,0,0.2,0,0,0,0,0,0,0,0,0.036,0.118,1
0,0.8,0,0,0,0.8,0,0,0,1.61,2.41,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,1
0.12,0.12,0,0.12,0,0,0,0,0,0.24,0.73,0,0,0,0,0.98,0,0,0,0,0.061,0.02,0.041,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0.198,1
0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,1.36,0,0.68,0,0,0,0,0,0,0,0,0,0.238,1
0,0.4,0,0,0.81,0.4,0,0,0,0,0.81,0.81,0,0,0,0,0,0,0,0,0.123,0.246,0.123,1
0,0,0,0,0.14,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.08,0.784,1
0,0,0,0,0.37,0.75,0,0,0,0.37,1.13,0,0,0,0,0,0,0,0,0,0,0.063,0.189,1
0,0.26,0,0.26,0.08,1.56,0.17,0.08,0.69,0.86,1.3,0,0.34,0,0,0.08,0,0,0,0.08,0.096,0.234,0.261,1
0,0.42,0,0,0,0,0,0,0,0.42,1.68,0,0,0,0,0,0,0,0,0,0,0.066,0,1
0.54,0,0,0,0,0,0,0,0,0.54,5.97,0,0,0,0,0,0,0,0,0,0,0,0.318,1
0,0,0,0,0,0,1.44,0,0,1.44,1.44,0,0,0,0,0,0,0,0,0,0,0,0.271,1
0,0,0,0.46,0.93,0,0.46,0,0,0.46,1.4,0,0,0,0,0,0,0,0,0,0,0.135,0,1
0,0,19.16,0,0.18,0,0,0,0,1.89,0,9.48,0.18,0,0,0,0,0,0,0,0,0,0,1
2.35,0,0,0,2.35,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0.336,1
0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0.132,0,1
0,0,9.16,0,0.55,0.27,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0.387,0,0,1
0.32,0,0,0.32,0.16,0,0.16,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0.05,0.075,1
0,0,0,0,0,0,0,0,0,0.92,1.85,0.46,0,0,0,0,0,0,0,0,0,0.142,0.5,1
0,0,0,0,0,0.55,0,0,0,0.55,1.1,0,0,0,0,0,0,0,0,0,0,0.097,0,1
0,0,0,0,0,0.23,0,0,0,0.23,1.19,0,0,0,0,0,0,0,0,0,0,0.112,0.037,1
0,0.67,0,0.33,0.33,0,0,0,0,1,3.02,0,0.67,0,0,0,0,0,0,0,0,0.053,0,1
0,0,0,0.64,0.32,0,0.32,0,0,0.32,3.24,0,0.32,0,0,0,0,0,0,0,0,0.112,0.168,1
0.33,0.42,0,0.25,0,1.09,0.16,0,0,0.67,0.92,0,0.5,0,0,0,0,0,0,0,0.014,0.029,0.378,1
0,0,0,0,0,0,0,0,0,0.8,2.4,0,0,0,0,0,0,0,0,0,0,0.274,0,1
0,0,0,0.48,0.48,0.96,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0.163,0,1
0.62,0,0,0,0.62,0,0,0,0,0,1.86,0,0.62,0,0,0,0,0,0,0,0,0.31,0,1
0,0,0,0,0,0,0,0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0.714,0,0,1
0,0.68,0,0,0.68,0.68,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0.11,1
0.1,0,0,0.1,0.1,0.2,0,0.6,0,0.91,1.72,0,0.2,0,0,0,0,0,0,0,0,0.096,0.16,1
0,0,0,0,0.74,0,0,0,0,0,2.61,0,0.37,0,0,0,0,0,0,0,0,0,0.552,1
0.64,0,0,0,0.64,0,0,0,0,0.64,3.2,0,0,0,0,0,0,0,0,0,0,0,0.459,1
0.08,0.08,0,1.02,0.25,0.08,0.17,0,2.21,0.25,0.42,0,0.08,0,0,0,0,0,0,0.08,0,0.063,0.114,1
0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0.42,0,0.21,0,1.48,0,0.057,0,1
0,0.18,0,0,0.18,0.55,0,0,0.18,0,0.74,0,0,0,0,0.74,0,0,0,0,0,0.058,0.029,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0.81,1.63,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,4.76,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71,0,0,0.17,0.35,0.35,0,0,0,0.35,1.97,0,0.53,0,0,0,0,0,0,0,0,0.029,0.029,1
0.6,0,0,0,0.6,0,0,0,0,0,1.21,0,0.6,0,0,0,0,0,0,0,0,0,0.304,1
0.12,1.76,0,0,0.12,3.9,0.12,0,0,0.25,1.38,0,0.12,0,0,0,0,0,0,0,0.019,0.379,0.119,1
0.46,0,0,0,0,0,0,0,2.31,0,2.31,0,0,0,0,0,0,0,0,0,0,0.49,0.816,1
0,0,0,0,7.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,1.06,1.06,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.58,0,0,0.39,0.58,0.19,0.39,0,0,0.58,0.39,0,0,0,0,0,0,0,0,0,0,0.271,0.135,1
0,0,0,0,0,0,0,0,0,1.61,0,1.61,0,0,0,0,0,0,0,0,0.714,0,0,1
0,0,0,0,0,0.56,0,0,0,0.56,1.12,0,0,0,0,0,0,0,0,0,0,0.101,0,1
0,0,0,0.65,0,0,0,0,0,0.32,2.94,0,0,0,0,0,0,0,0,0,0,0.11,0.83,1
0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.23,0,0,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,3.12,0,0,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.11,0,0.47,0.23,0.11,0,0.11,0,2.13,0.35,0,0.11,0,0,0.35,0,0,0,0,0,0.057,0.191,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0.48,0,0,0,0.185,0,1
0,0.95,0,0,0,0,0,0,0,0,1.91,0,0.47,0,0,0,0,0,0,0,0.067,0.202,0,1
0,0,0,0.18,0,0,0.11,0,0,0,0.02,0,0.04,0.07,0,0,0,0.02,0,0,0,0.116,0,1
0,0.53,0,0,0,0,0,0,0,0.53,1.06,0,0,0,0,0,0,0,0,0,0,0.087,0,1
0,0,0,0,0,0,0,0,0,0.64,1.29,0,0,0,0,0,0,0.64,0,0,0,0.224,0,1
1.03,0,0,0,0,0,0,0,0,1.03,1.03,0,0.51,0,0,0,0,0,0,0,0,0,0.176,1
0.87,0.17,0,0.32,0,0.42,0.87,1.69,0,0.32,1.32,0,0.84,0,0,0,0,0,0,0,0.016,0.058,0.165,1
0,0,0,0,0,0,0,0,0,0.25,0,8.29,0,0,0,0,0,0,0,0,0.218,0.087,0.174,1
0.44,0,0,0,0,0.44,0,0,0,0.44,1.78,0,0.44,0,0,0,0,0,0,0,0,0,0.15,1
0,0,0,0,0,0,0,0,0,1.16,1.75,0,0,0,0,0,0,0,0,0,0,0.133,0,1
0,0,0,0.79,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.115,0.231,0,1
0.19,0.19,0,0,0,0,0,0,0,0.59,3.14,0,0.19,0,0,0,0,0,0,0,0,0,0.032,1
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.06,0.06,0,0,0,0.06,0.13,0,0,0.2,1.21,0,0.06,0,0,0,0,0,0.13,0,0.021,0.107,0.085,1
0,0,0,0.65,0.32,0,0.32,0,0,0.32,3.25,0,0.32,0,0,0,0,0,0,0,0,0.105,0.157,1
0.5,0.25,0,0.23,0.02,0.69,0.5,0.92,0.02,0.33,1.43,0,0.46,0,0,0,0,0,0,0,0,0.069,0.523,1
0,0,0,0,0.31,0.63,0.31,0,0,0.31,0.31,0,0,0,0,0,0,0,0,0,0,0.135,0,1
0.09,0.49,0,0.19,0,0.39,0.19,0,0,0,1.09,0,0.09,0,0,0,0,0,0,0,0.778,0.037,1.33,1
0,0,0,0.54,1.63,0,0,0,0,0.54,2.18,0,0,0,0,0,0,0,0,0,0,0,0.171,1
0,0.22,0,0,0,2.75,0,0,0.68,0.45,4.12,0,0.22,0,0,0.22,0,0,0,0,0.028,0.114,0.229,1
0,0,0,0,0,0,0,2.05,0,0,0,0,0,0,0,0,0,0,0,2.73,0.098,0.589,0,1
1,0,0,0.66,0,0,0.66,0,0,0.66,0.33,0,0.33,0,0,0,0,0,0,0,0,0.06,0.541,1
0,0.22,0,0,0.22,0.68,0,0,0,0.68,1.13,0,0.45,0,0,0,0.45,0,0,0,0,0.033,0.133,1
0,0,0,0,0,0,0,0,0,1.28,3.84,0,0,0,0,0,0,0,0,0,0,0,0.23,1
0.17,0,0,0.34,0.05,0.05,0.29,0.05,0,0,1.04,0,0.05,0,0,0,0,0,0,0,0.01,0.05,0.162,1
0,0,0,0,1.11,0,0,0,0,2.22,3.33,0,0,0,0,0,0,0,0,0,0,0.138,0.138,1
0.06,0.12,0,0.32,0.38,0,0.25,0,0.12,0,0.7,0,0,0,0,0,0,0,0,0,0.041,0.031,0.073,1
0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0.176,0.352,1
0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.33,0,0,0,0,0.11,0,0,0,0.55,1.1,0,0.22,0,0,0,0.11,0,0,0,0,0.173,0.193,1
0.87,0.17,0,0.32,0,0.42,0.87,1.69,0,0.32,1.32,0,0.84,0,0,0,0,0,0,0,0.016,0.058,0.165,1
0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392,0,1
0,1.63,0,0,1.63,0,0,0,0.81,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,1
0.44,0,0,1.32,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0.222,0,0.37,1
0.53,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0.062,0,1
0,0,0,0.76,0,0,0.38,0,0,0.38,2.3,0,0.38,0,0,0,0,0,0,0,0,0.122,0.061,1
0,0,0,0,0,0,0,0,0,1.43,1.43,0,0.71,0,0,0,0,0,0,0,0,0.265,0,1
0.28,0,0,0.28,0,0,0,0,0,0.14,1.28,0,0.42,0,0,0,0,0,0,0,0,0.047,0.118,1
0,0.89,0,0,0,0.12,0.12,0,1.15,0,1.27,0,0.12,0,0,0.12,0,0,0,0,0,0.164,0.061,1
0,0,0,1.29,0,0,0,0,0,2.59,1.29,1.29,0,0,0,0,0,0,0,0,0,0.439,0,1
0,0,0,0,0,0,1.44,0,0,1.44,1.44,0,0,0,0,0,0,0,0,0,0,0,0.271,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.431,1
0,0,0,0.48,0,0,0,0,0,0.48,1.44,0,0.24,0,0,0,0,0,0,0,0,0.036,0.184,1
0.34,0.05,0,0.17,0,0.23,0.34,0,0,0.58,1.5,0,0.34,0,0,0,0,0,0,0,0,0.204,0.186,1
0.17,0,0,0.35,0.05,0.05,0.29,0.05,0,0,1.11,0,0.05,0,0,0,0,0,0,0,0.01,0.052,0.167,1
0,0,0,0,0.26,0,0,0,0,0.26,0.52,17.1,0,0,0,0,0,0,0,0,0.462,0.084,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1.47,0,0,1.47,0,0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0.338,0.169,1
0,0,0,0.38,0.38,0.77,0,0,0,0.77,1.15,0,0.38,0,0,0,0,0,0,0,0.063,0.127,0,1
0,0.69,0,0,0.17,0,0.69,0.69,0.69,0,1.55,0,0.17,0,0,0,0,0,0,0,0,0,0.106,1
0,0,0,0,0,0,0,0,0,0,1.1,1.93,0,0,0,0,0,0,0,0,0,0,0,1
0.1,0.1,0,0.2,0.4,0.8,0,0,0,0.1,2.02,0,0.3,0,0.1,0,0,0.1,0,0,0,0,0.397,1
0.09,0,0,0.09,0,0,0,0.36,0,0,3.27,0,0.09,0,0,0,0,0,0,0,0.015,0.047,0.031,1
0,0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.78,0,0.78,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,1
0.59,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,0,0,0,0,0,0,0,0.763,1
0,0,0,0,0,0,2.58,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0.142,0,0,1
0.41,0,0,0.61,0,0.2,0,0,0,0.41,3.09,0,0.61,0,0,0,0,0,0,0,0,0.099,0.132,1
0,0,0,0.44,0,0,0,0,0,1.33,4.46,0,0,0,0,0,0,0,0,0,0,0.074,0,1
0,1.22,0,0,0.81,0.81,2.04,0,0,3.27,0.4,0,0,0,0,0,0,0,0,0,0,0.64,0.8,1
0.1,0.2,0,0.8,0.5,0.1,0.3,0,1.61,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0.11,0.158,1
0,0,0,0.99,0.33,0,0.33,0,0,0.33,3.3,0,0.33,0,0,0,0,0,0,0,0,0.107,0.161,1
0.1,0.1,0,0.3,0.4,0.81,0,0,0,0.1,2.03,0,0.3,0,0.1,0,0,0.1,0,0,0,0,0.397,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0,1
0.28,0.14,0,0,0.14,0,0,0,0,0,1.12,10.82,0.28,0,0,0,0,0,0,0,0,0,0.342,1
0,0,0,0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0.141,0,1
0,0,0,0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.3,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0.046,0,0.322,1
0.98,0,0,0,0,0,0.98,0,0,0.65,3.93,0,0.65,0,0,0,0,0,0,0,0,0,0.411,1
0.5,0.4,0,0.03,0.13,0.77,0.54,1.14,0.03,0.27,1.45,0,0.6,0,0,0,0,0,0,0,0,0.071,0.5,1
0,0.65,0,0,1.31,0,0,0,0.65,0,0.65,0,0.65,0,0,0,0,0,0,0,0,0,0,1
0.13,0.27,0,0.13,0,0.13,0.27,0.13,0.41,0.13,2.08,0,0.27,0,0,0,0,0,0,0,0,0.025,0.05,1
0.77,0.38,0,0.57,0,1.15,0.38,0,1.15,0.19,1.15,0,0.77,0,0.19,0,0,0,0,0,0.027,0.027,0.191,1
0,0.66,0,0,0,0,0,0,0,0.33,1.32,0,0,0,0,0,0,0,0,0,0,0.053,0,1
0,0,0,0,0,1.81,0,0,1.81,1.81,0,0,0,0,0,0,0,0,0,0,0,0.628,0.943,1
0.71,0.35,0,0,0,0.35,0,0,0,0.35,1.43,0,0,0,0,0,0,0,0,0,0,0.061,0,1
0.62,0,0,0,0.62,0,0,0,0,0,1.24,0,0.62,0,0,0,0,0,0,0,0,0,0.322,1
0.25,0.17,0,0.08,0,0.08,0,0,0,0.08,1.2,0,0.08,0,0,0,0,0,0,0,0,0.015,0.015,1
0.1,0.1,0,0.03,0,0.1,0,0,0,0.17,1.35,0,0.17,0,0,0,0,0,0.03,0,0,0.071,0.065,1
0,0,0,0,0,0,0,0,0,0.95,0.47,0,0,0,0,0,0,0,0,0,0,0.131,0.263,1
0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,0,0,0,0,0,0,0.072,0.072,0,1
0.65,0.49,0,0.16,0,0.49,0,0,0.16,1.14,1.8,0,0.49,0,0,0,0,0,0,0.16,0,0.225,0.225,1
0,0,0,0,0,1.81,0,0,0,0.22,1.81,0,0,0,0,0,0,0,0.45,0,0.159,0.558,0,1
0.56,0,0,0.08,0,0,0.56,0,0,0.24,2.01,0,0.32,0,0,0,0,0,0,0,0,0.121,0.054,1
0,0,0,0.65,0.32,0,0.32,0,0,0.32,3.25,0,0.32,0,0,0,0,0,0,0,0,0.111,0.166,1
0.15,0.3,0,0.3,0,1.52,0.3,0,0.61,0.3,2.44,0,0.3,0,0,0,0,0,0,0,0,0.025,0.225,1
0,0,0,0,0,1.47,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,1
0.49,0.32,0,0.16,0.05,0.79,0.6,1.23,0,0.21,1.5,0,0.35,0,0,0,0,0,0,0,0,0.064,0.626,1
0.35,0,0,0.7,0.35,0,0,0,0,0.7,2.82,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0.3,0,0,0.3,0.3,0.15,0,0,0,0,0,0,0,0,0,0.472,0.067,0.044,1
0,1.19,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.52,0,0.17,0.17,0,0,0,1.74,0.17,0,0,0.17,0,0,0,0,0,0,0,0.072,0.681,1
0,0,0,0,0.14,0,0,0,0,0,2,3.86,0,0,0,0,0,0,0,0,0,0.048,0.072,1
0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0.289,0,1
0.14,0.29,0,0.29,0,1.47,0.29,0,0.58,0.29,2.35,0,0.29,0,0,0,0,0,0,0,0,0.023,0.215,1
0.54,0,0,0,0,1.08,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0.051,0,1
0.08,0.08,0,1.02,0.25,0.08,0.17,0,2.22,0.25,0.42,0,0.08,0,0,0,0,0,0,0.08,0,0.063,0.114,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,1
4.54,4.54,0,0,0,0,0,0,0,4.54,4.54,0,9.09,0,0,0,0,0,0,0,0,0,0,1
0.51,0.17,0,0.34,0,0.17,0.17,0.34,0,0.17,2.05,0,1.36,0,0,0,0,0,0,0,0,0,1.961,1
0,0,0,0.51,0.51,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0.09,0,1
0.27,0.27,0,0.27,0,0.82,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0.279,0.093,1
0,0,0,0,0,0.41,0,0,0,0.41,0.41,0,0,0,0,0.41,0,0,0,0,0,0.125,0.062,1
0,0,0,0,0.48,0,0,0,0,0.48,2.41,0,0,0,0,0,0,0,0,0,0,0.081,0.243,1
0,1.56,0,0,1.56,1.56,0,0,0,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0.183,0.183,1
0.65,0,0,0,0,0,0,0,0,1.3,2.61,0,0,0,0,0,0,0,0,0,0,0,0.463,1
0,0,0,0,0,0,0,0,0,1.74,3.48,0,0.58,0,0,0,0,0,0,0,0,0.082,0.082,1
0.3,0,0,0.3,0.61,0.61,0,0,0,0.3,0.92,0,0,0,0,0,0,0,0,0,0,0.051,0.051,1
0.1,0.2,0,0.8,0.5,0.1,0.3,0,1.61,0.1,0.7,0,0.1,0,0,0,0,0,0,0.1,0,0.11,0.158,1
0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,1
1.24,0.41,0,0,0,0,0,0,0,0.41,1.24,0,0.41,0,0,0,0,0,0,0,0,0.068,0.549,1
0,0,0,0,0.65,0,0,0,0,0.65,0.65,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.17,0.17,1.24,0,0,0.89,0,1.42,6.41,0,0,0,0,0,0,0,0,0,0,0.216,1
0,0,0,0,2.94,1.47,0,0,0,0,4.41,0,0,0,0,0,0,0,0,0,0,0.141,0.141,1
0.16,0,0,0.65,0,0,0,0,0.16,0.32,1.14,0,0.32,0,0,0,0,0,0,0,0,0.027,0.027,1
0.76,0.19,0,0.12,0,0.31,0.31,0.38,0,0.38,1.26,0,0.76,0,0,0,0,0,0,0,0,0.085,0.235,1
0.33,0.16,0,0.67,0.16,0.16,0,0,0.33,1.52,2.37,0,0,0,0,0,0,0,0,0,0,0.113,0.084,1
0,0,0,0,0,0,0,0,0,0.71,2.15,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0.383,1
0,0,0,0.65,0.32,0,0.32,0,0,0.32,3.25,0,0.32,0,0,0,0,0,0,0,0,0.111,0.166,1
0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.55,0,0,0.55,0,0.55,0,0,0.55,1.66,0,0,0,0,0,0,0,0,0,0,0.255,0.34,1
0.17,0,0,0.08,0.08,0.08,0.17,0.17,0,0,3.17,0,0.08,0,0,0,0,0,0,0,0,0.084,0.014,1
1.18,0.39,0,0.98,0.19,0.39,0,0.19,0,0.98,1.38,0,1.38,0,0,0,0,0,0,0,0,0.231,0.308,1
0.13,0.13,0,0.27,0.27,0.27,0.27,0,0.13,0,2.65,0,0.55,0,0,0,0,0,0,0,0,0.018,0.182,1
0.84,0.84,0,0,1.69,0.84,0,0,0,10.16,2.54,0,0.84,0,0,0,0,0,0,0,0,0,0.278,1
0,0,0,0.29,0.29,0,0,0,0,0.87,2.9,0,0.58,0,0,0,0,0,0,0,0,0.046,0,1
