@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R3-5,7,12,15,17-18,20,23-24,27,33,39,41,43,47-50,52-53,56,58'

@attribute Word_freq_all numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_george numeric
@attribute Word_freq_data numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
1.29,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0.5,0,0,0,0.176,0,0,12,0
0,0,0,0,0.75,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.066,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,1.408,0,0,0,6,0
0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0.286,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,1.3,0,0,0,0.182,0.339,0,0,44,0
0.09,0,0.56,0,0.46,0,0.37,0,0,0,0,0,0,0.09,0,0,0,0,0,0.081,0,0,25,0
0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,6,0
0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0.105,12,0
0,0,0,0.49,0.49,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0.336,0.588,0,0,42,0
0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.31,0,0,0,0,0,0,12,0
0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,10,0
0,0,0.44,0,0.88,0,0,0,0,0,0,0.88,0,0.88,0,0.88,0,0,0,0.146,0,0,13,0
0,0,3.07,0,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.29,0,0.29,0,0.88,0,0,0.88,0.29,0,0,0.29,0,0,0,0,0,0,0.075,0.113,0.113,0.265,16,0
0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1.46,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0.48,0,0,0.471,0.55,0.078,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,15,0
0,0,1.92,0,2.88,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,1.07,0,0,0,0,0,0,1.88,1.88,0.8,0,0.8,0,0,0,0.412,0.091,0,12,0
0.79,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0.25,0,0,0,0.38,0,0,0,0,0,0,0.12,0.51,0,0,0,0,0,0.054,0.162,0,0.036,32,0
0,0,0,0,1.4,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0.266,0,0,200,0
0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0,0,0,0,0,0,0.54,0,0,28,0
0,0,0.33,0,0.33,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.176,0,7,0
0,0,0,0,0.17,0,0,0,0,0,0.17,0.88,0,0,0,0,0,0,0,0.031,0.031,0,21,0
0,0,0,0,0.44,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.15,0,0,11,0
0,0,0.44,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0.502,0,0,1,0
0,0,0.66,0,0,0,0,0,0,0,0,1.32,0,0.66,0,0,0,0,0,0.293,0,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0.453,0,0,28,0
0,0,0,0,1.36,0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,8,0
0,0,2.25,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0.128,0,0.128,28,0
0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0.98,0,0,0,0,0,0,17,0
0,0,1.17,0,1.17,0,0,0.39,0.39,0,0,0.39,0,0,0,0,0,0,0.07,0.07,0.07,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
0,0,0,0,0.61,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0.224,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,3.57,0,7.14,0,0,0,0,0.578,1.734,0,0,24,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
1.09,0,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0.2,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0.148,0,0,15,0
1.09,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0.14,0.42,0,0.98,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0,0,6,0
0,0,0.68,0,0.68,0.68,0,0.68,0,0,0,1.36,0,0.68,0,0.68,0,0,0.104,0.418,0,0,12,0
0.2,0,0.2,0,1,0,0,0,0,0,0,0.2,0,0.2,0,0.2,0,0.2,0,0.429,0,0,50,0
0,0,0,0,2.68,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0.194,0,0,21,0
0,0,0,0,0.81,0,0,0,0,0,0,0,0,0.4,0,0,0,2.45,0.126,0.063,0.063,0,12,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0.075,0.075,0,6,0
0,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0.168,0.084,0,15,0
3.44,0,3.44,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0.609,0,0,4,0
0.26,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0.439,0,0,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,11,0
0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0.043,0,7,0
0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.176,0,0,7,0
2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0,0,1,0
0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367,0,0,1,0
0.53,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294,0.367,0,21,0
0,0,0.66,0,0.66,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0.118,0.047,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0.186,0,0,28,0
0,0,0,0,1.4,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,11,0
0,0,0,0,0.76,0,0,0,0,0,0,0.76,0.76,0,0,0,0,0,0.133,0.133,0,0,4,0
0,0,2.85,0,0,0,0,2.85,0,0,0,2.85,2.85,0,0,0,0,0,0,0,0,0,29,0
0.31,0,0,0,0.31,0,0,0,0,0,0,0.07,0.79,0,0,0,0,0,0.096,0.234,0,0.021,42,0
0.26,0,0,0,0.26,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0.043,4,0
0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.81,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0.133,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,2.56,0,0,0.375,0,7,0
0.22,0,0,0,0.34,0,0,0,0,0,0,0.11,0.34,0,0,0,0,0,0.076,0.198,0,0.03,81,0
0.06,0,0.19,0,0.19,0,0,0.06,0,0,0,0.06,1.06,0,0.13,0,0.06,0,0.363,0.143,0,0.019,37,0
3.57,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0.595,0,0,2,0
0,0,0.15,0,0.83,0,0.15,0,0,0.07,0,0,0.07,0,0,0,0,0.07,0.068,0.049,0,0.009,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
1.26,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.141,0,0,10,0
0,0,0,0,1.25,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.103,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0,9,0
0.24,0,0.24,0,0.72,0,0.48,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0
0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0.176,0,0,28,0
0,0,0,0,1.4,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0.266,0,0,200,0
0,0,0,0,0,0,0.37,0,0,0,0,1.86,0,0.74,0.37,0.74,0,0,0,0.192,0.32,0,17,0
0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,0,14,0
0,0,0.6,0,0.6,0,0,0,0,0,0,1.8,0,0.6,0,0.6,0,0,0,0.085,0.085,0,22,0
1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.324,0.487,0,22,0
0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,10,0
0,0,1.33,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0.681,0.227,0,22,0
1.07,0,1.07,0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0.37,0.185,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,1.754,0,0,1,0
0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.09,0,0.29,0,0.29,0.19,0,0,0,0,0,0.09,0.29,0,0,0,0,0,0.111,0.153,0,0.041,41,0
0.1,0,0.27,0,0.05,0.01,0,0.01,0,0,0,0.04,0.36,0,0,0.04,0,0.02,0.221,0.152,0,0.004,38,0
0,0,0,0,1.12,0,0,0,0,0,0.56,1.12,0,0,0,0.56,0,0,0,0.299,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0.863,0,0,33,0
0,0,0,0,1.4,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0.267,0,0,200,0
0,0,0.39,0,0,0,0,0,0,0,0.39,0.39,0,0,0,0,0,0,0.073,0.146,0,0,8,0
0,0,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,0.145,0,0,10,0
0,0,0,0,0.44,0,0,0,0,0,0,0.88,0,0,0,0,0,0,0,0.207,0,0,40,0
0.31,0,0,0,0.15,0,0.26,0.05,0,0,0,0.05,0.47,0,0,0,0,0,0.112,0.202,0,0.014,52,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0.49,0.24,0,0,0.24,0,0,0,0.15,0.037,0,12,0
0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0.304,0,9,0
0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,1.52,1.01,0.5,0,0.5,0,0,0.094,0,0.094,0,12,0
0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.237,0,8,0
0.05,0,0.3,0,0.15,0,0,0.05,0,0,0,0.05,0.2,0,0,0,0,0,0.209,0.158,0,0.014,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0.208,0,11,0
0,0,0,0.88,0.88,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0.133,0,0,9,0
0,0,0,0,0.63,0,0,0,0,0,0,1.91,0,0.63,0,0.63,0,0,0,0.279,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,1.343,0,0,8,0
0.23,0,0.69,0,1.39,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0.068,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,26,0
2.12,0,1.06,0,1.06,0,0,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,6,0
0.36,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0.236,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.3,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,3.84,3.84,0,0,0,0,0,0,0.178,0,7,0
0.29,0,0.07,0,0.22,0,0,0.07,0,0,0,0.07,1.63,0,0,0.07,0,0,0.163,0.228,0,0.021,45,0
0,0,0,0,0,0,0,0,0,0,0,2.32,4.65,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.86,0,0,0,0,0,0,0,4.74,0,0,0,0,0,0,0.062,0,0,6,0
0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,1.72,0,1.72,0,1.72,0,0,0,0.27,0.135,0,13,0
1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
1.1,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.543,0.349,0,0,79,0
0,0,2.22,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0.93,0,0.46,0,0,0,0,0,0,0.93,0,0,0,0.46,0,0,0,0.2,0,0,42,0
0,0,3.44,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574,0,0,4,0
2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0.404,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.75,0.37,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0,0.475,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0
0,0,0,0,1.4,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0.267,0,0,200,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0.265,3,0
0,0,0,0,1.22,0,0,0.61,0,0,0,0,0.61,0,0,0,0,0,0,0.412,0,0,19,0
0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0.391,0,0,4,0
0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0,0.651,3,0
0,0,0,0,0.4,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0.199,0,0,11,0
0.08,0,0,0,0.25,0,0,0.08,0,0,0,0.08,0.25,0,0,0,0,0,0.098,0.16,0,0.024,36,0
0.47,0,0,0.23,0,0,0,0,0,0,0,0.7,0,0.23,0,0.47,0,0,0,0.237,0,0,12,0
0.86,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0.167,0,4,0
0,0,0,0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0.52,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,3,0
0.28,0,0.28,0,0.84,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0.217,0.072,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632,0,1,0
0,0,0.17,0,0.88,0,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,3,0
1.26,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.149,0.149,0,10,0
0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0.33,0,0,0,0,0,0,0,0,0.33,1.33,0,0,0,1.001,0,0,0,20,0
0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0.281,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155,0,0,15,0
0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,7,0
0.16,0,0,0,0.74,0,0.41,0,0,0.24,0,0,0,0,0,0,0,0,0.199,0.105,0,0.023,24,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,1.282,0,1,0
0.27,0,0,0,0.27,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0.051,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,1,0
0.49,0,0.49,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.438,0,1,0
0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0.118,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0.169,0.169,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634,0,0,0.211,4,0
0.69,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,5,0
1.17,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361,0.361,0.18,4,0
1.17,0,0,0,2.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0.284,0.213,12,0
0.9,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0.056,0.227,0.056,0,70,0
0.35,0,0.35,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.064,0.324,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.35,0,0,0,0.71,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.12,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0.87,0,0,0,0.87,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0.138,21,0
0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0,21,0
0,0,0.58,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0.165,0.082,0,17,0
0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.121,0,0.063,0,43,0
0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,4.096,0,0.07,0,43,0
0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,3.672,0,0.06,0,43,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.34,0,0.34,0,1.37,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.232,0.406,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1.66,0,0,0,1.66,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0.903,14,0
0,0.31,0.94,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.074,0,39,0
1.18,0,0.16,0,0.16,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0.031,0.374,0.561,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0.276,0.552,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.478,0,3,0
0.98,0,0,0,0.58,0,0,0.39,0,0,0,0,0,0,0,0,0.19,0,0,0.239,0.444,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0.167,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0,0.079,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0.54,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,5,0
