@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,3,7,12,14-16,26-28,33-34,36-41,43,45-46,52-53,55,57-58'

@attribute Word_freq_make numeric
@attribute Word_freq_all numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_will numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_free numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_original numeric
@attribute Word_freq_re numeric
@attribute Word_freq_edu numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_average numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,1,16,0
0,0,0,0,0,0,0,1.86,1.86,0.93,0,0.93,0.93,0.93,0,0.93,0.93,0,0.93,0.93,0,0,0,2.097,86,0
1.05,0,0,2.1,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.541,61,0
0,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,1.16,0,1.458,0,1.066,16,0
0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,14,0
0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.43,0,0,0,3.25,0,0,2.43,0.285,0,2.136,47,0
0,0.76,0,1.07,0,0,0,0.15,0,0.3,0,0,0,0.15,0,0,0,0,0,0,0,0,0,2.891,347,0
0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,21,0
0,0,0,0.82,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.41,0,0,0,1.394,53,0
0.07,0.07,0,1.43,0,0,0,0,0,0,0,0,0.43,0.14,0,0,0,0,0,0,0,0,0.028,2.394,881,0
0,1.5,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1.833,22,0
0,0.28,0,0.28,0.28,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0.57,0,0.103,0,1.411,24,0
0,0,0,0,0,0,0,0,1.17,2.35,1.17,0,0,0,0,0,0,0,0,0,0,0.203,0,2.541,61,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,53,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0
0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
0,0.1,0,0.1,0.1,0,0,0.1,0,0.1,0.7,0,0.1,0,0,0,0.1,0,0,0,0,0,0,2.037,913,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,4.23,110,0
0,0.73,0,1.47,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,1.827,53,0
0,0.17,0,0.87,0.08,0,0,0,0.08,0,0.61,0,0.08,0.08,0,0,0,0,0,0,0,0,0.022,2.432,540,0
0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,0
0,0,0,1.48,0,0,0,0.74,0,0,0,0,0,1.48,0,1.48,0,0,0,0,0,0,0,4.228,148,0
0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0,0,0,0,1.55,0.77,0.196,0,3.16,79,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,2.56,0,0.473,0,2.454,27,0
0,0,0,0.54,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.969,65,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0.114,0,1.8,36,0
0.97,0.97,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,2.185,59,0
0.1,0.21,0,1.06,0,0,0.1,0.1,0,0,0,0,0.21,0.21,0,0,0.1,0,0,0,0,0,0.057,2.409,571,0
0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0.27,0,1.5,30,0
0.51,0,0,1.54,0,0,0,2.06,0,0,0,0,0.51,0,0,0,0,0,0,0.51,0,0,0,1.574,74,0
0,0,0,0.78,0,0,0,0.78,0,0.78,0,0,0.78,0,0,0,0,0,0,0,0,0,0,2.714,133,0
0,0,0,1.36,0,0,0,0,2.73,0,0,0,0,1.36,0,0,0,0,1.36,1.36,0,0,0,2.035,57,0
0.3,0.15,0.3,0.3,0,0,0,0.3,0.3,0.15,0.45,0.15,0.15,0.15,0,0.15,0.15,0,0.15,0.15,0,0,0,1.703,155,0
0,0,0,0,0,0,0,0,8.88,0,0,0,0,2.22,0,0,0,0,0,2.22,0,0,0,1.3,26,0
0,0,0,0,0,0,0,0,0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,4.062,195,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.428,10,0
0.17,0.51,0,0.17,0,0,0.17,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,1.894,216,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.166,50,0
0,0,0,0.56,0,0,0,0.56,1.7,0,0,0,0,0,0,0,0,0,0.56,0.85,0,0,0,1.834,200,0
0,1.58,0,0,0,0,0,1.58,1.58,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0.601,3.36,84,0
0,0,0,1.74,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.794,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533,23,0
0,0,0,0.33,0,0,0,0,0,0,0.22,0,0.33,0.11,0,0,0,0,0,0,0,0,0,2.367,651,0
0,0,0,0,0,0,0,0.68,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,2.461,96,0
0,0,0,0.35,0,0,0,1.06,0.7,0.35,0.35,0.35,0.35,0.35,0,0,0.35,0,0.35,0.7,0,0,0,1.506,119,0
0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,2,26,0
0,0,0,2.28,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.352,46,0
0,0.59,0.59,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.044,0.134,1.6,120,0
0,1.36,0,0,0,0,0,0,1.36,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,1.294,44,0
0,0,0,0.49,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.081,0,1.348,58,0
0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,138,0
0,5.1,0,1.02,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,40,0
0,0,0,0.39,0,0,0,0,0,0,0.39,0,0.39,0.39,0,0,0,0,0,0,0,0,0,2,124,0
0,1.16,0,2.32,0,0,0,1.16,0,1.16,0,0,1.16,0,0,1.16,0,0,0,0,0,0.139,0,1.515,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0.38,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0.276,0,1.104,53,0
0,0,0,0.54,0,0,0,0.13,0,0,0.13,0,0.54,0.27,0,0,0,0,0,0,0,0,0,2.296,473,0
1.17,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.607,45,0
0,0,0.67,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,1.87,58,0
0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,7,0
0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333,7,0
0,0,0,0.27,0,0.27,0.27,0.27,0,0.54,0,0,0,0,0,0,0,0,0,0,0.27,0,0,2.52,189,0
0.05,0.11,0,0.14,0,0.02,0,0.53,0.02,0,0.14,0,0,0.38,0,0,0,0,0,0,0,0,0.008,2.95,1617,0
0,0,0,3.22,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.958,47,0
0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,1.529,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0.16,0.67,0.33,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,1.027,0.051,4.984,638,0
0,0.29,0,2.05,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,1.484,147,0
0,0,0,3.52,0,0,0,1.17,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,2,54,0
0.05,0.45,0,0.15,0,0,0,0.7,0.05,0,1.16,0,0,0.81,0.05,0,0,0,0,0,0,0,0.014,2.88,1080,0
0.1,0.1,0,0.84,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.07,0.053,1.744,417,0
0.1,0,0,1.66,0.31,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0.043,2.272,525,0
0.29,0,0,0,0,0,0.29,0.59,2.38,0.29,0,0.29,0.29,0.89,0,0.89,0.29,0.29,0.89,0.59,0.29,0.344,0,1.843,212,0
0,0,0,0,0,0,0,2.63,2.63,2.63,0,2.63,2.63,0,0,0,2.63,0,0,0,0,0,0,3.076,40,0
0,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666,20,0
0.04,0.29,0,1.03,0,0,0,0,0,0,0,0,0.09,0.24,0,0,0,0,0.04,0,0,0,0,2.655,1787,0
0.27,0,0,1.1,0,0,0,0.13,0,0,0,0,0.13,0.27,0,0,0,0,0,0,0,0,0,2.496,322,0
0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,1.357,38,0
0,0.83,0,0,0,0,0,0,1.25,0,0,0.41,0,0,0,0,0,0,0,0.41,0,0.195,0,1.444,91,0
0,1.12,0,0,0,2.24,0,0,1.12,0,0,0,0,0,0,0,0,0,0,1.12,0,0,0,2,44,0
0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0.61,0.327,0,1.068,47,0
0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.187,51,0
0,0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,1.36,0,0.42,0,1.387,43,0
0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.331,2.287,167,0
0.59,1.19,0,0,0,0,0,0,1.19,0,0,0.59,0,0.59,0,0,0,0,0,0.59,0,0.312,0,1.818,80,0
0,0,0,0,0,0,0,0.64,1.92,0,0,0.64,0,1.28,0,0.64,0,0,0.64,0.64,0,0.209,0,1.888,102,0
0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.833,0,1.937,31,0
0,0,0,0.7,0,0,0,0,1.4,0,0,0.7,0,0,0,0,0,0,0,1.4,0,0.1,0,1.682,69,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.52,0,0,0,1.25,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9,0
0,0.14,0.14,0.14,0,0.14,0,0.42,0.28,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,5.331,1029,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1.857,13,0
0,0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.037,82,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,4.333,26,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,1.076,14,0
0.26,0.53,0,1.06,0,0,0,0.26,0,0,1.85,0,0,0,0,0,0,0,0.26,0,0,0,0,2.646,172,0
0,0,0,0,0,0,0,1.28,2.56,1.28,0,1.28,1.28,0,0,0,1.28,0,0,0,0,0,0,2.142,45,0
0,0.6,0,0,0,0,0.6,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.074,29,0
0,0,0,0.52,0,0,0,0.35,0.35,0.17,0.17,0.17,0.17,0.17,0,0,0.17,0,0,0.17,0,0.057,0,1.472,162,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,1.69,1.69,0,0,0,0,0,0,1.69,0,0,0,1.69,0,0,0.63,3.083,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.166,13,0
0,0,0,0.94,0,0,0,0.18,0,0,0,0,0.37,0,0,0,0,0,0,0.56,0,0,0,1.663,168,0
0,0,0,0.91,0,0,0,0.22,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1.768,122,0
0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,0,2.3,23,0
0.23,0.23,0,1.39,0,0,0,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,1.433,86,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,1,4,0
0.02,0.1,0,0.13,0,0,0,0.49,0.02,0,0.27,0,0,0.41,0,0.13,0,0,0,0,0,0,0.007,2.984,1758,0
0,0,0,0,2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,1,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.545,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,1.94,0,1.94,1.94,1.94,1.94,0,0,1.789,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0,1.333,20,0
1.23,0,0,0,0,0,1.23,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,26,0
0,0,0,0.9,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0.024,4.223,359,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,7,0
0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,50,0
0,0,0,2.33,0,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,2.157,41,0
0,0,0,0,0,0,0,0,0,0,5.34,0,0.21,0,0,0,0,0,0,0,0,0,0,2.426,199,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,1.5,9,0
0.06,0.4,0,1.4,0.06,0,0,0,0,0,0,0,0.06,0.06,0,0,0,0,0,0.06,0,0,0,2.341,665,0
1.17,0,0,1.17,0,0,0,2.35,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0.414,0,1,14,0
0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,1.142,8,0
0,0,0,2.38,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,1.666,25,0
0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1.857,26,0
0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,1.857,26,0
0.51,0,0,2.07,0,0,0.17,0.69,0.17,0,0,0,0,0.34,0,0,0,0,0.17,0,0,0,0,2.926,319,0
0,0,0,2.89,0,0,0.57,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,1.9,76,0
0.09,0.28,0,0.09,0,0,0,0,0,0,0,0,0.09,0.28,0,0,0.09,0,0,0.37,0.09,0.042,0,1.877,552,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,16,0
0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333,10,0
0,0,0,1.66,0,0,0,0,1.66,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,1.722,31,0
0,0,0,0,0,0,0,1.98,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2.347,54,0
0,0,0,0,0,0,0,0,1.4,2.81,1.4,0,0,0,0,0,0,0,0,0,0,0.229,0,2.653,69,0
0,0,0,0.76,0,0,0.19,0,0,0.38,0,0,0.19,0.38,0,0.19,0,0,0,0,0,0.022,0.044,1.759,403,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,10,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,6,0
0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,7,0
0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
0,0,0,0,0,0,0,0.34,0,0,1.37,0,0,0,0,0,0,0,0,0.34,0,0,0,1.784,141,0
0,0,0,0,0,0,0.9,0.9,0.9,0.9,0,0.9,0.9,0,0,0,0.9,0,0,0,0,0,0,2.15,43,0
0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,1.176,20,0
0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0
0,0.29,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,1.531,147,0
0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,18,0
0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.277,41,0
0,0,0,1.94,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.197,109,0
0,0,0,1.28,0,0,0,0,0,0,0.14,0,0.28,0.28,0.14,0,0,0,0,0,0,0,0.04,2.275,421,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,1,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0,0,0,1.98,0,0.66,1.98,0,0,2.857,120,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0
0,0,0,0,0,0,0,0.41,0,0.41,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,1.969,130,0
0,0,0,1.01,0,0.25,0,0.25,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,1.545,136,0
0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,1.333,16,0
0,0.62,0,1.25,0,0,0,1.57,0.31,0,1.57,0,0,0.31,0,0.31,0,0,0,0.62,0,0,0.054,1.671,107,0
0,0.1,0,0.52,0,0,0.1,0,0,0,0,0,0.52,0.31,0,0,0.1,0,0,0,0,0,0.063,2.542,605,0
1.12,0,0,0,0,0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,1.12,0,0.204,0,1.214,34,0
0,0,0,1.47,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.223,1.76,88,0
0,0,0,2.94,0,0,2.94,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,1.285,9,0
0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,1,18,0
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,53,0
0,0.33,0,0.33,0,0,0,1.01,0.67,0.33,0.33,0.33,0.33,0.33,0,0.33,0.33,0,0.33,1.35,0,0,0,2.068,120,0
0.4,0.81,0,0.81,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,1.156,59,0
0.06,0.06,0,0.2,0,0,0,0.81,0.06,0,0.27,0,0,0.47,0,0,0,0,0,0,0,0,0.019,2.738,827,0
0,0,0,0,0,0,0,1.45,0,1.45,0,0,0.72,0.72,0,0.72,0,0,0.72,0.72,0,0,0,2.431,124,0
0,0,0,1.38,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0
0.04,0.15,0,0.41,0,0,0,0,0,0,1.67,0,0.19,0.82,0.02,0.04,0,0.02,0.08,0,0.26,0.031,0.039,2.246,3003,0
0,0.74,0,0,0.74,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,4.666,196,0
0,0,0,0,0,0,1.17,0,1.17,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,1,14,0
0,0,0,0,0,0,0,1.44,0,0,1.44,0,0,1.6,0,0,0,2.56,0,0,3.52,0,0,4.122,540,0
0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.928,54,0
0,0,0,0,0,0,0,0,1.16,0,1.16,0,0,0,0,0,0,0,0,1.16,0,0,0,1.058,18,0
0,0,0,0,0,0.44,0,0.44,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1.842,105,0
0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,3.44,0,0,0,0,1.72,0,0,0,1.2,18,0
0,0,0,0,0,0,0,4.87,0,2.43,0,0,1.21,0,0,0,0,0,0,0,0,0,0,2.25,63,0
0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,5,0
0,0,0,0.51,0,0,0,0,0,0,1.03,0,0,0.51,0,0,0,0,0,0,1.03,0,0,1.681,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0.84,0,0,1.285,36,0
0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.45,0.077,0,1.545,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81,0,0,1.125,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,0,1.44,1.44,0.247,0,1.684,32,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,1.222,22,0
0,0.67,0,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,1.24,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,1,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,2.85,2.85,2.843,0,1.294,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0.28,0,0,0,0.86,1.72,0,0,2.557,179,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,1.21,0,0,0,1.406,45,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,1,11,0
0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0.79,0,0,0,1.076,28,0
0.13,0.41,0,1.93,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.82,0,0.164,0,1.279,183,0
0,0.35,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0.35,0,0,2.483,226,0
0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0.9,4.5,0,0,2.638,124,0
1.08,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,0,0,0,1.523,32,0
0.15,0.15,0,0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0.082,0,1.111,328,0
0,0.38,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0.09,0,0,1.508,187,0
0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0.048,0,1.873,118,0
0,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817,0,1.857,39,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92,0.92,0,0.857,2.918,108,0
0,0.91,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0.91,0.13,0,2.457,86,0
0,0.39,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,0.261,0.065,2.89,159,0
0,0,0,1.31,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,5.2,104,0
0,0.52,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175,0,1.093,35,0
0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253,0,2.172,63,0
2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0,2.27,0,0,0,1.2,12,0
0,1.98,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,1.222,22,0
0,0.46,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0.473,0,2.5,40,0
0,0.71,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,1,31,0
