@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,4-8,12-13,20-22,30,32-33,39,41,45,47,49,53-54,58'

@attribute Word_freq_make numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_font numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_re numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Spam {1,0}

@data
0.32,0,0.32,0,0,0,0.32,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.29,0,0.73,0,0,0,0.58,0,0.14,0.29,0,0,0,0,0,0,0,0,0.02,0,0,0
0,0,1.02,0,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.58,0,0,0.91,0,0.91,0,0,0.91,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,1.44,0,0,0,0.114,0
0,0,0,0,0,0,0.54,0.54,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0
0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0.55,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.19,0.09,0,0,0.29,0,0,0.29,0,0,0,0,0,4.75,0.09,0,1.352,0,0,0
0,0,0.31,0,0,0,0.93,0,0,3.43,0,0,0,0,0,0,0,0,0.054,0,0.054,0
0.06,0,0.26,0.06,0,0.19,1.12,0.06,0.59,0.06,0,0,0,0.06,0,0,0,0,0.072,0.063,0,0
0,0.15,0.46,0,0,0.15,0.92,0,0,0,0,0.92,0,0,0,0,0.15,0,0,0,0,0
0.07,0,0.07,0,0,0,0.22,0,0,0.22,0,0,0,0.22,0,0,0,0,0.116,0.021,0,0
0.2,0,0.4,0,0,0,0.95,0.27,0,0,0,0,0,0.06,0,0,0.06,0,0.028,0.018,0,0
0,0,0,0,0,0.67,1.35,0,0,2.02,0,0,0,0,0,0,0.67,0,0,0,0,0
0,0,1.4,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0
0,0,0.76,0.25,0,1.27,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.25,0,0.25,1.17,0.08,0,0,0,0,0,0.16,0,0,0,0,0.034,0,0,0
0,0,0,0.14,0,0,0,0,0,0.14,0,0,0,0.14,0,0,0.44,0,0,0,0,0
0.03,0,0,0,0,0,0.15,0,0,0,0,0.06,0,0,0,0.36,0.12,0,0.024,0,0,0
0,0,0,0,0,0,1.58,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0
0,0,0.59,0,0,0,2.38,0,0,0,0,0.59,0,0,1.19,0,0,0,0,0,0,0
0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0
0,0,2.08,0,0,0,0.83,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0.065,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05,0,0.16,0.05,0,0,0.16,0,0,0.16,0,0,0,0.26,0,0,0.05,0,0.172,0.015,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.16,0,2.32,0,0,0,0,0,0,0,0,0,0
0.1,0,0.31,0.1,0,0,0.31,0.05,0.05,0.63,0,0.21,0,0,0.36,0,0.1,0,0.007,0.061,0.007,0
0.19,0,0,0,0,0,0.96,0.38,0,0,0,0,0,0,0,0,0,0,0.027,0.108,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,0,0,0
0,0,0,0,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.59,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.86,0,0,2.58,0,0.86,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.15,0,0,0.57,0,0.57,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.28,0.57,0,0,0.57,0,0,0,0,0,0,0.28,0.28,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.97,0.79,0.39,0,0,0,0,0,0,0,0,0.39,0,0,0,0
2,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.19,0,0,0,0,0,0,2.86,0,0,0,0.19,0,0,0,0
0.41,0,0,0.82,0,0,1.23,0,0,0,0,1.65,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.4,0,0.8,0.8,0,1.6,0,1.6,1.6,0,0,0,0
0,0,0,0,0,0,0.56,0,0,1.12,0,0,0,0,0,0,1.12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0.675,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0
0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0
0,0,0,0,0,0,0,1.4,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.68,0.68,0,0,0,0.68,0,0,0,0.108,0
0,0,1.63,0,0,0,0,0,0,3.27,0,0,1.63,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.17,0,0,0,1.23,0,0,0.7,0,0,0,0,0,0,0.17,0.88,0,0,0.095,0
0.05,0,0.16,0.05,0,0,0.16,0,0,0.16,0,0,0,0.56,0,0,0,0,0.073,0.016,0,0
0,0,0,2.63,0,0,0.87,0,0,0,0,0,0,0,0,0,0.87,0,0.317,0,0,0
0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.43,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.12,0,0,0,2.12,0,0,2.12,0,0,0,0,0
0,0,0,0,0,0,0.32,0,0,0.97,0,0.64,0.64,0,0.64,2.26,0.32,0,0.051,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0
0,0,0,0,2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,0
0.1,0,0.1,0,0,0,0.31,0,0,0.2,0,0,0,1.15,0,0,0,0,0.132,0.029,0,0
0,0,0.26,0.13,0,0,0.52,0,0,1.05,0,0,0,0,0,0,0,0,0.017,0.053,0.053,0
0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.28,0,0.28,0.28,0.14,0.14,0,0.57,0,0.023,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,1.92,1.92,1.92,0,0.394,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.54,0,0,0.51,0.51,0.51,0,1.03,0,0.51,0,0,0,0.51,0,0,0,0,0,0
1.75,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,1.75,0,0,0,0,0
0,0,0,0,0,0,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0
0.23,0,0.23,0.23,0,0,0.23,0,0,0,0,0.47,0,0.47,0,0,0,0,0.107,0,0,0
0.11,0,0.55,0,0,0,0.55,0,0,0,0,0.11,0,1.89,0.11,0,0.22,0,0.052,0,0.052,0
0.11,0,0.11,0,0,0,0.45,0,0,0.22,0,0,0,0.34,0,0,0,0,0.103,0.029,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,5.33,0,0,0,0,0.03,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0
0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.15,0,0,0,0.46,0,0,1.07,0,0.15,0,0.61,0,0,0,0,0.019,0,0,0
0,0,0,0,0,0,0.64,0,0,0,0,1.29,0,0,0,0,0.64,0,0,0,0.194,0
0,0,0,0,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,0,0,0.1,0,0.52,1.9,0.1,0,0,0,0,0,0,0,0,0,0,0.027,0.041,0,0
0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,2.83,0,0,0.25,0,0.301,0,0,0
0,0,0.44,0,0,0,0.88,0,0,2.22,0,0.88,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0
0.07,0,0,0.07,0,0,1.07,0.15,0,0,0,0,0,0,0,0,0,0,0.127,0.023,0,0
0.2,0,0.4,0,0,0,1.71,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69,0,0,0,0.636,0,0,0
0,0,0,0,0,0,0.55,0.55,0,0.55,0,0.55,0,0,0,0,0,0,0.087,0,0,0
0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.61,0,0,0,0.8,0.8,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
0,0,0,0.73,0,0,1.46,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0
0,0,1.04,0.1,0,0,0.1,0,0,0,0,0.2,0.2,0.41,0.1,0,0.1,0,0.067,0.016,0.033,0
0,0,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0
0,0,0.71,0,0,0,1.43,0,0,0.71,0,0,0,1.79,0,0,0.71,0,0,0.062,0,0
0,0,0,0,0,0,0.27,0,0,0,0,0,0,1.38,0.27,0.69,0,0.27,0.125,0,0,0
0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24,0,0.24,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.12,0,0.12,0,0,0,0.37,0,0,0.24,0,0,0,0.49,0,0,0,0,0.083,0.033,0,0
0,0,0,0,0,0,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.14,0,0,1.46,0.14,0,0.43,0,0,0,0,0,0,0.14,0,0.019,0,0,0
0,0,2.32,0,0,0,0,0,0,0,0,0.77,0.77,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4.08,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0
0,0,0.32,0,0,0,1.29,0,0,0,0,0,0,0,0.32,0,0.32,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.28,0.42,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0
0,0,1.09,0,0,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0.434,0,0,0
0,0,0,0,0,0,4.22,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34,0,0.34,0.34,0,0,0,0,0,1.03,0,0.68,0,0,0,0,0.68,0,0.116,0,0,0
0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,2.22,0,4.44,0,0,0,0,0
0,0,0,0.49,0,0,0.99,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2.01,0,0,0,0,0,0,0,0,0,0.67,0,0,0.26,0,0
0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0
0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0.47,0,0.47,0,0,0,0,0
0,0,0,1.04,0,0,1.57,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0
0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,0
0,0,0,0,0,0,0,0.44,0,0.44,0,0,0,0,0,0,0.44,0,0,0,0,0
0,0,0,0,0,0,0.78,0,0,3.9,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.27,0,0,0,0.27,0.27,0,0.54,0,0,0,0,0,0,0.54,0,0.045,0,0,0
0,0,0,0.33,0,0,0,0.82,0,0,0,0,0,0,0,0,0.49,0,0.019,0,0,0
0.43,0,0,0.43,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0
0,0,0.25,0,0,0,0,0,0,0.51,0,0,0,0,0,0,0.76,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.32,0,0,0.77,0,0,0.77,0,0,0,0,0,0,0,0,0,1.55,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0.71,0,0,0,0,0
0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,2.88,0,0,0.327,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0
0,0,0,0,0,0,0.71,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0
0.39,0,0.13,0,0,0,0.13,0,0,1.86,0,0,0,0,0,0,0,0,0,0,0.022,0
0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0.19,0.19,0,0,0,0,0
0.28,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,1.38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0
0.36,0,0,0,0,0,0.73,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0.309,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,0
0,0,0.09,0.09,0,0.37,0.28,0.28,0,2.16,0,0,0,0,0,0,0.18,0,0,0.071,0.014,0
0,0,0,0.42,0,0,0.84,0,0,0,6.75,0,0,0,0.42,0,0,0,4.123,0,0.441,0
0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.3,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0
0,0,0,0,0,0,0.69,0,0,0.69,0,1.39,0,0,0,0,0.69,0,0,0,0,0
0,0,0,0,0,0,1.25,0,0,1.25,0,0,0,0,1.25,0,1.25,0,0,0.204,0,0
0,0,0,0,0,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.92,0,0,0.92,0,0,0,0,0,0,0.92,0,0,0,0,0
0.55,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,1.1,0,0,0,0,0
0,0,0,0,0,0,0.43,0.08,0,1.03,0,0,0,0,0.08,0,0.51,0,0,0,0,0
4.34,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.16,0,0,0.16,0.32,0,0.32,0,0,0,0,0,0,0.16,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0,0,0.38,0,0,0,0.054,0
0,0,0.68,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0
0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.44,0,0,0,0.44,0,0.89,0,0,0,0,0,0.44,0.44,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0.359,0,0,0
1.88,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,1.58,0,0,0,0,0
0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0
0,0,0.36,0,0,0,3.3,0,0,0.36,0,0,0,0,1.47,0,0,0,0,0,0.056,0
0,0,0,0,0,0,0.58,0,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0.092,0
