@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,6-7,11-13,16,21,23,27-28,30,35,47,49-50,53-54,57-58'

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_will numeric
@attribute Word_freq_people numeric
@attribute Word_freq_free numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_table numeric
@attribute Char_freq1 numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.08,0.08,0,0.25,0,0,0.25,0,0,0.16,0,0.08,0,0,0,0,0.148,0.136,0.022,0,807,0
0,0,0,0,0,0,0.89,0,0,2.67,0,0,0,0,0,0,0,0,0,0,38,0
0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0.211,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,0,1.26,0,1.26,0,0,1.26,0,0,0,0,0,0,0,0,18,0
0,0.25,0,0,0,0.77,0.25,0,0,0.51,0,0,0,0,0,0,0,0.124,0,0,635,0
0,0,0,0,0,0,1.53,0,0,0,0,0.38,0.38,0.38,0.38,0,0,0.163,0,0,193,0
0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.149,0,0,43,0
0,0,0,0,0,0,0.13,0.13,0,0,0.41,0,0,0,0,0,0.071,0.143,0.053,0,418,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0.68,0,0,0,0,0,0.68,0.34,0.34,0,0.048,0,0,0,131,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
0,0,0,0,0,0,0,0,0,0.29,0,0.29,0.58,0,0.58,0,0,0.22,2.038,0,434,0
0,0,0,0.65,0,0,1.97,0,0,0,0,0.65,0,0,0,0,0.108,0.108,0.108,0,102,0
0,0,0,0,0,0,0.97,0,0,0.97,0,0,0,0,0,0,0,0.293,0,0,70,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,4.76,4.76,0,0,1.257,0,0,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0,0,0,1.81,0,0,0,0,0,1.81,0,0,0,0,1.208,0,0,138,0
0,1.17,0,0,0,0,0,0,0,0,0,2.35,0,0,0,0,0.376,0,0,0,117,0
0,0.22,0,0.22,0,0,0,0.22,1.33,0.44,0,0.66,0.22,0.22,0.22,0,0.148,0.372,0.223,0,411,0
0,0,0,0,0,0,4.34,0,0,0.62,0,0,0,0.62,0,0,0,0.166,0,0,200,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369,0,0,5,0
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0.79,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0.147,42,0
0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0
0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,0,0,15,0
0,0,0,0,0,0,0,0,0,1.12,0,0,2.24,1.12,0,0,0,0.326,0,0,136,0
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0,0,13,0
0,0,0,0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0.65,0,0,1.31,0,0,0,0,1.97,0.65,0.65,0.65,0,0,0.35,0,0,88,0
0,0,0,0.23,0,0,1.18,0,0,0.47,0,0,0,0,0,0,0,0,0.069,0,215,0
0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0
0,0,0,1.01,0,0,0,0,0,1.01,0,3.03,1.01,1.01,1.01,0,0,0.476,0,0,45,0
0,0,0,0,0,0,0,0,0,1.58,0,3.17,0,1.58,0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,1.31,0,2.63,0,1.31,0,0,0,0,0,0,42,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,1.58,0,0,0.209,0,0,73,0
0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0.704,0,0,10,0
0,0,0,0,0,0,0.86,0,0,0.86,0,0.86,0.86,0.86,0.86,0,0,0.267,0,0,73,0
0,0,0,0,0,0,2.94,0,0,1.47,0,0,0,0,0,0,0,0,0,0,41,0
0,0,0,0,0,0,0,0,0,0,0,0,1.87,0.74,1.49,0,0,0.131,0,0,195,0
0,0,0,0,0,0,0,0,1.23,0,0,2.46,0,0,0,0,0,0.77,0,0,43,0
0,0.66,0,0,0.66,0,0,0,0,0,0,1.33,0,2,0.66,0,0,0.228,0,0,139,0
0,0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0.675,1.351,0,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0
0,0,0,0,0,0,2.7,0,0,0,0,0.9,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0.3,0.91,0,0.3,0,1.21,0,0,0,0,0,0.042,0.042,0,168,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1.21,0,0,0,0,0,2.43,0,0,0,0,0.441,0,0,99,0
0,0,0,0,0,0,0,0,0,0,0,1.17,0,0,0,0,0,0.196,0,0,22,0
0,0,0,0,0,0,2.63,0,0,0,0,0,1.31,1.31,1.31,0,0,0.15,0,0,61,0
0.1,0,0,0,0,0,0.63,0.21,0,0,0,0.1,0.1,0,0,0,0.215,0.043,0,0,511,0
0,0,0,0,0,0,0,0,0,2.32,0,0,0,0,0,0,0.247,0.247,0,0,29,0
0.1,0.05,0,0,0.05,0.15,0.61,0,0.1,0.46,0.05,0,0.1,0.15,0.1,0,0,0.153,0.021,0,1123,0
0,0,0,0,0,0,1.09,0,0,0,0,0,0.72,0.72,0.36,0,0,0.201,0,0,211,0
0,0,0,0.62,0,0,2.5,0,0,0,0,0.62,0,0,0,0,0.224,0.224,0,0,54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,0,6,0
0.47,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0,0,0.052,0.079,0.026,155,0
0.05,0,0,0,0,0,0.15,0,0,0.1,0,0.05,0,0,0,0,0.164,0.171,0.013,0,1329,0
0,0,0,0.74,0,0,0.37,0,0,1.49,0,0,0.74,0,0,0,0,0.405,0,0,130,0
0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0.55,0,0,0.275,0,0,106,0
0,1.07,0,0.35,0,0,0,0.35,0,1.07,0,0.71,0,0,0,0,0,0.244,0,0,152,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
0.38,0,0,0.25,0,0,0.25,0,0,0.38,0,0.25,0.25,0.25,0.12,0,0,0.082,0,0,267,0
0.44,0,0,0,0,0,0,0,0,0.44,0,0,0,0.44,0.44,0,0,0.265,0,0,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,1.754,0,0,7,0
0,0,0,0,0,0,1.75,0,0,0,0,0,0.58,0,0.29,0,0,0.091,0,0,175,0
0.27,0.27,0,0,0,0,0.27,0.27,0,0.27,0,0,0,0,0,0,0,0,0.084,0,101,0
0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,4.76,4.76,0,0,1.257,0,0,30,0
0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,1.84,0,0,0,0,0,0,0,0,0.61,0.079,0.158,0,0,143,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602,47,0
0,0,0,0,0,0,0.51,0,0,0.51,0,1.54,1.03,0.51,1.03,0,0,0.24,0,0.48,130,0
0,0,0,0,0,0,0.91,0,0,0.45,0,0.91,0.45,0,0.45,0,0.075,0.151,0,0,136,0
0,0,0,0,0,0,1.31,0,0,0,0,2.63,1.31,1.31,1.31,0,0,0.649,0,0,62,0
0,0,0,0,0,0.57,0.28,0,0.85,0.85,0,0,0,0,0,0,0.08,0,0.242,0,278,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543,0,0,72,0
0,0,0,0,0,0,0,0.97,0,0,0,0.97,0.97,0.97,0.97,0,0,0.299,0,0,72,0
0,0,0,0,0,0,0,0,0,0.24,0,0.72,0.24,0.24,0.24,0,0,0.148,0,0,210,0
0,0,0,0,0,0,0,0,0,0,0,1.36,0,0,1.36,0,0,0,0,0,37,0
0,0.08,0,0.08,0,0.08,0.34,0,0,0,0,0,0.08,0,0,0,0.133,0.306,0.013,0,904,0
0,0,0,0,0,0,1.68,0,0.42,0.42,0,0,0,0,0,0,0.145,0.217,0,0,61,0
0,0,0,0,0,0,0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,23,0
0,0,0,0,0,0,4.76,0,0,0,0,4.76,0,0,0,0,0,0.645,0,0,9,0
0.17,0.08,0,0.08,0,0,0.25,0,0.08,0.25,0,0.08,0,0,0,0,0.157,0.205,0.024,0,715,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
0,0,0,0,0,0,0,0,0,0,0,2.77,2.77,2.77,0,0,0,0,0,0,26,0
0.68,0,0,0,0,0,0,0,0,0,0,0.68,0.34,0.34,0.34,0,0,0.172,0,0,84,0
0,0.07,0,0.02,0,0,0.3,0.12,0.02,0.12,0,0,0,0,0,0,0.037,0.225,0.041,0.003,2458,0
0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0.613,0,0,29,0
0,0,0,0,0,0,0,0,0,1.43,0,0,0,0,0.71,0,0,0.113,0,0,193,0
0,0,0,0,0,0,2.75,0,0,0,0,1.37,0,0.68,0,0,0,0.235,0,0,49,0
0,1.16,0,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0.75,0,0,0,0.37,0,0,0,0,3.38,0,0,0,0,0,0,0,0.099,0,0,85,0
3.03,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0.609,0,0,13,0
0,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0.061,0,0,103,0
0.3,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,82,0
0,0,0,0,0,0,1.4,0,0,1.4,0,0.7,0,0,0,0,0,0.267,0,0,377,0
0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,1.52,0,0,0,0,0.061,0,237,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.21,0,0,0.149,0,0,188,0
0,0,0,0.3,0,0.3,2.42,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,148,0
0,0,0,0,0,0,0.68,0,0,0,0,0.68,0,0,0,0,0,0.237,0,0,36,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0,26,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0.83,0,0,0,0,0.41,0.83,0,0,1.66,0,0,0,0,0,0,0,0,0,0,91,0
0,0,0,0,0,0,0,0,0,0,0,2.77,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0.64,0,0,1.28,0,1.28,0,0,0,0,0,0,0,0,94,0
0,0,0,0.19,0,0,0.38,0,0,0.96,0,0.77,0.57,1.15,0.57,0,0.026,0.404,0,0,411,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
0,0,0,0,0,0,0,0,0,0,0,2.56,0.85,0.85,0.85,0,0,0.278,0,0,77,0
0,0,0,0,0,0,2.01,0,0,1.34,0,0.67,0,0,0,0,0.117,0.117,0,0,33,0
0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0.865,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,1.04,0,0,0.52,0,0.52,0.26,0.26,0.26,0,0.136,0.182,0.045,0,155,0
0,0,0,0,0,0,0.57,0,0,0,0,2.28,1.14,1.14,1.14,0,0.064,0.292,0,0.097,307,0
0,0.25,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0.018,0.129,0,0,746,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0.11,0,0,0.99,0.11,0,0,0.11,0,0,0,0,0,0.044,0.149,0,0,559,0
0,0,0,0,0,0,0,0,0,0,0,2.15,2.15,0,0,0,0,0.326,0,0,108,0
2.85,0,0,0,0,0,0,0,0,0,0,2.85,0,0,0,0,0,0.465,0,0,10,0
0,0,0,0.17,0,0.17,1.74,0.17,0.17,0.17,0,0,0.34,0,0.34,0,0.022,0.022,0,0,277,0
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3.44,1.72,0,0,0,0,0,54,0
0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0
0,0,0,0,0,0,0,0,0,0,0,4.34,4.34,4.34,4.34,0,0,1.111,0,0,31,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0.97,0,0,0.97,0,0,0,0,0,0,0,0.255,0,0.127,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0.152,0,0,31,0
0.54,0,0,0,0,0,2.18,0.54,0,0.54,0,0,0,0,0,0,0,0.294,0,0,75,0
0,0,0,0,0,0,1.29,0,0,2.59,0,0,0,0,0,0,0,0.105,0,0,30,0
0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,2.38,0,0,1.19,0,0,0,0,0,0,0,0.395,0.197,0,30,0
0,0,0,0,0,0,0.84,0,0,0.84,0,0,0,0,0,0,0,0.143,0,0,37,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0.45,0,0,1.36,0,0,0,0,0,0,0,0.219,0,0,49,0
0.1,0.72,0,0.1,0.2,0.1,0.51,0,0,0.93,0.1,0,0,0,0,0,0,0.122,0,0,425,0
0,0,0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,0.246,0,0.246,0,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0.65,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,92,0
0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,0
0,0,0,0.16,0,0,0,0.16,0,0.48,0,0,0,0,0,0,0,0.086,0,0,158,0
0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0
0,0,0,0,0,0,0.83,0,0,0.83,0,0,0,0,0,0,0,0.12,0,0,91,0
0,0,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0.33,0,0,23,0
0,0,0,0,0,0,1.25,0,1.88,0,0,0,0,0,0,0,0,0.327,0.109,0.109,58,0
0.28,0,0,0,0,0,0.28,0,0,0.86,0,0,0,0,0,0,0,0.154,0,0,54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,33,0
0,0,0,0,0,0,1.92,0,0,1.92,0,0,0,0,0,0,0,0,0,0,42,0
0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
0,0,0,0,0,0,0,0,0.48,0.97,0,0,0,0,0,0,0,0,0,0,41,0
0,0,0,0,0,0,1.29,0,0,2.59,0,0,0,0,0,0,0,0,0,0,51,0
0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0,0,40,0
0,2.12,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
0,1.78,0,0,0,0,3.57,0,0,1.78,0,0,0,0,0,0,0,0,0,0,43,0
0,0.8,0,0,0,0,0,0,1.8,2.81,0,0,0,0,0,0,0,0,0,0,228,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0.22,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0.326,0,0,141,0
0.06,0,0,0,0,0,0.06,0.06,0,1.1,0,0,0,0,0,0,0.317,0.035,0,0,261,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0.303,0,0,76,0
0,0.15,0,0,0,0,1.38,0.15,0,1.68,0.15,0,0,0,0,0,0.023,0.093,0,0,326,0
0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0
0.59,0.59,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0.212,0,0.106,68,0
0,0.31,0,0,0,0,0,0.31,0.63,0.63,0,0,0,0,0,0,0,0.228,0,0.045,414,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0,1,0
0,0,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
0,0,0,0,0,0,2.38,0,0,2.38,0,0,0,0,0,0,0,0.404,0.809,0,27,0
0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0.277,0,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,21,0
0,0,0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0.082,0,0,38,0
0,0,0,0,0,0,1.92,0,1.92,1.92,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0,0,0,0.55,0,0,28,0
0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0.096,90,0
0.29,0,0,0,0,0,0.29,0.59,0.29,0.29,0,0,0,0,0,0,0,0.107,0,0,61,0
0,0,0,0,0,0,0.54,0,0,0.54,0,0,0,0,0,0,0,0,0,0,22,0
0.96,0,0,0,0,0,0.32,0,0,0.32,0,0,0,0,0,0,0,0.057,0,0,78,0
