@relation spambase

@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_people numeric
@attribute Word_freq_report numeric
@attribute Word_freq_business numeric
@attribute Word_freq_email numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_your numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_money numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_telnet numeric
@attribute Word_freq_data numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_original numeric
@attribute Word_freq_edu numeric
@attribute Word_freq_table numeric
@attribute Word_freq_conference numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0.9,0.9,0,2.72,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.564,19,1
0,0,0,0,0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.65,0.65,0.32,0,0.32,0,0,3.26,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.4,0,0.13,0,0,0,0.13,1.21,0,0.06,0,0.06,0,0,0,0,0,0,0,0,0,0.096,144,1
1.04,0,0,0,0,0,2.09,1.04,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.157,60,1
0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0.208,23,1
0.15,0.03,0.65,1.27,0.42,0,0,1.34,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.335,595,1
0.65,0,0,0,0,0.87,0,1.09,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.96,70,1
0.25,0.2,0.25,0.07,0.22,0,0,0.02,0.37,0.02,0,0.02,0,0,0,0,0.02,0,0,0,0,0,20,1
0.78,0,0,0,0,0.78,0,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1.363,29,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,11,1
0.32,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,121,1
2.23,0,0.55,0,2.79,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1.207,140,1
0,1.27,0,0,0.63,0,3.18,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983,59,1
0.19,0,0.19,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0.264,93,1
0,0.39,0.78,0,1.17,0.78,0,1.17,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.261,19,1
0,0,0,0,0,0.59,0,1.18,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0.165,16,1
0.43,0.08,0.17,0.17,0.17,0.08,0,3.14,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0.028,0.092,48,1
0.32,0.23,0.52,0.36,0.4,0.4,0.16,1.32,0.44,0.6,0,0,0,0,0,0,0,0,0,0,0.065,0.413,181,1
1.38,0.16,0,0.08,0.08,0.08,0,0.73,0.08,0.16,0,0,0,0,0,0,0,0,0,0,0.061,0.39,119,1
0,0,0,0,1.47,0,1.47,4.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,274,1
0.26,0.26,0,0,0,0,0,0.13,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,30,1
3.69,0.56,0,0,3.4,0,1.13,0.56,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.371,97,1
0,0.13,0,0,0,0.4,0,2.32,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.364,107,1
0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,3.79,29,1
0.64,0.64,0.32,0,0.32,0.32,0,3.24,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.1,0.1,0,0.2,0.1,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0.016,29,1
0,0,0,0,0,0,0,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,16,1
0,0,0,0,1.09,0,0,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371,28,1
0.32,0.32,0,0,1.6,0,2.57,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1.174,63,1
0,0.36,0,0.36,0.36,0.36,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1.203,393,1
0,0,0,0,0,1.73,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,8,1
0.99,0,0,0,0,0,0.99,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859,1146,1
0.21,0.1,0,0,0.1,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.016,29,1
0,0,0,0,0.67,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,12,1
0.39,0,0,0,0.19,0.19,0.59,0.39,0.19,0.39,0,0,0,0,0,0,0,0,0,0,0,0.174,97,1
2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0.27,0.27,0,0,0.54,1.09,2.46,2.73,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0.13,139,1
0.94,0,0,0,0.47,0,0,0.94,1.41,0,0,0,0,0,0,0,0,0,0,0,0,1.254,91,1
0.37,0,0,0,0,0,0,1.48,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.878,58,1
0,0,0,0,0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.385,169,1
0.67,0,0,0,0,0.89,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,48,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.112,11,1
3.22,0,0,1.07,0,0,0,2.15,1.07,1.07,0,0,0,0,0,0,0,0,0,0,0,2.395,295,1
0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,12,1
0.65,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461,21,1
1.26,0.1,0.42,0,0.52,0,0,2,0.31,1.47,0,0,0,0,0,0,0,0,0,0,0,0.141,193,1
0.8,0.32,0.16,0,0.32,0,0,1.28,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.05,15,1
0.64,0.64,0.32,0,0.32,0.32,0,3.24,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.02,0.13,0.42,0.07,0.45,0.66,0.05,1.59,0.39,0.34,0,0,0,0,0.02,0,0,0.02,0,0,0,0.538,116,1
0.36,0.09,0,0.36,0,0,0,3.36,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0.031,0.237,69,1
0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,114,1
0.05,0.16,0.38,1.19,0.43,0.48,0,0.81,1.14,0.57,0,0,0,0,0,0,0,0,0.02,0,0,0.268,195,1
3.48,0,0,0,0,0,0,3.48,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0.171,12,1
1.11,0,0,0,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146,5,1
0.48,0,0,0,0.48,0.48,0,2.41,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0.084,46,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675,12,1
1.03,0,0.2,0,0,2.47,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,32,1
0.27,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,99,1
0.87,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1
1.25,0.62,0,0,0.62,0,0,1.88,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.331,30,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221,15,1
0.68,0.34,0,0,0,0.34,0,2.38,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0.215,56,1
0.26,0,0.79,0.13,0,0,0,0.53,0,1.46,0,0,0,0,0,0,0,0,0,0,0,0.414,65,1
0,0.33,0.67,0,0.67,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0.33,0.33,0,0,0.33,0.33,2.68,3.02,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0.16,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,16,1
0,0,0,0,0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.94,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428,31,1
0,0,0,0,0,0,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,15,1
1.11,0,0,0,0.37,0,2.98,2.61,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0.368,7,1
0.82,0,0,0,0.82,0,0,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,4,1
1.13,0.08,0.56,0,1.13,0,0,2.01,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.337,79,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,25,1
0,0,0,0,3.84,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336,3,1
1.14,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,1177,1
0,2.3,0.76,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,2.894,25,1
0.38,0.38,0,0,0.77,0.77,0,1.15,0,0.38,0,0,0,0,0,0,0,0,0,0,0.255,0.51,62,1
0,0.98,0,0.19,0,0,0.39,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0.765,76,1
0.61,0.3,0,0,0,0,0,0,0,0,0,0,3.38,0,0,0,0,0,0,0,0,0,38,1
0.36,0.36,0,0,1.83,0.73,0,1.09,0.36,1.09,0,0,0,0,0,0,0,0,0,0,0,0.427,192,1
0.85,1.02,0.17,0,0.08,0.93,0.17,0.42,0.85,0.08,0,0,0,0,0,0,0.17,0.08,0,0,0,0.408,669,1
1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,26,1
0,0,0,0,0,0.96,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,6,1
0,0,0,0,0,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,32,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.647,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,3,1
0.36,0,0,0,0.73,0,0,1.46,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0.604,58,1
0,0.4,0,0,0,0,0.2,2.04,0,0.61,0,0,0,0,0,0,0,0,0,0,0.447,0.298,376,1
1.22,0.61,0,0,0,0,0,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.829,34,1
1.59,0.36,0.3,0.06,0.73,0,0.24,1.1,0.85,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0.01,12,1
0,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1
0,0,0.52,0,0,0,1.04,1.04,1.57,0.52,0,0,0,0,0,0,0,0,0,0,0,0.539,47,1
0.32,0,0,0,0,1.29,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778,61,1
1.25,0,0,0,0.62,0,0,2.51,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0.456,22,1
0,0,0,0,3.33,0,0,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,11,1
0.55,0.55,0.83,0,0,1.94,0,2.22,0.55,0.55,0,0,0,0,0,0,0,0,0,0,0,0.273,48,1
0.25,0.18,0.65,0.36,0.36,0.36,0.14,1.41,0.29,0.76,0,0,0,0,0,0,0,0,0,0,0.072,0.334,181,1
0.64,0.64,0.32,0,0.32,0,0,3.24,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,10,1
1.38,0,0,0,0,0,0.46,1.38,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.795,66,1
0,0,0,0,3.73,0,0,0.74,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0.355,7,1
1.07,0.19,0.19,0.87,0,1.17,0.68,1.75,0.09,0.29,0,0,0,0,0,0,0,0,0,0,0.202,0.404,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.001,32,1
0,0,0,0,0,0.44,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,0,0,38,1
0.29,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0.44,0,0,0,0,0,0,0,11,1
0,0.1,0,0,0.2,0.1,0,1.35,0.52,0.41,0,0,0,0,0,0,0,0,0,0,0,0.095,24,1
1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
1.77,0.22,0.22,0,0,0.44,0,3.32,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0.588,1038,1
0,0.4,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.33,0.198,18,1
0,0.32,0.87,1.69,0.54,0.22,0.29,1.32,0.34,0.84,0,0,0,0,0,0,0,0,0.04,0,0,0.638,117,1
1.52,0,0,0,0.76,0.76,0,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0,0.6,0,0,0.3,0,0,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1
0.12,0,0.12,0,0.12,2.04,0.12,1.27,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.371,84,1
0.72,0,0.72,0,0,0,0,1.45,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0.729,32,1
0,0,0,0,0.7,0.35,3.18,2.12,0.35,1.41,0,0,0,0,0,0,0,0,0,0,0,0.353,13,1
2.38,0,0,0,7.14,0,2.38,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,149,1
0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,135,1
0.26,0.26,0.17,0.08,0.44,0,0.26,1.24,0.08,0.35,0,0,0,0,0.08,0,0,0.08,0,0,0,0.353,54,1
0,0.57,0.38,0,0.19,2.12,1.15,1.15,1.35,0.77,0,0,0,0,0,0,0,0,0,0,0,0.438,525,1
0,0.38,1.03,0,0.9,0.12,0,0.51,0.12,1.03,0,0,0,0,0,0.12,0,0,0,0,0,1.082,146,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,12,1
0.88,0,0.12,0,0.12,0,0.25,1.38,1.13,0.12,0,0,0,0,0,0,0.12,0,0,0,0.159,0,38,1
0,0,0,2.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163,21,1
1.41,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,6,1
0.54,0,0,0,0.54,0,0,1.08,1.62,0,0,0,0,0,0,0,0,0,0,0,0,1.18,68,1
0.19,0.12,0.31,0.38,0.44,0.06,0.69,1.26,0.44,0.76,0,0,0,0,0,0,0.06,0,0,0,0.053,0.428,45,1
0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,64,1
0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0.831,2204,1
2.23,0,0.55,0,2.79,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1.208,140,1
0.22,0,0,0,0,0,0,1.12,0,0.22,0,0,0,0,0,0,0.11,0,0,0,0,0.373,75,1
0,0,0,0,0,0,0,5.19,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0.15,0,0.15,0,0.15,0.93,0,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,196,1
2.25,0,0.56,0,3.38,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1.217,140,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0.51,0,0.69,0.69,0,0,0.51,1.55,0,0.17,0,0,0,0,0.34,0,0,0,0,0,0,0.079,32,1
3.84,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,10,1
0.19,0.32,0.25,0,0,0.12,0.06,0.71,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0.244,43,1
0.44,1.32,0,0,0,0.44,0,2.2,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0.444,16,1
0.4,0.1,0,0.6,0.2,0,4.26,1.72,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0.336,494,1
0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0.68,0,0,2.73,0.68,3.42,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1.143,75,1
0.3,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732,45,1
0.31,0.31,0,0,0.63,0.31,2.54,3.5,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0.102,138,1
0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0.1,0.05,0.2,0,0,0.5,0.3,0.75,0.15,0.2,0,0,0,0,0,0,0,0,0,0,0,0.054,96,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.405,28,1
1.52,0.35,0.29,0.05,0.64,0.05,0.23,1.11,0.81,0.05,0,0,0,0,0,0,0.05,0,0,0,0,0.01,13,1
1.11,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,39,1
1.07,0.19,0.19,0.87,0,1.17,0.68,1.75,0.09,0.29,0,0,0,0,0,0,0,0,0,0,0.201,0.402,49,1
0,0.32,0.87,1.69,0.54,0.22,0.29,1.32,0.34,0.84,0,0,0,0,0,0,0,0,0.04,0,0,0.64,117,1
0.28,0.84,0,0,1.41,0,1.98,2.83,0.28,0.84,0,0,0,0,0,0,0,0,0,0,0,1.289,47,1
0.31,0,0.41,0,0.1,0.2,0.1,1.66,0.1,1.04,0,0,0,0,0,0,0,0,0,0,0,0.611,69,1
0,0,2.63,0,0,0,0,1.75,0.87,0,0,0,0,0,0,0,0,0,0,0,0,3.907,70,1
2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1
0,0.57,0.38,0,0.19,2.11,1.15,1.15,1.34,0.77,0,0,0,0,0,0,0,0,0,0,0,0.437,525,1
0,0.98,0,0.19,0,0,0.39,1.38,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0.741,76,1
0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0.124,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,60,1
0.16,0.24,0.9,0,0,0.32,0,1.23,0.49,1.14,0,0,0,0,0,0,0,0,0,0,0,0.736,84,1
1.4,0,0,0,0,0,0.46,1.4,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.571,64,1
0,0.41,0,0,0,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0.331,0.199,18,1
0.14,0.14,0.28,0.14,0.14,0.28,0.14,2.1,0.14,0.28,0,0,0,0,0,0,0,0,0,0,0,0.381,15,1
0.26,0,0.13,0,0,0.78,0.13,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,149,1
1.13,0,0,0,0.75,0,0,1.13,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.882,78,1
0.65,0,0,0,0,0,1.97,4.6,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0.816,43,1
0.43,0.08,0.17,0.17,0.17,0.08,0,3.14,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0.027,0.088,48,1
1.48,0,0,0.16,0.33,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,128,1
0.32,0.24,0.52,0.4,0.36,0.4,0.16,1.28,0.36,0.6,0,0,0,0,0,0,0,0,0,0,0.066,0.37,181,1
0,0,1.32,0,0,0.88,0,3.08,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0.669,82,1
1.22,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,28,1
0.68,0,0,0,0,2.04,0.68,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309,14,1
2.23,0,0.55,0,2.79,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,140,1
0.43,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,72,1
0,0.74,0.74,0,0,1.49,0,1.87,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0.223,10,1
0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,10,1
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,11,1
0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963,17,1
0,0,0,0,0,0,1.32,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0.175,69,1
0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0.102,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,22,1
0.85,1.02,0.17,0,0.08,0.93,0.17,0.42,0.85,0.08,0,0,0,0,0,0,0.17,0.08,0,0,0,0.394,669,1
0,1.86,0.62,0,0,0.62,0,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295,28,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,25,1
0,0,0,0,0,1.57,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0.45,0,0,0.45,0,0,0,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,1.631,708,1
0.92,0,0,0,0,0,0,0.61,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0.092,49,1
0,0,0,0,0,0.32,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185,124,1
0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0.59,0.29,0,0,0.59,0.29,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,163,1
0.71,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,16,1
0,0,0.28,0,0.28,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,394,1
0,0,0,1.08,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0.191,23,1
0.78,0,1.56,0,0,1.56,0,1.56,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0.443,19,1
2.48,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,53,1
0,0,0,0,0,0,0,5.26,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,25,1
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,11,1
0.8,0.8,0.3,0,0,1.11,0.2,0.7,0.6,0.1,0,0,0,0,0,0,0.2,0.1,0,0,0,0.49,669,1
0.2,0,1.1,0,0.2,0,0,1.2,0,0.4,0,0,0,0,0,0,0,0,0,0.2,0,0.352,148,1
0.36,0.09,0,0.36,0,0,0,3.38,0.36,0.09,0,0,0,0,0,0,0,0,0,0,0.03,0.246,69,1
0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0.28,0,0,0,0,0,2.14,2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.241,37,1
0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,51,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,10,1
0.08,0.43,0.95,0,0,0,0,0.77,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0.263,62,1
0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,15,1
0.13,0.03,0.54,1.14,0.43,0.03,0,1.45,0.37,0.6,0,0,0,0,0,0,0,0,0,0,0,0.456,129,1
0,0,0,0,0,0,0,3.17,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0.298,12,1
0.68,0,0,0,0,0,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0.199,83,1
2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.809,12,1
0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0.41,0,0,0.41,0.41,0.82,0,0,0,0,0,0,0,0,0,0,0,0.904,92,1
0,0,0,0,0,0,0,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.532,28,1
0.53,0,0.26,0,0,0,0,0,0.53,0.26,0,0,0,0,0,0,0,0,0,0,0,0.555,107,1
0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,22,1
0,0,0.25,0,0,0.5,0,2.75,1.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.407,49,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,13,1
0,0.32,0.87,1.69,0.54,0.22,0.29,1.32,0.34,0.84,0,0,0,0,0,0,0,0,0.04,0,0,0.639,117,1
0,0,0,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0,0,0.52,0,0,0,1.05,1.05,1.58,0.52,0,0,0,0,0,0,0,0,0,0,0,0.702,47,1
0.44,0,0.06,0,0.06,0,0.19,2.48,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.133,74,1
0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571,7,1
0.42,0.08,0.17,0.17,0.17,0.08,0,3.17,0.34,0.08,0,0,0,0,0,0,0,0,0,0,0.027,0.095,48,1
0,0,0,0,0,0,0,1.18,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0.109,32,1
0,0.95,0,0,0.47,2.38,0,0.95,0,0.47,0,0,0,0,0.47,0,0,0.47,0,0,0,0.169,259,1
0.89,0,0.89,0,0,0,2.67,1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1.129,10,1
0.34,0,0,0,0,1.39,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,61,1
1.43,0.28,0,0,0.42,0,0,1.28,0.14,0.42,0,0,0,0,0.14,0,0,0,0,0,0,0.094,27,1
0.88,0.22,0,0.22,0,0,0,0.44,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,21,1
0,0,0,0,0,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,223,1
0.3,0.3,0,0,0.3,0.61,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,64,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0.55,0.37,0,0,0,0,0,0.37,0.18,0,0,0,0,0,0.55,0,0,0,0,0,0,0,11,1
