@relation spambase

@attribute Word_freq_all numeric
@attribute Word_freq_our numeric
@attribute Word_freq_over numeric
@attribute Word_freq_internet numeric
@attribute Word_freq_will numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_font numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_direct numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_original numeric
@attribute Char_freq2 numeric
@attribute Char_freq5 numeric
@attribute Char_freq6 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
1.85,0,0.37,0.37,0.74,0.37,0.37,0,0,0,0,0,1.11,0,0,0,0,0.336,0.471,0.067,393,1
0.86,0.43,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.161,0,0,6,1
0.74,0.21,0,0.1,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0.609,0.253,126,1
0.95,0.47,0,0.47,2.38,0.47,0,0,0,0,0,0,0,0,0,0,0,0.253,0.168,0.084,634,1
0,1.4,0,0.28,0.84,0.28,0,0,0,0,1.4,0,0,0,0,0,0,0.137,0,0,114,1
1.14,0.38,0,0.09,0.19,0.66,0,0,0,0,0,0,0,0,0,0,0.38,0.059,0,0,31,1
0,0,0,0,0,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0.365,0.182,0,28,1
0.46,1.38,0,1.85,0,0.92,0,0,0,0,0,0,1.38,0.46,0,0,0,0.072,0.217,0,66,1
0.95,0.47,0,0.47,2.39,0.47,0,0,0,0,0,0,0,0,0,0,0,0.252,0.168,0.084,636,1
0.7,0.6,0.2,0.1,0.5,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.39,0.032,56,1
0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.204,0,0,15,1
0.78,0.26,0.43,1.12,0.69,0.86,0.6,0,0,0,0.08,0,0,0,0,0,0,0.222,0.25,0.111,54,1
0.82,0,0,0,0.41,1.65,0.41,0,0,0,0,0,0,0,0,0,0,0.193,5.3,0,92,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
1.15,0.12,0,0.12,0.38,0,0.12,0,0,0,0,0,0,0,0,0,0,0.185,0.061,0,84,1
0.43,0.78,0.26,0.17,1.22,1.13,0.26,0,0,0,0,0,0,0.08,0,0,0,0.241,0.056,0,126,1
0.9,0.45,0,0.45,2.26,0.45,0,0,0,0,0,0,0,0,0,0,0,0.244,0.244,0.081,708,1
0.32,0.65,0.65,0.32,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.105,0.158,0,10,1
0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1.16,3.48,0,0.58,0.58,1.74,0,0,0,0,0,0,0,0,0,0,0,0.082,0.082,0,12,1
0.51,0.17,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,10,1
0.47,0.7,0,0.23,0.47,1.65,0.7,0,0,0,0,0,0,0,0,0,0,0.037,0.037,0,111,1
0.84,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0.129,0,168,1
0.1,0.4,0.1,0,0.5,0.91,0.2,0,0,0,0,0,0,0,0,0,0,0.096,0.16,0,494,1
0.27,0.36,0.09,0.18,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.03,0.03,69,1
0.1,0.4,0.1,0,0.5,0.91,0.2,0,0,0,0,0,0,0,0,0,0,0.096,0.16,0,494,1
0.14,1.04,0.09,0,0.29,0,0.14,0,0,0,0,0,0,0,0,0,0.04,0.119,0.111,0,87,1
0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.375,6.003,0,14,1
0.38,0.19,0.12,0.25,1.52,0.38,0.44,0,0,0,0,0,0,0.12,0,0,0.06,0.087,0.241,0.065,45,1
0.37,0.18,0,0,0.56,0.56,0.18,0,0,0,0,0,0,0,0,0,0,0.277,0.061,0.03,13,1
0.22,0,0,0.45,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0.03,27,1
0,0.51,0.51,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.041,0.209,0,75,1
0.03,0.07,0.03,0.03,0.53,0.17,0.03,0,0,0,0,0,0,0,0,0.03,0,0.071,0.065,0,46,1
0,0,1.4,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,17,1
1.11,0.37,0,0,0.74,3.34,0,0,0,0,0,0,0,0,0,0,0,0.292,0.175,0.058,58,1
0,1.24,0,0,0.62,0,0,0,0,0,0,0,1.24,0,0,0,0,0,0.322,0,30,1
0.3,0.3,0.91,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.211,0.211,0.052,11,1
0,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0.125,0.251,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,295,1
0.4,0.4,0,0,0,0.8,0,0,0,0,0.4,0,0,0.4,0,0,0,0.232,0.116,0,54,1
0,0.42,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0.08,0.161,0,14,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794,0,41,1
0.1,0.4,0.1,0,0.5,0.91,0.2,0,0,0,0,0,0,0,0,0,0,0.093,0.156,0,494,1
1.08,0.54,0,0,0.54,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0.253,0,68,1
0.82,0.52,0,0,0.82,0,0.07,0,0,0,0,0.07,0,0,0,0,0,0.095,0.071,0.167,74,1
0.18,1.68,0.18,0.56,1.5,1.12,0,0,0,0,0,0.18,0,0,0,0,0,0.066,0.165,0.033,34,1
0,0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.408,0,25,1
0,0.8,0,0,0.8,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,6,1
0.41,0.13,0.1,0.06,0.76,0.24,0.41,0,0,0,0,0,0,0,0,0,0,0.076,0.573,0.112,131,1
0.42,1.71,0,0,0.85,0,1.92,5.78,0,0,0.21,0,0,0,0,0,0,0,0.075,0.639,494,1
0.68,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,13,1
0.17,1.52,0.35,0.05,0.52,0,0.64,0,0,0,0,0,0,0,0,0,0.05,0.052,0.167,0,13,1
0,0.53,0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1
1.29,0,0,0,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198,0,25,1
1.01,0.8,0.8,0,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0.11,0.158,0.015,669,1
0.34,0.34,0,0,0.68,0.34,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,61,1
1.11,1.11,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
0,0,0,0,1.04,0,1.04,0,0,0,0,0,0,0,0,0,0,0.248,0.062,0.062,59,1
1.62,2.43,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,43,1
1.26,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.96,0,0,0,0.48,0.96,0,0,0,0,0,0,0,0,0,0,0,0.086,0.086,0,4,1
0.27,0.27,0.27,0.27,0.82,0.82,0.54,0,0,0,0,0,0,0,0,0,0,0.043,0,0.086,139,1
0.76,0.85,1.02,0.17,0.59,0.25,0.08,0,0,0,0,0,0,0.08,0,0,0.17,0.063,0.114,0.012,669,1
0.59,0,0.98,0.19,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0.232,0.31,0.025,76,1
0.83,0.13,0.13,0.83,0.55,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0.025,0.05,0,15,1
1.13,0.37,0,0.37,2.65,0.37,0,0,0,0,0,0,0.37,0,0,0,0,0.196,0.196,0.065,845,1
0.5,0,0.67,0.16,0.67,0.5,0,0,0,0,0,0,0,0,0,0,0,0.204,0.229,0.051,151,1
0.15,0.25,0.2,0.02,0.25,0.05,0.22,0,0,0,0,0,0.3,0.02,0,0,0.02,0.022,0.022,0,20,1
0,1.26,0,1.26,1.26,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,287,1
0.94,0.94,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,7,1
0.84,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.55,1.11,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.185,0,0,4,1
0,1.3,0,0,1.3,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0.103,0,12,1
0.55,1.11,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0.079,147,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
1.14,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,35,1
0,0.58,0,0.58,0,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0.239,0,123,1
0,0,0,0,0,7.35,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,63,1
0.3,0.61,0.3,0,0.3,0.92,0,0,0,0,0,0,0,0,0,0,0,0.094,0,0,38,1
3.03,0.43,0,0,0.43,2.16,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,41,1
0.3,0,0,0,0.3,0.3,0,0,0,0,0,0,0.76,0,0,0,0,0.067,0.044,0.067,16,1
0.89,1.79,0.44,0,0.44,1.34,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,11,1
0.32,0.65,0.65,0.32,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.106,0.159,0,10,1
0.2,0.61,0.13,0,0.75,0,0.2,0,0,0,0,0,0,0,0,0,0.06,0.057,0.092,0.023,104,1
0.96,1.44,0,0,0.96,0,0,0,0,0,0,0.48,0,0,0,0,0,0.061,0.43,0,305,1
0,0,0.36,0,0.73,0.36,0,0,0,0,0,0,0,0,0,0,0,0.183,0.061,0.122,36,1
0.64,0,0.64,0,0,0.64,0,0,0,0,0,0,0.64,0,0,0,0,0.189,0,0,131,1
0.56,0,0.94,0.18,2.07,0,0.37,0,0,0,0,0,0,0,0,0,0,0.08,0.107,0,35,1
0,0.23,0.47,0.47,1.66,0,0,0,0.71,0,0,0,0.95,0,0,0.23,0,0.121,0.04,0,55,1
1.63,0.54,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.258,0.086,392,1
0,0,1.88,0,0,0,0,0,0,0,1.88,0,1.88,0,0,0,0,0,0,0,15,1
0,0.68,0,0,0.68,0.22,0,0,0,0,0,0,0,0,0,0.45,0,0.558,0,0,83,1
0,1.55,0.19,0,0.77,0.19,0.58,0,0,0,0,0,0,0,0,0,0,0.061,0.216,0,11,1
1.9,1.14,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0.059,0,1177,1
1.81,0,0.36,0.36,0.72,0.36,0.36,0,0,0,0,0,1.08,0,0,0,0,0.334,0.467,0.066,393,1
0.81,0.81,0,0,0,0,0.81,1.63,0,0,0,0,0,0,0,0,0,0,0,0.651,86,1
0.45,0.76,0.3,0,1.98,0.3,0,0,0,0,0,0,0,0,0,0,0,0.025,0.225,0.05,217,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441,0.662,0,17,1
0.59,0.39,0.19,0,1.57,0,0.09,0,0,0,0,0,0,0,0,0,0,0.037,1.311,0,54,1
0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
0.46,0,0,0.46,1.38,0,0.46,0,0,0,0,0,0,0.46,0,0,0,0.49,0.816,0,12,1
0.64,0.35,0.71,0.14,0.35,0.14,0.07,0,0,0,0,0,0,0.07,0,0,0,0.08,0.103,0,117,1
0.35,1.52,0.17,0,1.43,0.53,0.08,0,0,0,0,0,0,0,0,0,0,0.054,0.109,0.027,119,1
1.64,0.98,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.101,0,1146,1
0.29,0.14,0.03,0.18,0.65,0.21,0.43,0,0,0,0,0,0,0,0,0,0,0.078,0.509,0.127,611,1
0,0,0.74,0,1.49,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,10,1
0.42,0.42,0.21,0.42,0.64,0.85,1.07,0,0,0,0,0,0,0,0,0,0,0.216,0.18,0.072,36,1
0.71,0.51,0.2,0.1,0.51,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.396,0.033,56,1
0,0.84,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.488,0.683,0,36,1
0.29,1.17,0.58,0.58,0.14,0.29,1.46,0,0,0,0,0,0,0.43,0,0,0,0.097,0.024,0,12,1
0.57,0.12,0.2,0.2,0.98,0,0,0,0.04,0,0,0,0,0,0,0,0.08,0.171,0.493,0.028,133,1
0.24,1.34,0.12,0.12,0.85,0.24,0.24,0,0,0,0,0,0,0.12,0,0,0,0.02,0.041,0,69,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0.105,0,22,1
1.63,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,16,1
0.71,0.89,0.17,0,0,0,0.17,6.41,0,0,0,0,0,0,0,0,0,0,0.216,0.836,58,1
0.29,0,0,0,0.44,0.14,0,0,0,0,0,0,0,0,0,0,0,0.066,0.05,0,60,1
0.76,0.76,0,0.51,0.25,0,0.25,0,0,0,0,0,0,0.51,0,0,0,0.083,0.499,0,19,1
0.08,0.43,0.08,0.43,0.6,0,0.17,0,0,0,0,0,0,0,0,0,0,0.081,0.013,0,48,1
0.16,0.16,0,0,0,1.64,0,0,0,0,0,0,0,0.16,0,0,0,0.066,0.663,0,52,1
0.76,0.85,1.02,0.17,0.59,0.25,0.08,0,0,0,0,0,0,0.08,0,0,0.17,0.063,0.114,0.012,669,1
0.55,0,0,0,0,3.35,0,0,0,0,0,0,0,0.55,0,0,0,0,0.095,0,36,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0.35,0.35,0,0.52,0.26,0,0.7,0,0,0,0,0,0,0.17,0,0,0,0.081,0.069,0.011,1170,1
0,0,0,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1
0.57,1.14,0.57,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0.081,147,1
0.29,0.23,0.17,0,0.82,0.76,0.11,0,0,0,0,0,0,0,0,0,0,0.129,0.259,0,8,1
1.31,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,25,1
0,0.44,0.44,0,0.44,0,0,9.29,0,0,0,0,0,0,0,0,0,0,0,1.017,72,1
1.25,0.2,0.2,0,1.25,0.62,1.25,1.67,0,0,0,0,0,0,0,0,0,0.153,0.345,0.306,37,1
0.31,0.07,0.21,0.14,0.74,0.17,0.49,0,0,0,0,0,0,0,0,0,0,0.054,1.05,0.162,154,1
0.36,0.36,0,0,0.36,1.81,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,5,1
0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,12,1
0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336,0,0,14,1
1.9,1.14,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0.059,0,1177,1
0.78,1.57,0,0,0,1.57,0.78,0,0,0,0,0,0,0,0,0,0,0,0.341,0,22,1
0.47,0.95,0,0,0,0.95,0.95,0,0,0,0,0,0,0,0,0,0,0.133,0.267,0,61,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
0.48,0.48,0,0.48,0.96,0,0.48,0,0,0,0,0,0,0.48,0,0,0,0.084,0.761,0,46,1
0.72,0,0.62,0.62,0.62,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0.199,0.033,685,1
0,0,0,0,0,1.16,0,7.36,0,0,0,0,0,0,0,0,0,0,0,0.539,43,1
3.7,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,29,1
0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0.173,0.26,60,1
0.09,0.39,0.09,0,0.48,0.87,0.19,0,0,0,0,0,0,0,0,0,0,0.139,0.155,0,494,1
0,0,1.12,2.24,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,11,1
0,0.91,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,1.26,0,1.26,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,25,1
0.66,1.33,0.33,0,0.33,0.33,0.66,0,0,0,0,0,0,0,0,0,0,0.266,0.159,0,14,1
0,0,0,1.29,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.124,0.062,0,8,1
0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1
0.44,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.297,0,82,1
0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,10,1
1.32,0.66,0,0,0.66,0,0.66,0,0,0,0,0,0,0.66,0,0,0,0,0.069,0,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0.196,0,22,1
0,1.13,0,0,0,1.13,1.13,0,0,0,1.13,0,0,0,0,0,0,0.319,0,0.479,17,1
0,1.59,0.31,0,0.63,0.63,0.31,0,0,0,0,0,0,1.59,0,0,0,0.278,0.501,0,91,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.492,0,223,1
0.3,0.3,0.91,0.3,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0.211,0.211,0.052,11,1
0.35,1.18,0.47,0.35,0.95,2.13,0.95,0,0,0,0,0,0,0.11,0,0,0,0.057,0.191,0.21,283,1
0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
1.12,0.56,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0.102,0,0,19,1
0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0.432,46,1
1.24,0,0,0,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,0.068,0.549,0,19,1
0.69,0.34,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,149,1
0.51,0.25,1.28,0,0.25,0,0,0,0.51,0,0,0,0.25,0,0,0,0,0.086,0.173,0,16,1
0,0,0,0,0,2.07,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,17,1
0.33,0.13,0.03,0.1,0.71,0.27,0.44,0,0,0,0,0,0,0,0,0,0,0.074,0.519,0.119,136,1
0.17,1.45,0.34,0.05,0.52,0,0.69,0,0,0,0,0,0,0,0,0,0,0.05,0.162,0,12,1
0,0,0,1.29,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0.124,0.062,0,8,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,0.215,0,18,1
0.24,0.49,0,0.24,0.49,0.99,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0,0.26,0,0,0,0.26,0,17.1,0,0,0,0,0,0,0,0,0,0.084,0,1.051,104,1
1.31,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,25,1
1.04,1.04,0,1.39,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0.105,0,60,1
0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1
0.73,0.2,0.1,0.62,1.04,0.1,1.14,0,0.1,0,0,0,0.1,0.1,0,0,0,0.163,0.065,0,92,1
0.19,1.16,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0.07,1.121,0,2042,1
1.31,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212,0,25,1
0,1.39,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,1
0.56,2.25,0,0,0.56,0.56,3.38,0,0,0,0,0,0,0,0,0,0,0.26,0.347,0,140,1
0,0,0,1.09,0,0,0,0,0,0,0,0,1.09,0,0,0,0,0.519,0.692,0,25,1
0,0.54,0.27,1.62,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0.038,0,0,65,1
0.33,0.99,0.99,0.33,0.33,0.33,0.33,0,0,0,0,0,0,0,0,0,0,0.107,0.161,0.053,50,1
1.47,0,1.1,0,0.36,0.36,0,0,0,0,0,0,0,0,0,0,0,0.118,0.888,0.177,33,1
0.58,0,0,0.58,1.16,0,0.58,0,0,0,0,0,0,0,0,0,0,0.192,0,0.096,10,1
0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,26,1
0,1.21,0,1.21,1.21,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,311,1
0,2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0.355,0,0,12,1
0,1.21,0,0,0.6,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0.315,0,30,1
0.59,0,0.98,0.19,0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0.237,0.316,0.026,76,1
0.27,0.36,0.09,0.18,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.031,0.031,69,1
1.55,0,0.77,0.38,1.16,0.38,0,0,0,0,0,0,0,0,0,0,0,0.06,0.12,0,22,1
0,0,0,2.5,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0.182,0.182,0,21,1
0.25,0.08,0.42,0.25,0.51,0.08,0,0,0,0,0,0,0,0,0,0,0,0.063,0.223,0.079,62,1
0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1
1.19,0.23,0.23,0,1.43,0.71,1.43,0,0,0,0,0,0,0,0,0,0,0.178,0.402,0.089,49,1
0,1.04,1.04,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1
0,2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,12,1
0,0.8,0,0,0,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0.134,0,0,19,1
0.31,0.62,0.62,0.31,1.25,1.56,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0,0,0,0,0,0.79,0.79,0,0,0,0,0,0,0,0,0,0,0.271,0.135,0,26,1
0.35,0.35,0,0,0.71,0.35,0,0,0,0,0,0,0,0,0,0,0,0.058,0,0,61,1
0.17,0.17,0,0,0.35,0.08,0.52,1.23,0,0,0,0,0.17,0,0,0,0,0.105,0,0,18,1
0,1.45,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404,0,0,14,1
0.4,0.4,0.2,0,0.4,0.2,0.4,0,0,0,0,0,0,0.2,0,0,0,0.03,0.302,0,11,1
0,0,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0,0,0,0,0,1.36,1.36,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0.17,128,1
0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0.271,0,11,1
0.32,0.64,0.64,0.32,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0.156,0.156,0,19,1
0.18,1.57,0.36,0.06,0.54,0,0.72,0,0,0,0,0,0,0,0,0,0.06,0.052,0.167,0,12,1
0.6,0.3,0.2,0,1.6,0,0.1,0,0,0,0,0,0,0,0,0,0,0.037,1.334,0,54,1
0.35,1.66,0,0,2.49,0.59,0.11,0,0,0,0,0.23,0,0.11,0,0,0,0.038,0.233,0.019,54,1
0.15,0.62,0,0,0,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0.252,4.017,0,23,1
0.32,0.32,0.16,0.49,1.3,1.14,1.3,0,0,0,0,0,0,0,0,0,0,0.225,0.225,2.233,47,1
1.01,0,0,0,1.51,0.5,0,0,0,0,0,0,0,0,0,0,0,0.089,0.536,0,23,1
0.29,0.87,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.085,0,33,1
0.68,1.92,0,0.45,1.81,0.22,0.11,0,0,0,0,0,0,0.11,0,0,0,0.057,0.134,0.019,94,1
0.47,0.23,0,0,0,0.23,0.23,0,0,0,0,0,0,0,0,0,0,0.043,0,0,11,1
0,0,0.65,1.3,0,0.65,2.61,0,0,0,0,0,0,0.65,0,0,0,0,0.524,0,78,1
0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613,0,12,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,0,39,1
0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1
0,3.84,0,1.28,1.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0.43,0.65,0,0.21,0.87,0.43,0,0.65,0,0,0,0,0,0,0,0,0,0.032,0.128,0.128,70,1
0.33,1.65,0.33,0,0.99,0.82,0.33,0,0,0,0.16,0,0,0,0,0,0,0.025,0.05,0.05,350,1
0,0,1.29,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,12,1
0,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,10,1
1.33,1.78,0.44,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,5,1
1.23,1.54,0.92,0.92,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0.045,0.182,0,60,1
0.46,2.8,0,0,1.4,1.4,0,0,0,0,0,0,0.93,0,0,0,0,0.148,0,0,21,1
0.6,0,0.6,0,1.82,0.3,0,0,0,0,0,0,0,0,0,0,0,0.143,0.143,0,31,1
1.11,0.37,0,0,0.74,3.34,0,0,0,0,0,0,0,0,0,0,0,0.292,0.175,0.058,58,1
0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0.228,0,16,1
0,1.21,0,0,0.6,0,0,0,0,0,0,0,1.21,0,0,0,0,0,0.304,0,30,1
0.35,1.52,0.17,0,1.43,0.53,0.08,0,0,0,0,0,0,0,0,0,0,0.054,0.109,0.027,119,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1.56,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,12,1
0,0,0,0,0,6.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0.53,0.53,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0.09,0,0,19,1
