@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R1,5,7,16-17,20,22-23,25,28-29,32,34,36,38-40,49,52-53,56,58'

@attribute Word_freq_make numeric
@attribute Word_freq_our numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_free numeric
@attribute Word_freq_business numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_font numeric
@attribute Word_freq_000 numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_857 numeric
@attribute Word_freq_415 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_direct numeric
@attribute Char_freq1 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Capital_run_length_longest numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325,0,0,1,0
0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0,47,0
0,0.32,0,0,0,0,0,0,0.64,0,0,0,0,0.32,0,0,0,0,0,0,10,0
0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0.159,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.22,0.22,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0,42,0
0,0,0,0,0.08,0,0,0.08,3.49,0,0.32,0,0,0.32,0,0,0,0.022,0,0.055,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.729,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0.198,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,4,0
0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,3.19,0,0,0,0,0,0,2.12,0,0,0.168,0,7,0
0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,1.06,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27,0,0,0.296,0,32,0
0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,1.123,0,4,0
0,0,0,0,0,0,0,0,2.18,0.72,0,0,0,0,0,0,0,0,0,0,18,0
0.27,0.82,0,0,0,0,0,0,1.65,0.13,0.13,0.13,0.13,0.13,0,0,0.13,0.041,0.02,0,34,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0.413,0,13,0
0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,1.58,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0.72,0,0,0,0,0,0,0.36,0,0,0,0,12,0
0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2.11,0,0,0,200,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,8.69,4.34,4.34,4.34,4.34,4.34,0,0,4.34,0,0,0,11,0
0.12,0.12,0,0,0.24,0.24,0,0,0.49,0.12,0.12,0,0,0.98,0,0.12,0,0.017,0,0.017,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925,0,4,0
0.03,0.06,0,0,0,0,0,0,1.4,0,0,0,0,0.03,0.03,0,0,0.226,0,0.009,34,0
0.01,0.09,0,0.09,0.18,0.03,0,0,0,0.03,0.01,0,0,0.11,0,0,0.03,0.038,0.016,0,102,0
0,0,0,0,1.01,0,0,0,2.02,1.01,1.01,1.01,1.01,1.01,0,1.01,1.01,0,0.162,0,12,0
0,4.76,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,1.87,1.87,0.62,0.62,0.62,0.62,0,0.62,0.62,0,0,0,12,0
0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0.13,0,0,0.13,0,0,0.13,2.09,0,0,0,0,0.26,0,0,0,0.018,0,0,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,55,0
0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0.13,0,0,0.52,0,0,0,3.64,0,0.13,0,0,0.39,0,0,0,0.135,0,0,19,0
0,0,0,0,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,1.78,0.59,0.59,0.59,0.59,0.59,0,0.59,0.59,0,0,0,12,0
0,0,0,0,0.27,0,0,0.09,3.2,0,0,0,0,0,0,0,0,0.1,0,0.125,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,1.07,0,0,0,0,0,0,0,0,0,0.09,0,7,0
0,0,0,0,0,0,0,0,0,3.7,7.4,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,1,0
1.02,0,0,0,0,0,0,0,1.02,2.04,0,0,0,1.02,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,1,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.042,0,7,0
0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,35,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0,0,1,0
0.01,0.05,0,0,0.01,0,0,0,0,0,0,0,0,0.13,0,0,0.01,0.05,0.002,0.09,82,0
0,0,0,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,0,8,0
0.19,1.24,0,0,0.13,0,0,0.06,1.04,0,0,0,0,0.06,0,0,0,0,0,0.03,42,0
0.04,0.04,0,0.24,0.04,0,0,0.04,1.76,0.16,0,0,0,0,0.04,0,0,0.029,0.071,0.071,23,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0.22,0.07,0,0,0.29,0,0,0,1.99,0,0.29,0,0,0.14,0.07,0,0,0.041,0.031,0,22,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,7,0
0,0,0,0,0,0,0,0,6.06,3.03,3.03,3.03,3.03,3.03,0,0,3.03,0,0,0,11,0
0,0,0,0.26,0,0,0,0,2.15,0.26,0.26,0.26,0.26,0.26,0,0,0.26,0.174,0.043,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,199,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,2.83,2.35,1.41,0.47,0.47,0.47,0,0,0.47,0,0.072,0,13,0
0,0.1,0,0,0,0,0,0,0.87,0,0,0,0,0.43,0,0,0,0,0,0.031,12,0
0,0.64,0,0,0,0,0,0,2.13,0,0,0,0,0,0,0.21,0.21,0.238,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,1.85,0,0,0,0,0,0,1.85,3.7,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,0.325,0,0,14,0
0.1,0,0,0,0.1,0,0,0,0.51,0,0,0,0,0,0,0,0,0.014,0,0.028,32,0
0,0,0,0,0,0,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,13,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,12.88,0,0,0,0,0,0,0.28,0,0,0.037,0,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,17,0
0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0.13,0.13,0.06,0,0,2.54,0,0.2,0,0,0.2,0.06,0,0.06,0.028,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0.27,0,0.13,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0.073,0.024,0,82,0
1.26,0,0,0,0,0,0,0,0,2.53,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,1.61,0,0.53,0,0,0.53,0,0,0,0,0,0,5,0
0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,2,0
0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,6,0
0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,4,0
0,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,4,0
0,0.28,0,0,0,0,0,0,1.7,0.56,0,0,0,2.55,0,0.28,0,0.223,0,0,55,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
0,0.2,0,0,0.81,0,0,0.2,2.75,0,0,0,0,0.3,0,0,0,0.03,0,0,27,0
0,0,0,0,0,0,0,0,4.44,1.11,0,0,0,0,0,0,0,0,0,0,12,0
0.55,0,0,0,0,0,0,0,1.11,0.55,0.55,0.55,0.55,0.55,0,0.55,0.55,0,0,0,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,4,0
0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0.07,0.1,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0.188,0,0.01,66,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0.263,0,0,5,0
0,0,0,1.61,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,0,0,0,12,0
0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0.049,0,9,0
0,0,0,0,0,0,0,0,8.33,4.16,4.16,4.16,4.16,4.16,0,0,4.16,0,0,0,11,0
0,0,0,0,0,0,0,0,1.74,1.74,0.58,0.58,0.58,1.16,0,0.58,0.58,0,0,0,12,0
0,0.32,0,0,0,0,0,0,1.28,0.32,0.32,0.32,0.32,0.32,0,0.32,0.32,0,0.094,0,13,0
0.26,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.047,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.078,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,2,0
0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,0.36,0,0,0,0,7.22,0,0,0,0,0,0,0,0,0,0,3.972,0.063,0,43,0
0,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0,6,0
1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,10,0
0,0,0,0,0,0,7.12,0,0,0,0,0,0,0,0,0.22,0,3.125,0.24,0,43,0
0,0.54,0,0,0,0,0,0,2.18,0.54,0,0,0,0,0,0,0,0,0,0,34,0
0.12,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.055,0,63,0
0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,1.151,0.271,0,30,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.39,0,0,0.69,0,0.69,0,0,0,0,0,0,0,0,0,0.69,0,0,0.254,0,13,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0,7,0
0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0.128,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0.31,0,0,0,0,0.31,0,0,0,0,0.225,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0.038,17,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0.54,0,15,0
0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0.64,0,0,1.16,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,12,0
0.17,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,5,0
0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
