@relation 'spambase-weka.filters.unsupervised.attribute.Remove-V-R2,4,6-7,9,13,17,19-20,25,27-30,37,39,42,45,50-53,58'

@attribute Word_freq_address numeric
@attribute Word_freq_3d numeric
@attribute Word_freq_over numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_order numeric
@attribute Word_freq_people numeric
@attribute Word_freq_business numeric
@attribute Word_freq_you numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_george numeric
@attribute Word_freq_650 numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_labs numeric
@attribute Word_freq_1999 numeric
@attribute Word_freq_pm numeric
@attribute Word_freq_meeting numeric
@attribute Word_freq_re numeric
@attribute Char_freq2 numeric
@attribute Char_freq3 numeric
@attribute Char_freq4 numeric
@attribute Char_freq5 numeric
@attribute Spam {1,0}

@data
0,0,0,0,0,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8.33,4.16,4.16,4.16,4.16,0,0,0,0,1.092,0,0,0,0
0,0,0,0,0,0,0,0.58,0,3.51,0.87,2.34,0.58,1.17,0.29,0.87,0.87,0.58,0.637,0.045,0,0,0
0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.69,0,0.69,0,0,0,0,0,0.228,0.114,0,0,0
0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.09,0,1.03,0,0,0,1.03,0,0,0,1.03,0,0,0,0,0
0,0,0,0,0.48,0,0.48,1.44,0,0,0,0,0,0,0,0,0,0.48,0.076,0,0.305,0.381,0
0.33,0,0,0,0,0,0,0.33,0,4.98,0,0,0,0,0.33,0.66,0,0,0.204,0,0.306,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0
0,0,0,0.49,0,0,0,0,0,3.48,0.49,0,0,0,1.99,0,0,0,0.588,0.168,0,0,0
0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,2.378,0,0
0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,1.086,0,0
0,0,0,0,0,0,0,4.16,0,2.77,1.38,2.77,0,0,0,0,0,1.38,0.355,0,0.355,0,0
0,0,0,0,0,0,0.48,1.93,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4.34,0,0,0,0,0,0,0,0,0,0,0,0,0.787,0,0
0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.39,0,0,0,0,0.39,0,3.14,1.18,0.39,0.39,0.39,0.78,0.78,1.96,0.78,0.581,0,0.129,0,0
0,0,0,0,0,0.34,0,0.34,0,0.34,0,0,0,0,1.04,0,0,0,0.149,0,0,0,0
0,0,0,0,2.29,0,0,0,0,5.34,1.52,0.76,0.76,2.29,0,0.76,0,0.76,0.157,0,0,0,0
0,0,0,0.46,0,0,0,0.46,0,0.46,0.92,0,0,0,0.92,0.92,0,0.46,0.163,0,0.163,0,0
0.07,0,0.07,0,0,0.07,0.63,0.14,0,3.03,0,0,0,0,0.21,0,0,0,0.177,0,0,0,0
0,0,0.1,0,0.49,0,0.38,0.21,0,0.49,0.05,0,0,0,0.21,0,0,0,0.136,0.078,0,0.014,0
0,0,0,0,0,0,0,0.89,0,1.78,0,0.89,0,0,0,0,0,0,0.537,0,0,0,0
0,0,0,0,0,0,0,1.23,0,2.46,0,1.23,0,1.23,2.46,0,0,0,0.139,0,0.278,0,0
0,0,0,0,0,0,0,6.95,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0
0,0,0,0,0,0,0,1.05,0,0.52,1.58,1.05,0,0.52,0,0,0,0.52,0.164,0,0,0,0
0,0,0.37,0,0,0.37,0,2.24,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.56,0,1.56,0.215,0.215,0,0,0
0,0,0,0,0,0,0,2.28,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.83,0,1.83,2.75,0.91,0.91,0.91,0.91,0.91,0,0.91,0.46,0,0,0,0
0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,1.47,0,0,0,0.767,0.139,0,0,0
0,0,0,0,0,0,0,0.56,0,0,0,0,0,0.56,0,0,0,0.56,0.096,0,0,0,0
0,0,0,0,0,0.37,0,0,0,3.03,0,0,0,0,0.18,0,0,0.18,0.056,0,0,0.112,0
0,0,0,0,0,0,0,0,0,3.84,0,0,7.69,0,0,0,7.69,0,0,0,0.581,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.34,0,0,0,0,1.34,0,0,0.67,0,0,0,0,0,0,0.67,0.111,0,0,0,0
0,0,0,0,0,0,0,1.25,0,1.25,0,0.62,0,0.62,0,0,0,0.62,0.084,0,0.169,0,0
0,0,0,0,0,0,0,6.38,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0
0,0,0,0,0,0,0,1.38,0,0,2.77,0,0,0,1.38,0,0,1.38,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.13,0,0.56,0,0.84,0.56,0,0,0,0.262,0,0,0,0
0,0,0.64,0,0,0,0,3.84,0,1.28,1.92,0.64,0.64,0.64,0.64,0.64,0,1.28,0.225,0,0.225,0,0
0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,1.49,0,0,0,0.209,0.209,0,0,0
0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0
0,0,0,0,0,0,0,0.99,0,0,1.98,0,0,0,0.99,0,0,0.99,0,0,0,0,0
0,0,0,0,0,0,0,1.28,0,4.48,0.96,0.96,0.64,0.32,0.32,0,0,0.96,0.211,0.105,0.052,0,0
0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,0
0,0,0.03,0,0.23,0,0,0.07,0,0.53,0.01,0,0,0,0.45,0,0,0,0.127,0.064,0,0.005,0
0,0,0,0,0,0,0,1.36,0,1.36,0,2.73,0,0,0,0,0,0,0.68,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.92,0,0,0,0,0,0,0,0.363,0,0,0,0
0,0,0,0,0,0,0,2.27,0,0,1.13,0,0,0,0,0,1.13,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0.34,0.272,0,0,0
0,0,0,0,0,0,0,0.59,0,1.39,0,0.39,0,0,0.19,0,0,0.39,0.191,0,0,0,0
0,0,0,0,0,0,0,4.83,0,0,3.22,0,0,0,1.61,0,0,1.61,0,0,0,0,0
0,0,0,0,0,0.55,0,3.31,0,2.2,0.55,0,0,0,0,0,0,0,0.27,0.18,0,0,0
0.77,0,0.38,0,0,0,0,3.48,0,0,0,0,0,0,0.38,0,0,0,0.067,0,0,0,0
0,0,0,0,0,0,0,3.84,0,0,2.88,0,0,0,0.96,0,0,0.96,0,0,0.171,0,0
0,0,0,0,0,0,0,0,0,3.03,0,3.03,0,0,0,1.51,0,0,0.428,0,0,0,0
0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0.595,0,0
0,0,0,0,0,0.27,0.27,0,0,3.06,0,0,0,0,0.18,0,0,0,0.117,0,0,0.039,0
0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0.25,0,0,0,0.083,0,0,0,0
0.03,0,0.06,0,0.03,0.06,0,1.23,0.19,1.53,0,0.06,0,0.06,0.13,0.19,0,0.03,0.231,0,0.019,0.009,0
0,0,0,0,0,0,0,0.52,0,2.64,0.52,0,0,0,1.05,2.64,0.52,0.52,0.169,0.084,0,0,0
1.93,0,0,0,0,1.54,0.38,4.24,0,0,0.38,0,0,0,0,0,0,0,0,0,0.109,0,0
0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.48,0.72,0.48,1.69,0,0,0,0,0,0,0,0,0.034,0,0,0,0
0,0,0,0.21,0,0,0,1.49,0,0.21,0,0,0,0,0,0,0,0,0.139,0.034,0,0.069,0
0,0,0,0,0,0,0,0,0,13.04,0,0,0,4.34,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2.6,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,0,0
0,0,0,0.62,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0.62,0.049,0,0.247,0.049,0
0,0,0,0,0,0,0,1.55,0,0.69,0,0,2.76,0,0,0,0,0,0.078,0.052,0,0,0
0,0,0,0,0,0,0,0,0,6.74,0,0,0,0,0,0,0,0,0.053,0,0,0,0
0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0.124,0,0,0,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.34,0,0,0.68,0,0,0,3.42,0,0.34,0,0,0,0,0,0,0,0,0,0,0.048,0.048,0
0,0,0,0,0,0,0,4.37,0,1.45,0,0,0,0,0,0,0,0,0,0.107,0,0,0
0,0,0,0,0,0.18,0,1.44,0,0.36,0,0,0,0,0.36,0,0,0.18,0,0,0.107,0,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,0,0,0,0,0,0,1.19,0,0.47,0.23,0,0,0,0,0,0,0,0,0,0,0.158,0
0.12,0,0,0,0,0,0,0.12,0,0.9,0.38,0,0,0,0,0,0.9,0,0.149,0,0,0,0
0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.97,0.97,1.94,0,0.97,0,0,0,0,0.261,0,0,0,0
0,0,0.32,0,0,1.29,0.32,0.97,0,0.32,0.32,0.64,0,0.32,0,0,0,0,0.371,0,0,0,0
0,0,0,0,0,0,0,0,0,0,16.66,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.13,0,0.4,0.06,1.01,0,0,1.08,0,0.06,0,0,0.4,0,0,0.06,0.068,0,0,0.166,0
0,0,0,0,0,0,0,2.11,0,0,0.7,0,0,0,0,0,0,0,0.047,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.95,0,1.27,1.91,0.63,0.63,0.63,0.95,0.63,0,0.63,0.304,0.101,0,0,0
0.46,0,0,0,0,0,0,1.38,0,2.31,0,0,0,0.46,0.46,0.46,1.38,0,0.155,0,0,0,0
0,0,0,0,0,0.81,0,1.62,0,0.81,1.62,0,0,0,0,0,0,0.81,0.143,0,0.143,0,0
0,0,0,0,0.25,0,0,0,0,0.77,0,0,1.03,1.8,0.25,0,0,0.25,0.039,0,0,0,0
0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,0,0.665,0
0,0,0,0,0.48,0,0.24,0.48,0,1.69,0,0,0,0,0.48,0,0,0.24,0.036,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0.54,0,0,0,0.166,0,0.083,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.35,0,1.35,0,0.205,0,0,0
0,0,0,0,0,0,0,6.25,0,0,1.25,0,0,0,0,0,0,0,0.246,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.687,0,0,0,0
0,0,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.78,0,1.78,0,1.78,0,0,1.78,0,0,0,0.319,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0.837,0,0,0,0
0,0,0,1.23,0,0,1.23,0,0,2.46,0,0,0,1.23,0,0,0,0,0,0,0.403,0,0
0,0,0.49,0,0,0,0,0.49,0,0,0.49,0,0,0,0.49,0,0,0,0.228,0,0,0,0
0,0,0,0,0,0,0,0.32,0,0.64,0,0,0,0,0.64,0,0,0,0.04,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,0,0
0,0,0.29,0,0,0,0,0.89,0,0,0.29,0,0,0,0,0.29,0.59,0,0.162,0,0,0,0
0,0,0,0,0,0.46,0,1.38,0,0.46,0,0,0,0,0.92,1.38,0.46,1.38,0.074,0.149,0,0,0
0,0,0.67,0,0,0,0,0,0,2.02,0,1.35,0,0,0,0,0,0,0.205,0,0,0,0
0.26,0,0.26,0,0,0,0,0,0,1.83,0,0,0.26,0,0.26,0,0,0,0,0.032,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.58,2.33,0,2.33,0.58,0,0,0,0,0,0,0.58,0.203,0,0.407,0.407,0
0,0,0,0,0,0,0,0,0,2.71,0.54,0.54,0.54,0.54,0,0,0,0.54,0.531,0,0,0,0
0,0,0,0,0,0,0,0.32,0,0.64,0,0,0,0,0.64,0,0,0,0.04,0,0,0,0
0,0,0.19,0,0.38,0,0,2.51,0,0.19,0,0,0,0,0.19,0,0,0,0.251,0,0,0,0
0.23,0,0,0.23,0,0,0,0.23,0,0,0,0,0,0,0,0.23,0,0,0.298,0,0.149,0,0
0,0,0,0,0,0,0,0.19,0,1.58,0,0.19,0,0.39,1.19,0.19,0.19,0,0.14,0.028,0.112,0,0
0,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0.479,0,0,0,0
0,0,0,0,0.12,0.12,0.72,0,0,1.81,0,0,0,0,0.12,0,0,0,0.06,0,0,0,0
0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,2.25,0,0.9,0.9,0.747,0.166,0,0,0
0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,1.31,0,0,0,0.431,0,0,0,0
0,0,0,0,0.75,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14.28,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.35,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.38,0,0.38,0,0,1.16,0,0.77,0.38,0,0,0,0,0.38,0,1.16,0.061,0,0,0,0
0,0,0.57,0,0,0,0,2.86,0,4.58,0.28,0,0,0,0.57,0,0,0.85,0.192,0.096,0,0,0
0,0,0,0,0,0,0,1.63,0,0,1.63,0,0,0,0,0,0,1.63,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0.143,0,0,0,0
0,0,0,0,0,0,0,2.56,0,0,2.56,0,0,0,0,0,0,2.56,0.485,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0
0.23,0,0.23,0,0,0,0,0.23,0,1.15,0,0,0,0.23,0.23,0,0.23,0,0.063,0,0.159,0,0
0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.218,0,0.054,0,0
0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0.71,0,0.055,0,0.055,0,0
0,0,0,0,0,0,0,0,0,0.63,0,0.63,0,0.63,0.31,0,0,0,0.588,0,0,0,0
0,0,0,0,0,0.1,0.1,0.1,0,3.02,0,0,0,0,0.31,0,0,0,0.134,0,0,0.059,0
0,0,0,0,0,0,0,1.28,0,0,0,0,0,0,0,0,0,0,0.227,0,0,0,0
0,0,0,0,0,0,0,0.6,0,1.21,0,0.6,0,0.6,1.21,1.21,0,0,0,0,0.077,0,0
0,0,0,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0.06,0,0.361,0.18,0
0,0,0,0,0,0,0,1.76,0,1.76,1.76,0.88,0.88,0.88,0.88,0.88,0,2.65,0.855,0,0.285,0,0
0,0,0,0,0,0,0,0,0,2.07,0,0,0,0,1.55,0,0.51,0,0.497,0,0.082,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1.04,0,0,1.04,0,0,0,0,0,0,0,0,0.478,0,0,0,0
0,0,0.08,0,0.08,0.08,0.26,1.75,0,1.93,0,0.17,0,0,0.79,0,0,0.08,0.063,0,0.038,0,0
0.18,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0.36,0,0.18,0.177,0.059,0.148,0.029,0
0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.44,2.22,2.22,2.22,2.22,0,0,0,0,0.735,0,0,0,0
0,0,0,0,0,0.54,0,1.09,0,0.54,0.54,0.54,0,0,0,0,0,0,0.308,0,0,0,0
0,0,0.27,0,0,0.54,0,3.79,0,0.27,0,0,0,0,0,0,0,0,0.433,0,0,0.078,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.12,0,0.06,0.06,0.12,0.93,0.06,0.93,0,0,0,0.18,0.49,0,0,0,0.182,0,0.1,0.109,0
0,0,0,0,0,0,0,0.74,0,0.74,0,1.48,0,0,0,0,0,0.74,0.257,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0.666,1.111,0.222,0,0
0,0,0,0,0,0,0,3.12,0,0,0,0,0,0,0,0,0,0,0.432,0,0,0,0
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1.724,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0,0,0
0,0,0,0,0,0,0,1.86,0,0,0,0,0,0,0,0,0,0.93,0,0,0.165,0,0
0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0
0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,2.04,0,0,0,0,0
0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0
0,0,0,0,0,0,0,5.81,0,0,0,0,0,0,0,0,0,0,0.163,0,0.49,0,0
0,0,0,0,0,0.55,0,0.55,0,0,0,0,0,0,0,0,0,0,0.087,0,0,0,0
0,0,0,0,0,0.54,0,5.43,0,0,0,0,0,0,0,0,0,1.63,0.083,0,0,0,0
0,0,0,0,0,0.33,0,1.35,0,0,0,0,0,0,0,0,0,0.33,0,0,0.174,0,0
0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,0,0.67,0,0,0.471,0,0
0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0.94,0,0,0.756,0,0
0,0,0,0,0,0,0,4.69,0,0,0,0,0,0,0.67,0,0,2.01,0.102,0,0,0,0
0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0.76,0,0,1.52,0.139,0,0,0,0
0,0,0,0,0,1.5,0,1.5,0,0,0,0,0,0,0,0,0,0.75,0.147,0,0.441,0,0
0,0,0,0,0,0,0,1.08,0,0,0,0,0,0,0.72,0,0,1.08,0,0.062,0.062,0,0
0,0,0,0,0,1.85,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0.692,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0
0,0,0,0,0,0,0,2.73,0,0,0,0,0,0,0,0,0,0,0.064,0,0.064,0,0
0,0,0,0,0,0.09,0,4.24,0,0,0,0,0,0,0,0,0,0.09,0.116,0,0.188,0,0
0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0
0,0,0,0,0,0.54,0.54,1.63,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0,0
2.6,0,0,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0.154,0,0.773,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0
0.32,0,0,0,0,0.32,0,2.92,0,0,0,0,0,0,0.32,0.32,0,1.29,0.174,0,0.291,0,0
0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0.74,0.124,0,0,0,0
0,0,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0.145,0,0.436,0,0
0,0,0.4,0,0,0,0,0.4,0,0,0,0,0,0,0.81,0,0,0.4,0.323,0.053,0,0,0
0,0,0,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0.72,0.298,0,0.198,0,0
0,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0.24,0,0,0.49,0.147,0,0.147,0,0
0,0,0.17,0,0,0,0,0.17,0,0,0,0,0,0,0.08,0,0,0,0.075,0,0.012,0.012,0
0.16,0,0.16,0,0,0.16,0,2.34,0,0,0,0,0,0,0,0,0,0.33,0.058,0,0,0,0
0,0,0,0,0,0,0,6.02,0,0,0,0,0,0,0,2.4,0,1.2,0,0,7.707,0,0
0,0,0,0,0,0,0,5.45,0,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.37,0,3.33,0,1.48,0,0,0,0,0,0,0,0.37,0.067,0,0.135,0.135,0
0,0,0,0,0,0,0,1.47,0,0,0,0,0,0,0,0,1.47,0,0.335,0,0,0,0
0,0,0.35,0,0,0,0,1.79,0,0.35,0,0,0,0,0,0,0,0,0.064,0,0,0,0
0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,1.28,0,0,1.28,0,0,1.548,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0
0,0,0.11,0,0,0.11,0,2.15,0,0,0,0,0,0,0,0,0,0.71,0.126,0,0.021,0,0
0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0.63,0.31,0,0.95,0,0,0,0,0
0,0,0.29,0,0,0.19,0.19,1.35,0,0,0,0,0,0,0,0,0,0.38,0.03,0,0,0.046,0
0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,2.53,0.263,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0
0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0.8,0,0,0.8,0.149,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,0.213,0,0,0,0
0,0,0,0,0,0.37,0,1.49,0,0,0,0,0,0,0,0,0,1.11,0.131,0,0,0,0
