@relation spambase

@attribute Word_freq_make numeric
@attribute Word_freq_address numeric
@attribute Word_freq_remove numeric
@attribute Word_freq_mail numeric
@attribute Word_freq_receive numeric
@attribute Word_freq_report numeric
@attribute Word_freq_addresses numeric
@attribute Word_freq_credit numeric
@attribute Word_freq_hp numeric
@attribute Word_freq_hpl numeric
@attribute Word_freq_george numeric
@attribute Word_freq_lab numeric
@attribute Word_freq_data numeric
@attribute Word_freq_85 numeric
@attribute Word_freq_technology numeric
@attribute Word_freq_parts numeric
@attribute Word_freq_cs numeric
@attribute Word_freq_project numeric
@attribute Word_freq_re numeric
@attribute Word_freq_conference numeric
@attribute Char_freq2 numeric
@attribute Char_freq4 numeric
@attribute Capital_run_length_total numeric
@attribute Spam {1,0}

@data
0.32,0,0,0.64,0.32,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0.213,1.174,319,1
0.16,0.24,0.49,0.66,0.24,0,0.66,0.16,0,0,0,0,0,0,0,0,0,0,0.08,0,0.132,0.25,1339,1
0,0.3,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.094,0,212,1
0.08,0.08,0.25,0.08,0.17,0,2.22,0.17,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.063,0.42,1402,1
0.17,0,0.08,0.08,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0.095,574,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.149,19,1
0.18,0,0,0.06,0.06,0.06,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0.01,451,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1
0.67,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.413,132,1
0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.106,0,139,1
0,0.16,0,0.32,0.32,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.134,1038,1
0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.108,0,202,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0.215,0.215,77,1
0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0.165,0.165,100,1
0,0.74,0,1.11,0.37,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0.336,1.211,736,1
0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605,0,100,1
0.64,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,119,1
0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0.653,75,1
0.24,0,0.24,0.48,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,429,1
0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,46,1
0.05,0.05,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.099,0.099,1310,1
0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0.124,0.31,65,1
0.39,0,0.79,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.64,74,1
0.07,0.22,0.07,0.6,0.22,0,0.15,0.22,0,0,0,0,0,0.07,0,0,0,0,0,0,0.095,0.131,972,1
4.54,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.076,10,1
0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,1
0,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.072,0.217,77,1
0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0.24,0,0.036,1.021,461,1
0.47,0.31,0.05,0.76,0.26,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.066,0.322,3038,1
0,1.56,1.56,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,164,1
0.34,0.05,0,0.23,0.34,0,0,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0.201,0.127,1107,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0.121,1.094,95,1
0,0,0,0.88,0,0,0,0.44,0,0,0,0,0.44,0,0,0,0,0,0,0,0.257,0.064,113,1
0.33,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0.173,0.367,389,1
0,0,0,0.36,0.36,0.36,0,0.18,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0.633,841,1
0,0.81,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,166,1
0,0,0,2.38,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,159,1
0,0,0.45,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0.063,161,1
0,0,0.14,0,0.14,0,0,2.14,0,0,0,0,0,0,0,0,0,0,0.14,0,0.048,0.241,1229,1
0.49,0,0.24,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.315,228,1
0.46,0.92,0,1.85,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,1.663,748,1
0,0.82,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,158,1
0,0.34,0.34,1.04,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058,0.638,89,1
0.22,0,0.11,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0.142,0.775,798,1
0,0.29,0.14,0.43,0.29,0,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0.865,1001,1
0,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74,94,1
0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,115,1
0,0,0.45,0.45,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0.16,0.64,184,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439,1.098,125,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
0.1,0.2,0.5,0.1,0.3,0,1.61,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0.11,0.488,1351,1
0,0,1.03,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.844,15,1
0,1.25,1.25,0,0.62,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0.225,134,1
0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.501,200,1
0,1.47,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,33,1
0,0.26,0.08,1.56,0.26,0.08,0.69,0.17,0,0,0,0,0.08,0,0.08,0,0,0,0.08,0,0.234,0.358,979,1
0,1.32,0,0.75,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0.08,0.242,244,1
0.39,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.612,75,1
0,0.95,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.267,464,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1
0,0.18,0.73,0.27,0.27,0,1.47,0.18,0,0,0,0,0,0,0,0,0,0,0.09,0,0.094,0.432,1478,1
0,0,0.11,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.035,305,1
0.16,0.24,0.49,0.49,0.24,0,0.65,0.16,0,0,0,0,0,0,0,0,0,0,0.08,0,0.114,0.241,1466,1
0,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.036,0.036,264,1
0,0.13,0,1.5,0,0,0.27,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0.042,0.364,1444,1
0.68,0.17,0.51,0.51,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0.095,0.126,224,1
0.31,0,0.15,0.63,0.31,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0.15,0,0.076,1.3,650,1
0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1
0,0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161,0.215,328,1
0.1,0.2,0.5,0.1,0.3,0,1.61,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0.11,0.49,1351,1
0,0,0.91,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,1.72,0,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0.251,91,1
0,0,0.42,0.42,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013,0,42,1
0.42,0.39,0.09,0.91,0.26,1.08,0.03,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.104,0.345,2501,1
0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.206,292,1
0,0.81,0.98,1.79,0,0,0.32,0.16,0,0,0,0,0,0,0.16,0,0,0,0,0,0.246,0.179,640,1
0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.907,195,1
0,0,0.23,0.95,0,0.23,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0.123,0.197,519,1
0.32,0.09,0,0.69,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.032,0.145,640,1
0.22,0.88,0,1.54,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.659,728,1
0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.106,0,139,1
0,0.19,0.49,0.29,0.29,0,1.58,0.19,0,0,0,0,0,0,0,0,0,0,0.09,0,0.092,0.417,1365,1
0,0.4,0.4,2.4,0,0,0.4,0.4,0,0,0,0,0.4,0,0,0,0,0,0,0,0.232,0.116,207,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0.212,0.424,82,1
0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,121,1
0.07,0.22,0.07,0.59,0.22,0,0.14,0.22,0,0,0,0,0,0.07,0,0,0,0,0,0,0.095,0.119,974,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,229,1
0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.286,189,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352,2.112,43,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
0.48,0.2,0,0.97,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.105,0.75,966,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.103,64,1
0.33,0.16,0.16,0.16,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0.028,532,1
0,0,2.94,1.47,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.427,277,1
0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0.06,0.484,203,1
0,0,0,0,0,2.06,0,0,0,0,0,0,0,0,1.03,0,0,0,1.03,0,0.171,0.171,80,1
0.08,0.08,0.25,0.08,0.17,0,2.21,0.17,0,0,0,0,0,0,0,0,0,0.08,0.08,0,0.065,0.408,1412,1
0,0.27,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,164,1
1.06,0.16,0,0.49,0.08,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095,0.845,713,1
0.52,1.31,0.79,0.79,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138,0.046,135,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1
0.1,0.1,0.4,0.81,0.1,0,0,0.5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.976,1042,1
0.66,0,0.13,0.26,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.109,0.414,667,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.104,0.524,75,1
0,0.58,0,7.55,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0.192,58,1
0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0.101,0.606,144,1
0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0.09,2.443,81,1
1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.272,107,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.709,305,1
0,0,0.76,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,309,1
0,0,0.36,0,0.36,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0.124,0.435,173,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.851,199,1
0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.067,0,418,1
0,0.26,0.08,1.56,0.26,0.08,0.69,0.17,0,0,0,0,0.08,0,0.08,0,0,0,0.08,0,0.234,0.358,981,1
0.56,0,0,0.28,0.28,0,0,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0.128,1.289,386,1
0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0,0,60,1
0,0.85,0.42,0.85,0,0,0,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0.221,0.177,553,1
0,0.5,1.01,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.113,0.189,646,1
0,0.9,0.9,1.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,18,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1
0.63,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,118,1
0.49,0.21,0,0.98,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.108,0.768,966,1
0.6,0,0,1.32,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.041,0.102,479,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.326,44,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1.91,0,0,0,0,0,0,0.265,0.797,288,1
0,0,0,0,0,2.04,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0.176,0.176,81,1
0,0.81,0.98,1.79,0,0,0.32,0.16,0,0,0,0,0,0,0.16,0,0,0,0,0,0.247,0.179,640,1
0.99,0.49,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356,311,1
0.48,0.2,0,0.97,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0.105,0.75,966,1
0.67,0.16,0,0.16,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.123,268,1
0.16,0,0.33,0.5,0.33,0,0,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0.224,1.151,621,1
0,0,4.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1
0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,474,1
0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0.103,0,162,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,1
0,0.1,0.1,0.62,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.611,702,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,0,0.355,132,1
0,0,1.63,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1
0,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,62,1
0.6,0,0,1.32,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.04,0.101,479,1
0,0,0.8,0.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.21,229,1
0.18,0,0.06,0.12,0.06,0.06,0,0.24,0,0,0,0,0,0,0,0,0,0,0.06,0,0.052,0.01,441,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215,506,1
0.19,0.19,0.77,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.185,113,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1
0,0.47,0.47,0.47,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218,54,1
0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,1.765,118,1
0,0,0.35,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.057,229,1
0.34,0,0,1.02,0,0,0,1.02,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.902,1328,1
0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.939,40,1
0,0,0,0.81,0.27,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.565,131,1
0.09,0.09,0,0.19,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.591,771,1
0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0.254,0,153,1
0.68,0.11,0,2.73,0.34,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0.118,0.388,1592,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.537,25,1
0.26,0.05,0,0.1,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.076,0.262,2288,1
0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0.156,0,149,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.133,0.401,256,1
0,0.55,2.23,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0.159,0.479,385,1
0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.135,117,1
0,0.67,0.33,0,0.67,0,0,2.68,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.16,275,1
1.18,0.39,0.19,0.39,0,0.19,0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0.741,632,1
0,0,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,17,1
0,0,0.27,0.81,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0.04,0.489,227,1
0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.122,1.284,313,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0.131,0.461,255,1
0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364,0.729,249,1
0,0.55,0,1.67,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,352,1
0,0,1.2,1.2,1.2,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,301,1
0.44,0.44,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0,263,1
0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,111,1
0.05,0.05,0,0.05,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0.05,0,0.099,0.089,1312,1
0,0,2.94,1.47,1.47,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.425,280,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,0,0.443,0.221,61,1
0,0,0.62,1.88,0.62,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,134,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0.365,0.365,107,1
0,0,0.2,0.2,0,1.41,0.2,3.03,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.133,192,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,1
0,1.22,0.81,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0.64,505,1
0,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0.109,86,1
0.13,0.13,0,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137,0,468,1
0,0,0.5,1.01,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.412,249,1
0,0,0,0,0,0,0,2.31,0,0,0,0,0,0,0,0,0,0,0,0,0.047,1.147,622,1
0,0,0,0.23,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.112,1.046,543,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1
0.1,0.2,0.2,0.52,0.2,0,1.66,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.334,1287,1
0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.786,261,1
0,0.35,0,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0.233,0.233,140,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,0,0.215,0.215,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0.212,0,72,1
0,0,0.44,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0.301,131,1
0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
0.17,0.26,0.53,0.8,0.26,0,0.62,0.17,0,0,0,0,0,0,0,0,0,0,0.08,0,0.066,0.212,1329,1
0.32,0,0.16,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,159,1
0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,79,1
0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,0.03,9088,1
0,0.41,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0.032,303,1
0.35,0.08,0,1.76,0.17,0,0.26,0,0,0,0,0,0,0,0.08,0,0,0,0.17,0,0.081,0.556,3116,1
0,0,0,0,0,0,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0.095,131,1
0.58,0,0.58,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,207,1
0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0.441,70,1
0,0,0.93,0,0.46,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,75,1
0.77,0.38,0,1.34,0,0,1.15,1.15,0,0,0,0,0,0.19,0,0,0,0,0,0,0.027,0.438,921,1
0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141,0.565,87,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,0.204,0.408,82,1
0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,103,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,1
0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.198,261,1
0,0,0,0,0.26,0.26,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0.471,188,1
0.06,0,0.19,0.25,0.38,0,1.75,0.32,0,0,0,0,0,0,0,0,0,0,0.06,0,0.143,0.276,2259,1
0,0,0.15,0.15,0.15,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0.088,0.862,1128,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443,107,1
0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,62,1
0.48,0,0.97,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0,0,0.48,0,0,1.085,186,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.161,1.133,114,1
1.24,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0.068,0.48,114,1
0.3,0.2,0.2,1.71,0.1,0,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0.017,0.275,1029,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347,9,1
0,0,0,0.23,0.23,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0.109,1.018,543,1
0.87,0.17,0,0.42,0.39,1.69,0,0.29,0,0,0,0,0,0,0,0,0,0.02,0.07,0,0.058,0.639,3498,1
0,0,0,0,0,2.1,0,0,0,0,0,0,0,0,1.05,0,0,0,1.05,0,0.177,0,85,1
0,0.64,0.64,1.29,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,25,1
0.74,0.74,0.37,1.12,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,208,1
0,0.54,1.08,0.54,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0.334,53,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,99,1
0.15,0,0.15,0.61,0,0,0.3,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0.698,801,1
0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558,36,1
0.05,0.3,0,0,0,0,0.05,0.3,0.05,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0.045,0.054,588,1
0,0,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,27,1
0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,0.053,0.531,334,1
0.63,0.63,0.63,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398,126,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,15,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,59,1
