@relation penbased

@attribute At1 numeric
@attribute At2 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
0,84,67,44,19,26,64,13,100,2
23,79,62,21,0,19,60,25,100,2
39,74,65,21,0,23,62,4,100,2
14,77,52,41,13,25,66,0,100,2
22,72,62,35,8,5,53,3,100,2
37,75,69,44,15,0,50,7,100,2
25,81,54,41,16,15,61,0,100,2
7,86,54,39,13,14,57,2,100,2
13,79,73,45,19,0,53,17,100,2
29,80,74,26,8,0,56,25,100,2
10,81,57,42,16,16,58,4,100,2
21,71,95,34,0,0,51,23,100,2
59,49,100,58,23,0,21,13,82,2
68,94,78,61,37,25,79,8,100,2
33,79,60,38,8,0,50,0,100,2
0,78,80,42,7,14,56,18,100,2
18,59,76,35,0,0,49,14,100,2
41,80,92,49,19,0,43,17,100,2
36,63,52,6,0,30,65,3,100,2
26,64,65,36,11,0,50,4,100,2
0,81,52,49,22,7,53,4,100,2
0,88,79,62,36,27,54,3,100,2
0,85,48,40,13,24,65,4,100,2
18,76,77,39,10,0,53,19,100,2
7,51,93,58,21,0,35,17,100,2
21,68,49,43,12,3,53,2,100,2
0,71,47,31,0,0,50,7,100,2
0,70,44,60,27,21,60,0,100,2
32,67,82,48,19,0,47,13,100,2
21,89,24,31,21,32,67,0,100,2
28,69,77,45,9,0,52,0,100,2
16,56,54,31,3,19,60,7,100,2
13,75,52,30,0,0,50,5,100,2
23,75,75,50,32,2,50,8,100,2
43,62,79,47,14,0,49,10,100,2
20,76,56,46,22,21,59,1,100,2
40,69,86,26,0,0,49,23,100,2
47,72,100,46,17,0,40,7,94,2
39,88,82,54,32,0,48,0,100,2
16,77,49,27,0,32,68,6,100,2
0,66,69,62,29,12,57,0,100,2
7,69,30,33,2,25,62,2,100,2
14,77,51,41,18,33,68,0,100,2
18,66,76,50,26,12,58,0,100,2
0,87,44,52,25,25,63,0,100,2
34,80,56,28,0,33,67,7,100,2
0,85,76,65,43,11,50,6,100,2
0,75,49,58,25,38,70,4,100,2
20,93,100,64,46,0,11,11,78,2
30,84,78,38,10,0,46,14,100,2
39,69,96,43,10,0,44,15,100,2
32,81,65,52,28,0,50,0,100,2
27,66,76,40,13,0,50,5,100,2
20,63,58,36,4,0,50,0,100,2
30,81,69,31,5,7,52,0,100,2
45,74,90,62,28,0,38,18,100,2
15,75,58,46,19,7,52,0,100,2
39,97,50,42,21,34,68,0,100,2
12,78,79,46,23,0,53,7,100,2
28,89,84,38,14,0,52,13,100,2
0,75,47,41,15,28,66,20,100,2
37,78,81,46,24,0,50,0,100,2
36,69,64,48,21,6,57,0,100,2
36,89,75,51,30,0,51,8,100,2
26,74,70,37,7,0,49,15,100,2
54,69,70,18,0,16,58,18,100,2
38,67,85,58,24,0,43,17,100,2
35,69,85,48,13,0,53,0,100,2
0,75,68,61,29,18,59,0,100,2
24,88,56,41,17,12,56,2,100,2
0,78,62,59,31,14,57,1,100,2
48,72,100,48,22,0,45,17,88,2
25,71,65,52,30,9,54,10,100,2
0,77,84,65,36,5,46,2,100,2
0,62,58,71,41,23,58,0,100,2
0,65,55,42,9,1,51,12,100,2
58,65,90,31,0,0,48,1,100,2
0,88,64,56,31,28,64,1,100,2
0,78,51,37,8,21,65,0,100,2
0,82,50,66,42,33,55,1,100,2
0,86,95,67,44,18,32,2,100,2
40,78,79,54,24,0,43,4,100,2
0,63,56,34,0,11,55,23,100,2
44,65,100,49,17,0,29,11,79,2
28,87,68,39,13,0,51,8,100,2
0,93,61,52,30,4,51,3,100,2
29,83,78,27,2,0,52,18,100,2
22,69,79,52,22,0,46,2,100,2
20,82,93,76,52,11,0,7,85,2
0,75,57,73,46,38,55,2,100,2
0,76,52,47,17,37,69,5,100,2
39,91,55,39,19,32,66,0,100,2
0,74,64,71,41,30,60,1,100,2
16,37,49,56,17,0,50,3,100,2
0,73,72,73,48,5,46,0,100,2
0,99,49,55,29,44,72,0,100,2
48,97,77,46,23,0,50,3,100,2
0,90,48,52,30,12,56,4,100,2
0,82,100,62,39,1,26,1,93,2
4,82,84,50,21,0,53,16,100,2
15,79,51,31,2,30,65,0,100,2
36,65,73,33,1,0,50,6,100,2
40,79,78,41,16,1,61,1,100,2
16,65,59,41,12,8,55,0,100,2
52,75,93,43,15,0,50,2,100,2
0,86,46,45,16,34,66,1,100,2
0,80,53,73,47,63,61,1,100,2
1,92,52,41,14,9,54,3,100,2
0,82,73,46,19,14,59,16,100,2
7,68,54,48,16,0,50,9,100,2
1,72,42,37,6,0,51,1,100,2
0,86,66,40,13,12,56,8,100,2
46,82,69,47,28,12,56,9,100,2
0,89,56,64,33,12,57,0,100,2
9,88,60,55,34,10,56,7,100,2
0,83,59,57,28,31,70,1,100,2
3,74,26,32,0,34,67,6,100,2
0,88,40,50,25,23,62,0,100,2
14,74,77,58,29,0,50,9,100,2
1,61,47,70,39,16,49,0,100,2
52,69,100,60,31,0,26,0,97,2
30,59,49,5,7,33,66,0,100,2
43,75,94,47,14,0,49,0,100,2
0,90,66,48,24,4,52,0,100,2
0,75,50,44,14,35,67,0,100,2
35,77,66,45,19,0,51,11,100,2
0,74,35,48,18,19,60,2,100,2
0,86,59,66,40,34,66,4,100,2
1,68,55,31,2,0,60,0,100,2
27,70,94,52,20,0,45,18,100,2
5,63,49,34,0,5,53,2,100,2
46,78,100,51,35,0,43,6,89,2
61,77,94,43,15,0,47,0,100,2
13,67,65,42,11,6,60,0,100,2
0,77,49,54,26,24,62,4,100,2
12,68,48,46,22,20,57,0,100,2
34,69,62,34,8,6,52,3,100,2
21,91,62,36,11,19,59,0,100,2
3,72,50,48,19,13,65,0,100,2
52,92,100,48,27,0,35,1,89,2
32,71,82,43,17,0,50,6,100,2
26,80,57,30,0,9,54,27,100,2
63,80,97,33,6,0,51,21,100,2
35,80,66,24,0,9,54,13,100,2
14,69,50,36,21,36,68,0,100,2
18,92,93,56,35,14,75,10,100,2
13,74,70,42,15,0,50,1,100,2
26,88,56,45,21,24,67,0,100,2
5,80,58,37,8,5,52,2,100,2
19,80,53,32,1,1,51,1,100,2
31,87,55,37,14,26,62,5,100,2
0,87,67,50,23,16,58,3,100,2
19,88,100,48,23,0,18,0,72,2
10,64,60,52,18,0,50,5,100,2
0,61,59,73,42,31,58,0,100,2
15,63,68,24,0,0,50,5,100,2
15,74,69,46,20,20,61,0,100,2
4,80,37,53,28,4,52,2,100,2
0,74,66,51,21,4,52,1,100,2
24,84,44,39,16,28,64,0,100,2
0,82,100,65,42,9,5,0,72,2
37,100,47,20,17,33,66,4,100,2
23,86,71,43,24,7,52,7,100,2
32,63,86,24,0,0,53,2,100,2
5,68,87,45,13,0,57,0,100,2
35,83,100,52,31,0,14,0,77,2
23,63,63,22,0,13,56,18,100,2
0,80,57,59,27,31,67,9,100,2
0,88,50,66,34,19,59,3,100,2
42,88,60,20,28,46,89,0,100,2
49,100,83,21,6,5,54,20,100,2
0,62,56,60,25,11,55,6,100,2
16,68,63,48,11,0,50,0,100,2
34,63,65,33,5,2,53,7,100,2
13,96,56,53,32,3,51,5,100,2
8,70,55,31,0,0,49,10,100,2
0,78,66,34,12,15,58,13,100,2
0,83,48,42,14,27,66,1,100,2
6,76,73,39,16,0,52,17,100,2
24,64,68,56,25,0,51,0,100,2
2,85,37,41,15,17,58,2,100,2
23,88,51,38,16,27,64,3,100,2
0,62,81,61,28,11,56,19,100,2
35,98,47,30,4,34,68,0,100,2
0,96,58,56,35,0,42,1,100,2
0,76,67,44,13,5,52,4,100,2
26,80,72,44,18,0,50,8,100,2
34,74,100,27,0,0,49,15,100,2
40,80,100,67,46,18,0,6,47,2
0,70,43,44,15,11,57,14,100,2
64,81,100,53,18,0,47,13,95,2
15,67,60,52,23,3,56,0,100,2
0,76,66,57,29,19,60,6,100,2
0,85,68,55,31,20,61,4,100,2
0,93,78,55,31,11,53,0,100,2
65,90,95,48,25,0,43,0,100,2
0,75,61,48,22,26,65,1,100,2
0,63,52,37,3,6,53,2,100,2
29,66,92,52,18,0,42,6,100,2
32,76,77,50,25,0,50,4,100,2
14,56,42,27,5,33,67,0,100,2
0,69,56,49,19,10,57,0,100,2
0,87,55,48,21,25,62,0,100,2
38,85,49,39,17,23,64,0,100,2
31,89,52,39,19,27,63,0,100,2
23,90,54,40,31,32,65,2,100,2
44,64,97,43,11,0,51,23,100,2
0,76,58,58,26,9,54,1,100,2
31,77,69,43,8,0,49,3,100,2
48,81,67,40,3,0,50,14,100,2
28,77,49,32,18,32,66,0,100,2
20,76,88,53,28,0,59,21,100,2
2,70,50,35,1,10,54,0,100,2
22,84,49,40,11,21,60,6,100,2
49,72,100,52,22,0,40,6,90,2
8,78,48,38,9,11,57,0,100,2
24,61,90,54,17,0,51,0,100,2
0,91,74,51,26,12,42,0,100,2
43,92,68,37,18,17,56,13,100,2
5,78,50,38,13,25,62,0,100,2
48,96,68,23,15,19,59,12,100,2
0,72,73,72,46,30,55,0,100,2
31,85,75,43,17,11,58,1,100,2
38,79,76,25,2,0,50,0,100,2
51,100,69,34,12,9,54,2,100,2
4,73,83,43,15,0,52,20,100,2
8,68,52,42,14,24,64,1,100,2
0,70,56,50,15,10,58,0,100,2
13,73,56,32,0,0,49,8,100,2
0,90,89,59,36,9,48,5,100,2
60,88,93,39,12,0,48,0,100,2
42,70,85,60,33,0,47,0,100,2
7,72,64,31,5,2,52,1,100,2
63,77,92,28,2,0,50,4,100,2
20,72,60,35,4,0,49,9,100,2
17,59,57,39,5,19,59,7,100,2
20,73,62,35,3,0,49,9,100,2
47,65,77,31,1,0,50,1,100,2
0,76,63,40,12,20,60,8,100,2
0,79,57,45,14,10,59,1,100,2
1,78,61,64,39,0,46,0,100,2
38,88,60,47,24,9,51,0,100,2
40,67,91,49,20,0,49,1,100,2
7,79,54,49,24,9,55,3,100,2
35,78,76,41,11,0,50,7,100,2
44,69,89,40,14,0,51,11,100,2
28,78,61,33,7,17,59,1,100,2
0,69,100,65,34,20,32,0,97,2
36,85,100,56,35,0,33,0,88,2
40,83,86,50,29,0,49,1,100,2
0,93,93,63,39,28,44,0,100,2
27,70,66,44,10,0,48,5,100,2
18,83,67,47,22,0,50,11,100,2
15,71,73,56,28,0,49,5,100,2
31,73,55,14,0,30,65,1,100,2
0,86,62,53,27,7,54,2,100,2
45,78,100,43,16,0,33,8,88,2
0,89,94,63,40,19,40,0,100,2
32,90,82,23,4,0,52,17,100,2
31,65,40,72,32,28,57,1,100,2
3,74,45,36,6,9,57,0,100,2
37,67,85,60,25,0,46,9,100,2
27,90,67,43,22,12,64,19,100,2
26,80,63,26,6,22,61,0,100,2
0,85,49,56,24,37,69,4,100,2
33,91,100,56,37,0,37,7,93,2
29,71,74,39,9,0,49,0,100,2
53,90,100,49,28,0,26,0,78,2
0,85,64,57,29,24,63,5,100,2
32,84,70,25,15,23,63,22,100,2
33,64,59,34,18,32,71,0,100,2
25,70,60,27,1,19,61,0,100,2
29,81,90,52,27,0,47,0,100,2
24,72,61,33,12,29,64,0,100,2
0,83,63,62,31,25,63,4,100,2
0,83,45,52,27,29,65,5,100,2
0,71,60,63,29,16,58,3,100,2
23,59,64,57,20,0,50,10,100,2
49,76,67,53,29,8,53,1,100,2
20,100,29,48,28,13,55,2,100,2
42,73,94,49,21,0,47,10,100,2
34,68,65,29,0,6,52,16,100,2
0,80,60,53,29,0,49,0,100,2
0,72,43,51,18,33,66,5,100,2
26,56,57,29,0,15,56,7,100,2
16,89,71,35,19,10,57,19,100,2
85,69,100,30,5,0,50,7,99,2
33,76,57,37,14,25,65,0,100,2
18,74,53,31,0,13,59,2,100,2
35,84,92,54,30,0,48,1,100,2
36,79,67,43,20,8,59,0,100,2
0,78,70,43,23,10,57,20,100,2
44,73,100,57,32,0,53,19,99,2
17,78,68,41,14,25,62,0,100,2
0,62,37,42,8,38,69,0,100,2
0,80,55,48,20,24,62,1,100,2
38,70,91,53,24,0,47,12,100,2
0,68,74,40,10,10,55,12,100,2
0,78,100,69,45,15,18,3,85,2
0,83,43,51,25,3,51,0,100,2
45,82,56,43,23,28,65,0,100,2
0,83,63,78,54,50,65,8,100,2
15,72,49,29,16,33,66,8,100,2
13,78,65,48,23,0,54,14,100,2
0,75,47,64,38,16,53,1,100,2
8,72,70,35,7,0,50,9,100,2
0,82,58,57,29,15,58,2,100,2
13,71,60,42,13,0,51,11,100,2
53,70,68,23,7,22,63,21,100,2
49,90,74,55,18,0,49,3,100,2
22,100,58,33,13,27,63,5,100,2
9,70,59,43,15,6,52,1,100,2
32,76,100,38,19,0,59,18,91,2
13,83,59,34,27,30,65,11,100,2
0,93,58,43,20,12,55,1,100,2
2,81,68,49,23,0,48,0,100,2
18,75,100,65,40,0,9,0,63,2
0,73,70,70,38,15,31,0,100,2
12,75,66,42,14,0,51,11,100,2
10,60,61,36,0,0,50,2,100,2
29,72,63,17,0,18,59,10,100,2
0,83,58,58,31,34,67,0,100,2
11,72,53,35,3,0,52,0,100,2
0,95,59,56,32,14,57,0,100,2
32,76,70,41,17,10,54,0,100,2
16,76,72,46,23,2,53,0,100,2
0,79,66,75,49,34,61,4,100,2
2,75,66,65,37,0,47,0,100,2
0,86,66,55,30,26,49,0,100,2
23,80,100,61,40,0,11,5,64,2
0,87,56,40,19,15,61,16,100,2
0,95,74,55,35,15,63,8,100,2
0,66,51,51,13,25,62,8,100,2
14,79,56,52,27,0,50,0,100,2
0,74,50,62,32,24,62,0,100,2
64,86,100,63,35,0,32,15,86,2
0,75,53,77,46,35,66,2,100,2
0,69,54,23,0,6,53,0,100,2
25,74,61,37,4,0,50,0,100,2
53,81,86,35,9,0,51,11,100,2
42,75,75,29,0,0,49,13,100,2
0,84,82,67,41,31,51,0,100,2
0,84,43,45,15,28,64,2,100,2
0,75,95,70,42,23,12,0,69,2
0,88,56,51,19,34,69,2,100,2
4,66,47,30,3,31,65,3,100,2
0,62,84,66,32,20,25,0,93,2
39,75,95,41,6,0,50,28,100,2
17,73,55,39,12,13,58,0,100,2
22,76,62,20,0,13,57,27,100,2
16,67,76,57,23,0,50,3,100,2
14,76,72,45,15,0,50,4,100,2
0,70,65,40,17,3,59,6,100,2
0,63,83,67,35,14,33,0,100,2
1,91,75,57,34,0,50,0,100,2
6,79,100,67,43,0,32,1,91,2
23,86,91,49,33,0,49,1,100,2
0,80,69,41,15,5,53,15,100,2
63,78,100,53,30,0,30,0,93,2
1,66,29,35,2,31,65,4,100,2
0,72,51,49,21,4,54,13,100,2
0,70,99,73,46,8,19,0,88,2
24,78,54,43,16,27,66,0,100,2
0,84,100,65,38,24,29,1,86,2
16,75,66,39,10,0,50,9,100,2
19,68,68,39,10,0,50,4,100,2
34,76,66,46,23,19,61,0,100,2
0,66,66,63,32,6,52,0,100,2
0,81,58,58,30,23,61,2,100,2
42,82,100,58,37,0,39,0,100,2
7,57,65,63,27,0,36,11,100,2
16,75,52,27,0,21,62,2,100,2
17,100,40,34,8,33,67,4,100,2
32,68,91,47,11,0,46,0,100,2
9,93,89,52,30,0,50,2,100,2
16,68,76,40,13,0,55,3,100,2
12,83,85,23,0,0,52,18,100,2
55,73,92,50,16,0,44,19,100,2
44,81,85,46,21,0,41,5,100,2
0,71,70,38,10,11,56,11,100,2
13,79,58,41,12,4,55,0,100,2
36,69,79,47,17,0,50,4,100,2
31,78,77,50,23,0,48,1,100,2
30,74,77,43,16,0,52,9,100,2
33,66,58,18,0,21,61,13,100,2
20,73,55,31,4,22,61,1,100,2
41,75,87,53,25,0,53,18,100,2
0,82,53,59,33,32,62,0,100,2
0,78,69,57,32,2,48,1,100,2
0,80,57,70,41,38,65,0,100,2
0,82,66,54,27,19,60,1,100,2
0,89,56,40,13,1,51,1,100,2
0,79,63,49,22,19,59,1,100,2
16,67,50,34,0,0,48,20,100,2
24,85,73,29,16,5,54,19,100,2
25,67,80,53,26,0,49,6,100,2
43,81,100,49,25,0,39,0,93,2
9,61,59,27,5,5,53,16,100,2
37,79,94,37,19,0,55,24,100,2
20,98,51,36,16,28,64,5,100,2
43,80,83,39,12,0,51,16,100,2
29,94,54,32,10,26,62,3,100,2
0,70,83,59,26,2,42,1,100,2
9,80,100,51,23,0,29,4,88,2
0,84,65,46,19,15,62,19,100,2
4,74,55,35,5,0,50,6,100,2
33,78,68,40,17,27,72,0,100,2
16,72,46,42,13,4,53,0,100,2
19,100,34,28,12,34,67,0,100,2
28,75,93,51,26,0,49,5,100,2
0,74,69,63,28,28,57,0,100,2
0,85,50,52,21,27,65,0,100,2
19,100,58,39,15,21,60,1,100,2
11,61,66,55,23,0,50,0,100,2
0,79,87,71,46,23,46,4,98,2
46,95,92,20,0,0,50,14,100,2
0,77,55,35,8,9,56,17,100,2
37,97,92,48,35,0,49,7,100,2
23,79,56,32,14,36,83,0,100,2
27,72,60,26,12,32,69,0,100,2
51,80,100,53,20,0,42,10,94,2
9,77,74,68,43,0,37,2,100,2
0,76,65,63,31,6,51,2,100,2
0,95,59,52,27,22,56,0,100,2
0,68,33,50,11,45,72,6,100,2
5,84,53,42,19,29,69,23,100,2
5,72,83,60,30,0,39,12,100,2
49,73,100,40,11,0,43,11,95,2
27,82,100,62,39,0,37,1,88,2
0,52,56,84,52,36,59,1,100,2
0,66,64,76,51,32,45,1,100,2
36,60,57,29,3,15,59,0,100,2
14,71,49,36,5,25,66,2,100,2
6,67,66,52,19,0,50,3,100,2
53,91,74,39,13,0,51,15,100,2
34,71,54,25,0,21,61,9,100,2
21,87,71,36,12,15,60,1,100,2
67,75,94,42,15,0,47,5,100,2
30,78,81,46,19,0,50,5,100,2
25,80,57,36,11,27,63,4,100,2
33,64,94,51,19,0,49,16,100,2
55,98,90,43,20,0,50,5,100,2
0,90,69,64,43,33,49,3,100,2
37,65,57,26,9,31,65,0,100,2
29,88,55,50,26,0,50,0,100,2
0,77,60,51,21,26,68,0,100,2
32,70,77,49,20,0,51,9,100,2
32,65,56,6,0,27,63,9,100,2
41,75,100,67,43,0,23,2,83,2
55,76,95,50,25,0,40,0,100,2
0,90,72,55,30,13,56,0,100,2
0,68,99,66,35,13,1,0,76,2
8,65,46,55,24,4,52,0,100,2
40,76,62,40,16,12,57,10,100,2
63,88,93,34,8,0,51,19,100,2
37,82,53,36,16,30,66,2,100,2
0,73,54,65,35,22,61,5,100,2
0,84,59,45,19,1,55,16,100,2
34,87,56,24,0,18,59,4,100,2
38,79,89,44,17,0,54,20,100,2
3,77,70,45,18,0,50,7,100,2
10,61,69,46,13,10,53,0,100,2
51,71,87,43,11,0,50,14,100,2
39,90,100,52,30,0,28,0,89,2
45,98,72,22,0,3,52,4,100,2
36,53,60,22,0,14,57,10,100,2
0,73,66,63,33,12,58,0,100,2
14,69,53,33,8,28,72,0,100,2
40,78,58,39,32,27,62,7,100,2
4,61,58,43,13,0,48,0,100,2
2,78,56,40,11,5,53,2,100,2
23,63,64,45,10,0,50,3,100,2
8,98,29,29,2,33,67,3,100,2
61,100,83,14,0,6,54,27,100,2
3,74,52,34,2,0,51,0,100,2
14,93,56,41,18,0,50,1,100,2
0,57,84,66,33,21,24,0,84,2
36,70,69,32,3,0,50,9,100,2
37,85,73,38,10,0,51,10,100,2
25,70,68,46,14,0,53,3,100,2
2,76,76,52,26,0,51,11,100,2
51,63,79,31,0,0,47,24,100,2
45,92,76,47,5,0,50,8,100,2
0,78,66,71,40,32,58,0,100,2
47,66,92,55,18,0,46,19,100,2
1,55,30,45,4,23,61,10,100,2
28,71,76,47,21,0,50,1,100,2
6,74,66,53,21,0,53,0,100,2
0,80,56,61,29,38,69,0,100,2
50,71,100,47,17,0,39,11,91,2
53,78,96,35,14,0,51,17,100,2
34,89,63,20,1,18,58,8,100,2
20,86,38,35,22,35,75,1,100,2
8,73,53,35,11,0,50,1,100,2
0,90,24,34,11,35,67,2,100,2
0,89,64,61,44,23,62,11,100,2
0,95,55,52,27,21,67,0,100,2
14,79,64,39,15,9,55,0,100,2
0,71,65,40,12,13,57,11,100,2
50,81,100,43,20,0,47,23,84,2
17,68,68,49,20,0,50,4,100,2
0,93,94,63,42,23,42,3,100,2
26,80,46,39,11,34,69,0,100,2
62,79,87,41,16,0,54,22,100,2
0,83,38,30,0,42,71,2,100,2
22,71,56,32,0,18,59,24,100,2
0,64,47,63,29,15,56,0,100,2
38,69,60,24,7,28,65,4,100,2
24,82,53,0,7,32,65,1,100,2
9,74,53,43,17,27,63,6,100,2
9,67,58,42,8,0,49,12,100,2
13,76,57,42,14,0,51,11,100,2
6,76,55,42,16,7,54,7,100,2
0,77,94,69,44,14,29,2,90,2
0,80,24,34,14,34,69,4,100,2
0,83,53,50,24,27,66,0,100,2
21,78,57,27,1,23,62,12,100,2
28,88,56,41,16,33,72,0,100,2
0,99,77,50,26,0,48,0,100,2
49,74,76,37,6,0,50,9,100,2
63,67,99,39,7,0,51,4,100,2
0,75,74,60,29,0,37,0,100,2
38,67,73,26,2,9,54,1,100,2
32,65,89,39,5,0,48,24,100,2
17,83,87,58,36,0,51,8,100,2
1,82,48,41,13,0,49,0,100,2
24,85,70,35,9,0,50,7,100,2
0,74,72,56,34,0,49,11,100,2
0,71,54,55,22,3,54,3,100,2
0,64,57,48,17,1,49,0,100,2
0,69,61,37,0,38,76,2,100,2
53,81,98,37,9,0,47,0,100,2
13,78,53,34,13,25,62,0,100,2
0,66,56,63,30,15,57,4,100,2
11,74,93,69,41,0,25,0,100,2
53,69,100,66,36,0,15,9,74,2
29,73,97,51,24,0,45,2,100,2
0,74,67,66,36,0,48,0,100,2
0,79,31,34,2,34,69,8,100,2
48,76,93,39,8,0,51,16,100,2
37,78,89,36,13,0,56,22,100,2
47,90,75,45,21,0,49,5,100,2
25,74,66,44,20,0,49,1,100,2
0,69,66,66,31,37,58,0,100,2
40,71,100,46,20,0,49,3,99,2
2,70,51,67,33,6,47,0,100,2
50,77,81,26,0,0,51,29,100,2
0,73,56,31,10,19,63,13,100,2
0,70,82,72,44,33,49,3,100,2
12,66,100,70,42,0,35,0,100,2
14,95,54,39,12,0,50,10,100,2
47,88,65,8,0,27,63,5,100,2
15,78,100,69,44,0,14,0,83,2
46,88,63,44,22,12,58,0,100,2
24,88,100,64,42,28,0,0,47,2
0,92,65,56,30,18,60,0,100,2
31,75,68,45,16,0,50,5,100,2
0,92,77,70,46,12,49,2,100,2
13,69,52,37,9,15,59,0,100,2
31,69,60,36,13,29,65,0,100,2
0,75,58,50,22,14,58,0,100,2
32,73,81,36,9,0,50,2,100,2
11,71,53,41,14,0,50,3,100,2
16,94,76,52,30,0,49,1,100,2
54,74,76,38,9,0,50,0,100,2
13,81,69,52,26,0,47,0,100,2
42,92,50,16,10,34,68,4,100,2
54,75,78,55,26,0,49,4,100,2
22,85,71,51,30,0,51,7,100,2
15,81,71,54,30,0,45,0,100,2
0,81,40,54,26,18,60,4,100,2
1,61,19,27,1,33,66,1,100,2
16,59,55,45,12,2,51,4,100,2
0,81,68,65,36,20,60,1,100,2
0,80,53,53,27,14,58,4,100,2
63,81,95,26,0,0,48,35,100,2
6,61,61,27,1,17,61,0,100,2
2,66,78,64,34,0,47,3,100,2
27,73,62,30,13,38,82,0,100,2
15,66,50,51,18,0,50,8,100,2
22,66,66,28,1,7,53,2,100,2
4,68,75,65,36,0,43,0,100,2
42,83,50,33,13,34,70,1,100,2
28,58,68,59,22,0,47,10,100,2
0,66,58,66,32,11,50,0,100,2
15,77,90,59,33,0,23,0,100,2
19,80,46,35,12,24,63,0,100,2
8,66,45,49,22,20,66,0,100,2
0,82,74,72,47,44,50,0,100,2
29,76,70,42,16,0,50,7,100,2
8,70,50,34,5,0,50,5,100,2
24,70,79,50,20,0,50,6,100,2
26,73,38,90,47,6,52,0,100,2
11,72,62,42,12,0,50,3,100,2
32,86,74,44,22,0,54,18,100,2
8,62,61,44,11,8,58,0,100,2
45,82,82,43,5,0,50,4,100,2
15,97,55,55,32,33,78,5,100,2
21,76,45,29,0,25,63,1,100,2
0,90,88,69,48,39,47,6,100,2
0,83,67,74,51,51,56,9,100,2
0,63,62,37,6,1,51,2,100,2
41,93,86,53,38,5,50,10,100,2
0,75,47,69,39,30,63,0,100,2
12,80,76,41,10,0,42,13,100,2
33,89,58,10,9,31,65,4,100,2
29,84,87,45,19,0,49,6,100,2
9,89,74,44,18,0,50,5,100,2
0,79,100,74,51,5,25,4,82,2
0,75,84,73,46,37,37,0,100,2
0,67,56,55,16,14,56,13,100,2
12,78,74,41,14,0,50,8,100,2
0,75,40,59,31,13,56,5,100,2
16,88,50,38,13,23,62,1,100,2
33,69,87,39,15,0,51,14,100,2
0,73,73,81,55,58,36,8,79,2
12,96,96,55,33,0,55,2,100,2
57,56,88,63,34,0,41,4,100,2
0,76,70,49,18,11,55,5,100,2
23,98,57,35,9,25,62,3,100,2
11,69,73,29,0,0,50,13,100,2
0,91,49,50,25,20,60,3,100,2
14,63,63,57,26,0,50,6,100,2
10,68,59,30,3,15,58,2,100,2
0,73,62,48,22,21,58,4,100,2
0,89,59,53,26,24,70,7,100,2
2,72,58,46,15,0,53,0,100,2
0,79,51,46,15,30,65,3,100,2
0,76,64,58,32,2,51,2,100,2
31,67,81,53,15,0,49,5,100,2
10,58,67,57,22,0,50,7,100,2
23,76,50,35,11,29,65,7,100,2
0,71,100,73,48,11,33,1,95,2
28,79,52,39,15,31,68,0,100,2
0,85,53,50,19,25,63,3,100,2
0,71,64,63,29,28,57,5,100,2
19,89,70,27,4,4,52,4,100,2
4,86,44,47,20,21,60,0,100,2
34,64,58,16,0,24,61,1,100,2
8,84,54,42,18,15,58,5,100,2
36,59,73,22,9,34,73,0,100,2
4,68,43,35,0,0,47,13,100,2
0,88,65,55,29,11,51,0,100,2
31,68,81,49,16,0,50,0,100,2
3,85,59,48,21,0,52,0,100,2
0,82,51,50,22,12,57,1,100,2
43,80,80,51,17,0,50,12,100,2
41,79,84,52,16,0,49,7,100,2
17,78,55,50,23,4,52,1,100,2
51,78,86,31,8,0,50,10,100,2
26,71,74,37,12,0,50,8,100,2
24,75,74,25,0,0,51,19,100,2
9,90,74,42,18,0,49,2,100,2
30,63,89,56,24,0,51,19,100,2
0,75,66,34,12,22,80,0,100,2
11,78,52,43,20,20,60,4,100,2
26,71,77,49,21,0,50,12,100,2
14,78,88,41,12,0,49,12,100,2
0,64,57,53,22,5,52,8,100,2
48,68,100,62,31,0,40,11,88,2
26,82,73,45,20,0,53,17,100,2
0,76,48,43,13,16,57,3,100,2
32,71,72,44,12,0,43,13,100,2
13,68,56,44,9,0,50,0,100,2
23,75,62,18,0,14,57,5,100,2
61,79,100,68,46,77,27,0,0,3
11,85,92,63,36,100,62,0,0,3
52,80,89,47,33,100,50,1,0,3
0,79,48,54,54,100,61,8,9,3
0,90,85,64,40,100,67,1,17,3
0,76,92,77,56,100,85,13,31,3
0,79,79,66,50,100,58,0,12,3
63,92,99,55,34,96,48,0,0,3
22,77,90,67,56,100,58,2,0,3
36,80,97,49,37,88,41,0,0,3
0,87,100,73,53,64,69,11,22,3
45,87,89,65,55,100,60,0,0,3
41,81,82,47,46,98,46,0,0,3
0,77,75,53,47,100,57,4,6,3
29,90,92,59,45,100,53,2,0,3
52,97,76,48,34,84,41,0,0,3
59,94,100,62,40,75,40,1,0,3
8,77,86,80,59,73,40,15,0,3
51,77,100,49,33,80,33,0,0,3
0,80,91,80,57,100,90,14,48,3
1,66,81,75,43,100,54,0,0,3
0,83,56,67,42,100,73,1,16,3
49,79,91,58,44,85,44,7,0,3
0,81,64,85,60,35,46,21,79,3
1,82,64,61,49,100,48,0,0,3
0,84,77,61,46,100,61,10,9,3
23,88,100,60,37,98,52,0,0,3
7,95,100,76,56,47,43,9,0,3
