@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,7,9-11,13,16-17'

@attribute At2 numeric
@attribute At4 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
100,93,83,47,0,6,5,54,0,2
99,100,26,3,0,16,36,60,47,6
88,100,65,62,45,48,38,62,0,2
70,56,0,51,100,84,87,54,0,9
100,87,26,14,43,0,87,45,10,6
100,88,0,7,48,27,95,86,0,4
100,100,57,33,0,20,12,56,0,2
78,100,100,59,40,56,85,62,9,3
95,100,89,59,82,45,100,55,0,3
80,100,57,30,0,11,27,63,0,2
100,76,21,0,38,0,100,77,26,6
52,69,58,89,100,95,83,68,0,1
86,67,98,81,24,22,74,100,99,8
90,100,18,70,89,71,66,37,0,9
100,68,0,92,100,74,96,83,0,4
100,90,56,100,69,71,40,17,0,7
89,67,71,51,0,0,23,49,100,5
94,100,7,0,33,3,100,70,0,6
86,64,0,39,95,100,100,73,0,9
100,58,95,14,17,42,100,91,100,8
80,100,53,31,4,27,14,58,0,2
96,66,91,56,0,4,6,31,100,5
100,86,27,7,0,18,34,72,29,6
87,100,66,79,100,33,80,36,25,3
70,100,68,38,0,7,22,63,0,2
93,100,21,75,94,95,91,56,0,9
82,100,53,29,0,7,32,65,1,2
100,95,75,58,54,0,100,61,54,7
90,100,100,80,43,30,0,28,5,2
88,76,12,46,79,84,53,20,0,9
100,57,100,26,64,46,0,91,34,8
73,61,63,74,6,6,7,25,100,5
52,57,47,90,100,88,79,60,0,1
100,83,13,0,54,23,100,78,0,4
63,53,0,36,82,100,89,88,0,9
100,84,0,65,100,67,84,77,0,4
90,96,86,100,71,75,55,44,0,7
73,100,68,69,63,1,45,54,32,7
72,84,80,100,84,74,66,48,0,1
96,100,70,100,92,71,80,47,0,9
100,65,1,46,97,27,100,54,84,0
100,98,67,57,39,0,13,35,36,7
75,100,12,88,89,0,0,29,96,8
100,79,14,0,57,24,100,64,0,4
46,72,86,68,56,64,56,61,0,1
46,76,72,62,51,37,21,0,6,1
100,78,0,5,54,0,100,68,10,6
100,86,0,52,100,70,39,76,7,0
51,66,52,85,100,86,85,68,0,1
55,80,62,48,35,32,11,7,4,1
73,100,0,27,100,76,99,94,0,9
100,85,22,1,36,0,100,77,59,6
87,100,100,84,52,57,63,41,0,3
59,22,51,96,100,63,72,22,55,0
73,100,70,61,45,8,0,47,7,1
84,100,100,62,97,38,91,42,19,3
100,95,0,100,92,87,77,79,0,4
89,23,29,25,100,82,75,98,3,3
87,52,62,5,0,36,74,100,89,8
93,100,27,30,16,0,0,41,58,8
55,58,73,100,92,75,89,84,0,1
66,100,32,74,89,56,100,50,10,9
84,57,5,52,95,28,100,70,87,0
98,49,45,17,0,35,26,62,100,5
67,100,49,36,6,0,1,53,11,2
98,100,84,54,26,0,100,96,41,7
98,72,75,62,0,6,23,43,99,5
91,100,28,55,26,0,0,50,90,8
65,100,39,9,0,27,31,60,28,6
67,100,51,24,32,0,100,69,13,6
97,100,25,12,48,62,94,60,5,5
100,99,0,56,72,71,100,75,0,9
100,86,73,57,40,44,23,10,0,1
83,100,67,73,64,51,51,56,0,2
75,62,54,93,98,63,81,46,1,9
100,89,57,43,35,45,17,9,0,1
100,81,25,100,96,80,85,76,0,4
74,98,60,46,22,34,15,59,11,2
93,71,0,19,64,4,96,100,100,0
100,91,24,2,0,12,39,49,37,6
100,87,57,40,26,45,14,3,0,1
100,81,18,0,29,0,89,84,28,6
73,71,82,33,81,68,100,55,0,9
100,68,0,65,100,60,100,96,0,4
92,100,66,40,49,39,87,48,4,5
80,100,43,87,100,59,88,46,0,9
64,100,39,41,41,18,0,34,1,1
98,100,54,33,10,0,0,39,44,7
94,62,2,40,78,20,100,80,100,0
56,78,78,100,85,75,76,73,0,1
81,96,53,55,24,38,0,48,2,2
86,47,5,50,90,29,100,68,75,0
86,100,100,70,71,39,70,35,3,3
88,100,100,66,37,30,35,7,36,7
95,100,98,70,50,0,100,88,48,7
100,64,0,50,95,31,100,50,44,0
98,100,73,60,35,0,5,52,24,7
100,84,6,65,100,62,81,71,0,4
75,100,100,94,60,27,7,30,0,2
50,41,100,0,18,41,88,84,73,8
100,93,38,16,29,0,76,35,14,6
79,65,79,16,0,34,60,100,92,8
86,100,74,55,100,32,100,49,4,3
97,100,100,99,69,33,42,22,34,7
100,83,14,0,46,0,100,70,38,6
88,100,100,69,62,49,80,51,0,3
80,55,22,55,100,80,94,59,0,9
100,80,23,5,27,0,81,58,27,6
100,84,69,91,90,55,100,60,0,9
66,100,29,22,0,2,31,65,10,2
100,62,55,40,0,23,5,51,83,5
100,75,5,61,100,68,86,70,0,4
100,77,49,29,22,4,58,44,7,6
74,100,25,0,8,19,55,68,34,6
29,0,63,100,100,100,52,13,12,0
75,100,75,51,14,0,0,49,15,2
73,100,69,60,36,38,11,51,6,2
83,74,8,62,100,97,75,61,0,7
100,89,42,0,23,39,62,35,0,4
100,100,65,49,27,0,0,44,31,7
95,84,43,100,58,0,37,75,100,8
87,100,84,53,53,41,100,69,0,3
69,100,64,58,37,12,0,50,5,1
51,69,78,100,81,75,62,40,0,1
77,100,100,70,97,51,92,49,9,3
78,100,54,30,0,16,27,66,22,2
68,100,52,31,0,14,24,64,19,2
74,100,0,71,98,0,9,33,77,8
68,100,72,70,67,3,0,24,6,1
100,70,46,25,0,19,50,100,99,8
100,87,13,0,41,0,92,62,23,6
100,65,49,33,1,14,4,41,97,5
94,95,0,6,64,0,100,91,100,0
83,100,38,27,14,0,42,71,5,2
68,82,90,100,87,71,78,76,0,1
79,100,52,29,0,15,31,68,23,2
100,66,100,82,16,19,47,89,87,8
64,25,46,85,100,64,73,29,66,0
77,100,90,55,93,49,100,42,22,3
100,86,71,53,38,44,24,11,0,1
86,100,0,67,39,0,35,94,98,8
91,99,100,78,63,53,75,57,0,3
59,83,62,57,55,27,25,36,1,1
87,100,56,19,22,54,79,59,0,5
100,95,53,54,6,0,0,60,83,8
82,100,48,38,12,13,0,49,1,2
93,62,45,0,6,30,53,100,100,8
87,100,81,53,100,39,92,33,25,3
100,87,29,0,3,0,71,73,25,6
100,92,0,9,49,0,88,100,90,0
85,100,12,74,97,86,100,61,0,9
68,38,91,0,36,41,100,98,73,8
100,80,23,4,0,19,31,100,23,6
100,74,0,19,69,0,100,100,98,0
89,100,52,31,0,19,27,63,14,2
77,37,23,74,98,39,100,61,71,0
67,96,9,0,88,79,96,62,0,9
100,98,19,0,10,0,58,54,29,6
95,100,49,20,70,64,100,57,13,5
89,89,0,57,96,81,100,86,0,9
100,78,0,74,100,79,74,38,0,4
100,88,16,0,40,0,97,54,22,6
97,100,92,51,4,35,0,49,0,2
100,75,45,31,0,12,6,44,100,5
68,100,52,32,0,22,15,61,14,2
99,100,84,74,67,0,2,26,40,7
98,100,18,0,21,0,66,47,24,6
54,89,71,100,71,45,45,32,21,7
73,100,55,32,0,12,13,58,8,2
100,72,0,34,100,32,92,60,0,4
100,81,25,6,55,0,100,60,31,6
68,100,54,41,10,0,22,61,8,2
99,91,66,58,0,0,22,66,100,8
68,100,63,45,16,11,0,50,8,2
81,100,92,67,97,35,100,38,17,3
91,100,100,74,38,32,23,2,38,7
100,95,23,1,0,5,55,57,19,6
83,54,100,76,7,0,0,14,100,5
100,83,2,91,100,70,58,61,0,4
88,100,0,58,72,73,100,66,0,9
69,100,0,42,86,0,21,51,85,8
87,100,54,12,53,62,87,56,0,5
90,100,68,45,35,20,77,61,0,6
62,100,45,49,51,11,0,56,0,1
100,60,47,16,0,38,20,59,86,5
66,100,40,29,34,23,0,11,56,8
100,99,84,69,51,49,35,18,0,1
100,92,0,1,72,36,100,85,0,4
73,83,0,39,79,91,100,96,0,9
99,100,21,0,42,62,70,55,0,5
83,100,89,38,38,70,77,42,19,5
94,100,83,67,56,0,35,33,34,7
100,94,71,51,32,11,8,24,35,7
97,100,66,89,8,0,0,62,98,8
81,100,75,36,89,49,100,53,3,3
95,100,66,48,24,0,2,42,38,7
77,100,19,72,90,63,100,58,10,9
90,100,39,11,62,64,89,57,0,5
92,100,52,15,69,72,94,58,2,5
96,100,16,7,44,0,100,62,22,6
93,100,43,35,3,22,12,55,64,7
100,78,0,43,100,45,98,62,0,4
40,58,67,100,86,78,68,49,0,1
78,100,88,71,36,12,0,49,7,2
78,100,44,52,44,0,0,18,56,8
92,62,100,79,15,10,42,82,100,8
100,78,0,7,86,42,100,57,0,4
94,66,11,63,100,98,81,62,0,7
95,100,81,48,41,0,100,70,49,7
64,100,50,15,0,31,22,47,25,6
91,65,65,54,0,2,9,28,99,5
98,100,71,50,36,50,21,0,0,1
100,90,13,2,58,0,100,46,19,6
95,100,72,63,43,0,0,43,48,7
100,96,49,42,20,0,3,51,42,7
80,95,100,80,86,50,99,53,0,3
65,100,38,36,38,22,0,42,8,1
100,81,17,100,76,74,51,47,0,4
73,81,100,100,88,63,76,60,0,1
100,77,0,41,100,40,84,63,0,4
69,96,100,100,68,34,20,32,1,2
66,93,56,57,58,22,28,50,5,1
100,80,76,100,40,0,37,53,98,8
88,100,100,66,74,46,90,50,0,3
100,88,0,11,58,0,99,100,96,0
100,96,38,11,0,21,27,63,39,6
80,100,100,81,43,40,0,11,0,2
82,100,53,30,0,16,30,66,19,2
100,72,0,50,93,70,100,94,0,4
85,100,81,76,58,0,31,35,61,7
82,38,23,70,100,41,85,39,74,0
82,100,77,50,71,47,100,58,0,3
74,100,65,73,64,0,31,60,40,7
90,100,2,57,20,0,2,59,98,8
100,71,0,50,100,35,99,68,0,4
98,100,38,32,59,60,48,24,0,5
96,100,30,20,66,61,100,54,17,5
91,100,45,29,88,68,100,52,23,5
90,87,16,0,54,100,100,94,0,9
84,100,98,71,36,0,0,30,49,7
47,90,49,11,0,27,35,76,57,0
100,72,0,100,89,69,53,54,0,4
68,100,0,15,80,0,100,64,89,0
100,83,0,38,100,55,69,46,0,4
100,91,7,0,33,1,89,63,31,6
85,43,33,86,100,57,74,17,46,0
81,100,0,49,71,0,18,51,93,8
100,83,0,37,100,47,93,70,0,4
83,100,100,94,69,0,40,32,57,7
88,100,23,80,91,78,93,62,3,9
73,100,87,64,100,45,100,49,16,3
46,4,43,78,100,57,92,51,78,0
100,98,66,62,41,0,0,39,46,7
90,100,76,59,100,44,100,55,0,3
88,100,100,61,67,50,91,55,0,3
100,85,0,0,27,34,65,96,0,4
100,74,0,65,100,76,85,62,0,4
100,89,67,100,38,0,29,55,99,8
89,48,23,72,100,34,87,45,83,0
80,69,100,1,0,62,97,97,0,9
96,100,100,32,25,62,87,62,6,5
84,64,18,78,100,100,79,68,0,7
82,50,100,13,0,32,60,89,84,8
76,100,99,74,100,50,91,42,15,3
98,100,45,95,100,76,95,61,0,9
85,47,70,54,9,12,0,37,100,5
95,100,61,51,44,0,17,41,47,7
90,100,66,45,26,0,1,45,39,7
98,100,84,62,43,0,1,44,38,7
100,98,56,50,43,0,28,57,48,7
100,74,52,48,0,18,52,100,94,8
75,98,64,100,72,70,46,27,0,7
96,100,58,38,13,35,0,42,0,2
100,78,0,48,100,40,92,87,0,4
87,100,80,65,100,37,84,44,1,3
69,100,79,69,41,22,0,46,0,2
61,92,46,48,43,24,4,45,8,1
100,78,14,0,38,0,100,92,28,6
100,90,24,0,33,0,100,69,27,6
67,47,44,0,23,36,63,100,88,8
97,100,51,53,42,0,28,61,44,7
94,100,47,96,87,92,100,76,19,9
55,87,53,49,47,26,12,34,5,1
99,100,0,14,83,0,100,28,13,6
100,85,33,8,0,7,39,60,41,6
92,100,100,76,91,43,83,42,13,3
98,100,61,49,48,0,17,48,50,7
100,94,17,0,17,0,88,64,13,6
92,100,65,44,15,30,18,60,5,2
93,80,0,31,86,21,100,69,100,0
74,100,67,61,34,8,0,47,5,2
80,100,68,69,27,0,0,45,63,8
77,100,5,54,95,75,100,62,6,9
84,66,88,25,29,79,100,89,0,9
25,48,64,97,100,88,81,61,0,1
75,100,58,35,0,19,7,52,7,2
72,100,35,65,84,65,90,55,2,9
100,87,64,50,38,44,24,12,0,1
75,100,68,40,0,8,13,57,12,2
79,100,84,62,87,45,100,46,16,3
100,56,21,62,100,22,97,62,82,0
85,70,26,92,100,87,81,65,0,7
100,83,17,0,10,6,63,65,36,6
100,67,73,45,0,2,0,18,94,5
100,70,0,44,98,23,100,65,89,0
100,69,0,27,77,13,100,86,98,0
88,100,40,24,4,25,23,62,0,2
95,100,82,53,100,44,93,38,25,3
100,79,40,0,17,31,60,31,0,4
34,52,74,100,92,83,77,62,0,1
70,100,94,73,39,20,0,45,4,2
74,77,100,31,28,72,92,89,0,9
100,85,65,47,33,44,16,9,0,1
88,100,61,97,100,40,87,39,22,9
100,72,0,62,100,61,95,97,0,4
100,98,17,0,43,61,65,44,0,5
100,90,0,37,90,38,100,80,0,4
100,95,33,7,0,15,38,55,33,6
94,72,97,93,0,15,30,100,100,8
100,98,49,100,100,78,99,62,19,9
100,75,0,52,100,45,82,67,0,4
58,91,25,0,86,63,88,47,0,9
67,100,58,55,33,7,0,50,3,1
76,100,5,62,75,72,100,64,2,9
100,93,47,27,13,46,0,0,0,1
83,100,63,46,25,31,25,63,14,2
67,100,52,35,0,11,14,56,8,2
81,58,14,67,100,42,91,39,55,0
82,100,89,77,52,0,0,38,51,7
67,91,57,49,36,27,0,43,5,1
100,61,0,60,100,43,96,38,48,0
82,54,81,55,0,0,11,37,100,5
68,100,14,58,88,63,100,58,6,9
94,100,68,79,95,30,74,37,8,5
93,100,70,60,40,50,30,10,0,1
60,70,64,100,90,75,79,73,0,1
79,100,60,42,12,8,0,50,8,2
100,90,50,39,70,55,59,31,0,5
100,80,0,99,100,76,73,65,0,4
89,57,56,24,13,36,0,34,100,5
67,81,94,100,77,64,61,45,0,1
100,75,0,68,100,56,71,62,0,4
100,81,0,38,100,51,93,72,0,4
82,100,90,53,100,47,92,44,11,3
69,96,59,51,46,20,13,42,10,1
97,100,82,65,41,0,0,48,40,7
100,72,0,52,100,31,83,56,0,4
100,87,0,94,100,75,61,52,0,4
83,100,100,62,61,43,93,43,17,3
96,100,48,85,65,2,0,33,53,8
87,100,72,47,81,47,100,57,0,3
83,100,50,28,0,13,34,70,23,2
49,62,95,100,84,75,71,59,0,1
82,100,100,65,88,41,97,49,0,3
85,100,97,73,51,51,35,16,0,1
56,100,46,39,5,11,0,49,0,1
57,85,41,11,78,69,85,69,0,9
67,40,48,9,40,38,83,100,79,8
90,77,32,88,100,91,77,65,0,7
100,71,0,62,100,42,58,55,0,4
75,100,82,71,97,41,100,53,9,3
84,100,77,38,53,46,100,61,0,3
81,100,28,68,68,0,0,50,72,8
63,89,83,84,57,35,14,33,7,2
100,88,71,100,90,65,87,56,0,9
61,100,61,39,0,1,17,61,3,2
69,50,46,0,46,40,100,82,72,8
100,88,50,42,0,0,10,58,75,8
100,70,0,28,68,10,96,100,86,0
53,70,41,41,41,47,32,32,0,1
88,100,59,57,44,0,17,55,50,7
86,100,25,79,89,79,100,58,0,9
100,75,0,100,75,79,48,44,0,4
100,82,0,20,82,40,82,80,0,4
87,100,85,58,97,47,100,46,19,3
64,98,47,47,44,18,0,37,4,1
82,100,0,77,66,0,7,70,95,8
89,100,100,88,59,21,42,32,29,7
75,57,100,42,0,26,33,76,100,8
82,100,43,86,63,0,0,46,75,8
100,55,19,67,100,36,79,26,39,0
36,49,72,100,97,87,84,71,0,1
89,100,88,63,100,31,91,46,3,3
100,73,94,100,51,8,79,91,88,8
89,97,0,2,45,0,89,100,100,0
100,97,75,52,23,0,0,42,35,7
84,100,100,44,26,73,72,46,22,5
100,89,0,23,69,6,100,90,91,0
88,100,88,59,100,41,98,47,16,3
74,100,100,73,86,51,95,53,3,3
100,74,14,0,11,30,57,100,100,8
83,100,0,52,59,0,30,64,88,8
72,100,0,56,100,0,31,57,83,8
85,41,24,69,100,44,85,40,71,0
100,88,51,100,47,0,2,62,91,8
72,97,79,100,86,34,65,43,30,7
65,100,57,31,0,9,31,65,5,2
85,100,43,46,4,0,0,56,69,8
100,96,0,4,86,48,100,53,0,4
92,100,100,81,59,57,56,35,0,3
90,41,31,82,100,46,77,30,58,0
81,100,100,78,97,36,93,47,10,3
86,44,36,82,100,48,86,34,63,0
95,100,68,48,23,0,0,42,44,7
85,100,82,38,52,48,100,63,0,3
85,100,40,24,80,61,90,57,0,5
45,70,66,60,47,25,1,43,4,1
84,100,85,67,95,39,100,54,10,3
89,59,98,38,18,33,60,100,94,8
78,100,78,57,100,46,82,41,9,3
91,100,75,80,79,0,31,38,29,7
95,100,77,65,47,0,10,39,53,7
83,47,90,41,59,49,100,47,71,8
87,83,38,95,100,82,81,68,0,7
81,100,23,79,67,0,0,47,80,8
66,97,50,51,50,20,1,35,9,1
94,52,16,66,100,32,90,48,78,0
100,79,0,12,66,15,100,93,93,0
