@relation penbased

@attribute At2 numeric
@attribute At4 numeric
@attribute At5 numeric
@attribute At7 numeric
@attribute At9 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute At16 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
74,100,55,37,6,5,0,50,0,2
74,100,35,20,1,18,19,60,11,2
92,100,69,38,0,38,23,61,0,2
75,100,50,41,19,14,35,67,0,2
64,100,91,72,36,4,0,50,0,2
69,100,78,83,47,35,0,29,0,2
86,100,68,59,33,21,0,49,6,2
83,100,54,32,0,21,18,59,0,2
75,100,68,49,21,16,0,50,0,2
90,100,95,72,39,25,0,43,0,2
67,100,46,35,0,5,2,51,9,2
63,100,56,48,19,0,11,55,11,2
64,100,56,53,26,26,15,57,0,2
55,86,95,88,48,43,0,28,2,2
75,100,94,72,38,15,0,47,1,2
99,100,49,51,43,29,44,72,2,2
88,98,50,44,27,34,19,59,13,2
61,100,90,68,29,17,0,51,5,2
72,100,85,51,10,36,0,48,0,2
83,100,61,44,19,27,3,51,7,2
90,100,69,59,45,43,33,49,0,2
70,100,50,32,0,1,10,54,1,2
70,100,50,42,10,5,0,50,0,2
82,100,69,40,0,0,4,51,5,2
100,100,54,30,0,10,29,64,0,2
74,100,52,33,3,2,0,51,1,2
80,100,57,46,25,27,31,67,21,2
76,100,52,42,19,17,37,69,0,2
80,100,71,55,20,8,0,50,0,2
96,100,52,28,0,4,33,66,0,2
87,100,47,33,17,21,33,66,18,2
76,100,72,46,12,15,0,50,7,2
85,100,57,32,0,15,29,69,24,2
68,95,100,78,43,31,0,40,0,2
78,100,70,53,10,23,10,57,0,2
81,100,69,61,32,26,0,47,2,2
68,100,87,55,10,13,0,57,9,2
63,100,100,85,44,11,0,45,3,2
74,100,54,37,5,14,2,51,0,2
80,100,100,84,52,46,18,0,0,2
89,100,24,0,1,21,32,67,17,2
66,100,76,49,9,13,0,50,0,2
61,100,58,43,5,13,0,48,1,2
90,100,87,61,30,34,0,41,1,2
80,100,56,61,40,29,38,69,4,2
90,100,24,11,2,11,35,67,0,2
100,99,58,30,0,15,21,60,0,2
60,100,92,88,48,15,0,49,3,2
87,100,71,40,2,9,0,50,0,2
73,100,56,40,13,0,0,49,6,2
78,100,56,35,0,11,5,53,0,2
80,100,43,36,9,8,7,54,0,2
83,100,73,43,0,26,6,52,0,2
78,100,63,41,13,29,0,50,8,2
79,100,57,46,18,14,10,59,2,2
87,100,44,36,23,25,25,63,4,2
77,100,54,32,0,11,6,53,3,2
75,100,94,75,43,14,0,49,1,2
81,100,48,27,0,3,32,65,0,2
78,100,77,100,70,50,30,29,0,2
80,100,61,51,28,28,0,50,1,2
68,100,56,34,0,9,0,50,8,2
79,100,67,53,0,20,8,59,17,2
89,100,31,17,11,9,40,70,0,2
37,82,49,55,26,17,0,50,3,2
66,96,56,45,24,30,15,57,7,2
71,100,61,49,21,22,6,53,7,2
64,100,47,30,0,12,7,53,0,2
84,100,91,74,38,19,0,49,4,2
60,100,60,37,0,10,17,59,0,2
83,100,49,28,0,1,25,62,7,2
88,100,82,59,24,32,0,48,1,2
74,100,96,68,34,24,0,51,0,2
89,100,56,38,8,13,1,51,0,2
85,100,52,32,0,16,21,62,17,2
78,100,89,60,16,13,0,56,0,2
84,100,53,28,0,14,32,67,21,2
82,100,93,69,36,20,0,48,16,2
76,100,72,42,0,23,2,53,13,2
66,100,76,51,0,26,12,58,20,2
81,100,48,35,7,4,0,49,0,2
69,95,66,76,61,31,37,58,6,2
77,100,49,29,0,18,32,66,18,2
88,100,47,21,0,21,22,61,3,2
73,100,97,81,45,24,0,45,0,2
85,100,73,46,0,16,5,54,0,2
88,100,71,63,36,39,23,64,2,2
87,100,67,48,16,23,16,58,0,2
76,100,70,50,18,16,0,50,7,2
72,100,87,69,35,28,0,50,0,2
71,100,76,49,11,21,0,50,4,2
69,100,87,70,34,17,0,50,0,2
85,100,73,49,19,10,0,51,0,2
88,100,56,30,0,17,12,56,3,2
78,100,100,68,28,35,0,43,0,2
72,100,84,72,41,26,0,41,6,2
66,100,92,78,47,18,0,46,0,2
85,100,49,32,0,17,23,64,16,2
69,100,53,35,0,8,28,72,26,2
68,100,74,56,17,10,10,55,0,2
80,100,49,29,0,0,25,63,21,2
90,100,74,62,29,18,0,49,1,2
72,100,63,39,0,0,18,59,3,2
71,100,65,41,0,12,2,51,0,2
68,100,76,70,28,13,0,55,0,2
74,100,100,94,52,35,0,5,6,2
75,100,46,28,0,17,21,59,11,2
67,100,73,41,0,2,9,54,0,2
66,100,81,57,24,19,0,50,0,2
85,100,59,45,22,21,0,52,1,2
69,100,60,35,0,7,28,65,0,2
79,93,60,77,72,54,64,66,0,2
79,100,64,49,24,30,10,56,10,2
76,100,76,57,18,26,0,51,0,2
81,100,86,77,43,9,0,51,0,2
53,88,88,100,63,31,16,41,4,2
76,100,77,41,0,15,2,51,12,2
70,94,99,100,55,46,8,19,1,2
68,100,55,55,7,2,0,60,19,2
73,100,100,80,48,26,0,14,11,2
88,100,65,51,30,29,11,51,6,2
68,100,49,27,0,12,3,53,13,2
67,100,99,73,35,7,0,51,0,2
69,100,100,76,36,5,0,50,5,2
89,100,89,74,45,37,15,43,1,2
81,100,98,83,52,9,0,47,2,2
83,100,74,54,17,0,0,50,5,2
85,100,60,54,33,18,33,66,6,2
69,100,30,20,0,2,25,62,7,2
86,100,54,30,0,13,14,57,0,2
72,100,60,43,13,13,0,54,4,2
67,100,76,71,41,23,0,50,1,2
62,100,61,41,0,11,8,58,14,2
65,100,64,48,16,11,0,50,0,2
59,100,55,35,0,0,17,59,10,2
72,100,100,83,47,17,0,40,4,2
78,100,83,63,27,42,0,43,1,2
82,100,84,77,44,21,0,53,0,2
61,92,47,62,42,39,16,49,7,2
71,100,63,38,0,21,8,54,14,2
66,100,41,24,0,0,22,61,3,2
91,100,100,65,28,35,0,47,0,2
89,100,63,37,0,1,18,58,0,2
95,94,18,94,59,61,4,49,0,2
81,100,100,74,37,38,0,7,3,2
68,100,54,32,0,0,28,63,8,2
79,100,78,46,0,16,1,61,0,2
97,100,46,14,0,43,32,64,0,2
71,100,66,50,11,7,0,50,0,2
60,100,96,69,25,12,0,50,4,2
67,99,44,55,28,47,32,65,0,2
72,100,49,72,43,39,10,51,1,2
65,100,72,64,36,12,0,48,0,2
83,100,59,35,0,27,30,65,0,2
78,100,54,68,60,43,48,66,6,2
89,100,42,29,15,15,37,69,6,2
84,100,51,38,17,25,0,49,4,2
80,100,34,18,0,12,30,65,2,2
68,100,81,63,29,16,0,50,12,2
75,100,66,44,10,10,0,50,18,2
66,100,47,29,0,3,31,65,0,2
82,100,60,34,0,22,20,59,0,2
79,100,62,69,47,37,27,63,0,2
90,100,100,74,40,28,0,26,4,2
57,93,65,67,44,27,0,36,11,2
76,100,70,48,16,18,11,55,10,2
71,100,100,75,42,17,0,39,0,2
74,100,70,40,0,0,4,52,8,2
100,96,34,13,0,12,34,67,4,2
63,100,52,37,5,3,6,53,1,2
96,100,56,30,0,32,3,51,0,2
74,98,64,76,56,41,30,60,0,2
76,100,50,29,0,11,29,65,0,2
89,100,49,29,0,16,20,64,0,2
77,100,50,27,0,28,11,55,0,2
79,100,54,46,28,36,18,52,5,2
70,100,77,49,14,20,0,51,22,2
80,100,46,26,0,11,34,69,22,2
64,100,78,62,30,31,0,51,0,2
71,94,100,100,54,48,11,33,0,2
97,100,50,26,0,21,34,68,19,2
86,100,55,57,45,41,42,68,0,2
95,100,55,34,6,27,21,67,3,2
65,100,100,80,45,17,0,29,1,2
76,100,57,33,0,1,27,64,0,2
58,90,78,91,51,28,0,37,0,2
71,100,47,31,1,0,0,50,5,2
72,100,50,31,0,19,13,65,17,2
82,100,100,83,48,42,9,5,4,2
74,100,83,81,48,31,6,47,0,2
67,100,85,74,43,25,0,46,9,2
83,100,58,47,22,31,34,67,0,2
73,100,34,26,0,2,16,58,6,2
73,100,72,44,0,3,13,62,16,2
81,100,69,39,0,5,7,52,4,2
78,100,74,52,13,14,0,50,0,2
74,100,53,30,0,17,27,63,0,2
85,100,71,45,11,30,0,51,0,2
62,89,69,86,59,50,28,47,0,2
75,100,47,41,27,38,16,53,0,2
77,100,94,77,47,15,0,47,4,2
88,100,56,45,26,19,34,69,10,2
62,100,79,74,39,14,0,49,8,2
85,100,49,38,24,24,37,69,14,2
70,98,46,76,50,46,24,58,1,2
79,100,79,60,29,12,0,50,0,2
88,100,49,39,16,16,36,68,0,2
71,100,100,78,37,20,0,49,0,2
88,100,55,29,0,26,0,50,3,2
80,100,82,55,24,20,0,50,3,2
56,100,57,35,0,0,15,56,5,2
71,100,49,27,0,5,25,66,19,2
66,100,78,77,41,34,0,47,0,2
71,100,70,41,0,28,7,51,0,2
59,100,76,54,15,0,0,49,1,2
90,100,54,26,0,31,32,65,0,2
89,100,74,56,25,18,0,50,0,2
73,100,70,51,13,28,0,50,0,2
69,100,85,65,35,13,0,53,25,2
85,100,58,36,5,15,0,50,2,2
75,100,64,47,15,8,0,50,0,2
77,100,81,51,6,0,0,51,6,2
76,100,67,52,26,16,0,55,7,2
78,100,80,70,40,7,14,56,3,2
72,100,51,31,0,21,4,54,0,2
98,100,90,62,27,20,0,50,0,2
66,100,45,37,0,22,20,66,25,2
79,100,51,53,37,15,30,65,1,2
67,100,81,69,39,15,0,49,0,2
73,100,53,40,2,11,0,50,0,2
85,100,50,43,20,21,27,65,2,2
86,100,49,46,35,35,45,72,0,2
77,100,69,51,19,8,0,49,0,2
72,100,94,84,47,37,0,31,0,2
81,100,85,69,40,21,0,41,8,2
75,100,93,71,33,26,0,49,16,2
91,100,74,71,48,26,12,42,1,2
65,100,72,49,11,15,0,50,6,2
85,100,37,23,0,15,17,58,8,2
77,100,92,64,26,2,0,50,7,2
73,100,83,55,12,15,0,52,0,2
70,93,82,93,67,44,33,49,0,2
83,100,100,84,47,31,0,14,2,2
79,100,35,22,3,0,35,67,11,2
92,100,77,70,37,46,12,49,0,2
61,100,19,2,0,1,33,66,3,2
77,100,59,36,3,10,0,54,20,2
67,100,56,49,25,16,14,56,13,2
66,91,64,70,49,51,32,45,0,2
73,100,94,79,43,21,0,47,14,2
77,100,94,100,58,44,14,29,0,2
63,100,62,42,3,6,1,51,0,2
78,100,55,31,0,23,4,52,5,2
79,100,87,69,36,10,0,50,5,2
65,100,46,27,0,12,10,56,4,2
79,100,61,51,0,12,16,79,30,2
69,100,54,45,5,0,6,53,1,2
95,100,71,41,0,0,1,52,4,2
70,100,55,40,9,0,0,49,0,2
71,100,60,61,41,29,16,58,2,2
69,100,94,75,39,18,0,50,2,2
95,100,59,61,46,27,22,56,1,2
73,100,70,93,61,38,15,31,6,2
87,100,71,61,33,28,21,60,0,2
98,100,57,29,0,9,25,62,3,2
77,100,51,40,15,7,0,50,0,2
79,100,99,71,24,25,0,55,0,2
73,100,64,38,8,11,0,48,0,2
78,100,58,35,0,32,27,62,0,2
81,100,100,77,41,25,0,39,2,2
76,100,92,73,33,13,0,49,6,2
100,87,29,13,0,28,13,55,0,2
81,100,54,33,0,16,15,61,20,2
77,100,51,32,0,18,33,68,18,2
66,100,92,81,50,18,0,42,6,2
68,100,65,36,0,0,6,52,7,2
78,100,42,29,1,4,14,57,4,2
86,100,46,43,31,16,34,66,2,2
79,100,89,69,31,17,0,54,0,2
82,100,69,46,9,16,0,50,0,2
72,100,64,42,0,5,2,52,0,2
63,100,68,50,8,0,0,50,4,2
81,100,100,75,36,20,0,47,0,2
69,100,50,29,0,21,36,68,14,2
95,100,74,40,1,35,15,63,0,2
74,100,93,91,49,41,0,25,6,2
68,100,92,76,45,21,0,45,4,2
100,100,72,42,0,0,5,52,0,2
69,100,56,41,10,19,10,57,16,2
70,99,50,45,28,22,39,69,8,2
89,100,100,93,62,43,25,0,0,2
75,97,95,100,65,42,23,12,1,2
84,100,44,26,0,16,28,64,0,2
76,100,62,39,0,0,13,57,23,2
68,100,69,62,31,19,18,60,8,2
71,100,54,32,0,0,21,61,20,2
77,100,52,37,7,17,0,54,4,2
82,100,53,46,25,23,32,66,4,2
75,100,100,79,45,44,6,0,6,2
83,100,78,56,13,2,0,52,0,2
76,100,93,67,28,8,0,51,0,2
100,98,83,46,0,0,6,54,8,2
90,100,66,44,10,24,4,52,2,2
59,100,55,34,0,12,2,51,7,2
68,100,43,35,11,0,0,47,7,2
80,100,63,38,0,6,22,61,18,2
84,100,100,82,47,38,5,28,1,2
76,100,89,61,24,26,0,50,0,2
56,92,88,94,51,34,0,41,0,2
68,100,81,67,30,18,0,50,0,2
88,100,60,37,0,28,46,89,40,2
90,100,89,75,44,36,9,48,0,2
89,100,56,39,12,33,12,57,11,2
66,97,66,66,34,32,6,52,0,2
75,100,55,37,3,6,0,50,0,2
83,100,89,75,42,32,0,35,0,2
84,100,65,53,22,19,15,62,0,2
82,100,62,32,0,20,11,55,6,2
61,100,66,62,29,23,0,50,1,2
66,100,56,44,14,15,13,56,11,2
78,100,64,36,0,2,12,56,0,2
75,100,74,45,2,0,0,51,8,2
80,100,24,7,0,14,34,69,0,2
70,100,34,26,15,23,28,66,19,2
75,100,65,41,8,3,0,50,15,2
85,100,64,50,28,29,24,63,15,2
85,100,78,47,4,34,0,49,0,2
58,99,67,59,29,22,0,50,0,2
69,100,61,35,0,5,0,50,14,2
90,100,46,27,2,17,29,64,0,2
79,100,64,38,0,15,9,55,10,2
85,100,70,43,7,9,0,50,1,2
98,100,29,21,0,2,33,67,0,2
82,100,66,58,34,27,19,60,10,2
84,100,62,35,0,19,24,64,16,2
70,100,59,34,1,21,0,50,6,2
72,100,100,69,32,22,0,45,0,2
73,100,68,45,11,12,0,50,0,2
87,100,55,30,0,14,26,62,0,2
85,100,83,87,60,44,32,55,1,2
57,91,50,55,37,32,24,62,15,2
75,100,63,47,14,4,4,52,0,2
77,100,49,39,15,26,24,62,0,2
73,100,93,81,43,34,0,39,4,2
65,100,90,63,23,0,0,48,4,2
93,100,73,77,100,28,70,32,9,3
76,100,100,71,94,35,97,48,5,3
87,100,93,64,85,49,100,53,0,3
80,100,75,59,100,56,99,64,6,3
81,100,69,68,100,46,78,36,16,3
93,100,78,41,63,41,100,53,0,3
72,100,85,56,100,42,92,37,17,3
94,100,70,32,86,52,100,56,1,3
82,100,83,64,83,48,100,57,13,3
94,92,94,89,63,49,100,52,10,3
82,100,100,65,69,40,91,47,5,3
88,100,96,72,100,34,98,48,10,3
82,100,100,62,77,43,95,49,8,3
85,100,82,61,100,38,90,45,7,3
81,100,85,57,100,42,93,36,22,3
78,100,100,76,61,46,59,33,12,3
92,100,93,70,100,38,87,41,5,3
79,100,79,51,82,50,100,58,12,3
84,100,67,27,83,44,100,48,3,3
93,100,77,58,100,34,82,38,8,3
99,100,95,44,73,47,100,55,8,3
87,100,88,69,100,40,88,45,0,3
88,100,100,75,99,35,76,33,19,3
84,100,100,83,72,50,87,45,11,3
90,100,62,28,60,42,100,62,0,3
87,100,100,69,69,37,86,44,0,3
80,100,84,54,84,44,100,52,1,3
86,100,74,63,100,30,81,37,12,3
77,100,100,71,100,46,99,46,13,3
85,100,100,81,73,40,73,39,0,3
98,100,97,87,83,46,100,97,0,3
73,91,100,99,86,52,78,43,0,3
81,100,100,71,95,43,95,50,1,3
84,100,89,58,97,49,100,49,4,3
84,100,100,70,94,38,78,39,1,3
80,100,100,72,92,38,93,49,0,3
86,100,100,74,99,30,81,38,11,3
82,100,100,68,82,50,89,42,13,3
81,100,93,66,73,41,100,58,4,3
81,100,64,100,72,60,35,46,0,3
83,100,93,53,89,48,100,56,0,3
94,100,100,76,59,51,60,34,0,3
80,100,100,70,93,34,74,28,25,3
71,91,85,92,68,48,100,70,0,3
89,100,80,68,100,23,80,40,6,3
80,100,81,49,86,53,100,57,0,3
90,100,68,71,100,34,79,41,0,3
82,100,100,64,85,40,94,48,0,3
87,100,55,68,82,50,100,100,0,3
85,100,90,60,100,38,92,44,13,3
92,100,95,53,91,45,100,55,2,3
100,99,69,76,100,42,85,45,0,3
84,100,76,66,100,30,79,40,3,3
87,100,83,73,100,39,81,41,4,3
87,100,87,71,100,31,86,43,1,3
83,100,84,76,80,44,100,62,4,3
96,100,84,43,80,39,100,52,0,3
96,100,60,54,73,43,100,62,0,3
75,100,92,64,71,41,100,48,17,3
86,100,100,73,84,36,75,37,0,3
100,95,64,70,100,39,82,38,7,3
80,100,74,64,100,36,78,36,19,3
83,100,100,71,94,45,91,49,8,3
90,100,53,15,67,46,100,61,7,3
80,100,88,59,100,44,92,49,8,3
93,100,90,46,94,47,100,56,0,3
86,100,65,50,74,37,100,55,0,3
91,100,100,68,82,46,88,45,5,3
87,100,100,73,36,56,65,44,0,3
73,100,100,79,96,38,90,43,17,3
85,100,95,55,78,50,100,49,0,3
80,100,85,68,100,28,80,34,21,3
93,100,100,67,50,35,97,54,6,3
90,100,100,57,71,53,91,56,0,3
98,100,53,47,72,26,100,68,8,3
84,100,93,60,73,43,100,54,0,3
88,100,89,43,67,49,100,59,0,3
87,100,80,85,100,31,74,38,5,3
78,100,86,70,100,42,93,50,7,3
79,100,48,38,92,54,100,61,0,3
90,100,100,66,47,49,73,42,0,3
77,98,100,93,77,43,96,46,16,3
89,100,90,49,70,39,100,52,9,3
85,100,57,44,71,38,100,57,0,3
79,100,95,59,100,31,84,27,27,3
71,92,69,69,71,54,100,82,0,3
81,100,100,64,77,54,99,54,0,3
81,100,100,70,72,44,91,49,0,3
78,100,61,55,100,35,82,21,26,3
93,100,100,54,23,43,86,74,0,3
90,100,83,65,69,43,100,66,0,3
86,100,100,57,95,44,96,48,11,3
91,100,100,78,63,38,60,34,1,3
90,100,81,44,94,44,100,54,8,3
81,100,91,43,44,49,100,66,0,3
81,100,76,53,100,44,89,40,20,3
85,100,60,34,76,50,100,68,0,3
87,100,100,77,96,37,82,42,0,3
88,100,100,73,82,37,98,52,3,3
76,100,100,71,59,52,83,42,18,3
89,100,70,73,67,43,100,90,0,3
81,100,82,52,100,46,98,46,9,3
90,100,82,60,100,47,86,44,0,3
80,100,100,71,89,36,84,40,16,3
83,100,92,51,55,37,100,55,7,3
89,100,100,78,69,35,64,33,3,3
73,97,90,86,66,49,100,68,9,3
81,100,78,42,88,43,100,53,6,3
89,100,80,36,94,38,100,41,17,3
84,100,90,52,75,51,100,60,1,3
87,100,80,77,100,29,72,34,13,3
80,100,97,70,100,37,88,41,15,3
88,100,61,46,95,45,100,54,0,3
80,100,100,98,94,48,75,42,0,3
95,100,68,73,100,41,74,29,21,3
78,100,80,63,57,43,100,72,1,3
90,100,100,71,53,51,66,48,0,3
73,100,96,75,100,44,83,39,15,3
82,100,88,39,84,47,100,47,13,3
88,100,60,76,100,44,78,39,0,3
87,100,100,74,69,52,72,38,0,3
87,100,100,69,87,37,99,51,8,3
70,100,85,56,75,43,100,41,20,3
78,100,72,65,100,43,81,33,20,3
82,100,73,42,72,49,100,57,0,3
90,100,100,75,59,50,68,39,0,3
75,97,92,69,66,51,100,54,0,3
84,100,79,53,100,52,93,50,5,3
72,93,100,87,62,56,61,44,0,3
79,100,100,86,70,44,87,46,0,3
79,100,72,55,100,38,96,48,2,3
85,100,90,89,100,36,97,49,1,3
82,100,81,51,99,51,100,56,0,3
89,100,100,92,85,52,90,69,0,3
96,100,96,41,57,46,100,68,5,3
80,100,100,78,76,49,91,45,9,3
90,100,73,22,62,53,100,55,0,3
80,100,92,57,100,40,86,37,23,3
75,100,78,57,100,40,96,46,13,3
89,100,90,69,100,30,83,40,8,3
83,100,72,32,74,48,100,54,15,3
79,100,99,69,100,41,97,47,15,3
82,99,100,73,81,48,89,48,0,3
83,100,82,35,62,47,100,56,0,3
86,100,95,75,95,39,100,50,12,3
93,100,82,49,70,45,100,56,10,3
78,100,62,51,98,45,100,53,14,3
88,100,64,21,72,46,100,59,0,3
85,100,99,61,74,42,100,52,13,3
80,100,73,38,60,42,100,62,0,3
88,100,66,27,59,43,100,60,4,3
98,100,100,61,29,43,95,65,0,3
82,100,57,43,100,51,100,58,0,3
89,100,69,40,91,45,100,52,0,3
88,100,100,70,91,37,86,43,14,3
85,100,78,61,100,35,80,36,16,3
92,100,80,43,71,45,100,54,0,3
60,88,100,93,51,48,98,63,0,3
87,100,100,59,88,50,91,48,11,3
92,100,81,59,100,43,86,40,7,3
94,100,62,66,100,45,85,36,12,3
82,100,88,45,49,43,100,83,0,3
83,100,72,35,69,45,100,59,0,3
80,100,93,63,100,42,79,41,0,3
82,100,93,77,82,40,100,53,0,3
91,100,72,69,100,41,74,28,12,3
97,100,95,48,67,52,100,56,0,3
90,100,71,50,99,42,100,53,10,3
85,100,74,62,61,39,100,64,0,3
77,100,95,67,96,48,100,52,11,3
92,100,100,81,81,42,77,42,0,3
80,98,88,78,65,52,100,64,0,3
86,100,100,62,71,45,99,52,0,3
88,100,84,80,80,48,100,78,0,3
71,100,78,50,81,46,100,56,3,3
82,100,81,35,55,49,100,64,2,3
88,100,100,94,95,35,77,30,12,3
76,100,100,97,52,54,74,52,0,3
87,100,81,61,100,41,87,38,12,3
82,100,70,56,100,49,84,42,13,3
94,100,81,73,100,21,75,31,13,3
90,100,74,53,67,32,100,51,0,3
83,100,100,80,94,37,80,35,17,3
85,100,79,54,85,44,100,56,0,3
76,95,92,81,75,56,100,85,0,3
79,100,82,36,70,49,100,50,15,3
77,100,100,71,80,39,90,33,24,3
87,100,82,45,87,43,100,54,3,3
90,100,86,60,100,35,89,44,5,3
88,100,100,83,54,52,65,48,0,3
92,100,90,100,71,63,57,44,0,3
79,100,83,89,100,27,76,38,5,3
85,100,92,71,100,37,82,41,6,3
90,100,86,72,100,29,79,38,6,3
77,100,82,65,97,41,100,53,0,3
74,93,73,55,38,50,100,73,0,3
86,100,91,70,100,40,87,45,12,3
95,100,67,48,87,36,100,49,3,3
83,100,100,67,66,50,96,62,5,3
83,100,100,75,90,36,100,49,12,3
79,100,71,45,84,47,100,57,0,3
85,100,79,53,100,46,95,49,15,3
89,100,88,64,100,41,82,41,14,3
75,100,87,58,94,49,100,50,16,3
95,100,92,55,78,34,100,48,15,3
75,100,85,67,100,43,95,47,13,3
84,100,100,72,97,31,80,32,23,3
97,100,77,67,100,40,87,45,0,3
81,100,45,25,82,53,100,57,0,3
83,100,94,60,100,44,92,44,17,3
89,100,77,29,50,48,100,60,0,3
90,100,86,46,92,45,100,58,0,3
87,100,100,52,89,53,97,53,8,3
80,100,100,59,60,48,100,60,0,3
93,100,100,61,55,36,98,56,0,3
100,99,79,68,100,30,77,38,3,3
76,100,100,75,43,40,98,63,0,3
89,100,100,79,66,47,68,40,0,3
78,100,83,81,100,30,82,38,16,3
82,100,94,65,100,42,88,44,9,3
87,100,97,94,92,50,100,81,0,3
100,100,68,76,89,48,100,87,0,3
83,100,78,85,91,46,100,57,3,3
100,97,44,47,73,37,100,74,0,3
91,100,94,60,84,52,100,53,0,3
87,100,91,48,74,43,100,53,0,3
84,100,91,79,100,27,70,22,25,3
89,100,88,55,64,31,100,53,2,3
92,100,72,64,100,44,78,32,10,3
76,100,100,88,48,44,95,61,0,3
87,100,74,55,100,49,89,50,0,3
82,100,99,80,100,29,79,36,19,3
75,100,96,72,100,49,95,46,15,3
73,100,72,26,56,47,100,50,18,3
69,95,100,96,53,51,76,52,2,3
88,100,79,92,90,52,100,93,0,3
86,100,100,73,67,48,89,52,0,3
85,100,88,47,81,43,100,54,4,3
82,100,100,72,91,44,83,41,14,3
77,100,90,65,72,56,100,58,0,3
81,100,100,81,65,50,78,41,0,3
69,99,79,70,79,49,100,53,12,3
79,100,100,84,69,50,73,41,0,3
76,100,100,86,58,46,55,51,0,3
93,100,98,58,62,40,100,53,10,3
77,100,90,60,78,53,100,64,0,3
75,98,92,100,68,51,97,51,0,3
92,100,83,52,87,39,100,55,0,3
77,100,100,60,83,52,97,51,0,3
79,100,98,69,100,42,85,45,0,3
80,100,100,93,55,59,71,37,0,3
78,100,81,53,94,46,100,44,14,3
85,100,100,85,44,57,33,50,0,3
85,100,96,85,88,40,100,52,0,3
65,91,86,90,56,54,100,67,0,3
100,93,67,82,100,26,77,39,2,3
86,100,91,56,58,40,100,59,0,3
84,100,97,52,96,33,100,45,18,3
86,100,84,52,64,48,100,63,0,3
91,100,100,69,51,37,93,53,1,3
78,100,92,69,77,49,100,56,14,3
87,100,75,70,100,34,88,44,5,3
76,100,89,62,71,49,100,57,0,3
90,100,100,79,71,35,73,39,3,3
91,100,64,53,84,29,100,51,2,3
92,100,91,76,92,37,100,51,0,3
84,100,83,71,100,31,80,31,18,3
72,98,93,100,58,54,85,56,0,3
84,100,81,42,27,47,100,71,0,3
91,100,100,73,66,46,82,48,0,3
70,100,100,91,88,47,83,43,7,3
77,96,90,82,68,50,100,60,15,3
78,100,77,35,79,50,100,52,11,3
80,100,100,74,83,41,93,47,2,3
88,100,80,40,58,44,100,70,0,3
87,100,95,99,100,22,71,35,0,3
78,98,86,76,79,52,100,65,9,3
76,100,90,73,68,39,100,54,8,3
91,100,87,57,100,45,90,43,12,3
98,100,100,59,99,39,95,47,10,3
75,100,82,64,100,37,74,33,11,3
84,100,57,39,90,41,100,52,5,3
84,100,100,75,50,55,92,77,0,3
98,100,100,78,58,40,57,35,3,3
71,100,88,64,99,43,100,50,12,3
81,98,92,100,63,60,65,44,0,3
74,100,97,61,100,38,96,44,13,3
76,100,100,68,81,38,82,32,17,3
78,100,88,86,79,41,100,54,4,3
97,100,68,30,81,42,100,54,0,3
76,100,100,74,88,44,95,52,5,3
80,100,83,22,71,45,100,40,17,3
86,100,100,78,63,40,70,39,2,3
78,100,90,43,90,55,100,52,16,3
85,100,83,55,59,39,100,55,3,3
89,100,100,68,63,45,90,50,0,3
89,100,100,84,51,58,71,50,0,3
85,100,92,74,100,35,80,41,0,3
84,100,100,69,55,43,86,51,0,3
90,100,61,31,77,53,100,68,0,3
86,100,77,58,98,42,100,58,0,3
82,100,71,40,59,41,100,64,5,3
93,100,77,56,100,41,98,52,0,3
75,100,96,88,77,39,100,41,20,3
90,100,91,80,100,43,92,47,0,3
81,100,100,78,51,44,83,44,0,3
77,100,100,83,79,28,90,36,1,3
81,100,100,85,87,31,83,35,19,3
87,100,100,69,73,51,87,46,5,3
76,100,100,75,90,51,88,49,7,3
84,100,73,71,100,37,84,41,10,3
80,100,70,56,100,45,91,48,6,3
81,100,92,58,81,39,100,51,0,3
80,100,81,64,64,30,100,53,1,3
78,100,100,78,88,47,95,47,7,3
85,100,100,70,91,51,100,52,0,3
92,100,90,52,89,44,100,53,0,3
82,100,95,83,73,50,100,59,9,3
73,98,76,69,100,42,87,43,12,3
92,100,100,94,73,55,69,40,0,3
96,100,76,53,100,40,88,36,5,3
83,100,100,67,94,43,75,27,16,3
98,100,93,68,100,36,92,47,2,3
88,100,100,62,53,36,94,51,3,3
74,100,81,51,85,47,100,53,9,3
88,100,100,68,80,39,95,51,6,3
86,100,96,71,87,47,100,57,0,3
81,100,83,50,88,41,100,53,5,3
85,100,76,58,100,44,87,39,16,3
94,100,96,90,99,30,74,37,0,3
85,100,78,64,100,41,84,41,10,3
86,100,100,73,61,51,68,36,0,3
78,97,74,100,85,57,72,46,0,3
75,100,99,81,45,41,100,57,0,3
87,100,100,87,67,53,64,69,0,3
83,100,88,41,86,44,100,36,24,3
78,100,92,58,100,39,85,33,28,3
86,100,89,68,100,28,82,38,13,3
85,100,89,65,100,33,97,46,10,3
79,100,85,56,84,42,100,52,2,3
85,100,77,61,100,36,93,43,10,3
88,100,81,40,98,47,100,46,11,3
78,100,91,64,100,42,82,41,7,3
96,100,100,67,71,45,78,45,0,3
81,100,89,63,100,42,85,43,11,3
86,100,96,64,93,48,100,51,11,3
87,100,100,78,76,52,90,47,0,3
83,100,86,59,89,39,100,52,9,3
