@relation 'penbased-weka.filters.unsupervised.attribute.Remove-V-R1-2,5,8,10-11,13-15,17'

@attribute At1 numeric
@attribute At2 numeric
@attribute At5 numeric
@attribute At8 numeric
@attribute At10 numeric
@attribute At11 numeric
@attribute At13 numeric
@attribute At14 numeric
@attribute At15 numeric
@attribute Class {0,1,2,3,4,5,6,7,8,9}

@data
26,59,55,25,0,17,59,3,100,2
0,79,74,58,30,13,58,0,100,2
16,74,37,23,68,65,18,88,0,0
100,100,13,23,0,94,64,30,10,6
14,69,59,55,12,0,3,2,100,1
100,98,23,47,45,77,45,1,0,5
26,100,7,44,65,90,85,32,81,4
51,100,0,34,49,100,62,29,34,4
45,71,20,39,0,0,40,40,100,8
7,91,71,0,13,0,16,94,100,5
0,93,74,43,1,59,51,24,100,7
32,68,38,37,0,13,35,59,90,8
0,82,61,50,18,24,68,0,100,2
88,63,7,59,76,100,85,39,80,9
49,90,96,38,20,0,58,21,100,2
85,100,12,22,0,100,78,47,18,6
0,79,87,60,46,100,56,0,4,3
32,82,100,58,36,88,44,0,0,3
91,100,19,30,0,100,99,33,19,6
30,58,100,60,20,16,0,1,86,1
35,96,35,0,16,9,45,100,100,5
0,81,61,49,17,35,69,2,100,2
0,55,83,100,75,71,60,24,43,1
8,68,56,35,6,2,51,0,100,2
34,85,90,56,38,92,44,0,0,3
0,66,45,38,1,5,53,3,100,1
10,81,100,38,0,83,51,48,0,8
20,70,63,46,14,0,50,3,100,2
23,100,0,42,62,88,97,23,100,4
49,100,24,65,85,44,21,38,6,4
30,74,89,56,38,92,41,0,0,3
19,100,0,36,37,100,94,33,89,4
100,95,42,44,33,85,83,31,85,4
2,75,56,61,25,0,34,5,100,1
10,100,14,0,24,96,58,95,19,0
11,45,55,25,61,79,38,100,0,0
51,54,36,62,22,2,0,37,78,8
12,91,66,63,42,75,34,0,0,3
61,100,21,9,0,7,51,60,100,8
77,64,45,63,25,0,0,36,48,8
0,93,62,39,3,5,29,19,100,7
97,100,0,46,41,100,58,23,21,4
39,60,96,41,12,0,50,0,100,2
0,79,60,80,54,64,66,4,100,2
24,100,0,48,57,61,61,31,67,4
0,77,82,64,36,4,48,1,100,2
0,69,88,91,68,76,71,22,68,1
75,100,1,10,0,84,100,73,68,0
33,100,0,0,42,91,32,95,4,0
21,65,40,25,61,87,40,100,0,0
18,72,24,34,0,0,51,2,100,1
12,87,35,100,78,81,73,6,72,7
34,99,52,0,4,19,52,97,100,5
0,89,66,66,46,100,75,8,25,3
84,96,28,36,0,2,46,60,88,8
16,86,25,0,35,90,50,100,13,0
95,75,14,39,0,0,47,59,100,8
38,100,0,37,67,80,49,32,21,4
0,53,45,65,30,40,37,2,100,1
0,50,60,64,29,30,40,1,100,1
21,66,27,14,49,88,40,100,6,0
36,84,97,46,33,100,45,0,0,3
29,94,60,70,65,100,60,0,0,5
6,75,92,75,51,100,54,12,0,3
0,88,81,43,7,58,47,23,100,7
31,100,12,0,35,91,42,90,0,0
0,91,86,0,11,53,100,75,75,8
0,67,88,88,66,69,50,22,50,1
100,77,9,100,85,91,59,19,0,9
0,54,52,6,39,92,100,100,48,8
0,59,76,100,75,62,40,25,29,1
63,100,5,18,0,100,46,36,0,6
0,96,100,63,27,32,16,36,69,7
86,100,7,3,0,100,44,50,0,6
76,54,27,60,15,53,91,29,100,0
6,65,48,97,73,47,25,24,32,7
84,68,9,60,81,90,59,9,0,9
100,100,42,50,20,28,65,17,25,6
64,88,100,54,33,86,42,0,0,3
44,86,60,82,58,94,49,4,0,9
0,54,69,100,75,64,42,25,25,1
0,70,100,53,6,69,98,30,36,7
0,82,36,33,7,42,71,0,100,2
35,100,0,0,9,100,69,85,23,0
53,100,0,41,74,73,38,31,7,4
34,92,39,0,43,79,35,100,0,0
89,100,0,33,35,99,89,31,85,4
42,100,0,36,45,100,94,36,87,4
80,82,0,100,77,91,67,25,45,9
76,82,93,5,42,100,72,100,0,8
62,100,0,17,0,96,100,60,79,0
26,100,5,0,25,100,52,75,13,0
14,86,25,3,43,86,41,100,5,0
72,100,52,86,72,93,55,0,0,9
67,72,0,100,97,100,88,32,68,9
0,87,47,53,21,33,66,8,100,2
100,100,0,2,0,92,45,58,3,6
0,99,79,45,0,32,33,27,100,7
100,100,24,57,66,60,38,5,0,5
100,77,29,57,24,39,56,21,11,6
0,93,89,35,0,22,35,48,100,7
8,70,46,98,75,69,48,24,58,7
13,65,100,80,60,32,10,20,0,1
70,100,10,14,0,100,65,53,0,6
40,100,7,63,90,46,52,39,40,4
83,68,5,59,76,100,63,0,0,9
78,100,0,39,53,81,70,35,65,4
26,84,52,42,15,20,62,0,100,2
21,86,85,43,41,100,47,0,0,3
100,100,20,32,1,59,64,23,16,6
100,100,34,34,10,36,57,21,9,6
100,100,21,71,56,76,47,0,0,5
100,100,30,38,6,52,45,23,0,6
6,87,80,4,0,4,39,93,100,5
43,100,0,40,39,85,76,27,100,4
17,100,64,0,27,0,45,95,100,5
93,91,43,92,56,100,57,0,0,9
2,100,58,29,0,0,38,27,100,7
26,81,52,0,22,13,50,100,100,5
19,85,44,18,62,73,26,97,0,0
41,77,100,50,38,93,44,0,0,3
100,85,2,42,0,0,33,56,81,8
34,78,100,59,49,89,47,0,0,3
71,92,93,60,38,87,41,0,0,3
19,65,46,45,12,10,56,0,100,2
100,66,0,38,0,9,51,59,87,8
44,81,97,55,40,99,42,0,0,3
0,51,63,100,75,58,37,25,30,1
0,80,50,37,8,3,52,5,100,2
39,82,100,61,44,83,41,0,0,3
14,90,68,53,34,79,41,1,0,3
34,94,62,0,35,100,83,100,0,8
0,63,87,98,74,54,30,25,15,1
72,100,12,23,0,100,57,34,8,6
58,100,0,57,81,67,58,47,55,4
36,81,100,70,55,94,60,0,0,3
0,66,64,43,0,34,57,54,100,7
16,86,85,43,40,97,37,0,0,3
99,100,17,18,0,100,37,36,0,6
51,87,95,50,22,71,35,1,0,3
11,90,0,0,27,100,87,100,35,0
0,95,73,47,0,39,52,33,100,7
54,73,73,79,53,81,42,2,0,9
0,100,68,62,43,100,62,8,9,3
0,98,70,65,45,100,94,9,44,3
100,79,18,27,0,0,87,65,67,8
45,100,8,45,72,63,47,31,28,4
39,97,65,0,5,14,42,100,100,5
52,87,100,59,37,82,42,3,0,3
29,69,61,35,5,0,50,2,100,2
90,64,21,67,62,100,66,34,51,9
56,83,100,0,37,80,83,100,0,8
100,100,23,32,0,70,53,31,0,6
11,87,74,61,49,89,50,2,0,3
2,60,33,19,53,98,54,100,14,0
100,100,17,18,0,81,55,47,0,6
0,88,79,40,4,65,48,28,100,7
35,75,86,55,36,87,37,0,0,3
83,100,54,34,0,5,11,48,38,8
0,98,75,43,10,28,19,19,100,7
11,65,66,38,8,0,50,7,100,2
100,88,19,44,9,62,59,29,15,6
48,52,45,70,53,81,62,12,0,9
69,100,0,58,86,52,51,39,45,4
23,38,54,49,0,0,49,0,100,1
66,100,0,46,72,78,58,33,45,4
100,94,41,78,73,90,52,0,0,9
24,100,59,0,0,91,100,91,13,8
56,99,0,0,22,100,82,99,32,0
100,87,17,39,0,0,29,60,94,8
0,15,66,99,100,81,65,34,52,1
100,100,22,59,61,69,54,12,13,5
25,100,16,51,68,89,79,29,74,4
100,100,33,40,17,23,44,20,5,6
48,88,100,55,35,93,47,1,0,3
61,97,0,0,12,100,78,100,26,0
4,77,53,56,15,0,51,4,100,1
45,100,0,31,32,82,78,33,80,4
0,94,64,39,0,23,48,58,100,7
24,64,42,52,13,0,46,1,100,1
66,100,0,63,57,64,33,21,9,4
93,55,28,67,75,100,60,2,0,9
11,95,100,71,39,18,0,29,39,7
36,86,61,65,48,100,59,4,0,5
0,63,58,0,30,21,51,88,100,5
5,94,17,98,91,84,72,23,65,7
16,78,81,46,46,100,44,0,0,3
83,90,42,55,62,77,32,0,0,5
0,77,55,42,12,2,51,8,100,2
29,71,70,49,28,7,51,4,100,2
0,46,72,88,55,55,9,1,100,1
19,97,68,51,42,100,54,2,0,3
90,100,17,26,0,100,87,33,22,6
30,85,9,0,36,100,56,100,39,0
57,100,0,41,60,100,90,32,92,4
100,100,17,53,47,84,55,22,29,4
100,81,22,47,13,52,67,30,22,6
33,70,59,48,21,0,50,0,100,2
19,72,100,71,53,79,42,0,0,3
63,90,62,58,46,79,42,3,0,5
80,98,64,76,65,85,44,0,0,9
11,65,53,98,75,44,19,25,0,7
0,69,49,36,4,9,54,6,100,2
100,100,34,43,22,4,44,12,36,6
0,100,100,32,0,1,21,26,100,7
86,72,0,38,1,22,43,43,92,8
77,100,44,97,65,100,68,0,0,9
29,100,62,0,31,0,41,93,100,5
28,100,0,40,44,100,80,23,63,4
0,92,74,34,0,71,100,47,36,7
50,82,0,0,30,100,59,100,23,0
0,91,84,43,0,1,39,40,100,7
0,64,47,40,6,11,58,0,100,2
0,92,70,53,42,100,58,0,3,3
0,79,100,0,34,82,82,100,0,8
0,55,90,100,75,87,76,25,69,1
7,56,45,60,20,0,48,5,100,1
13,87,40,0,38,0,44,95,100,5
19,92,17,0,29,91,50,100,4,0
0,61,51,60,19,4,48,1,100,1
34,85,79,49,36,100,48,0,0,3
50,100,0,42,55,86,55,24,34,4
99,69,51,79,59,84,38,0,0,9
16,71,64,31,11,23,66,0,100,2
0,97,68,34,0,24,48,56,100,7
12,91,65,0,9,4,31,100,100,5
45,99,0,56,63,98,80,25,82,4
32,100,0,37,48,96,86,27,81,4
33,82,100,72,48,89,48,2,0,3
23,82,60,42,22,20,59,8,100,2
0,95,71,42,0,27,48,50,100,7
0,84,81,74,51,100,67,10,17,3
0,96,50,64,32,19,60,5,100,2
100,100,12,26,0,87,87,37,27,6
48,94,79,0,19,0,34,95,100,5
100,100,22,28,0,72,54,36,0,6
88,100,61,89,63,100,47,0,0,9
17,92,69,50,38,23,61,13,100,2
31,95,49,0,40,19,56,99,100,5
7,77,59,41,10,0,54,0,100,2
38,85,90,56,49,95,50,0,0,3
2,96,60,62,43,100,62,10,0,3
100,100,93,76,51,93,55,7,0,9
100,97,14,34,0,0,39,62,93,8
100,100,31,26,0,82,47,18,0,6
35,100,0,0,10,100,98,80,55,0
26,89,0,0,21,100,64,100,9,0
90,82,38,74,84,100,62,0,0,9
53,96,100,68,45,78,45,6,0,3
0,78,91,94,74,100,86,40,85,9
0,97,68,34,0,22,49,29,100,7
37,95,65,11,0,16,30,95,100,5
100,100,15,21,0,99,53,45,0,6
0,87,100,80,60,56,51,20,44,1
0,40,74,100,76,55,38,25,22,1
75,100,55,14,0,3,58,46,100,8
41,100,0,42,65,88,80,31,79,4
60,100,0,46,55,86,87,31,100,4
16,100,0,52,57,96,82,24,75,4
26,77,28,15,52,85,44,100,4,0
93,100,100,70,44,89,57,1,0,9
83,61,17,41,0,68,100,36,91,0
100,85,0,34,0,23,71,59,61,8
8,66,38,48,9,0,49,5,100,1
0,100,100,58,16,41,22,41,84,7
47,68,100,56,23,0,45,9,99,2
0,87,57,53,26,26,66,7,100,2
11,100,17,4,46,89,40,92,13,0
56,100,10,82,70,100,64,7,8,9
0,66,83,73,46,22,28,0,100,2
56,91,51,58,62,81,49,0,0,5
85,91,0,13,0,100,95,66,73,0
99,74,23,53,58,100,49,1,0,9
98,88,28,66,69,100,61,0,0,9
36,80,100,63,41,94,49,3,0,3
40,100,0,52,66,87,91,30,82,4
33,63,46,39,0,0,49,2,100,1
3,76,91,65,45,100,52,0,0,3
100,83,23,65,68,89,51,0,0,9
70,91,74,79,51,93,43,0,0,9
13,100,12,0,19,100,75,96,32,0
46,100,7,30,0,8,50,64,100,8
0,66,62,100,75,69,58,25,58,1
51,100,6,47,33,69,100,20,97,4
54,70,93,58,24,0,44,12,100,2
100,100,59,61,46,12,0,15,0,1
94,100,14,22,0,100,81,46,8,6
0,36,65,100,77,60,40,26,21,1
1,90,73,60,53,100,55,4,0,3
74,100,21,16,0,100,46,34,0,6
100,100,23,41,7,47,52,28,2,6
98,68,25,39,0,77,100,47,95,0
69,91,54,54,62,88,57,4,0,5
0,77,46,64,31,35,67,1,100,2
41,100,54,50,36,35,68,14,100,2
0,78,69,69,37,66,18,0,100,1
0,63,53,96,73,46,26,25,19,7
60,89,65,80,48,82,29,0,0,9
0,42,65,100,76,74,56,25,40,1
52,83,100,55,45,91,49,0,0,3
84,100,20,19,0,100,48,31,0,6
100,100,0,0,17,38,14,52,57,6
38,71,100,72,48,92,49,0,0,3
98,100,12,21,0,100,43,32,14,6
0,67,61,0,36,72,100,100,45,8
100,100,22,18,0,80,47,45,0,6
36,84,84,18,0,5,9,86,84,5
100,99,25,69,55,64,39,1,0,5
100,93,30,71,64,59,50,18,17,5
2,97,45,0,37,2,50,100,100,5
14,91,68,33,0,0,41,29,100,7
100,100,70,57,43,20,7,14,0,1
100,100,19,26,0,78,96,24,47,6
3,70,47,97,73,51,40,23,62,7
53,96,41,64,47,100,55,4,0,5
0,67,64,100,75,65,48,25,33,1
0,66,55,92,68,50,30,22,47,7
80,100,70,73,48,100,62,4,0,9
39,94,93,0,6,0,18,90,100,5
0,92,88,47,0,36,37,22,100,7
0,27,58,96,100,84,69,34,58,1
49,100,0,0,8,100,83,89,44,0
0,79,54,43,14,15,56,10,100,2
26,100,5,0,28,100,56,97,17,0
86,53,36,62,16,52,100,27,100,0
20,95,54,0,33,0,41,95,100,5
83,100,0,44,67,64,60,40,58,4
1,100,70,0,10,0,27,94,100,5
0,64,74,42,0,6,36,30,100,7
0,100,96,54,14,54,45,39,100,7
53,89,100,13,0,0,25,88,93,5
54,84,91,55,39,86,42,0,0,3
23,89,11,0,30,100,63,100,11,0
15,100,39,0,16,7,50,69,100,5
100,100,44,26,0,88,44,15,0,6
100,100,79,62,46,29,14,16,0,1
18,93,8,0,25,98,59,100,5,0
90,62,30,100,73,86,52,0,0,9
57,93,61,6,0,40,71,82,21,8
0,73,89,85,63,78,58,20,28,1
96,63,45,63,25,36,48,29,19,6
37,74,88,32,3,0,49,4,100,2
47,63,0,100,90,100,81,28,55,9
41,72,84,58,26,0,41,14,100,2
13,54,54,53,7,0,49,0,100,1
100,80,26,100,92,83,49,3,0,9
26,85,81,54,34,82,42,0,0,3
0,95,62,32,0,32,57,48,100,7
0,94,66,35,0,14,54,37,100,7
0,65,65,98,74,76,65,24,63,1
14,40,58,42,81,70,30,86,0,0
0,68,82,59,18,18,19,0,100,1
0,77,51,49,19,26,63,2,100,2
0,32,59,100,77,48,25,27,14,1
84,94,28,66,92,91,60,7,0,9
15,83,65,0,20,0,43,94,100,5
100,83,0,100,79,92,68,25,45,9
26,100,0,50,40,79,100,17,100,4
65,90,0,0,6,100,91,91,44,0
23,79,78,50,31,0,49,7,100,2
19,100,21,0,29,79,30,78,0,0
87,100,13,23,0,80,100,28,50,6
32,89,61,63,60,100,63,1,0,5
0,43,70,100,76,56,32,26,10,1
0,40,65,100,80,74,55,26,38,1
18,92,44,30,0,12,57,14,100,2
69,99,34,91,68,100,57,0,0,9
42,100,20,0,25,96,49,86,0,0
0,90,80,59,35,4,56,0,100,2
100,100,71,65,49,29,14,16,0,1
100,93,47,54,49,79,43,8,0,5
15,100,0,43,59,71,49,36,35,4
0,59,67,100,75,67,67,23,100,1
0,49,62,100,79,81,67,26,58,1
100,100,72,57,43,25,8,14,0,1
99,66,19,100,70,93,59,3,0,9
100,97,46,73,63,53,26,21,0,5
0,87,48,78,55,64,76,11,100,2
47,99,0,0,6,100,89,85,49,0
45,99,0,0,19,100,74,100,25,0
37,94,100,74,51,60,34,8,0,3
42,90,80,10,0,9,43,85,100,5
100,100,61,59,45,16,5,15,0,1
36,100,1,0,17,100,74,98,21,0
18,95,73,0,31,0,51,100,100,5
62,100,0,57,51,100,60,24,35,4
0,61,77,100,76,58,41,25,26,1
14,96,53,0,3,17,33,97,100,5
0,82,54,61,27,41,71,6,100,2
19,70,45,49,7,0,49,7,100,1
0,56,75,100,75,94,92,25,100,1
12,97,43,69,63,100,49,0,0,5
0,43,67,100,76,76,63,25,59,1
18,84,67,0,27,51,100,100,17,8
0,88,71,66,39,23,64,0,100,2
16,75,27,13,49,96,52,100,24,0
0,52,69,72,41,20,9,1,100,1
5,75,58,41,11,0,49,7,100,2
36,96,71,0,7,15,41,99,100,5
0,59,57,100,75,47,21,25,6,1
17,90,62,35,0,0,50,4,100,2
100,100,36,51,49,54,24,24,0,4
32,78,91,58,41,94,43,0,0,3
24,87,30,23,0,4,36,98,100,5
42,84,52,81,57,85,44,5,0,9
0,3,57,77,100,80,64,35,51,1
94,93,17,43,0,0,17,63,88,8
0,63,58,100,81,67,41,28,16,1
0,69,70,100,75,81,70,25,64,1
0,88,100,76,54,69,69,5,18,3
10,81,48,34,4,0,49,0,100,2
0,71,61,54,22,6,53,8,100,2
40,95,32,58,61,87,43,0,0,5
35,70,75,0,36,68,100,100,23,8
100,81,0,33,0,28,87,64,66,8
81,100,22,40,25,100,94,27,75,4
43,81,78,17,0,0,14,80,84,5
