@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-3,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute Class {g,h}

@data
10.8614,2.2625,g
42.0308,4.1831,g
20.1654,3.0461,g
31.3594,3.5695,g
9.3411,2.6585,g
21.2504,2.695,g
7.1696,2.0881,g
10.7041,2.3233,g
23.3296,3.264,g
18.8678,2.5533,g
20.2219,2.9017,g
15.2252,2.6279,g
16.2359,2.3997,g
64.7326,4.4401,g
23.1057,3.1948,g
10.8047,2.5185,g
32.966,3.2555,g
14.1626,2.6924,g
24.06,2.9146,g
17.4665,2.8351,g
24.8339,2.4669,g
7.0355,2.3979,g
13.503,2.8069,g
19.1215,2.6518,g
21.9393,2.786,g
21.1144,2.829,g
15.5106,2.7222,g
14.5294,2.5079,g
14.6156,2.525,g
11.9672,2.4502,g
25.5824,3.3445,g
18.2775,2.7304,g
17.9731,2.9337,g
23.1441,3.239,g
15.2422,2.6959,g
22.3306,3.235,g
16.8271,2.4646,g
11.406,2.4969,g
11.5153,2.4265,g
37.4949,3.3597,g
11.3515,2.4518,g
11.4248,2.1287,g
29.1897,3.0261,g
23.9536,3.3467,g
18.1063,3.0596,g
29.0231,3.4145,g
18.8357,2.5527,g
18.4944,2.8845,g
15.9544,2.6998,g
17.321,2.7578,g
44.0194,4.0869,g
15.5049,2.7638,g
12.0228,2.4401,g
38.9333,3.0953,g
10.3133,2.6712,g
11.4444,2.3811,g
18.8293,2.7097,h
75.9816,3.8184,h
10.9836,2.5729,h
24.1444,2.8159,h
65.5994,3.7464,h
75.5803,3.2641,h
32.4681,3.3462,h
10.4811,2.5605,h
46.9361,3.2299,h
23.2215,2.637,h
49.4191,3.5037,h
11.8139,2.7782,h
11.2395,2.2585,h
19.4693,2.7303,h
11.7101,2.7987,h
9.0437,2.7105,h
16.5305,2.0726,h
22.1405,3.2033,h
16.8137,2.7745,h
8.1677,2.3956,h
37.0133,3.4581,h
29.4108,2.7891,h
26.6214,2.9731,h
31.9435,2.8997,h
0.1748,2.1941,h
13.0809,2.7182,h
29.1444,3.1689,h
12.6776,2.7712,h
9.282,2.5423,h
64.6539,3.7562,h
88.3068,3.7911,h
22.8206,2.8011,h
12.2104,2.7611,h
76.4762,3.1605,h
93.8639,3.368,h
26.5995,2.9861,h
12.1025,2.6004,h
7.3014,2.5881,h
13.1054,2.9443,h
13.1818,2.8417,h
10.9717,2.3139,h
53.3276,2.9783,h
29.6819,2.9082,h
15.6527,2.897,h
13.8984,2.5353,h
16.7568,2.7266,h
9.391,2.7608,h
11.2299,2.7047,h
7.0436,2.5812,h
41.4933,3.5735,h
20.271,2.6005,h
18.8247,2.9959,h
9.7154,2.6349,h
6.9539,2.4942,h
29.3006,3.0116,h
24.1709,3.2038,h
44.8406,3.2648,h
30.3849,3.7078,h
12.1066,3.0037,h
45.826,3.3426,h
7.4119,2.1508,h
8.7457,2.6748,h
8.6428,2.799,h
16.8838,2.6902,h
48.0452,4.1433,h
15.0919,3.1737,h
18.7377,2.4048,h
12.4812,2.6756,h
62.179,3.5485,h
10.0088,2.6415,h
50.9314,3.4032,h
9.8867,2.4793,h
23.1111,2.8322,h
23.5062,3.0058,h
65.5776,3.7058,h
14.3155,3.0754,h
108.5058,3.6602,h
7.31,2.9203,h
105.3182,4.6289,h
8.3378,2.5849,h
13.984,2.6518,h
10.7207,2.5919,h
12.8378,2.159,h
47.0602,3.0947,h
45.129,3.2916,h
105.708,4.6579,h
22.138,3.2743,h
11.392,2.3901,h
19.8682,2.8745,h
7.0206,2.5912,h
10.4188,2.437,h
69.6719,3.3498,h
12.1067,2.6623,h
14.1949,2.5104,h
33.1739,3.3875,h
10.7379,2.7263,h
9.451,2.4684,h
15.7351,2.3627,h
23.4327,2.6893,h
28.4968,2.9535,h
10.9515,2.1399,h
35.5204,3.3998,h
10.2012,2.248,h
10.0033,2.6483,h
20.4511,2.7214,h
45.4126,3.0469,h
26.1315,3.1199,h
21.4188,3.084,h
76.5025,3.3476,h
18.6592,2.7689,h
7.756,2.6252,h
25.7179,3.1599,h
35.7363,3.0275,h
8.616,2.6665,h
22.2574,3.2382,h
9.0132,2.2204,h
106.3089,3.9798,h
21.0418,2.8007,h
29.0345,3.0775,h
58.8768,3.8703,h
12.9817,2.5328,h
121.389,3.4654,h
9.2008,2.4346,h
12.6979,2.5443,h
15.4056,2.9391,h
18.3864,2.7697,h
26.8284,2.9513,h
17.3784,2.5873,h
16.8278,2.4065,h
100.2957,4.2132,h
13.1735,2.7235,h
14.5428,2.9831,h
22.1649,2.7952,h
74.4328,3.136,h
36.4627,2.8737,h
5.3755,2.5235,h
6.9203,2.1889,h
12.1855,2.8162,h
11.619,2.5139,h
72.6158,3.4079,h
12.0387,2.955,h
65.5287,4.1993,h
29.8201,3.0247,h
10.2442,2.4714,h
21.6853,2.6985,h
7.6988,2.5822,h
20.9754,2.6986,h
10.3156,2.3666,h
24.5651,2.3478,h
10.5755,2.4572,h
22.8156,2.8231,h
20.2021,2.596,h
26.8074,2.9631,h
11.4427,2.5804,h
0.9454,2.6885,h
52.5182,3.4453,h
11.3955,2.2044,h
40.4196,2.857,h
9.7318,2.1987,h
10.2014,2.8202,h
26.4323,2.9165,h
28.01,3.2573,h
11.0199,2.4564,h
63.3955,4.3851,h
8.3321,2.6946,h
7.899,2.5999,h
7.6296,2.4232,h
32.2042,2.935,h
7.0345,2.4908,h
22.1023,2.7948,h
25.4601,3.3337,h
7.5997,2.7763,h
16.5982,2.4955,h
32.1825,3.3031,h
11.3341,2.666,h
7.3503,2.4323,h
43.8185,3.5075,h
40.6827,3.0197,h
12.3269,2.7709,h
60.1444,3.5168,h
23.4911,2.633,h
73.6597,3.2809,h
79.1588,3.8216,h
69.0878,3.6111,h
10.513,2.2443,h
88.076,3.6011,h
13.2646,3.2611,h
15.0152,2.695,h
58.2808,3.7469,h
82.3071,3.9528,h
24.1179,2.8768,h
7.8174,2.2924,h
10.0684,2.6522,h
15.8105,2.6699,h
26.7813,2.8097,h
83.7294,3.4749,h
8.7244,2.8139,h
85.791,3.4279,h
80.2768,3.8039,h
58.4718,3.1042,h
10.6358,2.224,h
66.6394,3.6346,h
11.6,2.5066,h
10.9486,2.7205,h
8.9375,2.601,h
10.8668,2.3945,h
10.1147,2.7853,h
106.107,4.113,h
97.3423,3.5904,h
87.2517,4.6444,h
12.2636,2.6749,h
10.6739,2.3483,h
26.7498,3.4904,h
12.6259,2.5862,h
55.6423,3.0386,h
52.2133,3.6807,h
17.5004,2.8325,h
9.8857,2.8017,h
46.9992,3.0496,h
39.4187,3.358,h
0,2.534,h
72.3293,3.3277,h
34.732,3.0828,h
9.6552,2.9898,h
71.3216,3.4912,h
14.8568,2.8527,h
7.1107,2.2997,h
14.6756,2.3711,h
23.4987,2.714,h
13.3816,2.5094,h
37.0108,3.1565,h
5.9628,2.7111,h
8.2571,2.5075,h
58.0777,3.7252,h
12.5269,2.5623,h
21.5432,2.9545,h
17.267,2.6207,h
7.873,2.5269,h
10.4525,2.49,h
28.9558,2.9465,h
11.6349,2.2553,h
9.4991,2.7253,h
28.8084,2.9472,h
10.6462,2.1807,h
78.3927,4.4344,h
15.5445,2.5078,h
29.3163,2.8298,h
58.5426,3.254,h
56.7782,3.686,h
73.5958,3.5397,h
74.2172,3.1944,h
11.3072,2.6457,h
41.8712,3.0455,h
12.2164,2.5792,h
8.8529,2.4362,h
45.7849,3.5778,h
13.4047,2.6522,h
22.674,2.7466,h
24.8825,2.7363,h
51.7241,2.7439,h
37.1066,2.8319,h
28.2955,2.7586,h
9.9714,2.8261,h
77.0121,3.8888,h
4.8943,2.236,h
6.7412,2.4845,h
7.737,2.4843,h
22.2641,2.8467,h
48.5098,3.2608,h
53.9862,3.5778,h
94.0156,4.3583,h
8.6412,2.8524,h
3.5838,2.1205,h
12.187,2.5051,h
65.3196,3.0305,h
12.8615,2.6112,h
5.8239,2.5202,h
12.091,2.6699,h
7.8764,2.5402,h
24.1212,2.7067,h
35.9476,2.8998,h
5.4378,2.4755,h
11.3596,2.1123,h
8.0526,2.6196,h
16.5854,3.1548,h
18.2172,3.2332,h
11.4431,2.4631,h
9.474,2.48,h
25.4862,2.8435,h
10.423,2.786,h
34.202,3.0837,h
17.8925,3.0276,h
11.3314,2.8912,h
13.7721,2.8144,h
17.3377,3.0497,h
31.0862,3.4638,h
7.8204,2.1784,h
19.8662,2.6762,h
62.2117,3.5393,h
9.4129,2.7336,h
12.4005,2.595,h
7.4005,2.1189,h
35.8288,3.5838,h
12.0625,2.3574,h
11.4318,3.1778,h
7.8257,2.7328,h
29.9973,3.0915,h
20.8227,3.2686,h
57.3551,3.5334,h
47.1696,3.4816,h
10.6554,2.6134,h
81.9947,4.527,h
11.423,2.4575,h
12.5396,3.0355,h
12.799,2.6031,h
44.5917,2.754,h
2.4686,2.536,h
49.2012,3.6672,h
76.2978,2.9872,h
46.4645,3.4272,h
16.9279,3.0273,h
12.9191,2.7514,h
9.2765,2.5072,h
22.0932,3.0934,h
9.7614,2.3962,h
9.1466,2.4807,h
41.3156,3.2849,h
12.4349,2.4793,h
18.7897,2.2564,h
8.0896,2.4662,h
38.3625,2.8404,h
11.2998,3.1154,h
10.2834,2.636,h
11.0824,2.2656,h
6.8552,2.4698,h
11.9393,2.6325,h
13.6422,2.9626,h
17.3855,3.0262,h
11.7424,2.4928,h
44.5141,3.5273,h
10.6451,2.4775,h
27.5133,2.8831,h
9.7812,2.4829,h
13.3939,2.6848,h
41.8185,3.4395,h
10.7943,2.6096,h
26.3797,2.8641,h
10.5833,2.4731,h
31.5846,3.2004,h
18.5694,2.683,h
34.2727,2.9841,h
32.4251,3.2082,h
11.3165,2.6449,h
10.4802,2.2911,h
32.739,2.9964,h
16.5301,2.9496,h
95.3572,3.6573,h
27.1735,2.9061,h
12.1331,2.6937,h
39.913,3.4418,h
10.9544,2.2,h
36.9455,3.4055,h
11.4399,2.2863,h
107.2101,4.1463,h
11.5953,2.7731,h
130.67,4.5364,h
12.847,2.6399,h
15.0925,2.5287,h
19.0194,2.873,h
20.4511,2.7214,h
18.2228,2.9823,h
19.3642,2.7419,h
8.6496,2.8038,h
13.4302,2.7505,h
94.456,3.5426,h
32.1401,3.0899,h
12.7947,2.4293,h
110.86,3.284,h
10.5973,2.3608,h
20.2962,2.7569,h
11.4032,2.8582,h
69.6826,4.5348,h
18.6645,2.6985,h
13.6759,3.0076,h
12.5323,2.6304,h
12.7461,2.6518,h
50.8072,3.1801,h
12.9765,2.3463,h
12.2173,2.6464,h
8.096,2.3856,h
7.1877,2.4893,h
10.4145,2.5353,h
50.7863,3.4142,h
16.3399,2.7631,h
78.0849,4.3196,h
12.5112,2.7384,h
116.4147,3.6089,h
27.1813,2.8132,h
57.2809,3.3932,h
14.6855,2.6731,h
5.4643,2.05,h
22.7606,2.613,h
26.6616,2.9576,h
19.3387,2.8919,h
12.3282,2.4132,h
46.7521,3.9682,h
10.984,2.64,h
11.4279,2.1155,h
11.4537,2.3883,h
90.7131,4.0967,h
109.01,4.7552,h
58.0044,3.6468,h
14.8353,2.6808,h
10.1845,2.549,h
77.9859,3.8505,h
17.8718,2.7033,h
15.3772,2.286,h
47.5318,3.3534,h
26.528,3.3731,h
26.6064,3.183,h
66.5796,4.0235,h
10.4451,2.4265,h
12.1712,2.6305,h
17.8241,2.7059,h
32.8985,2.7187,h
10.8805,2.4962,h
10.8615,2.5709,h
11.5666,2.6542,h
24.3136,2.792,h
14.1142,2.8711,h
9.3826,2.7657,h
11.7955,2.3075,h
16.1679,2.8916,h
14.1305,2.6128,h
53.2757,3.3975,h
11.588,2.5172,h
13.3518,2.5943,h
10.1356,2.5667,h
12.786,2.8222,h
11.9579,2.3646,h
18.9305,2.7374,h
12.7567,2.6459,h
10.6195,2.6594,h
33.6722,3.6362,h
170.2863,4.4923,h
10.5861,2.7229,h
38.4392,2.9941,h
7.3799,2.0986,h
10.0119,2.9407,h
31.7527,3.1057,h
12.2498,2.2665,h
12.3627,2.5113,h
16.9145,3.2244,h
56.5929,3.5573,h
12.6029,2.8089,h
9.6984,2.6585,h
9.896,2.5693,h
18.8279,2.8303,h
9.4426,2.3531,h
10.3187,2.5257,h
27.9018,2.9574,h
13.1394,2.944,h
47.2655,3.995,h
41.5985,3.5822,h
9.4141,2.4339,h
11.8105,2.7113,h
13.6746,2.5653,h
52.8938,3.9427,h
0.6564,2.4734,h
17.5156,2.6575,h
22.8856,2.6758,h
8.8352,2.5996,h
13.4578,2.3459,h
10.4992,2.7885,h
9.3088,2.6748,h
20.3905,3.4251,h
17.6553,2.8956,h
11.107,2.5044,h
9.6076,2.238,h
23.5005,2.86,h
4.6139,2.4571,h
10.2222,2.6669,h
0,2.2292,h
13.3743,3.1342,h
13.9934,2.8847,h
14.1015,2.5821,h
29.478,3.2032,h
25.1815,2.7124,h
8.9402,2.3579,h
58.5352,3.8619,h
6.5379,2.5653,h
14.9488,3.1826,h
19.0776,2.5934,h
10.3612,2.5145,h
11.6269,2.6977,h
10.738,2.7927,h
93.1625,4.0162,h
54.022,3.0935,h
13.4118,2.7214,h
11.1893,2.3284,h
18.4628,3.0304,h
24.5772,2.7566,h
12.4808,2.7657,h
13.9986,2.7619,h
62.3167,3.3555,h
19.2094,2.7168,h
6.2789,3.0242,h
34.3454,3.0147,h
6.5566,2.5586,h
14.998,2.3152,h
7.1269,2.3419,h
64.4185,3.2218,h
11.6656,2.3883,h
10.7816,2.3375,h
46.0491,3.1308,h
11.8054,2.5833,h
9.3686,2.4208,h
9.5797,2.6812,h
6.9151,2.5105,h
12.4895,2.8023,h
23.1396,2.5544,h
13.3626,2.6191,h
6.9778,2.3424,h
220.5144,3.5,h
9.7783,2.2304,h
13.6537,2.5092,h
10.8622,2.2504,h
16.3808,2.8271,h
26.9574,3.1461,h
79.5279,3.6335,h
22.6076,2.8432,h
46.2474,3.3124,h
14.5628,2.6069,h
15.7331,3.2594,h
72.6052,2.7509,h
88.7938,3.726,h
19.2212,3.2537,h
9.5902,2.738,h
15.1484,2.6547,h
14.678,2.7834,h
20.8174,2.7202,h
8.7048,2.305,h
7.9259,2.4464,h
27.8928,3.1173,h
101.178,3.4987,h
8.0844,3.0458,h
14.9847,2.8041,h
9.6408,2.7889,h
8.0944,2.2553,h
19.5238,2.4976,h
100.6911,3.9314,h
68.7027,4.4422,h
44.7313,3.135,h
28.4086,2.8854,h
190.5432,5.3233,h
113.4542,4.8376,h
14.5358,2.9919,h
10.4698,2.7193,h
0,2.1861,h
9.9018,2.4676,h
16.7493,2.5551,h
10.4634,2.8051,h
10.4801,2.5334,h
11.544,2.3572,h
109.672,3.5786,h
10.2884,2.6862,h
14.8404,2.38,h
48.92,3.4951,h
15.2789,2.7123,h
89.6054,3.5191,h
69.6064,3.853,h
54.1217,3.0049,h
9.7635,2.4829,h
9.3064,2.6739,h
11.5535,2.8017,h
70.8569,3.8487,h
9.8606,2.8549,h
14.5796,2.8112,h
9.5857,2.3349,h
8.4887,2.4144,h
2.4138,2.2048,h
19.5526,2.5966,h
12.8911,2.682,h
24.3031,2.8924,h
115.853,4.2441,h
16.6622,2.7462,h
8.4019,2.5397,h
43.4603,3.5616,h
11.8145,2.7835,h
11.1318,2.4822,h
47.1142,4.2662,h
17.5545,2.679,h
23.4751,2.8466,h
37.1735,2.9919,h
59.303,3.3893,h
22.2825,2.3537,h
6.6559,2.6597,h
37.7214,3.2964,h
25.5656,2.8254,h
94.1413,3.3996,h
13.7054,2.883,h
11.4767,2.5002,h
38.2603,3.1017,h
25.644,3.2006,h
10.7167,2.4338,h
11.398,2.9403,h
9.7948,2.5276,h
145.3262,3.3614,h
10.3372,2.5302,h
9.7449,2.5998,h
41.2324,3.261,h
25.2288,2.8603,h
14.0043,3.1664,h
9.6995,2.601,h
8.4884,2.3971,h
18.9582,2.8248,h
20.7033,2.7834,h
14.3239,2.6874,h
11.2214,2.6149,h
1.623,2.4914,h
13.147,2.5185,h
18.0348,2.5226,h
10.7307,2.9194,h
6.5603,2.4691,h
155.194,4.0676,h
14.4779,2.5132,h
17.7854,2.7771,h
8.5656,2.5957,h
22.3,3.2078,h
11.5522,2.2068,h
11.0879,2.3326,h
27.6498,2.6439,h
7.6398,2.2111,h
30.0257,3.23,h
13.5927,2.8152,h
31.365,2.7312,h
21.4883,3.29,h
77.0995,3.28,h
33.0543,3.1164,h
111.603,3.286,h
56.3534,3.7073,h
13.7741,2.4928,h
44.7142,3.5153,h
12.1606,2.3605,h
8.7743,2.6222,h
26.3635,2.9075,h
10.0342,2.2787,h
10.6203,2.4133,h
9.784,2.4081,h
20.2196,2.683,h
15.0983,2.5677,h
7.867,2.2406,h
7.985,2.5033,h
10.9236,2.4119,h
15.2526,2.5038,h
75.7229,3.2306,h
148.141,4.45,h
12.8985,2.3847,h
11.8935,2.5384,h
27.7872,3.3705,h
24.6835,3.2923,h
81.9078,3.0682,h
27.0488,2.9937,h
10.3084,2.596,h
59.8146,3.8301,h
65.6188,3.5814,h
35.3177,2.6779,h
15.4205,2.7328,h
11.8989,2.4393,h
