@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R3,7,9,11'

@attribute FSize numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
2.3064,-14.101,24.6072,g
2.4771,-14.0753,0.3681,g
2.5092,1.8562,75.415,g
3.3358,36.5315,2.0296,g
2.081,-5.6726,58.1726,g
2.433,-13.741,8.395,g
2.3918,7.4971,43.5251,g
2.738,64.4991,3.0091,g
2.4425,12.1284,44.4946,g
2.5647,22.2069,65.584,g
2.2648,-8.3087,35.8882,g
3.0249,67.9024,1.505,g
2.9643,42.5896,22.3299,g
2.6263,-13.1007,2.933,g
2.5545,10.1392,0.2194,g
3.3817,42.1168,37.1944,g
3.3242,-47.0178,8.252,g
2.6395,30.0035,30.144,g
2.1804,18.482,39.8963,g
2.5557,-21.49,16.9228,g
2.934,35.4201,6.518,g
3.0924,22.8327,3.197,g
2.6405,15.1616,23.9617,g
2.4541,7.7084,31.28,g
2.5065,-5.3426,22.24,g
2.9009,28.5851,29.2213,g
2.1414,14.455,16.345,g
3.268,46.8293,2.6775,g
2.9415,-17.3502,20.0424,g
2.2148,-5.7428,13.295,g
2.3971,-14.8719,21.769,g
3.4412,37.3241,38.027,g
2.4955,9.9028,12.553,g
2.1959,6.014,17.8368,g
4.258,74.2771,3.4381,g
3.3524,57.5182,4.8251,g
2.6048,-10.8795,24.237,g
2.2292,7.7178,11.8418,g
2.3683,-20.3611,20.189,g
2.9383,30.6222,8.035,g
2.3945,-17.1314,14.135,g
2.6972,19.1064,76.963,g
2.7168,20.0782,6.8488,g
2.4771,16.1818,12.12,g
2.6289,24.3512,47.1801,g
2.1945,11.4815,80.4713,g
2.4249,7.3238,85.0171,g
3.0422,40.136,29.392,g
2.7683,26.5883,3.6208,g
2.5763,-13.4266,21.937,g
3.0404,20.8569,61.7,g
2.4354,21.2856,61.3024,g
2.5231,-23.9838,61.492,g
2.608,14.0048,4.0277,g
4.102,74.9736,4.6957,g
2.5581,8.0572,78.0806,g
2.3191,-18.1472,1.9439,g
2.1021,-6.1426,74.997,g
2.5422,-13.5594,18.682,g
3.1541,28.6234,4.0106,g
2.5746,25.5228,11.3761,g
2.1287,-4.3048,84.7088,g
3.1909,52.263,14.3969,g
3.238,97.1645,4.2254,g
3.5276,54.8814,2.701,g
2.8179,66.8235,8.2019,g
2.2,10.6145,50.0643,g
3.8673,79.7748,1.3082,g
2.8331,-30.0399,6.2504,g
2.224,-7.7005,17.4554,g
2.4871,15.9863,57.922,g
3.926,69.886,1.5881,g
2.3064,-5.7732,40.863,g
2.9467,53.2193,8.118,g
2.4533,18.1523,4.3351,g
3.0467,25.4849,4.6563,g
2.3464,-7.91,42.1379,g
3.3728,37.3319,11.8804,g
3.7108,81.5373,1.7955,g
2.2014,17.2358,2.989,g
2.6503,10.6311,3.7372,g
2.2148,-8.6983,65.7379,g
2.4425,15.2297,18.996,g
3.1475,48.5582,0.139,g
2.7474,-16.1544,23.736,g
2.4175,-25.4862,23.863,g
2.317,6.3935,58.209,g
2.4886,-11.4662,20.852,g
2.9452,25.2137,18.6818,g
2.4057,-18.8408,12.6972,g
3.0915,15.1799,25.5856,g
2.7839,-25.2459,8.8024,g
2.2418,-12.6858,10.318,g
2.3627,25.7268,36.929,g
3.2214,-69.33,0.5537,g
2.9861,37.071,23.065,g
2.705,-17.8034,1.151,g
2.7664,-9.1786,19.5579,g
3.0695,51.7627,0.738,g
2.1477,-8.0421,80.9568,g
3.0869,41.3347,8.7643,g
3.3173,59.5826,1.2749,g
2.8971,23.4476,17.16,g
2.9047,61.7125,8.9889,g
3.0561,-48.2816,7.46,g
2.9559,38.2529,9.3455,g
2.7589,72.0646,8.618,g
3.1553,49.3437,5.881,g
2.3365,12.8968,82.8204,g
3.4059,-63.6065,0.054,g
2.4786,-18.7027,3.4541,g
3.1271,50.6709,0.9455,g
2.5838,-46.8887,16.129,g
2.74,13.0944,64.2875,g
2.0512,-7.2481,73.203,g
3.0235,-26.5626,2.443,g
3.1552,30.6895,2.742,g
2.243,-11.576,1.7,g
2.1287,-11.46,79.812,g
2.4464,13.8411,63.3878,g
2.618,-31.941,7.966,g
2.637,-27.3328,9.7853,g
2.1717,-3.5519,5.5558,g
2.637,46.0319,19.0791,g
2.8663,21.3642,4.734,g
2.8079,14.4374,19.0804,g
2.6075,-55.8526,16.152,g
2.7478,-15.8067,15.7122,g
2.7846,-25.997,3.517,g
3.7147,61.4144,0.439,g
2.8341,-28.9203,28.28,g
2.5132,7.0359,59.5027,g
3.3732,62.753,0.145,g
2.472,-8.4311,4.498,g
2.2266,-9.8924,56.6622,g
3.0286,86.5058,5.144,g
2.766,20.5415,24.9607,g
3.0978,38.3811,15.9683,g
2.4306,-9.8406,18.2742,g
2.6911,-14.5524,3.262,g
2.5944,17.2466,26.3933,g
3.7042,71.1547,2.3374,g
2.6651,8.4006,39.2971,g
2.5289,-13.5556,2.572,g
2.6924,17.2458,22.8702,g
2.9576,31.882,2.325,g
2.7135,-31.4075,3.3124,g
2.3404,14.0045,29.191,g
2.3253,-10.5176,61.51,g
3.0065,31.34,15.0473,g
2.9963,28.5863,5.212,g
2.3784,12.8222,17.7641,g
2.8603,46.7094,1.1998,g
3.1992,67.9882,2.091,g
2.7239,9.9506,75.388,g
2.6693,16.7718,5.4091,g
2.3345,-18.5907,74.888,g
2.49,-5.9541,14.1145,g
2.2911,-5.261,30.606,g
2.8943,-20.03,11.9637,g
2.6107,63.4487,12.706,g
2.2967,15.382,21.138,g
2.5441,17.7972,14.006,g
2.2041,19.9955,7.597,g
2.5237,18.361,63.146,g
3.8202,81.4214,1.5887,g
2.2028,7.4423,63.031,g
2.7705,69.9784,5.468,g
3.0953,-11.8352,82.6024,g
3.1166,27.9829,0.092,g
2.8896,-32.1363,4.166,g
2.786,18.4646,14.9592,g
3.0156,31.3646,9.664,g
3.2172,40.8954,1.2155,g
3.5509,-47.842,0.7,g
2.3865,15.8683,2.817,g
3.5638,77.1037,4.714,g
3.0851,35.6662,2.5722,g
3.0953,57.1937,1.605,g
2.8506,-23.2999,5.341,g
2.4571,19.317,33.5063,g
3.1239,64.6038,4.2953,g
2.6604,-28.1013,6.987,g
2.5092,-28.9283,1.708,g
2.0394,4.9762,33.313,g
2.2135,9.7208,42.5147,g
3.2111,56.5905,5.2124,g
4.7981,94.582,38.181,g
3.8463,50.749,3.635,g
3.5638,64.8095,1.2638,g
3.0842,84.9624,4.016,g
2.3233,-17.1027,27.01,g
3.5722,67.56,0.524,g
2.7011,33.3786,1.79,g
3.6714,31.2252,47.73,g
2.9294,41.7787,1.6,g
2.8189,-10.8226,35.902,g
3.3901,71.3282,0.065,g
2.2878,19.3642,54.193,g
4.1331,81.7285,2.153,g
2.4757,15.8265,36.759,g
3.1561,-33.0153,8.007,g
3.3019,75.1467,15.2612,g
2.5826,-22.3346,2.808,g
2.6096,16.4072,3.796,g
3.1097,86.7671,6.2315,g
2.3064,-15.0649,0.0175,g
2.6444,38.435,7.617,g
2.9085,79.9422,10.5067,g
2.7093,14.2133,36.7094,g
2.4502,72.4678,5.475,g
3.1838,-3.1041,9.997,g
3.1237,16.5295,4.53,g
2.2405,14.3892,28.6338,g
2.6117,-39.3477,4.7658,g
2.3191,-7.2103,31.042,g
2.2999,-13.8633,65.823,g
3.3502,-35.9464,0.894,g
3.4878,67.3172,5.466,g
3.9723,72.151,1.7384,g
3.2815,23.5684,4.094,g
3.2172,53.6037,7.0548,g
2.9566,41.2638,6.0446,g
3.0599,37.3658,10.563,g
2.301,16.7265,83.4683,g
2.5502,21.3541,45.8856,g
2.9715,20.2686,47.592,g
3.3446,32.8523,12.0607,g
2.2492,4.4607,67.6997,g
2.8354,-5.1581,6.6169,g
3.1587,28.3415,7.992,g
2.6345,15.2639,46.219,g
3.2501,27.604,9.601,g
2.5126,16.1808,75.669,g
2.6776,26.9324,2.566,g
3.0567,26.3974,6.082,g
2.3355,12.3089,34.9219,g
2.4257,-6.9223,17.768,g
2.4224,7.559,45.4834,g
2.6977,9.5358,24.302,g
2.6498,18.2453,28.0868,g
3.0641,-30.0673,14.1545,g
3.3212,49.3289,2.224,g
2.3424,19.9229,10.9249,g
2.9393,19.7221,7.598,g
3.0913,58.5741,9.064,g
3.307,-33.6173,2.7999,g
2.6656,13.5712,5.1525,g
2.8142,96.5723,19.43,g
2.7376,-22.6773,9.8315,g
2.404,22.7713,34.518,g
2.6015,6.1825,12.1313,g
2.8202,25.3511,3.9349,g
2.3802,8.4646,21.7684,g
2.3918,-6.8158,9.9795,g
2.4133,11.3298,26.03,g
4.286,85.7857,0.0591,g
2.2672,-19.6996,82.557,g
2.4983,-7.6701,9.4546,g
2.9063,53.9107,14.7852,g
3.77,93.3717,9.487,g
2.2577,0,81.5685,g
2.9617,-39.7663,16.39,g
2.8558,-31.9813,2.2496,g
2.1222,10.6607,18.8504,g
2.4273,-15.2153,77.863,g
3.2317,79.8408,6.8605,g
2.3729,27.7684,25.4027,g
3.5089,63.4351,1.9943,g
2.5563,23.9576,5.534,g
2.4843,18.6423,31.8921,g
2.3683,-6.9815,40.206,g
2.6762,31.828,1.5847,g
2.6857,-12.0294,5.373,g
3.9102,55.4542,2.727,g
2.07,-5.2903,10.758,g
2.7181,16.7179,1.9751,g
2.5647,-13.8215,30.306,g
3.0757,41.6654,2.9623,g
2.954,22.757,0.677,g
2.3454,16.8027,26.583,g
4.0077,78.521,1.312,g
3.4661,46.2773,4.447,g
3.7005,69.5422,5.1838,g
2.4601,34.2152,0.8525,g
2.4976,20.7668,24.5471,g
2.5977,20.6578,15.033,g
2.8099,-52.1026,1.307,g
2.3551,-7.3783,2.7625,g
2.6726,56.888,5.1398,g
3.3442,39.8251,3.1921,g
2.0314,-8.45,25.186,g
2.7332,34.8387,5.059,g
2.0394,-7.7699,75.0703,g
2.752,-25.515,21.9356,g
2.2266,9.1271,18.4308,g
2.5205,25.6027,0.059,g
2.4241,11.1805,5.787,g
2.9172,-21.5674,79.5884,g
2.9581,31.2314,3.1439,g
2.3646,11.3264,4.591,g
3.1508,45.1187,13.5688,g
2.8684,24.4436,11.3741,g
2.9006,-19.9547,36.3005,g
2.5276,-64.9695,13.815,g
2.2788,-15.2036,16.244,g
2.841,10.1387,6.382,g
2.4346,-21.8955,3.7316,g
3.6745,53.6536,32.635,g
2.9157,28.0222,3.103,g
2.5971,15.7111,14.1372,g
2.3811,21.891,0.583,g
2.3738,5.5234,7.195,g
2.5328,16.1553,27.5018,g
2.4942,14.1893,10.826,g
2.1931,-11.2872,24.993,g
2.4224,17.6831,0.0086,g
3.0175,16.5333,7.055,g
2.0663,9.7089,9.4078,g
2.2989,19.4033,56.916,g
3.5233,48.4553,0.337,g
2.4393,-16.8471,22.5916,g
3.0007,70.2166,0.5477,g
3.3334,34.877,0.314,g
2.4289,-20.511,6.737,g
2.3502,7.2908,67.376,g
2.7763,-47.8002,33.7832,g
2.634,7.2219,19.892,g
2.5993,16.6171,20.4432,g
2.2418,-0.5703,48.4033,g
2.9472,36.4325,10.781,g
2.4594,15.5891,86.1482,g
2.4409,20.009,33.9455,g
4.0455,75.94,0.804,g
2.7279,29.9081,2.8484,g
3.6158,49.1815,0.57,g
2.499,-10.3397,18.3101,g
2.6385,-16.1789,57.742,g
2.5447,-15.8117,18.8214,g
2.5159,21.1519,7.1943,g
2.8172,13.3322,24.5146,g
3.1171,79.9185,6.0893,g
2.7029,-9.3039,15.761,g
3.2785,76.8148,5.0273,g
2.7501,68.5261,16.1837,g
2.8072,-8.5847,35.0126,g
2.2227,17.6911,33.4231,g
3.4214,83.9585,8.6395,g
2.3096,-28.4073,0.235,g
2.8395,13.9833,6.1324,g
3.9488,47.6018,2.9513,g
2.4265,13.509,84.8561,g
3.0314,35.9409,12.5792,g
3.3625,65.9249,6.142,g
2.7551,38.3919,2.3779,g
4.2823,78.9373,2.596,g
2.6716,12.365,0.1985,g
2.3464,18.5745,28.1582,g
2.5126,-21.449,13.5464,g
2.4742,20.2163,30.62,g
2.2648,14.8442,13.386,g
2.07,13.509,11.14,g
2.4976,14.3834,6.24,g
2.0394,4.0849,7.066,g
2.7063,17.6433,15.5531,g
2.8885,-39.5546,9.3331,g
3.2885,34.7953,2.2062,g
2.1508,4.5478,13.9983,g
2.7763,-16.4746,69.3466,g
2.6803,35.3682,1.7526,g
2.638,-13.8416,6.139,g
2.9784,-95.3131,49.3005,g
2.3064,4.4909,12.358,g
2.7709,33.5565,19.286,g
2.1775,6.9816,68.7784,g
2.4346,21.7119,2.976,g
3.9939,77.643,3.613,g
2.6238,-21.3204,30.8412,g
3.2621,31.7738,0.9761,g
2.5391,-37.0878,1.555,g
2.527,7.1992,14.769,g
3.0542,-42.9525,2.729,g
2.9074,63.9612,5.6556,g
3.6087,-8.1597,76.074,g
2.0846,-3.8248,83.3102,g
2.1584,10.651,12.536,g
3.1755,15.0484,8.5072,g
2.8122,5.1213,54.3161,g
2.5359,18.9893,22.81,g
2.9793,-43.2088,19.9613,g
2.6279,27.9023,31.6802,g
3.2627,57.5264,3.902,g
2.8791,-17.5803,21.355,g
2.5888,13.9029,17.7064,g
2.6518,-16.1588,31.791,g
2.4241,-19.6333,2.541,g
2.9852,22.0848,11.932,g
2.6232,50.759,64.2081,h
3.1073,69.6142,43.1325,h
2.702,-40.116,22.1294,h
2.3535,-4.5585,34.0497,h
2.521,13.404,54.5308,h
2.7105,-7.5952,46.44,h
2.6245,9.0276,64.4174,h
2.4378,-19.3872,66.755,h
2.6324,5.5116,77.7958,h
2.3312,11.9279,42.4078,h
2.4082,74.5714,79.8306,h
2.9791,32.0415,84.9996,h
2.523,17.7065,20.4875,h
3.1463,-142.1801,49.1373,h
2.5688,16.3175,24.3,h
2.4207,22.3986,37.1494,h
2.8094,34.6608,19.469,h
2.3795,9.0063,6.2747,h
2.8129,41.6261,77.782,h
4.409,-105.334,86.3308,h
2.8322,-127.9227,16.2807,h
2.1189,6.2012,70.6543,h
4.6492,-121.458,8.992,h
2.5821,21.3098,9.475,h
3.6046,119.48,10.2319,h
2.9122,-27.0807,23.1963,h
2.6043,15.0831,46.372,h
2.2868,-15.4947,18.3697,h
3.623,-121.8202,51.3917,h
3.3994,46.284,55.9672,h
2.9126,13.7179,68.2236,h
2.5459,22.3275,2.713,h
3.4401,-94.144,88.0696,h
3.0794,-81.031,35.876,h
3.0978,-172.467,30.6207,h
3.0451,30.8514,44.9114,h
3.5901,26.1755,87.9678,h
2.1261,8.9533,64.8448,h
3.2848,-45.8883,72.535,h
3.0378,39.8244,58.5,h
4.3283,-136.278,77.0539,h
3.4778,109.338,39.4871,h
2.5784,28.5768,7.2252,h
2.8235,26.8505,16.065,h
3.5138,150.729,26.352,h
3.3905,126.2927,16.3486,h
4.1466,-213.2195,54.2033,h
2.4942,6.7319,62.825,h
2.7189,16.3055,64.334,h
2.5467,12.2677,51.6298,h
4.3622,-159.354,76.113,h
2.6884,-116.55,13.1124,h
3.5896,-63.793,71.384,h
3.6415,109.891,73.3694,h
2.0488,6.0461,38.5683,h
3.6951,-188.7183,4.5768,h
2.2658,-0.9765,6.0072,h
2.8119,24.8581,27.9949,h
4.6094,-94.9671,21.1865,h
2.5237,32.0857,12.9257,h
2.5575,17.116,0.1475,h
3.3193,-29.8004,74.8551,h
2.8139,64.2982,65.137,h
3.3878,-136.932,34.157,h
2.4976,-6.5739,33.1494,h
2.658,41.8805,53.1398,h
2.5849,23.5272,0.219,h
2.8701,-25.2281,88.7812,h
3.1871,-86.734,17.1517,h
2.6149,37.3093,47.6534,h
2.1917,6.5773,86.0453,h
3.0054,69.5471,75.2753,h
3.3096,81.877,0.157,h
2.8516,-70.376,81.3618,h
2.8354,45.3855,1.16,h
2.6968,26.7603,64.974,h
3.1557,-170.8186,56.0462,h
3.0348,-52.7253,72.0321,h
3.1796,-181.098,53.7089,h
3.1878,48.0249,41.103,h
2.5028,-24.0811,71.6469,h
2.7645,-43.6565,50.4377,h
3.1593,-123.0714,60.0177,h
3.1434,82.8554,57.5825,h
2.6192,-4.5641,64.0517,h
2.718,111.4018,14.2829,h
3.3458,58.5895,85.6268,h
2.9843,164.812,41.6604,h
2.541,-79.2581,19.578,h
2.2644,-12.0254,12.6183,h
2.8808,149.485,5.174,h
2.6194,-11.9048,60.2567,h
3.6122,60.6681,59.352,h
2.4996,-4.9496,74.1809,h
2.4676,10.6297,48.2306,h
3.3362,-124.5173,14.6671,h
2.0952,-7.1501,39.354,h
2.8239,39.3556,42.2232,h
2.3017,-36.1922,9.7574,h
3.3777,108.032,36.8162,h
2.362,20.1564,7.3532,h
2.2718,8.5982,41.8017,h
2.4601,11.1864,59.5437,h
3.4173,-280.656,43.921,h
2.9214,50.4547,17.0517,h
3.0107,-68.5577,6.8722,h
2.525,40.9727,79.897,h
2.3927,2.013,31.0795,h
2.369,19.1145,48.7728,h
3.5099,120.884,52.5149,h
3.3992,63.1938,64.605,h
3.9254,56.1306,25.87,h
2.7963,34.1295,55.2698,h
2.938,-155.489,38.0104,h
2.2191,1.9906,21.5094,h
2.9738,67.5653,64.6319,h
2.7024,-13.2045,13.392,h
2.6481,21.7122,78.2165,h
2.6618,-7.3294,59.3151,h
3.5024,142.341,66.556,h
2.6061,30.1982,2.7376,h
2.5275,37.4839,40.7617,h
2.5552,28.8891,12.8237,h
2.8649,10.6836,11.6995,h
4.495,-78.7875,0.4592,h
2.3369,9.0208,0.2327,h
2.5551,-15.2322,11.394,h
2.5698,43.0888,3.0792,h
2.9886,11.1943,5.633,h
2.5077,-16.3824,87.9114,h
2.6401,-26.805,25.5648,h
3.5897,64.6907,0.8318,h
2.8434,15.3934,35.2782,h
2.5999,11.7125,12.2578,h
2.8904,47.4556,17.4836,h
2.6375,-15.9558,45.704,h
2.5378,27.3881,54.874,h
2.7039,11.6496,79.512,h
3.1299,-21.971,12.823,h
2.5515,15.7269,35.7297,h
3.1682,62.3735,27.8898,h
3.542,-121.4758,37.48,h
2.5717,12.366,78.131,h
3.9829,-50.9589,66.528,h
3.0259,-99.9844,41.3427,h
2.428,1.2728,75.1594,h
3.6516,-110,65.4676,h
4.4176,98.2482,7.8144,h
2.8948,-61.9409,38.3465,h
2.3923,-1.2235,52.8162,h
2.5508,-30.2027,49.902,h
3.1903,51.9805,5.3011,h
2.9457,18.9059,16.083,h
3.7105,-122.104,16.31,h
3.1905,-197.663,30.698,h
3.544,-287.5067,16.6904,h
3.3462,46.0824,15.2636,h
3.3111,50.6287,80.8215,h
2.3615,-0.7588,44.4761,h
2.4558,24.3707,0.313,h
2.2321,7.7963,71.2641,h
2.0512,8.0978,77.209,h
3.0195,-159.2163,70.6219,h
2.5082,-32.5723,47.0068,h
2.877,-24.1474,46.9348,h
3.5614,-270.6169,48.1369,h
2.5972,18.4927,82.7315,h
3.1444,-54.5626,26.4093,h
2.2372,-3.6318,4.3004,h
2.8732,-99.2896,23.681,h
2.3086,-4.031,22.962,h
2.2799,22.4842,61.01,h
2.8509,-63.5193,39.6602,h
3.5241,127.448,44.2156,h
2.3775,-7.6365,58.2907,h
2.7771,24.7771,15.8358,h
2.4461,-15.713,28.759,h
2.1987,33.6767,72.6942,h
2.8001,40.6639,68.1572,h
3.1222,-146.107,80.6292,h
2.2339,-10.9008,43.4323,h
3.2976,62.8399,1.1941,h
2.7649,-29.8157,8.0425,h
2.7392,36.8009,64.94,h
2.6808,-18.5736,45.578,h
3.2573,-87.8549,3.3289,h
2.6884,-43.6717,32.936,h
2.6488,-73.8798,27.876,h
3.3227,55.547,56.568,h
2.6476,49.6425,51.9758,h
3.0853,-20.1101,16.6362,h
3.1147,90.4481,6.8548,h
2.8719,16.0284,87.7284,h
3.1596,134.901,23.122,h
2.9344,67.0317,18.4979,h
2.6506,11.2428,13.8023,h
2.6707,12.0273,23.3977,h
2.9621,34.1685,29.0584,h
2.919,46.218,44.4242,h
2.6479,19.4381,6.8549,h
2.5521,16.1824,66.465,h
3.2659,123.9896,68.9466,h
2.7634,-51.9195,42.124,h
3.0354,-23.8717,72.9147,h
2.6061,-20.0359,52.8321,h
2.3874,10.5927,36.306,h
2.2857,12.6108,78.7837,h
2.8052,9.5945,26.2364,h
4.202,-86.2587,58.162,h
2.616,14.4573,69.1458,h
2.7213,28.481,77.688,h
4.0902,165.5819,15.9931,h
2.4713,-14.5479,47.4256,h
3.2575,99.0729,43.1269,h
2.5105,-10.4176,41.4532,h
2.8743,-41.7082,68.283,h
2.8614,-89.5739,23.8718,h
2.2314,-3.03,62.8494,h
2.5029,29.7864,45.0838,h
2.3096,-5.1522,28.867,h
2.5347,19.6692,12.5588,h
3.4443,-83.7826,44.1076,h
2.9659,-60.4726,7.924,h
2.8815,-74.742,4.4731,h
2.8639,15.1466,55.6005,h
2.6342,28.0246,14.4039,h
3.0108,38.9641,45.6635,h
2.5289,22.8248,2.578,h
2.1658,2.4639,28.5228,h
2.8573,32.1268,43.759,h
2.9678,-55.3082,84.7105,h
2.5422,4.7348,24.079,h
2.2545,-3.9094,56.4072,h
3.15,-62.746,59.2022,h
2.9965,-130.247,30.6914,h
2.3355,9.429,54.421,h
3.39,-106.5098,76.3027,h
2.4586,15.7783,23.5901,h
4.1073,47.166,46.3265,h
2.8093,97.337,7.7543,h
2.6027,25.1855,37.1622,h
2.8318,25.3928,87.4789,h
2.6026,11.067,85.1661,h
3.3241,65.6442,89.0891,h
3.7606,103.1868,29.8217,h
2.867,31.0882,19.808,h
3.8976,96.8727,68.7094,h
3.5341,-99.492,54.4395,h
2.4223,22.8409,71.2449,h
2.8331,36.9168,73.4803,h
3.5717,-144.3204,44.3019,h
3.068,33.8245,60.555,h
2.5202,35.1314,41.432,h
3.3998,-95.9851,2.607,h
2.6186,21.2969,86.4242,h
2.1847,17.944,7.182,h
2.8309,36.8525,17.7436,h
3.2526,38.2299,71.9083,h
2.658,22.0902,34.689,h
2.1693,-11.7264,88.1898,h
2.6248,25.5667,58.488,h
2.7508,41.1898,3.9992,h
2.59,34.8255,7.2035,h
3.2117,-213.898,81.4912,h
2.9563,-60.2645,8.5969,h
2.5259,21.0673,80.8572,h
3.9952,-188.032,73.6304,h
3.3614,144.953,51.6996,h
2.3589,25.9744,54.225,h
2.6239,11.697,31.844,h
3.068,23.9281,43.8062,h
2.7723,17.938,15.8249,h
2.3709,-18.5964,84.4428,h
2.3771,26.3159,68.4021,h
3.0346,-49.5958,6.665,h
2.7645,16.4675,10.9565,h
3.1893,55.5331,46.8482,h
3.8515,-105.6433,19.9377,h
3.4006,-69.5873,50.859,h
2.8455,31.3905,21.6793,h
3.7278,-254.47,33.61,h
3.727,-76.1413,37.7783,h
2.6248,50.1248,8.9835,h
3.0476,-12.4968,30.8505,h
3.0481,45.2061,47.047,h
3.3509,56.9813,66.9673,h
2.372,-24.6387,40.3891,h
2.7554,33.2072,1.3797,h
2.8152,32.0384,42.802,h
2.791,42.7731,36.9647,h
2.4601,15.1449,37.8944,h
3.3704,40.5399,24.6642,h
2.8752,16.2184,65.0328,h
3.093,29.4904,38.6667,h
2.708,27.0396,66.37,h
3.8347,70.6332,46.9853,h
2.3701,-3.976,69.031,h
2.4776,9.3495,29.1685,h
3.5379,-252.576,1.076,h
2.6742,14.3524,63.0504,h
3.3401,-177.862,62.1475,h
2.8215,41.0224,87.8207,h
3.0887,127.267,6.112,h
3.829,-79.2515,35.311,h
2.6864,-25.4817,17.5395,h
2.616,20.7694,43.205,h
2.7582,18.2287,1.067,h
2.3493,11.1048,52.585,h
2.9302,-54.698,10.089,h
3.2205,-80.5494,47.919,h
2.6613,-22.5232,38.898,h
2.7785,-23.4197,32.188,h
3.5115,-119.837,78.2445,h
2.3375,20.5388,84.8213,h
2.3971,-9.184,20.5565,h
3.1089,50.826,76.028,h
2.73,35.3646,52.477,h
3.1299,-160.07,33.1477,h
3.3396,86.5498,58.5794,h
3.1708,35.3484,23.5512,h
2.8839,21.1264,55.937,h
3.1441,113.678,75.4533,h
2.7354,156.3105,29.3893,h
2.5499,-8.0287,59.1362,h
3.6594,159.6209,73.3657,h
3.2827,-187.2004,36.9646,h
2.6484,22.649,20.208,h
2.4681,5.0521,11.4395,h
2.6383,-18.8432,5.7696,h
2.8045,37.0355,43.694,h
2.6977,17.1475,4.9923,h
2.4541,-22.1902,29.9911,h
3.4519,109.8846,17.6832,h
2.3918,-20.3147,65.647,h
2.639,31.0591,35.7024,h
3.4283,-44.1334,42.267,h
3.3891,150.115,76.5015,h
2.5283,36.5056,16.026,h
2.5224,9.4379,85.6496,h
2.6744,11.3131,70.395,h
2.9289,69.6237,31.114,h
2.9143,43.7832,15.409,h
2.3927,-6.9998,52.4446,h
3.2208,115.685,83.2013,h
3.6151,-78.655,48.5914,h
2.3196,-1.8397,78.0487,h
2.6196,24.5412,38.164,h
2.57,-21.2795,85.6473,h
2.7427,19.8514,54.7485,h
2.635,13.5736,25.081,h
2.8949,21.4918,46.929,h
4.1454,74.07,53.131,h
3.1758,103.9792,36.4825,h
2.2486,8.4461,57.7914,h
2.171,-13.2335,11.3138,h
4.0864,64.9656,51.2142,h
2.4896,10.7121,38.5152,h
3.0905,38.388,82.2188,h
2.5365,21.2237,61.3469,h
2.8041,56.7339,51.6475,h
3.1383,41.8048,14.396,h
2.6767,14.723,80.6287,h
3.1201,-97.1221,59.1394,h
2.8516,-70.376,81.3618,h
2.5384,4.3708,14.939,h
2.3693,15.0023,0.2951,h
3.6063,-62.6969,47.6645,h
3.0601,-51.8796,16.7833,h
3.6886,-148.374,79.146,h
2.781,18.6593,2.5401,h
3.1647,100.466,49.158,h
2.4065,-8.6909,43.4992,h
2.4048,-16.5797,64.519,h
2.6473,9.8967,75.265,h
3.9326,104.763,13.8859,h
2.3551,7.7236,1.8504,h
3.9577,136.6905,87.3238,h
3.0344,109.6761,29.9526,h
2.6575,17.485,1.107,h
2.6435,29.8569,67.365,h
2.5721,-7.5652,74.3798,h
2.6753,31.6675,17.7258,h
2.7712,13.4774,27.2504,h
3.4237,-213.458,4.014,h
2.69,7.7756,33.0732,h
3.0485,-55.63,29.2049,h
3.1497,27.3206,31.499,h
2.6928,24.8158,50.398,h
2.7705,23.9225,20.46,h
2.7462,29.6638,14.718,h
2.6822,-10.1197,13.6956,h
3.458,-198.1595,27.5121,h
2.2636,-17.8677,50.4142,h
2.7262,-66.2117,4.9003,h
2.5641,-11.724,56.105,h
2.4609,20.3746,9.357,h
2.6566,53.8979,20.5896,h
2.1323,1.5449,42.0848,h
2.4495,18.6589,13.9435,h
2.9643,-126.462,30.5008,h
2.5403,-19.3316,70.517,h
4.0748,-73.643,16.946,h
3.3951,-159.374,33.3319,h
2.3901,14.9402,33.488,h
2.8742,-7.4534,31.9622,h
2.2589,8.3367,86.1601,h
3.0844,-51.7135,89.0528,h
2.7396,13.1914,26.937,h
3.7795,104.2027,71.1266,h
3.065,91.417,43.3185,h
2.6048,87.7489,42.59,h
2.7042,15.7571,83.0842,h
3.2292,-38.6044,32.7431,h
2.6686,33.0214,44.8836,h
3.0243,60.2055,12.1225,h
2.9359,78.0873,33.6786,h
2.7196,2.0028,50.9751,h
2.2867,-10.9368,63.064,h
2.5308,-17.644,86.2492,h
2.637,-12.5315,65.6452,h
3.4859,-158.8424,84.8106,h
2.3478,4.5045,21.7552,h
2.7126,53.8003,41.7347,h
3.1458,-130.637,5.337,h
2.52,14.7897,7.6553,h
2.9201,-21.8864,53.672,h
3.5378,123.9062,57.1915,h
3.3553,-112.889,47.3655,h
3.0495,77.4344,30.1801,h
2.9689,-31.2401,19.5404,h
2.8337,91.3422,51.7579,h
2.5903,-16.631,52.042,h
3.0727,88.1148,23.3968,h
2.8648,-92.5395,39.4007,h
2.5844,-15.9017,18.1238,h
2.8536,-89.309,9.9849,h
