@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2,7,9,11'

@attribute FWidth numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
35.969,69.2886,0.614,g
25.7911,50.5402,1.0501,g
13.547,-32.0062,6.2452,g
12.0626,7.948,18.549,g
21.7885,78.3007,11.6577,g
17.7029,9.5615,20.1636,g
15.2077,-12.0942,0.054,g
32.0426,25.7333,34.586,g
26.7256,55.1792,0.467,g
21.8545,-23.6652,7.243,g
12.4907,14.013,57.3209,g
24.002,37.6396,22.0152,g
12.4181,33.9312,10.7331,g
11.3551,-7.2857,58.035,g
29.2378,-16.4937,15.8652,g
14.3362,-18.8208,7.7706,g
11.1832,-4.7356,76.1181,g
17.2196,42.1248,0.046,g
16.1954,19.9471,71.004,g
11.9623,31.9013,13.7613,g
13.5888,-9.3222,8.344,g
13.5528,-13.326,8.407,g
14.085,-7.6258,35.2593,g
44.331,46.9514,1.676,g
21.3517,33.2394,0.094,g
15.4866,14.912,16.6337,g
17.8179,-15.9486,1.314,g
20.9172,15.2884,17.4523,g
10.8729,20.8131,13.001,g
16.0674,-34.8554,0.069,g
13.9672,15.8221,11.4725,g
17.1392,21.6732,16.7134,g
20.8295,22.0373,44.012,g
17.6255,26.9253,22.139,g
21.0573,55.7707,1.9065,g
15.1052,-11.6507,33.8143,g
29.1599,22.7739,1.3072,g
64.5654,95.0725,53.79,g
11.3843,-3.4639,14.3513,g
12.8143,-10.3508,41.795,g
6.5774,16.07,18.981,g
28.7303,52.5158,4.0631,g
20.1143,10.3599,3.9876,g
12.1882,17.3827,28.9777,g
15.0599,13.5533,31.4724,g
12.9098,21.9967,20.553,g
6.7887,13.3083,10.302,g
10.9818,-19.655,6.516,g
24.0479,-22.1735,3.034,g
27.5492,-47.369,8.79,g
17.4503,46.0408,4.3085,g
12.9838,-8.9999,69.805,g
6.96,8.883,66.4912,g
6.4609,-6.3922,3.9937,g
12.9808,6.2451,58.9308,g
19.8364,31.1128,3.164,g
21.7998,53.8545,4.789,g
15.7785,-21.7275,2.37,g
32.2394,78.0184,2.3937,g
14.843,76.2804,12.424,g
25.2519,38.2132,0.4197,g
14.8624,-10.1323,19.405,g
31.0873,40.5879,6.389,g
35.688,55.708,8.8474,g
18.6845,19.7828,52.5269,g
6.8137,12.43,12.945,g
25.6677,62.58,0.334,g
25.7827,31.4371,4.605,g
24.5245,26.6332,4.908,g
13.2068,14.2304,12.8858,g
16.5013,-7.1389,3.638,g
31.8481,32.569,8.5577,g
17.3591,31.2791,11.7003,g
11.4624,-13.2584,2.5804,g
26.8695,47.004,11.8032,g
24.4358,40.3654,3.6478,g
14.6744,16.4175,39.134,g
22.0343,62.2713,7.7575,g
12.5494,18.3503,21.788,g
18.4949,27.1651,0.059,g
14.3441,15.2366,3.13,g
16.9973,10.3356,25.1167,g
37.7353,-38.7518,2.481,g
15.8981,39.2724,11.479,g
10.9666,17.8799,23.821,g
12.2168,14.4982,41.5557,g
14.411,9.6713,7.5143,g
0,0,29.9003,g
6.9613,6.1527,18.7187,g
30.4017,67.6599,0.181,g
17.3984,-20.6575,0.8828,g
27.0242,51.0246,1.346,g
29.7172,58.8996,11.855,g
32.9325,165.703,15.657,g
17.0705,-9.48,1.9194,g
9.8311,-9.6045,2.805,g
14.8699,20.3579,70.606,g
12.554,15.8397,15.175,g
13.9285,18.0542,72.624,g
17.421,4.4608,2.7033,g
9.9059,-17.9119,7.055,g
11.6095,40.0821,3.9822,g
16.2333,-16.2669,15.5205,g
12.3497,-12.4217,0.3301,g
10.0005,-24.6263,10.025,g
16.2619,24.2467,23.853,g
16.3085,-26.2935,0.783,g
11.8072,49.8416,6.0467,g
14.7584,-13.7969,10.7955,g
16.1369,30.7445,0.8192,g
21.2245,-14.8047,36.13,g
15.8012,-20.6272,1.236,g
16.3217,19.9386,17.21,g
22.4696,44.1507,1.877,g
9.7191,15.2022,10.626,g
17.0734,-22.6128,2.3056,g
15.6,52.8269,5.8704,g
16.9432,13.4506,4.6306,g
14.8309,20.9483,5.874,g
0.0001,-0.0001,81.2738,g
12.4016,17.003,34.4836,g
27.2268,99.861,4.8363,g
18.0175,-13.864,0.326,g
15.0473,70.6237,0.27,g
15.5268,-9.3529,72.3693,g
17.1474,18.9573,2.5393,g
21.7903,30.1218,7.0487,g
45.7592,95.1321,2.4726,g
12.6917,8.371,21.192,g
15.1237,11.1425,18.8584,g
17.3529,-11.0751,34.76,g
10.7911,5.1007,11.7248,g
9.313,-13.5375,11.0601,g
16.8379,27.3907,22.632,g
10.5832,4.5064,58.0375,g
18.5514,-23.404,2.584,g
14.3651,-9.7246,28.7626,g
11.0268,18.8187,64.3873,g
20.949,41.1885,5.411,g
10.6153,-3.7041,66.481,g
23.793,58.501,6.246,g
8.678,7.5747,21.399,g
28.7212,21.9436,29.8043,g
18.4984,-81.1744,88.2467,g
19.1991,14.8654,83.7468,g
24.5063,72.0013,9.031,g
19.2043,60.3149,7.444,g
20.5255,-24.683,13.937,g
11.4535,20.0915,36.5241,g
19.7964,64.1715,0.9563,g
11.0807,15.1443,15.9689,g
15.0095,17.559,3.6204,g
12.6453,13.8988,39.5399,g
11.985,60.7987,0.986,g
12.9893,-13.9394,23.302,g
12.5133,-8.9109,7.979,g
13.7282,-17.9589,8.827,g
12.4609,29.1928,3.9175,g
10.4007,10.8837,71.9141,g
31.4188,53.6824,7.116,g
9.5189,20.2944,5.205,g
17.3139,118.965,50.738,g
16.8385,10.8386,7.086,g
21.8785,24.7518,22.8615,g
17.1498,-45.019,5.413,g
17.6279,-29.4894,0.3636,g
12.44,9.3586,60.023,g
15.8483,-11.7925,0.829,g
17.3947,59.5806,3.4423,g
6.0469,18.6435,49.2261,g
10.8425,18.3315,57.169,g
17.9932,27.851,0.8845,g
7.6865,-19.4521,24.6644,g
21.7036,-10.5479,17.8597,g
15.0317,-11.8123,19.418,g
17.8475,18.9666,15.547,g
21.9626,50.9593,0.482,g
22.0771,62.1973,7.795,g
33.524,70.572,0.8501,g
50.767,-59.6968,14.227,g
23.3882,-32.53,3.0261,g
17.2349,-26.439,8.849,g
10.8881,-16.3465,48.996,g
21.234,65.6445,0.1015,g
29.803,33.3994,56.554,g
11.1782,-19.477,63.099,g
19.3979,26.6164,7.917,g
17.9673,36.5453,4.7341,g
26.5278,23.577,1.086,g
14.3241,-6.0954,14.5024,g
18.6041,7.0832,5.0738,g
25.7017,38.6336,0.6463,g
15.5685,-10.4469,36.6853,g
18.9317,31.4377,3.7329,g
15.2469,19.9552,15.18,g
7.3745,8.9679,37.739,g
27.4333,40.1941,2.258,g
9.8675,3.7763,38.6221,g
10.0467,-15.0238,2.1861,g
11.0349,28.3501,11.1458,g
13.4295,-8.3443,15.682,g
14.6007,70.2992,21.9358,g
22.829,13.0096,61.2522,g
13.8215,41.5894,17.82,g
21.3023,37.9565,0.152,g
14.6429,23.166,1.5,g
9.3952,9.6944,30.754,g
21.9916,-16.3513,23.42,g
10.5008,-34.5551,4.9965,g
27.2113,-21.8642,13.734,g
17.0975,26.966,59.7912,g
19.6173,41.4943,1.039,g
14.7835,66.5987,1.0325,g
21.7562,64.8438,15.494,g
10.1863,-6.9525,87.5122,g
19.8522,49.1292,13.905,g
28.7681,53.9257,23.088,g
19.1013,22.0654,12.398,g
12.7545,10.3081,1.9635,g
17.5422,18.324,22.1766,g
12.8155,-7.0768,43.914,g
6.5065,15.6,79.5842,g
6.6886,15.3193,12.001,g
18.8593,35.6583,7.318,g
31.4021,70.1349,0.8347,g
20.616,66.0377,11.7311,g
18.637,-12.448,1.475,g
17.8605,18.7668,63.4582,g
10.1512,20.192,5.762,g
10.5402,10.6371,2.559,g
15.0661,-24.8104,1.639,g
26.0372,64.8368,6.884,g
15.8974,10.3154,6.6877,g
21.7384,-36.0348,7.9929,g
21.3653,41.292,1.8987,g
25.4305,73.9728,5.4913,g
18.6382,8.242,37.835,g
23.0888,67.5898,8.256,g
12.9944,-11.8136,0.98,g
11.6508,32.1689,8.356,g
10.9895,-4.9667,77.3274,g
12.913,4.1078,6.2819,g
22.609,22.7941,10.7911,g
20.8316,31.8366,1.8611,g
14.5245,16.0185,13.207,g
21.2395,21.404,35.85,g
8.5251,13.4705,27.0267,g
13.3978,-17.7039,26.464,g
23.4765,57.3618,1.6041,g
18.5401,21.0689,9.5992,g
31.0807,-31.4359,2.532,g
16.063,37.149,4.871,g
21.7687,13.6455,7.915,g
14.0079,-17.8268,25.6547,g
22.701,31.0201,9.9482,g
27.8542,70.3519,0.9381,g
46.3484,102.411,3.208,g
24.3085,55.701,7.6011,g
12.378,68.7411,1.6899,g
15.0088,9.6941,3.7162,g
17.8239,19.9869,29.945,g
13.99,29.4408,3.316,g
17.1098,27.2251,50.521,g
37.8474,77.124,1.7696,g
18.9378,45.8484,5.806,g
20.329,-6.9402,1.824,g
20.4244,25.2081,3.348,g
21.3649,-14.5664,5.475,g
25.0634,20.7481,3.7331,g
25.3397,41.6994,1.993,g
39.7998,-35.7132,0.4454,g
15.4439,13.2168,0.0354,g
11.9991,20.551,60.3974,g
16.7217,9.6838,2.102,g
8.2409,-10.6992,5.2825,g
26.9059,30.7583,25.8692,g
15.246,-9.2247,27.6555,g
32.0713,76.0843,0.849,g
70.2186,87.6239,12.6281,g
19.6858,-31.5654,3.627,g
18.087,7.7459,47.2791,g
25.0592,30.7553,24.038,g
16.5288,-20.0178,4.2561,g
20.156,24.8633,14.283,g
19.0882,-22.078,9.518,g
19.7439,34.118,2.039,g
16.2328,19.8322,6.074,g
27.9993,94.8216,2.929,g
14.4724,31.8672,12.6816,g
10.3209,-18.2282,8.3766,g
13.6892,21.3999,13.464,g
18.383,20.7762,17.804,g
16.7121,-40.6027,2.9976,g
14.6663,-14.675,9.9314,g
20.5097,16.3435,4.072,g
13.2785,12.8172,17.6539,g
35.5829,70.1617,2.012,g
28.0936,50.0777,13.3384,g
28.1824,78.6148,11.8712,g
12.6705,11.4913,8.131,g
15.4352,50.526,26.0436,g
30.85,31.829,33.757,g
6.6859,12.9135,1.5218,g
15.8183,-23.2837,2.6807,g
37.4008,61.018,1.304,g
15.6989,14.164,79.7296,g
18.6235,133.877,3.408,g
34.0878,69.8675,4.9835,g
10.3993,5.8101,26.089,g
16.2208,-29.7386,6.0857,g
31.2785,21.9823,7.47,g
12.6492,-23.6305,20.2901,g
16.6565,-11.5213,41.436,g
25.083,25.6803,0.4688,g
34.8662,74.0012,1.92,g
16.4813,87.6402,2.533,g
17.7293,-19.7398,6.862,g
21.5584,37.9501,2.071,g
19.884,24.1669,35.4229,g
15.7187,-11.5654,64.773,g
23.9551,98.9695,0.1561,g
11.1882,3.378,57.878,g
25.881,65.9936,0.2422,g
11.7024,-32.5899,19.6618,g
22.0943,52.3456,5.253,g
10.8862,-23.1659,0.334,g
18.7898,47.6613,5.801,g
17.6603,-17.9369,55.3074,g
32.714,38.2362,6.809,g
12.3885,7.3312,19.31,g
15.6962,16.8472,43.216,g
37.9127,97.9701,3.634,g
16.2038,29.5643,15.9615,g
10.2,-25.9853,8.8998,g
19.7569,-14.8338,9.021,g
31.6318,64.9628,0.455,g
25.4116,61.0861,53.831,g
21.2136,71.2746,4.8249,g
15.5952,-33.9712,10.943,g
10.6386,-3.9545,20.371,g
22.0694,62.9753,7.8252,g
35.2634,49.3902,52.7165,g
29.0942,89.7419,0.3837,g
6.3037,-9.0045,67.106,g
10.9195,-18.427,19.774,g
21.8075,24.5385,11.0947,g
11.9455,21.8424,7.3704,g
38.4914,126.475,27.0741,g
17.6349,-13.087,1.8427,g
38.9547,38.7825,8.1224,g
15.7447,24.8384,3.413,g
16.6034,-19.4005,88.1698,g
16.6648,-14.584,23.618,g
16.8725,-16.2991,3.491,g
94.327,80.3161,28.311,g
9.8703,18.0928,49.932,g
16.9124,-10.4256,88.1553,g
15.2427,40.0288,5.8093,g
27.8348,56.9755,0.9347,g
18.5091,67.7843,5.866,g
27.0644,59.1152,2.8559,g
19.4652,26.7229,0.7701,g
14.1388,21.2212,5.97,g
24.6979,-20.8241,2.4152,g
9.4707,-12.9727,46.534,g
31.0498,50.5964,0.899,g
16.1019,98.9232,15.77,g
25.0205,61.1816,2.877,g
14.27,19.5224,74.383,g
16.3341,26.0079,22.533,g
12.1659,33.949,5.471,g
16.4329,6.6193,3.667,g
26.6736,81.0599,4.036,g
18.6504,23.6378,36.2739,g
19.8015,26.9838,7.3779,g
26.8979,44.7733,2.621,g
17.069,9.1763,55.5722,g
27.5027,41.9594,6.718,g
12.8963,-11.7091,63.4783,g
7.4868,-5.0042,2.559,g
11.6185,-19.4076,2.625,g
21.6881,-85.4021,19.152,g
7.1801,14.9796,24.1245,g
15.4471,-21.633,7.5607,g
17.9911,19.4459,8.1352,g
18.6014,26.2209,20.828,g
14.6598,-11.7832,87.5655,g
18.2968,51.0189,0.9822,g
29.4517,41.1071,3.915,g
30.0241,86.9284,6.665,g
12.7089,11.6095,6.879,g
9.7503,-94.7378,1.004,g
33.2071,74.3871,4.5847,g
22.0689,50.8477,2.3478,g
19.1651,-25.3718,4.181,g
15.0705,12.8811,2.042,g
20.5946,-20.0014,3.9848,g
87.0446,-169.2824,10.2033,h
19.353,4.8395,80.0427,h
17.5357,-38.1004,54.251,h
7.0232,8.3954,67.345,h
25.0515,-33.0678,53.4656,h
61.8022,-163.3736,21.546,h
7.5279,-6.5693,46.9345,h
11.81,-24.8424,77.258,h
6.9726,15.8158,15.4364,h
14.7142,-18.2262,89.8463,h
34.3016,73.8184,24.9091,h
6.4831,35.0169,0.4413,h
0,-8.9276,16.042,h
9.3591,-7.9044,19.615,h
11.8162,-18.6781,82.1892,h
24.6202,-76.5331,10.8246,h
14.0799,-5.9066,12.2003,h
83.5381,-162.327,59.654,h
6.543,10.3337,29.3263,h
14.7672,35.9639,19.4429,h
12.6216,-19.9338,67.246,h
38.289,90.733,64.7142,h
36.2847,-57.6103,77.0245,h
27.9167,183.4282,27.8128,h
13.803,6.7582,33.2851,h
21.6376,46.9113,88.7428,h
43.771,-144.7238,8.6226,h
43.4406,159.9108,60.3097,h
48.9676,-92.6311,2.8296,h
15.7893,35.1794,17.8245,h
12.1569,45.4964,14.33,h
40.4145,-72.1374,18.0434,h
9.9979,25.6028,33.7903,h
11.3716,-21.4364,73.454,h
10.5655,-16.5797,64.519,h
17.1325,14.4108,55.44,h
39.6102,-24.6032,9.5109,h
26.1756,28.2442,42.1325,h
10.1341,5.9247,24.21,h
46.1107,-70.2825,80.2086,h
50.5664,-93.7945,30.3729,h
21.0867,14.0256,80.8764,h
25.34,-94.7211,11.9112,h
18.9446,-8.2258,18.4858,h
11.5842,41.9799,75.0032,h
13.2385,-32.4062,45.1887,h
135.4331,-179.0611,58.4545,h
12.2569,-20.3,55.521,h
28.7214,-93.9161,22.5175,h
9.6259,26.1613,34.8822,h
45.9908,-206.378,82.2326,h
12.0209,25.455,62.2473,h
15.2278,15.7733,29.8353,h
46.8133,53.0272,26.525,h
9.3649,-17.0837,85.393,h
16.087,15.8876,44.9398,h
3.1184,-18.5317,63.4187,h
16.3027,-10.0307,8.9192,h
8.9596,14.6698,65.0487,h
17.1682,13.0578,8.107,h
15.9579,-17.9111,38.8507,h
60.9879,110.7311,84.4635,h
31.7502,156.3477,13.8145,h
84.5275,-105.7774,44.333,h
36.9102,55.7333,39.656,h
7.3805,-4.8314,24.289,h
18.2914,16.0574,73.5459,h
13.9963,12.6384,5.282,h
13.9875,65.8994,43.096,h
56.024,107.542,62.358,h
9.5366,17.4607,61.9837,h
8.3309,-5.2187,63.885,h
11.1482,23.1535,26.0156,h
16.6452,-8.2798,41.666,h
15.3624,-19.2612,33.559,h
11.084,-27.4753,2.0718,h
80.4596,99.4003,22.0015,h
12.8988,-7.2786,7.464,h
10.5479,16.9324,24.6014,h
35.1849,-70.0625,22.8884,h
10.7729,-14.2652,79.51,h
11.0856,-15.6794,51.315,h
56.6684,90.6892,48.5291,h
33.1814,-100.6459,71.9265,h
39.7409,-44.9747,42.8955,h
12.3963,21.1802,47.2621,h
11.957,54.47,47.6322,h
16.1045,-23.9776,38.2136,h
16.5219,-16.4355,13.849,h
28.7153,78.417,85.8318,h
26.0549,63.2108,60.3731,h
21.6431,-134.891,62.429,h
42.9253,-163.247,85.3675,h
13.0754,0.3381,34.0047,h
44.2192,-90.8113,59.4832,h
25.169,-36.3632,1.2185,h
1.6143,14.9031,80.2955,h
17.9934,34.1395,80.9486,h
18.1772,32.0318,45.5517,h
40.5641,-42.5078,57.0629,h
7.3906,-12.0845,1.9798,h
25.4387,54.6496,28.5707,h
32.1655,-79.3513,9.6768,h
68.9698,-169.42,75.756,h
170.862,-204.822,8.9743,h
19.334,18.9915,40.4613,h
30.1342,64.7012,20.3454,h
11.2586,-23.8045,38.31,h
10.7467,19.444,63.789,h
9.128,17.4277,16.3577,h
10.9544,5.7807,64.87,h
5.7126,6.5672,7.7667,h
10.1141,19.8631,31.0868,h
10.0117,-16.8477,23.493,h
30.3326,-66.661,24.2187,h
12.5488,22.9617,11.6998,h
10.746,25.6374,50.348,h
16.852,69.495,43.552,h
46.8503,141.528,2.9828,h
21.3632,-13.4638,6.9432,h
20.0296,41.5569,25.823,h
16.9298,-27.0423,70.9837,h
16.1799,29.1549,27.591,h
19.4724,30.6005,83.468,h
9.1936,-14.0817,75.3281,h
23.5628,20.9656,81.4517,h
15.7169,23.6645,69.3228,h
7.0241,14.8244,32.4792,h
10.0064,7.8856,7.9436,h
10.0548,0.5839,44.4008,h
33.2024,-9.0595,2.001,h
99.4705,-59.6187,60.931,h
33.654,-82.1548,32.325,h
41.884,69.5802,26.502,h
31.939,90.1058,14.916,h
16.6427,-106.6342,75.6578,h
10.6494,22.4894,73.7976,h
0,12.634,70.884,h
13.9081,12.5412,72.1624,h
19.7924,58.2338,43.8784,h
93.1411,-175.811,45.678,h
86.838,-165.9498,44.9263,h
13.0235,50.8445,0.6164,h
20.5177,-38.6868,15.6936,h
71.2754,-93.9163,68.661,h
37.0807,73.8767,13.14,h
29.4855,-21.0838,2.1899,h
8.99,-13.2272,61.917,h
17.0889,-27.4805,85.8821,h
29.1894,75.7553,29.5828,h
11.6071,23.0618,23.3886,h
11.5462,11.3902,25.5049,h
16.1697,14.0026,15.825,h
35.0896,34.4763,17.1635,h
5.1737,24.3284,35.5914,h
44.1927,-261.873,65.3292,h
3.4692,25.1603,48.7783,h
34.2924,-30.0745,67.089,h
21.0031,45.5144,83.9235,h
20.7426,84.5156,36.7293,h
6.3376,17.278,17.0579,h
5.7394,16.5609,57.1519,h
16.1413,19.4101,47.3369,h
11.7337,2.8942,49.8144,h
11.2544,-17.4826,54.8484,h
11.7387,15.2566,78.4634,h
42.8406,41.4457,11.0336,h
92.1734,96.8281,50.421,h
0,0,51.791,h
16.7137,5.2387,20.185,h
63.0994,-98.635,68.6399,h
11.575,15.3188,71.033,h
24.0643,-93.1892,48.9955,h
9.6995,14.4567,20.4406,h
15.7436,-38.0915,66.8088,h
1.7216,-1.7922,24.6146,h
81.4976,-140.3983,75.1975,h
11.95,-12.1412,39.6093,h
25.0608,-17.5015,49.891,h
13.2284,4.9894,46.8327,h
23.9203,-92.9725,3.4326,h
10.2856,29.6393,28.8787,h
81.8365,-123.5201,34.8074,h
7.59,15.7032,28.71,h
26.4566,18.768,65.022,h
63.3865,65.0565,81.5241,h
8.0247,-14.0368,34.4267,h
36.9492,82.451,7.7104,h
37.1281,61.082,70.2363,h
14.9777,7.1203,32.0426,h
18.5317,-61.9299,17.3395,h
16.9364,38.6376,69.74,h
39.4253,-95.6843,12.1667,h
21.2907,54.405,71.01,h
13.3817,28.5946,15.674,h
50.0401,-90.516,10.1284,h
9.5737,23.2082,62.484,h
23.1532,113.4713,75.5197,h
9.7058,35.7718,35.3583,h
9.585,9.2325,0.7048,h
21.0229,28.9469,41.7178,h
37.4441,-30.3797,3.744,h
65.6971,-175.449,76.2965,h
11.6015,-0.9143,55.3738,h
61.6632,-55.1255,17.696,h
20.7816,27.0022,56.541,h
22.8127,111.3243,61.0441,h
40.7858,91.5093,21.8577,h
39.323,132.336,42.682,h
11.7143,14.2667,74.0078,h
11.621,3.7521,81.0796,h
20.9661,33.6205,74.3825,h
33.3488,46.6113,6.4404,h
32.601,-44.0796,77.8166,h
15.3367,-40.7654,11.6288,h
8.5835,15.0374,68.1042,h
12.7265,-1.3205,79.7947,h
24.4917,35.4407,21.809,h
10.46,9.5297,15.3926,h
1.7177,-4.5425,18.4254,h
17.2422,19.4721,67.1405,h
59.1005,-149.902,65.138,h
65.6344,-232.5622,48.3402,h
16.212,43.0976,46.672,h
6.937,12.2213,83.5983,h
11.8564,5.4508,46.4705,h
17.267,-19.9605,83.8026,h
11.7212,13.385,27.4297,h
27.5869,-37.9102,81.0645,h
30.0108,-34.5647,14.8993,h
7.903,26.0861,20.6809,h
59.7657,64.7537,21.3447,h
21.2687,99.5753,70.394,h
19.7557,19.1813,73.6632,h
6.247,23.3275,26.5913,h
7.3637,8.4436,87.1904,h
17.1778,22.5066,1.7633,h
21.3027,9.2321,23.486,h
10.8773,28.663,51.336,h
15.8311,17.8411,61.2278,h
10.5483,-5.9124,73.5542,h
14.1801,-33.9236,16.7554,h
86.8506,-147.0698,88.4434,h
65.3719,-236.906,21.347,h
9.7815,26.6999,49.7465,h
18.3923,18.7937,16.7914,h
78.7427,-50.451,85.9291,h
68.0008,42.4992,43.5955,h
58.4039,-246.2301,70.43,h
11.0921,40.9484,47.2775,h
10.3272,18.9864,22.68,h
60.9507,-186.171,20.877,h
22.7248,53.6097,42.2964,h
10.4855,40.5332,23.2142,h
10.2545,19.6311,50.79,h
16.2974,-70.7614,68.3542,h
8.6738,20.2151,36.908,h
9.8713,-20.0218,46.4487,h
10.1034,15.2403,16.3763,h
14.2438,-16.7073,10.8162,h
9.1968,23.8752,67.6187,h
11.8347,2.6612,24.712,h
28.926,-52.6716,17.19,h
17.7919,8.6884,65.7603,h
10.3194,7.1593,76.035,h
57.592,27.6346,1.0932,h
29.6305,-15.6993,59.0341,h
11.0098,-79.2581,19.578,h
10.5426,28.1703,23.685,h
68.6366,63.2498,9.0247,h
28.2814,-161.6211,16.9139,h
8.0369,-22.1504,21.3621,h
12.0625,-1.2114,9.7573,h
10.0699,9.7686,81.338,h
19.0402,7.015,78.4116,h
16.4206,69.2353,24.8474,h
11.078,37.3822,40.215,h
82.8141,-138.2061,27.9254,h
14.5626,-24.4974,86.7802,h
10.1463,7.3292,9.4104,h
14.5628,-14.9319,79.5231,h
23.6759,17.8686,44.8927,h
15.5356,34.2324,19.428,h
59.9526,-106.825,70.84,h
20.1726,-35.4383,23.76,h
9.6924,65.3428,15.2822,h
9.4117,11.0684,44.734,h
7.1811,-11.9981,83.1571,h
9.1554,14.5702,36.3441,h
5.7908,16.4772,41.1638,h
94.1347,-137.5796,89.7222,h
13.2144,16.7556,6.8098,h
8.1838,-0.6733,49.3078,h
59.0292,-222.417,2.8755,h
35.0267,-216.6803,26.2204,h
9.5801,-13.5728,13.107,h
12.618,9.5771,48.4839,h
10.2709,10.1665,66.9307,h
16.9833,6.5384,12.8744,h
19.3423,-37.8833,47.4316,h
16.2365,8.1104,50.9791,h
21.2913,116.449,82.4796,h
21.7415,22.6072,35.786,h
11.4326,-6.738,85.1354,h
8.0837,23.8389,4.3881,h
30.1364,99.1035,9.227,h
31.5093,68.4623,7.5572,h
9.3602,14.3539,47.948,h
95.9107,-159.4809,2.7197,h
17.4376,22.0939,64.8607,h
18.1469,17.364,49.1736,h
10.5165,-24.4579,81.1395,h
17.1116,67.6891,3.8489,h
8.525,20.9552,62.7557,h
9.2443,19.2471,89.3084,h
64.3401,60.5988,20.611,h
23.8428,20.865,44.5254,h
8.456,-18.8923,68.1039,h
48.4268,-51.5648,68.2026,h
15.1615,18.4686,64.7773,h
56.7609,159.265,68.8075,h
21.7781,-51.8616,68.5352,h
17.6588,14.6533,44.9363,h
12.2787,19.7116,66.6151,h
13.4472,30.5618,42.7081,h
44.136,22.558,30.9266,h
13.576,-12.2638,88.3349,h
43.6618,161.781,73.868,h
84.6968,-95.633,18.3655,h
24.007,-56.8415,68.547,h
14.4675,-32.5107,89.3476,h
14.584,-11.7233,5.6969,h
33.5311,41.985,62.904,h
78.768,-125.3489,79.259,h
62.4406,64.997,85.1638,h
12.7452,13.646,51.276,h
21.375,-21.0698,68.2604,h
11.1786,6.8501,78.703,h
15.4116,-7.419,29.9112,h
10.7398,17.3531,65.7356,h
11.5175,6.2951,8.593,h
12.2064,1.9075,62.1054,h
75.5443,-244.8445,56.911,h
29.6162,41.9258,58.424,h
21.2791,-144.8908,15.107,h
98.5127,118.9162,77.3193,h
34.7307,-80.8553,23.6908,h
8.8637,30.3424,17.4344,h
18.7524,23.7505,71.0938,h
15.4241,44.0388,63.9193,h
10.774,6.7505,6.4471,h
12.9857,-24.3176,72.755,h
7.2908,-9.835,40.3701,h
15.644,-3.8032,74.4547,h
131.227,-134.5952,62.2396,h
17.3999,-91.2394,81.6697,h
32.15,-17.2738,19.4398,h
10.0718,24.4273,57.7589,h
10.6125,16.4568,80.6957,h
14.3798,16.5478,61.9346,h
84.4021,-270.1926,8.5801,h
35.8997,-44.0632,56.3522,h
8.2783,23.0449,50.0771,h
32.5027,42.9172,39.104,h
17.3692,-23.6332,73.6034,h
11.4984,19.1568,18.6822,h
12.8089,23.0532,51.4362,h
54.2687,-53.695,33.9184,h
10.8641,12.3668,28.1573,h
21.6212,38.2594,77.2908,h
18.8612,12.0103,86.288,h
23.4312,-86.3383,52.036,h
64.9177,-127.6436,39.0647,h
30.7006,-74.094,13.9507,h
16.2608,23.234,42.3618,h
10.6254,18.9214,89.2151,h
70.6816,-191.2433,48.6958,h
11.3547,29.8032,78.8367,h
6.043,-18.5123,82.5746,h
35.7873,-91.2738,19.7675,h
10.2368,33.637,56.3273,h
39.1214,-84.0153,41.6742,h
18.5238,31.5639,42.442,h
12.2386,36.0425,24.6072,h
16.1378,11.5668,43.2059,h
24.4967,-57.0569,57.0768,h
21.2017,138.183,42.8298,h
7.3637,-9.5286,82.0983,h
12.2899,-11.3586,69.8415,h
11.2116,-8.4222,79.8372,h
5.5127,13.5554,60.5154,h
24.7225,45.0503,6.0385,h
10.5144,-6.1689,42.753,h
22.2667,-108.093,73.7185,h
23.3158,46.5714,21.0535,h
10.6291,6.1826,89.0125,h
9.4673,23.8117,82.205,h
40.8371,-66.7,74.9474,h
73.0625,-118.034,2.116,h
28.4885,142.104,1.607,h
21.1262,15.4304,67.1879,h
24.3115,36.9855,60.0972,h
12.5686,23.7463,45.1546,h
14.5438,15.9895,14.4566,h
17.6202,-40.4715,12.719,h
8.3817,-4.019,58.3505,h
7.1656,4.469,45.8552,h
27.5912,43.367,7.918,h
7.5678,8.6044,51.3267,h
10.0563,18.1629,42.481,h
11.5007,15.4472,86.9198,h
13.3756,-11.3443,76.9572,h
5.2495,-28.0653,54.6922,h
10.8836,-18.2256,49.59,h
11.4756,-26.8287,88.0191,h
33.9589,-87.9102,4.2428,h
25.963,164.958,54.7402,h
27.8293,-139.629,55.8469,h
44.5241,66.0265,45.048,h
14.1279,-27.1715,76.406,h
52.4004,68.5252,80.8293,h
19.7331,83.3217,77.0349,h
18.7326,-10.3371,47.117,h
14.86,-91.8252,29.119,h
26.618,72.716,34.5736,h
6.9763,10.7197,13.8727,h
7.8167,-13.8055,19.3327,h
15.8683,17.5083,5.39,h
17.7917,33.2864,55.654,h
92.616,122.712,25.7824,h
10.6916,16.7569,75.856,h
19.4128,-14.7399,74.475,h
16.876,16.4074,32.4333,h
15.9915,33.9622,11.33,h
79.0323,-63.1082,12.6302,h
17.5449,9.2822,22.7692,h
10.0394,8.441,67.0881,h
