@relation magic

@attribute FWidth numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
22.7584,3.0058,0.2743,-29.9627,1.23,g
15.0985,2.6994,0.4476,-16.3498,26.9064,g
20.5583,2.7011,0.2766,-41.1312,11.0229,g
16.4467,2.9489,0.2947,62.9595,3.9656,g
16.1715,2.7593,0.3359,30.4307,10.213,g
20.5669,2.7973,0.2504,49.9465,2.6347,g
12.9093,2.5159,0.4451,26.4262,7.0281,g
17.2441,2.9304,0.3251,22.5333,5.7442,g
16.9221,2.8998,0.2481,-38.8922,1.649,g
10.3653,2.2455,0.5795,16.4509,26.38,g
15.2643,2.4346,0.4265,-21.5264,43.507,g
16.7086,2.6459,0.4,37.3177,4.972,g
11.9242,2.0314,0.6884,-10.1217,49.895,g
16.5539,2.8442,0.2806,35.2857,7.8974,g
19.3059,2.9363,0.2224,15.9214,4.761,g
35.6845,3.1245,0.1734,39.3855,21.611,g
14.429,2.4969,0.4968,16.5445,0.9875,g
17.2814,2.8176,0.4521,9.6426,16.3615,g
12.3475,2.6405,0.3799,22.016,1.124,g
11.1869,2.3909,0.4593,-17.9436,3.426,g
17.9964,2.7404,0.3636,-62.4659,10.08,g
28.0521,3.3091,0.1845,40.2725,9.834,g
7.4577,2.3324,0.6093,21.022,10.2785,g
14.2815,2.4706,0.5821,-21.643,5.4415,g
10.7885,2.281,0.555,-8.4051,47.669,g
9.7452,2.3502,0.5759,10.355,9.586,g
13.9275,2.4448,0.6284,-18.529,17.451,g
21.5379,2.7181,0.3904,-64.139,2.594,g
15.4317,2.7547,0.4908,-8.1747,52.3737,g
27.2188,3.1582,0.1813,57.3587,2.993,g
14.5376,2.317,0.4916,16.1668,48.751,g
23.8012,3.5008,0.1963,57.9644,15.8268,g
10.5026,2.2095,0.5556,-4.7146,63.084,g
10.406,2.2648,0.6033,-8.3087,35.8882,g
32.0539,3.2265,0.1621,25.6648,33.8695,g
17.8982,2.6385,0.3931,-16.0743,8.699,g
16.8769,2.2978,0.4584,17.8898,16.0875,g
20.935,3.0344,0.2236,41.3859,4.504,g
16.9973,2.7924,0.3016,10.3356,25.1167,g
12.1572,2.6928,0.4179,-23.6784,4.9577,g
6.9872,2.5502,0.4986,35.4993,0.8093,g
11.8114,2.4713,0.4088,-9.0566,14.1671,g
17.421,2.444,0.4532,4.4608,2.7033,g
33.5664,3.824,0.1171,105.216,0.1569,g
28.662,2.9724,0.2962,26.4065,4.5248,g
9.5666,2.2492,0.8225,9.2907,29.77,g
39.5121,3.4648,0.1238,94.346,9.8048,g
10.4829,2.3664,0.529,19.575,14.7714,g
10.6401,2.2878,0.634,-3.7506,28.0696,g
11.1238,2.1673,0.5646,6.0553,18.272,g
23.7642,3.214,0.2187,-20.1588,9.4564,g
19.9587,2.7404,0.3018,87.7162,7.614,g
11.0639,2.4091,0.5068,-9.8592,3.964,g
11.992,2.4289,0.54,-20.511,6.737,g
12.6304,2.5334,0.5593,17.8583,29.934,g
11.6432,2.2443,0.7066,-9.3618,15.651,g
12.6207,2.699,0.426,19.04,5.647,g
23.5248,3.2633,0.1603,68.1582,3.5078,g
16.1992,3.0133,0.2532,-23.1652,1.4241,g
8.7939,2.4935,0.5586,15.1134,3.366,g
8.0422,2.1271,0.5448,-16.2881,13.2881,g
36.2589,3.4839,0.2359,-56.7464,4.158,g
25.4305,2.9055,0.1777,-57.1529,10.152,g
9.9857,2.4393,0.4364,28.2088,21.853,g
32.2278,3.7798,0.1609,77.3155,1.3536,g
11.0735,2.3424,0.6,19.9229,10.9249,g
9.5767,2.2041,0.6,-14.4329,21.49,g
7.2028,2.1889,0.7832,-11.8969,28.062,g
14.24,2.4448,0.5171,11.8423,4.756,g
18.2389,2.5781,0.3593,23.808,9.141,g
13.3864,2.738,0.3108,64.4991,3.0091,g
16.8076,2.9886,0.2331,26.346,2.8481,g
14.4934,2.8689,0.307,23.8006,4.081,g
29.0237,3.1425,0.2067,35.5255,60.1912,g
11.5594,2.3118,0.5854,-19.2816,13.7302,g
29.214,3.6516,0.1733,72.369,1.8868,g
13.3364,2.5855,0.387,-28.9783,5.7872,g
15.2252,2.6279,0.4523,9.4044,50.002,g
29.9756,3.6714,0.1577,24.4273,4.142,g
19.4397,2.5257,0.3994,-22.0706,8.916,g
10.9426,2.1319,0.7675,-3.9424,21.8775,g
19.9172,3.1913,0.2259,49.5332,1.645,g
11.0744,2.2516,0.7507,6.4843,32.928,g
12.9184,2.3032,0.5473,-11.207,24.8729,g
11.0431,2.5347,0.3942,29.8108,3.244,g
22.1833,3.3844,0.1741,45.2733,1.666,g
19.4197,3.179,0.2397,52.7687,9.52,g
24.4611,2.7528,0.2809,-21.3331,82.8542,g
16.6696,2.3936,0.5495,-12.7945,6.442,g
21.1889,3.221,0.2723,47.3335,3.375,g
22.5353,2.6042,0.3308,-13.9039,12.806,g
17.9775,2.9151,0.2468,56.5003,16.9157,g
29.8605,3.379,0.2682,-69.8618,1.805,g
18.814,3.3709,0.1933,-54.3042,0.225,g
14.4629,2.7235,0.3951,-22.9235,24.821,g
9.4707,2.2878,0.6134,-12.9727,46.534,g
16.9562,2.3149,0.4746,17.7186,48.202,g
17.7978,2.7288,0.3361,30.7423,4.412,g
18.9409,3.0249,0.3154,67.9024,1.505,g
26.3732,3.0918,0.2509,27.8853,13.5301,g
23.6861,3.4455,0.195,29.8589,3.2554,g
27.2173,2.8274,0.2336,-27.8434,3.685,g
42.3194,3.6665,0.1981,68.5967,8.681,g
23.9565,2.9353,0.2252,28.3861,46.5742,g
9.1271,2.3988,0.5469,-10.1528,9.172,g
17.8679,2.499,0.5071,-15.2362,49.186,g
15.3738,2.5514,0.4382,-9.5821,26.5822,g
7.4598,2.1383,0.7564,-6.8371,14.441,g
16.511,2.6425,0.3759,-12.0225,24.255,g
11.0466,2.2304,0.6118,-18.3235,88.9011,g
27.2533,3.1582,0.2397,41.4548,66.846,g
34.0838,3.0513,0.2266,-41.0352,3.5809,g
18.6517,2.6716,0.3131,-19.1441,14.4261,g
11.382,2.444,0.4101,-9.294,10.678,g
11.0909,2.4749,0.5762,18.4439,2.215,g
10.2585,2.3838,0.6859,-9.1216,20.564,g
29.6875,2.8689,0.2502,-30.8998,25.176,g
14.8112,2.6906,0.2834,24.4189,15.5689,g
15.682,2.6946,0.3899,19.8756,20.7311,g
16.3246,2.6232,0.369,22.7451,71.498,g
15.3809,2.776,0.4539,24.9191,3.791,g
17.0341,2.7589,0.4303,21.0054,17.2382,g
16.1898,2.4728,0.5017,18.2376,11.6565,g
15.636,2.5099,0.4049,13.7196,17.721,g
33.1826,3.9546,0.1221,76.4535,3.0657,g
14.8408,2.4683,0.4558,20.3433,31.567,g
24.1373,3.4044,0.2396,80.3803,1.0087,g
19.3552,3.1949,0.1966,65.8521,0.8714,g
14.2801,2.5119,0.4554,16.8101,19.1574,g
10.7753,2.3811,0.5031,28.2447,4.945,g
12.3937,2.5244,0.5172,8.5182,61.988,g
20.6143,2.6069,0.2991,-24.4158,22.229,g
27.5743,3.4807,0.1828,24.931,4.9347,g
13.7532,2.5658,0.4946,35.3679,4.167,g
15.9992,2.7825,0.2937,14.1607,0.0895,g
17.0413,2.5922,0.3657,26.5376,23.115,g
50.302,3.0941,0.1852,60.863,17.011,g
19.9412,2.9865,0.3249,18.1999,8.724,g
12.8981,2.634,0.4553,7.2219,19.892,g
10.0015,2.2601,0.6374,15.1394,29.312,g
12.554,2.5058,0.5991,15.8397,15.175,g
16.8994,2.8546,0.2697,34.1704,13.2921,g
34.5756,3.9385,0.1112,85.623,8.4526,g
13.698,2.4616,0.3972,22.3039,2.423,g
50.098,4.354,0.0529,91.4728,4.69,g
9.0561,2.2788,0.6632,-15.2036,16.244,g
11.6189,2.2162,0.7234,-4.8943,1.2142,g
22.1042,2.7197,0.244,31.345,64.5625,g
20.855,2.9167,0.2919,-37.97,34.3207,g
10.0241,2.4935,0.5811,18.4647,5.584,g
11.1994,2.6325,0.324,10.8494,11.3232,g
14.5512,2.7042,0.3458,-33.8985,0.784,g
10.9677,2.3222,0.6667,-17.7184,10.9472,g
17.0278,2.6566,0.3616,24.5355,0.0524,g
9.313,2.2672,0.6486,-13.5375,11.0601,g
10.9644,2.1931,0.5513,-18.427,19.3207,g
18.7979,2.5933,0.4388,16.3819,34.356,g
16.6321,2.944,0.3322,74.4191,0.305,g
11.693,2.6575,0.5215,27.9333,3.253,g
28.4088,3.4767,0.1622,39.4975,2.0115,g
16.3039,2.5938,0.4586,25.049,10.7326,g
13.01,2.4778,0.5923,20.1871,13.6965,g
12.6487,2.6385,0.4966,23.1735,76.4614,g
12.5271,2.5809,0.4304,15.2191,53.537,g
11.0711,2.6744,0.3852,32.6147,1.465,g
22.9442,3.334,0.2025,59.1877,3.241,g
15.9224,2.5004,0.3412,-27.8162,9.45,g
32.589,2.7197,0.3184,81.9185,1.2256,g
11.6185,2.4976,0.3498,-19.4076,2.625,g
6.3037,2.1775,0.7708,-9.0045,67.106,g
11.5901,2.3598,0.5983,-5.8041,34.9176,g
16.041,2.9513,0.2785,-21.6896,5.686,g
37.0624,3.9317,0.1118,97.4187,2.334,g
31.0873,3.2531,0.2831,40.5879,6.389,g
16.6237,2.7267,0.3377,-8.3571,16.5815,g
10.1151,2.472,0.6307,-23.9989,22.93,g
10.5738,2.1351,0.7839,-4.6234,39.912,g
23.8253,3.0092,0.2066,23.1823,6.121,g
12.4518,2.4942,0.4583,3.1424,14.77,g
17.4155,2.7054,0.2936,-17.4858,29.895,g
10.72,2.2055,0.7477,-4.5371,26.41,g
16.608,2.4354,0.3376,-5.1129,11.9691,g
24.2268,2.9452,0.2575,-23.3381,6.6811,g
19.7064,2.7566,0.3748,61.5847,13.5339,g
10.0684,2.3483,0.5919,-14.9306,18.907,g
10.773,2.3324,0.5953,17.5656,17.929,g
20.88,2.7304,0.294,-17.2674,27.942,g
10.7012,2.4829,0.4178,-10.5699,1.9409,g
15.3475,2.6243,0.3919,6.2127,36.077,g
30.4196,2.9085,0.2136,79.9422,10.5067,g
28.7359,3.4992,0.1353,70.5185,3.062,g
20.2164,3.1235,0.2265,-10.5861,6.4861,g
28.4154,3.1828,0.2553,65.1319,1.562,g
0,2.1414,0.7365,16.9511,77.6551,g
12.4177,2.4713,0.4493,18.3512,61.1859,g
10.8047,2.5185,0.4,-24.8667,8.6072,g
22.0529,3.3761,0.1527,57.4498,1.8256,g
20.2337,3.0022,0.2786,10.7198,6.867,g
17.1351,3.0181,0.2302,23.9585,22.2377,g
16.7448,2.5119,0.4431,8.7994,15.292,g
49.9894,4.3177,0.0718,86.8751,2.6087,g
39.7827,4.0566,0.0897,95.5917,0.9568,g
20.9799,2.6031,0.3641,-19.7249,13.1428,g
27.3523,3.4068,0.1532,45.5346,7.378,g
20.0059,2.8558,0.3331,-31.9813,2.2496,g
22.0371,2.6812,0.3,16.4511,45.3284,g
16.593,3.0567,0.33,26.3974,6.082,g
6.7911,2.2565,0.7479,14.6204,0.2884,g
15.4856,2.9482,0.3346,19.0956,7.671,g
14.1227,2.8442,0.4209,14.4177,6.0583,g
29.7172,3.1579,0.2127,58.8996,11.855,g
10.1418,2.5676,0.5007,15.2452,17.0056,g
11.9417,2.4257,0.4878,-8.3477,22.162,g
24.1071,3.2047,0.1673,-25.0112,13.4803,g
23.1961,3.3432,0.245,51.9424,9.604,g
34.31,3.8354,0.1451,81.9049,1.94,g
10.3072,2.2504,0.5899,16.3988,3.294,g
13.3365,2.5459,0.4154,22.6222,1.544,g
10.3973,2.4241,0.5687,-19.6333,2.541,g
16.9702,2.6566,0.3506,16.8164,0.2798,g
16.582,2.5809,0.3675,18.1638,14.777,g
10.9182,2.1703,0.5946,-5.5946,82.2683,g
20.3345,2.5982,0.338,23.3888,38.082,g
10.5458,2.2317,0.7801,-4.7347,71.8363,g
27.6079,2.9523,0.3002,64.6676,11.219,g
20.1501,2.749,0.3012,-24.9521,10.355,g
25.3623,2.7059,0.2657,56.103,1.0329,g
14.6867,2.5434,0.432,19.2386,9.862,g
25.9597,3.7458,0.1578,82.0158,1.4092,g
12.7592,2.5955,0.533,23.532,10.5327,g
24.5334,3.167,0.2056,79.5929,0.0787,g
12.7046,2.5916,0.3713,19.056,6.8788,g
14.7309,2.3901,0.5662,-15.1944,69.6147,g
8.297,2.1903,0.5935,-20.01,46.468,g
27.8348,3.6693,0.1537,56.9755,0.9347,g
30.0694,3.5923,0.1271,85.5577,1.977,g
19.0756,2.5746,0.3036,-17.8804,3.2425,g
10.6091,2.1367,0.5474,6.7534,0.0621,g
24.2978,3.1817,0.2468,26.7323,18.4082,g
27.0136,3.32,0.2958,-55.353,1.099,g
18.2532,2.6937,0.3846,16.197,13.812,g
25.6209,2.699,0.242,31.4572,29.426,g
21.2075,3.0284,0.2651,-9.3284,5.5489,g
20.1643,2.6551,0.5221,-39.2618,7.0357,g
26.6979,3.1224,0.2339,44.164,8.6361,g
15.9261,2.5205,0.4223,-18.9287,12.0755,g
15.7565,2.6253,0.436,17.0519,13.4306,g
12.1864,2.357,0.589,15.6685,52.2402,g
37.0646,3.2999,0.2175,-82.5645,4.591,g
11.1795,2.1156,0.7356,7.6024,24.6142,g
18.1064,2.5289,0.3728,-13.5556,2.572,g
9.8628,2.238,0.5665,5.963,57.942,g
12.7202,2.356,0.6344,15.5208,22.3655,g
14.1066,2.6781,0.3778,-14.3053,5.636,g
16.0269,2.6959,0.3927,8.754,6.62,g
28.4006,3.4285,0.2248,-9.7717,45.8891,g
24.2468,2.7497,0.2989,-36.4776,53.5987,g
16.8221,2.7771,0.2723,20.2691,74.6315,g
36.7561,3.2122,0.1798,105.081,15.2606,g
13.2356,2.4857,0.5131,17.1076,17.3342,g
12.166,2.3988,0.5389,11.7753,56.6,g
25.7825,3.0648,0.2136,45.3846,18.2893,g
18.6652,2.736,0.3949,15.8766,37.3197,g
42.5267,3.324,0.184,-38.9128,3.329,g
11.6049,2.5231,0.4888,10.4378,18.82,g
10.4427,2.2068,0.5652,18.6701,41.7053,g
14.6224,2.3086,0.5012,14.101,4.646,g
35.5859,3.0312,0.1796,-125.078,74.6605,g
15.5105,2.2695,0.6344,-12.8796,64.1895,g
28.541,3.6391,0.1871,76.0223,2.579,g
9.4478,2.3464,0.6081,12.6034,26.3583,g
12.8508,2.2833,0.6146,-17.0019,10.7186,g
32.2943,3.125,0.282,57.1265,3.821,g
23.2399,3.2429,0.1852,47.8331,12.8453,g
19.3483,2.7892,0.3038,-12.1285,37.525,g
12.7267,2.4448,0.4452,-6.4733,11.655,g
22.3943,2.8503,0.3035,21.8996,17.3452,g
16.3919,2.7447,0.3222,60.1055,17.5637,g
18.6711,2.9798,0.329,25.9341,13.0647,g
9.9556,2.3464,0.6306,17.413,39.56,g
21.003,3.0934,0.2371,73.1872,1.8504,g
33.8031,3.5301,0.2148,39.5295,4.523,g
18.9983,2.7774,0.3573,13.7714,37.007,g
29.3315,3.3114,0.1816,83.6648,0.1495,g
9.6714,2.2227,0.5928,15.516,11.1686,g
24.0335,3.6595,0.1941,62.5019,4.3753,g
16.0658,2.5664,0.4532,-12.3548,12.0409,g
15.872,2.6493,0.4439,19.358,2.073,g
7.4401,2.2393,0.7781,7.4645,76.831,g
19.5469,3.1081,0.2308,-33.9564,1.1326,g
15.9278,2.6444,0.3719,30.9083,25.6036,g
20.2441,3.0995,0.241,-12.1785,18.4008,g
7.0144,2.2266,0.8012,13.6678,3.82,g
21.8288,3.2379,0.2428,40.8231,17.919,g
19.2567,2.6154,0.3442,-29.0892,0.3475,g
25.4757,3.0212,0.259,17.186,38.976,g
9.3986,2.3483,0.6368,13.7825,79.73,g
19.1501,2.752,0.2779,-29.1554,0.4811,g
15.1087,2.5347,0.619,-8.6348,59.1272,g
25.4085,3.0695,0.2488,24.7411,8.047,g
34.1769,3.1958,0.1644,95.6895,35.216,g
22.9799,2.7143,0.3282,-18.3996,8.869,g
22.9493,2.9836,0.2264,69.2272,11.45,g
18.2407,2.8407,0.3766,44.8403,39.0638,g
12.69,2.4014,0.4246,-19.5461,1.3823,g
12.7027,2.4609,0.4498,16.5208,29.107,g
28.7369,3.1713,0.213,14.305,17.2831,g
17.6143,2.5877,0.3256,63.7663,20.872,g
7.0199,2.1055,0.6902,-9.5293,23.036,g
23.9433,3.3524,0.2279,57.5182,4.8251,g
12.0838,2.4955,0.3898,-23.0879,32.312,g
16.711,2.6196,0.3169,-14.2277,31.366,g
14.9682,2.3811,0.5281,15.9006,72.9588,g
9.5119,2.3865,0.5462,32.8639,22.0967,g
26.8029,2.9727,0.2694,22.0893,22.799,g
32.7777,3.7263,0.1536,73.6068,4.6221,g
28.8898,3.4044,0.199,35.4987,1.2469,g
23.2826,3.0183,0.2167,68.7719,2.3986,g
46.8651,4.2366,0.0676,89.6241,3.602,g
10.2982,2.2368,0.7884,6.5421,77.978,g
10.6153,2.1599,0.7751,-3.7041,66.481,g
26.9932,3.0418,0.2552,51.2983,8.8913,g
14.9087,2.5557,0.3115,-40.6169,0.47,g
10.9403,2.2553,0.6389,-7.8253,12.4336,g
14.8271,2.8785,0.4246,13.2603,1.87,g
12.2962,2.2878,0.6134,-15.4641,79.211,g
11.6587,2.0626,0.7186,-7.186,5.9251,g
21.0559,2.8597,0.3577,24.1857,88.2338,g
27.2944,3.0658,0.2544,24.3646,29.984,g
14.6584,2.9227,0.2927,20.484,3.4252,g
23.1716,3.3741,0.2185,50.8962,0.386,g
15.9811,2.639,0.4225,16.8384,2.3458,g
30.1373,3.6165,0.133,53.3275,2.043,g
14.862,2.6069,0.3659,14.5893,43.6236,g
17.6349,2.5434,0.392,-13.087,1.8427,g
18.7266,2.4425,0.4729,-70.5328,1.0184,g
40.1924,3.4518,0.159,116.453,4.0716,g
12.4518,2.4257,0.5103,-9.7323,9.9943,g
12.164,2.7271,0.4349,26.6739,3.556,g
24.9014,3.5027,0.1691,35.69,5.325,g
20.5913,3.3264,0.2349,44.2203,1.203,g
29.1133,3.0772,0.2101,56.832,0.432,g
13.6609,2.6821,0.316,13.9772,5.433,g
15.9653,2.7279,0.4565,16.5913,10.032,g
25.4116,3.2527,0.1632,61.0861,53.831,g
20.6569,2.9146,0.3433,-15.5366,2.1651,g
17.6587,2.8099,0.33,43.7365,11.228,g
11.8757,2.4843,0.4852,23.6171,48.202,g
14.251,3.0676,0.2456,32.725,0.7239,g
27.6908,3.0946,0.2115,85.8081,0.302,g
22.0174,2.9317,0.2153,51.079,16.4569,g
18.5232,3.1161,0.2495,9.8154,3.361,g
24.2694,3.1558,0.2627,-11.2511,9.976,g
19.2348,3.0851,0.291,35.6662,2.5722,g
17.4526,2.9566,0.3812,52.8139,9.4633,g
10.3383,2.1658,0.7986,6.0074,7.035,g
19.619,3.3321,0.2048,74.8247,0.7759,g
15.4321,2.5179,0.3672,31.4549,10.9987,g
16.9986,2.7555,0.3494,23.0946,6.557,g
27.4389,3.4433,0.1586,45.2713,6.325,g
11.2493,2.3233,0.4703,-17.1027,27.01,g
33.0007,3.5659,0.1628,106.885,12.056,g
11.6246,2.6972,0.3193,57.9968,0.5105,g
7.037,2.2405,0.5805,-12.041,44.767,g
7.6307,2.3608,0.5229,-25.8171,31.498,g
15.344,2.5916,0.3892,14.2319,56.2862,g
15.7057,2.5416,0.4483,-10.4165,44.497,g
9.9948,2.4074,0.5793,22.8337,13.171,g
29.0966,3.6868,0.1415,63.4019,10.0169,g
26.5542,3.3161,0.1657,57.051,0.7358,g
23.0985,3.1787,0.2916,45.992,4.9252,g
26.2465,3.5361,0.1691,45.5126,1.8811,g
28.1339,3.4716,0.1921,87.4095,5.5776,g
20.4478,3.1074,0.2538,14.3082,0.0179,g
15.3799,2.2978,0.5441,15.9569,82.7585,g
7.4713,2.1383,0.7636,6.4219,56.5174,g
19.2637,2.9741,0.258,52.2129,3.837,g
14.4192,2.7344,0.4442,24.5918,5.858,g
20.9955,3.1874,0.2975,75.3921,1.121,g
27.0798,3.6356,0.2006,85.9163,1.466,g
11.9517,2.5465,0.4716,11.3334,52.28,g
17.9904,2.641,0.3406,-19.5435,0.5398,g
12.6284,2.4023,0.5267,-14.0198,15.634,g
7.1133,2.0846,0.6749,-4.9562,61.098,g
14.8174,2.5353,0.3324,-11.6602,5.648,g
18.289,2.8146,0.4015,12.9714,3.18,g
9.9603,2.2504,0.6011,18.2429,8.5828,g
37.594,3.6512,0.2069,45.7537,2.399,g
30.1839,3.1268,0.3264,-61.5763,8.3369,g
23.6958,2.8179,0.2251,16.1963,18.427,g
32.7613,3.1654,0.1988,51.2574,3.208,g
20.4792,2.9939,0.2972,21.24,6.4181,g
21.1749,2.7131,0.3175,60.2731,0.792,g
11.704,2.2455,0.6136,20.3281,17.201,g
16.7516,2.7653,0.2884,59.6089,1.1868,g
15.8195,2.5821,0.4476,-15.1246,5.6815,g
7.0348,2.224,0.7522,-13.0538,36.1992,g
12.7081,2.1987,0.5886,13.0024,46.9182,g
15.6313,2.4556,0.5429,-28.8526,13.729,g
9.182,2.2833,0.6615,15.4613,18.7148,g
11.22,2.2989,0.5729,-3.5736,65.595,g
18.3917,2.7931,0.3011,-58.7193,1.869,g
15.4917,2.382,0.4191,28.083,9.2366,g
12.4996,2.2292,0.4543,3.5952,70.028,g
16.6363,2.9437,0.3449,16.9448,4.6127,g
17.9926,2.8698,0.309,39.2103,5.07,g
12.764,2.3927,0.4413,-16.5419,59.5984,g
19.0053,3.0088,0.246,25.5338,6.929,g
29.8984,3.7112,0.1217,79.5038,3.266,g
16.8762,2.7738,0.3249,16.4636,16.575,g
32.3821,3.134,0.1689,-25.4792,1.412,g
21.5189,2.6794,0.249,-31.0859,12.8677,g
21.2847,2.7135,0.3288,31.5476,18.6544,g
15.7644,2.2648,0.6304,-14.9682,21.9555,g
7.4291,2.0774,0.7448,-7.3542,80.829,g
32.0574,3.7889,0.1255,66.1814,5.7626,g
16.856,2.5465,0.4688,-11.5339,24.686,g
23.0143,2.8974,0.1963,-35.1309,16.119,g
25.8935,3.5093,0.2,64.9894,1.216,g
14.3362,2.3608,0.5664,-18.8208,7.7706,g
22.736,3.2111,0.1888,56.5905,5.2124,g
10.4777,2.3627,0.4685,-17.4548,19.5461,g
16.3623,2.3829,0.5217,19.6243,13.8912,g
35.7226,3.5688,0.2283,28.0145,3.214,g
20.0494,2.8555,0.2301,-30.8421,10.179,g
18.257,2.73,0.4302,11.0526,85.5644,g
16.9251,2.5334,0.5505,8.0834,11.74,g
24.1174,2.9834,0.2213,8.5158,46.43,g
14.7213,2.8929,0.2841,-27.844,7.064,g
7.246,2.3064,0.8395,4.4909,12.358,g
25.7074,2.9841,0.2448,58.8619,1.7356,g
18.8811,2.7825,0.3746,22.9861,7.968,g
13.9046,2.695,0.3249,19.2815,11.346,g
18.6504,2.6299,0.2978,23.6378,36.2739,g
26.4332,3.1074,0.1773,71.5944,1.357,g
11.0901,2.3444,0.5566,2.9214,26.6657,g
17.4424,2.6314,0.3855,16.2053,16.8825,g
24.8455,3.0925,0.1939,25.9888,5.4962,g
44.629,3.9169,0.1224,81.9724,8.4648,g
21.1334,2.8132,0.2706,32.2557,34.2159,g
12.184,2.5484,0.4017,13.0976,8.0769,g
10.7828,2.3997,0.4064,15.2487,25.087,g
11.4555,2.3775,0.5409,18.912,44.1008,g
19.3348,2.6513,0.3571,12.6018,17.658,g
20.0835,2.7135,0.3017,57.4977,3.679,g
10.1636,2.2625,0.5628,-16.3031,20.3915,g
16.1087,2.6279,0.3039,23.953,2.6246,g
19.6079,2.6212,0.3469,23.5966,21.0958,g
31.682,3.4011,0.2621,58.8187,7.0441,g
19.1651,2.9209,0.1908,-25.3718,4.181,g
12.3865,2.4579,0.4146,22.1946,41.3475,g
12.2272,2.9408,0.3152,59.957,1.0866,g
35.5831,3.3899,0.2873,-45.6014,1.8268,g
6.8796,2.0737,0.7511,14.1561,57.837,g
7.3111,2.1383,0.7055,6.3146,89.7647,g
10.5225,2.4487,0.6584,-5.2722,70.176,g
25.8625,3.1364,0.1746,-23.5197,4.629,g
22.2381,3.183,0.2218,53.3134,4.34,g
15.8726,2.9447,0.2328,-22.7252,5.0398,g
7.1192,2.2636,0.7084,10.0491,0.9086,g
20.1588,2.5711,0.2926,-13.1034,60.7795,g
9.9179,2.4955,0.4505,-9.8588,3.125,g
13.6043,2.8808,0.2868,51.378,1.741,g
18.7265,2.76,0.3475,32.5462,26.9369,g
22.8855,2.9039,0.2695,34.3343,3.6658,g
0,2.1156,0.7586,12.5057,7.7055,g
25.3132,3.5375,0.2184,59.1235,0.187,g
16.2626,2.5966,0.4709,14.9584,4.869,g
10.9917,2.1658,0.7509,6.3577,60.204,g
14.2779,2.5723,0.4016,-23.9344,47.559,g
19.5552,2.5545,0.357,34.5939,23.149,g
12.0785,2.0394,0.6758,-10.5871,7.605,g
21.6164,2.766,0.3119,-18.5048,20.162,g
19.9359,2.909,0.2281,-28.5992,10.7449,g
17.4507,3.0569,0.2702,7.0397,1.9918,g
15.5049,2.7638,0.3807,14.9493,43.154,g
23.5905,2.9172,0.1936,-13.4235,1.087,g
10.0472,2.2082,0.805,-7.723,26.736,g
13.9091,2.7482,0.4286,17.9456,23.553,g
12.4907,2.3043,0.5012,14.013,57.3209,g
11.3156,2.1319,0.7454,-3.9388,13.5225,g
7.2284,2.0986,0.7171,9.3197,22.516,g
27.8573,2.9974,0.2384,12.7336,15.646,g
25.1769,2.7271,0.3093,18.2613,59.9787,g
11.1616,2.3243,0.6019,-4.8525,71.177,g
6.8975,2.1021,0.7273,-13.1668,49.217,g
28.6937,3.0404,0.1868,27.2874,16.0801,g
25.5496,3.1488,0.2641,31.3971,2.3595,g
9.2726,2.4456,0.362,11.7518,19.5139,g
40.8296,3.4468,0.1258,38.9315,5.802,g
8.1563,2.3032,0.5771,-21.0502,5.965,g
35.8454,3.2106,0.1952,53.1771,3.5809,g
35.44,3.6259,0.2305,-41.4465,0.5417,g
17.2811,2.5366,0.3314,16.7613,28.4342,g
26.84,3.1538,0.2365,31.7326,11.7617,g
16.9003,2.7033,0.3248,-13.2944,0.2976,g
21.3633,3.0671,0.2554,16.0213,2.3111,g
25.9855,3.2056,0.2068,31.1899,8.9195,g
21.3518,2.9576,0.3716,31.882,2.325,g
16.9979,2.9784,0.247,21.9203,9.699,g
7.3868,2.2122,0.589,11.2293,9.1895,g
26.8329,3.2632,0.2057,58.935,3.4161,g
23.3651,2.8591,0.2669,-16.3444,9.8738,g
6.9275,2.2799,0.7297,13.0544,15.5879,g
12.2503,2.4691,0.6248,-17.0104,5.448,g
8.9014,2.4502,0.5,-21.8757,44.14,g
7.424,2.3314,0.7879,-7.5293,56.146,g
22.0004,2.9715,0.2072,44.8267,30.836,g
20.9502,2.896,0.2757,-38.3082,1.0638,g
47.0706,3.0527,0.1949,84.604,17.086,g
35.5829,4.1208,0.0997,70.1617,2.012,g
16.9194,2.4133,0.4749,-18.1547,2.3506,g
23.9692,3.5532,0.2126,11.9584,5.0887,g
15.8055,2.8011,0.3526,23.4079,8.06,g
14.1212,2.5647,0.545,-7.4844,16.629,g
25.8828,3.1641,0.1995,53.8102,6.6579,g
15.287,2.4807,0.5719,25.2754,15.4535,g
16.3333,2.5826,0.3791,-22.3346,2.808,g
15.0191,2.5321,0.3877,16.0753,38.883,g
14.2992,2.6972,0.3373,-19.0536,5.053,g
14.5076,2.7846,0.3596,61.5001,12.3296,g
23.3782,2.9452,0.1997,25.2137,18.6818,g
16.0929,2.4433,0.6018,21.1434,23.468,g
17.9493,2.527,0.4339,18.5124,4.588,g
19.5056,3.107,0.2696,26.7564,0.6385,g
24.1409,2.8791,0.2008,-17.5803,21.355,g
11.1402,2.07,0.7489,-6.5901,37.207,g
