@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,5,9,11'

@attribute FLength numeric
@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
26.3197,0.2272,30.5803,g
33.6576,0.1714,16.8909,g
60.0531,0.0711,5.57,g
20.1371,0.3171,27.8812,g
22.2888,0.2648,14.999,g
26.7383,0.1291,33.424,g
17.6821,0.3411,61.229,g
34.5936,0.1456,7.1144,g
35.4211,0.2063,8.507,g
21.7495,0.3343,10.7089,g
28.126,0.1845,20.468,g
100.011,0.0576,1.9529,g
25.4425,0.2882,12.861,g
12.9336,0.4378,44.4625,g
36.7253,0.1427,10.921,g
22.1393,0.3149,7.9221,g
25.7808,0.1889,3.0162,g
39.5334,0.2262,4.914,g
37.3397,0.1846,3.892,g
31.3598,0.1924,75.9302,g
67.8374,0.1434,6.1571,g
20.0686,0.2708,24.5094,g
104.061,0.2436,0.091,g
26.9291,0.286,26.935,g
27.1266,0.2304,3.64,g
29.6626,0.2921,8.1489,g
79.6714,0.1733,4.573,g
31.6204,0.1892,11.5864,g
20.2662,0.3763,72.587,g
20.7693,0.4282,2.752,g
51.326,0.2047,7.26,g
37.8758,0.1884,8.426,g
39.3034,0.1817,23.734,g
28.3463,0.3009,6.785,g
26.1423,0.1889,2.4225,g
55.3617,0.171,13.822,g
61.0765,0.1012,7.7011,g
53.6201,0.2492,41.257,g
45.6204,0.0938,3.6192,g
31.5758,0.1528,87.7159,g
21.0834,0.219,48.7767,g
30.3343,0.16,9.129,g
20.017,0.3061,55.3309,g
96.1,0.1243,5.9111,g
24.1889,0.3498,0.0002,g
35.3463,0.184,7.6086,g
60.4957,0.0894,15.639,g
31.0187,0.2577,19.3334,g
27.4953,0.2142,7.113,g
93.0034,0.0817,1.64,g
24.6574,0.2225,20.618,g
56.7558,0.2249,8.026,g
29.638,0.1673,52.0176,g
75.5502,0.1625,3.6374,g
39.7281,0.2628,5.802,g
29.8766,0.1542,14.8934,g
118.287,0.2043,0.0349,g
78.6393,0.1119,2.261,g
24.312,0.233,17.458,g
70.5426,0.2033,11.72,g
32.1456,0.2402,8.564,g
17.0685,0.3326,73.3106,g
42.0495,0.1274,5.655,g
61.1704,0.1064,4.301,g
12.6721,0.3859,74.518,g
12.7729,0.3955,35.8442,g
74.4856,0.1146,15.2135,g
41.3433,0.1883,9.474,g
18.3905,0.2573,60.2553,g
41.694,0.1489,3.4088,g
25.235,0.1751,76.696,g
32.6838,0.2121,7.3877,g
91.9014,0.0661,2.1455,g
52.9275,0.1315,3.259,g
17.9964,0.4411,14.3817,g
28.6854,0.2105,36.3353,g
21.0636,0.3006,11.615,g
63.0077,0.1164,10.028,g
20.1855,0.2431,65.8,g
25.1525,0.2088,85.328,g
13.8125,0.4344,49.1374,g
25.8508,0.2931,6.352,g
44.4396,0.1394,7.831,g
37.914,0.2288,0.49,g
37.7923,0.1572,8.4288,g
38.8861,0.1871,13.175,g
42.9701,0.1078,0.501,g
20.1492,0.3375,35.676,g
96.5547,0.1076,1.5716,g
96.5847,0.0512,0.846,g
16.3081,0.3688,16.3315,g
22.8654,0.3136,7.576,g
13.2771,0.4066,41.248,g
100.325,0.1577,3.5551,g
34.4984,0.2153,6.43,g
50.9972,0.2649,1.2785,g
158.532,0.3239,6.673,g
13.1662,0.4569,2.2784,g
16.6298,0.3199,59.9534,g
21.9208,0.3121,11.79,g
21.1531,0.2648,7.158,g
101.736,0.1028,7.025,g
81.5335,0.1347,3.1709,g
54.5124,0.145,1.7074,g
33.3747,0.1795,13.511,g
25.889,0.24,3.6582,g
22.3085,0.33,4.5212,g
34.975,0.1398,27.846,g
58.556,0.1102,0.052,g
23.5984,0.2277,87.6397,g
59.534,0.1403,6.0118,g
107.237,0.0313,0.8238,g
26.6038,0.1702,68.2129,g
18.9358,0.308,78.822,g
31.961,0.1581,5.658,g
18.8959,0.3794,38.364,g
33.8389,0.1982,17.1,g
16.4922,0.3062,21.362,g
48.8644,0.1301,5.42,g
27.406,0.2311,15.928,g
36.5896,0.1525,2.1648,g
19.8813,0.4122,66.271,g
64.62,0.2507,0.6186,g
47.8173,0.2516,2.529,g
13.15,0.395,28.553,g
23.9025,0.3288,14.9967,g
36.8172,0.1746,22.259,g
62.1358,0.1037,1.797,g
20.5928,0.2156,37.511,g
21.9021,0.3844,56.0249,g
58.6289,0.0785,2.2837,g
17.5277,0.5446,69.8962,g
77.0603,0.2566,2.565,g
26.0604,0.2962,84.1351,g
89.9295,0.0942,3.2204,g
45.1593,0.1159,2.219,g
36.4896,0.1924,4.7061,g
36.7473,0.1395,10.7848,g
30.1632,0.1748,87.2246,g
26.9932,0.3728,7.251,g
22.0892,0.3122,7.8401,g
100.153,0.0843,4.7858,g
96.0679,0.1023,3.045,g
38.4804,0.1371,18.183,g
27.028,0.2649,65.9551,g
12.7589,0.3754,18.908,g
93.3775,0.1797,4.669,g
39.7304,0.1681,5.7523,g
15.166,0.4322,61.787,g
34.1337,0.1237,6.902,g
33.7548,0.2077,11.3175,g
35.9189,0.1489,2.7747,g
85.1815,0.0862,3.888,g
49.9619,0.183,23.091,g
100.557,0.0375,2.128,g
90.3407,0.0594,4.7264,g
58.8125,0.124,7.244,g
16.9836,0.4028,33.7063,g
97.4933,0.0608,1.9247,g
17.5783,0.38,19.37,g
47.7336,0.1797,1.3785,g
39.4323,0.131,3.7246,g
12.7235,0.3984,78.9582,g
56.6471,0.1708,8.8062,g
69.1518,0.2308,2.023,g
68.0676,0.0804,6.31,g
87.2434,0.0325,3.825,g
41.032,0.1239,2.4506,g
32.5517,0.3708,15.486,g
59.701,0.0987,8.806,g
20.3858,0.3341,27.036,g
71.5268,0.1442,12.5712,g
81.2835,0.0931,2.695,g
23.531,0.2856,35.1268,g
87.0503,0.1432,1.4973,g
44.8328,0.204,6.682,g
45.247,0.1642,2.3869,g
20.155,0.3895,39.6284,g
31.1134,0.1422,65.437,g
43.03,0.2121,4.3534,g
30.9096,0.171,10.519,g
40.9787,0.1823,16.181,g
54.2633,0.3308,11.112,g
35.4335,0.218,25.724,g
79.4075,0.1048,8.772,g
29.2374,0.2284,1.9738,g
29.1562,0.2114,8.3777,g
29.6384,0.1624,16.691,g
89.0973,0.0981,1.6024,g
56.0473,0.0837,5.344,g
12.9548,0.3795,66.059,g
81.8952,0.0834,4.362,g
19.9263,0.2107,2.579,g
20.3102,0.2804,3.08,g
19.516,0.2697,85.9912,g
76.6071,0.0981,3.7384,g
24.6529,0.221,5.5765,g
51.7553,0.1253,1.6967,g
78.1358,0.0943,7.5801,g
53.9765,0.1433,1.843,g
22.5682,0.2939,35.141,g
33.9827,0.1696,7.927,g
53.1378,0.1099,5.6592,g
62.3838,0.134,0.094,g
29.2639,0.1495,59.896,g
92.2557,0.0982,0.224,g
19.7513,0.4191,62.3181,g
68.0565,0.1834,13.7508,g
27.3546,0.2481,13.6063,g
12.9327,0.4502,73.437,g
13.2223,0.4734,48.129,g
19.1573,0.3782,11.763,g
25.738,0.4266,39.52,g
40.948,0.2076,4.687,g
50.1452,0.1304,1.2521,g
19.8738,0.2525,12.8719,g
79.1583,0.0719,13.056,g
20.5478,0.3727,66.4659,g
67.4012,0.1394,2.729,g
74.5996,0.1505,2.591,g
25.5998,0.2736,62.509,g
82.711,0.1277,2.356,g
19.2724,0.3785,17.8512,g
39.1154,0.1233,4.253,g
26.4947,0.2934,12.583,g
29.9919,0.2351,4.0005,g
40.7215,0.1372,4.1303,g
32.6779,0.1697,19.517,g
26.5139,0.2349,7.5418,g
48.1464,0.2619,8.55,g
87.0127,0.0873,1.9882,g
24.6841,0.2574,13.854,g
46.7412,0.1127,8.8499,g
38.909,0.1115,2.8165,g
74.9136,0.1319,4.002,g
12.9161,0.4394,87.3306,g
42.6295,0.2049,21.504,g
22.4686,0.4312,18.2554,g
74.4627,0.107,4.1034,g
34.9246,0.1455,12.5959,g
21.9839,0.2496,19.9366,g
73.0436,0.0633,1.611,g
30.7086,0.2317,12.3433,g
25.6723,0.3263,2.303,g
38.9232,0.1971,22.7058,g
47.2951,0.141,9.3398,g
22.3664,0.3106,30.245,g
12.6588,0.3561,84.7568,g
23.6494,0.3508,37.039,g
83.8233,0.1592,3.155,g
23.7934,0.1989,33.4374,g
12.9053,0.4422,47.135,g
48.1337,0.1602,14.1339,g
21.4822,0.3891,13.7252,g
66.1343,0.1478,4.103,g
17.4468,0.2764,56.1897,g
23.9164,0.2509,68.0783,g
77.6007,0.1232,17.6219,g
18.4336,0.4944,52.881,g
31.9453,0.1931,1.2725,g
68.9956,0.1938,6.3649,g
104.424,0.0362,1.29,g
36.9368,0.1474,3.5273,g
20.6824,0.3656,23.4492,g
64.4978,0.0919,6.772,g
40.0616,0.1935,3.265,g
39.6409,0.087,25.219,g
95.5353,0.2817,6.552,g
26.1602,0.2584,20.6134,g
76.701,0.1673,4.783,g
88.0604,0.0416,8.013,g
29.2173,0.1808,8.7761,g
70.3003,0.1112,0.519,g
17.3976,0.5505,26.7597,g
31.1871,0.2964,3.3099,g
68.5755,0.081,9.748,g
22.4091,0.3937,34.606,g
19.9214,0.361,8.3678,g
20.1501,0.3923,28.5692,g
36.1804,0.1689,22.233,g
44.8497,0.1078,11.1617,g
30.7392,0.1502,10.8862,g
31.0838,0.1751,22.6709,g
38.2907,0.1139,83.6828,g
33.2576,0.1246,27.256,g
36.7954,0.2076,6.47,g
102.363,0.0855,0.709,g
64.0108,0.1418,3.9371,g
56.6302,0.1701,4.1871,g
51.6326,0.1257,8.545,g
27.6649,0.2063,3.5068,g
12.6451,0.3633,61,g
15.0229,0.3517,46.146,g
26.2873,0.2809,14.527,g
67.4097,0.1017,1.797,g
12.4334,0.3516,61.71,g
80.7382,0.0934,1.789,g
32.3988,0.158,34.772,g
56.3949,0.1061,3.4732,g
60.0423,0.1252,52.36,g
84.0324,0.1014,1.839,g
23.4077,0.2651,8.293,g
13.2183,0.3919,7.022,g
29.7142,0.1665,67.617,g
12.8337,0.3805,9.9252,g
26.6497,0.1832,11.7935,g
94.4748,0.2288,3.4604,g
30.6982,0.1964,22.856,g
110.567,0.078,1.9947,g
62.3448,0.0815,7.61,g
20.0758,0.2985,34.4105,g
128.315,0.1017,23.202,g
97.2927,0.0812,9.6868,g
45.71,0.1311,4.655,g
21.6476,0.4235,48.7888,g
36.369,0.1527,13.7183,g
45.9608,0.1885,1.305,g
33.3767,0.1974,20.889,g
69.8407,0.1653,4.3842,g
20.1931,0.4077,53.202,g
79.7636,0.0838,6.664,g
60.4752,0.1651,4.335,g
49.1701,0.2585,8.474,g
21.4278,0.4264,45.363,g
21.0981,0.3492,66.57,g
65.7938,0.0699,1.8622,g
74.8174,0.097,4.8815,g
51.9031,0.1636,1.6997,g
53.6614,0.0688,15.377,g
79.9145,0.1052,2.605,g
31.5877,0.1723,0.5867,g
66.9069,0.1429,7.311,g
36.1576,0.1784,7.335,g
25.7531,0.3082,42.2302,g
50.0306,0.3137,11.877,g
13.0095,0.4393,63.742,g
78.4952,0.0504,3.515,g
62.2195,0.0991,1.5585,g
50.4152,0.107,15.5478,g
25.1784,0.1819,85.181,g
31.9036,0.1521,14.7783,g
104.897,0.1791,11.241,g
37.0047,0.1866,4.1448,g
46.2193,0.1592,1.8823,g
33.2708,0.1209,43.7444,g
25.4704,0.2565,9.761,g
32.916,0.1176,19.7462,g
31.0155,0.2562,9.17,g
23.1808,0.2376,1.8065,g
17.3517,0.2969,73.1435,g
63.4459,0.1255,51.5694,g
66.2685,0.1468,8.811,g
30.2497,0.2207,20.2662,g
62.0676,0.1306,0.026,g
21.8056,0.4426,55.95,g
38.6401,0.1897,87.5682,g
29.417,0.1386,88.4473,g
28.6608,0.1508,89.5806,g
45.6008,0.2917,6.792,g
27.9856,0.1699,15.8311,g
29.6044,0.2755,21.004,g
64.6203,0.09,4.7354,g
45.1692,0.1291,9.293,g
44.5449,0.0974,4.7435,g
48.267,0.2948,40.3788,g
31.8517,0.2394,9.621,g
64.775,0.0876,0.656,g
18.9129,0.3175,47.437,g
23.0043,0.2584,31.2545,g
52.1771,0.1218,3.737,g
43.2949,0.1665,0.5486,g
20.724,0.3079,13.056,g
66.2943,0.1128,2.314,g
18.8956,0.2919,8.4598,g
86.4837,0.0658,0.6946,g
17.5265,0.2799,26.8207,g
92.7646,0.0908,0.964,g
37.1805,0.2447,22.9248,g
37.6961,0.1459,1.203,g
67.2381,0.1356,6.5364,g
25.2864,0.2998,8.436,g
44.1203,0.0969,29.21,g
19.761,0.3163,36.6026,g
26.1141,0.1945,4.7719,g
102.0005,0.0724,88.4636,h
38.0195,0.1928,24.5402,h
134.8313,0.146,19.1729,h
18.0326,0.2972,69.938,h
66.2369,0.1744,40.3129,h
177.656,0.1087,2.3331,h
35.3626,0.2641,85.0826,h
23.4195,0.3256,83.1994,h
149.861,0.0574,62.744,h
39.6185,0.2643,6.6547,h
112.1475,0.1013,9.6688,h
102.346,0.2031,20.689,h
25.7838,0.281,20.3804,h
40.4736,0.2107,32.3135,h
31.6176,0.2345,54.251,h
27.998,0.3069,86.5286,h
27.4892,0.192,12.0123,h
56.7399,0.252,7.2318,h
35.574,0.1006,80.6784,h
50.1122,0.1025,85.7234,h
87.0717,0.1568,31.418,h
26.954,0.231,78.6701,h
22.448,0.2108,20.0817,h
30.8152,0.2754,41.5882,h
108.9514,0.131,42.3299,h
194.8482,0.0995,1.1486,h
68.1129,0.2289,36.0399,h
98.1819,0.0433,43.207,h
26.2678,0.387,51.5742,h
14.8256,0.291,83.6406,h
21.3122,0.5677,47.817,h
124.742,0.1372,7.538,h
130.8848,0.2028,12.094,h
28.0121,0.3192,44.761,h
213.6676,0.0838,15.1733,h
303.5676,0.0812,71.5012,h
64.9935,0.1405,25.5893,h
45.847,0.1796,11.7782,h
37.2093,0.2005,46.1597,h
74.2173,0.1054,60.9658,h
21.1974,0.3151,76.589,h
32.1865,0.2892,8.797,h
36.4676,0.1885,46.7456,h
47.8229,0.1593,26.9319,h
32.6247,0.277,19.5734,h
46.3757,0.3235,84.6939,h
74.8745,0.1787,4.7291,h
42.5896,0.1199,41.5633,h
16.2152,0.3064,45.8852,h
79.8789,0.1184,65.2268,h
53.586,0.1933,15.9907,h
99.2092,0.0862,2.8,h
8.2311,0.4696,36.76,h
134.088,0.121,23.0198,h
186.4867,0.1107,67.9583,h
180.1275,0.0842,84.8175,h
38.9227,0.3323,8.727,h
26.3889,0.2919,57.7917,h
100.9329,0.0734,88.4878,h
76.9149,0.091,53.2285,h
59.9073,0.1981,34.4499,h
32.9807,0.1806,64.293,h
191.9532,0.0712,51.4866,h
55.8337,0.1378,9.461,h
58.3776,0.2181,22.8748,h
33.1934,0.2088,60.397,h
12.898,0.4721,56.9702,h
35.6466,0.1251,88.9949,h
271.437,0.0546,64.5036,h
107.571,0.3044,24.561,h
161.4795,0.1515,86.6275,h
303.2787,0.0335,73.703,h
25.2651,0.1836,46.9569,h
112.902,0.1814,73.2598,h
103.1844,0.0461,41.5666,h
78.7876,0.146,28.226,h
197.588,0.0695,55.245,h
53.2843,0.2009,88.8151,h
19.1674,0.3468,7.9106,h
112.388,0.1186,10.8136,h
16.3932,0.3918,13.5955,h
216.8238,0.0078,84.4006,h
224.684,0.2705,53.803,h
19.2365,0.2806,41.0769,h
92.7481,0.1178,37.0921,h
180.0573,0.2264,18.3953,h
27.5001,0.3577,88.5843,h
20.5893,0.3685,51.5765,h
112.628,0.0385,65.6493,h
121.1309,0.1582,15.6468,h
108.2292,0.2753,7.8289,h
35.8012,0.1781,37.256,h
30.0286,0.2019,62.3642,h
23.0836,0.2957,84.3428,h
26.1317,0.287,10.5074,h
62.7337,0.1896,78.1012,h
60.8079,0.169,2.6888,h
132.57,0.1113,58.863,h
30.0741,0.3194,78.5791,h
38.4589,0.2196,29.5189,h
104.472,0.1383,4.296,h
21.1218,0.3439,30.8984,h
110,0.151,7.3746,h
23.2115,0.2654,12.4823,h
18.6742,0.341,38.7916,h
25.8463,0.3087,3.61,h
160.072,0.1157,31.7505,h
182.252,0.099,55.435,h
36.111,0.3778,5.3533,h
49.8633,0.1028,77.711,h
58.505,0.1394,10.3211,h
104.972,0.0712,10.381,h
95.2551,0.086,11.6527,h
12.4392,0.406,8.4374,h
149.0281,0.0244,73.4484,h
145.0981,0.1608,0.7016,h
56.6726,0.1253,10.2461,h
15.2473,0.3553,3.0382,h
101.9189,0.0565,19.2345,h
95.2311,0.0967,56.829,h
119.83,0.0651,77.7234,h
20.93,0.3245,66.697,h
24.7988,0.241,38.354,h
29.6864,0.2724,36.9671,h
14.6728,0.3164,83.1264,h
106.9951,0.1157,7.1503,h
67.4856,0.1888,39.7288,h
48.7057,0.1614,21.1081,h
16.2957,0.3386,40.3177,h
21.3376,0.4794,27.123,h
23.0238,0.4231,53.3703,h
32.9103,0.2145,82.0562,h
44.7389,0.2443,80.5241,h
103.712,0.1072,60.1451,h
21.6838,0.321,22.8694,h
26.7459,0.2656,22.4767,h
140.283,0.0855,41.5116,h
143.3456,0.0618,85.3628,h
27.9409,0.2188,15.2077,h
42.3703,0.1017,37.9786,h
51.1555,0.1409,31.398,h
38.0349,0.3062,40.2139,h
56.4481,0.0877,48.8909,h
25.6521,0.3087,85.5133,h
24.204,0.3268,22.2515,h
23.4414,0.3975,74.136,h
28.6805,0.2843,62.941,h
19.3139,0.3344,63.5259,h
150.3307,0.2203,52.7773,h
42.7949,0.2849,37.684,h
36.7918,0.2987,3.6592,h
94.8772,0.2408,1.374,h
118.395,0.169,10.435,h
61.7023,0.1436,71.9639,h
13.4492,0.4759,78.478,h
23.4666,0.2447,61.1034,h
111.668,0.0723,47.5204,h
24.3806,0.257,34.0116,h
19.0819,0.2909,13.1186,h
51.9638,0.1957,1.0636,h
16.8922,0.428,80.4352,h
18.3486,0.3182,1.6196,h
177.368,0.0878,0.0993,h
102.7604,0.1251,69.6356,h
79.5533,0.0672,25.4271,h
122.506,0.0804,69.256,h
59.0366,0.1939,32.414,h
205.2334,0.1638,21.4383,h
39.6993,0.1854,50.0701,h
17.323,0.3407,31.882,h
8.4802,0.3841,6.0744,h
146.539,0.0464,33.9366,h
111.329,0.1279,81.6471,h
26.0516,0.2671,11.9463,h
84.2891,0.0605,39.6411,h
72.6148,0.1433,56.6254,h
130.308,0.1812,49.759,h
98.9198,0.1335,67.3458,h
22.9464,0.2962,30.529,h
69.9392,0.1584,66.0965,h
126.7675,0.0363,32.4884,h
27.8745,0.3097,4.331,h
173.137,0.177,48.6757,h
141.967,0.1273,47.14,h
42.7346,0.2284,45.0688,h
13.3932,0.4411,6.478,h
25.9888,0.5458,44.8164,h
95.5653,0.1845,37.5814,h
29.3804,0.3127,5.6476,h
23.3769,0.3218,65.5775,h
135.0778,0.0817,59.614,h
64.5254,0.1321,26.525,h
121.6529,0.1206,36.2947,h
11.9675,0.3224,20.9052,h
38.9505,0.2382,61.454,h
137.3998,0.1172,28.3911,h
12.869,0.4406,37.4304,h
101.462,0.1428,22.298,h
65.1269,0.1779,72.0462,h
54.9902,0.1822,12.1284,h
45.8136,0.1347,75.4059,h
25.7625,0.525,20.9026,h
86.2251,0.2049,68.428,h
17.3757,0.2878,44.5518,h
91.8196,0.0822,85.3089,h
32.7936,0.2995,89.9076,h
44.7358,0.1547,89.9042,h
180.7054,0.0191,68.8813,h
117.291,0.0447,83.486,h
22.9433,0.3326,36.284,h
84.1042,0.1559,4.8025,h
9.9191,0.372,54.6087,h
113.2104,0.1143,9.8037,h
21.1241,0.4139,75.894,h
125.8656,0.1239,18.2276,h
35.0604,0.1598,85.5947,h
36.1485,0.2379,72.777,h
68.4537,0.1117,18.6079,h
85.5376,0.1792,87.2812,h
31.5516,0.2251,57.633,h
36.514,0.1743,73.9862,h
12.7246,0.618,83.6171,h
55.3951,0.3039,22.574,h
113.725,0.2,20.2614,h
22.8998,0.2133,84.7038,h
61.7253,0.2542,17.7747,h
57.592,0.1508,26.7966,h
16.5057,0.3059,11.851,h
57.6994,0.1604,50.6926,h
105.348,0.1108,10.196,h
25.2166,0.3276,71.0579,h
136.416,0.0189,78.348,h
25.0966,0.4682,30.7288,h
59.1593,0.1163,51.8434,h
48.6979,0.1168,69.0297,h
24.7731,0.2492,53.7318,h
35.4794,0.175,88.6604,h
34.3841,0.2219,83.3564,h
21.747,0.4008,71.246,h
132.405,0.1462,33.317,h
149.948,0.031,26.043,h
65.7635,0.2126,47.095,h
109.4953,0.0702,39.4314,h
118.743,0.0912,9.051,h
161.555,0.0698,58.62,h
149.484,0.1269,57.703,h
134.515,0.1676,16.052,h
19.3124,0.3341,71.3695,h
93.2473,0.1279,10.055,h
55.958,0.0708,45.4669,h
139.188,0.0352,67.0964,h
19.0828,0.2968,45.0719,h
59.4168,0.2084,88.9233,h
195.3829,0.1271,42.7007,h
122.811,0.1426,25.743,h
131.467,0.0757,59.555,h
85.2941,0.1476,89.2721,h
28.8128,0.3168,46.5083,h
56.9892,0.1909,85.5277,h
202.5795,0.0242,36.7271,h
125.306,0.309,19.2743,h
30.972,0.2213,53.4668,h
164.7008,0.1593,62.6572,h
67.6087,0.2462,79.6662,h
24.1699,0.2157,5.1352,h
27.0694,0.2068,5.0893,h
27.1642,0.3281,15.5513,h
19.4865,0.4321,9.768,h
95.0744,0.136,26.4577,h
51.6228,0.0972,58.805,h
27.9583,0.2594,40.4651,h
64.2169,0.407,33.9807,h
136.3993,0.1218,42.8892,h
20.7721,0.3418,13.7997,h
54.8335,0.1689,24.614,h
13.3408,0.5193,73.701,h
19.4204,0.3957,46.9609,h
17.6877,0.3613,6.794,h
52.1023,0.1632,74.2446,h
21.8272,0.4475,15.2163,h
150.054,0.1325,78.7196,h
206.7469,0.1431,80.4459,h
19.4335,0.2714,82.9906,h
126.6356,0.068,61.4309,h
33.1272,0.1766,84.9179,h
204.7281,0.0664,58.3028,h
20.9817,0.2668,52.2331,h
23.8951,0.2181,79.7671,h
47.6002,0.2681,69.4851,h
24.3082,0.4393,7.024,h
26.4689,0.398,75.699,h
28.4417,0.2556,31.4607,h
41.3691,0.1177,24.194,h
30.5826,0.2064,26.3203,h
29.0263,0.2014,41.0899,h
129.5264,0.1603,83.88,h
60.1109,0.1769,74.056,h
221.538,0.0778,14.1535,h
121.4587,0.0713,26.9872,h
43.4117,0.2589,85.8773,h
44.6944,0.2605,36.465,h
175.6198,0.1378,46.2451,h
98.1339,0.1287,16.565,h
38.8369,0.487,16.1763,h
27.7915,0.1583,24.7819,h
109.615,0.0587,52.6052,h
35.1053,0.338,88.1033,h
20.5434,0.3438,39.6377,h
42.2743,0.2098,81.6438,h
18.8526,0.3311,83.5139,h
39.3361,0.372,66.7342,h
69.9884,0.0867,38.6209,h
32.705,0.3258,50.3919,h
83.8422,0.137,30.396,h
24.8627,0.3289,72.0986,h
35.7042,0.2049,36.37,h
21.2214,0.3044,87.7584,h
79.7511,0.1617,2.4255,h
49.7866,0.1486,42.4042,h
13.0278,0.5032,9.562,h
242.492,0.0625,88.1017,h
16.5577,0.3055,38.5063,h
27.3815,0.214,34.259,h
43.1582,0.166,63.2298,h
89.946,0.1412,27.74,h
19.3169,0.5951,45.3267,h
169.049,0.1137,46.4011,h
30.4835,0.2439,44.3989,h
128.08,0.0692,36.7364,h
123.62,0.0961,25.569,h
77.2493,0.0512,59.2516,h
75.792,0.067,0.6296,h
132.702,0.1066,54.778,h
231.2198,0.0339,75.7118,h
73.0346,0.1942,15.537,h
15.0914,0.3668,42.7974,h
33.7819,0.4102,11.6642,h
49.8798,0.0874,56.821,h
15.806,0.3699,15.8601,h
26.8521,0.39,60.8686,h
115.593,0.2028,54.3338,h
124.6926,0.0647,21.0201,h
73.9831,0.1225,8.5651,h
129.482,0.0267,49.472,h
12.7405,0.4008,50.2015,h
23.4278,0.1731,18.8023,h
47.5061,0.2215,21.389,h
185.6516,0.0927,47.2783,h
190.008,0.008,32.083,h
16.3285,0.3938,47.7815,h
108.6269,0.1442,15.2362,h
91.2813,0.1799,66.8335,h
19.5122,0.2236,43.126,h
139.579,0.2336,9.2489,h
72.5875,0.2451,87.3017,h
33.3877,0.2512,66.4296,h
33.9844,0.3442,46.603,h
18.8087,0.33,11.8816,h
92.1716,0.0741,61.762,h
50.3019,0.1563,40.14,h
14.4194,0.4178,77.9739,h
37.1336,0.2705,74.435,h
195.4811,0.0508,85.6807,h
41.9892,0.1857,70.9603,h
27.1686,0.2844,26.81,h
159.275,0.0392,79.626,h
73.8643,0.0662,16.6332,h
19.8047,0.3131,70.7052,h
41.6116,0.2022,85.6838,h
27.2144,0.2142,67.8016,h
126.397,0.0619,4.2599,h
25.8127,0.2852,67.8393,h
98.881,0.1221,20.2721,h
40.0726,0.1958,15.5932,h
26.8185,0.2539,68.33,h
123.4751,0.0399,45.182,h
90.9744,0.3666,6.4514,h
18.2285,0.6296,79.4702,h
73.8615,0.0812,61.503,h
21.2307,0.3003,36.584,h
29.7979,0.4679,8.6839,h
33.6386,0.3125,3.0282,h
29.0168,0.1905,79.4579,h
86.4336,0.1123,50.1297,h
116.935,0.1779,39.109,h
27.8161,0.3589,55.5221,h
52.9512,0.1321,15.7762,h
54.2256,0.2944,0.2295,h
74.6868,0.2258,21.453,h
29.2304,0.2938,22.2624,h
81.0903,0.0926,3.6095,h
27.3045,0.185,76.8949,h
140.578,0.1106,87.3467,h
16.1728,0.5297,81.6645,h
168.6169,0.0565,31.7599,h
84.1012,0.1051,10.0766,h
34.8773,0.2677,34.4381,h
26.976,0.2436,0.6298,h
16.6163,0.2241,30.4676,h
37.4998,0.1812,56.4826,h
104.1475,0.0602,86.529,h
108.5198,0.157,25.0553,h
144.116,0.0246,14.1751,h
54.3629,0.2041,82.2071,h
33.6123,0.3327,55.449,h
29.161,0.4561,48.485,h
32.0877,0.2073,29.936,h
29.8636,0.182,41.9342,h
127.314,0.086,68.0493,h
46.2745,0.2213,66.6513,h
76.1995,0.1367,86.7687,h
38.1486,0.2742,42.457,h
14.0462,0.4675,60.9684,h
66.1767,0.2506,1.2688,h
214.4246,0.1527,18.6414,h
29.8806,0.2355,72.641,h
24.8882,0.4472,38.8998,h
25.7282,0.2383,68.858,h
152.8,0.0766,53.7624,h
34.9165,0.2328,70.5669,h
90.4367,0.213,46.163,h
30.4077,0.2301,38.5799,h
33.0706,0.3263,33.8447,h
33.6341,0.2142,67.6115,h
29.579,0.3144,62.0819,h
17.0996,0.3339,55.8099,h
14.0316,0.5229,25.5951,h
19.9156,0.2254,5.5886,h
44.8561,0.2079,61.0617,h
14.5938,0.259,21.7229,h
62.9751,0.0759,42.6852,h
32.4246,0.1754,64.1998,h
39.3282,0.2987,10.5731,h
23.251,0.277,25.3941,h
36.4863,0.1632,50.9886,h
46.6182,0.1471,24.037,h
76.074,0.1932,35.4976,h
36.6668,0.1952,57.928,h
102.866,0.0906,49.218,h
18.988,0.3709,51.167,h
90.261,0.1019,13.7914,h
40.1255,0.102,9.5306,h
93.7206,0.1253,81.6774,h
116.2172,0.1369,9.2964,h
12.8581,0.5868,14.56,h
47.0773,0.1589,26.9054,h
103.1581,0.1473,71.4888,h
66.5997,0.1376,10.178,h
92.5788,0.1576,3.2744,h
32.618,0.2678,46.9598,h
20.7277,0.3633,89.538,h
49.711,0.1265,38.0285,h
59.8575,0.1836,73.0876,h
48.8309,0.1974,83.5742,h
42.5159,0.2629,85.3938,h
16.5019,0.2389,89.2172,h
91.9461,0.0544,41.784,h
102.6651,0.1088,24.4692,h
25.4432,0.3627,46.22,h
33.9655,0.2194,57.9723,h
27.7629,0.4276,60.2751,h
80.7943,0.0632,30.47,h
137.881,0.1193,75.4894,h
72.0759,0.1975,53.6123,h
48.9181,0.2411,76.8882,h
171.0088,0.1214,49.181,h
25.4681,0.2855,26.477,h
