@relation magic

@attribute FSize numeric
@attribute FAlpha numeric
@attribute FDist numeric
@attribute Class {g,h}

@data
3.1239,4.2953,339.795,g
3.2353,0.0449,196.732,g
2.2443,88.4999,189.577,g
3.5449,3.0108,207.337,g
2.1732,1.9866,232.944,g
2.7324,11.3638,127.633,g
2.9157,4.5394,152.473,g
2.7892,37.525,177.184,g
2.9868,17.724,277.313,g
2.9309,11.9427,181.511,g
2.7604,3.0127,139.403,g
2.3139,34.507,189.774,g
3.5143,2.2905,355.411,g
2.3865,34.6822,204.302,g
2.5465,48.5058,224.416,g
2.5257,55.6963,70.7783,g
2.4472,7.418,141.289,g
3.5998,4.7264,256.773,g
2.4564,47.777,149.657,g
3.0368,4.202,262.328,g
2.5072,21.5205,159.421,g
2.749,2.489,162.538,g
3.1778,12.513,210.999,g
3.8612,6.138,182.104,g
2.1732,27.583,189.783,g
2.4125,58.441,193.479,g
2.7455,37.9035,202.109,g
2.1383,14.441,190.721,g
2.8395,2.023,305.823,g
2.8251,80.2551,103.138,g
2.301,2.664,128.666,g
4.0372,3.2,281.297,g
3.033,1.962,199.036,g
3.4455,3.2554,191.222,g
2.873,8.469,195.022,g
2.8713,6.0528,233.292,g
2.4983,0.4852,165.158,g
2.3766,16.73,238.833,g
2.9903,30.645,179.502,g
2.7701,9.7906,199.811,g
4.1929,0.6288,214.293,g
2.4533,4.3351,200.442,g
3.4601,0.4546,278.737,g
2.7976,24.4741,99.7426,g
2.4495,28.328,44.6209,g
2.6015,4.6955,209.999,g
2.8354,6.6169,158.463,g
2.6238,30.8412,108.532,g
2.9607,73.467,18.578,g
2.5735,76.2728,175.262,g
2.5496,20.028,215.085,g
2.5472,23.006,241.939,g
3.1011,13.807,232.74,g
2.6117,4.7658,270.096,g
2.7675,3.2801,272.398,g
2.3829,35.2698,165.139,g
3.3071,2.0902,295.371,g
2.3493,2.0464,175.212,g
2.8338,3.531,209.778,g
2.5092,31.6319,118.559,g
2.9814,10.0602,122.95,g
2.871,1.9948,286.301,g
2.5916,10.0049,223.025,g
3.9179,8.6814,392.792,g
3.7932,1.149,351.204,g
3.2525,7.5444,257.263,g
2.3212,15.7217,170.12,g
3.3826,5.288,228.431,g
2.5982,1.8198,182.854,g
2.9325,15.1333,187.894,g
2.7517,2.048,230.339,g
2.4232,1.635,180.783,g
3.6432,4.988,258.822,g
2.5179,17.638,103.521,g
2.9793,19.158,155.814,g
2.9829,2.057,203.563,g
2.372,20.6729,174.312,g
3.7287,2.6233,254.449,g
2.1732,0.8832,184.309,g
2.1222,16.29,147.314,g
3.056,0.2328,239.592,g
3.1749,8.5332,248.42,g
2.4116,67.771,62.8114,g
2.5658,4.167,220.93,g
2.2577,34.1365,130.378,g
2.567,11.3585,232.055,g
3.6349,1.581,296.75,g
2.2889,37.2132,173.349,g
3.5638,10.522,216.027,g
3.0257,7.341,162.335,g
3.5272,7.611,234.68,g
2.1477,23.3325,56.8943,g
2.3729,59.9534,169.801,g
2.1055,24.434,262.641,g
2.708,14.1753,209.946,g
2.2683,14.518,67.5566,g
2.2304,52.427,168.203,g
3.444,0.533,295.65,g
2.4871,36.722,126.775,g
2.8825,5.955,112.79,g
2.9435,2.871,294.596,g
2.8322,37.794,150.647,g
2.6613,3.154,120.967,g
2.3522,32.589,106.836,g
3.2857,4.1101,95.3127,g
2.5244,22.478,178.469,g
2.6444,25.6036,90.9492,g
3.7376,0.8106,372.3,g
2.5321,3.459,159.462,g
3.1981,16.04,170.783,g
2.1414,40.656,146.512,g
2.4495,56.812,206.629,g
2.4464,0.534,143.031,g
2.9666,3.5273,212.538,g
2.6128,4.182,146.803,g
2.2355,41.4167,139.167,g
3.6665,8.681,234.399,g
3.125,3.821,330.608,g
3.049,2.011,177.4,g
2.7892,35.915,232.215,g
2.7846,12.3296,266.633,g
3.0874,14.573,305.318,g
2.4914,38.85,107.562,g
3.5759,0.3521,304.885,g
3.1564,4.434,229.766,g
2.9159,5.6891,225.22,g
2.415,52.38,182.571,g
2.6091,8.7213,149.954,g
2.2,47.048,34.5555,g
2.7589,17.2382,79.4087,g
3.0032,2.2766,239.105,g
2.5993,20.4432,169.707,g
2.6258,77.961,128.676,g
3.4348,9.0346,210.203,g
2.7131,13.2274,89.1136,g
2.6355,8.2142,199.937,g
3.6755,1.6314,331.72,g
2.7792,29.644,28.8145,g
2.1508,86.7275,111.528,g
3.1524,0.36,322.166,g
2.5752,19.496,241.328,g
3.8792,4.5885,261.942,g
2.634,60.493,185.734,g
3.5912,5.1993,358.999,g
2.3701,21.638,213.759,g
3.1327,13.988,205.323,g
2.7324,30.186,117.287,g
2.357,1.9502,169.273,g
2.6217,25.715,212.126,g
2.4735,6.736,166.044,g
2.3598,34.9176,129.056,g
2.7308,19.7833,202.754,g
2.281,15.261,80.8787,g
2.8506,1.1537,120.834,g
2.316,7.1894,176.713,g
3.2316,3.9671,207.605,g
2.7024,4.2637,231.15,g
3.4371,8.174,167.285,g
3.0257,1.4587,256.229,g
2.8842,4.9423,184.25,g
2.4928,0.306,245.704,g
3.9908,1.7611,314.719,g
2.5315,2.259,318.73,g
3.0265,1.732,216.981,g
3.1854,29.8,158.234,g
2.4976,44.921,133.544,g
2.3243,23.769,195.088,g
3.939,1.796,296.651,g
3.5002,9.008,277.138,g
2.6345,58.335,101.027,g
2.6243,0.2487,222.136,g
2.8385,0.4904,159.66,g
3.587,1.3633,343.2,g
2.2648,62.1533,168.74,g
3.0037,60.676,49.4711,g
3.0408,11.302,281.62,g
3.3673,4.1168,309.271,g
2.3874,60.649,67.0224,g
2.6508,17.1919,91.2358,g
2.1688,12.415,164.357,g
2.29,15.8411,136.798,g
2.7135,18.6544,136.253,g
2.6726,2.2185,186.481,g
2.941,21.5907,177.979,g
2.732,17.637,104.8,g
2.7235,24.821,140.829,g
2.5119,19.1574,196.387,g
2.8373,0.0103,353.41,g
2.8873,36.8773,49.882,g
2.8893,11.4565,158.769,g
2.995,5.5299,157.197,g
2.4322,0.134,111.337,g
2.2028,37.3872,128.363,g
2.3149,89.0757,180.229,g
2.7763,4.233,281.162,g
2.2405,57.4577,25.4976,g
3.1096,3.0146,306.255,g
2.3522,35.427,155.95,g
3.3678,4.76,245.205,g
2.6263,11.0676,128.462,g
2.7088,7.629,220.475,g
2.2625,5.1507,189.434,g
2.4241,29.844,225.566,g
2.6493,3.7162,185.267,g
2.4338,48.9365,183.95,g
3.084,3.905,171.15,g
2.1931,0.091,182.532,g
2.5045,0.8,212.516,g
3.6205,44.927,29.3704,g
2.4099,3.2309,137.584,g
2.5682,15.8331,82.8225,g
2.6186,10.1725,80.3929,g
2.4166,32.4811,199.951,g
2.9256,7.5903,221.887,g
2.3683,11.762,192.497,g
3.269,23.8454,152.188,g
3.4254,5.117,285.011,g
2.3627,3.438,108.319,g
2.8274,5.3213,155.295,g
3.9639,0.6696,254.693,g
2.6613,5.6712,258.733,g
3.7106,13.7,290.409,g
3.3093,1.6058,147.6,g
2.4749,3.0331,163.523,g
2.891,17.353,114.705,g
2.2393,16.921,178.179,g
2.5545,33.326,39.5942,g
2.1156,43.7132,77.6975,g
3.5505,1.884,246.495,g
2.616,0.8652,256.869,g
3.0757,2.9623,315.02,g
3.3903,1.985,369.023,g
2.29,17.734,189.296,g
3.1392,0.834,244.819,g
2.4191,72.4626,106.234,g
2.5871,21.903,127.376,g
2.5289,6.2697,216.192,g
2.2923,28.986,123.604,g
2.6469,30.876,127.088,g
2.9309,28.926,110.928,g
2.8724,2.089,154.78,g
3.3527,9.2458,279.696,g
2.3243,74.7762,95.6557,g
2.829,11.0098,161.246,g
3.7862,3.3724,379.671,g
3.0633,34.3027,269.966,g
3.0404,16.0801,126.656,g
2.4479,15.8624,131.1,g
2.1319,21.8775,67.1323,g
2.6781,26.881,63.7637,g
2.5653,68.6169,50.8582,g
3.3085,4.71,324.804,g
2.8466,51.7341,158.331,g
2.5017,12.1487,217.988,g
3.2961,7.47,109.393,g
3.8473,1.5216,329.357,g
3.0506,6.1251,160.041,g
2.8231,81.589,48.8226,g
3.2792,21.5092,108.854,g
2.4533,35.088,151.848,g
2.9954,0.3729,178.562,g
3.2641,0.67,150.761,g
2.3375,0.251,90.8107,g
2.6101,0.8987,159.995,g
2.2923,28.035,152.367,g
2.4249,85.0171,203.782,g
2.4764,8.0924,98.6312,g
2.9535,12.88,113.583,g
2.5126,75.669,113.658,g
2.4502,66.01,155.056,g
2.5198,21.041,140.418,g
2.3953,25.4615,140.585,g
2.7694,1.2306,243.478,g
2.1973,36.0741,129.046,g
2.937,1.2651,206.155,g
2.433,6.816,145.572,g
3.5232,3.915,350.357,g
2.8974,1.2146,260.579,g
3.0881,4.3666,319.404,g
2.4338,86.2162,149.012,g
2.5971,55.884,44.9015,g
2.8739,7.085,196.631,g
3.9723,1.7384,293.371,g
2.1508,49.707,167.443,g
3.9838,5.5948,226.243,g
2.8943,0.933,248.854,g
2.5051,23.211,108.462,g
2.6479,22.4192,196.342,g
2.5888,17.1332,187.177,g
2.0233,79.5407,164.163,g
2.2405,26.997,233.159,g
2.3589,10.066,192.929,g
3.0565,0.3246,188.124,g
3.273,2.6,148.692,g
2.4074,33.7292,165.33,g
2.404,11.201,122.124,g
4.1671,0.608,271.591,g
3.2383,8.889,248.691,g
2.8576,2.219,147.678,g
2.3454,13.2097,207.403,g
2.2683,18.9122,191.764,g
2.3664,14.7135,150.193,g
3.7167,3.0387,197.238,g
2.372,59.7912,132.003,g
2.3334,6.2819,135.559,g
2.8645,49.979,85.3921,g
2.1599,45.5575,150.963,g
2.3936,12.5937,171.925,g
2.3345,14.4,203.949,g
2.8109,9.021,244.668,g
2.9009,7.7249,250.769,g
3.0261,2.3692,180.639,g
2.4829,1.9409,160.222,g
2.4298,7.6029,238.21,g
2.8707,20.151,193.305,g
2.0846,83.3102,178.04,g
2.6693,1.3953,206.647,g
3.269,14.18,184.217,g
2.6642,2.4949,213.169,g
3.9254,0.8542,257.921,g
3.0007,0.5477,252.716,g
2.8072,35.0126,203.238,g
2.5447,11.6695,149.369,g
2.2601,38.001,98.5799,g
2.7734,0.294,167.112,g
2.5916,25.7775,91.6373,g
2.357,67.7358,139.591,g
2.7372,0.881,208.271,g
3.4081,3.0708,198.484,g
2.8065,10.018,244.041,g
2.5315,30.271,108.081,g
2.5283,11.697,268.957,g
4.4451,2.9341,257.85,g
2.5933,36.3353,60.1209,g
2.4166,2.941,202.919,g
2.2999,59.2812,181.33,g
3.2961,0.9621,312.489,g
2.2833,51.112,202.572,g
2.6021,9.6722,262.144,g
2.894,4.14,273.792,g
2.6405,14.583,124.931,g
3.5835,0.1225,227.755,g
2.5905,20.582,220.297,g
3.4638,0.8905,267.433,g
2.2742,6.7698,111.115,g
2.4969,69.6348,166.487,g
2.9345,1.18,362.781,g
2.1055,4.176,200.477,g
3.3138,6.782,199.855,g
2.5617,64.622,226.045,g
3.0552,19.309,139.718,g
2.2672,6.6566,164.392,g
2.4639,3.637,74.0235,g
2.1414,31.1069,165.4,g
2.9809,8.915,91.0665,g
2.4601,0.8525,195.313,g
2.3655,25.3875,219.397,g
2.847,8.195,95.0646,g
2.9786,1.006,186.091,g
2.3444,26.6657,203.478,g
2.7948,10.1619,187.348,g
2.9605,5.3339,273.305,g
2.2455,0.018,126.508,g
2.4526,6.8087,222.35,g
3.4059,5.381,252.267,g
2.3531,15.9915,222.444,g
3.1905,4.382,211.926,g
2.6444,9.5917,122.118,g
2.4526,28.7838,162.13,g
2.894,78.04,99.6224,g
3.7199,1.0275,174.979,g
3.699,2.3853,282.051,g
2.8132,8.2676,142.795,g
2.5447,0.394,161.464,g
2.9617,16.39,178.782,g
2.2923,41.669,110.649,g
2.4314,1.3133,167.008,g
2.9001,9.053,202.271,g
2.7931,18.694,214.053,g
3.0045,8.6009,199.15,g
2.2343,82.7575,113.965,g
3.2848,9.2693,263.055,g
3.2293,7.0009,205.821,g
3.0869,8.7643,228.839,g
3.1992,2.091,245.683,g
2.6637,8.1316,238.754,g
3.9343,0.4882,290.224,g
2.6689,2.2573,168.445,g
3.1252,9.565,144.714,g
2.6707,3.565,101.943,g
2.9696,1.4973,214.795,g
3.1204,1.579,250.993,g
2.7756,38.707,75.5234,g
2.7941,0.428,251.047,g
2.9383,15.4657,173.63,g
2.5119,5.435,204.554,g
2.4836,11.507,173.85,g
2.1477,28.175,93.3325,g
2.721,15.9601,165.809,g
2.9474,21.504,117.701,g
2.3664,13.935,169.1,g
2.76,26.9369,132.051,g
2.3729,44.263,80.0224,g
2.8558,2.2496,221.213,g
3.3567,5.245,199.55,g
2.2718,36.721,161.621,g
2.4639,8.17,124.73,g
2.9415,1.949,315.411,g
2.8739,14.8637,131.863,g
3.0609,6.339,211.164,g
2.6871,1.9636,256.718,g
2.5514,63.9721,129.362,g
3.4491,16.686,181.664,g
3.372,1.8622,197.087,g
2.4281,12.9105,152.557,g
2.7139,11.359,74.4211,g
2.5139,5.1421,306.684,g
2.836,3.8346,224.906,g
3.1297,7.243,198.622,g
3.1316,6.772,227.296,g
2.1287,58.21,92.8243,g
2.4579,41.3475,194.711,g
2.1833,8.855,168.782,g
2.2742,43.7863,65.015,g
3.6768,3.663,291.545,g
2.5139,28.8593,88.4362,g
2.0737,1.9575,182.312,g
2.4624,22.4722,213.275,g
3.0183,2.846,242.749,g
2.2135,72.219,202.517,g
2.1255,30.5302,157.978,g
3.264,59.896,54.7709,g
3.1174,2.6399,144.71,g
2.2945,30.8438,186.608,g
2.4949,9.6844,210.067,g
2.721,5.293,225.942,g
3.2767,2.2272,266.53,g
3.2303,5.806,235.644,g
2.2989,65.595,63.9031,g
3.2239,4.8815,278.764,g
2.4807,15.4535,222.331,g
2.9941,9.8102,204.407,g
3.3344,6.1974,217.096,g
2.6853,12.193,252.294,g
2.3945,14.135,123.731,g
3.1178,33.371,142.269,g
2.4683,4.0499,137.387,g
2.1658,79.7945,47.491,g
2.5729,13.1609,123.628,g
3.2204,27.672,108.903,g
3.2655,1.018,311.694,g
2.8062,22.353,243.839,g
2.3345,6.8181,210.842,g
2.8454,1.228,171.96,g
3.104,60.7186,103.947,g
2.5647,21.922,111.307,g
2.3118,26.733,132.136,g
2.3385,16.7345,158.607,g
2.444,34.849,199.666,g
2.4158,15.6776,104.576,g
3.4009,2.9063,282.081,g
2.6981,15.162,224.241,g
2.8106,1.126,154.515,g
2.574,75.209,173.977,g
2.6898,3.1073,157.071,g
2.4241,5.507,194.343,g
2.7723,3.397,135.597,g
3.5415,0.296,341.694,g
3.1258,1.81,362.077,g
3.5105,0.26,288.838,g
2.6817,4.706,202.458,g
2.7164,46.068,144.821,g
2.433,3.951,196.813,g
2.74,3.616,163.201,g
2.8654,3.029,230.071,g
2.7668,33.509,170.349,g
2.9261,0.2638,316.403,g
3.3037,2.594,204.329,g
2.2923,1.618,155.279,g
3.0981,0.193,258.158,g
2.3314,2.0958,165.64,g
2.1123,47.2691,123.904,g
2.2068,2.442,110.011,g
2.659,8.0922,196.129,g
2.8555,23.9541,231.642,g
3.042,4.772,271.833,g
3.4736,1.6503,260.79,g
3.0054,5.5364,123.3,g
3.9481,3.5745,202.092,g
2.4771,14.948,186.382,g
2.2776,5.6594,197.583,g
4.1631,1.333,293.505,g
3.0191,6.696,237.104,g
2.3598,35.7407,75.258,g
2.8325,37.42,194.753,g
2.7973,14.3675,205.305,g
3.2955,1.696,158.329,g
3.404,0.2039,250.145,g
2.4346,2.976,250.944,g
3.1243,0.583,202.273,g
2.2122,6.7579,105.544,g
3.6139,1.987,359.884,g
2.6812,3.1075,193.811,g
2.2188,26.688,118.054,g
2.9943,3.735,235.89,g
3.0596,18.1335,157.777,g
3.4007,1.893,257.394,g
3.6719,6.811,283.679,g
3.2491,6.1571,232.258,g
2.8785,2.035,268.295,g
2.8768,38.508,128.806,g
3.5083,5.3505,234.588,g
2.9467,13.846,67.3315,g
2.2467,10.626,91.5343,g
3.1593,14.399,150.015,g
2.3334,4.738,95.0864,g
2.9757,7.8318,308.865,g
3.0416,1.202,330.15,g
2.8756,14.5582,231.659,g
3.5614,2.3428,317.93,g
2.934,79.959,23.2363,g
2.639,19.0188,224.987,g
3.7191,8.264,181.652,g
4.3177,2.6087,295.838,g
2.1399,68.8859,145.365,g
2.702,0.0339,254.757,g
2.055,24.7313,201.238,g
2.9757,0.7194,344.483,g
2.3334,15.8492,64.6895,g
2.6702,5.2528,278.957,g
3.0147,3.7874,199.01,g
2.7214,30.297,231.445,g
2.243,26.831,126.2,g
2.485,78.5386,214.316,g
3.193,9.3234,248.75,g
2.29,25.2015,143.435,g
3.2531,6.389,302.484,g
2.8639,10.2801,234.708,g
2.9941,17.968,62.9514,g
2.404,36.457,132.889,g
2.9941,0.811,196.852,g
2.6165,25.723,229.144,g
2.9238,1.817,244.718,g
2.8089,10.628,207.959,g
2.3829,54.4208,207.886,g
2.6335,2.4634,268.036,g
2.8222,23.851,71.6871,g
2.3304,3.9389,188.343,g
3.0035,88.582,97.1847,g
4.3727,1.5862,248.83,g
2.5302,5.4134,154.563,g
3.145,1.5993,146.986,g
3.2469,9.1708,102.7,g
2.0986,82.2589,235.163,g
2.2109,39.62,160.734,g
2.4646,13.097,151.687,g
2.0626,86.497,130.298,g
2.4023,32.816,154.342,g
2.1055,46.066,150.835,g
2.7189,81.4656,62.1731,g
2.2589,10.1245,184.334,g
2.5347,3.244,169.007,g
2.9566,4.1447,317.994,g
2.8392,2.7873,259.734,g
2.4793,14.9667,115.333,g
2.4518,4.684,219.704,g
2.4728,1.407,175.8,g
2.5752,19.267,147.791,g
3.8254,4.8245,159.71,g
2.9593,30.9438,99.3128,g
3.0011,7.4092,300.243,g
2.1945,60.197,98.8267,g
2.1833,15.8005,197.546,g
3.0869,6.8749,149.3,g
2.841,20.2025,206.748,g
3.2407,4.1267,172.418,g
2.2122,9.1895,193.294,g
2.9894,6.159,256.009,g
2.6547,81.6716,167.099,g
2.4031,51.967,223.162,g
2.3253,24.5831,254.896,g
3.1178,8.37,228.451,g
2.2625,26.9489,225.367,g
2.3775,44.1008,144.122,g
2.6395,30.144,161.147,g
2.8896,10.575,236.327,g
3.7516,0.7623,361.436,g
2.6508,29.3578,88.283,g
2.4289,8.891,133.345,g
2.5763,21.937,124.451,g
3.1978,11.867,93.1345,g
2.3541,8.8466,184.876,g
2.8842,7.312,253.205,g
2.9378,3.2589,274.737,g
2.4735,6.278,319.447,g
3.3741,0.386,275.671,g
2.2355,79.8933,250.736,g
3.1836,1.471,111.585,g
2.837,1.7725,130.101,g
4.4152,0.108,306.566,g
2.5944,5.079,215.597,g
3.0467,4.6563,144.012,g
2.847,3.661,168.403,g
3.8061,3.419,106.582,g
2.9358,7.91,56.3035,g
3.3771,1.215,352.944,g
2.6857,32.814,152.297,g
2.3304,51.965,191.678,g
2.3847,42.462,77.5756,g
2.8624,4.9786,132.009,g
2.7763,10.816,197.083,g
2.5938,0.1315,135.601,g
2.2683,45.87,85.0188,g
2.5581,12.6698,128.282,g
2.4518,4.1807,181.842,g
2.6942,5.153,174.052,g
2.7578,1.0346,189.956,g
3.1422,1.3845,335.667,g
2.4166,0.562,218.408,g
2.8805,10.2623,139.235,g
2.8739,3.7729,270.468,g
3.1045,14.111,237.343,g
3.0037,13.5359,242.067,g
2.224,54.0277,181.817,g
2.5315,72.7366,97.247,g
2.8636,4.419,192.589,g
2.754,13.874,207.444,g
3.3194,22.471,141.601,g
2.5478,1.0147,216.425,g
3.0548,4.405,96.4839,g
2.4257,68.308,233.075,g
2.8624,5.559,281.418,g
3.3004,0.647,337.257,g
3.6012,1.0298,273.41,g
2.1255,82.4198,183.979,g
2.5611,53.01,111.763,g
2.7966,3.386,177.423,g
2.3243,4.875,239.226,g
2.4955,7.226,150.414,g
3.4634,5.352,269.141,g
2.2201,18.975,193.928,g
2.6212,16.5306,158.12,g
2.1688,29.3485,237.31,g
2.7439,0.415,266.615,g
2.8759,9.2085,244.753,g
3.0927,9.9658,167.654,g
2.4191,46.942,186.32,g
2.4676,2.0623,114.789,g
2.8907,3.892,139.333,g
2.2041,40.8521,206.093,g
2.1383,58.0375,200.801,g
3.5792,7.5688,244.516,g
2.4886,18.758,124.063,g
3.4226,8.824,157.748,g
4.9946,76.3946,41.4222,g
3.0286,5.144,294.539,g
3.3264,6.665,208.486,g
2.4464,11.7646,192.422,g
2.8713,12.3675,263.99,g
2.721,17.512,152.866,g
3.3377,23.2244,114.844,g
2.9692,0.6186,356.707,g
3.0927,3.4724,217.62,g
2.3263,7.9443,105.688,g
2.3086,16.2545,192.505,g
2.081,74.511,179.276,g
2.633,84.8323,73.0494,g
2.3865,15.643,223.215,g
2.5105,13.932,304.316,g
2.2,63.541,229.429,g
2.7135,17.9519,143.426,g
3.0145,0.5949,211.786,g
2.6857,77.952,84.8202,g
3.1508,10.051,247.674,g
2.5641,65.1564,105.288,g
2.9857,5.928,203.755,g
2.4175,7.251,205.718,g
2.2529,26.545,204.124,g
2.749,0.783,178.978,g
2.6279,2.6246,188.231,g
2.2683,9.9089,173.181,g
2.3802,20.3047,236.293,g
2.1658,9.2006,182.865,g
2.8594,26.6457,179.994,g
2.0394,59.206,170.806,g
2.4472,3.2782,170.519,g
2.3294,52.554,289.005,g
2.8848,1.0421,237.065,g
2.5563,62.3504,184.06,g
2.4409,10.379,174.131,g
3.77,9.487,96.3426,g
2.6518,48.493,150.95,g
2.5922,8.284,197.112,g
2.4409,34.667,188.074,g
2.2516,66.0814,213.987,g
2.7292,7.891,313.536,g
2.2589,68.3213,164.001,g
3.907,18.8033,112.442,g
3.1391,13.285,247.465,g
2.7427,39.0829,143.347,g
2.7672,4.391,74.6131,g
2.617,37.1267,127.82,g
2.9775,6.6443,149.081,g
3.3406,25.23,135.35,g
3.4716,5.5776,263.62,g
2.2945,13.098,194.157,g
2.9206,8.3799,211.69,g
2.8639,22.696,124.747,g
2.5581,10.7079,142.077,g
2.4983,5.414,84.3117,g
2.5347,4.507,261.296,g
2.7118,12.0273,116.339,g
2.7642,71.4495,43.6149,g
2.3263,31.76,247.824,g
2.2589,2.602,129.91,g
2.6222,16.8631,140.315,g
3.4784,2.9595,347.263,g
2.0588,41.2181,240.018,g
2.3304,0.8576,188.3,g
3.4434,0.9753,302.897,g
2.1222,79.5842,155.29,g
2.998,5.8093,191.805,g
2.5711,21.5187,75.9731,g
2.7486,6.6996,140.956,g
2.7934,30.8085,74.2206,g
3.3507,4.074,295.106,g
2.6325,83.7468,37.3899,g
3.7525,0.035,263.59,g
2.1383,67.9698,122.004,g
2.0273,66.733,131.543,g
2.2279,20.22,225.296,g
3.1278,0.447,282.676,g
3.628,1.706,220.851,g
2.4257,26.604,74.3439,g
2.3608,6.3767,81.2112,g
3.5356,0.8537,352.474,g
2.1717,25.883,115.52,g
2.1508,0.0002,177.88,g
2.3096,5.0985,129.562,g
3.1443,11.29,254.383,g
2.702,41.559,124.563,g
3.4878,5.466,184.514,g
2.7551,6.166,309.411,g
2.7173,9.0922,179.118,g
2.6866,2.125,180.787,g
2.4609,9.201,237.578,g
2.7566,25.724,157.738,g
2.1287,84.7088,273.662,g
3.2103,3.9083,284.264,g
2.5308,15.7149,207.349,g
3.4943,0.5731,327.217,g
2.3683,15.387,167.018,g
2.4639,88.8305,37.3543,g
2.5126,68.429,43.6223,g
3.2881,0.334,257.193,g
2.8212,1.2118,257.408,g
3.9546,3.0657,310.751,g
2.8621,3.4161,165.107,g
2.541,3.7685,137.491,g
3.2469,0.022,311.874,g
3.1526,2.12,208.017,g
2.6739,17.713,89.1934,g
2.1446,24.9009,92.3585,g
2.5459,7.388,187.286,g
2.6004,22.438,86.1205,g
4.1444,1.5522,275.117,g
2.6702,8.609,171.802,g
3.6414,5.57,185.093,g
2.8065,0.72,166.668,g
2.7738,15.547,217.474,g
2.1629,59.2402,227.049,g
2.9848,1.6086,197.139,g
3.4591,0.062,291.569,g
2.4713,3.1678,119.874,g
3.328,7.0973,226.194,g
2.1156,16.706,139.361,g
2.0846,49.891,148.162,g
3.32,4.187,219.692,g
2.4893,47.377,183.708,g
3.0654,5.7949,227.657,g
2.8666,7.611,131.335,g
2.7509,1.985,177.428,g
2.2122,30.0911,84.3675,g
3.5782,4.159,226.179,g
4.0987,0.8412,314.621,g
2.2355,65.6716,180.926,g
2.3032,5.495,154.585,g
2.8052,16.9055,248.17,g
2.2799,43.706,215.701,g
3.2417,7.511,134.214,g
2.6053,3.129,238.944,g
3.1578,6.648,185.857,g
2.2317,75.493,219.705,g
2.738,3.0091,282.12,g
3.5144,13.8747,183.081,g
2.5849,16.2105,139.812,g
3.2653,0.4481,226.752,g
2.7853,18.6016,130.985,g
2.4257,62.887,72.4328,g
2.9385,7.4038,224.584,g
3.1989,0.0056,126.288,g
2.8774,2.622,246.013,g
2.567,3.739,167.248,g
2.5447,32.125,64.3195,g
2.4691,19.042,202.127,g
2.5688,65.808,106.243,g
2.5775,6.837,133.58,g
2.4409,82.0579,168.579,g
2.667,54.9356,226.905,g
2.8179,2.1198,198.837,g
2.6785,9.736,191.158,g
2.7683,3.6208,203.094,g
2.2109,16.8038,154.15,g
2.5557,25.877,161.066,g
2.752,0.487,189.187,g
3.1998,8.0243,167.334,g
2.7727,3.757,177.956,g
2.971,5.892,238.332,g
2.5072,1.987,182.448,g
2.4533,7.346,131.925,g
2.9031,4.9132,133.565,g
2.8176,12.3055,226.567,g
2.29,65.5458,103.146,g
2.4091,29.1592,210.945,g
2.8762,5.554,203.243,g
2.636,10.136,139.708,g
2.0473,14.1769,106.078,g
2.4646,25.2944,178.553,g
2.6294,3.056,213.216,g
3.345,10.7786,295.958,g
2.4191,25.6299,176.581,g
3.2832,7.011,310.841,g
3.4897,2.69,331.581,g
3.0993,6.3777,247.2,g
3.9758,0.212,309.845,g
2.541,6.088,88.5835,g
2.382,0.9654,211.733,g
3.4318,1.621,218.27,g
2.4306,17.559,248.763,g
3.0613,16.783,194.76,g
2.6175,45.808,101.397,g
2.9093,13.062,200.603,g
2.6848,6.0914,295.249,g
2.4935,62.9998,115.607,g
2.316,20.588,171.369,g
2.1804,35.4993,95.7374,g
2.4289,10.378,216.895,g
2.48,15.7002,144.76,g
4.0373,1.9529,298.428,g
2.5145,19.612,146.454,g
2.2304,14.8311,207.058,g
2.4864,14.2929,238.292,g
2.7899,32.8826,138.13,g
2.1688,37.04,100.778,g
2.4822,14.71,170.615,g
2.7255,11.385,221.437,g
3.2398,2.39,294.692,g
2.4609,16.2131,110.497,g
2.7447,0.8956,302.925,g
3.0097,3.236,348.406,g
3.5016,9.056,250.69,g
2.0394,75.0703,99.2704,g
2.8808,1.741,264.794,g
3.0471,3.597,239.736,g
3.7005,5.1838,224.977,g
3.4345,0.0031,307.387,g
2.9741,16.8909,200.203,g
2.224,41.1662,105.681,g
3.0126,13.9853,169.827,g
2.7419,13.603,121.477,g
2.7701,15.9615,168.391,g
3.6877,1.9969,366.082,g
2.9668,6.436,292.449,g
2.525,21.498,140.436,g
2.9355,3.335,157.997,g
2.7084,4.4388,183.253,g
3.073,18.325,189.95,g
2.4935,3.366,166.113,g
2.7131,2.771,195.068,g
3.0941,51.2616,63.3376,g
2.3847,13.3338,105.453,g
2.5593,11.897,149.119,g
3.1534,3.628,285.788,g
3.1555,9.599,239.209,g
2.9892,13.0638,292.238,g
3.0312,0.688,215.285,g
2.7955,7.5449,177.935,g
2.6964,28.9777,159.148,g
2.2978,43.723,199.473,g
3.0978,15.9683,224.221,g
4.0844,1.3794,217.528,g
2.1945,63.9075,59.0714,g
2.8152,10.21,209.649,g
3.6764,0.796,378.614,g
2.7029,15.761,199.443,g
2.6937,36.5252,103.251,g
3.1089,2.1568,168.886,g
2.3711,45.5211,148.163,g
3.1746,5.4509,197.243,g
2.7734,5.54,119.153,g
