@relation magic

@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
0.3384,16.843,g
0.1231,3.374,g
0.2872,2.625,g
0.1085,0.026,g
0.1477,11.3585,g
0.1479,14.32,g
0.2174,4.582,g
0.1235,0.092,g
0.1428,1.8987,g
0.2826,26.0698,g
0.1819,24.878,g
0.0852,9.767,g
0.1224,18.9796,g
0.1917,18.537,g
0.1207,7.6778,g
0.1174,18.294,g
0.2806,79.598,g
0.0551,0.637,g
0.1638,7.611,g
0.2034,37.8821,g
0.3341,27.036,g
0.3324,88.9011,g
0.3285,7.4932,g
0.3479,41.763,g
0.2261,26.5822,g
0.0921,7.4935,g
0.2381,20.363,g
0.2334,0.212,g
0.2947,59.468,g
0.0645,15.5248,g
0.4887,84.3683,g
0.0992,3.186,g
0.3538,2.298,g
0.0637,8.264,g
0.3589,56.5669,g
0.1242,24.0961,g
0.2375,25.0017,g
0.3037,34.9363,g
0.3064,50.4126,g
0.1145,1.1935,g
0.0927,3.022,g
0.1704,18.142,g
0.1689,11.3284,g
0.2209,59.5071,g
0.2047,8.526,g
0.2288,0.49,g
0.1735,5.7551,g
0.27,1.925,g
0.2786,15.1361,g
0.2058,13.717,g
0.2862,80.8486,g
0.1576,1.364,g
0.2752,38.922,g
0.2016,18.134,g
0.0844,0.019,g
0.2258,14.19,g
0.2087,3.198,g
0.1486,30.4393,g
0.0776,2.4487,g
0.417,1.0099,g
0.1241,2.173,g
0.0504,19.589,g
0.2463,30.7437,g
0.1179,9.7797,g
0.053,0.614,g
0.4218,40.206,g
0.2375,48.493,g
0.2305,20.2535,g
0.3123,3.7348,g
0.1429,7.311,g
0.1122,1.345,g
0.2348,83.7287,g
0.3364,26.5328,g
0.1421,65.2633,g
0.1813,4.116,g
0.3034,4.756,g
0.1067,3.3089,g
0.1949,5.041,g
0.0996,17.086,g
0.1965,0.3403,g
0.108,6.782,g
0.2937,24.791,g
0.0956,2.621,g
0.2562,15.833,g
0.1286,83.9665,g
0.0828,1.2458,g
0.1368,21.516,g
0.1845,5.413,g
0.1513,24.825,g
0.1163,4.358,g
0.3891,46.283,g
0.0926,1.822,g
0.1264,21.696,g
0.2417,13.47,g
0.2385,16.068,g
0.1276,2.6457,g
0.2686,16.3615,g
0.3933,83.2347,g
0.1396,9.235,g
0.2426,19.6618,g
0.165,6.8749,g
0.1045,76.074,g
0.1478,2.4092,g
0.197,5.898,g
0.3139,39.4223,g
0.2827,13.5504,g
0.1907,11.346,g
0.1247,0.372,g
0.1161,7.0879,g
0.2509,68.0783,g
0.1484,3.4996,g
0.1117,4.015,g
0.1577,24.732,g
0.1415,32.7651,g
0.361,8.3678,g
0.1118,4.761,g
0.1252,2.6347,g
0.1858,27.494,g
0.1572,5.8399,g
0.0931,2.4015,g
0.1667,2.102,g
0.0988,6.5405,g
0.2099,22.765,g
0.3671,28.1582,g
0.3305,18.7187,g
0.0405,1.727,g
0.3017,59.536,g
0.1682,3.551,g
0.4957,11.4657,g
0.1939,28.429,g
0.1168,1.57,g
0.2332,5.858,g
0.2929,76.3219,g
0.1033,3.2846,g
0.1,4.149,g
0.2577,19.3334,g
0.1799,6.171,g
0.1644,5.293,g
0.201,15.939,g
0.2147,23.739,g
0.1643,3.1288,g
0.1759,1.1998,g
0.3551,5.225,g
0.132,7.784,g
0.2833,17.713,g
0.1031,0.5904,g
0.324,5.271,g
0.2755,15.015,g
0.6088,31.9848,g
0.1962,13.029,g
0.2584,20.6134,g
0.1471,18.4082,g
0.0623,3.0278,g
0.1405,81.589,g
0.1068,5.806,g
0.1103,10.734,g
0.1124,4.8363,g
0.2516,2.529,g
0.1996,6.032,g
0.242,58.601,g
0.1625,3.129,g
0.1875,3.8346,g
0.2213,9.1118,g
0.176,45.8751,g
0.2314,5.938,g
0.2154,84.8323,g
0.5561,27.282,g
0.1203,6.6105,g
0.2227,6.7587,g
0.3773,9.1895,g
0.223,7.371,g
0.1973,54.7663,g
0.1919,1.136,g
0.3688,16.3315,g
0.2474,19.736,g
0.1248,13.9853,g
0.1749,6.1251,g
0.2469,10.2947,g
0.2632,35.674,g
0.1751,56.0565,g
0.0917,8.8474,g
0.1647,21.9358,g
0.1873,10.742,g
0.0478,4.0819,g
0.1588,9.87,g
0.5532,19.79,g
0.2283,3.965,g
0.2317,12.3433,g
0.3034,87.3123,g
0.0957,2.643,g
0.1393,20.615,g
0.4006,79.144,g
0.1038,0.3395,g
0.1561,1.979,g
0.1615,3.7449,g
0.1986,67.167,g
0.1134,25.23,g
0.2601,3.393,g
0.1718,0.054,g
0.1577,6.733,g
0.1539,21.903,g
0.2876,18.2742,g
0.2086,11.067,g
0.0724,15.92,g
0.1775,5.5299,g
0.2771,15.91,g
0.0993,15.777,g
0.0838,6.664,g
0.2118,14.367,g
0.124,0.071,g
0.1655,3.1113,g
0.3309,3.363,g
0.3939,76.9479,g
0.3667,34.553,g
0.1924,4.7061,g
0.2554,7.5449,g
0.2512,67.285,g
0.2435,10.816,g
0.1536,10.5115,g
0.3995,48.122,g
0.1019,9.612,g
0.2719,7.5907,g
0.1441,13.197,g
0.0749,0.7025,g
0.3958,71.524,g
0.1308,1.3633,g
0.1487,0.8845,g
0.3439,21.279,g
0.3532,20.0419,g
0.155,8.9889,g
0.133,4.1613,g
0.4922,26.148,g
0.3633,59.3964,g
0.3082,1.154,g
0.0943,7.5801,g
0.1186,4.271,g
0.2343,4.7988,g
0.2803,1.363,g
0.1556,11.987,g
0.1134,10.581,g
0.2134,25.657,g
0.059,0.1569,g
0.1281,7.617,g
0.128,4.6563,g
0.2631,25.282,g
0.1888,23.9617,g
0.0494,4.046,g
0.2086,5.2049,g
0.3175,47.437,g
0.0902,8.99,g
0.2768,22.5743,g
0.2062,19.1216,g
0.0968,0.601,g
0.1091,3.347,g
0.2029,15.547,g
0.1899,7.337,g
0.2937,27.593,g
0.1103,0.556,g
0.1146,7.0622,g
0.3135,13.729,g
0.1475,4.5743,g
0.1635,1.81,g
0.5272,60.197,g
0.2314,20.656,g
0.4924,87.5122,g
0.2458,25.8637,g
0.4063,38.4018,g
0.3609,68.1324,g
0.1736,4.6127,g
0.0915,0.1579,g
0.2171,85.3816,g
0.1955,18.0086,g
0.1616,3.7958,g
0.3659,45.573,g
0.0871,17.3602,g
0.2745,39.8692,g
0.4425,43.273,g
0.2398,4.0499,g
0.1298,28.51,g
0.1873,13.233,g
0.2055,10.0836,g
0.1148,80.7067,g
0.2114,8.3777,g
0.301,36.8528,g
0.0619,9.8048,g
0.1504,2.9936,g
0.1897,87.5682,g
0.4262,89.7459,g
0.1868,14.111,g
0.2176,29.837,g
0.181,3.1203,g
0.3149,3.7736,g
0.3878,4.555,g
0.3805,2.9754,g
0.5726,49.2261,g
0.4379,13.038,g
0.3234,77.863,g
0.1252,2.506,g
0.2451,16.697,g
0.2229,37.114,g
0.1222,27.4131,g
0.1277,8.6244,g
0.0771,10.068,g
0.3471,33.191,g
0.1511,14.118,g
0.3542,63.031,g
0.2127,18.579,g
0.1961,10.909,g
0.1735,4.7597,g
0.1949,9.7853,g
0.364,45.432,g
0.0854,7.4762,g
0.1925,10.748,g
0.2992,15.4011,g
0.1073,6.6543,g
0.1545,59.7755,g
0.1631,33.685,g
0.0702,6.285,g
0.1726,11.48,g
0.1653,2.967,g
0.3061,2.3661,g
0.1628,0.56,g
0.0719,8.6194,g
0.356,21.9555,g
0.4175,80.2685,g
0.1527,1.0618,g
0.2061,40.323,g
0.2069,0.2976,g
0.1178,4.4052,g
0.395,28.553,g
0.067,2.6004,g
0.1249,8.783,g
0.0687,0.982,g
0.1246,0.0345,g
0.1706,7.6682,g
0.2252,26.077,g
0.1235,5.7777,g
0.2027,36.6265,g
0.3754,34.3656,g
0.1823,6.389,g
0.1483,22.441,g
0.194,7.4884,g
0.1023,3.917,g
0.2235,15.1457,g
0.3028,58.335,g
0.3577,67.6997,g
0.3761,26.3583,g
0.1217,20.7695,g
0.1698,1.2986,g
0.203,18.1987,g
0.0385,0.217,g
0.3211,29.572,g
0.1642,2.3869,g
0.0167,4.3673,g
0.1871,1.2713,g
0.1473,5.801,g
0.0955,1.6314,g
0.2944,17.904,g
0.2392,43.177,g
0.1476,3.5519,g
0.0346,2.468,g
0.1194,1.536,g
0.0546,0.9188,g
0.351,8.274,g
0.1775,3.3162,g
0.1125,0.5748,g
0.1825,3.108,g
0.2309,24.7086,g
0.4386,79.849,g
0.1505,6.713,g
0.1026,6.2066,g
0.0503,2.012,g
0.0934,8.326,g
0.3,5.816,g
0.086,16.903,g
0.1964,1.2986,g
0.1882,14.018,g
0.4016,30.652,g
0.1824,22.632,g
0.3308,64.4617,g
0.1195,3.5809,g
0.1243,8.3229,g
0.1187,11.15,g
0.5506,12.358,g
0.1383,17.537,g
0.3274,83.8778,g
0.2078,28.328,g
0.1486,2.106,g
0.0986,4.774,g
0.3085,37.428,g
0.1387,5.176,g
0.1534,2.777,g
0.2742,0.244,g
0.2044,11.635,g
0.2118,3.3124,g
0.375,6.7698,g
0.0942,3.2204,g
0.1359,1.137,g
0.1143,0.97,g
0.1083,20.3344,g
0.3251,28.8208,g
0.1893,17.979,g
0.1369,0.2485,g
0.2484,10.312,g
0.2088,12.7025,g
0.1428,84.9057,g
0.1592,13.659,g
0.2057,64.5648,g
0.3223,16.4346,g
0.0667,2.428,g
0.1471,4.201,g
0.1596,3.0122,g
0.284,50.575,g
0.1627,33.6328,g
0.1814,6.8488,g
0.2734,0.141,g
0.2274,2.7625,g
0.1525,5.344,g
0.2241,0.27,g
0.1623,2.4188,g
0.2358,58.055,g
0.2325,39.3295,g
0.1023,0.76,g
0.567,63.4499,g
0.3033,34.2189,g
0.1515,7.8488,g
0.1011,4.4996,g
0.2043,0.0349,g
0.4102,19.7509,g
0.1245,15.9601,g
0.1665,67.617,g
0.4142,23.9321,g
0.1925,6.382,g
0.1206,14.976,g
0.0792,3.144,g
0.1343,4.314,g
0.1653,0.2501,g
0.2726,4.506,g
0.1165,5.2374,g
0.0501,3.2636,g
0.2253,9.6339,g
0.161,21.897,g
0.2333,66.531,g
0.1333,45.8891,g
0.1038,6.397,g
0.2888,72.274,g
0.1235,4.382,g
0.3166,34.9176,g
0.4531,11.249,g
0.1205,3.8676,g
0.1841,28.8406,g
0.2638,0.7536,g
0.2217,11.4981,g
0.4295,24.6644,g
0.3924,63.8857,g
0.5077,39.62,g
0.2039,0.206,g
0.2727,2.087,g
0.1643,0.151,g
0.0997,1.9837,g
0.1618,10.6662,g
0.1654,9.745,g
0.3852,28.986,g
0.4409,13.6965,g
0.4313,9.6089,g
0.2678,70.606,g
0.1277,1.133,g
0.2497,20.47,g
0.126,13.6362,g
0.2484,57.769,g
0.1553,9.4937,g
0.1052,5.3168,g
0.1213,0.94,g
0.2052,77.952,g
0.1239,3.6015,g
0.4102,45.195,g
0.2349,13.895,g
0.1376,9.782,g
0.2339,25.33,g
0.1194,39.096,g
0.4568,9.668,g
0.0953,0.4788,g
0.4122,31.7295,g
0.1614,7.888,g
0.1015,22.961,g
0.1064,3.7694,g
0.2736,62.509,g
0.1499,8.5072,g
0.0924,4.319,g
0.1227,3.111,g
0.2401,5.6594,g
0.3525,12.9151,g
0.1138,5.2373,g
0.4267,39.9572,g
0.3103,14.853,g
0.0735,1.7384,g
0.1139,83.6828,g
0.1879,4.502,g
0.1744,12.8885,g
0.1682,14.454,g
0.1386,7.336,g
0.0965,20.5187,g
0.4411,36.0106,g
0.0795,2.414,g
0.1802,0.137,g
0.057,3.5745,g
0.4275,69.383,g
0.4024,15.8008,g
0.5169,12.686,g
0.247,26.472,g
0.1636,21.8522,g
0.1729,3.2352,g
0.1425,41.747,g
0.2896,66.0088,g
0.1247,2.9598,g
0.1435,15.2905,g
0.5089,20.531,g
0.4286,12.268,g
0.0313,0.8238,g
0.2131,1.359,g
0.352,9.7889,g
0.1649,3.865,g
0.0936,5.902,g
0.1277,6.3073,g
0.2149,13.671,g
0.4126,58.21,g
0.1372,0.4375,g
0.2288,3.4604,g
0.2912,2.303,g
0.0677,1.92,g
0.2855,41.331,g
0.1092,2.304,g
0.3258,60.649,g
0.1857,27.943,g
0.1929,0.2798,g
0.154,23.853,g
0.2888,9.215,g
0.2311,18.1669,g
0.1285,1.4241,g
0.0931,21.4977,g
0.147,28.508,g
0.2216,47.1486,g
0.3296,22.9198,g
0.2369,6.0583,g
0.2204,22.9622,g
0.2579,1.0037,g
0.1584,4.3673,g
0.1106,4.9852,g
0.2071,16.3,g
0.1257,19.081,g
0.3803,3.57,g
0.2731,0.0339,g
0.2764,34.217,g
0.1339,2.8019,g
0.1999,14.407,g
0.3,20.949,g
0.4275,71.3503,g
0.1476,6.2504,g
0.4502,73.437,g
0.4532,37.9375,g
0.3587,7.6029,g
0.1014,10.522,g
0.0663,2.9513,g
0.2902,6.484,g
0.4146,21.3448,g
0.1008,13.0923,g
0.1344,5.2981,g
0.1383,7.917,g
0.1286,0.817,g
0.0875,3.6974,g
0.1238,4.0106,g
0.0986,2.0088,g
0.1045,0.4823,g
0.1703,2.0174,g
0.3083,39.415,g
0.3589,31.776,g
0.2786,23.6586,g
0.0533,6.463,g
0.198,18.3145,g
0.3702,11.14,g
0.1624,16.691,g
0.244,34.1383,g
0.1492,13.0638,g
0.2418,13.776,g
0.1939,23.149,g
0.3434,89.7028,g
0.2351,1.109,g
0.2792,49.1483,g
0.2834,7.651,g
0.2914,70.87,g
0.0858,0.0759,g
0.1302,3.1075,g
0.1494,0.2716,g
0.1832,11.8712,g
0.3762,57.922,g
0.2006,2.348,g
0.1742,2.119,g
0.0833,1.3293,g
0.2272,34.4001,g
0.2247,5.7872,g
0.1072,3.298,g
0.2509,5.8704,g
0.1268,17.172,g
0.3181,64.4501,g
0.1948,12.8374,g
0.1016,1.0067,g
0.1922,44.827,g
0.3883,36.929,g
0.2059,6.2132,g
0.0945,9.854,g
0.1019,1.652,g
0.1717,5.053,g
0.2005,22.1785,g
0.2564,9.9173,g
0.1722,61.2522,g
0.0822,2.0789,g
0.2165,19.5164,g
0.1748,10.7331,g
0.1432,22.14,g
0.1518,2.642,g
0.2162,7.6374,g
0.1756,14.4579,g
0.1014,27.0741,g
0.1727,6.63,g
0.3803,25.9219,g
0.3689,67.1488,g
0.3017,11.049,g
0.1643,0.447,g
0.1191,10.732,g
0.1587,17.608,g
0.3624,57.2856,g
0.3038,12.169,g
0.1569,55.3614,g
0.1259,15.7477,g
0.1628,0.839,g
0.0809,2.643,g
0.1779,28.615,g
0.3615,66.733,g
0.1797,67.892,g
0.1699,8.974,g
0.1961,8.827,g
0.3015,7.803,g
0.3267,18.537,g
0.4275,41.4708,g
0.0487,1.037,g
0.33,0.055,g
0.1034,12.2671,g
0.1224,2.6359,g
0.2217,9.224,g
0.2134,0.281,g
0.2053,33.5365,g
0.122,8.831,g
0.1802,12.576,g
0.1931,1.2725,g
0.4753,81.0125,g
0.2732,57.7866,g
0.1113,1.8933,g
0.0699,11.6103,g
0.3386,46.9182,g
0.2929,21.922,g
0.1507,10.223,g
0.0761,7.459,g
0.1759,2.6944,g
0.2458,5.4254,g
0.237,3.0127,g
0.1159,21.984,g
0.1507,3.6065,g
0.3773,44.4946,g
0.2232,32.049,g
0.5287,26.688,g
0.3831,29.3485,g
0.2366,61.7921,g
0.1426,6.2607,g
0.1395,6.235,g
0.2572,0.077,g
0.3776,63.632,g
0.0881,1.6058,g
0.1391,4.035,g
0.1957,12.969,g
0.1367,13.9774,g
0.2937,5.69,g
0.107,14.486,g
0.423,15.8005,g
0.3551,49.935,g
0.0626,8.5037,g
0.2409,27.7485,g
0.0888,7.4076,g
0.1448,10.865,g
0.1362,2.354,g
0.3417,79.697,g
0.2432,0.427,g
0.1597,0.075,g
0.0775,1.2801,g
0.1564,44.017,g
0.4585,76.0739,g
0.0979,3.425,g
0.0795,10.0169,g
0.23,48.194,g
0.216,10.959,g
0.4111,30.194,g
0.2483,0.3681,g
0.1057,13.735,g
0.166,9.8871,g
0.1413,1.7762,g
0.2921,8.1489,g
0.3115,13.3833,g
0.2356,5.8259,g
0.4872,51.288,g
0.2933,11.461,g
0.2116,26.888,g
0.0932,1.2024,g
0.2563,1.832,g
0.0783,2.376,g
0.3913,42.9804,g
0.1063,4.178,g
0.2652,13.316,g
0.2012,10.469,g
0.1723,3.249,g
0.3133,61.8767,g
0.3157,5.8091,g
0.106,12.8453,g
0.1675,14.377,g
0.3866,40.003,g
0.164,16.5212,g
0.4704,26.089,g
0.3715,9.3001,g
0.0682,1.0326,g
0.0687,73.6804,g
0.22,8.8963,g
0.3489,2.622,g
0.1644,2.818,g
0.2707,15.61,g
0.259,1.3628,g
0.0918,1.022,g
0.0891,1.9026,g
0.2716,16.183,g
0.2221,9.518,g
0.2904,40.7067,g
0.2098,2.3935,g
0.3402,17.6539,g
0.4007,30.5302,g
0.009,55.18,g
0.1178,0.1989,g
0.1653,35.85,g
0.1608,16.4293,g
0.2141,17.9029,g
0.0564,8.4526,g
0.3387,11.218,g
0.1193,3.0013,g
0.3633,61,g
0.0863,1.2327,g
0.181,1.818,g
0.1779,2.242,g
0.443,47.246,g
0.2617,50.0777,g
0.3514,15.774,g
0.1637,10.262,g
0.3309,43.513,g
0.3649,25.6257,g
0.2785,33.861,g
0.4557,38.0087,g
0.4175,32.321,g
0.189,0.834,g
0.1433,1.3841,g
0.0876,35.216,g
0.2088,2.004,g
0.3746,35.0558,g
0.2518,1.762,g
0.1501,2.331,g
0.1047,2.3428,g
0.2584,51.8789,g
0.1018,1.32,g
0.1314,1.5744,g
0.1203,11.329,g
0.2569,4.122,g
0.1422,1.0501,g
0.1816,24.3712,g
0.1676,20.661,g
0.2706,3.9151,g
0.275,2.559,g
0.0675,6.999,g
0.2369,1.6585,g
0.2564,9.529,g
0.1622,1.5993,g
0.2808,6.021,g
0.0479,3.208,g
0.2128,39.0638,g
0.2896,3.3457,g
0.3991,39.5774,g
0.1984,6.62,g
0.1617,9.0521,g
0.1695,8.469,g
0.1922,1.202,g
0.3018,34.6822,g
0.1275,1.799,g
0.2577,15.71,g
0.1474,7.672,g
0.1884,41.3483,g
0.2304,3.64,g
0.117,1.075,g
0.194,11.411,g
0.3104,33.8435,g
0.1456,4.654,g
0.0906,2.742,g
0.0907,4.6873,g
0.2344,11.6482,g
0.1379,0.4443,g
0.323,8.5828,g
0.4529,43.9589,g
0.2235,6.837,g
0.1831,56.0713,g
0.128,22.3263,g
0.0812,0.305,g
0.1089,7.7603,g
0.1993,22.106,g
0.1873,0.933,g
0.2164,4.7658,g
0.2494,39.9594,g
0.1925,2.6807,g
0.2626,18.682,g
0.1758,3.6622,g
0.1811,1.922,g
0.232,5.373,g
0.3919,7.022,g
0.1183,77.1166,g
0.2134,32.911,g
0.2446,15.48,g
0.1348,9.52,g
0.1726,4.681,g
0.1474,11.217,g
0.619,31.8219,g
0.0959,2.206,g
0.0909,5.8936,g
0.1483,4.819,g
0.2055,1.0915,g
0.4115,23.934,g
0.4534,79.763,g
0.1401,0.4341,g
0.1595,24.302,g
0.1447,3.048,g
0.2816,13.7613,g
0.4502,74.1884,g
0.1887,5.717,g
0.1013,5.892,g
0.1194,12.148,g
0.0792,2.389,g
0.0688,15.377,g
0.2,10.6245,g
0.2377,50.082,g
0.4824,42.315,g
0.1789,25.505,g
0.1891,37.794,g
0.2557,1.7526,g
0.4264,60.8194,g
0.4331,64.323,g
0.1642,7.695,g
0.2789,7.817,g
0.1226,13.191,g
0.1446,10.241,g
0.376,15.4989,g
0.3333,10.9363,g
0.4231,5.964,g
0.1425,28.75,g
0.36,64.912,g
0.2325,5.484,g
0.1581,59.389,g
0.1691,3.196,g
0.2944,13.222,g
0.2508,10.628,g
0.272,39.924,g
0.1576,1.048,g
0.3308,5.965,g
0.1519,31.2271,g
0.2661,23.308,g
0.2041,7.443,g
0.1241,9.19,g
0.361,63.385,g
0.1824,3.585,g
0.4349,28.019,g
0.2432,9.829,g
0.3647,65.8518,g
0.1327,2.031,g
0.103,5.775,g
0.1347,3.1709,g
0.23,59.259,g
0.2747,3.533,g
0.3347,2.707,g
0.4235,1.7721,g
0.2035,40.71,g
0.1537,5.328,g
0.1447,7.341,g
0.1702,68.2129,g
0.4063,25.5291,g
0.0754,4.43,g
0.3226,15.6504,g
0.1823,3.0836,g
0.2775,38.5808,g
0.1337,0.573,g
0.1656,0.0951,g
0.3925,5.08,g
0.2712,48.964,g
0.1489,6.1626,g
0.2312,50.6061,g
0.1288,6.6811,g
0.4949,48.743,g
0.1065,18.6002,g
0.3092,50.757,g
0.125,6.5938,g
0.1688,1.892,g
0.2902,31.042,g
0.1983,66.247,g
0.3818,25.156,g
0.1462,0.0872,g
0.4141,5.5558,g
0.2188,6.7859,g
0.4109,54.087,g
0.2303,6.33,g
0.2234,25.6036,g
0.1682,27.4184,g
0.1295,24.4731,g
0.1907,8.621,g
0.1399,15.638,g
0.3633,35.1373,g
0.0461,0.2545,g
0.1406,4.047,g
0.3872,37.9872,g
0.1521,53.5987,g
0.4175,47.56,g
0.0474,3.503,g
0.1987,4.687,g
0.3913,62.804,g
0.1041,5.0251,g
0.1581,8.5332,g
0.3324,37.4141,g
0.5718,29.77,g
0.1375,0.1023,g
0.3267,88.7401,g
0.2711,30.306,g
0.14,2.887,g
0.1094,9.6193,g
0.3115,39.5399,g
0.0633,1.611,g
0.0905,5.438,g
0.2809,14.527,g
0.3477,10.9249,g
0.1139,7.81,g
0.262,10.829,g
0.2376,1.493,g
0.4114,19.071,g
0.1396,0.577,g
0.1516,4.217,g
0.1397,10.4413,g
0.1441,31.436,g
0.1051,7.0487,g
0.2649,2.018,g
0.4146,0.623,g
0.2646,24.237,g
0.3416,61.098,g
0.2684,21.0697,g
0.2788,23.478,g
0.4441,68.4457,g
0.1608,0.1985,g
0.3315,32.4323,g
0.2568,31.784,g
0.0973,1.7098,g
0.1325,2.67,g
0.2441,4.458,g
0.0998,10.582,g
0.5692,59.9239,g
0.1889,9.628,g
0.2302,21.592,g
0.2125,26.0436,g
0.3554,33.158,g
0.1337,1.893,g
0.1723,3.9627,g
0.1735,35.4229,g
0.2072,43.73,g
0.1811,50.8703,g
0.2196,34.5966,g
0.0677,3.203,g
0.3096,58.329,g
0.362,50.611,g
0.1444,7.302,g
0.3801,13.5225,g
0.2148,4.565,g
0.2923,3.628,g
0.1073,0.555,g
0.3548,8.9281,g
0.0929,8.1473,g
0.4558,72.53,g
0.1535,3.735,g
0.2778,45.2655,g
0.1154,1.0197,g
0.2411,14.961,g
0.1449,2.926,g
0.275,33.5627,g
0.0855,0.709,g
0.1896,2.646,g
0.3058,9.9943,g
0.15,0.156,g
0.3903,34.9882,g
0.4239,72.8171,g
0.2237,49.4271,g
0.1557,4.947,g
0.0989,2.042,g
0.2309,5.177,g
0.1525,14.985,g
0.3767,67.2725,g
0.1923,6.557,g
0.0928,1.581,g
0.1422,65.437,g
0.2909,51.3869,g
0.2264,7.979,g
0.1508,5.614,g
0.1153,9.401,g
0.2201,18.2815,g
0.1612,22.3488,g
0.2899,53.211,g
0.1145,7.47,g
0.1556,2.3677,g
0.1091,0.897,g
0.4364,6.865,g
0.1305,1.7621,g
0.2067,7.6707,g
0.4903,67.951,g
0.1594,44.799,g
0.2217,13.812,g
0.076,18.8033,g
0.3411,61.229,g
0.2268,14.536,g
0.2956,17.1558,g
0.0564,4.3928,g
0.1278,7.052,g
0.1343,0.6925,g
0.279,8.897,g
0.4988,31.0894,g
0.1404,1.9214,g
0.2236,22.6203,g
0.2163,15.1543,g
0.1685,9.3046,g
0.2038,69.35,g
0.1853,1.804,g
0.2887,53.28,g
0.1242,3.06,g
0.1161,3.5,g
0.0689,11.476,g
0.1642,2.284,g
0.2126,13.741,g
0.1743,2.315,g
0.2829,6.3332,g
0.1358,0.593,g
0.1655,2.29,g
0.2365,78.0806,g
0.3606,8.044,g
0.2699,33.2311,g
0.4872,32.861,g
0.1816,12.0273,g
0.1709,3.408,g
0.3722,9.0054,g
0.3137,11.877,g
0.3115,14.237,g
0.167,7.1441,g
0.2371,17.516,g
0.3082,7.356,g
0.1972,0.3194,g
0.1566,1.2422,g
0.1056,8.705,g
0.2716,38.404,g
0.3223,12.3552,g
0.3348,75.863,g
0.1782,14.6597,g
0.1053,0.949,g
0.1772,12.413,g
0.1315,3.259,g
0.1584,7.085,g
0.1797,15.0767,g
0.1218,3.737,g
0.2127,13.6027,g
0.0446,2.526,g
0.3766,5.9251,g
0.2568,2.3506,g
0.1922,47.7302,g
0.2515,1.3587,g
0.3766,66.693,g
0.3746,60.579,g
0.1657,36.953,g
0.0936,10.3354,g
0.0946,4.42,g
0.0907,2.1539,g
0.1801,45.781,g
0.1825,20.1117,g
0.2031,2.275,g
0.1848,7.802,g
0.3743,40.1653,g
0.463,3.2309,g
0.2383,38.7226,g
0.2822,42.229,g
0.1482,5.806,g
0.2385,0.2194,g
0.0896,1.5563,g
0.2507,48.7839,g
0.368,50.5733,g
0.3122,7.8401,g
0.0623,3.0657,g
0.2741,19.1417,g
0.1642,23.2507,g
0.221,1.6899,g
0.3862,30.606,g
0.204,59.5027,g
0.0479,1.873,g
0.3852,90,g
0.326,5.4134,g
0.5344,73.787,g
0.238,10.531,g
0.3814,14.44,g
0.2395,7.586,g
0.2119,1.8427,g
0.217,8.988,g
0.2553,18.862,g
0.2254,54.1575,g
0.1737,3.638,g
0.1149,12.18,g
0.2419,6.572,g
0.3592,55.6963,g
0.065,2.7859,g
0.1038,3.056,g
0.2022,6.987,g
0.1442,1.92,g
0.188,10.741,g
0.1087,6.81,g
0.1593,9.046,g
0.029,8.6871,g
0.2355,1.555,g
0.0737,0.2615,g
0.1625,3.9292,g
0.2482,1.1556,g
0.1478,4.103,g
0.2889,13.143,g
0.1659,5.3213,g
0.1629,6.8408,g
0.2362,4.13,g
0.2223,24.109,g
0.1892,8.936,g
0.3862,41.0305,g
0.3757,4.278,g
0.3131,63.4783,g
0.2985,49.141,g
0.4701,81.2738,g
0.1367,3.4161,g
0.0721,21.905,g
0.2617,19.6425,g
0.1267,2.622,g
0.4147,46.6417,g
0.2104,12.8835,g
0.2074,1.1303,g
0.3205,46.4513,g
0.1391,14.1901,g
0.386,75.3057,g
0.1941,4.6269,g
0.3313,88.0664,g
0.0987,4.147,g
0.3962,12.621,g
0.1217,4.4023,g
0.2033,11.72,g
0.0866,2.3175,g
0.1636,2.267,g
0.1761,88.0136,g
0.3577,50.86,g
0.2325,1.696,g
0.1968,4.268,g
0.0963,2.579,g
0.3458,8.953,g
0.2712,11.4507,g
0.1152,5.7286,g
0.2648,26.586,g
0.2798,59.4668,g
0.2652,21.175,g
0.1384,2.69,g
0.2727,41.795,g
0.3435,17.1627,g
0.0921,0.401,g
0.2052,8.5734,g
0.2073,27.9849,g
0.2974,20.212,g
0.416,2.602,g
0.2182,0.8245,g
0.1072,3.9059,g
0.1841,53.2731,g
0.3931,7.208,g
0.2661,73.6127,g
0.2025,5.3784,g
0.3731,26.2377,g
0.2288,13.962,g
0.2295,2.4234,g
0.1206,10.965,g
0.484,37.1081,g
0.1759,6.509,g
0.395,8.79,g
0.2666,8.3477,g
0.2558,12.7713,g
0.2055,60.622,g
0.4252,72.4972,g
0.3232,4.0951,g
0.1807,5.132,g
0.4667,75.648,g
0.1671,31.8731,g
0.2282,7.673,g
0.2606,55.952,g
0.3413,37.525,g
0.2943,10.6062,g
0.3302,63.6052,g
0.3483,27.138,g
0.0861,3.905,g
0.2165,52.4475,g
0.2216,3.9175,g
0.1188,2.718,g
0.1498,5.5697,g
0.2414,6.594,g
0.1607,2.969,g
0.1218,7.5637,g
0.2188,47.377,g
0.0896,0.712,g
0.4263,82.2589,g
0.3003,26.988,g
0.3611,0.3676,g
0.0277,4.69,g
