@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R3,9-11'

@attribute FSize numeric
@attribute FAlpha numeric
@attribute FDist numeric
@attribute Class {g,h}

@data
2.2923,19.359,124.867,g
4.2261,1.064,288.644,g
3.1945,1.904,293.954,g
2.4378,8.302,159.235,g
3.9358,3.968,119.587,g
2.0022,35.2548,86.8641,g
3.6799,0.2615,245.257,g
2.6309,42.368,140.985,g
2.1987,63.367,145.033,g
2.3201,2.599,207.34,g
2.1973,52.1667,109.21,g
3.4813,2.235,307.613,g
3.7753,0.3985,291.03,g
3.2403,73.6804,120.453,g
2.5938,14.043,118.625,g
3.3082,5.5598,269.896,g
2.8825,10.0749,192.753,g
3.2564,5.6351,209.001,g
3.7774,4.43,249.712,g
2.6857,0.281,268.155,g
3.6885,9.6642,118.295,g
2.3365,10.758,181.856,g
2.42,1.643,147.592,g
2.3483,6.0909,206.249,g
2.4281,3.614,235.789,g
2.7509,2.2982,197.39,g
2.734,19.198,256.3,g
2.6085,4.849,54.3626,g
2.9685,4.929,218.327,g
2.9518,5.258,255.029,g
2.8357,0.204,251.595,g
2.3454,25.1526,66.1659,g
2.4601,22.8621,106.71,g
2.2833,18.7148,184.019,g
3.3193,8.626,250.738,g
2.8555,10.179,222.1,g
2.8651,10.6382,280.2,g
2.7774,37.007,27.187,g
3.1913,1.645,235.795,g
2.3314,8.753,141.174,g
3.271,5.7196,260.734,g
2.9682,12.7026,183.153,g
2.2695,13.267,136,g
2.9047,0.378,271.433,g
2.6449,3.2859,212.74,g
2.527,18.749,187.018,g
3.1053,3.2298,139.102,g
2.4014,56.063,44.5039,g
2.8119,1.707,179.808,g
2.5231,56.1948,190.33,g
2.7189,6.4959,391.958,g
3.6577,5.6,177.608,g
2.7259,6.3332,311.553,g
2.3139,32.7666,217.683,g
4.0381,0.6959,282.715,g
2.4571,17.6334,212.519,g
2.9393,8.6172,140.594,g
2.863,56.248,22.5963,g
3.4344,13.501,112.325,g
2.42,0.6445,131.011,g
3.9834,0.6179,340.782,g
2.7899,0.804,254.646,g
3.1949,0.8714,210.646,g
4.3813,2.8968,340.434,g
2.8814,7.336,230.721,g
3.162,6.022,221.556,g
2.4764,78.7982,131.716,g
3.4214,14.594,250.817,g
2.5557,10.909,240.721,g
2.0314,58.6479,119.839,g
3.3359,73.755,152.499,g
3.1064,5.998,307.171,g
3.3523,5.7258,295.983,g
2.5126,58.7634,106.324,g
2.9511,4.97,139.805,g
2.3284,53.9159,124.652,g
2.673,67.511,106.735,g
2.5472,7.383,138.696,g
3.0216,1.7215,216.659,g
2.0917,17.401,136.693,g
2.6243,5.388,309.037,g
2.7555,8.614,255.488,g
2.6893,8.682,216.462,g
3.1612,2.1358,279.862,g
3.1633,8.1336,189.547,g
2.2911,3.769,209.893,g
2.2148,66.0088,208.604,g
3.056,7.5637,223.704,g
2.913,5.841,284.039,g
2.7899,19.081,147.036,g
2.5955,37.3983,124.769,g
2.8851,1.706,131.885,g
2.636,53.953,92.073,g
2.9204,3.5025,177.552,g
2.3936,5.4587,187.665,g
2.9222,3.9756,192.595,g
3.3164,7.797,287.001,g
2.8633,41.3483,139.811,g
2.5085,14.972,241.804,g
3.2298,13.735,288.693,g
2.1255,71.697,227.144,g
2.0774,52.1801,197.337,g
2.6091,4.4626,152.69,g
2.8038,1.573,151.441,g
2.7404,23.9855,92.8759,g
2.7076,11.8646,162.842,g
2.2672,20.949,226.003,g
2.8014,9.652,72.8249,g
2.4526,6.5289,214.57,g
2.7181,2.594,328.773,g
2.1599,45.2279,73.717,g
2.5416,44.497,122.371,g
3.5977,2.008,228.566,g
3.0372,5.328,113.173,g
2.2,24.195,126.784,g
2.4393,1.811,185.406,g
2.937,6.769,181.39,g
3.3368,2.569,358.141,g
2.2788,32.5307,186.921,g
3.2362,1.4357,277.996,g
2.2068,23.8976,110.593,g
2.4676,62.5869,99.7899,g
2.8802,0.472,234.868,g
3.8192,1.219,305.775,g
2.1538,3.5444,168.668,g
2.7642,6.61,235.973,g
2.5065,30.92,91.4822,g
3.134,1.412,254.782,g
2.3901,42.0438,121.848,g
2.7067,46.2761,155.721,g
2.5192,1.897,149.966,g
2.9373,16.521,218.888,g
3.3729,1.586,232.895,g
3.081,4.4764,258.15,g
3.4518,4.0716,217.376,g
2.3502,21.666,168.314,g
2.5045,11.3112,117.087,g
2.5372,21.346,132.83,g
2.2945,59.294,216.512,g
2.5838,9.497,125.626,g
2.8876,1.273,187.037,g
2.3936,82.278,193.359,g
3.1755,3.18,290.166,g
2.6335,3.7958,182.629,g
2.9175,15.634,152.115,g
2.7653,19.049,240.332,g
2.6585,3.4872,186.742,g
3.46,0.545,256.112,g
2.736,37.3197,64.5903,g
2.899,23.28,128.97,g
2.8837,14.536,171.486,g
2.3096,46.1771,156.999,g
3.0073,6.5171,196.023,g
2.5434,12.0487,231.183,g
2.851,11.5541,283.154,g
3.7945,1.288,373.941,g
2.4764,41.331,195.382,g
2.4448,11.659,209.914,g
2.0473,82.8039,245.893,g
2.8306,4.687,297.552,g
2.2082,3.2088,207.818,g
2.2889,25.33,90.935,g
2.601,3.6007,158.11,g
3.6566,2.3845,264.952,g
2.9408,8.1366,252.036,g
2.8205,9.498,186.949,g
3.477,0.4862,226.498,g
2.1287,34.9882,242.244,g
3.485,0.305,191.925,g
2.0846,61.098,216.558,g
3.6656,7.4762,146.821,g
3.1787,30.3355,98.2731,g
2.6021,67.285,101.628,g
3.2636,12.7952,360.797,g
2.4378,18.845,220.545,g
2.4378,86.2952,111.381,g
3.4659,5.2374,286.185,g
3.1082,3.9059,299.725,g
2.6613,11.586,213.452,g
2.9829,2.0092,368.684,g
2.6812,45.8751,95.7784,g
2.2504,3.427,105.333,g
2.57,12.744,141.14,g
2.4631,88.2038,161.856,g
2.6144,88.9008,88.4575,g
4.109,0.347,321.642,g
2.7332,37.3138,94.9817,g
2.9908,15.2905,215.943,g
2.9322,0.768,293.581,g
2.1123,67.951,201.862,g
2.2455,80.6796,152.338,g
2.8132,5.3662,211.163,g
2.4378,9.7048,131.254,g
2.2135,79.144,180.947,g
2.9193,5.079,291.303,g
2.2625,20.9362,217.548,g
3.1885,3.886,274.98,g
2.636,14.366,183.184,g
3.0048,1.56,237.257,g
3.065,5.6814,278.24,g
2.9526,15.231,127.817,g
2.7497,35.279,173.318,g
2.4057,21.675,212.098,g
2.3962,60.313,158.305,g
2.3512,17.822,46.7008,g
2.4864,7.8637,187.979,g
2.5011,15.629,208.052,g
2.1156,60.3918,274.853,g
2.437,41.771,70.2066,g
3.3375,4.5284,261.352,g
2.2148,7.5434,159.751,g
2.9219,20.826,142.351,g
2.2393,56.6874,162.468,g
2.5347,1.701,180.013,g
2.6484,4.3673,201.438,g
2.7466,19.482,141.214,g
3.3757,0.488,213.798,g
3.2564,1.068,227.686,g
3.2285,10.732,310.703,g
2.6149,18.766,130.22,g
3.3051,2.045,198.223,g
2.2529,36.498,192.789,g
2.3483,9.7889,113.032,g
2.6994,3.4037,220.98,g
3.4867,15.2076,199.326,g
3.9986,0.21,319.265,g
2.1287,14.933,160.057,g
2.5289,1.0356,99.6031,g
2.6542,17.02,104.301,g
3.2086,0.0608,182.771,g
2.608,66.7511,102.963,g
2.9479,1.109,143.036,g
2.1804,7.8457,196.079,g
2.1383,89.7647,110.838,g
2.1833,38.0087,66.0699,g
2.6642,0.9472,269.799,g
2.5729,14.237,129.815,g
2.1538,41.3072,194.593,g
2.6799,10.268,135.066,g
3.0269,6.3431,198.699,g
2.9358,5.5419,164.463,g
3.5079,1.1214,350.666,g
2.6112,57.598,191.415,g
2.5581,12.3552,253.279,g
2.7631,44.6119,152.287,g
2.8488,14.4319,63.7038,g
2.8531,4.604,212.39,g
2.6566,3.045,249.375,g
3.1297,18.8627,89.4831,g
3.1995,1.912,275.476,g
2.76,0.5636,110.637,g
2.73,0.2188,154.899,g
4.0786,1.7602,277.938,g
3.0432,4.9357,204.69,g
2.946,69.7546,107.047,g
2.4065,24.588,132.624,g
2.8466,12.857,290.7,g
2.5717,10.6855,117.355,g
3.8913,18.85,135.605,g
2.8106,9.6888,169.451,g
3.6883,0.6755,275.836,g
2.6749,12.037,100.664,g
2.2648,3.5066,208.996,g
2.7156,4.5729,120.804,g
2.7882,6.5895,171.63,g
4.094,5.8385,227.08,g
3.1989,15.5424,306.642,g
3.0471,3.5519,359.42,g
3.0077,3.4297,352.786,g
3.0763,7.8896,265.573,g
2.3355,44.4218,101.463,g
3.0191,0.651,245.111,g
2.8624,5.717,204.331,g
2.3054,21.124,217.556,g
2.9345,3.278,143.568,g
3.0924,8.538,252.399,g
2.5514,2.66,183.15,g
3.9779,2.9283,244.833,g
2.5459,0.296,209.665,g
2.882,10.3698,156.416,g
2.0588,28.493,90.5869,g
2.2625,16.8596,70.3124,g
4.1831,0.8339,281.992,g
3.0461,0.206,264.562,g
3.5695,2.6846,292.652,g
2.6585,7.915,166.488,g
2.695,39.3249,192.687,g
2.0881,49.935,166.977,g
2.3233,14.539,233.384,g
3.264,4.257,291.301,g
2.5533,33.2311,195.472,g
2.9017,11.539,217.455,g
2.6279,50.002,40.2113,g
2.3997,88.9179,35.8997,g
4.4401,3.934,302.076,g
3.1948,2.8356,265.77,g
2.5185,8.6072,191.846,g
3.2555,30.919,86.3622,g
2.6924,4.015,84.1437,g
2.9146,10.873,168.774,g
2.8351,45.184,48.2319,g
2.4669,7.2801,241.654,g
2.3979,18.547,195.489,g
2.8069,7.4165,169.469,g
2.6518,9.985,182.179,g
2.786,80.7261,105.113,g
2.829,3.3695,310.772,g
2.7222,30.0135,198.587,g
2.5079,11.047,101.836,g
2.525,39.295,26.1913,g
2.4502,82.9593,36.6531,g
3.3445,1.343,337.274,g
2.7304,15.923,135.989,g
2.9337,3.616,200.99,g
3.239,3.062,323.242,g
2.6959,1.151,204.871,g
3.235,8.326,220.734,g
2.4646,48.71,252.451,g
2.4969,12.773,161.359,g
2.4265,0.202,76.778,g
3.3597,0.35,241.141,g
2.4518,25.1926,144.309,g
2.1287,43.404,165.73,g
3.0261,7.4614,217.693,g
3.3467,3.131,302.937,g
3.0596,84.7342,29.2971,g
3.4145,0.4795,269.401,g
2.5527,25.381,123.864,g
2.8845,40.24,165.646,g
2.6998,11.067,199.09,g
2.7578,9.4668,195.439,g
4.0869,12.408,243.147,g
2.7638,43.154,106.084,g
2.4401,44.111,201.677,g
3.0953,26.8614,198.429,g
2.6712,1.612,255.115,g
2.3811,21.012,204.037,g
2.7097,63.8834,130.7998,h
3.8184,8.08,370.691,h
2.5729,64.7376,70.4184,h
2.8159,74.558,85.3098,h
3.7464,89.7659,296.8153,h
3.2641,78.6336,176.4249,h
3.3462,32.7357,308.032,h
2.5605,78.458,99.8211,h
3.2299,60.4394,155.0349,h
2.637,15.535,186.728,h
3.5037,12.9456,327.1798,h
2.7782,18.7259,132.2972,h
2.2585,4.1274,94.8653,h
2.7303,83.1739,146.7986,h
2.7987,59.9159,222.0171,h
2.7105,51.287,135.614,h
2.0726,81.4983,207.6501,h
3.2033,24.717,287.032,h
2.7745,7.7602,233.5748,h
2.3956,68.9474,120.1013,h
3.4581,3.5732,329.4471,h
2.7891,29.3076,265.6031,h
2.9731,13.4054,148.671,h
2.8997,39.7536,379.2065,h
2.1941,86.163,138.0456,h
2.7182,84.9921,122.1317,h
3.1689,35.5444,93.4935,h
2.7712,18.8603,247.811,h
2.5423,14.3537,229.5761,h
3.7562,55.2934,315.446,h
3.7911,55.2066,52.3304,h
2.8011,11.0473,227.6148,h
2.7611,21.1556,194.0315,h
3.1605,77.5514,175.0569,h
3.368,75.6106,302.8496,h
2.9861,43.593,259.545,h
2.6004,10.21,97.0489,h
2.5881,45.7701,220.6692,h
2.9443,45.0553,172.5288,h
2.8417,49.329,210.499,h
2.3139,71.0751,193.2308,h
2.9783,50.1435,285.113,h
2.9082,32.098,123.788,h
2.897,36.393,277.0561,h
2.5353,53.595,178.355,h
2.7266,24,184.2445,h
2.7608,81.7432,254.38,h
2.7047,70.9436,129.4407,h
2.5812,1.9919,131.733,h
3.5735,34.766,235.0704,h
2.6005,37.2179,149.4033,h
2.9959,13.3615,269.454,h
2.6349,39.1317,196.6361,h
2.4942,62.037,129.9786,h
3.0116,31.747,425.5181,h
3.2038,73.799,107.322,h
3.2648,3.2487,248.6552,h
3.7078,25.5574,185.198,h
3.0037,15.731,167.656,h
3.3426,52.613,256.654,h
2.1508,39.1057,144.69,h
2.6748,10.5909,79.1653,h
2.799,74.2972,246.4691,h
2.6902,74.709,229.296,h
4.1433,21.1214,267.5615,h
3.1737,39.0288,291.7012,h
2.4048,21.838,93.7198,h
2.6756,12.7754,199.2681,h
3.5485,87.534,232.057,h
2.6415,36.865,132.566,h
3.4032,17.7939,388.062,h
2.4793,71.9781,114.461,h
2.8322,43.7833,224.231,h
3.0058,61.296,124.203,h
3.7058,77.8223,358.1938,h
3.0754,48.7462,157.6173,h
3.6602,54.3542,222.3967,h
2.9203,52.9268,217.0004,h
4.6289,87.6361,317.847,h
2.5849,1.389,115.122,h
2.6518,55.496,167.37,h
2.5919,31.5454,181.6588,h
2.159,27.4814,222.9928,h
3.0947,49.1319,274.8746,h
3.2916,11.8894,252.5512,h
4.6579,67.9337,243.077,h
3.2743,4.8423,286.156,h
2.3901,55.519,189.644,h
2.8745,3.9891,198.4444,h
2.5912,87.4631,143.2086,h
2.437,17.901,195.466,h
3.3498,89.8286,202.183,h
2.6623,12.174,157.288,h
2.5104,62.4241,241.5979,h
3.3875,61.522,239.537,h
2.7263,1.935,220.145,h
2.4684,3.3863,135.2027,h
2.3627,26.8717,164.9807,h
2.6893,3.1952,402.3607,h
2.9535,10.8959,319.539,h
2.1399,28.4753,161.373,h
3.3998,76.604,250.869,h
2.248,88.3435,42.7209,h
2.6483,32.7289,153.5811,h
2.7214,86.2652,260.973,h
3.0469,68.138,207.55,h
3.1199,58.1352,243.5677,h
3.084,72.088,143.291,h
3.3476,70.6157,184.39,h
2.7689,4.692,166.0683,h
2.6252,56.4788,183.2299,h
3.1599,18.275,201.478,h
3.0275,84.007,14.5272,h
2.6665,57.995,73.7115,h
3.2382,38.294,64.0172,h
2.2204,69.4158,150.3847,h
3.9798,7.819,283.9535,h
2.8007,49.296,120.156,h
3.0775,43.3511,268.6244,h
3.8703,24.702,407.441,h
2.5328,49.739,151.714,h
3.4654,20.1748,109.639,h
2.4346,78.2768,32.3245,h
2.5443,64.164,215.0051,h
2.9391,74.8444,190.8618,h
2.7697,24.134,136.061,h
2.9513,60.4225,175.941,h
2.5873,54.3215,200.199,h
2.4065,16.436,270.396,h
4.2132,71.7122,363.55,h
2.7235,89.3695,229.851,h
2.9831,74.2601,103.4153,h
2.7952,26.796,158.973,h
3.136,8.8103,235.5925,h
2.8737,9.0153,238.0995,h
2.5235,89.2573,85.8332,h
2.1889,41.328,119.746,h
2.8162,57.0152,150.519,h
2.5139,40.877,221.105,h
3.4079,60.9866,221.03,h
2.955,49.227,152.123,h
4.1993,47.302,314.584,h
3.0247,76.952,230.747,h
2.4714,47.2107,172.4575,h
2.6985,64.0657,300.751,h
2.5822,78.1325,176.8622,h
2.6986,85.952,109.6259,h
2.3666,33.5626,263.1362,h
2.3478,86.4925,191.2506,h
2.4572,40.8695,260.4657,h
2.8231,0.859,225.635,h
2.596,82.1541,210.839,h
2.9631,44.6947,176.171,h
2.5804,47.502,246.92,h
2.6885,43.8458,159.7466,h
3.4453,69.4577,311.048,h
2.2044,57.4318,32.363,h
2.857,12.5669,94.2115,h
2.1987,10.6763,208.416,h
2.8202,70.7993,236.524,h
2.9165,55.9,159.428,h
3.2573,56.249,290.177,h
2.4564,7.7447,145.617,h
4.3851,43.037,177.472,h
2.6946,37.0871,241.0948,h
2.5999,62.854,59.0169,h
2.4232,25.8956,121.145,h
2.935,28.5857,333.045,h
2.4908,44.677,228.0276,h
2.7948,0.2226,243.74,h
3.3337,78.9235,207.6945,h
2.7763,76.8217,116.5762,h
2.4955,58.3672,205.9844,h
3.3031,23.2722,54.0459,h
2.666,47.1913,133.0124,h
2.4323,64.3755,36.6748,h
3.5075,1.8856,413.4033,h
3.0197,8.304,262.487,h
2.7709,68.3389,122.715,h
3.5168,49.3619,277.1031,h
2.633,65.929,255.694,h
3.2809,77.918,321.713,h
3.8216,76.612,306.1689,h
3.6111,44.7384,226.117,h
2.2443,11.534,209.103,h
3.6011,17.882,283.184,h
3.2611,69.0213,165.1786,h
2.695,31.24,203.792,h
3.7469,20.899,342.361,h
3.9528,85.1312,384.242,h
2.8768,66.1116,196.362,h
2.2924,73.6545,224.8616,h
2.6522,75.672,107.872,h
2.6699,38.0088,178.9487,h
2.8097,22.5259,187.5154,h
3.4749,29.1256,30.6439,h
2.8139,2.3339,295.011,h
3.4279,62.4386,233.058,h
3.8039,51.3108,287.807,h
3.1042,67.7405,265.936,h
2.224,50.258,79.1494,h
3.6346,22.1821,357.9892,h
2.5066,30.9746,113.9031,h
2.7205,57.2767,159.7663,h
2.601,70.074,193.595,h
2.3945,50.6709,116.39,h
2.7853,67.624,143.643,h
4.113,87.7033,371,h
3.5904,80.8515,139.52,h
4.6444,44.0915,242.466,h
2.6749,15.3056,236.716,h
2.3483,84.3741,243.575,h
3.4904,79.3674,245.044,h
2.5862,22.6442,194.3028,h
3.0386,89.6277,187.09,h
3.6807,28.0336,236.059,h
2.8325,19.3813,223.303,h
2.8017,29.9953,105.824,h
3.0496,43.2007,280.1959,h
3.358,55.2556,280.5936,h
2.534,16.2676,185.497,h
3.3277,12.609,236.468,h
3.0828,29.492,271.638,h
2.9898,38.441,112.7577,h
3.4912,4.4578,30.9511,h
2.8527,4.8069,305.9936,h
2.2997,50.6512,60.8781,h
2.3711,33.348,181.74,h
2.714,76.0984,241.3646,h
2.5094,87.0055,150.8719,h
3.1565,3.9194,255.57,h
2.7111,25.195,267.2944,h
2.5075,57.5733,89.1948,h
3.7252,34.4576,334.064,h
2.5623,30.612,267.933,h
2.9545,21.912,160.289,h
2.6207,23.0497,188.622,h
2.5269,48.9221,265.2659,h
2.49,85.8689,225.152,h
2.9465,45.3038,71.7113,h
2.2553,21.957,119.397,h
2.7253,57.0501,99.2361,h
2.9472,1.7188,295.7384,h
2.1807,61.6768,214.9457,h
4.4344,70.5173,189.4295,h
2.5078,13.4866,207.5123,h
2.8298,41.6755,167.1401,h
3.254,40.7275,225.1507,h
3.686,7.5049,309.2728,h
3.5397,18.216,185.311,h
3.1944,5.421,90.0794,h
2.6457,19.2642,193.1092,h
3.0455,36.8698,87.5559,h
2.5792,33.6311,216.617,h
2.4362,55.029,154.204,h
3.5778,50.809,270.217,h
2.6522,58.969,159.744,h
2.7466,85.0956,23.7638,h
2.7363,45.9951,254.3935,h
2.7439,6.2682,221.9544,h
2.8319,41.7438,149.554,h
2.7586,19.6183,267.8709,h
2.8261,4.321,122.912,h
3.8888,22.5005,359.445,h
2.236,58.3071,193.6073,h
2.4845,64.5429,118.5759,h
2.4843,33.111,124.4584,h
2.8467,5.2436,229.5046,h
3.2608,33.756,186.568,h
3.5778,75.1093,305.8298,h
4.3583,54.319,271.354,h
2.8524,19.5928,118.8615,h
2.1205,53.6823,81.798,h
2.5051,83.101,232.06,h
3.0305,72.6454,157.122,h
2.6112,58.622,193.172,h
2.5202,59.3561,255.4879,h
2.6699,88.3359,191.8569,h
2.5402,50.5844,161.373,h
2.7067,85.2585,158.639,h
2.8998,37.1347,152.8398,h
2.4755,57.5568,149.0103,h
2.1123,64.933,227.107,h
2.6196,17.684,57.1203,h
3.1548,23.585,364.7206,h
3.2332,11.6774,224.123,h
2.4631,55.007,114.203,h
2.48,11.993,137.412,h
2.8435,38.2583,68.392,h
2.786,67.742,135.248,h
3.0837,17.7334,252.5048,h
3.0276,52.351,217.069,h
2.8912,76.3962,61.8098,h
2.8144,22.2233,197.9669,h
3.0497,36.7882,136.4736,h
3.4638,88.4406,290.6585,h
2.1784,42.4488,113.8944,h
2.6762,38.1192,64.8425,h
3.5393,21.5273,121.4221,h
2.7336,31.528,160.542,h
2.595,80.1735,201.3235,h
2.1189,38.561,260.704,h
3.5838,68.1382,187.0187,h
2.3574,51.177,114.0565,h
3.1778,9.1846,309.0283,h
2.7328,50.099,108.575,h
3.0915,86.9033,182.5023,h
3.2686,76.7657,217.1915,h
3.5334,75.7876,243.901,h
3.4816,58.5095,85.5954,h
2.6134,77.2659,168.3407,h
4.527,33.9666,268.6196,h
2.4575,58.3073,73.6947,h
3.0355,66.513,223.3597,h
2.6031,11.9282,266.509,h
2.754,1.9568,86.1728,h
2.536,67.027,200.1501,h
3.6672,3.5618,323.849,h
2.9872,12.0694,235.422,h
3.4272,5.9917,143.3627,h
3.0273,44.345,221.19,h
2.7514,65.8261,244.2702,h
2.5072,27.942,128.742,h
3.0934,45.235,219.7742,h
2.3962,19.9443,229.269,h
2.4807,62.3261,196.985,h
3.2849,37.2856,332.2504,h
2.4793,66.376,27.2822,h
2.2564,6.7462,343.2947,h
2.4662,42.9222,148.2906,h
2.8404,72.2782,339.376,h
3.1154,45.422,100.238,h
2.636,56.033,169.491,h
2.2656,0.2671,154.7039,h
2.4698,5.316,191.225,h
2.6325,54.5812,107.905,h
2.9626,48.2938,238.475,h
3.0262,44.7425,200.8175,h
2.4928,74.723,103.177,h
3.5273,59.2784,249.2569,h
2.4775,46.1961,105.0983,h
2.8831,32.025,273.4849,h
2.4829,76.8297,220.908,h
2.6848,58.6537,151.1393,h
3.4395,17.3273,192.779,h
2.6096,45.7507,211.15,h
2.8641,8.7072,52.0792,h
2.4731,77.0597,239.2857,h
3.2004,59.3859,146.928,h
2.683,75.191,182.762,h
2.9841,44.9107,13.1108,h
3.2082,10.836,317.8891,h
2.6449,37.384,212.728,h
2.2911,29.238,192.652,h
2.9964,7.1648,360.7767,h
2.9496,66.843,199.6018,h
3.6573,25.7463,48.812,h
2.9061,79.013,171.099,h
2.6937,59.639,201.879,h
3.4418,12.573,300.168,h
2.2,64.87,182.98,h
3.4055,53.274,377.998,h
2.2863,63.9024,118.3204,h
4.1463,37.0745,324.8371,h
2.7731,4.4966,123.68,h
4.5364,71.937,277.544,h
2.6399,28.6045,183.3696,h
2.5287,36.3083,207.9632,h
2.873,24.348,249.919,h
2.7214,86.2652,260.973,h
2.9823,9.8815,86.4843,h
2.7419,80.8997,63.119,h
2.8038,8.2367,217.871,h
2.7505,55.0425,43.0465,h
3.5426,77.525,110.932,h
3.0899,55.5014,157.226,h
2.4293,40.8358,213.9211,h
3.284,61.485,202.202,h
2.3608,10.9867,150.746,h
2.7569,34.5112,257.3683,h
2.8582,32.1876,202.308,h
4.5348,28.954,227.682,h
2.6985,12.4041,80.8612,h
3.0076,73.7683,257.27,h
2.6304,13.8325,188.477,h
2.6518,43.436,223.037,h
3.1801,58.643,313.694,h
2.3463,81.653,122.6304,h
2.6464,68.342,165.942,h
2.3856,74.889,194.744,h
2.4893,55.4616,206.844,h
2.5353,12.314,212.062,h
3.4142,48.4566,132.5392,h
2.7631,54.9128,145.0072,h
4.3196,55.6274,259.109,h
2.7384,13.451,119.617,h
3.6089,57.8297,186.4461,h
2.8132,32.8043,255.629,h
3.3932,51.6715,346.7639,h
2.6731,45.9009,240.2675,h
2.05,66.8422,197.1062,h
2.613,42.0088,323.6534,h
2.9576,0.9243,342.053,h
2.8919,3.3124,111.9501,h
2.4132,87.4535,174.1535,h
3.9682,72.1289,122.6955,h
2.64,87.2394,148.56,h
2.1155,88.1266,71.0375,h
2.3883,29.9286,208.525,h
4.0967,77.6499,329.7362,h
4.7552,56.991,238.1,h
3.6468,64.9299,293.453,h
2.6808,38.663,227.95,h
2.549,67.887,202.177,h
3.8505,44.223,409.048,h
2.7033,13.798,149.038,h
2.286,34.5289,223.2831,h
3.3534,43.9871,160.191,h
3.3731,40.4944,268.7494,h
3.183,21.1975,294.343,h
4.0235,43.8367,298.7103,h
2.4265,39.3763,261.466,h
2.6305,4.1453,59.6315,h
2.7059,40.4061,229.209,h
2.7187,27.5832,149.7632,h
2.4962,0.727,209.816,h
2.5709,60.5993,89.3854,h
2.6542,48.1757,260.231,h
2.792,23.2892,195.5377,h
2.8711,16.8293,250.4226,h
2.7657,78.4692,91.9059,h
2.3075,62.25,62.5245,h
2.8916,30.2217,247.4869,h
2.6128,32.982,120.091,h
3.3975,72.951,290.358,h
2.5172,32.432,120.989,h
2.5943,13.2406,73.0136,h
2.5667,77.1964,114.3193,h
2.8222,48.753,135.946,h
2.3646,26.307,130.79,h
2.7374,80.4271,236.0146,h
2.6459,42.7667,227.791,h
2.6594,34.541,219.501,h
3.6362,71.0839,24.9837,h
4.4923,55.482,225.1874,h
2.7229,15.0807,270.3524,h
2.9941,16.8956,223.7931,h
2.0986,55.859,95.3546,h
2.9407,64.2689,235.0006,h
3.1057,63.8785,144.9938,h
2.2665,83.4539,147.2327,h
2.5113,2.0901,89.9928,h
3.2244,3.7677,256.022,h
3.5573,13.97,176.931,h
2.8089,16.233,179.799,h
2.6585,54.3022,100.023,h
2.5693,36.523,207.4416,h
2.8303,9.382,229.125,h
2.3531,78.6525,199.011,h
2.5257,47.753,168.038,h
2.9574,30.2536,289.524,h
2.944,51.614,139.64,h
3.995,27.396,291.484,h
3.5822,17.388,300.832,h
2.4339,89.717,185.5904,h
2.7113,45.9892,270.9415,h
2.5653,54.046,57.936,h
3.9427,15.693,216.928,h
2.4734,34.996,208.97,h
2.6575,25.1855,179.312,h
2.6758,39.7337,83.5209,h
2.5996,36.3987,178.1124,h
2.3459,15.4927,145.076,h
2.7885,32.4589,185.278,h
2.6748,17.3155,233.0619,h
3.4251,66.8196,148.8942,h
2.8956,2.7435,206.1248,h
2.5044,77.8131,159.6281,h
2.238,26.67,200.173,h
2.86,7.1191,271.519,h
2.4571,88.4132,90.5856,h
2.6669,46.7688,245.6626,h
2.2292,49.162,137.362,h
3.1342,82.8678,158.6521,h
2.8847,82.3925,106.5458,h
2.5821,36.3869,197.7587,h
3.2032,32.2261,94.2075,h
2.7124,10.2974,299.2486,h
2.3579,31.8911,153.163,h
3.8619,1.1715,387.7073,h
2.5653,89.6184,245.82,h
3.1826,65.25,173.01,h
2.5934,4.3498,173.0274,h
2.5145,45.883,177.891,h
2.6977,32.3187,214.6567,h
2.7927,25.071,237.511,h
4.0162,68.635,358.784,h
3.0935,84.6909,237.1545,h
2.7214,63.5078,200.171,h
2.3284,19.779,219.714,h
3.0304,4.4581,34.7187,h
2.7566,45.402,243.628,h
2.7657,16.2791,60.7575,h
2.7619,78.462,203.951,h
3.3555,46.634,345.811,h
2.7168,39.6201,130.5655,h
3.0242,19.0842,172.1122,h
3.0147,84.5433,238.257,h
2.5586,2.309,201.7074,h
2.3152,39.5169,171.7131,h
2.3419,76.7026,128.8883,h
3.2218,47.159,354.943,h
2.3883,28.964,253.6073,h
2.3375,48.284,203.091,h
3.1308,2.1935,189.5165,h
2.5833,61.2334,101.9478,h
2.4208,83.7854,160.538,h
2.6812,9.1993,127.867,h
2.5105,38.947,172.058,h
2.8023,43.0187,180.6016,h
2.5544,68.0392,89.1057,h
2.6191,42.666,130.752,h
2.3424,1.1053,133.4689,h
3.5,51.5325,162.6092,h
2.2304,35.3391,229.7,h
2.5092,45.9192,133.37,h
2.2504,84.3192,136.646,h
2.8271,13.7631,135.1112,h
3.1461,17.5318,310.3971,h
3.6335,0.5341,399.6806,h
2.8432,45.9251,28.4825,h
3.3124,32.202,450.953,h
2.6069,79.5231,203.767,h
3.2594,2.5978,312.913,h
2.7509,8.7457,244.743,h
3.726,89.7261,358.6064,h
3.2537,3.9345,285.462,h
2.738,68.8163,275.161,h
2.6547,19.189,165.971,h
2.7834,62.679,263.9626,h
2.7202,16.1157,148.0604,h
2.305,62.8428,149.075,h
