@relation magic

@attribute FLength numeric
@attribute FM3Long numeric
@attribute FM3Trans numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
66.6014,16.4082,-13.546,2.4355,g
12.7589,6.4392,11.4076,18.908,g
75.5326,-47.649,21.1596,2.405,g
56.542,51.2526,61.6314,24.289,g
59.0249,44.7229,-6.6479,0.057,g
63.7425,-19.6726,-30.6784,18.0086,g
48.6724,26.2659,-3.5504,2.125,g
30.7067,14.4977,-10.5612,56.785,g
12.9432,-7.1385,10.3084,89.7459,g
31.6799,-27.3328,-13.4097,9.7853,g
25.6723,-21.3006,11.2405,2.303,g
93.2593,105.637,-20.4478,6.761,g
21.945,-11.4212,6.83,59.558,g
48.3669,11.2721,-9.8737,1.99,g
68.1693,38.9137,20.9574,3.585,g
40.9677,25.5428,-7.9817,4.929,g
18.249,10.1469,5.3027,15.8259,g
62.9257,44.164,-17.3309,8.6361,g
46.5349,30.3234,-11.765,8.698,g
26.3082,21.8424,-7.0259,7.3704,g
58.0284,52.4075,10.9606,4.187,g
36.0763,25.4849,-8.1573,4.6563,g
88.4059,63.3567,-18.634,3.617,g
43.7014,24.9629,-2.6712,0.4341,g
23.6595,-12.0225,5.2125,24.255,g
86.4837,87.3018,-17.2743,0.6946,g
21.3666,19.5224,1.8273,74.383,g
31.9106,15.2487,8.9478,25.087,g
20.2097,14.0185,-8.0444,66.05,g
39.1459,-19.936,11.137,2.6191,g
31.9036,18.2193,8.7564,14.7783,g
37.716,34.101,9.5223,21.8653,g
32.4967,-26.6934,2.2923,63.9721,g
33.121,30.9083,10.2312,25.6036,g
38.471,28.5282,4.484,7.346,g
26.1033,-7.5265,-11.0293,5.4609,g
12.94,7.3138,-9.678,53.7924,g
66.6232,50.3889,-14.5178,2.2166,g
12.6846,7.3755,11.1393,4.176,g
54.2037,36.0721,15.647,2.9912,g
18.9505,4.1078,7.7879,6.2819,g
41.4173,25.3511,7.9122,3.9349,g
18.1716,-6.3392,8.3141,33.8273,g
38.0849,20.0293,9.3065,16.309,g
39.9551,23.7879,8.4608,7.511,g
71.0185,75.4977,-6.8361,1.003,g
104.356,91.7126,-18.7868,1.603,g
26.5628,21.7776,-9.8303,25.5291,g
83.8233,-58.7451,9.3165,3.155,g
66.2184,-39.9141,7.2607,8.48,g
81.2628,70.5703,17.8429,2.206,g
93.5964,87.7648,-7.915,0.25,g
79.664,59.3963,5.1437,1.709,g
23.5009,8.371,6.7424,21.192,g
23.578,-17.4231,-6.9925,50.598,g
33.2576,22.892,18.3511,27.256,g
66.6383,50.3724,-20.8222,5.2154,g
110.37,49.0667,-22.1274,1.492,g
90.5838,-46.4003,25.8974,4.5116,g
22.4885,8.754,11.6542,6.62,g
200.408,-198.867,-8.8152,43.2002,g
66.829,48.8973,14.8388,2.69,g
75.4781,60.1896,-8.8066,10.617,g
76.1799,57.6858,-20.4701,2.1911,g
17.2743,15.394,-8.2017,39.4782,g
59.2636,-12.2979,-6.3837,16.9458,g
70.4771,53.6032,18.376,4.0389,g
51.9989,-46.4491,9.6407,11.322,g
33.4997,-21.9975,14.4993,24.9095,g
27.7865,-14.38,-10.2233,25.282,g
32.3436,31.4377,8.1766,3.7329,g
19.9277,12.4945,-4.9894,7.035,g
36.9888,23.8581,14.3367,5.2373,g
15.166,3.0524,-8.5378,61.787,g
12.9823,2.9776,-11.7922,71.697,g
27.3898,-14.7219,11.1832,73.467,g
20.1456,-8.3371,5.4492,12.621,g
41.8024,55.0076,-10.4222,20.2025,g
76.3397,58.9969,-13.194,1.5496,g
59.9017,54.062,-10.1987,1.9107,g
79.7275,68.21,-10.8305,7.103,g
13.4592,-6.8066,11.5805,17.4488,g
34.1665,-13.492,-8.2568,14.125,g
17.1908,13.0369,-7.7887,0.076,g
51.6337,-32.9212,5.9161,13.666,g
13.15,2.6711,11.8531,28.553,g
24.3015,-17.8319,8.0081,35.861,g
31.9332,20.076,-11.752,49.979,g
44.7252,26.6332,-19.6672,4.908,g
18.7087,17.6719,-11.0034,73.163,g
77.3322,70.8455,-18.1929,4.744,g
21.1287,10.4401,6.2328,34.1392,g
44.3948,32.6147,10.9139,1.465,g
91.6993,51.3861,-29.1995,1.9921,g
23.5439,-8.9195,6.6115,2.964,g
26.4121,16.5482,-15.3669,20.435,g
33.5378,-7.6258,9.9982,35.2593,g
60.8973,20.1166,12.7792,0.411,g
69.1158,56.1297,13.4596,0.206,g
25.4947,18.599,12.3783,84.7935,g
93.6809,90.6286,65.4353,4.961,g
125.394,114.295,11.9862,3.601,g
27.6058,14.8442,-2.4271,13.386,g
88.4638,44.1096,19.3974,0.533,g
35.9189,17.8174,7.8104,2.7747,g
20.5008,11.4787,5.7259,88.4189,g
49.8661,27.5346,10.9175,0.8914,g
18.6811,10.8606,5.0252,42.612,g
18.8069,-10.5534,16.8676,29.692,g
20.6824,7.0295,-5.9361,23.4492,g
106.41,-75.4066,12.9273,2.0319,g
53.3355,38.541,9.8957,2.523,g
100.226,-33.4996,-13.6411,4.4376,g
82.2052,47.214,-18.9369,1.4594,g
24.97,-12.6707,-12.0332,5.3656,g
52.9757,39.6224,-10.1804,47.954,g
45.3779,56.1975,-18.1433,2.4183,g
43.7985,28.5198,6.3077,6.324,g
85.8375,-36.8489,15.3542,2.5365,g
19.9618,6.2451,-2.5119,58.9308,g
158.211,164.033,17.5639,17.3604,g
38.2958,-26.1429,-13.751,18.358,g
17.9156,-8.4051,3.9576,47.669,g
23.3283,-9.4313,-7.0042,0.663,g
89.9165,-53.0078,-12.4408,2.755,g
167.85,-137.192,-9.467,73.7502,g
21.6235,18.4439,8.2897,2.215,g
25.8254,17.8471,-13.1111,9.273,g
35.5577,-21.9429,17.7932,3.314,g
26.9169,11.7952,-4.5298,78.1246,g
19.8584,15.8569,4.5488,20.1575,g
62.8329,46.1448,-14.7127,6.4855,g
60.5508,-31.7991,-17.4254,11.12,g
34.9294,23.9472,-8.1753,1.3937,g
74.5714,63.076,-12.2594,4.029,g
85.3154,74.0532,15.7723,0.7571,g
94.0642,81.5687,13.3962,4.9933,g
70.8411,71.504,-11.006,4.763,g
17.0685,-8.02,6.3909,73.3106,g
73.7622,33.1459,10.1986,17.123,g
32.9572,-15.6034,-16.0488,21.1247,g
20.2899,-19.3043,10.7454,9.282,g
42.1804,31.3598,9.3111,13.5661,g
36.7801,-23.6652,-15.2382,7.243,g
23.3073,4.4608,10.7805,2.7033,g
41.2937,-30.0301,8.7423,5.153,g
34.2298,32.3912,6.4692,14.5626,g
46.4559,36.1971,15.6024,3.5737,g
109.32,78.7445,35.7266,1.102,g
48.4003,23.8349,10.1686,8.0926,g
23.2775,-19.3432,-10.6336,35.4214,g
50.1678,33.2242,15.9248,0.922,g
51.9031,52.1665,12.0763,1.6997,g
13.1944,-4.6234,-11.0806,39.912,g
51.5363,42.3068,-9.3238,11.399,g
49.8616,34.732,10.3309,3.757,g
22.4678,11.428,0.0001,0,g
19.1111,8.5182,8.3654,61.988,g
45.8873,25.2934,13.4505,4.521,g
27.4926,-18.9347,-4.5283,58.4118,g
30.1227,15.2493,11.1356,11.519,g
29.6384,18.1431,-3.8934,16.691,g
66.4043,47.4812,-10.3092,1.257,g
50.4291,41.8014,-8.1781,6.1251,g
57.627,43.8752,-19.7095,3.366,g
24.7122,21.3231,15.989,33.725,g
21.7375,14.7249,-6.5268,8.734,g
45.903,33.2516,-0.9053,0.595,g
41.9013,-27.4963,-8.9019,4.6235,g
31.9613,23.4701,-9.6547,20.144,g
77.8998,28.1588,-10.4487,8.333,g
48.6653,38.7974,-11.5196,11.15,g
141.235,-52.0873,6.9091,3.5362,g
22.9965,-22.0568,6.5046,2.366,g
42.9672,28.5863,-8.8036,5.212,g
22.3675,-18.5341,-10.8476,29.254,g
31.031,-9.3174,16.6029,37.32,g
38.5541,35.2245,-5.088,3.055,g
94.7947,-31.1087,-17.1446,0.4788,g
67.2201,52.1944,-10.902,5.667,g
12.9287,5.2195,-11.643,28.1111,g
20.9328,14.8757,-6.0435,83.6972,g
74.479,58.431,12.016,3.4608,g
40.8396,-13.5911,10.4856,0.583,g
39.5991,17.624,15.9953,1.0378,g
26.5139,-16.5808,-10.8799,7.5418,g
38.9695,36.5635,-11.9341,15.3354,g
23.5281,8.6299,-5.9169,24.368,g
24.9971,-5.9541,7.0785,14.1145,g
22.4196,-20.7553,7.677,10.9799,g
24.2392,20.8131,8.0599,13.001,g
97.7331,-48.7222,22.798,0.908,g
92.7412,56.2846,-11.0333,9.5101,g
53.3069,22.5841,-23.6743,1.762,g
28.0012,-12.289,-4.3699,16.315,g
42.9912,37.8093,-12.1548,12.565,g
18.9883,18.3294,12.6554,31.8054,g
62.159,52.263,-18.7444,14.3969,g
75.5657,52.6888,-16.486,4.9959,g
101.939,71.1917,13.1046,9.836,g
74.2408,77.2229,-23.7214,6.4966,g
67.4012,54.2919,18.4979,2.729,g
18.9583,19.4856,-2.0165,38.2,g
115.093,81.9058,25.8484,5.487,g
74.8406,63.4019,15.756,10.0169,g
39.018,-26.2935,-12.9746,0.783,g
64.8397,51.7055,13.6157,0.109,g
24.07,19.9668,-15.5285,33.07,g
41.1185,-25.6832,7.7235,6.1592,g
41.5842,8.9112,-2.0409,6.377,g
82.2887,60.6541,-6.6126,0.5058,g
27.4956,-24.1313,-9.2681,25.1126,g
26.4947,21.2906,-6.0532,36.725,g
91.1228,-63.0946,-20.3967,1.133,g
103.549,76.9757,-27.4501,1.0667,g
61.7228,54.8814,-8.2482,2.701,g
47.4667,33.9482,-11.3089,11.762,g
31.0261,-20.6766,15.625,5.614,g
42.2145,-18.7026,-3.1977,0.5371,g
17.2647,7.9802,7.2753,24.6514,g
65.524,35.69,-15.2309,5.325,g
82.5295,87.0154,-14.2973,2.176,g
86.0772,98.6068,-19.4614,6.8267,g
19.8142,-15.6609,-5.6769,67.285,g
27.3848,27.3697,-3.8737,6.383,g
12.6396,-9.0584,9.8825,61.162,g
19.1862,6.6295,-4.2899,0.167,g
44.5906,-8.0974,-7.145,0.706,g
61.1987,-41.4037,11.6421,2.402,g
52.254,32.0298,9.0218,4.2321,g
31.693,11.2136,-9.3705,10.5089,g
20.778,-9.7705,5.9924,87.7875,g
12.8132,8.4809,-9.4712,84.1434,g
17.2761,1.225,18.3999,25.764,g
21.7041,-19.4076,-10.7244,5.904,g
21.4181,-12.1158,6.3918,39.5774,g
36.6344,31.2791,6.2182,11.7003,g
80.271,61.0639,20.5658,2.956,g
45.6094,37.7755,-9.2036,4.25,g
33.5888,18.9164,-4.3283,22.805,g
103.227,69.9028,-4.9809,2.4303,g
87.6502,76.641,-12.9819,1.7125,g
22.0239,-8.5181,11.0575,62.975,g
100.325,106.15,-11.8643,3.5551,g
24.9059,16.8257,-1.7063,44.3225,g
64.1939,36.1055,10.2065,1.1672,g
70.5593,81.2753,-9.7931,15.4093,g
42.6815,38.7058,-6.9802,5.212,g
114.722,93.7667,-43.16,2.9341,g
66.8274,36.3902,17.3318,7.5468,g
32.3364,24.5732,-11.798,26.53,g
20.8375,14.013,-5.746,57.3209,g
35.8791,7.2215,-15.632,10.257,g
20.947,4.5452,-3.9038,34.4932,g
33.2173,-18.4023,10.2478,13.1609,g
37.1967,18.7062,13.6322,10.3638,g
27.3482,11.4679,15.1441,18.766,g
39.1755,25.4219,17.0574,6.4974,g
56.2502,49.8155,17.6717,4.177,g
88.5562,72.9694,10.4241,0.8794,g
27.0941,-14.6973,-10.997,22.48,g
51.4478,-38.7493,-8.8198,8.1035,g
49.7582,43.927,16.1473,7.6551,g
28.7186,-16.7053,3.5189,21.0694,g
71.8727,77.4821,8.9195,5.923,g
65.8344,55.701,-6.305,7.6011,g
27.3437,-16.6525,2.1875,21.3597,g
62.3448,63.985,20.2344,7.61,g
46.1716,30.2373,7.7737,2.6994,g
24.593,11.1578,14.6176,40.433,g
94.6984,67.7843,-9.0978,5.866,g
29.8203,-15.6367,-10.7675,17.7272,g
15.8465,-4.6367,3.1949,48.699,g
55.2057,36.9761,24.8789,3.44,g
13.2724,-5.982,-11.2598,29.068,g
47.985,26.4205,12.3187,5.3027,g
33.4593,23.7646,-10.6204,6.2132,g
55.1773,-19.0002,2.5931,8.473,g
35.7114,29.8842,-14.3419,3.7819,g
24.4408,-19.4005,14.0019,88.1698,g
20.1374,18.5745,-7.0706,28.1582,g
40.3641,38.7838,-4.1778,4.31,g
27.2053,21.9019,-8.3026,1.8909,g
27.0149,-22.5492,-3.69,39.295,g
31.9789,-11.0711,10.0324,15.3064,g
19.6419,5.2697,0,34.817,g
20.3262,-17.3823,-10.1526,30.898,g
21.8818,17.9424,-7.092,32.589,g
51.0702,47.9198,13.3036,7.48,g
72.0069,47.274,-13.504,3.422,g
60.9338,-25.5768,19.3509,13.807,g
41.2412,18.4922,-12.2418,19.4837,g
45.4678,-13.4235,13.6138,1.087,g
90.4031,48.2571,-15.719,1.5824,g
81.2835,73.5514,-18.3815,2.695,g
30.4,18.9893,10.7703,22.81,g
22.7595,22.097,-13.1883,32.0104,g
81.2862,61.5228,12.9656,4.129,g
38.8888,-22.5105,5.205,28.6994,g
52.9502,44.2121,9.089,0.2328,g
18.1863,14.6129,7.7438,0.4967,g
47.3193,22.4961,-10.3528,5.2636,g
72.3869,53.9938,-33.5018,14.878,g
81.2267,31.8949,-21.1676,3.906,g
28.0556,-22.0884,-6.9987,6.912,g
36.4381,-21.006,-5.8512,3.596,g
22.4171,9.2871,10.6345,1.3357,g
92.7062,78.0131,10.9458,0.9333,g
28.1465,-13.5845,4.2566,86.3532,g
44.1235,-26.6902,17.5798,75.807,g
29.0889,22.6222,9.7382,1.544,g
33.0524,12.7243,8.7459,10.977,g
27.5202,18.1638,12.4413,14.777,g
46.1925,33.9312,-4.0739,10.7331,g
43.1587,34.7238,-8.2073,11.521,g
50.785,29.5191,-10.0348,2.291,g
22.1163,11.1157,11.5486,2.0777,g
53.9765,40.0827,14.2929,1.843,g
29.2419,-17.9436,-10.6449,3.426,g
20.0155,9.718,-10.5191,3.954,g
81.823,63.9205,14.3195,12.441,g
23.1901,-4.9454,-9.8265,51.965,g
72.6665,75.2689,11.2248,4.838,g
18.5317,-9.7754,4.3266,26.6697,g
42.2999,23.1308,-8.3025,11.1493,g
55.6718,54.5009,5.7906,1.6831,g
91.8755,95.0725,-60.2146,53.79,g
37.1453,26.7564,12.0698,0.6385,g
41.4986,23.7276,17.5422,11.817,g
17.3109,-7.7244,-0.1954,89.4859,g
30.2573,18.4985,7.175,29.865,g
83.5165,73.8819,27.5893,5.473,g
22.5561,-6.3922,-6.8247,3.9937,g
52.8342,12.1768,20.1761,1.1826,g
69.0182,50.8668,8.4063,7.312,g
47.0827,32.8818,20.9267,2.4381,g
118.862,46.7919,-9.6862,1.5122,g
13.1215,-4.7347,10.3392,71.8363,g
22.0913,18.2296,7.3975,21.068,g
33.4718,21.8971,12.1541,0.6027,g
82.4622,80.7168,20.2289,4.232,g
26.0427,21.9824,-7.4869,31.443,g
104.604,28.4395,31.7044,4.314,g
19.1132,-14.7571,10.26,6.052,g
26.2813,-18.2562,-10.1384,22.598,g
58.4242,19.461,-11.5214,7.512,g
26.4332,-8.1889,-8.1366,5.3365,g
18.1621,17.1801,-8.8036,56.812,g
50.6018,46.9723,-9.7504,21.9881,g
22.4155,8.8698,9.9436,89.9155,g
19.9527,16.5275,-5.1195,56.684,g
26.0362,-18.4544,-4.7631,18.338,g
14.6323,3.2344,-7.6145,74.7762,g
53.5601,40.5254,10.4452,4.9638,g
12.6909,8.7551,10.1004,56.8101,g
29.4914,-2.6917,-10.0385,3.249,g
21.5515,7.0258,11.7299,56.071,g
40.2116,32.4196,8.0276,17.833,g
86.3454,58.8187,-29.8343,7.0441,g
38.0775,30.6531,-11.8013,20.797,g
93.3282,71.1982,-14.796,4.3552,g
21.3806,13.5855,-6.6962,12.5519,g
102.502,85.5577,19.7771,1.977,g
20.0581,-12.9511,5.1558,15.156,g
21.6549,16.2045,-10.7003,53.7691,g
93.0034,73.348,-9.9072,1.64,g
33.9312,15.8333,-14.2404,9.6812,g
82.6258,54.9726,-10.556,9.3363,g
43.4342,22.8194,9.8909,0.967,g
12.924,4.591,-11.7061,59.2402,g
52.2513,-29.1554,8.5605,0.4811,g
24.7397,-9.1181,8.4874,25.4671,g
19.605,13.5906,4.3033,20.337,g
25.0206,-10.3187,8.1751,24.4741,g
74.8605,7.0047,-12.0999,0.098,g
19.5031,7.6452,-4.6729,79.386,g
22.3325,-10.0776,4.2446,24.413,g
25.9297,-20.1359,-12.4451,12.5848,g
34.0974,-22.6602,-12.5063,4.829,g
82.4735,77.3717,-8.1449,14.393,g
23.4322,-14.9235,-11.9279,79.712,g
49.3869,35.3383,8.5862,5.7179,g
18.1252,-10.4469,10.0694,36.6853,g
16.4192,-7.2376,-5.8913,38.836,g
80.4985,74.8617,-22.0775,6.046,g
71.7635,47.004,11.1843,11.8032,g
14.3194,7.4801,-9.9465,17.439,g
60.9588,45.9043,21.3148,3.7653,g
21.565,-7.4089,8.2183,3.896,g
43.9,24.931,-12.3893,4.9347,g
53.1582,-39.7663,4.0484,16.39,g
42.5751,-22.6394,4.3417,11.3585,g
39.0013,11.8392,13.4544,9.8286,g
38.2467,24.0854,11.2854,4.173,g
89.7764,-51.9564,42.461,4.3596,g
99.8472,67.7417,-25.3806,9.1004,g
61.4489,37.3025,14.8199,7.3758,g
18.0566,15.4808,2.6816,63.1428,g
28.9503,21.404,-13.4494,35.85,g
30.8779,12.3272,4.8418,40.5255,g
18.5402,11.8282,0,76.5195,g
30.3706,-13.1034,17.4626,60.7795,g
167.067,89.6199,-13.1992,4.486,g
74.9198,-24.0401,29.2437,15.5248,g
71.2506,57.9574,-13.2398,1.5906,g
65.6585,50.2457,-18.2446,11.6762,g
33.1404,26.0079,-10.1173,22.533,g
36.8715,19.8299,-9.8739,0.8432,g
87.7847,-44.7121,-8.9452,2.0092,g
27.3416,-18.5239,8.9238,25.809,g
24.9086,-2.3838,-8.6055,37.114,g
13.3691,3.0611,11.8904,78.021,g
20.617,12.9878,6.3557,44.111,g
60.0531,42.9533,15.6111,5.57,g
71.3468,51.7147,14.6913,8.6575,g
87.8315,77.1037,-21.44,4.714,g
18.6133,12.7382,2.9013,9.438,g
89.1019,70.6316,-32.505,5.526,g
32.9178,-25.9902,7.8666,7.387,g
20.5012,-14.3202,-9.2264,5.932,g
17.1794,8.503,5.5613,13.117,g
77.8804,62.4938,21.6046,2.4966,g
94.1467,67.9024,-20.1648,1.505,g
58.136,49.4716,-16.8216,15.462,g
38.2285,31.6882,9.4953,23.28,g
41.1061,23.4627,13.8284,0.4014,g
36.673,31.4852,-8.5336,5.3161,g
21.9039,-18.5917,5.7794,41.331,g
36.0591,24.9777,11.2823,17.968,g
21.489,-12.648,-10.6024,59.423,g
88.5821,74.6123,52.1147,3.144,g
40.2471,29.2096,-10.9047,29.313,g
46.4459,30.7022,14.6852,20.0742,g
39.1154,30.101,13.9471,4.253,g
39.0798,9.8348,-12.7683,15.7293,g
96.8724,96.471,-23.4008,6.0195,g
19.1932,9.2521,-17.508,56.213,g
73.1241,77.1818,-13.9368,4.018,g
22.0999,12.8172,4.2833,17.6539,g
81.8663,56.3823,15.6502,4.4916,g
33.9347,-23.1659,3.492,0.334,g
80.393,43.4367,-14.4227,0.3113,g
34.7458,17.3737,9.7927,1.7171,g
97.1493,81.9049,-23.8441,1.94,g
83.4349,74.8628,-12.2016,4.4435,g
66.6981,44.8596,14.3485,8.269,g
39.8141,-26.5504,7.1605,54.262,g
66.4672,50.3012,33.2397,0.106,g
44.0857,-28.5581,12.1096,0.7342,g
27.1388,23.5939,21.1059,30.825,g
85.6279,74.0012,25.721,1.92,g
21.0982,11.1148,8.0292,35.9838,g
72.2842,33.3607,22.8024,2.371,g
51.3222,49.4474,-19.4964,5.6174,g
66.2175,56.5129,16.6424,17.6995,g
36.423,-14.4844,-9.5128,2.4,g
17.9263,8.1116,6.1012,52.3308,g
68.4755,50.6974,18.5932,6.673,g
80.3034,62.086,17.8903,2.6827,g
22.8945,9.3203,-7.9253,52.36,g
84.4675,82.9083,-8.2418,6.667,g
117.986,-76.6361,2.6605,1.3389,g
59.42,33.413,8.2191,9.183,g
46.2432,-8.5865,6.0027,8.99,g
25.812,-19.7376,4.5985,37.8541,g
20.7322,-0.4101,5.9771,17.933,g
32.3526,-19.2651,-7.4905,2.021,g
71.0871,66.8521,25.1188,24.0961,g
21.3972,-10.0954,11.2769,14.853,g
19.5686,-17.7184,6.5899,10.9472,g
89.9295,58.615,-23.5047,3.2204,g
30.9633,21.6247,15.3424,15.8283,g
27.0734,12.9546,7.6621,1.2713,g
29.6058,8.5763,-11.3778,9.0521,g
118.601,14.9809,29.3812,4.134,g
65.739,41.4762,-17.7319,2.7714,g
66.473,55.1792,12.3933,0.467,g
41.4518,-25.38,8.5856,32.8027,g
76.7162,72.404,-19.5876,2.292,g
24.1451,16.9144,-14.222,78.7982,g
18.2209,17.7841,8.1034,3.7849,g
33.0788,27.7357,-7.1459,2.2025,g
22.6563,-12.9189,10.4809,69.395,g
101.632,89.6241,-27.0989,3.602,g
62.5283,53.3354,-19.18,2.7337,g
80.8379,75.746,13.7594,5.0145,g
77.5475,50.8484,8.7041,0.641,g
62.707,49.8416,6.4025,6.0467,g
25.1333,14.1166,3.4455,52.0161,g
26.4839,20.7124,14.2567,9.2085,g
16.2145,5.5003,6.4646,26.52,g
87.3797,69.6443,-10.2593,0.9488,g
53.2086,24.0831,-14.1456,10.5073,g
81.3992,-55.5527,-12.9199,4.772,g
55.7546,45.9467,14.3961,3.628,g
23.5264,-15.0454,-9.7726,11.2824,g
21.4634,13.0401,-8.4286,10.54,g
60.0089,41.2934,-6.1147,1.388,g
19.2264,-11.9355,4.8201,14.45,g
74.8027,61.2956,15.233,0.501,g
19.7233,17.284,8.4284,72.4626,g
47.4846,-32.53,11.4219,3.0261,g
20.4253,18.8672,6.8393,71.07,g
31.8136,28.8227,-16.5213,11.6029,g
39.9822,27.8685,8.9399,36.4581,g
67.8374,79.9025,-10.6692,6.1571,g
22.555,19.4033,11.0315,56.916,g
28.3689,23.3278,14.7642,2.948,g
32.6585,23.4397,-6.9897,6.5984,g
36.5196,-14.8072,24.3361,28.845,g
67.9253,54.2326,-38.4032,0.1225,g
40.9467,38.4813,-6.4606,41.3483,g
93.6965,68.0302,-6.7811,1.151,g
87.1478,81.1524,-19.9712,2.152,g
21.1235,12.2823,-6.2098,74.254,g
39.6948,-13.4913,-11.0505,6.11,g
23.2118,-19.3164,-10.2216,7.755,g
23.2889,-15.5673,-10.3174,23.325,g
13.1758,-9.0779,10.5567,5.341,g
25.675,-17.4557,-9.8782,19.392,g
70.2288,65.1319,-19.9625,1.562,g
47.9325,37.8166,13.2624,4.874,g
20.1609,-21.3665,11.7626,18.0262,g
26.5806,22.5027,7.8271,4.9083,g
67.5024,75.3529,-11.4106,6.022,g
25.7808,-21.6238,13.2634,3.0162,g
19.3993,14.3973,-3.9199,25.804,g
39.4323,21.8879,14.4097,3.7246,g
23.8218,13.7196,-9.4416,17.721,g
43.4795,-29.7525,15.0303,2.912,g
37.0964,22.3427,-19.2893,7.886,g
29.7598,22.557,9.6102,38.4602,g
23.0552,-10.3781,11.575,10.379,g
41.311,37.1014,-7.2773,0.0339,g
39.4806,24.7853,10.3638,10.02,g
64.8106,24.4761,16.1435,10.426,g
30.0751,20.7668,14.6489,24.5471,g
20.2414,-14.5912,-5.3604,19.2493,g
47.7336,19.3258,10.4092,1.3785,g
38.6616,7.5009,-8.7051,8.262,g
25.7371,23.3348,-8.9524,17.512,g
26.52,15.1124,-4.3881,82.1614,g
20.5359,9.8922,-10.9555,18.331,g
41.3305,36.4331,-0.5875,9.116,g
19.7692,-15.8836,11.4315,83.8778,g
86.1808,94.7966,64.7861,26.0415,g
38.0373,29.8108,-7.0664,3.244,g
25.712,17.8809,-12.2771,50.8703,g
24.0671,15.7777,-7.3955,21.05,g
25.4153,18.7929,-4.9977,89.4684,g
29.4909,27.7684,8.4907,25.4027,g
26.5659,-21.218,17.0494,10.0413,g
29.7674,21.9274,-16.6847,23.932,g
62.8232,51.3203,-16.5534,5.672,g
17.1038,13.1198,-14.3588,75.1791,g
12.9881,-4.6937,4.7681,85.6648,g
48.2055,30.3054,-13.2184,4.199,g
35.8286,17.2509,11.3048,0.472,g
23.12,14.5916,2.8713,42.462,g
21.2362,-12.3834,-6.2814,30.5302,g
20.1939,-4.8527,-8.7804,16.3257,g
16.1929,5.2042,-8.4055,59.383,g
42.3471,-47.3029,-15.5002,59.389,g
30.1451,25.0588,-7.3933,11.983,g
19.1316,17.0869,-3.6266,65.2488,g
21.4514,16.0409,-5.2053,8.6808,g
55.9732,24.4704,-11.9677,8.528,g
77.6046,57.1265,-17.1458,3.821,g
60.6592,-52.1026,7.1181,1.307,g
34.9205,11.8249,11.9768,9.59,g
30.4527,13.1514,12.8942,13.6718,g
21.3968,11.0526,-12.82,85.5644,g
16.5612,3.9436,5.4076,38.001,g
50.0912,32.4541,5.0886,2.9598,g
31.9523,-20.0884,7.9241,18.6087,g
84.4905,56.4396,-12.7818,4.687,g
38.9707,-17.781,7.3396,14.4926,g
70.8438,57.3618,14.276,1.6041,g
23.1587,15.0322,0,61.5621,g
41.4593,36.7154,-5.4829,11.897,g
39.1431,36.095,-15.6353,14.8637,g
30.2759,15.6985,-12.2719,6.723,g
56.8047,-29.0892,-13.4158,0.3475,g
37.914,21.4711,-13.6596,0.49,g
55.5272,36.7524,-7.959,13.331,g
82.3651,44.2206,-15.4215,1.884,g
34.0626,14.8716,5.8357,24.444,g
26.9231,-18.1446,7.8116,5.887,g
16.9089,7.953,6.4171,26.26,g
12.6216,6.662,-11.2908,57.2856,g
19.541,-13.0988,-4.1841,16.6934,g
12.6382,4.4607,11.4721,67.6997,g
16.3165,-5.0345,-8.4312,13.689,g
43.287,31.4508,10.6959,8.3733,g
23.4477,-13.9304,10.0523,4.141,g
47.2489,-34.2862,13.7532,0.7073,g
60.4595,50.9982,15.5546,9.214,g
24.0201,-21.1455,4.5174,6.311,g
21.4387,7.5976,-6.4242,34.8091,g
67.8904,41.8175,31.1822,18.4779,g
25.3976,19.7902,4.4057,9.2717,g
21.2858,-19.7686,-8.6863,50.0471,g
21.5478,9.4044,10.0215,50.002,g
24.932,10.9784,13.7105,19.7041,g
22.7103,9.9208,-15.8225,78.773,g
57.4554,59.398,6.0683,3.379,g
44.2373,42.4894,-11.9185,37.234,g
86.7133,68.7195,-15.8098,0.6696,g
19.1504,6.3935,-4.128,58.209,g
24.161,12.9679,-6.4874,5.242,g
27.3453,18.7027,-3.8469,6.736,g
20.6349,3.5963,9.8591,0.1708,g
38.2386,-24.8104,12.2243,1.639,g
47.0455,30.9172,23.5571,0.277,g
29.0606,22.0494,-11.1108,73.4413,g
29.0034,21.3007,7.7872,51.9091,g
70.1836,64.3395,-11.2424,2.4324,g
24.8368,17.2153,5.7761,6.437,g
41.9841,36.4194,-15.5429,5.783,g
63.9685,53.6037,4.0015,7.0548,g
97.9047,99.2544,27.6699,8.181,g
33.1854,27.3907,15.2853,22.632,g
28.867,-13.0095,3.764,10.8057,g
33.107,-10.637,12.1599,10.136,g
92.1213,84.4981,29.2276,0.7519,g
38.5289,23.0993,-15.6061,0.804,g
18.7737,16.1053,9.3097,32.593,g
42.8365,-25.1251,7.2787,0.1562,g
34.1804,21.2462,-13.2761,27.156,g
24.205,-10.0985,11.2924,49.512,g
46.2571,32.9045,8.7595,2.516,g
20.8003,15.6805,-10.5121,63.5975,g
55.9196,39.3195,-14.7688,2.646,g
51.7157,36.5354,11.3904,10.8389,g
21.927,8.5547,9.0607,8.4031,g
21.0242,-8.9055,6.1742,47.2668,g
