@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R5,9,11'

@attribute FConc1 numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
0.4221,12.8928,g
0.1877,0.972,g
0.3668,16.1003,g
0.3324,6.7081,g
0.337,89.274,g
0.4265,40.871,g
0.3297,45.987,g
0.2514,1.003,g
0.1038,74.454,g
0.1525,5.714,g
0.1787,58.4662,g
0.2541,2.1688,g
0.1622,9.77,g
0.2403,1.154,g
0.1334,3.185,g
0.1393,5.911,g
0.0557,88.9903,h
0.2785,25.3045,h
0.3734,33.8161,h
0.2279,43.427,h
0.0829,7.854,h
0.1501,33.4305,h
0.287,18.4025,h
0.388,9.8852,h
0.0691,32.7688,h
0.2682,60.4552,h
0.1097,45.2636,h
0.1409,8.8702,h
0.4007,23.9358,h
0.2751,72.807,h
0.229,10.996,h
0.0832,35.232,h
0.4222,71.5,h
0.1091,71.2791,h
0.4525,36.572,h
0.1519,55.6793,h
0.2648,13.0433,h
0.2042,76.8001,h
0.1334,57.4427,h
0.1083,86.0878,h
0.0838,70.249,h
0.1817,67.577,h
0.1832,52.9751,h
0.2962,34.2505,h
0.0424,74.6908,h
0.4557,62.25,h
0.0423,22.611,h
0.2239,28.641,h
0.1566,69.6702,h
0.2285,69.174,h
0.0654,41.8865,h
0.099,32.984,h
0.0664,45.1222,h
0.097,30.316,h
0.0855,59.7473,h
0.0539,25.7824,h
0.3651,76.565,h
0.0397,88.2836,h
0.092,83.6042,h
0.3409,17.366,h
0.2679,22.9822,h
0.3424,28.3989,h
0.2542,49.146,h
0.0364,76.113,h
0.3614,86.4462,h
0.3094,49.2399,h
0.1528,34.8387,h
0.1676,11.8495,h
0.4763,42.477,h
0.1477,77.4844,h
0.1928,42.5002,h
0.411,17.8417,h
0.3118,80.3279,h
0.1988,38.7149,h
0.1832,2.095,h
0.1788,66.3368,h
0.0349,74.192,h
0.373,1.3705,h
0.2717,78.3458,h
0.3135,41.8421,h
0.2404,65.684,h
0.2251,68.852,h
0.3487,61.2842,h
0.1544,87.738,h
0.0879,22.1918,h
0.3172,46.5383,h
0.207,45.9154,h
0.2406,74.93,h
0.2538,37.7159,h
0.3626,89.3488,h
0.3472,55.861,h
0.1668,13.3971,h
0.1262,63.239,h
0.1403,14.2665,h
0.1815,8.0866,h
0.161,72.8577,h
0.2466,80.508,h
0.0605,12.457,h
0.1955,76.1853,h
0.2493,8.8705,h
0.0547,14.8284,h
0.1936,29.1019,h
0.4465,38.565,h
0.1891,80.1871,h
0.2809,47.505,h
0.1048,51.3673,h
0.2276,78.7878,h
0.17,9.831,h
0.0885,38.7412,h
0.3801,56.054,h
0.3358,31.7613,h
0.1245,27.9287,h
0.2567,21.0904,h
0.1375,88.5315,h
0.6224,48.3799,h
0.3434,89.2361,h
0.3034,65.104,h
0.1909,85.5277,h
0.4114,57.9317,h
0.0569,7.146,h
0.0982,42.0454,h
0.0983,88.1059,h
0.2107,30.583,h
0.1289,64.6514,h
0.2332,69.6684,h
0.2568,18.5888,h
0.4048,41.617,h
0.0271,84.6145,h
0.1642,24.8735,h
0.217,51.205,h
0.0199,48.245,h
0.1588,78.1631,h
0.0895,19.1125,h
0.2373,17.664,h
0.2166,71.762,h
0.171,62.4511,h
0.0719,65.2154,h
0.3556,36.8278,h
0.0978,37.2826,h
0.2099,33.9522,h
0.2556,10.6952,h
0.3606,2.1032,h
0.1531,26.715,h
0.1782,50.741,h
0.5125,46.7087,h
0.2592,86.5376,h
0.1951,9.2116,h
0.3297,44.692,h
0.326,28.694,h
0.2583,21.142,h
0.1936,30.558,h
0.1403,43.7754,h
0.1184,49.1442,h
0.4477,13.2698,h
0.0704,48.9907,h
0.0978,10.755,h
0.1849,26.4708,h
0.281,44.6062,h
0.2861,47.3096,h
0.2355,21.9706,h
0.3699,49.203,h
0.1146,13.989,h
0.0825,81.5658,h
0.2398,40.404,h
0.2012,40.9735,h
0.2401,51.46,h
0.3885,1.2558,h
0.2014,16.1522,h
0.1202,64.6235,h
0.1782,88.1063,h
0.083,5.1881,h
0.2785,34.599,h
0.1638,39.472,h
0.2477,52.921,h
0.2354,48.6356,h
0.1197,66.4043,h
0.1861,71.1767,h
0.396,11.358,h
0.3548,82.3203,h
0.0586,77,h
0.1422,77.993,h
0.0417,63.8379,h
0.0645,85.6517,h
0.2265,45.806,h
0.011,10.6294,h
0.2852,66.837,h
0.3254,67.1032,h
0.1172,28.5947,h
0.202,40.1342,h
0.1259,15.2303,h
0.2235,48.145,h
0.1339,22.8369,h
0.1103,47.1965,h
0.2043,43.3588,h
0.0811,69.7041,h
0.0561,37.5126,h
0.305,3.0366,h
0.2085,60.4994,h
0.2582,18.9218,h
0.387,44.6803,h
0.1972,3.2109,h
0.2834,54.4112,h
0.0827,26.195,h
0.5,15.4847,h
0.2015,77.2783,h
0.1903,33.2677,h
0.0301,76.0489,h
0.2396,76.0223,h
0.2348,41.2585,h
0.1236,63.1147,h
0.1446,1.29,h
0.1496,23.4792,h
0.3179,56.1142,h
0.0602,86.9145,h
0.2449,27.186,h
0.1106,34.3564,h
0.2438,1.423,h
0.2648,28.7159,h
0.3174,76.1895,h
0.3554,39.435,h
0.124,26.0333,h
0.1166,76.5615,h
0.1601,43.671,h
0.3284,57.4719,h
0.4578,2.6161,h
0.1673,71.429,h
0.1517,54.4866,h
0.0899,68.0046,h
0.0912,11.8423,h
0.1174,61.915,h
0.3811,14.7342,h
0.1979,47.6948,h
0.2512,80.3791,h
0.3581,76.566,h
0.343,3.4985,h
0.1303,72.5286,h
0.2412,11.12,h
0.3596,59.3484,h
0.2106,72.4499,h
0.1669,12.4703,h
0.1607,6.2451,h
0.0572,1.4315,h
0.2283,65.8553,h
0.1103,16.5788,h
0.0824,76.1339,h
0.4966,79.9591,h
0.1519,29.4336,h
0.2142,68.5811,h
0.3896,69.1463,h
0.2457,81.8035,h
0.1739,49.9476,h
0.287,66.082,h
0.1018,71.8786,h
0.4317,9.5872,h
0.1189,39.6929,h
0.5016,90,h
0.1609,31.0498,h
0.2704,74.6944,h
0.1296,88.223,h
0.3758,56.373,h
0.034,3.801,h
0.0494,33.4328,h
0.2563,6.5547,h
0.5203,48.2411,h
0.1368,81.7163,h
0.1531,9.7996,h
0.1615,41.999,h
0.1463,5.0105,h
0.396,84.8232,h
0.2565,87.178,h
0.0657,10.3775,h
0.1199,30.6782,h
0.1267,62.8116,h
0.0616,88.5362,h
0.2126,23.8599,h
0.1718,62.9717,h
0.0869,80.7469,h
0.2071,18.4264,h
0.1442,8.265,h
0.2606,56.2381,h
0.1428,34.986,h
0.2946,33.364,h
0.0695,25.5154,h
0.1595,8.76,h
0.0976,59.4212,h
0.1239,58.3464,h
0.1708,26.3532,h
0.041,64.2588,h
0.1427,59.637,h
0.2388,47.68,h
0.1987,4.8756,h
0.1194,5.3168,h
0.2363,18.5286,h
0.2732,60.4286,h
0.0636,83.2553,h
0.286,66.612,h
0.0931,56.335,h
0.2977,3.2816,h
0.2451,1.675,h
0.0769,42.3902,h
0.1077,37.382,h
0.1665,64.5092,h
0.2779,5.94,h
0.0789,82.8786,h
0.1046,27.8927,h
0.1775,40.148,h
0.2944,57.2969,h
0.0712,40.29,h
0.348,71.4902,h
0.2242,81.1363,h
0.4274,88.3227,h
0.1279,0.5786,h
0.0783,23.1322,h
0.2412,3.773,h
0.384,17.0214,h
0.4347,53.8693,h
0.1862,75.6027,h
0.2213,40.7952,h
0.2664,67.25,h
0.1152,61.6744,h
0.1689,28.521,h
0.1223,67.6457,h
0.098,10.6781,h
0.0774,12.3601,h
0.3659,59.8434,h
0.1846,45.4631,h
0.3678,16.8837,h
0.1834,15.321,h
0.1673,7.6853,h
0.3333,40.5029,h
0.1548,22.5725,h
0.3438,53.9385,h
0.1097,39.9409,h
0.1922,32.506,h
0.2379,26.726,h
0.2428,62.918,h
0.1303,2.157,h
0.0943,30.7879,h
0.3912,15.503,h
0.1728,67.0452,h
0.1287,88.9264,h
0.0463,67.661,h
0.1919,11.9106,h
0.1162,68.307,h
0.2661,45.4182,h
0.1822,31.139,h
0.159,40.1133,h
0.3373,56.9999,h
0.0997,35.6855,h
0.39,31.6422,h
0.1623,89.9229,h
0.308,27.14,h
0.4921,0.348,h
0.2581,24.488,h
0.2621,0.1012,h
0.2771,29.161,h
0.3115,82.9071,h
0.0849,11.7776,h
0.3325,77.1764,h
0.1273,14.134,h
0.3154,4.342,h
0.0647,80.2115,h
0.2,59.9798,h
0.4334,19.662,h
0.2333,88.1171,h
0.0993,71.0938,h
0.3121,67.051,h
0.2889,6.5826,h
0.4821,51.8845,h
0.0895,30.254,h
0.3527,34.689,h
0.2439,5.2541,h
0.1841,14.3907,h
0.3371,14.5111,h
0.2727,66.9864,h
0.3115,19.9953,h
0.2623,77.8145,h
0.1837,1.7605,h
0.2603,15.957,h
0.0938,74.7645,h
0.3642,78.6196,h
0.2766,19.3678,h
0.1097,84.0498,h
0.147,76.5776,h
0.3725,74.2971,h
0.085,62.4958,h
0.1531,56.7018,h
0.1424,52.3273,h
0.0925,67.724,h
0.072,29.067,h
0.5601,85.4342,h
0.3972,79.932,h
0.2612,35.8524,h
0.1863,41.862,h
0.0832,36.077,h
0.2871,26.715,h
0.4227,44.5774,h
0.2553,26.492,h
0.3155,21.8842,h
0.19,3.3411,h
0.3164,57.0521,h
0.2676,5.5107,h
0.3254,22.217,h
0.4245,75.574,h
0.1032,54.4669,h
0.0511,84.6519,h
0.3274,79.532,h
0.2177,60.0278,h
0.2195,68.21,h
0.2682,18.2632,h
0.3404,30.5423,h
0.1196,53.078,h
0.2251,34.076,h
0.0648,9.8339,h
0.1264,74.2777,h
0.0601,53.6071,h
0.175,59,h
0.2364,39.788,h
0.4158,80.0592,h
0.2899,84.9682,h
0.3219,68.679,h
0.247,74.455,h
0.1893,30.1517,h
0.5527,32.286,h
0.1699,36.6196,h
0.2123,38.7345,h
0.1865,22.6807,h
0.1312,21.6826,h
0.3109,68.9936,h
0.1144,8.4966,h
0.1532,37.543,h
0.2458,4.6144,h
0.2216,49.5985,h
0.2467,80.686,h
0.2444,6.4812,h
0.1934,23.3547,h
0.2859,83.5162,h
0.0742,62.629,h
0.487,8.9121,h
0.2349,67.7928,h
0.1919,2.9996,h
0.4751,84.4991,h
0.1221,46.8125,h
0.2899,73.4042,h
0.2068,79.5439,h
0.0336,85.7625,h
0.123,56.9408,h
0.247,14.8313,h
0.3158,31.7151,h
0.215,38.123,h
0.2995,37.1321,h
0.2463,75.4234,h
0.1533,29.2534,h
0.1085,52.025,h
0.1873,47.7762,h
0.0047,38.281,h
0.0952,88.6655,h
0.0646,78.8838,h
0.4569,32.858,h
0.2726,51.9988,h
0.0637,17.4671,h
0.2959,66.547,h
0.3953,48.3508,h
0.4405,1.6673,h
0.0863,4.5803,h
0.2191,60.5292,h
0.0645,1.6705,h
0.1145,59.9649,h
0.2178,29.678,h
0.4943,82.9932,h
0.1419,29.5269,h
0.2175,64.6832,h
0.1603,39.3847,h
0.1458,1.1401,h
0.1454,19.086,h
0.1439,89.2761,h
0.169,75.451,h
0.2912,42.765,h
0.0935,24.99,h
0.1395,77.226,h
0.2422,32.839,h
0.0613,89.0275,h
0.2652,51.3444,h
0.2648,59.4342,h
0.2678,29.4913,h
0.2317,8.2347,h
0.1523,33.0408,h
0.1218,21.9084,h
0.1766,49.4642,h
0.1039,38.1244,h
0.1974,60.5251,h
0.1757,16.0832,h
0.4108,61.454,h
0.1871,21.6796,h
0.3077,70.9906,h
0.1761,19.4063,h
0.1755,5.5785,h
0.1077,33.5776,h
0.1742,61.9208,h
0.2273,51.5428,h
0.0715,33.8333,h
0.0086,37.371,h
0.0845,85.7317,h
0.2995,83.3056,h
0.2692,29.9812,h
0.4873,22.4597,h
0.1632,66.696,h
0.3639,72.2904,h
0.2599,23.648,h
0.2503,87.9369,h
0.0814,61.024,h
0.0862,53.102,h
0.4185,12.199,h
0.3031,30.705,h
0.2831,52.3229,h
0.3081,59.2104,h
0.1345,54.941,h
0.1085,78.548,h
0.1633,14.8433,h
0.2379,81.6321,h
0.1351,19.928,h
0.1069,24.7205,h
0.3627,80.3583,h
0.1757,9.532,h
0.414,42.7782,h
0.2077,31.0487,h
0.35,84.1116,h
0.1158,25.2735,h
0.2308,38.023,h
0.0611,35.658,h
0.1361,63.5359,h
0.1767,0.6088,h
0.043,16.809,h
0.0881,87.572,h
0.3211,43.9538,h
0.2485,82.2507,h
0.2978,4.5181,h
0.1024,49.2599,h
0.1457,18.3269,h
0.294,49.5059,h
0.1322,85.4055,h
0.4757,31.1612,h
0.1629,54.952,h
0.0486,57.2665,h
0.2396,44.7503,h
0.1103,42.7899,h
0.2152,79.375,h
0.2212,83.3861,h
0.3593,40.5917,h
0.1289,54.9005,h
0.2849,58.2452,h
0.1696,30.3964,h
0.1856,20.49,h
0.2773,75.1651,h
0.0733,67.5281,h
0.1958,79.437,h
0.1562,30.172,h
0.2301,69.0026,h
0.2318,43.0807,h
0.069,5.1421,h
0.3342,82.153,h
0.0656,60.3241,h
0.2417,84.6314,h
0.3174,47.2952,h
0.2758,87.7007,h
0.1164,73.7912,h
0.1114,43.2454,h
0.3245,65.184,h
0.1898,15.817,h
0.054,44.9189,h
0.2346,86.7379,h
0.1105,2.4385,h
0.0823,4.1599,h
0.3554,55.545,h
0.2964,47.8615,h
0.0727,87.9998,h
0.0125,77.6662,h
0.1644,46.0907,h
0.2901,86.4626,h
0.2797,83.6963,h
0.0706,36.9137,h
0.185,28.3995,h
0.1063,66.9981,h
0.1312,86.2773,h
0.327,51.6492,h
0.2032,82.5983,h
0.1819,54.9384,h
0.0412,2.46,h
0.0573,67.316,h
0.1194,17.5239,h
0.1448,1.7972,h
0.0543,47.59,h
0.4474,89.6541,h
0.0899,28.2495,h
0.0798,13.2588,h
0.0343,51.049,h
0.2199,22.455,h
0.2792,45.3487,h
0.1437,76.1149,h
0.1985,48.9032,h
0.078,24.549,h
0.0433,18.097,h
0.1551,78.6364,h
0.328,65.0385,h
0.1533,32.6561,h
0.2792,25.1635,h
0.0857,71.8223,h
0.4289,10.689,h
0.1781,50.0594,h
0.1626,16.1438,h
0.2362,56.616,h
0.1492,89.0498,h
0.2077,32.658,h
0.0298,59.1918,h
0.323,73.094,h
0.0838,18.6329,h
0.227,64.722,h
0.1305,59.654,h
0.3411,56.1464,h
0.0474,85.8723,h
0.0783,2.1067,h
0.1465,77.811,h
0.1573,24.272,h
0.2963,20.884,h
0.0988,84.1682,h
0.2869,54.771,h
0.1848,19.3435,h
0.2067,16.624,h
0.1278,12.084,h
0.0868,58.469,h
0.262,67.2362,h
0.0814,20.9166,h
0.2155,38.242,h
0.2503,82.5605,h
0.1795,35.894,h
0.0979,39.554,h
0.1444,70.6187,h
0.1076,69.433,h
0.4677,14.9896,h
0.1848,29.9524,h
0.1032,50.6265,h
0.0287,68.664,h
0.1867,41.275,h
0.0453,2.037,h
0.1735,71.4016,h
0.1247,43.0835,h
0.0199,89.1486,h
0.1719,34.3216,h
0.1373,68.4675,h
0.3109,2.3781,h
0.0862,37.027,h
0.0774,44.7645,h
0.1056,72.2289,h
0.3784,15.5349,h
0.2715,75.8844,h
0.2407,41.2224,h
0.1923,35.4637,h
0.1004,45.966,h
0.296,56.5272,h
0.0449,69.0079,h
0.4371,18.4167,h
0.2011,37.9059,h
0.0898,29.519,h
0.2888,13.0905,h
0.3016,57.4271,h
0.1183,22.1223,h
0.1198,82.0421,h
0.0803,0.2003,h
0.0579,36.1179,h
0.2368,30.1263,h
0.3783,32.0634,h
0.1802,45.2025,h
0.2462,88.3116,h
0.0788,45.4554,h
0.2184,86.5766,h
0.3031,60.757,h
0.1236,21.8933,h
0.253,18.613,h
0.2033,89.5515,h
0.0762,37.2837,h
0.1106,47.979,h
0.189,88.3032,h
0.0602,28.1458,h
0.2784,86.7975,h
