@relation magic

@attribute FSize numeric
@attribute FConc1 numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
3.266,0.1407,43.2498,14.118,g
3.1767,0.1521,46.9464,3.144,g
2.2135,0.419,-13.0988,16.6934,g
2.1414,0.4079,0,63.095,g
2.5527,0.1891,17.961,25.381,g
2.248,0.3927,20.6071,0,g
3.1016,0.1349,65.8344,2.4879,g
2.6484,0.1764,28.7425,5.8992,g
2.1717,0.4343,13.6991,11.6635,g
3.4311,0.1173,47.3994,4.526,g
2.632,0.2229,-2.3838,37.114,g
3.6546,0.0909,78.1311,5.8936,g
3.1875,0.1153,82.067,0.137,g
2.6902,0.1929,87.6339,0.7801,g
2.3531,0.2993,-12.526,27.644,g
2.8293,0.183,-19.7029,10.9128,g
2.1021,0.4229,-5.253,89.3153,g
3.0913,0.1827,58.5741,9.064,g
3.1742,0.1162,27.943,1.943,g
2.2455,0.3267,-6.9469,88.7401,g
3.0993,0.1404,38.8047,2.6617,g
2.7255,0.1515,-52.5825,12.3224,g
3.9645,0.0613,80.8385,3.994,g
2.42,0.2567,16.6957,10.463,g
2.5977,0.2109,14.3784,29.477,g
3.2848,0.1093,50.3724,5.2154,g
2.9496,0.1488,54.9588,1.9931,g
3.5797,0.0701,67.4553,0.702,g
3.3732,0.2136,35.5014,1.687,g
2.5717,0.2587,19.838,19.4692,g
4.1844,0.0424,95.1321,2.4726,g
2.7143,0.2037,-18.3996,8.869,g
2.6299,0.1583,23.6378,36.2739,g
3.1091,0.2034,34.8531,1.926,g
2.8231,0.1405,-22.5308,81.589,g
3.1949,0.1018,65.8521,0.8714,g
3.4283,0.1024,49.1044,8.2377,g
3.1429,0.1594,35.0244,7.789,g
3.0276,0.1178,17.624,1.0378,g
2.0065,0.3695,7.6167,5.88,g
2.9731,0.1569,-53.9602,1.197,g
3.1361,0.1407,-18.294,7.404,g
2.2292,0.2448,3.5952,70.028,g
3.7911,0.0986,67.0231,5.2442,g
2.2672,0.3162,-16.8994,23.2813,g
2.5922,0.3261,-10.0721,9.2904,g
2.5447,0.3609,15.1521,68.1324,g
2.3502,0.1897,-28.9652,58.99,g
2.42,0.4886,7.4801,17.439,g
3.8963,0.0529,64.9674,11.2356,g
2.5563,0.1736,23.9576,5.534,g
2.1477,0.4235,-3.1234,47.2228,g
2.8698,0.1964,17.6953,82.8799,g
2.1123,0.3745,9.1587,70.14,g
3.2,0.1221,22.8194,0.967,g
3.3359,0.0879,-60.4934,73.755,g
2.3385,0.4839,13.644,46.9799,g
2.7308,0.1942,-18.4828,64.571,g
2.6561,0.2417,35.3398,13.47,g
2.8672,0.1297,29.0856,3.0836,g
3.0569,0.1408,7.0397,1.9918,g
3.0302,0.1133,33.7195,69.097,g
2.8017,0.1918,-24.8278,12.3857,g
2.5855,0.3909,13.0369,0.076,g
2.7727,0.2118,37.3562,14.367,g
2.8845,0.1481,60.3222,9.9477,g
3.77,0.0864,93.3717,9.487,g
3.0671,0.1101,70.873,1.406,g
2.3936,0.3212,-12.7945,6.442,g
3.5247,0.146,36.7369,1.4305,g
2.5899,0.2044,13.7636,5.2474,g
3.0336,0.1772,48.3135,9.4002,g
2.7528,0.1405,-21.3331,82.8542,g
2.3711,0.2362,20.968,23.2359,g
2.9167,0.1472,22.2628,10.463,g
2.9786,0.1612,-26.2855,1.006,g
3.926,0.0674,69.886,1.5881,g
2.7122,0.1678,3.665,4.5201,g
2.6604,0.2,18.7213,23.856,g
2.4224,0.2854,-13.2584,2.5804,g
2.7976,0.1761,-10.3187,24.4741,g
2.9717,0.1083,-7.0886,20.3344,g
2.5384,0.2619,-11.307,7.3195,g
2.8293,0.2141,20.2235,0.035,g
2.2095,0.3549,11.8739,47.57,g
2.695,0.1826,47.9121,6.381,g
3.5511,0.1098,54.6158,0.267,g
3.1938,0.1098,43.553,2.98,g
3.2403,0.0687,121.024,73.6804,g
2.7415,0.1804,24.9308,19.0193,g
2.6689,0.1919,27.5794,1.136,g
2.799,0.1708,-20.9137,14.118,g
2.5916,0.2266,25.0423,6.9809,g
4.2128,0.0539,72.1054,0.9908,g
3.9208,0.0667,75.0174,2.428,g
2.5955,0.2678,22.5903,81.7955,g
2.5004,0.327,13.4913,9.025,g
3.1707,0.1077,31.616,9.911,g
2.8503,0.1546,21.8996,17.3452,g
2.8225,0.1437,-5.1985,41.9239,g
2.2504,0.3118,-6.3159,40.0799,g
2.7612,0.2002,21.465,8.163,g
2.4609,0.2785,16.5208,29.107,g
2.6977,0.2116,14.7358,26.888,g
2.5664,0.1886,15.2386,15.9742,g
3.2015,0.1204,28.6155,10.598,g
2.4183,0.2805,-5.408,21.3299,g
2.1717,0.4949,16.4665,10.167,g
2.3032,0.4005,6.5996,2.0198,g
2.1889,0.4175,-6.806,47.56,g
2.7589,0.2169,21.0054,17.2382,g
2.437,0.2797,-10.5577,68.6674,g
2.3139,0.4102,21.5648,19.7509,g
4.2302,0.0328,83.8774,3.4161,g
3.0473,0.0848,72.5219,2.2668,g
3.0376,0.182,50.9475,1.0728,g
2.7288,0.1802,30.7423,4.412,g
2.4158,0.2591,11.1157,2.0777,g
2.233,0.2895,11.9733,36.406,g
3.0615,0.1141,109.93,3.8617,g
2.6031,0.2232,-19.7249,13.1428,g
3.3672,0.1801,29.4729,2.2801,g
2.7997,0.1895,54.5868,5.094,g
2.6405,0.2643,15.8569,20.1575,g
3.6535,0.0907,65.2557,2.1539,g
3.138,0.1372,45.529,4.604,g
3.58,0.1361,-43.5379,1.088,g
2.3997,0.3805,-71.1567,2.9754,g
2.9398,0.1097,21.1074,3.8218,g
2.4548,0.2368,-13.6323,17.0656,g
2.549,0.1907,12.4334,25.4801,g
2.2799,0.4121,13.0544,15.5879,g
3.0481,0.107,47.4128,4.179,g
2.3032,0.306,9.6154,4.5866,g
2.3464,0.3311,17.413,39.56,g
3.0611,0.1525,-17.7058,5.344,g
2.4346,0.193,21.7119,2.976,g
4.1774,0.0496,83.4382,2.833,g
3.6254,0.0693,80.6913,3.863,g
2.937,0.1983,-16.5182,6.769,g
3.9254,0.053,70.5168,0.8542,g
3.6612,0.0852,28.1506,5.684,g
2.2175,0.3242,-9.0509,40.808,g
3.0699,0.1052,110.17,10.8666,g
2.5045,0.2269,12.8188,40.137,g
2.567,0.2344,16.1624,11.6482,g
2.3664,0.2516,26.8038,28.063,g
3.6657,0.1156,60.5827,3.667,g
2.943,0.2047,-20.8304,12.026,g
2.1222,0.4113,4.5016,9.8482,g
3.3709,0.1147,-54.3042,0.225,g
2.6835,0.2518,17.9254,6.4733,g
2.5328,0.3065,32.6737,15.0744,g
2.9477,0.2092,20.2606,6.9991,g
3.3669,0.1038,42.2469,74.454,g
3.9908,0.0916,54.3073,1.7611,g
2.2577,0.3287,7.9581,15.1814,g
3.6761,0.0954,33.9747,1.893,g
2.7093,0.3018,21.7606,0.933,g
2.1804,0.3663,-10.2109,9.612,g
2.9617,0.1851,37.7854,5.313,g
2.7011,0.194,30.5255,6.7752,g
3.324,0.1022,-38.9128,3.329,g
2.3054,0.3441,-16.0107,60.775,g
2.6693,0.2131,77.5674,9.402,g
3.6471,0.0966,30.3522,9.038,g
2.6527,0.257,22.1003,0.653,g
3.3249,0.1247,39.3886,2.249,g
2.1861,0.4267,-13.8203,29.71,g
2.9063,0.1445,16.6159,13.963,g
2.4955,0.2316,14.164,79.7296,g
2.4495,0.2682,13.4884,5.825,g
3.1655,0.182,22.7677,6.0268,g
2.3385,0.3096,9.9063,16.7345,g
3.786,0.0862,67.6181,2.9274,g
2.2695,0.3199,17.9628,5.197,g
3.6883,0.1055,75.1592,0.6755,g
3.4303,0.1086,52.4882,4.2131,g
2.6385,0.2816,-13.2897,2.8656,g
3.0222,0.1363,13.4747,4.075,g
3.0366,0.1595,58.2994,1.9633,g
2.3284,0.3732,10.9501,48.415,g
2.3627,0.2538,-16.104,3.438,g
2.7543,0.2298,-6.0954,14.5024,g
3.3495,0.1241,33.4197,12.941,g
2.2304,0.4088,-20.0216,87.9835,g
2.6053,0.1625,23.9444,3.129,g
3.5415,0.141,53.9694,0.296,g
3.4034,0.1045,50.4368,10.316,g
2.4691,0.3073,-10.2254,55.764,g
2.5905,0.2734,23.5302,0.141,g
2.6735,0.2089,-19.4317,2.923,g
3.159,0.1793,10.791,85.2559,g
2.8794,0.1432,35.7096,2.1067,g
2.5894,0.2381,30.6075,50.497,g
2.6527,0.228,11.2833,5.343,g
3.3472,0.0762,89.8588,3.972,g
3.2872,0.0705,101.856,2.739,g
2.7675,0.2297,12.6444,45.4214,g
3.4804,0.0848,47.8745,3.8333,g
2.7903,0.1645,18.6392,1.9542,g
3.1978,0.1576,23.0753,11.867,g
2.1688,0.4034,12.232,40.3317,g
2.3988,0.3094,-13.8935,19.017,g
2.2393,0.464,-5.6968,61.0007,g
2.3149,0.2688,-5.4348,9.168,g
2.4141,0.5723,8.5403,78.748,g
2.5347,0.2088,21.1783,2.004,g
2.2041,0.3219,10.4913,63.186,g
2.4624,0.2569,-23.7556,4.122,g
2.0273,0.3803,6.9937,3.57,g
2.9482,0.182,19.0956,7.671,g
2.42,0.2529,8.7507,36.448,g
2.2889,0.2442,-6.5729,43.8353,g
2.7076,0.2539,95.1581,11.8646,g
2.1732,0.3121,-11.5265,4.3154,g
2.721,0.3203,22.3165,12.9637,g
2.6889,0.1873,33.9431,0.933,g
2.6716,0.2524,-130.103,41.91,g
2.4646,0.2556,22.2017,13.097,g
2.6758,0.1677,117.912,40.2357,g
2.7226,0.179,37.3022,14.8817,g
2.2253,0.4077,-19.8654,40.2935,g
2.2227,0.3084,17.6911,33.4231,g
2.5472,0.2511,-15.3335,25.831,g
2.642,0.1562,-29.1969,84.3751,g
2.9472,0.1259,19.1124,0.8358,g
3.2783,0.122,58.9969,1.5496,g
3.131,0.1365,-37.721,1.5331,g
2.4624,0.2914,11.5461,70.87,g
2.7143,0.2056,-14.1023,14.0504,g
3.5547,0.0771,59.6525,10.068,g
3.0537,0.1224,12.5448,23.94,g
3.0911,0.0888,50.8145,7.4076,g
3.0726,0.2043,-65.466,1.8752,g
3.2293,0.1094,46.2905,7.0009,g
2.5982,0.3997,23.4441,1.8198,g
2.6048,0.2149,13.678,2.521,g
2.0314,0.3953,-7.8399,7.7639,g
3.0772,0.1352,37.2536,4.104,g
3.0828,0.1715,-26.8643,4.1112,g
2.4829,0.2319,24.2691,7.147,g
3.1075,0.1151,54.7415,5.861,g
3.1402,0.1162,23.7428,0.8053,g
2.3096,0.4289,-5.2406,15.491,g
2.4541,0.3322,16.264,20.77,g
2.4533,0.2377,-20.6176,22.8837,g
3.0154,0.1337,-17.5628,0.573,g
2.9829,0.1586,-44.7121,2.0092,g
2.9506,0.1395,-17.4477,76.584,g
2.6735,0.2492,19.0803,15.737,g
2.6637,0.2918,25.9408,8.1316,g
3.1638,0.1396,76.3109,0.9268,g
2.4338,0.2597,16.8257,44.3225,g
2.2889,0.2339,-10.9322,25.33,g
2.5051,0.1641,13.5262,14.662,g
2.281,0.3115,14.0161,15.261,g
3.2319,0.1914,50.6974,6.673,g
2.854,0.1561,36.6955,27.696,g
2.6207,0.1856,-27.9816,10.455,g
2.444,0.232,-15.3248,86.4267,g
3.0695,0.1521,51.7627,0.738,g
3.3516,0.1124,43.7231,6.306,g
2.5472,0.1745,-18.9013,12.095,g
3.0842,0.1487,84.9624,4.016,g
2.8976,0.1361,10.2693,7.2,g
2.4502,0.2394,-10.4215,82.9593,g
2.9159,0.128,-10.2001,7.295,g
2.5092,0.2833,-24.3869,31.6319,g
2.1399,0.2717,16.6461,5.6931,g
2.6395,0.2167,-28.7616,0.7528,g
3.1678,0.1702,68.8152,0.29,g
3.5026,0.0894,53.3354,2.7337,g
2.2201,0.2741,-31.2334,19.048,g
2.1833,0.4033,-9.3424,19.965,g
2.6435,0.3125,-41.2341,5.096,g
3.0054,0.0775,55.7758,1.9438,g
2.5283,0.2089,-25.9853,8.8998,g
2.9172,0.1543,41.2236,2.5772,g
2.1553,0.2902,-16.687,21.435,g
3.0598,0.1076,-36.8528,4.336,g
2.7011,0.194,22.8522,26.735,g
2.6609,0.2631,-14.38,25.282,g
2.6314,0.2161,18.9986,18.365,g
3.0695,0.1265,24.7411,8.047,g
2.4646,0.2967,0.4535,20.523,g
2.4479,0.1872,18.625,32.599,g
2.7616,0.1931,56.0256,8.5297,g
3.3251,0.0636,-29.2176,6.402,g
2.5099,0.2581,-6.987,11.572,g
2.1538,0.4877,5.5659,2.463,g
2.7828,0.2003,-21.3123,13.229,g
2.8567,0.1064,-102.472,61.0741,g
2.6726,0.1605,56.888,5.1398,g
2.4232,0.4358,5.0474,86.3608,g
2.6138,0.1934,-13.7752,9.074,g
2.7135,0.2369,15.2915,2.5305,g
2.9345,0.1413,27.1753,3.278,g
3.0137,0.1672,25.3594,11.117,g
3.2861,0.1079,54.7414,3.3555,g
2.7701,0.2385,29.5643,15.9615,g
4.0896,0.0506,86.3984,1.024,g
3.7736,0.0902,52.3899,3.2298,g
3.3959,0.1236,41.463,3.6565,g
2.4836,0.2808,-8.504,30.6401,g
2.9297,0.1311,-15.5396,10.558,g
2.8713,0.15,23.7276,11.817,g
2.4698,0.1949,-18.7255,3.893,g
2.5302,0.1549,26.4743,24.9945,g
3.5532,0.109,11.9584,5.0887,g
3.5597,0.0602,85.6667,26.8401,g
4.0132,0.057,71.503,2.0941,g
3.0739,0.1194,22.693,9.087,g
3.9299,0.0716,53.8595,24.826,g
2.5218,0.3654,19.5594,24.538,g
2.2878,0.3067,-13.0095,10.8057,g
3.0513,0.1559,-10.5479,17.8597,g
3.125,0.0844,80.6738,0.019,g
3.1998,0.1215,-32.8412,8.0243,g
2.8663,0.2211,15.8798,7.136,g
2.2911,0.4578,-9.2363,2.783,g
3.4301,0.1165,41.6488,1.9066,g
3.7144,0.0846,61.0629,1.216,g
2.9985,0.144,-3.7856,20.914,g
2.5472,0.2738,-14.1631,27.111,g
2.3531,0.3215,14.9342,34.976,g
2.2601,0.3159,17.3129,2.0956,g
2.4683,0.2432,20.4172,15.4667,g
2.0588,0.4148,-8.3942,43.833,g
3.4229,0.1157,82.3606,2.42,g
2.6508,0.1508,37.9796,72.971,g
2.586,0.3722,-15.5042,15.0753,g
2.9066,0.1668,-37.6286,20.0713,g
2.3118,0.3488,-16.805,37.2878,g
3.0932,0.0875,70.4419,9.5567,g
2.4191,0.2,17.4468,46.942,g
3.0799,0.1027,46.1153,2.2,g
3.4785,0.1739,39.5205,2.2334,g
2.4871,0.3762,15.9863,57.922,g
2.4306,0.2764,10.3481,20.0749,g
2.3802,0.2021,26.9926,0.7494,g
3.2118,0.1022,64.7447,9.041,g
2.415,0.2942,8.6541,62.6769,g
3.238,0.1136,97.1645,4.2254,g
2.3032,0.3358,10.2753,5.495,g
2.1414,0.3574,-6.881,31.1069,g
2.7478,0.2046,-15.8067,15.7122,g
3.4214,0.0998,63.3567,3.617,g
2.6928,0.1957,26.9253,22.139,g
3.5083,0.0973,43.4081,5.3505,g
2.8868,0.1201,-19.3902,5.097,g
3.2091,0.0806,-22.7384,1.7861,g
2.4472,0.3482,-2.7185,24.1697,g
2.4057,0.2849,11.77,40.824,g
2.9921,0.1074,107.884,22.201,g
2.42,0.249,-13.7842,17.1252,g
2.7135,0.1983,31.5476,18.6544,g
3.2398,0.1137,28.351,3.1992,g
3.4083,0.1053,59.1094,2.21,g
2.3856,0.356,13.4683,52.917,g
3.0424,0.1166,33.5419,9.826,g
2.3086,0.4644,2.7674,39.533,g
2.2911,0.422,25.194,74.308,g
2.2601,0.3489,22.9136,44.9555,g
2.2636,0.3624,10.0491,0.9086,g
3.2671,0.1436,94.0484,1.892,g
2.5533,0.1888,-47.0216,1.5499,g
2.5949,0.2274,17.1802,4.833,g
2.8722,0.2007,24.4401,20.924,g
2.5366,0.2718,-7.1725,26.4744,g
2.1287,0.4275,-8.4364,41.4708,g
2.1351,0.4872,-4.3567,51.288,g
3.5595,0.0942,62.086,2.6827,g
2.1688,0.3627,-7.9387,59.7983,g
3.0904,0.1027,55.546,1.135,g
3.53,0.081,44.6312,0.5733,g
2.8606,0.1358,-33.1692,5.164,g
2.2162,0.3678,-4.8943,1.2142,g
2.4997,0.2769,31.4401,18.2432,g
2.7097,0.1493,17.8939,12.747,g
2.9908,0.1272,42.2585,5.3358,g
4.0321,0.0599,99.2544,8.181,g
2.9595,0.1147,107.617,3.2562,g
2.9243,0.153,-15.9486,1.314,g
2.3856,0.2654,-24.7615,1.1388,g
2.5815,0.2294,16.0879,16.4371,g
3.0765,0.1572,36.3041,0.851,g
2.6959,0.3293,-19.2635,8.7515,g
2.4594,0.3767,1.2266,63.395,g
3.2968,0.128,56.5532,1.42,g
2.8407,0.1407,44.2935,3.351,g
2.5085,0.2806,17.7937,79.598,g
3.1181,0.1055,-18.9739,17.406,g
2.9098,0.1237,52.4391,1.7181,g
2.1629,0.4021,-15.2145,80.3449,g
2.5302,0.326,4.528,5.4134,g
2.0663,0.3734,0,28.267,g
2.7088,0.2258,68.7411,1.6899,g
2.5198,0.2432,13.7141,5.5984,g
2.3334,0.2668,4.1078,6.2819,g
2.837,0.1769,36.0223,1.156,g
2.4048,0.2303,15.7982,24.847,g
2.5647,0.2057,-22.6128,2.3056,g
2.9802,0.2412,60.7987,0.986,g
2.9457,0.1671,33.8088,5.545,g
4.0786,0.0484,78.5471,1.7602,g
2.1761,0.2967,17.5152,39.441,g
2.7505,0.1394,-16.0937,11.911,g
3.6714,0.1107,31.2252,47.73,g
3.3728,0.0663,37.3319,11.8804,g
2.3664,0.2602,-17.9796,49.8459,g
2.752,0.1708,-29.1554,0.4811,g
3.587,0.0894,91.2057,0.485,g
2.827,0.1467,29.1891,9.1405,g
2.7206,0.1627,19.7286,4.6448,g
3.3981,0.1597,71.7929,0.075,g
2.5045,0.1987,-16.3674,62.848,g
3.0506,0.1073,31.277,7.3095,g
3.1871,0.079,43.1273,14.918,g
2.3784,0.2741,12.8222,17.7641,g
2.5276,0.2062,21.2212,5.97,g
2.6656,0.2581,13.5712,5.1525,g
2.7097,0.2,18.0502,12.833,g
2.9238,0.1675,22.2114,51.835,g
2.6893,0.1871,21.3861,11.3556,g
2.749,0.213,-90.4231,16.2144,g
2.4014,0.3393,11.0897,17.161,g
2.1688,0.4237,-3.5736,60.7289,g
2.9926,0.1307,76.2401,22.163,g
2.683,0.1525,2.6927,31.498,g
2.699,0.175,17.3579,76.0065,g
2.5629,0.2503,-12.9443,56.148,g
2.4362,0.2253,7.3769,75.6791,g
2.248,0.2966,-14.6775,23.221,g
2.1351,0.4652,-4.6234,39.912,g
2.4735,0.2437,-23.11,7.1086,g
2.6107,0.3909,17.9877,11.726,g
3.4071,0.0707,69.8675,4.9835,g
2.1987,0.3703,-19.5736,63.367,g
2.7857,0.1646,46.9964,1.343,g
2.3444,0.4186,13.1198,75.1791,g
2.8639,0.1963,71.8958,10.2801,g
2.9009,0.1363,59.9786,7.7249,g
2.8245,0.1551,24.2568,0.3291,g
3.9923,0.0356,91.1238,3.207,g
2.5933,0.2258,11.1188,14.19,g
2.4191,0.1657,7.7459,47.2791,g
3.056,0.1147,44.2121,0.2328,g
2.4216,0.2178,13.0442,18.5462,g
2.4502,0.3209,-21.8757,44.14,g
2.6201,0.1859,-23.4351,27.0824,g
2.9304,0.1403,42.0676,2.228,g
2.8932,0.1861,72.9835,8.5788,g
2.2227,0.2665,-5.1607,52.227,g
2.2343,0.3878,-11.8762,8.3002,g
2.2707,0.4316,13.5906,20.337,g
2.8716,0.1673,-31.9718,4.9345,g
2.8762,0.1336,-20.586,5.554,g
2.2214,0.4474,-10.0317,28.1521,g
2.9943,0.1727,48.1427,4.3488,g
3.0048,0.1538,43.8813,2.006,g
2.5296,0.2378,20.1583,11.448,g
2.8202,0.1581,25.3511,3.9349,g
3.6141,0.0937,65.9936,0.2422,g
2.0986,0.4263,-7.898,8.5814,g
3.1854,0.1504,47.5608,0.0549,g
2.4216,0.3731,12.5988,26.2377,g
2.472,0.2816,-8.4311,4.498,g
2.2999,0.2281,-11.9629,62.949,g
2.6196,0.2197,-16.8821,8.977,g
2.3793,0.2818,-17.0311,47.746,g
3.1647,0.0975,31.4351,1.2698,g
3.2044,0.1096,26.4934,4.0619,g
2.2923,0.3291,10.6717,11.5884,g
3.4913,0.0776,37.063,61.987,g
2.2529,0.271,-7.0101,26.545,g
2.2695,0.3038,-7.0134,12.169,g
2.0986,0.4343,5.7719,89.9026,g
3.4429,0.0932,63.8847,2.13,g
3.4777,0.0841,45.0066,3.804,g
2.2368,0.3913,-7.0645,62.804,g
3.3105,0.0873,20.9643,6.759,g
2.5752,0.2806,-12.5485,73.681,g
2.6069,0.288,23.313,26.17,g
2.78,0.1419,37.6512,26.16,g
2.6085,0.2401,32.4583,15.032,g
2.4393,0.38,-5.9904,43.542,g
2.415,0.275,6.1629,33.5627,g
3.7622,0.136,45.3094,2.3684,g
2.6817,0.2549,18.2147,41.5118,g
3.3481,0.0873,110.191,15.361,g
2.7101,0.1706,-15.5314,7.342,g
2.5871,0.2937,37.0206,27.593,g
3.5635,0.0772,39.835,0.0127,g
3.4867,0.1335,90.0788,15.2076,g
2.9358,0.1188,71.1551,7.91,g
2.1599,0.4671,18.1689,61.216,g
3.8393,0.0833,59.398,3.379,g
2.1319,0.4391,14.322,7.414,g
2.5682,0.3149,-27.258,48.5567,g
2.968,0.19,22.0479,7.208,g
2.3483,0.3296,5.6097,39.434,g
3.2191,0.1132,-78.225,29.81,g
2.4495,0.2895,6.8389,17.1307,g
2.5011,0.1688,-23.3316,16.5678,g
2.8503,0.1475,-34.3062,4.5743,g
2.6064,0.2463,-19.2083,20.316,g
3.221,0.1536,47.3335,3.375,g
2.6217,0.2855,43.2372,19.672,g
3.083,0.107,31.1854,23.884,g
2.1461,0.2679,12.43,12.945,g
2.4166,0.2165,4.8046,19.5164,g
2.5855,0.2247,-28.9783,5.7872,g
3.0706,0.1815,-19.4059,4.302,g
2.0917,0.3765,-11.4081,5.13,g
3.675,0.1024,98.2205,23.5114,g
2.1222,0.4717,15.6,79.5842,g
3.1546,0.1145,96.609,0.0685,g
2.6058,0.2069,10.0478,2.248,g
2.1255,0.3783,-6.7126,31.77,g
3.0759,0.1759,37.2018,6.509,g
2.7243,0.2028,-22.9433,3.8104,g
2.472,0.3828,-23.9989,22.93,g
2.179,0.3278,-16.8421,8.167,g
2.7931,0.1409,24.4088,6.6237,g
2.8351,0.2303,16.2612,45.184,g
3.8644,0.0747,73.7662,0.9648,g
2.786,0.225,18.4646,14.9592,g
2.4843,0.3623,17.6239,7.671,g
2.3233,0.3159,14.0938,66.21,g
3.0988,0.1087,8.3872,7.3742,g
2.1658,0.413,8.9972,20.5231,g
2.7016,0.2256,80.3253,6.853,g
2.6449,0.2254,22.6026,54.1575,g
2.6154,0.1515,-12.2979,16.9458,g
2.0273,0.3615,11.4763,19.3086,g
2.2683,0.434,7.6452,79.386,g
2.6964,0.1338,-23.6825,1.6003,g
2.238,0.3555,-19.4182,67.7536,g
2.3636,0.2316,19.0726,18.4088,g
2.4526,0.2169,-16.8538,43.616,g
2.5966,0.2367,14.9584,4.869,g
3.4007,0.1226,86.6275,2.425,g
2.7763,0.1414,-21.24,12.001,g
3.0904,0.0914,-30.1416,8.8123,g
2.3829,0.2588,21.7456,11.6582,g
2.6613,0.2694,-23.1445,40.6717,g
2.3118,0.3585,-9.7974,26.733,g
2.8636,0.2129,33.4458,4.419,g
2.2625,0.2924,6.9044,9.527,g
3.1755,0.1499,15.0484,8.5072,g
2.4864,0.2104,-15.1837,0.0578,g
2.2945,0.3122,-19.2276,30.8438,g
2.49,0.2994,18.4502,0.4206,g
2.7173,0.1659,-23.1416,9.0922,g
2.7585,0.177,23.4397,6.5984,g
3.5101,0.1086,74.3425,2.622,g
2.3892,0.2796,-12.3674,78.901,g
3.5756,0.108,72.7752,2.442,g
4.354,0.0277,91.4728,4.69,g
2.5557,0.1933,11.0315,57.1013,g
2.4822,0.2652,19.81,48.887,g
3.0492,0.1067,-14.5747,3.6947,g
2.2945,0.4239,13.9261,72.8171,g
3.6877,0.1089,-40.7731,1.9969,g
2.8159,0.1474,38.7058,5.212,g
2.3375,0.3287,-17.8268,25.6547,g
3.2096,0.1003,31.1031,41.2088,g
2.7324,0.1213,19.4901,18.7586,g
2.2565,0.4349,-17.0073,28.019,g
2.3075,0.3818,2.4314,25.156,g
2.081,0.4191,-16.2725,37.3886,g
2.5557,0.2573,15.3425,12.967,g
3.2134,0.0639,97.9701,3.634,g
2.2405,0.2787,4.0307,26.997,g
2.946,0.1319,55.9253,5.2872,g
2.5391,0.2558,14.0185,66.05,g
2.8075,0.1394,-15.122,16.393,g
3.9472,0.0707,63.5856,4.456,g
3.4648,0.0619,94.346,9.8048,g
2.8811,0.1953,33.551,3.3282,g
3.2082,0.1297,35.997,1.656,g
2.4125,0.381,19.4584,45.6526,g
2.5465,0.2031,37.6783,0.391,g
2.5321,0.2247,24.2938,4.3297,g
3.037,0.1584,26.3846,3.436,g
2.5441,0.2557,18.1993,5.1486,g
3.0504,0.1527,54.3854,1.0618,g
3.8403,0.0814,82.165,0.913,g
3.46,0.1038,38.9805,0.545,g
3.5472,0.1266,-47.5564,1.5291,g
3.2694,0.1358,83.6344,7.9764,g
2.5172,0.2781,11.0623,41.3992,g
2.6385,0.1414,-16.1789,57.742,g
3.1422,0.1568,75.9449,1.3845,g
2.723,0.1183,22.9336,77.1166,g
2.2636,0.4169,11.6404,24.1032,g
2.6186,0.2419,17.8775,10.1725,g
2.5447,0.2126,9.9184,32.125,g
2.2368,0.6174,10.0252,26.61,g
2.3355,0.2748,18.0866,13.759,g
3.5008,0.111,57.9644,15.8268,g
2.7731,0.2184,-17.3657,4.797,g
2.5971,0.2541,-11.9196,13.042,g
2.5502,0.2972,21.3541,45.8856,g
2.6758,0.1909,18.4396,11.018,g
2.5502,0.2662,18.2394,0.6419,g
2.1584,0.3021,16.9719,48.027,g
3.3229,0.1424,59.498,10.865,g
2.2,0.571,5.2697,34.817,g
3.3473,0.1063,56.2553,4.178,g
2.2613,0.2219,18.1879,86.18,g
3.5569,0.0759,59.7345,14.2235,g
3.0667,0.1282,-20.8241,2.4152,g
2.5587,0.4489,-29.3001,64.525,g
2.8293,0.1844,37.1621,3.241,g
2.6542,0.1874,24.416,6.422,g
2.3608,0.2505,19.949,36.6096,g
2.281,0.3743,-15.589,40.1653,g
2.0986,0.3785,4.2909,84.6315,g
2.055,0.3921,-8.8394,24.009,g
2.4401,0.1942,33.3854,9.9947,g
2.1123,0.4595,15.1482,38.6953,g
2.6201,0.2386,24.6254,22.1841,g
2.695,0.2936,34.1892,4.2209,g
2.5126,0.2657,-25.5155,11.59,g
2.4257,0.2533,-8.3477,22.162,g
2.6289,0.1939,-6.8824,28.429,g
2.1889,0.3657,-10.1613,66.1205,g
2.6853,0.2198,26.3628,3.7748,g
3.3941,0.1132,74.3565,2.76,g
3.2002,0.1088,44.1026,0.7289,g
2.78,0.1751,16.1185,56.0565,g
2.5231,0.2504,10.4378,18.82,g
3.273,0.0968,84.9596,2.6,g
2.7372,0.1566,43.8277,0.276,g
2.4346,0.2592,-21.8955,3.7316,g
2.7271,0.3008,30.4684,6.915,g
3.4713,0.0725,70.9064,22.529,g
2.6449,0.1733,22.5929,7.543,g
2.5159,0.279,-20.0136,8.897,g
2.4289,0.2775,15.2283,38.5808,g
2.6415,0.2386,9.3273,5.0736,g
2.0917,0.4494,-3.8873,89.7033,g
3.2588,0.1122,44.7499,1.345,g
2.7623,0.1755,23.0184,9.545,g
2.6217,0.2282,47.5338,7.673,g
2.3454,0.2867,-12.1762,10.3786,g
2.699,0.143,18.7668,7.282,g
