@relation magic

@attribute FWidth numeric
@attribute FSize numeric
@attribute Class {g,h}

@data
33.6833,3.9396,g
5.3825,2.3314,g
16.6652,2.3617,g
19.0059,2.9006,g
24.1373,3.4044,g
11.0266,2.2068,g
10.91,2.1319,g
24.0335,3.6595,g
12.7598,2.6385,g
14.0532,2.3395,g
11.8155,2.3043,g
17.9786,2.7059,g
21.1756,2.9959,g
29.5407,3.7439,g
15.3068,2.6294,g
23.6799,3.5511,g
10.8737,2.1123,g
11.7976,2.8085,g
16.6586,2.9991,g
16.0121,3.0663,g
11.1924,2.3502,g
25.9007,3.3077,g
21.3653,2.8808,g
14.9202,2.7917,g
22.8821,2.6716,g
20.4274,3.1565,g
16.4281,2.5397,g
21.9844,2.9814,g
12.4606,2.4289,g
15.9674,2.6503,g
14.4913,2.5694,g
10.6619,2.3945,g
21.7903,3.476,g
11.6231,2.3793,g
20.4221,3.1955,g
9.9603,2.2504,g
17.3288,2.78,g
18.1573,2.6937,g
15.0891,2.6031,g
16.7442,2.6698,g
11.1805,2.0952,g
18.383,2.596,g
20.3468,2.6299,g
28.2402,3.7542,g
32.0348,3.5019,g
14.637,2.3711,g
22.6843,3.031,g
26.9678,3.4241,g
13.261,2.317,g
22.6787,2.9859,g
20.5546,3.5722,g
11.0398,2.5011,g
16.8651,2.786,g
14.0158,2.4502,g
24.529,3.3339,g
9.5338,2.4141,g
16.2368,2.4526,g
25.4673,3.4322,g
13.6074,2.5099,g
12.0395,2.4281,g
11.6409,2.224,g
18.8832,3.2671,g
15.2647,2.6513,g
25.2008,2.9146,g
23.2749,3.0631,g
14.4233,2.7396,g
30.0241,3.3264,g
27.5359,3.5329,g
26.6834,3.269,g
17.3947,2.9151,g
22.4329,3.1757,g
16.2946,2.3901,g
17.3249,2.5916,g
16.1465,2.5944,g
8.9001,2.5982,g
17.6248,3.022,g
11.76,2.4807,g
19.6079,2.6212,g
16.9364,2.5569,g
26.368,3.0422,g
17.3482,2.7396,g
7.1019,2.1414,g
17.5389,2.5514,g
15.8415,2.5746,g
10.9382,2.2405,g
28.5331,3.3701,g
17.8816,2.6042,g
10.4502,2.2718,g
10.0389,2.4541,g
10.7542,2.5694,g
11.9886,2.4257,g
12.494,2.4526,g
29.9839,3.5594,g
24.3116,3.2821,g
18.0039,2.9279,g
12.7789,2.3404,g
21.3518,2.9576,g
31.9306,3.7042,g
32.0574,3.7889,g
24.9919,2.989,g
7.009,2.2418,g
11.664,2.0354,g
0.0019,2.1538,g
20.8528,2.896,g
9.2535,2.4125,g
16.2352,2.9645,g
22.833,2.8633,g
32.2434,3.4706,g
12.8656,2.3294,g
14.9203,2.6575,g
10.9063,2.4141,g
37.5409,3.8119,g
20.638,3.2297,g
19.0392,2.6955,g
15.8124,2.6479,g
26.0763,3.5765,g
11.2832,2.3962,g
37.8131,4.1169,g
22.1564,2.6325,g
16.6392,3.0502,g
21.7385,2.6594,g
17.2319,3.0154,g
17.2338,2.7063,g
37.1984,4.1184,g
25.3397,3.1119,g
11.4371,2.0917,g
8.0278,2.4793,g
26.8363,3,g
44.0574,4.033,g
11.5222,2.0314,g
15.2839,2.596,g
23.9225,3.4746,g
19.3451,2.9146,g
15.3738,2.5514,g
29.1772,3.2499,g
15.4856,2.9482,g
20.8285,2.9167,g
24.4385,2.9996,g
9.7357,2.4955,g
16.6147,2.8089,g
20.734,2.9521,g
37.4145,3.4348,g
11.7661,2.6053,g
26.1111,2.8993,g
15.9788,2.7356,g
14.9392,2.6064,g
22.4033,3.3076,g
24.7247,3.4122,g
9.5559,2.2672,g
27.7158,3.1826,g
30.2688,3.4278,g
12.4594,2.2856,g
14.5735,2.4108,g
24.5151,2.7839,g
15.2636,2.4362,g
33.0359,3.7144,g
26.9201,2.9117,g
11.4797,2.233,g
21.4301,2.7712,g
12.3816,2.404,g
21.527,2.6781,g
31.7968,3.5272,g
26.1171,3.4104,g
11.2175,2.3856,g
22.8539,2.8241,g
36.0961,3.5828,g
12.5989,2.6702,g
16.0674,2.7835,g
11.7792,2.3096,g
13.7645,2.6871,g
21.4481,2.6924,g
29.424,3.4013,g
7.3745,2.2266,g
14.4609,2.8621,g
12.9002,2.6998,g
17.6852,2.5988,g
16.6665,2.7771,g
17.5355,2.6415,g
7.0366,2.1414,g
15.0008,2.7563,g
20.2256,2.6547,g
10.1789,2.3829,g
35.2968,3.879,g
31.9294,3.5937,g
33.7804,3.4059,g
21.2266,3.2118,g
16.2194,2.6449,g
11.0224,2.4362,g
21.164,2.9954,g
16.2117,2.6385,g
17.6963,2.4479,g
19.6896,3.0465,g
19.4855,2.8777,g
16.9708,2.7789,g
29.8605,3.379,g
9.8531,2.3128,g
32.2578,3.6349,g
19.477,3.1703,g
39.2607,3.5245,g
33.4334,3.6305,g
12.124,2.4322,g
14.9409,3.0661,g
14.7584,2.5763,g
26.8716,3.5505,g
20.4792,2.9939,g
19.8015,2.8028,g
11.1238,2.1673,g
15.2864,2.4639,g
20.421,3.2082,g
10.4673,2.1903,g
13.4075,2.4433,g
10.5943,2.3385,g
12.8155,2.6767,g
18.8026,2.7122,g
16.5393,2.5769,g
12.0785,2.0394,g
19.9812,3.0812,g
15.2526,2.6739,g
10.5088,2.2227,g
19.1501,2.752,g
12.8664,2.3294,g
29.1767,3.3524,g
25.5338,3.3015,g
38.0074,4.102,g
21.3242,2.5051,g
25.2519,3.0752,g
21.3086,2.7709,g
22.5407,3.234,g
16.4146,2.4757,g
9.7187,2.6091,g
26.1442,3.4635,g
16.4198,2.4354,g
19.8522,2.8615,g
14.3362,2.3608,g
15.8921,2.5132,g
11.5698,2.6107,g
17.4642,2.7114,g
9.5579,2.3502,g
27.4454,2.7608,g
12.7821,2.3253,g
10.3507,2.2253,g
11.6935,2.1055,g
14.6095,2.4586,g
12.9015,2.4495,g
7.7414,2.4224,g
12.3249,2.5038,g
11.3608,2.2911,g
21.5451,2.98,g
24.0653,3.3732,g
11.4876,2.2368,g
27.8934,3.6768,g
20.2531,2.8971,g
15.5154,2.8136,g
77.28,4.0936,g
10.4786,2.2516,g
13.6785,2.5296,g
15.3034,2.9886,g
6.4102,2.1319,g
33.7188,4.0186,g
15.3856,2.5533,g
12.8365,2.6498,g
12.5351,2.3551,g
12.9088,2.4257,g
17.4822,2.8811,g
24.6381,3.2117,g
15.0007,2.905,g
16.9838,2.6196,g
21.1239,3.2146,g
12.432,2.4749,g
35.3184,3.7552,g
27.7529,3.699,g
15.6818,2.3304,g
26.2465,3.5361,g
35.1145,3.7157,g
23.161,2.8109,g
13.7599,2.586,g
9.6675,2.3589,g
11.1854,2.3304,g
11.6915,2.1538,g
31.0481,3.5175,g
6.832,2.1804,g
22.7493,2.8817,g
10.7622,2.3096,g
17.1098,2.7649,g
28.2803,3.5529,g
34.1336,3.2011,g
24.6901,3.0552,g
20.5582,3.0775,g
9.3536,2.2945,g
10.0757,2.4456,g
12.7811,2.2122,g
13.3365,2.5459,g
15.8195,2.5821,g
16.2843,2.5605,g
16.3166,2.2844,g
16.9707,2.7376,g
17.7071,2.596,g
10.5564,2.3107,g
11.9455,2.5955,g
22.0719,3.4254,g
15.8256,2.5938,g
30.9748,3.6873,g
27.6972,3.2788,g
14.8647,2.4871,g
16.5044,2.692,g
8.8881,2.4048,g
11.7625,2.0107,g
7.3303,2.0394,g
7.1339,2.1287,g
27.8697,3.0837,g
13.6678,2.4099,g
15.698,2.6123,g
13.8085,2.4409,g
25.3763,3.3648,g
11.793,2.4108,g
18.8565,2.5647,g
18.6079,2.7868,g
18.8615,2.7451,g
25.9895,3.3105,g
45.278,4.0839,g
16.2083,2.3086,g
21.7627,3.1841,g
17.6501,2.636,g
23.9879,2.9477,g
9.0447,2.444,g
15.0364,2.5599,g
22.6239,3.3062,g
30.2255,3.1573,g
19.6636,3.38,g
18.5465,2.695,g
27.055,3.4497,g
16.8524,2.637,g
19.0469,2.6826,g
27.4695,3.431,g
16.3552,2.6474,g
24.0409,2.8822,g
21.9359,3.0706,g
11.1562,2.238,g
17.4496,2.7536,g
29.7172,3.1579,g
10.2753,2.2878,g
23.5629,3.4947,g
23.2246,3.0077,g
9.7963,2.3473,g
9.8458,2.243,g
10.9001,2.3531,g
14.573,2.3617,g
6.1069,2.1804,g
22.5004,3.4059,g
16.2157,2.7003,g
8.8371,2.301,g
22.6783,2.9201,g
17.0444,2.6599,g
25.1345,3.7026,g
45.33,4.2128,g
9.3271,2.4601,g
17.1047,2.6021,g
19.0664,2.8319,g
9.9971,2.3738,g
9.6685,2.2695,g
12.9889,2.4191,g
21.4002,3.1009,g
11.8713,2.5623,g
16.9555,2.4579,g
24.0338,3.1101,g
33.5664,3.824,g
17.2324,2.9987,g
36.2589,3.4839,g
37.8465,3.4222,g
15.8372,2.7604,g
13.8336,2.7593,g
0,2.2776,g
31.359,3.5667,g
11.0661,2.3149,g
15.7378,2.7782,g
15.3265,2.4829,g
16.4064,2.8228,g
17.8324,2.5763,g
30.9097,3.6512,g
20.2805,3.0346,g
21.2692,2.6508,g
7.0241,2.3334,g
23.6134,2.9516,g
11.0764,2.437,g
20.7344,3.1353,g
9.9863,2.3201,g
24.7274,3.4648,g
11.0349,2.5949,g
19.3534,2.635,g
24.3425,3.0382,g
17.5866,2.7763,g
22.701,3.1492,g
19.0322,2.7868,g
0,2.0314,g
19.4197,3.179,g
19.1572,2.7271,g
17.3704,3.1754,g
16.456,2.5786,g
20.4858,2.8751,g
27.4427,3.4193,g
16.0965,3.0097,g
30.0414,3.0202,g
1.141,2.3522,g
13.3956,2.5563,g
23.7133,3.2514,g
13.698,2.4616,g
17.3063,2.5315,g
23.5957,2.7427,g
11.8362,2.3892,g
22.8472,3.0073,g
16.0308,2.5092,g
17.6334,2.4541,g
15.7581,2.7093,g
15.1557,2.7368,g
12.7783,2.4273,g
23.5917,3.3842,g
43.6324,2.8335,g
26.8483,3.0175,g
22.0174,2.9317,g
22.9365,2.9566,g
18.9033,2.7181,g
27.4377,2.6959,g
14.1931,2.5723,g
13.9972,2.5792,g
31.5384,3.3268,g
36.0231,3.4097,g
16.527,2.57,g
9.7685,2.4216,g
15.4549,2.6405,g
9.8829,2.3086,g
10.0097,2.3054,g
18.5583,2.8092,g
14.6054,2.5465,g
25.1169,3.2619,g
14.738,2.683,g
33.2279,3.4884,g
18.5649,2.7478,g
16.0713,2.549,g
7.0055,2.055,g
15.1474,2.6238,g
8.0592,2.4241,g
10.3836,2.1717,g
43.1607,3.8629,g
23.842,3.3945,g
18.3794,2.8987,g
12.8329,2.5496,g
22.9146,2.7202,g
12.9798,2.3918,g
17.3212,2.7796,g
25.9597,3.7458,g
10.6969,2.1732,g
11.2098,2.2068,g
32.8993,3.6155,g
10.9804,2.2279,g
48.2873,4.1929,g
12.6951,2.4005,g
22.1413,2.9757,g
37.9854,4.0455,g
7.6722,2.2175,g
12.4655,2.4955,g
20.1962,2.5302,g
11.3783,2.0986,g
7.3577,2.1599,g
16.8073,2.4893,g
18.4669,3.0763,g
24.1272,3.2163,g
24.2483,3.3863,g
26.2875,2.5581,g
12.9711,2.567,g
16.835,2.7973,g
6.2161,2.2028,g
24.8736,3.0394,g
20.1472,2.9694,g
15.2379,2.4857,g
14.2861,2.5085,g
21.1375,2.9112,g
21.1968,3.0904,g
27.809,3.3742,g
27.7095,2.9926,g
10.6401,2.2878,g
20.4082,3.1411,g
39.026,3.7412,g
7.5306,2.2625,g
18.5665,2.8639,g
12.1077,2.4843,g
25.1165,3.6963,g
9.3005,2.3927,g
17.5892,2.913,g
16.9763,2.6117,g
18.443,2.9883,g
14.6584,2.9227,g
11.2154,2.7271,g
13.4339,2.4829,g
10.7499,2.1688,g
18.1611,2.6721,g
21.0758,3.0372,g
9.9292,2.2672,g
9.2676,2.4048,g
11.7264,2.0149,g
20.3632,2.4928,g
10.9843,2.1055,g
22.3069,3.1256,g
6.8516,2.1446,g
16.89,2.705,g
18.8065,2.659,g
29.1229,3.5139,g
9.4491,2.3988,g
9.9609,2.1584,g
20.8996,3.03,g
26.6866,3.0637,g
22.0666,2.8479,g
15.5155,2.7501,g
23.0086,2.732,g
45.5173,3.9102,g
20.1315,3.0775,g
17.7527,2.6875,g
16.9466,2.525,g
8.6724,2.3064,g
22.9811,3.0531,g
13.9346,2.6232,g
11.0652,2.2788,g
11.758,2.0512,g
14.1394,2.8072,g
18.0323,2.8603,g
28.0831,3.4596,g
45.9377,3.9373,g
17.4968,2.7328,g
17.3408,2.5428,g
25.8629,2.6464,g
11.4799,2.3107,g
10.9625,2.3729,g
19.4491,2.7745,g
20.6959,2.7235,g
10.7672,2.433,g
12.7037,2.6675,g
10.3691,2.3541,g
10.2982,2.2368,g
15.1377,2.5496,g
0.0025,2.1833,g
11.5078,2.3674,g
0,2.1629,g
16.9979,2.9784,g
11.0287,2.3139,g
15.7636,2.4425,g
20.4816,2.7189,g
10.2061,2.1847,g
12.9344,2.3086,g
14.4679,2.3191,g
14.3577,2.8663,g
22.9129,3.079,g
22.9823,3.083,g
28.3802,3.0737,g
31.0583,3.2648,g
30.0559,2.9365,g
10.1215,2.4433,g
14.7591,2.721,g
30.4142,3.7005,g
16.6424,2.6542,g
12.2946,2.451,g
12.7565,2.3646,g
12.5732,2.6972,g
16.8787,2.7105,g
23.6353,3.2464,g
17.8605,2.4955,g
10.4724,2.5126,g
36.4165,4.0844,g
6.5662,2.1255,g
15.5033,2.5746,g
11.4319,2.5198,g
18.0386,2.6651,g
11.0368,2.2492,g
18.2733,2.2304,g
35.5831,3.3899,g
10.406,2.2648,g
16.3212,3.1149,g
28.9423,2.965,g
25.4757,3.0212,g
11.315,2.4564,g
14.289,2.3847,g
16.0693,2.6064,g
13.5477,2.4362,g
15.5082,2.6454,g
12.2056,2.5112,g
31.9681,3.6151,g
18.3478,2.9012,g
12.8221,2.4273,g
28.99,3.3266,g
13.7973,2.4385,g
25.4668,3.684,g
21.8826,2.7388,g
13.5888,2.6785,g
11.013,2.2718,g
37.3019,4.0311,g
18.299,2.9074,g
22.9181,2.9741,g
16.3516,2.8765,g
11.8352,2.6294,g
12.5905,2.7251,g
6.7686,2.2613,g
35.8748,3.7178,g
7.1717,2.1255,g
20.5437,3.1905,g
18.8499,2.5527,g
11.5202,2.0774,g
21.0037,3.2168,g
14.1388,2.5276,g
28.1738,3.58,g
18.8957,2.9332,g
16.002,2.6128,g
27.9615,3.6166,g
0,2.1089,g
20.7798,2.8848,g
19.355,2.7505,g
10.546,2.3345,g
58.2923,3.5283,g
23.6457,3.1509,g
18.1542,2.5711,g
6.7565,2.0917,g
11.5177,2.2455,g
14.58,2.6355,g
31.5735,3.939,g
26.7632,3.8166,g
10.6295,2.357,g
17.7823,2.5447,g
10.6854,2.3971,g
17.0324,3.0332,g
18.1064,2.5289,g
11.6754,2.2589,g
46.078,4.1192,g
19.9326,3.0312,g
15.3034,2.4265,g
19.2319,3.0092,g
22.8455,2.9903,g
12.5844,2.3979,g
7.2752,2.1658,g
31.469,3.6788,g
13.7118,2.7312,g
10.3991,2.1399,g
15.5689,2.5557,g
27.3866,3.4156,g
12.0527,2.49,g
16.4528,2.6015,g
18.622,3.138,g
18.5031,2.791,g
11.5562,2.0774,g
16.4401,2.3096,g
10.5084,2.4322,g
7.0212,2.3404,g
7.4384,2.1629,g
16.2637,2.7969,g
18.1931,3.0314,g
11.623,2.5244,g
9.5513,2.2175,g
23.2359,3.4737,g
35.688,2.9645,g
17.6143,2.5877,g
12.0088,2.4786,g
18.5949,2.6839,g
21.1889,3.221,g
24.2704,3.2414,g
17.1977,2.8606,g
31.2844,3.5004,g
10.2156,2.2368,g
18.6601,2.5587,g
11.8942,2.1414,g
31.9245,4.0213,g
9.7889,2.6096,g
10.5832,2.1383,g
25.3729,2.8929,g
22.8565,3.0864,g
11.4868,2.1917,g
10.5601,2.3927,g
27.7129,2.7889,g
39.5971,3.3517,g
10.773,2.3324,g
24.5551,3.2015,g
18.1029,2.8672,g
14.3748,2.5453,g
16.3333,2.5826,g
12.8121,2.3627,g
23.0115,3.041,g
29.9756,3.6714,g
16.3506,2.6893,g
8.8987,2.3181,g
11.2396,2.2672,g
19.3564,2.5682,g
17.9792,2.781,g
27.4015,3.7514,g
17.5262,2.9413,g
31.8481,3.3035,g
6.7179,2.1222,g
51.3509,3.9785,g
13.02,2.3233,g
26.1247,2.9959,g
37.0646,3.2999,g
14.76,2.9378,g
27.5386,3.032,g
11.182,2.356,g
20.7861,3.3576,g
11.1756,2.3075,g
21.7144,3.0004,g
25.0205,3.4849,g
12.4005,2.5472,g
27.2206,3.5674,g
9.517,2.3531,g
24.3092,3.4783,g
15.8767,2.5786,g
10.2982,2.2765,g
21.2758,2.8156,g
22.3934,2.752,g
16.9678,2.8751,g
15.3792,2.9159,g
18.9209,3.3003,g
10.7505,2.5205,g
18.3451,2.7376,g
30.1447,3.9097,g
17.0613,2.9256,g
13.9275,2.4448,g
17.8497,2.6435,g
47.6357,3.6409,g
0.0061,2.1917,g
20.6343,3.1855,g
22.3883,3.0887,g
9.0267,2.4713,g
13.9228,2.4942,g
20.09,2.8837,g
30.6098,3.2504,g
11.3438,2.3483,g
17.4616,2.9943,g
21.7195,2.8932,g
10.9102,2.1123,g
22.885,3.4192,g
35.969,4.0645,g
31.4648,3.3568,g
10.3404,2.4928,g
16.2411,2.971,g
15.261,2.4814,g
28.3567,3.2103,g
14.085,2.5539,g
28.6089,4.014,g
15.7447,2.634,g
10.4908,2.1717,g
25.6436,3.5707,g
23.5591,2.7415,g
31.0242,3.3646,g
24.6138,2.6096,g
53.3928,4.2653,g
10.9296,2.1383,g
51.6383,3.7883,g
12.759,2.6937,g
16.5969,2.754,g
13.1959,2.5557,g
13.6951,2.5758,g
11.3751,2.2889,g
20.163,2.8322,g
17.2409,2.5024,g
31.6251,3.894,g
30.2997,3.3364,g
42.1892,4.0097,g
17.7459,2.8904,g
11.9252,2.4914,g
31.6664,3.7625,g
16.5914,2.6698,g
14.9064,2.549,g
17.8922,3.2099,g
18.6423,2.9571,g
18.5968,2.7443,g
23.1402,3.1998,g
0,2.1508,g
23.9565,2.9353,g
36.5059,3.7044,g
28.5581,3.6162,g
26.2535,3.3316,g
16.0064,2.6532,g
35.2459,3.9109,g
26.001,3.0249,g
14.2514,2.8136,g
12.2813,2.4691,g
26.1095,3.3553,g
10.7508,2.4464,g
17.6472,3.058,g
21.6582,3.0775,g
18.2599,2.7694,g
15.0755,2.4548,g
6.6537,2.2672,g
26.4492,3.3889,g
10.2315,2.2135,g
14.3772,2.5527,g
18.3835,2.935,g
12.3952,2.3874,g
25.6996,3.2413,g
21.72,3.4794,g
23.4348,3.3901,g
0,2.1746,g
23.8097,2.8594,g
11.1654,2.356,g
10.7515,2.1414,g
14.9526,2.4362,g
16.4216,2.42,g
11.2057,2.2405,g
42.3175,3.9704,g
12.9943,2.6632,g
21.0186,3.1984,g
18.7963,2.7906,g
11.537,2.1569,g
27.2268,3.5583,g
26.84,3.1538,g
16.7994,2.6527,g
9.3162,2.3284,g
27.1255,2.7955,g
9.161,2.3674,g
23.1143,3.0598,g
14.3321,2.6656,g
14.838,2.8808,g
25.66,3.231,g
20.2121,2.8615,g
33.2071,3.5457,g
17.643,2.6981,g
18.7861,2.639,g
20.4085,3.1836,g
10.7828,2.3997,g
11.0217,2.2014,g
12.8922,2.5944,g
25.7899,3.5026,g
19.4757,2.9562,g
33.8737,3.6342,g
22.1091,3.2753,g
39.0091,3.9111,g
13.3274,2.635,g
37.4053,3.2695,g
27.5535,3.1256,g
22.9664,3.1273,g
16.7005,2.4074,g
16.1254,2.9617,g
9.7289,2.2279,g
10.6649,2.1804,g
19.8153,3.0404,g
22.7584,3.0058,g
18.3976,2.5514,g
21.0153,2.9263,g
19.6814,2.6893,g
22.5723,2.9713,g
12.1864,2.4306,g
15.0354,2.6707,g
29.8467,3.7147,g
12.871,2.6091,g
25.6944,3.2916,g
26.591,3.0286,g
15.287,2.4807,g
7.127,1.9978,g
22.3031,2.8591,g
16.3364,2.2999,g
30.2434,3.763,g
46.4076,4.1774,g
20.7163,2.8482,g
22.4074,2.9415,g
9.5119,2.3865,g
62.9248,4.4209,g
30.4153,3.3017,g
12.2888,2.4158,g
14.6221,2.5539,g
18.914,2.7885,g
12.5141,2.4057,g
32.4617,2.7938,g
10.668,2.1673,g
8.2674,2.3775,g
30.5716,3.5797,g
22.0125,2.6238,g
15.0095,2.616,g
12.9424,2.3294,g
15.5699,2.5971,g
18.5253,2.9222,g
50.1781,3.3398,g
15.7418,3.2057,g
38.2191,3.6877,g
14.2391,2.7574,g
24.6683,3.328,g
23.0297,2.9535,g
7.5209,2.2742,g
13.7355,2.4208,g
45.978,3.934,g
25.712,3.1938,g
10.8812,2.2799,g
30.5777,3.1947,g
8.6703,2.3551,g
20.9955,3.1874,g
15.8567,2.7016,g
10.7664,2.179,g
16.4283,2.5159,g
16.2535,2.5347,g
7.4352,2.1945,g
11.7966,2.3883,g
14.76,2.5065,g
21.855,3.1388,g
20.3876,2.8028,g
24.6266,3.3913,g
22.9184,2.9552,g
20.5797,2.8951,g
10.5212,2.4955,g
13.6784,2.5635,g
16.9733,2.6946,g
22.0816,2.7616,g
20.8053,2.8932,g
12.3986,2.2978,g
31.3958,3.8644,g
10.6477,2.2589,g
16.5704,2.3646,g
19.3714,2.8338,g
28.9861,3.5147,g
18.5765,3.1082,g
15.966,2.6365,g
10.816,2.3139,g
11.8178,2.3551,g
21.1485,3.1765,g
24.5245,3.1733,g
15.3147,2.6556,g
11.3646,2.5496,g
28.2893,2.9071,g
18.4582,2.9598,g
11.5241,2.2368,g
17.4862,2.5769,g
36.3469,3.6848,g
17.3812,2.9413,g
21.4637,3.0635,g
23.2986,3.3429,g
13.9512,2.5781,g
7.9251,2.3711,g
18.8375,2.9151,g
11.9704,2.4541,g
11.9147,2.6284,g
19.6459,2.6479,g
15.465,2.5746,g
15.1222,2.6817,g
28.3887,3.216,g
11.2156,2.4921,g
22.9717,3.1973,g
6.9632,2.1508,g
22.5427,2.9908,g
15.8752,2.3847,g
6.6968,2.4409,g
19.2028,3.1793,g
27.9322,3.1543,g
10.1348,2.3522,g
23.0745,3.088,g
14.4796,2.5496,g
23.9416,3.1971,g
6.9235,2.1123,g
19.0356,2.5843,g
18.2201,3.328,g
11.558,2.2833,g
23.7765,3.1857,g
23.8362,3.1787,g
18.907,2.6781,g
23.6269,3.3415,g
18.2801,3.1544,g
16.6583,2.754,g
18.9759,2.6803,g
11.3452,2.3598,g
29.5493,3.2041,g
0.0037,2.1508,g
11.1225,2.3598,g
19.4205,2.7934,g
17.892,2.7551,g
29.5979,3.3576,g
27.0242,2.9993,g
24.7669,3.2711,g
24.2115,2.7197,g
14.6515,2.433,g
18.2552,2.8146,g
11.6514,2.4997,g
9.6284,2.2266,g
28.6293,3.1443,g
7.2924,2.055,g
20.0816,2.9738,g
15.6132,2.6469,g
46.4634,4.0313,g
20.2253,2.708,g
20.8996,2.8251,g
10.9195,2.3139,g
0,2.1414,g
19.326,3.1896,g
14.8624,2.5024,g
9.2505,2.5752,g
29.1133,3.0772,g
12.9785,2.5484,g
12.6598,2.4616,g
6.4609,2.2055,g
16.492,2.5605,g
14.4311,2.4464,g
0,2.1222,g
19.4251,2.8072,g
15.3082,2.738,g
15.164,2.708,g
16.9829,2.6138,g
16.6648,2.8079,g
18.5857,3.1614,g
18.7115,3.07,g
16.5646,2.9643,g
27.5888,3.2881,g
15.1933,2.7202,g
10.9804,2.1917,g
33.6032,3.3477,g
18.0292,3.1865,g
12.1955,2.3375,g
12.2939,2.4556,g
6.5297,2.1569,g
22.8978,3.0348,g
31.147,2.9868,g
19.9061,2.6238,g
12.7389,2.4354,g
7.0834,2.1569,g
20.6371,2.5514,g
25.4232,3.4002,g
10.3094,2.2613,g
20.5252,2.8707,g
28.0936,3.6063,g
20.942,2.8035,g
30.4155,3.8673,g
25.0898,3.3263,g
7.0937,2.29,g
27.7342,3.3879,g
9.5856,2.3541,g
19.8119,2.924,g
11.3566,2.641,g
17.3116,2.5717,g
19.7139,2.772,g
16.821,3.0366,g
35.7226,3.5688,g
15.5066,2.4983,g
29.3927,3.0276,g
34.8726,3.5986,g
17.3653,2.9289,g
15.6726,2.9383,g
8.2482,2.4057,g
19.0966,3.1239,g
37.04,3.9079,g
13.3288,2.5815,g
16.0836,2.5521,g
19.3217,3.0952,g
18.3727,3.0461,g
15.0604,2.5723,g
27.5988,3.6414,g
15.8299,2.5139,g
18.4927,2.4742,g
11.1525,2.1553,g
11.8765,2.4175,g
18.6769,2.6345,g
15.7343,2.8024,g
7.1935,2.2844,g
10.4368,2.238,g
32.6559,3.5981,g
17.3002,3.0103,g
24.7781,3.343,g
12.4485,2.301,g
15.4662,2.9368,g
20.5648,3.337,g
14.3297,2.5397,g
14.8594,2.48,g
14.6053,2.639,g
20.1826,2.9322,g
30.3512,3.474,g
19.913,2.7987,g
11.2402,2.4624,g
12.3979,2.4005,g
13.4544,2.3191,g
11.8316,2.4208,g
18.4949,2.6222,g
9.4478,2.3464,g
30.9644,2.9557,g
9.5737,2.2553,g
43.8049,3.2549,g
21.96,2.7173,g
17.5971,3.2588,g
21.5338,2.8876,g
18.6679,2.7097,g
14.4914,2.3064,g
17.0705,2.5145,g
29.6712,3.4718,g
12.5372,2.3865,g
23.0016,3.2234,g
23.0143,2.8974,g
19.4782,3.0754,g
12.3778,2.6004,g
0,2.2393,g
14.4309,2.5441,g
11.7834,2.4594,g
7.4693,2.1775,g
9.1402,2.29,g
17.3722,2.7903,g
12.8567,2.5927,g
11.7764,2.1973,g
12.4339,2.5832,g
21.4865,2.8932,g
12.9777,2.4401,g
11.3364,2.3324,g
23.885,2.8451,g
17.1735,2.5334,g
23.6253,3.0197,g
15.1315,2.7451,g
11.9384,2.3856,g
19.8827,2.9302,g
28.3689,2.8222,g
20.7287,2.7745,g
19.1791,2.8963,g
20.9172,2.7439,g
23.5519,3.0844,g
32.3604,3.447,g
16.8242,2.9413,g
22.153,2.9661,g
12.9011,2.2355,g
26.3377,3.5446,g
36.3071,3.5589,g
49.5819,3.3536,g
10.192,2.1861,g
14.6998,2.3284,g
22.1387,2.8748,g
14.775,2.5065,g
25.8172,3.0193,g
9.4189,2.3263,g
25.9699,3.3194,g
20.5004,3.0939,g
13.291,2.8179,g
14.7263,2.4456,g
11.4689,2.3043,g
29.1035,3.0235,g
24.0037,3.4339,g
9.7332,2.433,g
22.5846,3.0037,g
18.1552,2.7042,g
15.8005,2.7054,g
6.8555,2.3395,g
9.4028,2.3711,g
16.338,2.567,g
37.6728,3.4465,g
7.4575,2.2028,g
18.0517,2.5911,g
11.8001,2.444,g
32.9765,3.683,g
16.9277,2.5623,g
49.8281,4.2939,g
23.5901,2.6981,g
15.2928,2.4914,g
11.6516,2.3541,g
24.6754,2.9445,g
12.8478,2.2999,g
10.4081,2.3598,g
15.6143,2.4624,g
11.6782,2.4448,g
7.3881,2.0952,g
22.5596,3.2477,g
12.7679,2.3936,g
15.9287,2.8525,g
17.1218,2.4997,g
16.0027,2.4023,g
33.8684,3.3503,g
11.4618,2.2,g
24.1009,3.0469,g
0,2.2,g
19.3348,2.6513,g
40.9327,3.9595,g
11.0301,2.0846,g
13.3843,2.8636,g
16.9284,3.0815,g
23.1018,3.071,g
15.6551,2.5472,g
20.0273,2.7694,g
11.8624,2.5922,g
20.5479,2.7164,g
7.2753,2.1508,g
34.3604,3.6921,g
17.4889,2.8782,g
20.2488,2.8814,g
14.2449,2.7955,g
10.3998,2.2405,g
17.4745,2.5296,g
11.1038,2.2467,g
31.6497,3.2931,g
14.5376,2.317,g
16.4474,2.9383,g
29.3594,2.9047,g
16.5665,3.0477,g
22.4036,2.9135,g
25.6517,3.03,g
7.9487,2.281,g
