@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R1,7-9,11'

@attribute FLength numeric
@attribute FM3Long numeric
@attribute FM3Trans numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
42.6021,26.995,-8.6619,6.8576,g
81.0136,75.6853,-12.6392,1.364,g
36.5468,-20.8092,11.324,7.4566,g
45.6044,31.1498,-16.3256,0.963,g
39.2823,28.5647,20.8252,1.7762,g
19.2566,-18.0362,11.7476,39.924,g
78.2012,67.7081,11.5892,2.603,g
20.1382,19.8121,-15.5547,17.612,g
52.2667,28.5415,12.9338,7.085,g
19.9107,-11.7614,1.4623,8.044,g
18.1612,8.6577,5.237,8.38,g
18.0731,6.9524,-11.5926,9.6089,g
87.024,70.7937,-19.7587,0.279,g
79.5573,54.3854,-21.4948,1.0618,g
74.6083,22.7059,11.9171,0.1577,g
28.0462,-14.8064,6.3765,26.6013,g
34.5863,31.007,5.1029,22.696,g
50.0677,-33.4756,-12.1053,21.887,g
36.7172,23.4216,-12.0407,3.0427,g
66.8153,65.0778,-14.1027,9.1974,g
33.9349,-19.9363,-10.4144,8.1657,g
28.7485,-15.7221,-6.489,1.068,g
67.7351,50.0941,15.3525,2.6774,g
85.6354,68.3573,-25.4877,4.0749,g
115.362,89.7305,26.9906,0.864,g
31.249,24.4418,-16.2498,22.1785,g
43.964,22.1145,10.4792,2.9782,g
30.3077,-11.487,9.8753,31.293,g
98.768,71.8292,-22.3833,1.8306,g
41.989,26.8038,8.2184,28.063,g
33.4992,30.3014,16.2923,33.6328,g
85.0351,49.7822,-26.0969,3.181,g
13.3231,-1.8627,11.904,29.159,g
18.0794,-14.3077,-13.3956,15.643,g
28.1841,22.6026,17.7324,54.1575,g
39.1301,23.6216,-5.0648,63.571,g
69.2844,46.7218,-20.2793,4.6516,g
21.2811,-14.6649,9.2378,23.9828,g
27.7451,-15.3031,-1.8505,18.4147,g
28.1121,-22.5277,13.6387,56.0863,g
94.861,77.5513,-12.2361,2.0276,g
57.0377,40.1071,-8.7296,2.359,g
19.4513,-7.5631,17.5195,33.419,g
17.4031,-4.4399,4.8201,52.56,g
21.1789,12.4248,6.2445,88.8729,g
102.022,59.4414,4.8632,1.8933,g
41.7878,-15.7559,3.4301,7.959,g
16.5548,-4.3425,-7.4694,14.44,g
20.1997,-18.9096,-6.0515,17.3756,g
35.7638,23.6972,-15.9917,60.622,g
29.2898,-15.1663,12.4365,20.232,g
116.678,99.1974,28.7854,8.6023,g
69.2979,44.3457,-23.0604,9.3234,g
48.0766,39.7625,9.0398,8.621,g
27.1805,-11.7859,-3.4239,74.9943,g
16.1088,5.0474,-9.1544,86.3608,g
27.6322,8.6889,5.0929,0.4686,g
12.9501,-6.806,-10.8358,47.56,g
19.749,18.9916,-8.1616,88.1478,g
37.2511,19.6105,13.8048,5.975,g
95.3856,59.3284,-8.7242,0.6251,g
41.984,22.3596,-8.5718,7.9241,g
33.7566,19.9593,-7.8761,6.81,g
39.2458,26.9375,-17.6177,51.624,g
16.237,5.3763,8.0635,48.122,g
92.6569,65.9078,-19.3584,0.212,g
31.3567,-21.3725,6.1725,5.816,g
12.7436,-9.0283,-8.9225,39.403,g
88.9941,82.8117,8.5703,0.3521,g
34.6908,21.2479,-7.7418,10.612,g
40.7367,-15.652,5.2449,1.394,g
18.437,-12.8405,9.6849,87.3123,g
64.2085,31.0346,-29.3788,13.8747,g
105.033,82.1337,29.8384,3.9102,g
25.4474,16.0879,-12.478,16.4371,g
54.606,48.3009,-11.8005,0.8763,g
101.9,74.1126,31.5528,1.078,g
94.1154,57.5239,-22.1615,3.425,g
30.7503,25.7983,6.5823,54.4208,g
28.2001,-9.8592,-9.0936,3.964,g
12.8594,5.3564,11.6107,66.889,g
81.1521,17.6998,14.7665,4.248,g
65.5959,35.616,6.5158,3.7884,g
27.766,11.2292,3.983,36.383,g
21.2386,18.0972,10.3412,38.8875,g
22.706,-15.9242,-6.6103,13.228,g
23.498,20.8443,11.37,22.447,g
50.1213,26.346,-13.551,2.8481,g
71.8,51.2983,-7.8641,8.8913,g
19.1015,-5.1883,4.0668,23.3325,g
25.1972,9.961,-12.5223,5.161,g
27.265,26.0596,7.8186,7.9881,g
51.4864,35.2857,-11.8249,7.8974,g
68.2986,45.2664,-19.5088,3.5619,g
57.2739,45.6583,-20.4466,7.8961,g
40.8648,-34.1291,11.8761,0.785,g
44.7687,44.7158,17.7153,10.7127,g
58.5807,58.625,-21.7586,6.582,g
32.1014,-7.4837,12.1902,4.977,g
81.0356,-52.0923,19.5298,3.3315,g
20.3725,10.5563,5.6275,8.2645,g
12.8393,-8.2459,-9.6686,5.316,g
22.3454,9.1562,6.7759,11.9354,g
51.8097,49.5199,-9.6974,8.0894,g
51.2908,50.5144,4.8974,8.644,g
25.7294,23.4762,8.6497,7.882,g
111.817,-76.8154,30.3985,1.692,g
84.7453,71.3852,-16.1436,5.3995,g
13.1126,4.2116,-11.6198,44.0092,g
40.8865,-18.1144,11.8363,5.544,g
87.3533,85.9163,-15.1756,1.466,g
27.9504,-20.6984,4.2636,60.468,g
30.1648,-16.9582,9.4955,7.586,g
29.2222,17.9456,-10.0525,23.553,g
23.697,19.2028,15.5807,32.725,g
57.113,-43.4807,-16.7384,1.299,g
20.8245,2.8524,9.1903,10.312,g
23.6517,-9.0462,-10.0562,10.816,g
22.6779,17.0629,6.6627,0.279,g
51.6256,40.0894,8.2603,1.8065,g
16.7618,6.7219,-5.8627,18.9207,g
33.5641,14.7403,11.0277,2.9039,g
96.782,57.9745,-28.766,0.7623,g
21.2683,19.3864,-8.6881,39.8,g
22.7903,-18.0333,10.8571,5.0165,g
33.2984,24.3311,-9.659,14.854,g
19.2101,12.5988,2.4074,26.2377,g
20.5656,-15.242,-2.1569,0.9738,g
78.8048,62.4402,12.1281,4.2924,g
34.6213,4.4838,13.0476,10.0478,g
28.4858,-15.1118,6.6867,40.871,g
18.3014,-8.0881,-4.4036,13.462,g
41.9039,31.4384,11.2691,15.7477,g
71.6516,49.583,-18.0125,4.126,g
67.2833,58.9521,-12.2699,1.291,g
35.1147,35.004,8.3877,16.6113,g
27.3639,19.9408,10.5561,35.37,g
44.089,29.4265,13.508,13.5997,g
45.2392,44.007,-9.6365,0.609,g
37.8354,28.183,7.7546,13.932,g
25.3754,17.5153,10.4355,47.3012,g
40.9514,15.5144,-4.2558,4.131,g
21.4765,9.3728,-7.7419,36.335,g
25.9722,-11.9129,22.694,15.733,g
17.8001,0,2.386,90,g
45.1827,-18.6775,-15.131,15.562,g
68.0548,53.9519,10.7158,2.3475,g
27.3017,18.1403,6.761,8.1796,g
13.2257,-0.646,11.8949,63.4889,g
16.9577,-7.0445,-5.9002,49.1001,g
34.5018,26.0977,-19.9453,36.155,g
13.1723,2.9673,-11.7428,47.2691,g
24.0236,-7.7529,4.4604,30.7437,g
77.4396,78.5246,-15.0298,1.2989,g
19.3038,-13.6434,-4.282,18.056,g
44.3696,28.2131,7.8892,4.7954,g
68.3319,-50.6911,20.1555,23.2244,g
31.685,-18.69,13.2116,2.198,g
64.9205,39.969,-18.0229,3.321,g
79.7198,65.5872,-16.873,2.8691,g
67.3675,17.8321,-9.255,13.062,g
51.472,17.7028,-7.1886,16.7782,g
40.7509,41.8396,-30.167,20.762,g
81.2634,71.385,19.9127,2.447,g
28.1067,22.8514,9.4438,31.39,g
99.9709,32.3496,20.8716,0.459,g
24.4367,11.4763,0,19.3086,g
48.3776,-18.7428,3.8219,8.3229,g
78.1465,47.6317,-18.971,6.181,g
24.5719,15.1604,-6.7702,1.0147,g
21.6685,13.3947,-9.3747,22.365,g
30.0632,-25.7678,-20.2517,80.8951,g
65.7719,62.2809,8.0582,0.555,g
63.0772,51.3763,14.7155,6.295,g
20.7706,-11.9469,-5.953,19.8866,g
21.0895,20.3281,-8.2767,17.201,g
35.3566,-31.2304,7.6363,0.2316,g
29.9967,20.0918,11.6961,16.23,g
34.7572,18.219,8.917,18.3397,g
21.1916,-10.7226,2.8633,20.613,g
39.5479,-12.2811,16.8873,23.6586,g
22.0463,-12.7762,8.1363,42.592,g
88.9487,79.3842,-12.1819,1.388,g
19.2995,-16.805,7.2858,37.2878,g
27.0368,-11.2125,-3.5857,20.8434,g
31.2072,17.3943,13.7615,5.8754,g
79.8173,46.9464,6.8252,3.144,g
32.2731,-15.3179,-5.9688,14.4105,g
81.4857,65.2557,33.5719,2.1539,g
84.5223,88.3092,5.3147,0.794,g
23.0372,12.6459,9.1704,82.5069,g
21.8049,-16.0107,-10.7749,60.775,g
26.5659,-13.0942,4.8926,5.6489,g
31.0864,24.088,16.6905,32.0528,g
42.0233,27.2874,20.156,16.0801,g
25.9452,13.4379,-10.8505,24.248,g
36.8834,30.1455,10.0321,1.1687,g
43.7671,33.4166,-23.0803,27.622,g
56.4815,36.4414,-18.2469,1.129,g
12.5027,8.9941,-10.2901,39.702,g
21.0971,13.9122,10.4155,5.361,g
17.5606,9.9063,-3.7475,16.7345,g
53.1406,-47.4196,6.9362,2.7357,g
21.3467,17.941,10.7424,51.857,g
18.7287,8.0026,-3.8149,46.959,g
53.1682,-25.0112,10.0679,13.4803,g
52.2552,-30.3301,-5.9967,0.282,g
73.7609,40.1285,-19.5048,1.574,g
96.2951,45.7537,28.3626,2.399,g
23.8746,19.4584,-8.8501,45.6526,g
85.9685,77.7503,-37.1788,4.561,g
23.5348,13.0289,5.5875,5.8248,g
77.9433,67.6426,-22.1034,5.9725,g
22.8438,-14.8561,-5.9265,61.7921,g
46.9829,48.6343,-16.7352,30.186,g
35.057,29.6708,19.9999,46.912,g
37.5265,8.3872,8.8451,7.3742,g
18.752,-8.0999,-2.0675,34.485,g
28.1079,17.6704,-10.6457,14.948,g
18.3336,6.0627,-2.3334,13.7506,g
37.7881,-15.5314,18.5424,7.342,g
20.8487,10.3611,6.0394,0.0546,g
31.3874,10.7738,4.7319,53.3396,g
21.6165,-7.4822,-9.2746,39.415,g
65.0379,65.2176,6.4885,11.3936,g
23.4969,16.3489,0,19.7851,g
18.0424,-10.8729,-5.2541,5.4707,g
12.7926,4.1787,-11.6336,27.0422,g
67.4344,76.0223,9.837,2.579,g
29.1214,21.3682,-15.1644,27.67,g
39.4681,32.4988,6.8383,3.264,g
33.3893,-11.9867,11.0064,10.7282,g
92.8875,62.6831,-20.4523,3.2913,g
52.1224,30.958,-14.5472,8.6796,g
18.6438,-11.9949,-3.3638,34.186,g
33.3001,23.5008,-7.1995,3.807,g
23.7222,7.1654,-7.9641,37.143,g
28.6808,-10.4705,-3.6762,5.8695,g
73.4527,44.5837,9.6189,0.288,g
36.1494,10.2697,17.5793,81.1465,g
19.4404,16.4945,12.1093,81.7696,g
17.8224,15.8412,-12.7221,36.9723,g
38.025,23.4069,12.4622,12.1567,g
39.2324,40.227,7.8823,14.293,g
83.195,76.1369,11.5543,2.2045,g
23.4509,10.9074,16.0901,3.386,g
92.1583,79.3432,28.9691,8.116,g
27.0273,14.1502,-5.1347,4.376,g
46.5534,26.2452,-14.93,2.7,g
50.2255,42.3584,-12.5027,5.3512,g
24.5047,19.256,9.599,14.3432,g
45.4214,40.5794,-17.8607,11.6075,g
24.9283,17.8506,-11.14,12.744,g
87.3506,71.5371,-12.6628,0.156,g
85.5642,53.0078,30.7099,0.4362,g
16.3675,-6.3907,-3.35,12.3236,g
26.5225,-8.1751,12.5408,4.1489,g
54.6633,47.2504,11.4679,1.7,g
72.0234,-44.8008,-8.2389,1.133,g
21.9585,8.9352,-7.7108,19.662,g
25.6579,-18.5263,8.3947,29.802,g
120.043,-102.472,-10.4054,61.0741,g
12.9697,8.2103,8.6755,76.267,g
31.6388,21.0496,12.1074,68.429,g
100.811,-55.5834,16.674,3.8175,g
19.2521,17.7007,-11.065,47.858,g
19.4338,17.7829,4.7167,10.3057,g
55.7137,-37.3578,16.5932,1.386,g
43.8606,31.1417,6.467,8.9201,g
12.6161,-7.2472,11.1629,65.013,g
76.8377,23.5317,12.0204,4.154,g
29.972,-16.0937,-12.8969,11.911,g
41.8157,32.2557,14.2121,34.2159,g
29.9525,-21.0671,-9.285,8.402,g
32.2029,12.7336,-21.9025,15.646,g
66.5198,51.4504,-13.0401,3.481,g
103.799,81.4942,-20.2735,2.833,g
73.6582,53.1831,10.2546,1.321,g
19.8912,18.1222,-7.8787,11.5,g
78.8829,66.8412,-14.5304,3.939,g
37.2618,19.2815,-6.6054,11.346,g
47.3469,41.0234,7.6897,12.801,g
20.4624,12.8465,-5.647,25.2239,g
36.0474,-27.961,10.5147,18.862,g
12.6594,9.4522,-8.7126,43.5434,g
13.2301,-4.5036,11.3528,58.504,g
97.6967,61.5963,-33.6818,1.141,g
12.9947,-4.7981,-7.0574,15.465,g
34.9377,-9.9848,-17.874,42.679,g
88.9818,72.5296,-25.3884,2.6107,g
35.059,29.3147,-6.6261,4.005,g
21.6029,0,10.3787,82.4952,g
44.5095,14.4895,15.9669,2.472,g
30.244,11.6027,-4.8562,28.51,g
45.2953,21.4259,7.4897,4.313,g
23.2473,10.6638,-10.2722,34.217,g
36.1806,14.442,-10.2895,8.2714,g
31.3719,22.6569,-15.9902,28.6317,g
48.8058,38.7533,-7.6062,1.4845,g
83.381,65.7381,13.4268,2.332,g
22.1774,-9.0378,-6.7297,52.7541,g
77.7161,63.5847,-23.6233,1.0204,g
35.0877,17.2455,11.2854,15.532,g
12.9091,-7.7891,-8.7673,0.3707,g
43.2815,27.6114,-5.5561,6.025,g
27.5203,-17.6584,10.0941,57.6127,g
38.8055,-17.7058,-13.962,5.344,g
55.8123,44.7144,7.8019,14.328,g
59.5295,52.8608,-4.7392,2.942,g
19.3191,15.1394,-9.2155,29.312,g
31.4164,15.4061,-14.5521,4.6173,g
54.0852,39.8541,17.7929,1.185,g
57.5604,48.2894,12.873,18.0583,g
84.1573,28.0145,-17.5078,3.214,g
25.8379,21.7968,-5.8969,26.604,g
19.9724,-9.0509,2.64,40.808,g
25.2083,-20.5847,18.7022,60.5264,g
19.7759,-5.0977,3.1553,24.5228,g
53.3599,28.5136,11.6074,2.4208,g
58.4033,45.0145,-5.0712,13.659,g
83.1677,-47.4253,-19.4429,6.489,g
58.4195,53.4838,14.0012,3.8408,g
19.4043,8.7994,10.7514,15.292,g
12.8213,5.0553,11.6177,8.6385,g
78.9814,70.5914,-56.9303,5.7282,g
58.2229,47.8331,15.0258,12.8453,g
23.3194,-16.6518,13.3584,62.9998,g
31.0833,-16.4431,15.2197,1.041,g
21.3167,-10.1243,-9.9299,4.7988,g
12.9945,6.4843,-10.2405,32.928,g
49.7239,21.4719,-15.6775,2.233,g
24.2101,19.3482,12.3625,19.1417,g
22.1311,18.1866,10.9782,34.198,g
30.1938,-10.2698,-18.6686,13.7154,g
73.3171,73.4946,-14.9511,2.8894,g
19.5102,11.4996,4.3149,19.071,g
33.4169,14.7763,-9.0004,15.821,g
46.2189,41.4548,11.7286,66.846,g
102.412,88.2692,7.3521,0.046,g
72.8669,60.4856,-23.6438,1.067,g
73.489,68.3708,-24.5087,1.302,g
29.4395,22.7677,14.5544,6.0268,g
27.518,8.5384,6.3812,6.1065,g
47.027,-19.5435,-12.2521,0.5398,g
27.6891,21.6104,-7.2943,11.201,g
25.6487,-16.0054,6.9977,25.688,g
71.4686,74.3565,-16.8204,2.76,g
39.4071,32.8639,6.586,22.0967,g
20.4531,19.4341,-10.1197,74.4019,g
32.002,-25.2602,-10.9333,19.576,g
60.1824,54.0209,-55.3522,9.056,g
23.6634,12.6462,7.0634,5.9657,g
33.1479,22.0442,15.0057,5.5823,g
17.2203,-6.9469,-6.0428,88.7401,g
93.955,53.6545,-26.7852,18.873,g
32.6908,-22.1105,-12.4178,10.018,g
18.0667,-10.67,7.8956,86.453,g
29.0629,10.6287,-9.9417,18.7851,g
21.8884,-11.7222,-6.6181,15.8008,g
74.7378,75.3194,-11.1982,4.5935,g
24.8732,20.6316,-7.3335,1.727,g
30.2651,26.6821,4.2471,8.3257,g
46.0957,-32.3875,14.2109,9.399,g
22.0196,14.5276,14.4249,5.602,g
21.7666,18.9776,-10.9609,23.7678,g
118.581,-87.3744,-20.5931,8.2015,g
12.855,-8.3363,-8.7452,4.803,g
59.996,55.9957,10.4966,7.8247,g
152.893,109.93,23.0221,3.8617,g
92.5755,76.9637,-8.8445,0.5051,g
19.6238,10.9956,2.4047,73.4998,g
29.7516,8.7238,6.5997,2.3698,g
58.9042,31.3971,-19.5009,2.3595,g
24.2004,-20.0564,-8.3628,36.1048,g
33.0135,15.9759,5.7684,5.177,g
77.8551,50.4368,-37.1945,10.316,g
22.3493,-10.0721,-7.5444,9.2904,g
65.9351,53.0839,-15.6082,5.663,g
52.3758,11.1244,21.8954,13.678,g
58.1697,57.9644,19.4394,15.8268,g
23.0347,18.1708,10.1494,89.1927,g
81.5117,60.8005,22.7588,7.5361,g
17.8613,-0.3013,-4.7386,45.5168,g
25.9652,-20.3102,-16.3719,38.236,g
58.3502,-37.6572,10.9989,2.826,g
31.7461,9.8261,-11.4974,18.1579,g
29.4467,-15.2097,-7.3677,13.427,g
26.3584,-14.9746,8.7465,22.106,g
34.8365,23.8099,-10.5547,10.4413,g
37.3256,17.7148,5.3636,9.2321,g
38.6811,20.0996,5.3389,13.3421,g
69.7228,68.3345,22.2578,2.0787,g
27.5004,-17.3721,-10.7677,14.5326,g
29.624,18.0119,7.4675,1.1537,g
76.9668,71.1197,-9.3964,2.2043,g
13.1234,8.2394,-10.2116,9.046,g
20.443,20.2117,-8.4187,8.711,g
60.0587,43.6811,-10.9394,4.862,g
27.2526,19.6799,8.7618,24.439,g
31.9122,-22.063,-14.27,3.3657,g
88.8964,63.5636,13.3271,2.5743,g
20.0767,-13.8349,15.7854,71.363,g
16.5264,6.4167,7.9088,37.168,g
41.6183,-17.8683,11.412,0.8604,g
70.5067,64.9085,-13.5131,5.4805,g
19.9314,-8.8626,10.7326,39.732,g
18.1406,9.7451,-4.4156,45.7654,g
20.6595,-14.5819,-1.4484,12.801,g
103.026,-47.0216,3.1308,1.5499,g
23.3897,20.5688,7.5347,19.8253,g
20.7296,18.5697,5.4079,44.263,g
38.8885,-23.494,7.7041,10.1466,g
12.9574,-7.0158,-8.2891,43.9589,g
45.0952,39.3855,-23.5405,21.611,g
22.5967,3.7697,-9.5853,56.553,g
49.1207,27.5794,-6.5523,1.136,g
87.3801,62.0214,18.9847,2.5025,g
18.6221,17.7186,11.8733,48.202,g
32.9581,-10.865,-11.5603,30.831,g
21.8569,18.4043,8.7412,17.8472,g
84.8345,56.0189,-14.3788,6.4976,g
65.1686,70.5864,8.8835,5.9072,g
34.2778,12.2221,-9.7122,42.686,g
60.1806,40.6826,10.2612,0.017,g
24.9996,8.006,12.8897,81.7102,g
42.6261,13.8925,16.2289,9.162,g
59.2512,36.4481,15.9978,1.7138,g
43.0284,27.3781,16.6231,65.1875,g
67.3022,69.8929,-6.649,2.319,g
44.3695,38.491,-14.2284,0.577,g
81.7221,49.5452,-7.519,0.969,g
38.0247,36.0229,-7.1059,29.1805,g
17.5921,5.487,4.0467,9.4508,g
38.9854,-18.1726,13.3532,5.2555,g
98.8696,46.837,23.6327,0.812,g
21.795,15.6861,8.3744,62.0277,g
42.1261,-36.0252,10.8825,2.1978,g
13.167,-6.0547,-10.5905,26.148,g
12.5969,-9.323,9.6302,62.6968,g
78.1114,49.6372,16.7028,8.8309,g
46.0913,37.6313,13.4235,7.9276,g
36.0479,18.4223,-15.2036,9.72,g
31.1508,-16.8998,8.7123,5.1365,g
44.1864,17.7997,5.292,2.637,g
24.004,11.4098,15.8074,9.1148,g
30.865,18.1083,-10.9512,13.5322,g
28.5416,-26.8414,-14.5744,17.9519,g
26.4076,-7.4281,-4.8817,4.7804,g
31.7382,-21.1864,-6.2826,1.1811,g
12.8312,5.0164,11.6268,60.579,g
98.9353,74.1378,12.3454,0.647,g
21.5368,-5.2793,6.4756,5.554,g
83.2555,60.3407,42.4417,13.7,g
33.2899,18.6582,-10.9033,14.19,g
33.9143,28.2809,-9.5402,13.4021,g
37.385,21.9007,-10.2043,5.3907,g
65.7802,66.4296,-6.5952,0.4845,g
98.6964,-42.7278,29.2369,3.6338,g
21.7006,16.0281,10.6172,8.982,g
18.25,16.7866,8.702,68.708,g
81.9657,57.8747,6.4725,3.333,g
48.433,38.4746,12.6011,1.452,g
95.9193,58.577,-14.2839,7.4375,g
48.6983,47.726,-11.0697,4.923,g
23.8183,-18.9889,-8.4034,16.8389,g
35.5578,-25.8171,7.9966,31.498,g
27.4519,19.8767,-6.1458,31.645,g
39.6497,-26.5298,-7.481,3.3533,g
42.5939,17.6668,12.4545,5.293,g
22.0361,-19.1051,-13.1507,70.9158,g
21.2481,-19.5563,-11.4876,32.321,g
77.8664,73.9884,-20.7641,0.011,g
38.5207,-16.0894,-30.2098,8.443,g
17.5918,-10.8721,5.2913,20.982,g
26.0564,14.4535,-9.3874,62.601,g
78.4363,43.3518,-12.1062,0.26,g
62.9393,45.992,20.2932,4.9252,g
28.292,20.2797,-11.343,0.26,g
20.8971,17.4937,-8.7008,17.7354,g
98.8206,86.5883,-25.9842,9.008,g
87.9035,38.0092,20.0531,3.7892,g
21.7883,14.9823,8.5358,38.68,g
38.3797,27.1517,-16.278,8.548,g
20.0335,-13.3556,3.5595,30.2511,g
29.7465,13.8927,6.3463,25.441,g
66.8228,23.2932,22.3862,5.1143,g
48.1067,49.8953,-7.6822,5.884,g
85.2587,-66.0624,-11.8012,7.4381,g
37.9833,25.5179,7.5286,14.486,g
25.43,14.0487,5.0071,70.247,g
23.2615,15.0383,-7.2072,44.127,g
100.534,50.5432,-39.0338,1.9948,g
43.7906,37.4027,15.2006,3.101,g
35.9534,33.4197,-7.8103,12.941,g
28.5181,20.4938,-10.6044,15.767,g
21.1376,11.3923,-6.2296,34.906,g
38.5256,-18.8234,14.8145,31.9183,g
22.011,8.5555,7.7021,17.602,g
41.0274,-22.5224,9.471,11.5205,g
19.4174,-16.7375,-4.3015,63.385,g
32.5176,-18.7595,-16.7651,10.0602,g
80.8223,-39.1719,-15.6433,1.29,g
12.9705,-6.6894,8.2655,28.599,g
45.9709,17.5377,10.2088,30.0391,g
33.2811,23.35,-9.5882,48.571,g
107.402,110.191,-15.4661,15.361,g
54.0779,36.1548,-15.8737,7.4712,g
12.7395,-8.7786,9.7171,29.266,g
13.0748,4.7986,10.6327,16.258,g
42.045,28.5821,-6.7734,14.3144,g
13.0635,5.3086,-11.0148,63.3618,g
50.635,-23.3843,34.9292,65.912,g
19.321,11.5461,11.3353,70.87,g
30.9446,-17.392,14.7736,4.834,g
81.4536,67.2432,11.2162,5.2231,g
40.8475,41.3819,-6.9769,2.995,g
45.1514,-10.7427,4.5365,2.642,g
35.3705,18.3136,-4.5924,9.3046,g
67.4766,53.1833,8.3472,4.9318,g
12.5104,7.7917,-10.9443,81.3693,g
69.399,63.9922,-7.2771,6.251,g
75.6875,-15.0001,-19.8616,0.7458,g
18.3881,12.8557,5.7358,64.378,g
94.618,62.7514,27.6919,2.903,g
39.8874,26.0955,-5.7609,7.437,g
28.5144,18.2613,-13.0677,59.9787,g
18.3648,-12.0123,6.1841,45.014,g
33.8279,-24.0378,13.1486,20.2701,g
28.2025,-18.5048,8.9818,20.162,g
19.8723,-7.3216,5.1661,47.741,g
29.719,-25.141,17.7535,4.549,g
21.8935,18.4514,-6.9016,42.836,g
67.6373,48.8606,23.5379,1.646,g
24.1267,13.3919,-12.9329,2.425,g
76.7307,26.3846,-17.545,3.436,g
19.3469,10.2652,17.1408,5.061,g
30.2859,6.1563,-6.0659,3.777,g
95.6848,73.6066,19.3259,1.128,g
36.6025,-30.0775,13.7172,0.912,g
13.081,2.6747,-9.9668,29.4058,g
97.6192,44.4587,31.6856,1.822,g
20.7378,-14.0378,-5.8867,79.647,g
20.3039,10.6663,3.4761,21.937,g
12.7041,-7.4387,11.1111,26.524,g
30.4842,25.7304,16.7266,24.4731,g
25.3524,15.4934,-5.5567,11.066,g
71.0454,70.4096,19.5975,4.348,g
20.5862,-11.4081,5.8065,5.13,g
72.7622,41.1035,-17.1872,8.582,g
20.393,-8.8963,5.6807,8.8679,g
21.1265,0,-8.6224,37.923,g
35.6053,24.4213,-15.2758,8.714,g
68.7237,34.2494,11.6484,29.572,g
76.6597,-52.5328,17.4819,2.2854,g
30.7083,-20.9137,9.3871,14.118,g
107.188,71.503,-18.3064,2.0941,g
81.6644,-66.7009,-14.0258,3.883,g
23.5684,15.1184,9.5639,3.907,g
43.0797,37.1449,10.664,3.3,g
46.1616,41.7788,14.8822,8.3129,g
139.752,-119.139,-11.216,44.546,g
19.1519,10.1035,-9.4706,42.99,g
21.7992,-9.7833,-8.2258,17.1558,g
29.3161,-14.1434,-3.7394,5.8241,g
38.5465,-10.698,-12.5402,3.3209,g
18.9382,5.7522,5.0165,17.0127,g
32.8146,21.9391,-6.4868,15.0767,g
25.5266,17.8873,-2.0969,5.2328,g
23.6294,16.7613,-5.1778,28.4342,g
99.968,90.7681,-17.3971,3.093,g
61.9284,43.8724,16.2768,1.571,g
36.8174,26.784,-2.3707,7.2759,g
27.0828,24.9191,-9.786,3.791,g
24.5963,14.9811,0.0001,25.78,g
27.0285,24.4793,-7.3012,8.3477,g
54.0937,41.5262,-10.605,1.9538,g
32.9306,27.1243,6.4373,14.345,g
24.9261,-11.307,5.0906,7.3195,g
20.22,-14.4165,-9.2078,30.0911,g
91.892,100.172,10.4823,4.901,g
42.7269,8.6326,14.0838,2.057,g
106.501,89.5803,-23.8236,4.26,g
39.9634,33.84,9.5034,10.855,g
62.6388,46.9907,10.1773,4.271,g
57.0396,26.7743,-22.4117,2.377,g
40.6311,-20.9696,22.9384,1.8127,g
72.2077,61.7693,-10.2314,2.545,g
69.9328,47.6857,6.7437,1.8664,g
20.5987,-8.1183,9.1083,5.97,g
55.4191,-43.2395,17.2454,3.7956,g
59.2716,60.4821,-8.4718,12.3377,g
61.7708,51.8023,5.5884,3.0719,g
44.3534,24.9784,-15.2716,0.288,g
39.5097,32.6702,-14.8209,3.056,g
19.7327,-5.253,-5.0183,89.3153,g
16.1965,-5.1272,-7.0963,10.796,g
24.8576,-13.9344,4.246,3.715,g
63.3715,42.5924,-12.7436,4.4256,g
12.8775,-7.5534,10.5578,12.823,g
29.3874,28.9954,14.9419,10.789,g
19.0407,-7.7496,-3.7858,29.838,g
22.0088,12.7178,-6.7107,26.125,g
12.9504,7.0255,-5.8389,87.2895,g
65.7997,51.1221,14.5488,2.8883,g
32.2257,-13.897,9.7566,86.8054,g
115.524,108.1819,8.9205,34.0787,h
171.9158,-229.3929,37.6092,67.8273,h
59.987,-20.3331,-15.203,54.755,h
9.4412,11.1148,7.1603,23.1908,h
28.7,-22.9597,-13.4761,42.5318,h
45.1856,-36.0296,-10.2717,79.582,h
198.055,-128.744,27.0634,57.052,h
34.3161,15.6117,9.5735,81.871,h
13.1283,-5.1053,10.3609,43.916,h
20.7669,-11.0169,-2.6001,55.07,h
31.0771,15.2866,14.5833,37.0526,h
16.2414,-5.9228,5.5241,73.705,h
69.4358,71.9623,-10.8771,78.4354,h
17.312,7.126,-6.299,31.2547,h
45.0761,29.0213,6.1818,55.8688,h
62.2061,37.3336,12.9837,29.492,h
24.4754,11.1428,-11.6645,71.8009,h
18.9405,4.8004,3.7395,75.056,h
184.2529,142.6303,-42.6447,65.069,h
44.7279,-17.8001,6.4024,43.786,h
51.4678,-33.5638,-15.2996,61.5665,h
20.9645,19.1629,-8.7979,0.484,h
19.9277,11.1709,5.0815,70.244,h
19.7115,15.503,-10.0791,58.4341,h
77.1222,66.6336,41.8216,63.601,h
124.186,-110.985,27.7474,0.738,h
25.0466,11.0654,13.9739,62.8382,h
36.709,24.3041,-17.0833,52.3632,h
