@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R2-4,7,9,11'

@attribute FWidth numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
10.3331,2.3738,0.5243,-29.7325,18.374,g
28.6529,2.837,0.2809,44.9155,8.222,g
10.2006,2.1399,0.5362,-6.1335,68.8859,g
10.537,2.2956,0.4861,20.009,9.5272,g
17.8957,2.4778,0.3927,11.6347,31.3698,g
14.7113,2.6335,0.3372,61.796,8.368,g
10.3329,2.4141,0.5588,-21.4781,11.386,g
15.7418,3.2057,0.1818,49.2069,1.9109,g
17.9792,2.781,0.3113,26.4456,3.9171,g
21.3329,2.9044,0.2928,8.9112,6.377,g
10.2168,2.2695,0.6075,-16.4384,8.229,g
0.0037,2.1508,0.742,13.2388,0.0002,g
16.6586,2.9991,0.2725,40.5963,5.057,g
11.9796,2.4728,0.4108,19.2054,19.914,g
32.661,3.8623,0.1054,110.652,1.464,g
26.1442,3.4635,0.1675,59.4846,1.798,g
13.9242,2.3454,0.4831,-14.1801,4.1125,g
25.5716,2.9135,0.316,89.6199,4.486,g
21.8043,2.8814,0.2457,-31.9521,2.232,g
17.9872,2.4609,0.3945,19.5023,27.762,g
23.5976,3.4861,0.2237,68.0549,0.505,g
19.721,2.6968,0.3337,19.5438,28.615,g
21.6739,3.0883,0.2562,34.8788,22.7661,g
11.8539,2.5079,0.4161,-20.4103,17.677,g
19.3929,2.9581,0.2522,-32.3376,4.232,g
18.4405,3.0013,0.2742,-24.1105,5.6137,g
12.903,2.2844,0.4519,-5.7444,50.6061,g
24.4091,3.4817,0.1963,31.9105,0.5754,g
11.0502,2.5581,0.6224,-9.8726,36.709,g
11.044,2.3263,0.6604,7.7221,24.0178,g
13.7396,2.5775,0.4577,16.2688,19.736,g
17.4304,2.3531,0.4435,-18.4292,79.873,g
34.4391,3.6718,0.1367,77.3491,1.892,g
18.3168,2.6207,0.3162,8.5763,9.0521,g
15.2353,2.5472,0.3376,-15.7745,6.024,g
33.1096,3.5327,0.1836,34.6047,49.156,g
12.2416,2.3243,0.6825,3.2344,74.7762,g
11.7254,2.3802,0.3583,-20.668,47.1879,g
27.2412,2.9261,0.4197,-45.345,0.2638,g
19.207,2.8946,0.311,35.6672,5.8146,g
28.1619,2.9053,0.3358,18.4893,1.0274,g
13.9786,2.451,0.3434,21.2462,27.156,g
14.9261,2.4778,0.589,19.5301,28.2602,g
40.0201,3.9078,0.1512,44.6946,0.568,g
40.6609,3.3775,0.221,29.9876,0.546,g
14.9147,3.124,0.1924,41.5932,0.2853,g
9.9525,2.273,0.8213,-2.4751,54.213,g
14.5135,2.8938,0.3946,-25.0176,2.231,g
26.0322,3.2002,0.2983,-12.6215,37.8821,g
13.5256,2.7679,0.3157,-21.006,3.596,g
19.8073,2.8885,0.3116,-25.2347,9.826,g
16.4235,2.5717,0.4316,11.5495,10.4413,g
22.266,3.1041,0.2526,-10.3258,18.606,g
20.7462,2.842,0.305,-21.5439,23.7956,g
23.1362,2.9985,0.2037,-28.1771,12.219,g
34.124,3.1682,0.224,94.1285,43.174,g
19.7887,2.6112,0.4162,12.318,39.6495,g
11.4704,2.243,0.5943,5.3857,36.3007,g
18.6353,3.0364,0.2336,37.1994,10.865,g
15.8299,2.5139,0.4257,-10.8532,80.2386,g
37.2663,3.8326,0.1126,90.1485,3.2776,g
12.8478,2.2999,0.4962,-13.7213,38.1238,g
18.959,2.8142,0.3021,15.8333,9.6812,g
7.0867,2.273,0.7893,13.102,70.729,g
16.7045,2.6604,0.3366,13.9672,12.2232,g
11.196,2.0952,0.747,6.6421,32.761,g
15.7139,2.7675,0.3467,12.7243,10.977,g
21.4064,2.8058,0.2361,16.0075,4.3,g
32.2207,2.9738,0.2188,81.8061,1.5131,g
28.2534,2.7623,0.3509,-34.1515,69.125,g
9.3404,2.5629,0.3639,37.0812,8.78,g
17.256,2.5378,0.3246,13.8432,26.7113,g
21.7267,3.0899,0.1854,-27.6313,11.24,g
52.4718,3.4939,0.2405,35.4985,7.181,g
7.2924,2.055,0.696,-4.7217,34.5528,g
7.2127,2.1287,0.7435,11.0442,46.8416,g
12.5353,2.3201,0.6986,-3.1969,63.8003,g
17.6415,2.935,0.2857,104.885,0.8358,g
18.7433,2.8126,0.3587,-31.883,1.325,g
10.112,2.2148,0.5732,-19.0424,16.843,g
15.4918,2.5658,0.4402,9.022,21.0507,g
10.5806,2.5211,0.5422,19.9482,9.6728,g
18.4718,2.9122,0.2962,-14.506,11.9465,g
7.9251,2.3711,0.6723,19.422,6.0144,g
10.0248,2.2601,0.6099,11.831,43.0228,g
17.1788,2.485,0.3797,23.6221,0.9739,g
22.9645,2.6618,0.268,26.4484,41.374,g
12.8656,2.3294,0.5012,15.0593,26.8895,g
26.7363,3.1106,0.2031,24.1424,15.4057,g
24.9636,3.2418,0.2842,-38.1147,4.374,g
10.0212,2.472,0.6105,-21.5455,27.079,g
10.816,2.3139,0.6845,4.042,3.957,g
47.0245,4.1715,0.0749,81.2935,1.575,g
38.9376,4.0958,0.0947,78.4556,1.034,g
18.5025,2.635,0.2943,-27.1316,11.961,g
21.7526,3.0588,0.221,-15.273,4.0395,g
31.4255,3.953,0.1264,74.8628,4.4435,g
20.4092,2.7247,0.262,38.5473,4.4,g
16.0899,2.7612,0.3813,-16.085,16.3,g
16.9858,2.995,0.2418,-29.7567,0.9353,g
26.3163,3.2584,0.294,-21.2736,2.052,g
10.177,2.2889,0.4473,17.8698,28.175,g
16.1185,2.6642,0.3922,24.0137,25.9867,g
12.759,2.6937,0.3421,18.9779,9.695,g
24.5151,2.7839,0.3109,65.5604,30.1986,g
17.1061,2.2718,0.5455,9.2521,56.213,g
25.3707,3.3143,0.177,73.6483,1.489,g
18.2547,2.7889,0.3512,62.6131,14.579,g
32.3167,3.8758,0.133,77.9192,3.343,g
15.471,2.9956,0.2364,69.7426,0.4443,g
15.9448,2.666,0.4898,25.2732,30.3436,g
9.0361,2.4191,0.6019,8.3462,25.6299,g
12.9874,2.4433,0.364,17.394,6.035,g
17.9806,2.356,0.4053,-25.4106,29.924,g
12.6622,2.4289,0.4842,-11.5884,13.9,g
14.9115,3.2049,0.2402,53.3382,3.118,g
16.1955,2.7152,0.3796,41.4758,3.965,g
15.19,2.6294,0.493,-19.1196,42.8808,g
18.8813,3.0978,0.2028,53.5763,8.031,g
22.6768,2.9398,0.3044,35.8661,1.511,g
10.8908,2.3334,0.5058,-19.5335,4.738,g
12.7203,2.4158,0.595,13.5919,83.0753,g
7.1571,2.1089,0.7704,12.3311,37.783,g
18.562,2.9219,0.3483,14.949,8.016,g
16.1636,2.7559,0.3351,19.9654,23.5652,g
10.5564,2.3107,0.4597,-19.404,34.266,g
15.4514,2.4362,0.5018,-6.7651,17.0993,g
13.5162,2.5977,0.4116,-19.7851,5.881,g
29.6712,3.4718,0.1144,93.146,8.302,g
10.4544,2.4354,0.5028,-20.3157,3.098,g
21.9205,2.8701,0.3452,41.1994,2.4615,g
21.8827,2.632,0.4597,30.8593,2.0243,g
10.5409,2.2253,0.5893,-9.4181,26.4593,g
18.8514,3.1578,0.2413,-20.9938,6.648,g
12.7713,2.3551,0.4459,11.5618,9.109,g
26.8202,3.0237,0.1932,50.8975,6.216,g
16.0308,2.5092,0.4241,-17.266,10.576,g
18.1847,2.695,0.3532,34.7983,16.706,g
9.3091,2.2589,0.4408,22.3137,43.535,g
11.3559,2.2911,0.4348,-22.2029,9.469,g
18.2552,2.8146,0.2483,32.8014,15.298,g
19.8791,2.8182,0.3571,26.9733,19.332,g
21.9099,2.738,0.3199,20.2956,14.885,g
19.5066,3.0282,0.2605,-17.978,14.054,g
6.9933,2.0846,0.716,11.8367,62.166,g
9.8262,2.2279,0.5976,14.9775,20.22,g
23.8063,3.1432,0.1755,20.6102,11.9368,g
7.4142,2.3909,0.6667,8.4259,15.7881,g
14.8229,2.6263,0.2459,20.0519,9.19,g
16.9625,2.5617,0.3731,7.7372,34.6018,g
14.4663,2.9722,0.322,36.8788,3.9724,g
21.5299,2.8395,0.3271,20.2562,22.1398,g
25.8978,3.5629,0.1349,64.5695,9.0921,g
21.0901,2.9628,0.1917,112.099,3.1889,g
18.9683,2.9467,0.3211,13.3236,13.846,g
17.6869,2.2613,0.4274,7.5158,82.2627,g
27.8972,3.5143,0.2864,47.6164,2.2905,g
10.4966,2.2529,0.5531,17.4759,17.1321,g
11.8139,2.4857,0.4967,-10.2705,2.7921,g
14.5173,2.9829,0.3131,44.1062,2.119,g
16.1189,2.9219,0.2944,27.5117,1.9002,g
12.903,2.2577,0.5414,-11.4526,12.137,g
22.5855,2.9243,0.2524,31.6972,25.7773,g
10.0782,2.5849,0.4551,-21.4404,18.357,g
16.6424,2.6542,0.3725,31.0401,25.831,g
30.7397,3.4551,0.1588,25.9621,7.8862,g
20.2859,3.2625,0.2683,22.5909,9.216,g
10.8047,2.4594,0.441,-39.9141,8.48,g
24.148,3.134,0.2299,-11.0377,7.6209,g
11.4884,2.1123,0.7104,9.0086,60.835,g
9.2552,2.711,0.3366,36.1205,4.735,g
17.0376,2.7828,0.3067,-19.6382,4.0989,g
24.8566,2.8069,0.2761,77.3764,79.886,g
18.8093,2.9954,0.2254,-33.79,1.3991,g
11.2333,2.3945,0.5605,-19.2387,2.0243,g
12.891,2.4306,0.3636,17.0786,59.3545,g
17.3221,2.5132,0.4386,-16.135,52.617,g
56.5926,4.339,0.0572,114.295,3.601,g
16.9838,2.6196,0.4466,22.1099,20.19,g
7.4326,2.1569,0.7317,-6.1231,75.607,g
16.6898,2.8842,0.4178,19.2244,4.9423,g
18.7689,3.0548,0.3015,32.6496,0.8205,g
30.7871,3.5949,0.105,85.4046,4.109,g
24.5521,3.3523,0.1591,63.8948,4.9278,g
23.9572,2.6304,0.2553,63.4388,62.09,g
9.9957,2.5809,0.3885,34.9608,14.4173,g
11.3629,2.4778,0.4559,-5.7541,34.9402,g
7.0896,2.2,0.795,13.0351,10.7736,g
29.6106,2.9605,0.2924,38.9137,3.585,g
13.3274,2.635,0.3268,-28.6773,13.838,g
15.8511,2.4843,0.4262,-14.307,18.1669,g
11.0411,2.1508,0.7562,-5.8704,18.039,g
15.7287,2.4393,0.4836,-11.3804,86.6051,g
21.2076,3.0378,0.2997,17.1893,23.142,g
7.1029,2.1688,0.7051,-9.9623,12.863,g
20.8778,2.6435,0.3864,14.7471,74.7121,g
12.5113,2.5099,0.476,11.1148,35.9838,g
18.3417,2.723,0.4144,-5.4101,39.0678,g
72.8105,3.8226,0.1432,47.9418,6.433,g
12.6363,2.6299,0.4408,-36.0812,20.47,g
10.7133,2.3107,0.7824,2.4181,71.878,g
9.5265,2.4541,0.5448,17.0588,0.255,g
37.784,3.9715,0.1127,75.3898,4.3928,g
25.9285,3.1258,0.2507,68.8734,1.81,g
13.1887,2.4158,0.5413,18.2315,47.1919,g
9.9977,2.301,0.61,-17.0944,37.679,g
16.1585,3.2382,0.2872,109.115,0.12,g
24.0733,3.0881,0.2914,30.8456,4.3666,g
13.3494,2.4232,0.4113,-21.9931,8.8499,g
29.3736,3.3897,0.1989,30.3396,22.925,g
12.4679,2.5746,0.3888,-20.1432,5.9657,g
12.7905,2.772,0.3804,-37.6189,9.6757,g
16.9284,3.0815,0.3083,42.2369,4.8845,g
15.8771,2.3395,0.4805,17.1594,15.6268,g
21.5892,3.3841,0.1924,47.274,3.422,g
10.9437,2.4385,0.5173,21.3701,10.9363,g
19.1491,2.9245,0.2986,23.0281,2.2482,g
19.3932,2.9654,0.3649,27.367,2.217,g
6.9318,2.1123,0.7027,-11.4999,80.5502,g
11.6409,2.224,0.7045,-9.4332,27.85,g
11.9892,2.4579,0.3868,22.754,0.4067,g
11.8114,2.0588,0.7074,6.662,57.2856,g
11.3137,2.2355,0.5988,19.8364,40.003,g
22.9181,3.1947,0.2504,11.8392,9.8286,g
26.6742,3.1868,0.2276,30.6148,7.0879,g
17.3059,2.6707,0.4098,-9.36,89.6161,g
12.3983,2.4464,0.5295,-15.3605,7.3869,g
13.9185,2.4609,0.4256,-15.2021,21.5562,g
21.5734,3.0368,0.2701,32.5971,4.202,g
16.2878,2.9845,0.2808,64.4648,8.446,g
12.4865,2.6154,0.4024,22.2641,8.062,g
32.3604,3.447,0.2262,50.067,2.6,g
23.9501,2.9839,0.218,153.371,10.4186,g
20.5389,2.9703,0.2934,23.4138,7.063,g
22.1137,2.8713,0.2286,62.1714,12.3675,g
23.2299,2.9759,0.2167,59.0817,9.7797,g
11.2948,2.0663,0.7468,4.0567,61.5575,g
23.174,2.9743,0.2164,35.3128,26.0548,g
11.9421,2.4698,0.6542,-2.0711,48.9647,g
9.7165,2.2742,0.6649,18.804,6.7698,g
18.5765,3.1082,0.1988,53.2713,2.5919,g
16.4682,2.5165,0.3805,-16.0461,30.914,g
20.9302,2.7828,0.2935,-33.7291,4.7427,g
19.1983,2.7924,0.3919,24.828,0.6273,g
14.7328,2.48,0.4536,-13.4367,57.7866,g
11.2396,2.2672,0.6162,20.0391,9.5667,g
15.0938,2.6684,0.5086,4.0507,28.138,g
21.3132,3.1599,0.2318,33.0916,18.5411,g
18.5962,2.7122,0.3899,16.6716,16.103,g
19.4895,2.9914,0.36,15.303,20.487,g
6.7047,2.0774,0.7448,15.0206,82.9943,g
12.6117,2.4433,0.5586,15.152,51.1727,g
36.4121,3.6229,0.2002,43.8629,4.2808,g
30.3512,3.474,0.1867,-41.8256,2.6075,g
38.6728,3.7577,0.1838,37.7896,0.42,g
16.4443,2.415,0.4769,-18.2676,52.38,g
21.6431,2.7585,0.3958,58.242,41.2033,g
13.9723,2.485,0.5401,-14.5353,35.283,g
34.7412,3.1987,0.1867,54.1704,28.5503,g
14.582,2.3918,0.5436,20.133,53.008,g
18.914,3.0592,0.2906,36.1971,3.5737,g
20.2472,2.7889,0.2569,-22.6301,6.0005,g
18.9129,2.357,0.4484,18.1741,42.731,g
12.6927,2.5563,0.375,26.4191,25.8637,g
10.5355,2.2695,0.5753,16.8871,41.1555,g
11.0298,2.3149,0.7506,6.459,50.922,g
16.6515,2.7059,0.4114,18.9105,43.177,g
19.6036,2.7903,0.3517,12.2436,5.132,g
16.4605,2.7003,0.4905,22.097,32.0104,g
16.2946,2.3901,0.4644,-14.7785,26.632,g
18.1957,2.5922,0.3274,19.5152,40.08,g
12.8567,2.5927,0.4981,13.0427,25.4082,g
0,2.0626,0.7359,-16.9628,88.0912,g
17.2202,3.0063,0.2316,-22.4167,4.4309,g
10.1348,2.3522,0.5422,-6.977,40.884,g
16.538,2.6498,0.3337,-11.3445,2.76,g
15.0295,2.6522,0.3653,36.8285,11.192,g
15.0189,2.8417,0.3297,35.045,4.438,g
29.0767,3.519,0.1495,52.1517,4.265,g
13.4146,2.4983,0.4444,-41.0307,0.13,g
23.3557,2.8979,0.2315,36.4954,5.6571,g
14.3748,2.5453,0.4644,17.1045,13.986,g
8.4294,2.4005,0.5606,-12.2035,7.917,g
12.8582,2.2405,0.5632,-11.7696,6.388,g
18.8266,3.1844,0.1995,-33.669,5.3936,g
9.3927,2.5769,0.4715,-19.6186,6.8387,g
25.7457,3.2017,0.1596,65.224,10.4609,g
12.306,2.4346,0.4559,14.8716,24.444,g
33.4244,3.0453,0.2685,24.7763,7.286,g
25.111,2.9967,0.261,54.4551,0.681,g
19.0651,2.6857,0.2701,-13.6024,32.814,g
11.8492,2.3865,0.4353,17.6906,19.907,g
36.1869,3.9498,0.1207,81.1209,1.422,g
15.9685,2.8831,0.2003,46.4195,13.1301,g
11.2074,2.1222,0.7245,7.9426,59.898,g
11.0685,2.5198,0.4018,19.7908,22.07,g
8.6111,2.485,0.6514,19.9198,59.461,g
12.7537,2.549,0.5057,10.8683,4.506,g
20.3809,2.7197,0.3108,19.4465,47.397,g
12.8113,2.5838,0.5476,-15.4461,12.6022,g
12.673,2.5533,0.372,-15.1753,43.391,g
19.278,2.6227,0.3194,88.5302,3.75,g
18.6993,2.7566,0.4203,94.0071,2.909,g
45.616,3.8024,0.1494,35.5267,20.595,g
13.4527,2.5575,0.5429,-10.7921,34.2189,g
35.7955,3.3054,0.1678,39.8282,2.266,g
19.7294,3.0037,0.2519,33.0749,13.5359,g
41.192,4.0174,0.1147,36.9761,3.44,g
19.6955,2.4764,0.3806,-59.4655,19.889,g
24.9415,2.6628,0.2717,3.091,55.3088,g
14.2949,2.5641,0.4611,12.8399,2.189,g
9.629,2.4393,0.4364,23.9613,6.6791,g
15.5966,2.8338,0.2639,-63.0268,3.531,g
24.2555,3.2872,0.1734,84.4157,6.3678,g
20.5479,2.7164,0.4419,28.1435,14.437,g
26.253,3.2334,0.1969,19.5241,18.9796,g
12.1346,2.2135,0.6728,-10.6998,60.1701,g
14.847,2.3149,0.4697,-24.1133,22.9229,g
21.6092,2.781,0.3179,-5.1356,6.703,g
26.4351,3.1055,0.229,39.5222,7.8797,g
14.0987,2.4533,0.3944,17.7538,2.075,g
20.7931,2.9012,0.3139,-7.9486,7.848,g
14.6773,3.0145,0.2998,69.7887,0.5949,g
8.7598,2.4346,0.6544,-18.7684,6.1543,g
16.9678,2.8751,0.26,21.4508,10.961,g
6.7179,2.1222,0.717,-13.4709,27.722,g
7.0922,2.2082,0.6749,-5.7146,13.7571,g
22.606,2.5955,0.3655,-21.5587,30.5803,g
20.2021,2.9741,0.31,22.3707,16.8909,g
27.5988,3.6414,0.1409,42.9533,5.57,g
10.9384,2.243,0.5886,17.8327,27.8812,g
12.2423,2.472,0.5295,6.9253,14.999,g
24.5031,2.7312,0.2563,-21.9364,33.424,g
10.7664,2.179,0.5828,-4.9879,61.229,g
22.723,2.9423,0.2821,26.8458,7.1144,g
15.4772,2.7701,0.3345,26.083,8.507,g
9.7791,2.2201,0.5964,-14.6778,10.7089,g
19.7273,2.7774,0.3038,19.5373,20.468,g
33.4215,4.0373,0.1147,71.0093,1.9529,g
14.4105,2.4969,0.5191,18.9304,12.861,g
11.1805,2.0952,0.739,-7.4438,44.4625,g
19.057,2.6618,0.2789,29.4418,10.921,g
10.9032,2.1875,0.5649,-19.5789,7.9221,g
18.8246,2.4601,0.3466,-21.6238,3.0162,g
15.2625,2.7931,0.3994,35.8567,4.914,g
20.437,2.8907,0.2842,26.3113,3.892,g
24.3563,2.7308,0.3309,-17.2804,75.9302,g
19.9017,3.2491,0.2835,79.9025,6.1571,g
14.4481,2.4786,0.5216,13.7631,24.5094,g
14.115,2.6527,0.4249,97.6731,0.091,g
11.9546,2.4495,0.5648,-13.3883,26.935,g
12.3249,2.5038,0.4232,-15.1941,3.64,g
9.2293,2.4125,0.4913,24.5981,8.1489,g
32.2921,3.4282,0.2384,56.1855,4.573,g
14.3757,2.7462,0.3605,22.5139,11.5864,g
7.1979,2.1446,0.7527,-11.5307,72.587,g
10.3513,2.3054,0.6535,-20.29,2.752,g
17.6006,3.0554,0.3002,53.6403,7.26,g
15.6684,2.9516,0.3175,35.0116,8.426,g
16.2019,2.6299,0.354,36.7876,23.734,g
13.4075,2.4433,0.5297,17.2129,6.785,g
15.0354,2.6707,0.3671,16.7328,2.4225,g
33.223,2.7983,0.3214,-33.7951,13.822,g
22.1349,2.9317,0.1966,-22.8588,7.7011,g
20.2256,2.6547,0.4009,47.9499,41.257,g
33.144,3.2983,0.1847,7.2994,3.6192,g
26.4066,2.8552,0.2917,14.9725,87.7159,g
16.5408,2.6015,0.4155,5.5636,48.7767,g
20.6495,2.6739,0.286,-16.7559,9.129,g
9.5305,2.2175,0.5939,6.2839,55.3309,g
21.5383,3.1321,0.2398,66.3915,5.9111,g
0.0037,2.1508,0.6784,-5.6575,0.0002,g
17.0601,3.0523,0.3316,10.4458,7.6086,g
17.6753,2.938,0.1753,-15.9801,15.639,g
15.6989,2.3253,0.4965,-20.4213,19.3334,g
16.4672,2.5112,0.4099,17.0504,7.113,g
28.1488,3.6363,0.1608,73.348,1.64,g
18.8849,2.7443,0.409,17.982,20.618,g
19.1792,2.9325,0.3586,23.163,8.026,g
22.3916,2.7871,0.3086,21.6969,52.0176,g
29.2845,3.5567,0.2734,53.1994,3.6374,g
12.2391,2.8932,0.3887,23.4461,5.802,g
18.9538,2.8011,0.2909,17.8455,14.8934,g
14.0713,2.8814,0.3548,-60.399,0.0349,g
16.803,3.006,0.212,53.5097,2.261,g
11.9028,2.5105,0.4383,13.4897,17.458,g
13.0408,2.711,0.3774,76.001,11.72,g
20.0292,2.5664,0.3962,-25.8885,8.564,g
11.0829,2.3674,0.6051,-8.02,73.3106,g
21.5449,2.9263,0.2346,17.4945,5.655,g
18.0292,3.1865,0.1966,54.6547,4.301,g
11.7224,2.081,0.7054,-9.3284,74.518,g
11.5667,2.2978,0.7204,8.3552,35.8442,g
26.1142,3.1353,0.2036,70.4962,15.2135,g
12.2299,2.6866,0.3519,37.1246,9.474,g
18.1715,2.3493,0.4922,15.8702,60.2553,g
18.2801,3.1544,0.2593,31.7132,3.4088,g
18.4821,2.7181,0.312,13.1416,76.696,g
11.6639,2.7686,0.4106,22.4851,7.3877,g
31.4596,3.9038,0.1293,80.3934,2.1455,g
18.7925,3.2695,0.2522,41.0892,3.259,g
6.7132,2.3988,0.8743,11.6285,14.3817,g
16.3383,2.5933,0.3878,17.0156,36.3353,g
10.6847,2.2253,0.5833,18.5696,11.615,g
21.1637,2.9276,0.2292,25.8214,10.028,g
16.2878,2.437,0.479,-16.8099,65.8,g
19.4973,2.7857,0.4095,8.0538,85.328,g
9.3185,2.2889,0.8483,-4.3213,49.1374,g
12.6108,2.6959,0.4894,20.5079,6.352,g
16.6392,3.0502,0.237,-23.0971,7.831,g
17.7641,2.541,0.3885,21.4711,0.49,g
19.3567,3.0402,0.2999,36.1859,8.4288,g
18.1801,2.6749,0.3256,-27.1004,13.175,g
21.134,2.9518,0.2067,25.2125,0.501,g
11.4758,2.301,0.6,19.091,35.676,g
23.1913,3.5286,0.1913,99.3906,1.5716,g
37.4755,4.0688,0.0958,83.2125,0.846,g
11.2645,2.3444,0.6425,7.2293,16.3315,g
9.1517,2.5185,0.6182,-12.1687,7.576,g
10.689,2.1351,0.7839,-2.4955,41.248,g
17.6345,2.9528,0.2865,106.15,3.5551,g
10.7224,2.6091,0.4133,18.3466,6.43,g
11.5078,2.3997,0.4462,-26.2585,1.2785,g
16.6652,2.3617,0.6174,-122.173,6.673,g
10.6832,2.2822,0.7781,-3.1901,2.2784,g
11.2952,2.3729,0.6017,-8.2844,59.9534,g
16.679,2.4624,0.469,-11.2706,11.79,g
16.4359,2.6165,0.4547,-7.4694,7.158,g
24.9284,3.2967,0.1803,99.8901,7.025,g
22.3432,2.894,0.2591,73.2423,3.1709,g
19.5018,2.9509,0.2531,-32.1282,1.7074,g
16.9277,2.5623,0.3589,20.9917,13.511,g
16.5543,2.8058,0.4238,18.1795,3.6582,g
8.75,2.3979,0.628,-15.9859,4.5212,g
17.6827,2.8435,0.2781,15.7114,27.846,g
25.66,3.231,0.1816,20.3758,0.052,g
17.6638,2.6937,0.3887,17.1221,87.6397,g
27.4756,3.3914,0.2441,42.0865,6.0118,g
64.1651,4.4178,0.0618,80.753,0.8238,g
18.6558,2.7582,0.3124,-6.9082,68.2129,g
17.9101,2.5428,0.467,-10.9451,78.822,g
15.9851,2.8893,0.3135,21.6024,5.658,g
13.9765,2.3579,0.7105,11.1155,38.364,g
17.0457,2.5977,0.3636,-25.7894,17.1,g
11.5726,2.2504,0.5955,5.2501,21.362,g
25.8063,3.0885,0.23,35.6104,5.42,g
12.0315,2.5366,0.4244,18.2834,15.928,g
15.3447,2.8102,0.2864,18.1519,2.1648,g
7.3705,2.1446,0.7312,7.907,66.271,g
21.5068,2.9692,0.4605,45.5527,0.6186,g
14.4548,2.5971,0.5006,15.146,2.529,g
10.9523,2.1477,0.7687,2.6711,28.553,g
17.3947,2.5185,0.5121,15.9701,14.9967,g
15.698,2.6123,0.3126,19.0649,22.259,g
23.9629,3.5289,0.1994,53.8253,1.797,g
16.3166,2.2844,0.4208,18.1458,37.511,g
11.1088,2.238,0.6185,19.5778,56.0249,g
24.0694,3.2105,0.1509,21.5231,2.2837,g
7.466,2.2109,0.7815,1.0294,69.8962,g
14.9248,2.7259,0.3665,-39.5128,2.565,g
11.7726,2.2956,0.5367,-7.9213,84.1351,g
28.1804,3.0732,0.1817,58.615,3.2204,g
20.3707,2.8576,0.2304,32.0425,2.219,g
14.4627,2.828,0.3492,22.4112,4.7061,g
20.8996,3.03,0.265,25.5135,10.7848,g
22.9526,2.8594,0.322,11.598,87.2246,g
11.0517,2.4175,0.5698,23.9408,7.251,g
11.3512,2.4526,0.5503,19.2467,7.8401,g
26.2996,3.2772,0.1564,81.4377,4.7858,g
26.9201,3.4808,0.1887,63.4326,3.045,g
19.9609,3.1335,0.2691,-16.1682,18.183,g
10.1215,2.4433,0.5081,-16.437,65.9551,g
11.615,2.1538,0.7228,6.4392,18.908,g
33.6521,3.4508,0.2901,-67.2331,4.669,g
17.798,2.7589,0.3014,-22.7174,5.7523,g
11.7786,2.4116,0.6589,3.0524,61.787,g
21.96,2.7173,0.2416,-28.7833,6.902,g
11.2156,2.4921,0.3736,22.1589,11.3175,g
17.2552,2.9557,0.2724,17.8174,2.7747,g
34.5239,3.5263,0.15,82.1158,3.888,g
12.124,2.4322,0.3401,34.7576,23.091,g
51.083,4.2194,0.0717,92.9814,2.128,g
32.6386,3.5998,0.1131,69.5388,4.7264,g
20.0974,3.2,0.2353,51.2483,7.244,g
10.7925,2.2553,0.6278,-4.2068,33.7063,g
36.4169,4.0082,0.1183,84.8883,1.9247,g
10.551,2.3522,0.6089,0.4974,19.37,g
16.9892,3.1793,0.2799,19.3258,1.3785,g
19.5409,2.7547,0.248,21.8879,3.7246,g
11.629,2.266,0.7046,-9.413,78.9582,g
23.4727,3.0654,0.3234,40.8411,8.8062,g
11.6149,2.8395,0.3618,36.9873,2.023,g
34.4459,3.8903,0.1468,36.7097,6.31,g
57.1764,4.2324,0.0644,78.2619,3.825,g
26.6866,3.0637,0.2202,31.5055,2.4506,g
12.968,2.4541,0.5589,-24.5179,15.486,g
22.4834,2.8837,0.1948,57.6959,8.806,g
10.6093,2.3483,0.6278,16.844,27.036,g
27.2605,2.6439,0.2792,57.3671,12.5712,g
30.3354,3.5357,0.1599,73.5514,2.695,g
13.698,2.7101,0.5166,23.0666,35.1268,g
21.4098,2.9696,0.2263,48.2902,1.4973,g
11.8428,2.6274,0.3679,37.0115,6.682,g
18.3274,2.76,0.278,35.1825,2.3869,g
7.2713,2.1538,0.7439,-10.3265,39.6284,g
21.4521,2.8745,0.255,18.2,65.437,g
19.1207,2.7756,0.3487,32.873,4.3534,g
17.6984,2.7778,0.3253,22.9527,10.519,g
17.3368,2.8582,0.341,39.5081,16.181,g
9.2535,2.4125,0.5841,29.631,11.112,g
17.1768,2.7566,0.3713,29.8459,25.724,g
23.3542,3.0109,0.2087,68.1864,8.772,g
13.659,2.5416,0.4368,-18.5499,1.9738,g
13.4645,2.6772,0.4143,11.3395,8.3777,g
18.1643,2.7412,0.2795,18.1431,16.691,g
27.4427,3.4193,0.1664,64.7778,1.6024,g
26.1965,3.2461,0.1606,-29.5056,5.344,g
11.3093,2.1804,0.7459,-3.7676,66.059,g
31.9264,3.2236,0.1619,67.1423,4.362,g
16.7442,2.6698,0.4171,-8.6963,2.579,g
12.3589,2.3043,0.4764,9.8271,3.08,g
12.7389,2.4354,0.4991,9.6528,85.9912,g
38.925,3.77,0.1921,53.5394,3.7384,g
12.0116,2.5977,0.4419,-14.0811,5.5765,g
22.3026,3.3814,0.2381,36.9232,1.6967,g
32.8478,3.0054,0.1827,61.0722,7.5801,g
21.0655,2.5557,0.2837,40.0827,1.843,g
