@relation magic

@attribute FSize numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
2.5658,-15.6257,9.2,g
2.7814,-18.4544,18.338,g
2.4385,13.6885,84.5089,g
2.4609,19.5023,27.762,g
3.1984,64.9926,18.082,g
2.7439,-8.7231,16.826,g
2.372,26.966,59.7912,g
3.0607,64.2621,6.105,g
2.7455,19.6353,37.9035,g
2.6479,17.3659,15.813,g
3.2369,59.8664,19.89,g
2.3212,-8.5518,42.146,g
2.7597,29.5352,18.51,g
2.9722,-25.1446,2.857,g
2.8932,-18.7156,7.6688,g
3.0265,75.4384,1.732,g
2.1021,9.2301,58.644,g
2.7771,20.2691,74.6315,g
2.1833,-5.1004,15.8005,g
2.4579,12.8232,53.449,g
2.4031,13.3886,23.3338,g
3.5756,72.7752,2.442,g
2.8338,-63.0268,3.531,g
2.7589,-22.7174,5.7523,g
2.2613,-10.1312,10.85,g
3.403,87.5179,4.5497,g
2.433,-2.8457,69.2522,g
2.5521,20.456,0.812,g
2.2923,12.899,81.779,g
2.5838,-9.3165,6.947,g
2.8222,-10.2698,13.7154,g
3.4218,39.5632,4.874,g
3.7652,72.1118,0.188,g
2.9157,25.8304,4.5394,g
2.567,-10.1203,29.6658,g
2.2856,11.5671,17.6368,g
2.1222,7.9426,59.898,g
2.8951,61.1489,7.779,g
2.7513,17.1517,15.311,g
2.9628,112.099,3.1889,g
2.1089,5.1007,11.7248,g
2.586,17.7941,9.1817,g
2.935,104.885,0.8358,g
2.1875,-11.0143,35.4935,g
3.0596,-97.759,84.7342,g
2.2856,17.8799,23.821,g
2.7356,9.4057,19.1785,g
3.3737,61.1586,19.5424,g
2.1673,-5.8615,25.752,g
2.3909,-22.5277,56.0863,g
3.6469,51.5286,3.2797,g
3.6072,75.1243,4.0898,g
3.2402,42.7948,1.324,g
2.3962,-12.9348,15,g
2.3294,12.1156,5.709,g
4.1916,74.1126,1.078,g
2.6299,17.7857,11.875,g
2.2188,5.3116,78.917,g
2.055,-4.7217,34.5528,g
3.9381,61.9751,4.909,g
2.3365,15.1735,0.9856,g
2.7763,13.5974,54.004,g
3.2068,80.4394,63.5812,g
3.1854,57.2129,29.8,g
2.9183,59.3038,0.619,g
3.2394,33.95,3.4835,g
3.9439,73.1755,2.8361,g
2.5815,26.6821,8.3257,g
3.3424,53.0684,4.1034,g
2.5746,-17.2736,2.6055,g
2.4541,-7.1701,47.0555,g
2.9985,59.2457,10.928,g
3.0118,20.3496,1.8662,g
2.8264,8.006,81.7102,g
2.3483,-14.9306,18.907,g
2.721,26.8079,15.9601,g
2.6862,15.2118,7.1654,g
2.8007,24.6497,3.879,g
2.5051,22.4926,0.085,g
2.7392,14.5973,8.2167,g
2.317,16.1668,48.751,g
2.3589,-14.527,4.7412,g
3.3071,57.8889,2.296,g
2.2162,-11.4024,10.78,g
3.1133,-11.6282,5.5697,g
2.9727,22.0893,22.799,g
3.6142,38.4275,3.2719,g
3.6055,40.3755,10.9222,g
2.6513,41.5262,1.9538,g
2.9317,51.079,16.4569,g
2.1833,-5.7115,38.0087,g
2.2695,-16.4384,8.229,g
2.8109,-22.6559,7.9012,g
2.233,7.839,0.535,g
2.7774,19.5373,20.468,g
2.4289,16.856,10.378,g
2.7828,-12.5413,13.5342,g
3.5961,-43.3006,2.816,g
2.8341,18.0255,2.3258,g
3.0869,-47.9068,11.885,g
2.3355,24.3083,25.558,g
3.3754,52.0337,2.8681,g
3.2011,-24.0401,15.5248,g
3.3537,61.6568,0.7472,g
2.6866,-12.7693,9.097,g
3.0661,56.1312,0.772,g
3.0235,-18.8624,4.018,g
3.4422,43.0572,2.9498,g
2.8871,42.4882,3.465,g
3.2884,63.3974,3.8131,g
2.8985,26.6142,23.326,g
2.3149,-13.3006,4.087,g
2.8494,-16.8838,7.755,g
2.4091,28.3745,35.674,g
4.2585,118.005,10.2255,g
3.2459,-31.642,69.045,g
2.2613,-6.4938,69.277,g
2.2989,17.9618,0.788,g
3.8644,73.7662,0.9648,g
2.937,-16.5182,6.769,g
2.9752,41.4679,7.135,g
2.2,0,47.7751,g
2.4166,9.7047,52.4475,g
3.1575,39.3201,1.0271,g
2.7501,23.4762,7.882,g
2.5334,16.4517,8.4814,g
2.2492,11.7301,61.346,g
2.8573,-11.5408,16.8734,g
4.8025,85.6656,19.9605,g
2.5391,15.8921,33.902,g
2.2788,-3.1813,32.5307,g
2.6781,34.8251,10.4898,g
2.608,-10.9649,13.183,g
2.5244,12.663,4.9939,g
2.7675,12.7243,10.977,g
2.5826,76.4128,11.241,g
2.6848,14.4535,62.601,g
2.7412,22.4234,8.9172,g
2.4771,-6.3094,1.7082,g
3.379,-69.8618,1.805,g
2.1569,-9.4822,34.606,g
3.1725,71.1917,9.836,g
3.5273,44.5275,3.8848,g
2.9358,47.5202,1.3506,g
2.5289,22.5027,4.9083,g
2.5916,17.0726,25.7775,g
2.6508,-15.2749,17.1919,g
2.7324,19.4901,18.7586,g
2.9472,20.4556,31.557,g
2.6449,-20.6637,86.9663,g
2.7396,15.6861,62.0277,g
3.1094,19.3928,5.452,g
2.6021,-54.2293,1.523,g
2.3233,14.0938,66.21,g
2.721,-23.9302,1.891,g
2.8021,30.2373,2.6994,g
2.9978,13.8016,9.317,g
2.2683,-18.7555,14.518,g
2.3918,7.1654,37.143,g
3.034,40.7144,43.788,g
4.1179,-52.0873,3.5362,g
3.1239,38.58,0.618,g
2.4433,-11.5578,12.5969,g
2.5955,21.8424,7.3704,g
2.3738,6.7219,18.9207,g
3.7709,73.0664,0.173,g
2.9802,27.0951,0.0805,g
2.415,8.6541,62.6769,g
3.193,44.3457,9.3234,g
2.2577,15.1462,80.5999,g
2.4771,-12.5044,24.0856,g
2.9258,57.9597,7.311,g
2.9266,17.0607,10.691,g
3.1361,-18.294,7.404,g
2.4023,-15.7282,20.6971,g
3.3333,-80.6057,7.388,g
2.57,17.5153,47.3012,g
2.7864,-18.5377,6.11,g
2.5224,18.0542,72.624,g
3.6005,63.5925,0.1989,g
2.4464,16.6826,1.8092,g
2.9578,21.6729,17.5809,g
2.5384,82.9771,6.8644,g
2.4141,9.9053,44.832,g
2.2799,-5.8894,13.0028,g
3.4071,69.8675,4.9835,g
2.7727,36.6765,17.9289,g
3.4805,61.7693,2.545,g
3.5583,99.861,4.8363,g
3.684,65.2844,0.8433,g
2.7679,-21.006,3.596,g
2.4216,11.3579,0.9082,g
3.513,132.099,6.204,g
3.4549,48.0292,1.853,g
2.2095,19.2172,63.6052,g
2.3874,-8.7859,7.161,g
3.4586,68.0245,0.146,g
2.4594,12.278,15.2359,g
2.2648,13.1938,40.251,g
2.5855,-28.9783,5.7872,g
3.3173,-47.0961,5.462,g
2.5563,14.6437,32.534,g
3.1339,71.725,2.314,g
2.57,15.9058,88.4473,g
2.2625,18.5321,16.8596,g
3.2679,25.6297,25.0566,g
2.7105,13.4257,80.473,g
2.5664,-25.8885,8.564,g
2.3865,17.6906,19.907,g
2.8319,18.6582,14.19,g
2.3404,-15.1566,49.587,g
2.4735,-19.5041,46.617,g
2.1319,8.2376,66.4659,g
2.3274,5.9588,47.8491,g
3.2234,20.9483,0.1304,g
2.4983,-22.6261,0.4852,g
2.5821,-23.0998,17.831,g
2.7756,-7.6128,24.878,g
2.7931,35.8567,4.914,g
2.7003,-11.195,22.2594,g
2.0774,5.6973,2.182,g
3.0233,13.7726,37.585,g
2.5763,15.4106,12.9366,g
2.9482,19.0956,7.671,g
2.7631,22.9935,14.9219,g
3.1326,53.0248,1.2422,g
2.9044,9.7464,2.8165,g
2.8825,-19.74,5.955,g
3.6705,70.1802,2.531,g
2.527,12.9851,50.7377,g
3.3339,48.282,2.304,g
2.6479,14.7351,22.208,g
2.5792,13.2049,13.131,g
2.8079,14.8267,3.6905,g
2.6498,-13.346,10.206,g
2.8768,-25.5485,38.508,g
3.0504,-11.5183,0.936,g
2.4997,-12.3575,12.4385,g
2.2188,13.0312,7.7242,g
2.451,-15.156,6.2216,g
2.8404,14.3757,21.696,g
3.033,84.6189,2.039,g
2.9201,26.009,3.919,g
2.8943,-45.2953,3.783,g
2.5533,15.9451,80.2307,g
2.5798,21.7144,14.5319,g
2.6085,20.7625,4.849,g
2.485,9.0264,78.5386,g
2.5735,-14.5528,6.7,g
2.8842,19.2244,4.9423,g
2.9963,69.6331,4.985,g
2.8663,19.6038,2.906,g
2.9602,25.8116,9.5359,g
2.7749,11.092,27.768,g
2.8274,-31.8673,87.5682,g
2.637,11.8129,12.204,g
2.4786,13.7631,24.5094,g
2.081,10.2744,42.4922,g
2.233,-4.8642,73.6127,g
3.4893,45.6313,1.1058,g
2.6972,-19.0536,5.053,g
2.7288,-17.5545,3.789,g
2.8724,18.5184,39.0498,g
2.3962,5.14,34.256,g
3.4646,56.7012,1.194,g
2.8748,34.4378,8.0884,g
2.3655,11.1294,47.2489,g
2.7443,-24.8104,1.639,g
2.6405,41.2817,14.583,g
2.3909,-15.1212,37.7264,g
2.6609,19.5525,5.3282,g
2.1538,6.602,3.5444,g
2.2978,12.4298,57.9071,g
2.5244,8.5182,61.988,g
2.7067,22.5502,2.5603,g
3.2099,10.8086,8.145,g
2.1599,-1.8627,29.159,g
2.8837,-19.2992,1.6435,g
2.5569,8.2835,66.247,g
2.7177,-65.8081,8.648,g
3.4851,45.5662,2.404,g
2.0588,6.4702,44.067,g
2.6248,13.3605,31.983,g
2.4224,-15.1118,40.871,g
2.5581,-12.6451,10.7079,g
3.9472,74.0012,1.92,g
3.1948,41.3084,2.8356,g
3.1321,66.3915,5.9111,g
2.2529,4.8846,76.9479,g
2.6762,-5.4284,28.0357,g
2.679,22.0442,5.5823,g
2.2577,16.9632,3.8562,g
4.1774,83.4382,2.833,g
2.4935,-12.3428,3.387,g
3.2334,19.5241,18.9796,g
2.4091,7.6219,13.872,g
2.9069,10.1223,64.1446,g
2.9117,16.0028,0.774,g
2.6207,-19.9968,8.327,g
2.7202,-53.7621,6.014,g
2.8976,-14.8091,1.221,g
2.8968,7.4557,2.0107,g
2.9337,17.2871,15.842,g
3.4331,45.5063,41.9676,g
3.2044,26.4934,4.0619,g
3.2971,93.8261,26.0542,g
2.3757,19.4668,2.707,g
2.1189,-10.1725,14.3159,g
2.3345,13.2696,33.3598,g
2.7011,30.5255,6.7752,g
2.9566,-37.1957,4.1447,g
3.016,42.99,0.256,g
3.4034,50.4368,10.316,g
2.4456,11.7518,19.5139,g
3.3601,56.0688,5.9768,g
3.41,70.4096,4.348,g
2.5453,-21.7414,29.556,g
2.281,-15.589,40.1653,g
3.393,18.9149,3.237,g
2.7164,28.1435,14.437,g
3.008,42.1489,4.087,g
3.1783,12.2891,7.4948,g
3.1204,75.8274,1.579,g
2.5353,-11.6602,5.648,g
2.4878,-10.6938,39.035,g
2.6585,32.9627,3.4872,g
2.6924,50.6903,8.129,g
2.8606,41.727,9.14,g
2.356,-7.3279,8.1236,g
2.9172,-24.8331,7.1362,g
3.3863,-15.5685,1.022,g
2.6803,-15.3032,5.0774,g
3.5327,95.3544,3.2128,g
2.5231,10.4378,18.82,g
2.5563,-12.8929,3.823,g
2.9206,32.6991,2.447,g
2.3541,13.7412,9.3744,g
2.5514,23.015,32.959,g
3.0904,-52.5328,2.2854,g
2.6258,-32.7277,77.961,g
2.5527,-15.2097,13.427,g
2.695,17.2021,39.3249,g
2.7459,19.1549,1.7038,g
2.3829,25.7983,54.4208,g
2.2889,-19.5163,32.911,g
2.7308,-17.2804,75.9302,g
3.5943,79.3842,1.388,g
2.5017,18.6212,5.515,g
2.8069,63.9205,12.441,g
2.7612,-25.1654,4.714,g
2.2148,-17.1612,65.052,g
2.3971,10.29,66.158,g
2.3222,11.1798,17.1998,g
2.8733,-22.4761,19.6425,g
2.9863,40.2131,3.097,g
3.5533,63.985,7.61,g
2.9535,-32.4638,12.88,g
2.639,12.7094,25.139,g
2.7716,33.9511,15.834,g
2.5159,-20.0136,8.897,g
2.7604,70.6318,1.112,g
3.4283,49.1044,8.2377,g
2.2589,7.4065,10.1245,g
3.3826,92.3385,5.288,g
2.616,-13.3878,87.3998,g
3.0959,-80.3631,9.5897,g
3.089,-15.5983,8.0796,g
2.905,4.2514,9.808,g
2.5065,22.5338,34.405,g
2.3674,-14.7571,6.052,g
2.3627,-17.4652,0.1665,g
2.8331,11.0749,6.411,g
2.7336,35.0471,9.4384,g
2.055,-5.2793,5.554,g
2.3979,-14.7074,52.269,g
2.6767,27.2091,17.38,g
2.4857,17.1076,17.3342,g
3.2918,49.6372,8.8309,g
2.4338,16.0316,4.7998,g
3.8914,85.4658,3.744,g
2.4362,19.4335,84.4922,g
3.3015,32.893,2.379,g
3.0069,18.2193,14.7783,g
2.5769,95.5549,7.499,g
3.3252,108.612,4.4256,g
2.0737,5.8566,84.1758,g
3.4472,69.3567,1.9326,g
2.1319,-17.1936,65.694,g
2.632,-2.3838,37.114,g
3.343,51.3954,0.209,g
2.3201,-20.5018,23.452,g
2.964,-31.4125,8.5098,g
2.0952,9.1781,77.4,g
2.6551,14.2168,20.1203,g
2.1123,12.0794,22.934,g
3.3556,62.9897,4.935,g
3.1836,42.3664,9.9495,g
3.0616,59.8838,6.3019,g
2.273,-2.4751,54.213,g
2.4125,11.8946,3.3863,g
3.3532,60.7751,0.4375,g
2.4487,-5.2722,70.176,g
3.3569,29.4005,6.668,g
2.8716,67.5898,8.256,g
2.1599,-9.4103,39.4854,g
2.1818,9.2821,83.6327,g
3.6069,42.186,16.6925,g
2.5472,10.3272,47.0022,g
2.6454,-27.6305,3.1493,g
2.9523,68.5888,28.0147,g
2.2945,18.2296,21.068,g
2.5065,22.983,33.4211,g
3.0324,31.7128,0.516,g
2.9368,-14.4813,19.977,g
3.4125,64.8572,2.868,g
3.1543,63.9433,3.5131,g
2.7007,58.9521,1.291,g
2.5569,-15.1182,5.7732,g
2.1833,-14.1388,55.95,g
3.4322,49.5452,0.969,g
3.2106,53.1771,3.5809,g
3.673,46.9415,1.781,g
2.3757,20.0027,38.542,g
2.5599,-11.5756,35.595,g
3.1974,67.6604,2.203,g
2.541,15.9001,32.021,g
2.4257,-6.7813,61.162,g
2.9405,16.5318,46.863,g
2.2565,-18.5239,25.809,g
2.6395,10.4091,26.944,g
3.1217,22.2313,2.16,g
3.04,28.5688,14.3052,g
2.6585,-21.3147,35.1875,g
2.3551,-12.429,5.7711,g
2.0663,0,63.754,g
2.5308,17.3096,15.7149,g
3.5792,57.7602,7.5688,g
2.7408,-39.2013,6.707,g
2.7903,12.2436,5.132,g
2.941,6.8988,21.5907,g
2.1889,-7.4384,88.4375,g
2.965,31.2701,15.377,g
2.2695,-14.0954,20.5343,g
2.2934,-16.7046,10.5692,g
2.541,9.9208,78.773,g
2.3253,9.8102,23.99,g
3.0737,84.952,23.202,g
2.8218,38.7838,4.31,g
2.5623,-20.8497,76.155,g
3.1486,21.7586,2.8997,g
2.9196,23.9267,11.985,g
4.0958,78.4556,1.034,g
2.4306,-14.7538,1.8311,g
2.4091,11.2469,40.7067,g
3.6777,49.4474,5.6174,g
3.2514,45.0035,0.5673,g
2.3454,8.3106,30.5107,g
3.2234,57.015,2.359,g
2.3395,-8.2607,50.2398,g
2.3424,20.192,5.762,g
2.8065,85.6418,0.72,g
2.3263,5.6423,31.76,g
2.9162,-37.2958,8.0335,g
2.273,13.102,70.729,g
2.3522,-5.8336,52.09,g
3.1211,45.2664,3.5619,g
2.5966,14.9584,4.869,g
2.224,-3.5163,25.805,g
2.3988,-18.2282,8.3766,g
2.8762,-20.586,5.554,g
2.4116,-90.9952,0.589,g
3.675,98.2205,23.5114,g
3.0519,75.8873,0.669,g
2.6375,23.3428,77.5379,g
3.2392,34.306,3.53,g
3.3003,47.2504,1.7,g
2.238,-6.3176,25.801,g
3.1421,32.0291,10.1763,g
2.1189,9.5045,5.0155,g
2.6096,8.1654,11.6063,g
3.6079,58.6358,3.9424,g
3.1057,-31.8523,3.906,g
2.7368,-29.6006,4.2358,g
2.738,-13.0928,89.5806,g
2.3284,17.3998,14.87,g
3.2647,50.3889,2.2166,g
2.8351,16.2612,45.184,g
2.4417,11.5546,31.4965,g
2.9159,162.46,5.6891,g
2.7384,39.3987,27.6226,g
3.232,46.2737,0.8667,g
2.4646,21.5977,23.722,g
2.4742,10.2332,32.049,g
2.74,24.4856,25.0017,g
2.7686,-29.6203,0.127,g
3.38,59.9098,1.6754,g
2.1804,-0.1704,35.4993,g
3.8151,32.3496,0.459,g
2.6794,22.1769,18.65,g
2.8976,61.5228,4.129,g
2.6279,-19.1267,68.0783,g
3.5211,56.5891,1.701,g
2.5152,-12.8677,79.2185,g
2.4969,25.3377,3.927,g
2.5563,203.863,62.3504,g
2.4609,16.5208,29.107,g
2.688,18.0847,80.8486,g
2.5416,-10.4165,44.497,g
3.1268,45.3642,3.778,g
2.317,-18.9298,11.7823,g
2.5927,13.0427,25.4082,g
2.857,-38.4596,4.155,g
3.1928,63.7391,5.4461,g
2.2405,19.0849,53.7221,g
2.7447,9.0297,15.426,g
2.5729,-15.761,13.3833,g
2.2355,-11.7216,5.6753,g
3.1429,35.0244,7.789,g
3.4273,47.3417,7.966,g
3.1075,54.7415,5.861,g
2.3263,-20.9364,6.076,g
2.7396,37.0007,11.679,g
3.57,65.3082,2.94,g
4.0593,76.0565,4.046,g
2.4706,-21.643,5.4415,g
2.632,42.0317,15.597,g
2.3738,-18.1301,50.266,g
2.601,14.9656,20.6302,g
2.3811,12.5931,4.829,g
2.8021,-14.9509,27.3043,g
2.1746,6.8835,2.019,g
2.1055,13.4576,15.343,g
4.213,81.4942,2.833,g
2.0512,7.2461,67.1488,g
3.9139,57.6459,8.974,g
2.5441,21.4041,1.925,g
2.9991,-8.0448,1.7337,g
2.1351,0.4644,35.096,g
2.7181,-18.7412,9.4671,g
3.3411,-22.1388,1.653,g
3.3729,-26.8253,1.586,g
2.3598,9.5044,9.228,g
2.5099,12.6243,76.537,g
3.1725,72.4403,2.8697,g
3.1173,-29.9275,5.16,g
2.7649,-22.7185,9.621,g
3.7106,60.3407,13.7,g
2.3766,-15.6034,21.1247,g
2.7927,10.6867,1.379,g
3.0372,52.4496,5.328,g
2.6449,22.5929,7.543,g
2.4631,-25.2821,31.3026,g
2.5051,16.276,17.6252,g
2.1959,-3.085,16.009,g
2.4871,20.5711,77.975,g
2.1629,12.4697,65.6793,g
2.6946,15.4934,11.066,g
2.2856,16.5366,9.098,g
2.6566,26.1636,30.2038,g
2.5705,11.0213,29.1506,g
2.5611,15.1562,70.0002,g
2.2504,5.2501,21.362,g
2.7885,21.8051,3.901,g
3.2665,45.2993,9.9628,g
2.9664,16.8998,34.4518,g
3.0332,56.8561,1.922,g
3.641,61.4786,0.3386,g
2.2956,9.9016,46.255,g
2.5832,29.6199,0.077,g
3.2782,61.0996,2.2974,g
3.4746,51.4361,0.1897,g
2.8417,35.045,4.438,g
3.3576,61.0851,7.5904,g
2.639,14.5071,7.4884,g
3.0404,34.4104,24.216,g
2.6959,-32.0162,6.499,g
2.6716,24.582,13.8,g
2.7122,16.6716,16.103,g
3.0243,-33.1692,3.27,g
2.6998,16.4013,5.4315,g
2.7118,24.4809,16.679,g
2.8979,34.7037,3.9947,g
2.7694,39.3195,2.646,g
2.6405,22.016,1.124,g
3.3735,9.1394,3.2352,g
2.6893,21.3861,11.3556,g
2.9717,76.5354,5.847,g
2.9423,26.8458,7.1144,g
2.7555,-19.2229,8.614,g
2.8567,31.5629,6.0417,g
4.0869,85.2885,12.408,g
2.4057,15.849,32.932,g
3.6405,66.5038,0.1431,g
2.3829,21.7456,11.6582,g
2.273,15.9289,63.511,g
3.4931,66.1459,9.8964,g
3.4716,87.4095,5.5776,g
2.2,-1.3856,44.1499,g
2.0737,-9.9931,80.8843,g
2.7889,62.6131,14.579,g
2.3414,8.4986,52.0346,g
2.7551,32.5873,7.3257,g
2.2529,10.3637,32.6097,g
2.7435,27.8261,9.2636,g
2.8915,-8.0974,0.706,g
2.3314,-24.6954,9.344,g
2.29,15.7777,21.05,g
2.0434,9.9352,24.743,g
3.1676,22.7429,22.6709,g
2.9865,18.1999,8.724,g
2.1644,-6.0334,20.707,g
2.5871,43.9765,34.1301,g
3.6607,-63.0946,1.133,g
2.8142,22.3427,7.886,g
3.3531,59.8156,1.25,g
2.1861,-11.5369,20.202,g
2.2695,-12.8796,64.1895,g
2.4609,-11.6507,33.8143,g
3.1252,39.2318,9.565,g
2.7627,16.2329,12.104,g
2.4273,-5.7645,10.636,g
2.3962,3.6559,49.197,g
3.2316,63.948,4.319,g
2.6107,15.8089,0.1453,g
2.6527,11.2833,5.343,g
3.5358,71.6665,15.2695,g
2.7821,25.8877,4.2283,g
2.8654,13.8925,9.162,g
2.5065,11.2032,2.108,g
2.3766,41.577,7.327,g
3.3714,52.4539,0.3079,g
2.635,15.4043,17.2551,g
4.1841,99.1974,8.6023,g
3.0149,45.3766,10.02,g
2.2833,-5.6061,48.896,g
2.3096,-20.9541,5.0985,g
3.4281,95.1682,2.053,g
2.2923,-7.6712,41.669,g
2.86,49.8953,5.884,g
2.9845,64.4648,8.446,g
2.8672,25.1034,8.5367,g
2.7782,19.9933,6.675,g
2.5575,-10.7921,34.2189,g
3.1425,35.5255,60.1912,g
2.5192,-22.6928,22.5206,g
2.9687,40.3654,3.6478,g
2.3918,20.133,53.008,g
2.5434,16.9082,34.9593,g
2.6314,27.2159,11.2284,g
2.6835,17.9254,6.4733,g
2.5211,19.9482,9.6728,g
2.6537,9.6897,25.8715,g
2.5647,30.1439,5.7357,g
2.6785,-22.9561,9.736,g
3.2999,-82.5645,4.591,g
2.3747,6.4167,37.168,g
3.0316,-41.8689,2.076,g
2.7443,17.982,20.618,g
2.7832,26.3171,36.3443,g
2.6345,7.505,2.3372,g
2.1319,-14.0378,79.647,g
2.6712,15.354,1.612,g
2.798,13.2774,10.3,g
2.8707,12.7987,12.6028,g
3.0122,67.7805,0.101,g
2.07,-1.2074,24.8636,g
2.4448,-18.529,17.451,g
2.0737,-11.7531,0.208,g
2.5465,37.5718,21.5382,g
2.5894,-20.4525,1.392,g
2.6721,21.001,85.181,g
2.3434,16.7866,68.708,g
2.7173,-29.9929,29.837,g
2.0881,-13.2078,75.842,g
3.1361,43.3331,7.6147,g
2.2553,-7.7244,89.4859,g
3.972,82.3899,3.175,g
3.397,24.4557,84.7514,g
2.1287,9.2566,16.342,g
2.7029,31.8672,12.6816,g
3.7708,68.3802,1.498,g
2.5257,19.0496,55.6963,g
2.3324,21.022,10.2785,g
3.1402,23.7428,0.8053,g
2.5459,21.2193,7.388,g
3.3004,74.1378,0.647,g
3.1578,-20.9938,6.648,g
2.7189,7.5009,8.262,g
2.1123,-8.3363,4.803,g
2.8192,-7.1612,10.666,g
2.567,-20.3785,6.7835,g
2.8663,15.8798,7.136,g
3.7474,36.5881,0.6497,g
3.4992,70.5185,3.062,g
2.6004,18.219,18.3397,g
3.5626,83.2974,0.921,g
2.3064,-17.504,74.477,g
2.4997,14.9779,39.4624,g
2.4224,-9.389,21.5184,g
2.7135,-26.8414,17.9519,g
2.1508,-9.8554,49.707,g
2.9125,18.3475,9.549,g
3.0086,-11.4761,13.377,g
3.3621,-58.7451,3.155,g
2.695,34.7983,16.706,g
3.5635,39.835,0.0127,g
2.608,13.4294,58.6235,g
2.8756,89.134,14.5582,g
2.5545,10.908,33.326,g
2.586,13.2756,17.904,g
2.5391,-17.8319,35.861,g
2.8192,-20.6272,1.236,g
2.9462,-11.9383,11.258,g
2.9432,15.3918,25.601,g
3.2446,62.9735,8.8829,g
2.238,-9.836,63.03,g
3.5931,23.5317,4.154,g
2.4385,5.8693,53.016,g
2.9053,18.4893,1.0274,g
2.6138,10.3652,42.6194,g
2.4771,20.5384,11.423,g
2.6609,-14.38,25.282,g
2.8085,23.3896,53.2731,g
3.4041,76.025,0.219,g
2.2833,20.551,60.3974,g
2.5328,-10.5611,10.0186,g
2.2529,-16.7128,36.498,g
2.9012,-25.709,5.3899,g
2.7202,-22.4855,21.329,g
3.1931,38.837,0.833,g
2.699,18.7668,7.282,g
2.2553,-18.7104,13.602,g
2.2541,-5.8869,30.368,g
2.6123,10.7016,14.669,g
2.9337,50.693,5.8814,g
2.6096,-19.1051,70.9158,g
2.0354,9.2732,8.9281,g
2.64,22.0494,73.4413,g
2.3414,-30.749,2.313,g
2.8865,37.3382,1.638,g
3.4193,64.7778,1.6024,g
2.8218,7.0258,56.071,g
3.0927,51.8585,9.9658,g
3.5134,58.4135,0.347,g
2.5843,11.4913,8.131,g
2.7509,-20.8938,2.2982,g
2.8503,21.8996,17.3452,g
2.9959,31.3099,34.7693,g
2.1931,16.335,42.753,g
2.9743,35.3128,26.0548,g
3.3869,43.3913,0.656,g
2.4216,12.5988,26.2377,g
2.4749,-3.8482,81.6908,g
2.8325,21.9274,23.932,g
2.4108,-12.4699,61.722,g
2.6889,-16.5169,50.697,g
2.7486,12.3317,13.2785,g
3.0461,32.1565,2.635,g
2.1658,-6.2722,79.7945,g
2.7889,65.7864,11.3729,g
2.4698,23.8686,40.8052,g
2.2989,3.4973,21.3448,g
2.7451,25.0137,61.037,g
2.946,-9.5078,2.4536,g
3.8613,77.7325,5.239,g
3.2368,38.7811,5.3168,g
2.8357,56.9024,0.204,g
3.4214,63.3567,3.617,g
2.1804,3.1062,7.8457,g
2.372,-15.9531,21.891,g
2.5758,20.688,12.2953,g
2.799,-20.9137,14.118,g
3.2913,65.6445,0.1015,g
2.42,-13.7842,17.1252,g
2.527,-16.8158,6.021,g
2.8896,24.2831,2.701,g
3.2543,26.0616,8.2437,g
2.752,-29.1554,0.4811,g
3.0432,31.7311,4.9357,g
2.7694,51.6806,1.2306,g
2.7642,-14.8471,17.3124,g
2.2956,-14.1513,47.246,g
3.3077,42.6917,0.2716,g
2.6154,14.5276,5.602,g
2.3674,20.8443,22.447,g
2.6154,22.2641,8.062,g
2.4646,0.4535,20.523,g
3.0702,-79.0104,3.573,g
2.3345,8.371,21.192,g
2.9345,72.7092,1.18,g
2.1383,6.8557,54.087,g
3.3175,36.3251,1.32,g
2.2068,-8.3904,56.1897,g
3.0249,50.122,5.8399,g
3.3597,135.353,0.35,g
2.8876,48.8609,3.241,g
2.7749,-29.7386,6.0857,g
2.5119,16.8101,19.1574,g
2.0774,4.523,45.432,g
3.2961,-24.6684,0.9621,g
3.3184,40.4022,2.73,g
4.0228,75.5754,3.0978,g
2.2625,9.7917,16.044,g
2.7868,-47.4196,2.7357,g
2.5763,14.3866,48.7839,g
2.6556,25.2831,11.635,g
2.5447,15.1521,68.1324,g
3.065,33.6217,5.6814,g
2.9528,10.6287,18.7851,g
2.7255,-11.7493,4.862,g
2.0952,0.4805,5.011,g
3.7994,80.6644,6.69,g
2.8567,-102.472,61.0741,g
2.9894,34.6284,6.159,g
2.6994,47.0535,3.4037,g
2.6201,10.3154,6.6877,g
2.5422,20.9416,6.432,g
3.3701,51.4345,0.512,g
2.6212,20.3246,8.3285,g
3.8047,45.5128,2.876,g
2.5605,23.9759,7.331,g
2.8392,-20.4761,20.0586,g
3.1992,52.9796,1.1808,g
3.3811,51.6405,3.429,g
2.9044,17.5035,10.2651,g
4.1592,92.4796,1.9148,g
2.4556,-13.9508,18.131,g
2.4786,-16.2585,7.4925,g
2.4639,23.2361,3.989,g
2.8319,50.0443,7.135,g
3.8268,78.6473,2.127,g
2.1089,0,52.255,g
2.7206,22.6149,5.6246,g
2.939,23.9245,8.5086,g
3.0453,24.7763,7.286,g
2.7193,-18.2966,76.3219,g
2.4141,-16.663,56.263,g
2.3936,17.6801,1.9963,g
2.7501,29.7694,17.598,g
2.1383,6.3146,89.7647,g
2.7497,-19.4625,8.974,g
2.899,34.574,15.967,g
2.7941,30.9736,32.377,g
