@relation magic

@attribute FWidth numeric
@attribute FConc1 numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
31.4458,0.0933,54.3966,2.173,g
6.9573,0.3125,14.8442,13.386,g
28.1953,0.1507,55.5415,4.71,g
12.036,0.2108,16.1088,7.0622,g
15.18,0.2769,53.7051,3.4462,g
12.1225,0.346,-10.1725,14.3159,g
20.1834,0.4489,-29.3001,64.525,g
9.793,0.229,-19.386,15.2,g
11.0287,0.4248,2.765,39.7158,g
16.615,0.1658,-22.7185,9.621,g
17.6916,0.2827,-26.1637,13.5504,g
23.6379,0.1105,-33.4329,3.8153,g
11.6274,0.2403,7.6668,22.822,g
19.6792,0.1286,32.1716,11.4188,g
11.3818,0.417,8.1482,1.0099,g
16.4092,0.157,-24.9414,5.86,g
10.94,0.3531,18.7733,51.144,g
10.2434,0.2408,10.7028,1.0485,g
12.9098,0.2324,21.9967,20.553,g
18.7991,0.1755,17.8471,9.273,g
14.3228,0.2773,-9.208,66.6152,g
19.6985,0.1202,68.9885,1.341,g
10.7747,0.304,-19.3164,7.755,g
19.8249,0.2599,53.9107,14.7852,g
7.4891,0.4753,-4.3399,81.0125,g
24.2555,0.1102,84.4157,6.3678,g
21.5481,0.1905,56.5129,17.6995,g
24.8083,0.1636,15.4992,2.267,g
12.3907,0.4149,-15.6257,21.755,g
11.7208,0.3725,7.3755,4.176,g
11.8991,0.3612,15.0283,8.2259,g
22.7044,0.1707,36.2755,0.9246,g
25.2375,0.1013,87.2852,1.577,g
27.2533,0.0902,52.3899,3.2298,g
59.174,0.0459,75.7796,3.4479,g
18.7898,0.1473,47.6613,5.801,g
11.106,0.2939,-19.391,21.636,g
10.7925,0.4028,-4.2068,33.7063,g
16.0355,0.1975,-11.8603,3.9228,g
9.4707,0.384,-12.9727,46.534,g
23.2324,0.1339,-33.2499,16.85,g
28.3077,0.1045,65.1911,4.1168,g
17.667,0.2417,35.3398,13.47,g
10.9589,0.2982,-14.9162,11.8733,g
17.0539,0.1813,29.6012,16.5441,g
24.468,0.1452,-36.3161,2.85,g
16.9277,0.1795,20.9917,13.511,g
38.566,0.0707,63.3777,0.926,g
6.9854,0.3976,12.2823,74.254,g
11.2633,0.2722,22.7847,35.72,g
20.7861,0.0893,-31.6798,1.3687,g
36.6764,0.0975,40.2426,24.992,g
18.9386,0.1381,38.0687,12.439,g
19.7139,0.2313,17.8255,65.226,g
33.2987,0.0647,84.0162,2.6602,g
16.4371,0.1419,-51.6825,2.6332,g
16.7121,0.1534,-40.6027,2.9976,g
15.7421,0.1291,22.9909,5.392,g
23.9865,0.1248,29.98,1.1294,g
28.0811,0.1508,66.259,7.8023,g
12.8951,0.2683,11.7315,7.9672,g
17.8906,0.2944,20.3017,45.299,g
12.2252,0.3177,10.9236,22.232,g
11.8352,0.3087,-5.5442,9.0379,g
43.1623,0.0478,87.8497,4.0819,g
17.0656,0.3123,13.3391,9.1961,g
22.4191,0.1265,27.294,13.913,g
10.6539,0.4035,2.4479,41.3072,g
29.1223,0.0688,74.5717,1.8365,g
11.9321,0.3834,19.4856,38.2,g
20.819,0.161,28.7441,21.897,g
57.4737,0.0962,-54.7687,8.6814,g
14.1868,0.2673,-9.5178,18.184,g
27.7552,0.1173,31.1115,23.358,g
18.698,0.1628,16.5765,0.56,g
21.5673,0.1527,12.8881,5.8769,g
12.4992,0.2576,20.5419,28.222,g
17.7284,0.1302,-15.2806,4.324,g
9.5392,0.3153,-13.8852,0.3141,g
31.3594,0.0923,90.4814,2.6846,g
9.5406,0.4839,13.644,46.9799,g
27.3843,0.0879,87.0097,4.8624,g
16.0825,0.1806,-14.3983,17.638,g
19.6985,0.1859,31.5998,0.759,g
19.6955,0.1953,-59.4655,19.889,g
15.1595,0.2805,-5.408,21.3299,g
16.0555,0.2056,30.0868,15.5608,g
11.9997,0.326,4.528,5.4134,g
27.6151,0.1494,42.6917,0.2716,g
9.9252,0.3642,18.6427,83.9952,g
12.1898,0.2193,22.2069,65.584,g
32.0574,0.0684,66.1814,5.7626,g
18.2599,0.1896,39.3195,2.646,g
10.5553,0.271,-7.0101,26.545,g
12.9419,0.2736,20.2538,62.509,g
17.6938,0.1775,12.4763,3.3162,g
11.9796,0.2138,19.2054,19.914,g
21.8345,0.1566,53.0248,1.2422,g
21.7385,0.1676,16.4581,6.283,g
11.7428,0.3699,-7.2067,82.2488,g
23.6533,0.1514,20.1166,0.411,g
33.8737,0.0686,78.6621,2.058,g
30.9949,0.0646,55.2388,3.301,g
20.8319,0.2261,14.5114,29.3534,g
11.2493,0.2494,-17.1027,27.01,g
0,0.3702,13.509,11.14,g
17.5552,0.2292,11.5093,6.2738,g
18.8593,0.1345,35.6583,7.318,g
7.2447,0.3745,9.1587,70.14,g
20.2722,0.1722,31.0256,5.1486,g
12.6705,0.3789,11.4913,8.131,g
12.4763,0.2403,17.1102,10.8918,g
19.8791,0.1922,26.9733,19.332,g
10.8444,0.463,-3.5824,84.0046,g
13.396,0.2722,38.5619,4.992,g
30.1405,0.0615,77.7161,2.82,g
14.582,0.3671,20.133,53.008,g
23.9183,0.0906,30.6895,2.742,g
18.5232,0.1336,9.8154,3.361,g
25.6996,0.0783,22.8047,0.076,g
11.8074,0.3595,-5.2152,37.1275,g
14.1112,0.1798,-14.4798,21.041,g
20.1766,0.1517,54.4859,1.2118,g
17.5871,0.2687,8.1905,61.2797,g
12.1042,0.221,19.6753,2.843,g
10.5938,0.4674,-4.4017,16.7394,g
15.0766,0.1891,19.1818,12.9506,g
12.7709,0.2829,13.4941,41.866,g
21.3742,0.0878,51.3954,0.209,g
18.5253,0.174,34.6454,10.505,g
25.0511,0.1217,59.8709,0.745,g
20.9915,0.1474,18.9253,7.672,g
7.2982,0.3924,9.4568,40.5831,g
15.5684,0.276,15.5891,86.1482,g
15.6011,0.2031,13.1211,25.199,g
21.4731,0.1117,34.5178,4.4779,g
31.9681,0.0649,72.8936,0.1512,g
12.8793,0.2994,-15.9531,21.891,g
37.1452,0.147,75.7769,28.508,g
15.1927,0.1949,16.1896,23.7489,g
16.0328,0.192,33.3653,38.707,g
11.8012,0.2111,20.8776,2.1506,g
11.4284,0.3109,-4.0309,15.7723,g
19.5553,0.2609,46.2738,2.788,g
11.6556,0.3812,-7.7999,63.531,g
43.8984,0.0693,67.392,4.3625,g
32.6517,0.0827,-17.4538,2.7181,g
11.8438,0.2208,17.682,5.2526,g
24.2711,0.1296,34.7823,0.839,g
12.4859,0.2697,12.3436,3.0331,g
16.5646,0.1808,-6.723,8.7761,g
23.3267,0.1208,56.1257,3.0146,g
8.297,0.3581,-20.01,46.468,g
22.5881,0.1668,53.2193,8.118,g
30.5268,0.1045,20.0881,1.806,g
14.1835,0.2176,-35.172,1.783,g
18.3815,0.143,43.3979,4.328,g
22.0682,0.1418,27.3095,6.193,g
14.4913,0.1712,26.5261,0.588,g
17.1878,0.157,36.2814,5.7949,g
23.0282,0.1375,16.309,17.847,g
47.3576,0.0686,53.9324,3.968,g
29.2628,0.1149,52.6815,12.2293,g
18.9179,0.1486,52.4075,4.187,g
19.219,0.1594,-18.4487,0.804,g
16.3194,0.1493,14.2359,5.6601,g
11.164,0.3138,6.4231,36.0888,g
9.8128,0.3604,-17.829,19.571,g
17.0811,0.2272,-13.776,49.667,g
12.5494,0.4032,18.3503,21.788,g
34.1256,0.0762,32.5779,2.3411,g
8.7698,0.2155,63.2514,7.891,g
37.4755,0.0512,83.2125,0.846,g
14.3011,0.1918,21.3123,28.521,g
20.2805,0.2119,18.2669,1.0892,g
10.6903,0.4618,-2.7908,70.33,g
28.2616,0.0866,72.1661,2.3175,g
27.0704,0.242,28.3339,2.569,g
27.1606,0.1225,54.2556,32.222,g
7.1559,0.3328,-43.0173,1.4405,g
24.8455,0.1006,25.9888,5.4962,g
20.296,0.1597,62.7348,2.3494,g
15.7798,0.1962,56.4614,13.029,g
10.6884,0.4235,-3.1234,47.2228,g
36.8235,0.0809,60.9768,2.643,g
20.2038,0.1504,56.8328,5.806,g
9.9971,0.2685,21.2906,36.725,g
22.336,0.1366,51.3572,12.9721,g
22.7802,0.1546,41.3572,6.3982,g
11.5868,0.4027,-9.2905,69.4336,g
18.5732,0.1366,52.0409,2.873,g
24.7569,0.1403,17.078,4.6106,g
22.1833,0.0897,45.2733,1.666,g
10.3209,0.2695,-18.2282,8.3766,g
42.3899,0.0724,54.3394,64.0988,g
19.9786,0.1035,15.7034,1.1638,g
36.9152,0.0665,74.4186,0.689,g
7.3768,0.2331,17.9313,6.3767,g
21.7885,0.1294,78.3007,11.6577,g
19.4205,0.1939,10.7197,30.8085,g
11.1346,0.3909,-3.8248,83.3102,g
21.744,0.1161,64.5847,3.5,g
28.4154,0.1506,65.1319,1.562,g
22.4505,0.3151,-78.8886,1.663,g
15.0729,0.2695,18.0688,17.1957,g
17.7183,0.1219,59.8838,6.3019,g
12.9505,0.3102,15.125,45.055,g
22.0511,0.1614,27.8886,5.851,g
15.3147,0.1726,-16.4776,4.681,g
13.7346,0.1966,19.1549,1.7038,g
10.7983,0.2842,6.3821,77.35,g
17.5998,0.167,49.0497,0.461,g
9.6714,0.3623,15.516,11.1686,g
6.7773,0.413,-12.7144,40.2519,g
29.9201,0.089,39.6224,47.954,g
14.5828,0.3343,31.6559,28.9934,g
22.8455,0.1099,-42.3854,30.645,g
12.8252,0.2562,26.4684,9.17,g
7.4352,0.5272,-4.5237,60.197,g
12.0624,0.3767,1.2266,63.395,g
22.5856,0.1547,88.1925,27.1274,g
10.3567,0.3029,-9.3884,37.882,g
19.2262,0.1323,14.0362,5.529,g
9.8586,0.4873,-7.5122,40.227,g
21.8545,0.1154,-23.6652,7.243,g
31.5236,0.073,29.0547,3.2945,g
23.98,0.0858,56.0688,5.9768,g
26.8651,0.114,52.0337,2.8681,g
20.4129,0.1491,32.657,7.9513,g
15.8124,0.1609,19.7499,13.4291,g
6.8651,0.4221,-13.5124,12.8928,g
17.6026,0.1761,9.5193,88.0136,g
16.5393,0.2927,-59.0496,65.634,g
28.7954,0.0863,65.376,6.9368,g
13.0592,0.2577,14.5916,42.462,g
10.9179,0.3891,1.6626,78.186,g
11.8514,0.3729,-17.003,88.8305,g
9.8641,0.2081,-27.5463,7.7364,g
0.0038,0.3818,-11.0853,26.188,g
29.6106,0.1824,38.9137,3.585,g
15.9796,0.2089,5.2042,38.543,g
30.8274,0.1186,57.8889,2.296,g
20.2347,0.1352,46.6966,0.6007,g
22.8564,0.2291,-14.929,76.05,g
44.9116,0.0598,77.8459,9.74,g
23.842,0.1026,14.5118,10.6904,g
16.7142,0.1556,41.0377,4.3993,g
16.338,0.294,13.9887,62.9714,g
12.3993,0.1671,37.1961,10.6382,g
24.6381,0.1416,33.4308,17.3632,g
22.5855,0.1339,31.6972,25.7773,g
12.2412,0.3853,-21.3713,15.563,g
12.1002,0.3358,-10.5611,10.0186,g
17.4756,0.1515,-5.7384,21.1876,g
17.1957,0.224,46.7289,37.141,g
22.8866,0.1505,23.7879,7.511,g
18.8426,0.1361,18.2479,12.735,g
17.2847,0.1714,45.8469,8.59,g
19.3932,0.2214,27.367,2.217,g
12.0292,0.1965,16.1585,31,g
26.0592,0.1479,32.2895,12.9253,g
20.9534,0.1275,16.7804,8.705,g
29.8257,0.0961,89.8594,5.256,g
14.5592,0.2759,-9.8324,21.322,g
11.8206,0.285,15.0497,8.622,g
21.0559,0.2051,24.1857,88.2338,g
31.8116,0.1827,-54.7908,4.36,g
31.025,0.0763,73.0664,0.173,g
31.2076,0.102,57.1013,8.889,g
20.2121,0.1768,36.1055,1.1672,g
18.773,0.1376,66.1504,0.193,g
8.5852,0.3055,16.0747,14.1441,g
19.057,0.1427,29.4418,10.921,g
26.2875,0.2863,-47.9288,7.944,g
50.0365,0.0437,80.4554,0.5792,g
7.4401,0.4755,7.4645,76.831,g
22.0154,0.1156,36.0049,3.613,g
20.9673,0.2198,-13.8416,6.139,g
20.5476,0.1015,-19.8689,8.4572,g
18.4244,0.1316,90.2055,1.821,g
7.6865,0.4295,-19.4521,24.6644,g
6.9858,0.3543,7.5976,34.8091,g
10.6916,0.3211,10.3016,26.126,g
15.9261,0.2247,-18.9287,12.0755,g
22.4388,0.161,9.4193,10.506,g
40.4816,0.105,-46.4003,4.5116,g
18.798,0.0938,52.3164,4.734,g
20.7728,0.1109,31.1649,6.807,g
24.9802,0.1137,22.1893,13.962,g
23.4817,0.1518,-19.1357,72.786,g
27.6013,0.0776,70.8455,4.744,g
22.6585,0.0808,57.6317,3.4898,g
9.9929,0.2658,20.389,23.966,g
19.7294,0.1334,33.0749,13.5359,g
9.313,0.4622,-13.5375,11.0601,g
12.4339,0.1841,-22.5169,28.8406,g
17.7549,0.1707,22.9087,19.8801,g
47.6357,0.0977,57.1007,4.972,g
9.7503,0.268,-94.7378,1.004,g
16.677,0.1764,-28.1331,6.021,g
13.5038,0.2119,-30.4735,6.9178,g
15.682,0.2515,19.8756,20.7311,g
14.7391,0.2753,23.3631,10.0304,g
16.2245,0.3373,-26.1279,62.969,g
62.9248,0.0331,80.1344,2.5599,g
7.2284,0.3705,9.3197,22.516,g
15.5164,0.2192,-16.1815,57.5441,g
30.4017,0.1221,67.6599,0.181,g
18.2425,0.183,-19.7029,10.9128,g
21.5709,0.1328,-44.7336,2.8444,g
12.9067,0.2556,22.2017,13.097,g
6.472,0.3078,-14.5393,10.119,g
12.6979,0.323,11.8946,3.3863,g
12.8024,0.1884,-15.7568,0.583,g
12.6407,0.2536,12.9589,11.7582,g
32.661,0.0532,110.652,1.464,g
10.8728,0.3325,17.3875,9.768,g
11.7322,0.1949,-18.7255,3.893,g
10.378,0.2661,-4.8642,73.6127,g
18.6079,0.1855,19.2808,0.533,g
43.7581,0.0424,75.4813,5.5948,g
37.9127,0.0639,97.9701,3.634,g
11.1869,0.2622,-17.9436,3.426,g
27.7929,0.0728,69.355,0.6204,g
19.5686,0.18,20.3134,7.6229,g
12.2813,0.3379,-14.6245,3.6579,g
16.4931,0.239,-27.4963,4.6235,g
28.9118,0.0717,26.1928,4.6472,g
24.7983,0.0996,76.9693,3.4614,g
10.8471,0.2166,-12.2754,0.083,g
28.9609,0.0736,8.721,1.525,g
28.222,0.1321,-33.4996,4.4376,g
27.2537,0.0885,80.3109,2.3845,g
0,0.3456,-7.5987,0.0003,g
9.7332,0.2269,24.4111,0.9529,g
23.1057,0.1121,41.3084,2.8356,g
17.2645,0.1726,49.1302,11.48,g
20.1433,0.1717,-44.8613,0.955,g
7.1192,0.3624,10.0491,0.9086,g
26.6571,0.0913,66.5324,1.1373,g
17.6846,0.1976,-15.4914,3.1547,g
25.5685,0.2035,-40.6384,13.1445,g
10.0378,0.3359,-13.5328,11.3007,g
21.6633,0.1587,5.415,17.608,g
7.9251,0.4021,19.422,6.0144,g
12.8139,0.3307,12.6605,71.0923,g
13.7197,0.1709,45.6919,0.625,g
17.4968,0.1465,20.0711,4.387,g
66.7134,0.0345,69.9438,3.726,g
20.7097,0.1061,9.6262,1.0347,g
14.2671,0.2183,30.4941,14.4244,g
16.1795,0.1598,32.6128,0.4092,g
9.7761,0.3162,-16.8994,23.2813,g
16.5914,0.262,9.4802,34.221,g
17.0415,0.1088,44.1026,0.7289,g
9.7049,0.4136,-38.0575,4.5898,g
16.3245,0.248,10.8965,11.7131,g
11.1422,0.2814,4.6222,8.311,g
12.1584,0.2562,-7.9755,15.833,g
21.7267,0.0996,-27.6313,11.24,g
38.2659,0.1048,44.2203,0.141,g
14.7651,0.2643,22.1802,45.9686,g
23.7403,0.1309,85.5883,6.282,g
18.4405,0.16,-24.1105,5.6137,g
14.0875,0.1759,28.0488,2.6944,g
6.807,0.4671,15.2462,55.157,g
19.4903,0.2653,-10.1745,89.6589,g
11.9389,0.3607,8.9284,25.3912,g
12.9894,0.2532,5.8693,53.016,g
17.0329,0.2548,23.5886,18.3524,g
10.9159,0.4502,5.2668,74.1884,g
12.4679,0.2117,-20.1432,5.9657,g
6.9256,0.4249,13.7395,24.9416,g
0,0.4415,-17.4157,44.9163,g
11.406,0.2022,-13.5823,12.773,g
19.0219,0.1788,25.4021,4.217,g
16.5009,0.1946,13.8326,24.91,g
12.8576,0.3029,1.7156,65.896,g
14.27,0.3139,19.5224,74.383,g
19.6972,0.1515,11.3358,20.123,g
17.464,0.1104,26.61,9.259,g
10.798,0.2631,26.2199,3.614,g
10.1826,0.3041,15.115,12.9105,g
15.3433,0.3096,-19.9943,35.433,g
16.1523,0.196,22.9066,26.3691,g
14.5867,0.1973,24.5732,26.53,g
57.1397,0.0937,-79.5937,4.588,g
29.1772,0.0695,-54.3626,17.622,g
17.1611,0.1993,12.7493,21.61,g
11.8428,0.204,37.0115,6.682,g
7.2112,0.3754,11.0894,34.3656,g
7.642,0.3748,20.4607,2.8633,g
22.874,0.1337,25.2934,4.521,g
21.6594,0.1727,-31.6129,22.353,g
9.1083,0.4079,10.164,2.525,g
21.9402,0.1159,34.9642,0.5447,g
13.0364,0.2294,20.7403,8.7272,g
14.8591,0.1944,33.3481,9.541,g
12.8035,0.2208,6.6136,31.0226,g
18.8821,0.1902,23.2991,9.77,g
16.1959,0.2173,25.3352,1.57,g
18.3727,0.1362,64.4455,6.348,g
10.7504,0.4757,4.1221,67.4915,g
11.1099,0.1873,33.9431,0.933,g
6.8908,0.3601,17.4007,51.723,g
9.9926,0.3364,-13.8665,26.5328,g
32.0819,0.1154,-15.8949,2.9756,g
16.5029,0.3386,14.2766,27.951,g
22.2754,0.127,13.1514,13.6718,g
31.8164,0.0853,92.3676,3.2408,g
27.305,0.1239,51.4345,0.512,g
24.5358,0.1142,58.346,8.7949,g
20.8392,0.1588,-19.9009,17.384,g
28.1022,0.0583,-36.8489,2.5365,g
8.5856,0.2632,28.3745,35.674,g
14.8179,0.2206,-15.6034,21.1247,g
12.7772,0.159,96.5512,6.817,g
24.7088,0.1738,43.4367,0.3113,g
14.8358,0.1868,30.897,5.741,g
10.1782,0.3197,10.199,20.9362,g
7.4693,0.5349,2.9853,63.0438,g
18.1395,0.1837,-14.762,35.043,g
13.6043,0.1454,51.378,1.741,g
10.812,0.3265,17.3249,74.454,g
16.2103,0.1616,-20.6643,3.7958,g
17.7835,0.188,43.4581,6.0049,g
15.7963,0.1727,16.9828,3.388,g
14.3749,0.1479,10.8911,14.32,g
29.2513,0.1327,71.4978,34.3027,g
24.719,0.1335,-12.7191,1.49,g
12.9443,0.2474,5.5234,7.195,g
38.3756,0.0462,81.6191,5.2854,g
10.0472,0.5232,-7.723,26.736,g
9.3055,0.3341,9.426,9.4872,g
16.9678,0.134,21.4508,10.961,g
17.3565,0.1515,38.0957,4.792,g
10.8492,0.2818,18.9841,56.227,g
0,0.3775,13.0915,19.341,g
24.7685,0.0893,59.4501,7.977,g
8.9355,0.4023,13.5364,25.8139,g
7.1717,0.3859,23.4774,3.987,g
34.762,0.1185,58.2055,4.6324,g
33.7746,0.1099,68.4524,1.479,g
10.689,0.4066,-2.4955,41.248,g
15.7021,0.1769,36.0223,1.156,g
31.4565,0.078,123.468,1.9947,g
18.3778,0.1088,-43.9999,3.3763,g
30.202,0.1808,-33.3573,1.5388,g
18.6194,0.1654,18.6112,4.875,g
18.5719,0.122,162.46,5.6891,g
18.1419,0.1678,3.665,4.5201,g
9.4953,0.359,-13.1833,29.712,g
6.4926,0.355,-11.5578,12.5969,g
6.9873,0.3939,-12.0341,52.3913,g
10.2608,0.3156,18.6537,14.3756,g
15.2311,0.2331,-7.7378,16.5516,g
23.6508,0.1279,23.9994,60.7186,g
6.646,0.4068,-11.7155,13.3891,g
33.3865,0.1967,-38.4596,4.155,g
12.3425,0.2907,-9.5704,22.3975,g
11.2194,0.4262,-7.1385,89.7459,g
23.161,0.1924,-22.6559,7.9012,g
15.0755,0.2614,10.8751,89.7187,g
24.8113,0.0852,-23.8426,8.161,g
12.0635,0.3693,20.5025,2.681,g
27.1908,0.1072,96.7882,3.9059,g
15.7948,0.3021,11.9971,16.093,g
17.9148,0.1412,60.642,0.857,g
15.8466,0.2119,-24.1055,1.8427,g
24.6528,0.1375,64.3091,0.1023,g
22.056,0.1316,9.5699,14.0804,g
13.424,0.234,22.1078,16.859,g
21.0393,0.1537,35.8112,9.433,g
33.5175,0.0953,51.0151,8.8927,g
10.7853,0.2784,-16.0089,20.8422,g
18.5898,0.1883,-17.7381,32.28,g
29.743,0.0767,35.8867,66.0307,g
29.6975,0.0759,21.6895,1.464,g
22.9029,0.2355,-37.0878,1.555,g
32.3604,0.1513,50.067,2.6,g
11.9886,0.3133,-6.9223,17.768,g
25.9444,0.1428,-10.3173,84.9057,g
17.6345,0.1577,106.15,3.5551,g
0.0063,0.3561,15.382,21.138,g
35.5186,0.0949,75.4045,0.582,g
28.6943,0.0928,50.1519,5.798,g
25.7825,0.1227,45.3846,18.2893,g
9.9673,0.3517,-11.7216,5.6753,g
25.4305,0.1185,73.9728,5.4913,g
11.1066,0.4275,6.1336,69.383,g
12.313,0.4082,15.394,39.4782,g
7.0209,0.3424,11.9345,29.936,g
25.7038,0.1368,28.4911,21.516,g
15.2163,0.1138,38.6586,3.0035,g
10.1972,0.2391,19.821,0.0365,g
19.4423,0.2069,6.7109,0.1159,g
22.2845,0.1459,-11.9508,8.675,g
7.2405,0.3247,-4.6882,22.151,g
23.3557,0.1183,36.4954,5.6571,g
10.6832,0.4569,-3.1901,2.2784,g
20.7181,0.1204,45.2479,25.9201,g
30.4447,0.0945,24.3465,9.854,g
16.0567,0.2509,-6.0144,0.159,g
17.2589,0.199,-16.6252,7.901,g
29.9126,0.1043,43.9246,0.8864,g
24.0037,0.1173,85.7075,0.3795,g
16.9639,0.1465,22.8039,3.501,g
28.1931,0.1255,32.8523,12.0607,g
33.9891,0.0702,52.1944,5.667,g
11.5078,0.3326,18.224,65.3027,g
48.4512,0.0416,77.3856,8.013,g
19.4251,0.1613,-8.5847,35.0126,g
10.7919,0.47,4.5478,13.9983,g
11.4698,0.3805,-5.57,81.2444,g
13.0649,0.2335,-10.2982,14.754,g
14.7154,0.3502,12.8232,53.449,g
22.7584,0.185,-29.9627,1.23,g
15.4619,0.2452,-13.4239,29.0462,g
16.941,0.1395,-27.0849,6.235,g
25.0721,0.1513,12.3625,16.3955,g
25.7046,0.1358,27.432,9.618,g
11.11,0.4328,6.4619,17.483,g
20.8121,0.1413,37.4746,0.468,g
14.344,0.2643,-9.3896,12.0537,g
18.5662,0.1747,85.3566,7.6904,g
39.8947,0.1016,49.1815,0.57,g
18.0448,0.1052,38.7811,5.3168,g
21.8638,0.1024,59.2178,0.4645,g
12.0396,0.2369,25.099,16.055,g
27.6602,0.11,-7.964,11.7922,g
10.3866,0.3421,11.3392,57.6026,g
24.1278,0.0921,63.1573,0.709,g
24.2545,0.175,68.7176,4.7062,g
24.8473,0.1487,-169.189,45.867,g
10.799,0.2389,-17.5384,2.5729,g
16.1162,0.1951,54.8205,8.451,g
16.2019,0.1817,36.7876,23.734,g
18.4585,0.1814,-6.2044,56.1948,g
9.2183,0.2538,47.4812,1.257,g
9.907,0.2636,-42.359,0.951,g
24.1248,0.1412,21.9637,6.511,g
25.0634,0.1073,20.7481,3.7331,g
30.9809,0.0764,48.7238,11.138,g
18.5272,0.2325,-8.7272,39.3295,g
19.6211,0.1923,-21.2356,5.7595,g
11.3634,0.3073,11.8225,27.7838,g
25.2669,0.2121,40.2131,3.097,g
12.0507,0.3879,-2.3146,21.428,g
17.2693,0.2023,79.4725,8.1366,g
30.7612,0.0794,49.3329,1.0275,g
17.3918,0.2145,23.0898,73.17,g
11.3084,0.4218,-6.9815,40.206,g
18.5665,0.1854,6.1522,23.5868,g
9.8236,0.2324,19.4041,18.419,g
17.7514,0.1883,19.6058,11.4622,g
19.674,0.1665,-26.9115,5.3586,g
11.9255,0.3112,44.596,2.992,g
19.1658,0.2676,10.6441,27.0844,g
15.2864,0.2491,-2.4211,11.081,g
24.4123,0.1146,30.4137,51.7341,g
16.4734,0.2566,30.3294,7.352,g
10.9569,0.3592,19.0496,55.6963,g
22.2848,0.11,18.4291,0.6261,g
20.297,0.2519,11.4628,1.737,g
20.2083,0.163,-19.121,5.332,g
45.5173,0.0677,55.4542,2.727,g
19.6402,0.2534,29.1531,8.376,g
6.7262,0.3781,8.7313,14.3447,g
15.3539,0.1781,19.2773,2.124,g
16.452,0.3669,21.9944,46.6248,g
25.18,0.1358,83.6344,7.9764,g
11.4201,0.3326,6.5884,8.113,g
16.4454,0.1988,10.9784,19.7041,g
30.699,0.0657,79.7741,2.4052,g
15.8593,0.2307,-9.2286,30.37,g
29.0844,0.1344,29.1222,26.577,g
6.6732,0.3156,-17.5378,7.689,g
24.4957,0.0988,-23.098,1.863,g
7.3049,0.4386,10.2828,47.866,g
10.2292,0.2746,21.1357,43.723,g
16.3469,0.2059,-11.1927,16.2131,g
13.9983,0.1665,38.9739,5.453,g
21.7926,0.1427,-12.9046,48.801,g
20.1588,0.1597,-13.1034,60.7795,g
21.5931,0.2168,25.4457,33.437,g
23.1967,0.0843,79.4269,6.278,g
12.2635,0.2602,-124.034,64.95,g
12.9114,0.223,15.9001,32.021,g
7.1865,0.3645,10.6638,56.336,g
21.2327,0.1467,59.8654,4.7613,g
12.5905,0.3343,27.3951,17.1453,g
7.4326,0.4343,5.5237,25.883,g
29.0387,0.1682,41.4062,3.908,g
16.4813,0.1742,87.6402,2.533,g
31.4793,0.0965,46.552,1.149,g
12.823,0.2683,14.0662,1.701,g
24.3085,0.0979,55.701,7.6011,g
16.412,0.2546,-11.9355,14.45,g
18.1856,0.2497,-6.9606,9.868,g
18.6311,0.2017,19.3884,36.6633,g
18.1898,0.3589,-17.6264,56.5669,g
11.2223,0.2597,-76.6361,1.3389,g
19.8181,0.1643,28.4118,3.355,g
11.6769,0.4886,7.4801,17.439,g
9.8633,0.2178,25.2218,65.85,g
23.9276,0.1767,43.7729,23.893,g
13.9228,0.274,14.1893,10.826,g
27.9901,0.1489,-71.2218,3.681,g
21.7526,0.1236,-15.273,4.0395,g
11.1212,0.3263,-21.3006,2.303,g
0,0.3756,12.9859,49.8852,g
24.3501,0.1344,2.3232,24.017,g
25.6517,0.1405,-12.726,46.1539,g
11.6508,0.2238,32.1689,8.356,g
15.8255,0.3073,31.1771,3.858,g
23.6243,0.1514,23.0298,5.9938,g
9.2866,0.3796,-15.3278,6.917,g
23.6353,0.0887,66.3441,3.438,g
28.6046,0.0779,40.3408,0.4,g
29.5763,0.0826,-9.0918,3.5846,g
17.6587,0.1696,43.7365,11.228,g
20.325,0.1888,19.1442,18.5575,g
7.4555,0.4463,-4.6025,13.369,g
10.1736,0.3393,11.0897,17.161,g
32.8836,0.0699,61.0923,11.6103,g
24.0868,0.156,-17.0711,10.197,g
10.4292,0.3358,-7.3849,50.24,g
15.8256,0.3146,-20.7925,53.815,g
17.2349,0.2119,-26.439,8.849,g
6.9559,0.3343,-14.3059,43.9124,g
18.2968,0.1572,51.0189,0.9822,g
19.4228,0.1473,-44.503,3.776,g
11.6456,0.3525,-19.2358,12.9151,g
7.3273,0.4576,-9.5211,47.4858,g
15.3034,0.2491,20.0293,16.309,g
6.7887,0.4213,13.3083,10.302,g
10.3067,0.4102,3.1478,45.195,g
31.2369,0.0746,50.385,2.245,g
23.5645,0.1309,22.1658,1.477,g
34.8709,0.1133,33.7195,69.097,g
17.46,0.2134,-7.6514,25.657,g
11.4773,0.4081,8.4809,84.1434,g
19.9609,0.1371,-16.1682,18.183,g
14.9097,0.2887,12.2064,59.4506,g
6.9475,0.4071,12.7983,24.7311,g
26.4775,0.0845,40.0819,3.0791,g
22.695,0.1568,-17.8034,1.151,g
36.8456,0.0579,74.3498,3.692,g
10.537,0.2962,20.009,9.5272,g
