@relation 'magic-weka.filters.unsupervised.attribute.Remove-V-R3,5,7,9,11'

@attribute FSize numeric
@attribute FConc1 numeric
@attribute FM3Long numeric
@attribute FAlpha numeric
@attribute Class {g,h}

@data
2.4158,0.3013,13.5919,83.0753,g
2.1089,0.393,12.3311,37.783,g
2.9219,0.1837,14.949,8.016,g
2.7559,0.1798,19.9654,23.5652,g
2.3107,0.2518,-19.404,34.266,g
2.4362,0.2985,-6.7651,17.0993,g
2.5977,0.2109,-19.7851,5.881,g
3.4718,0.0582,93.146,8.302,g
2.4354,0.255,-20.3157,3.098,g
2.8701,0.1868,41.1994,2.4615,g
2.632,0.2672,30.8593,2.0243,g
2.2253,0.3006,-9.4181,26.4593,g
3.1578,0.1297,-20.9938,6.648,g
2.3551,0.245,11.5618,9.109,g
3.0237,0.099,50.8975,6.216,g
2.5092,0.2276,-17.266,10.576,g
2.695,0.1907,34.7983,16.706,g
2.2589,0.2231,22.3137,43.535,g
2.2911,0.2225,-22.2029,9.469,g
2.8146,0.128,32.8014,15.298,g
2.8182,0.1922,26.9733,19.332,g
2.738,0.1673,20.2956,14.885,g
3.0282,0.1429,-17.978,14.054,g
2.0846,0.3909,11.8367,62.166,g
2.2279,0.3639,14.9775,20.22,g
3.1432,0.0939,20.6102,11.9368,g
2.3909,0.3923,8.4259,15.7881,g
2.6263,0.1241,20.0519,9.19,g
2.5617,0.2071,7.7372,34.6018,g
2.9722,0.169,36.8788,3.9724,g
2.8395,0.1758,20.2562,22.1398,g
3.5629,0.071,64.5695,9.0921,g
2.9628,0.0975,112.099,3.1889,g
2.9467,0.1815,13.3236,13.846,g
2.2613,0.2164,7.5158,82.2627,g
3.5143,0.1886,47.6164,2.2905,g
2.2529,0.3045,17.4759,17.1321,g
2.4857,0.2631,-10.2705,2.7921,g
2.9829,0.1742,44.1062,2.119,g
2.9219,0.1825,27.5117,1.9002,g
2.2577,0.3011,-11.4526,12.137,g
2.9243,0.1339,31.6972,25.7773,g
2.5849,0.2666,-21.4404,18.357,g
2.6542,0.2317,31.0401,25.831,g
3.4551,0.0805,25.9621,7.8862,g
3.2625,0.138,22.5909,9.216,g
2.4594,0.2448,-39.9141,8.48,g
3.134,0.1216,-11.0377,7.6209,g
2.1123,0.4131,9.0086,60.835,g
2.711,0.1819,36.1205,4.735,g
2.7828,0.1608,-19.6382,4.0989,g
2.8069,0.1396,77.3764,79.886,g
2.9954,0.1198,-33.79,1.3991,g
2.3945,0.2883,-19.2387,2.0243,g
2.4306,0.1911,17.0786,59.3545,g
2.5132,0.2439,-16.135,52.617,g
4.339,0.0295,114.295,3.601,g
2.6196,0.2509,22.1099,20.19,g
2.1569,0.4355,-6.1231,75.607,g
2.8842,0.2356,19.2244,4.9423,g
3.0548,0.1512,32.6496,0.8205,g
3.5949,0.0527,85.4046,4.109,g
3.3523,0.0851,63.8948,4.9278,g
2.6304,0.1347,63.4388,62.09,g
2.5809,0.1955,34.9608,14.4173,g
2.4778,0.2579,-5.7541,34.9402,g
2.2,0.4132,13.0351,10.7736,g
2.9605,0.1824,38.9137,3.585,g
2.635,0.2051,-28.6773,13.838,g
2.4843,0.2311,-14.307,18.1669,g
2.1508,0.4346,-5.8704,18.039,g
2.4393,0.2564,-11.3804,86.6051,g
3.0378,0.1618,17.1893,23.142,g
2.1688,0.3627,-9.9623,12.863,g
2.6435,0.2148,14.7471,74.7121,g
2.5099,0.2458,11.1148,35.9838,g
2.723,0.2412,-5.4101,39.0678,g
3.8226,0.0753,47.9418,6.433,g
2.6299,0.2497,-36.0812,20.47,g
2.3107,0.4083,2.4181,71.878,g
2.4541,0.2865,17.0588,0.255,g
3.9715,0.0564,75.3898,4.3928,g
3.1258,0.1635,68.8734,1.81,g
2.4158,0.3436,18.2315,47.1919,g
2.301,0.3325,-17.0944,37.679,g
3.2382,0.1627,109.115,0.12,g
3.0881,0.2004,30.8456,4.3666,g
2.4232,0.2283,-21.9931,8.8499,g
3.3897,0.1001,30.3396,22.925,g
2.5746,0.2117,-20.1432,5.9657,g
2.772,0.2274,-37.6189,9.6757,g
3.0815,0.1587,42.2369,4.8845,g
2.3395,0.2769,17.1594,15.6268,g
3.3841,0.1059,47.274,3.422,g
2.4385,0.3333,21.3701,10.9363,g
2.9245,0.1648,23.0281,2.2482,g
2.9654,0.2214,27.367,2.217,g
2.1123,0.39,-11.4999,80.5502,g
2.224,0.397,-9.4332,27.85,g
2.4579,0.2003,22.754,0.4067,g
2.0588,0.3624,6.662,57.2856,g
2.2355,0.3866,19.8364,40.003,g
3.1947,0.1523,11.8392,9.8286,g
3.1868,0.1161,30.6148,7.0879,g
2.6707,0.2231,-9.36,89.6161,g
2.4464,0.3095,-15.3605,7.3869,g
2.4609,0.2439,-15.2021,21.5562,g
3.0368,0.1373,32.5971,4.202,g
2.9845,0.1404,64.4648,8.446,g
2.6154,0.2097,22.2641,8.062,g
3.447,0.1513,50.067,2.6,g
2.9839,0.1199,153.371,10.4186,g
2.9703,0.1761,23.4138,7.063,g
2.8713,0.119,62.1714,12.3675,g
2.9759,0.1179,59.0817,9.7797,g
2.0663,0.382,4.0567,61.5575,g
2.9743,0.1141,35.3128,26.0548,g
2.4698,0.3983,-2.0711,48.9647,g
2.2742,0.375,18.804,6.7698,g
3.1082,0.1002,53.2713,2.5919,g
2.5165,0.1963,-16.0461,30.914,g
2.7828,0.1772,-33.7291,4.7427,g
2.7924,0.2153,24.828,0.6273,g
2.48,0.2732,-13.4367,57.7866,g
2.2672,0.3541,20.0391,9.5667,g
2.6684,0.265,4.0507,28.138,g
3.1599,0.1291,33.0916,18.5411,g
2.7122,0.1988,16.6716,16.103,g
2.9914,0.2198,15.303,20.487,g
2.0774,0.4561,15.0206,82.9943,g
2.4433,0.3081,15.152,51.1727,g
3.6229,0.1085,43.8629,4.2808,g
3.474,0.0989,-41.8256,2.6075,g
3.7577,0.0979,37.7896,0.42,g
2.415,0.2942,-18.2676,52.38,g
2.7585,0.2188,58.242,41.2033,g
2.485,0.3322,-14.5353,35.283,g
3.1987,0.0965,54.1704,28.5503,g
2.3918,0.3671,20.133,53.008,g
3.0592,0.1802,36.1971,3.5737,g
2.7889,0.1439,-22.6301,6.0005,g
2.357,0.2352,18.1741,42.731,g
2.5563,0.2458,26.4191,25.8637,g
2.2695,0.293,16.8871,41.1555,g
2.3149,0.4479,6.459,50.922,g
2.7059,0.2392,18.9105,43.177,g
2.7903,0.1807,12.2436,5.132,g
2.7003,0.2662,22.097,32.0104,g
2.3901,0.2424,-14.7785,26.632,g
2.5922,0.1752,19.5152,40.08,g
2.5927,0.3282,13.0427,25.4082,g
2.0626,0.4372,-16.9628,88.0912,g
3.0063,0.1217,-22.4167,4.4309,g
2.3522,0.2867,-6.977,40.884,g
2.6498,0.1736,-11.3445,2.76,g
2.6522,0.2327,36.8285,11.192,g
2.8417,0.2009,35.045,4.438,g
3.519,0.0752,52.1517,4.265,g
2.4983,0.2778,-41.0307,0.13,g
2.8979,0.1183,36.4954,5.6571,g
2.5453,0.3006,17.1045,13.986,g
2.4005,0.3519,-12.2035,7.917,g
2.2405,0.2845,-11.7696,6.388,g
3.1844,0.1043,-33.669,5.3936,g
2.5769,0.2556,-19.6186,6.8387,g
3.2017,0.082,65.224,10.4609,g
2.4346,0.2776,14.8716,24.444,g
3.0453,0.1482,24.7763,7.286,g
2.9967,0.1345,54.4551,0.681,g
2.6857,0.1351,-13.6024,32.814,g
2.3865,0.2361,17.6906,19.907,g
3.9498,0.0639,81.1209,1.422,g
2.8831,0.1119,46.4195,13.1301,g
2.1222,0.4415,7.9426,59.898,g
2.5198,0.21,19.7908,22.07,g
2.485,0.4959,19.9198,59.461,g
2.549,0.2726,10.8683,4.506,g
2.7197,0.1592,19.4465,47.397,g
2.5838,0.3194,-15.4461,12.6022,g
2.5533,0.1916,-15.1753,43.391,g
2.6227,0.1776,88.5302,3.75,g
2.7566,0.2426,94.0071,2.909,g
3.8024,0.0749,35.5267,20.595,g
2.5575,0.3033,-10.7921,34.2189,g
3.3054,0.0928,39.8282,2.266,g
3.0037,0.1334,33.0749,13.5359,g
4.0174,0.0602,36.9761,3.44,g
2.4764,0.1953,-59.4655,19.889,g
2.6628,0.1424,3.091,55.3088,g
2.5641,0.2442,12.8399,2.189,g
2.4393,0.2564,23.9613,6.6791,g
2.8338,0.1371,-63.0268,3.531,g
3.2872,0.1102,84.4157,6.3678,g
2.7164,0.245,28.1435,14.437,g
3.2334,0.1224,19.5241,18.9796,g
2.2135,0.3456,-10.6998,60.1701,g
2.3149,0.2542,-24.1133,22.9229,g
2.781,0.1647,-5.1356,6.703,g
3.1055,0.1235,39.5222,7.8797,g
2.4533,0.206,17.7538,2.075,g
2.9012,0.1588,-7.9486,7.848,g
3.0145,0.1784,69.7887,0.5949,g
2.4346,0.3842,-18.7684,6.1543,g
2.8751,0.134,21.4508,10.961,g
2.1222,0.4264,-13.4709,27.722,g
2.2082,0.3375,-5.7146,13.7571,g
2.5955,0.2272,-21.5587,30.5803,g
2.9741,0.1714,22.3707,16.8909,g
3.6414,0.0711,42.9533,5.57,g
2.243,0.3171,17.8327,27.8812,g
2.472,0.2648,6.9253,14.999,g
2.7312,0.1291,-21.9364,33.424,g
2.179,0.3411,-4.9879,61.229,g
2.9423,0.1456,26.8458,7.1144,g
2.7701,0.2063,26.083,8.507,g
2.2201,0.3343,-14.6778,10.7089,g
2.7774,0.1845,19.5373,20.468,g
4.0373,0.0576,71.0093,1.9529,g
2.4969,0.2882,18.9304,12.861,g
2.0952,0.4378,-7.4438,44.4625,g
2.6618,0.1427,29.4418,10.921,g
2.1875,0.3149,-19.5789,7.9221,g
2.4601,0.1889,-21.6238,3.0162,g
2.7931,0.2262,35.8567,4.914,g
2.8907,0.1846,26.3113,3.892,g
2.7308,0.1924,-17.2804,75.9302,g
3.2491,0.1434,79.9025,6.1571,g
2.4786,0.2708,13.7631,24.5094,g
2.6527,0.2436,97.6731,0.091,g
2.4495,0.286,-13.3883,26.935,g
2.5038,0.2304,-15.1941,3.64,g
2.4125,0.2921,24.5981,8.1489,g
3.4282,0.1733,56.1855,4.573,g
2.7462,0.1892,22.5139,11.5864,g
2.1446,0.3763,-11.5307,72.587,g
2.3054,0.4282,-20.29,2.752,g
3.0554,0.2047,53.6403,7.26,g
2.9516,0.1884,35.0116,8.426,g
2.6299,0.1817,36.7876,23.734,g
2.4433,0.3009,17.2129,6.785,g
2.6707,0.1889,16.7328,2.4225,g
2.7983,0.171,-33.7951,13.822,g
2.9317,0.1012,-22.8588,7.7011,g
2.6547,0.2492,47.9499,41.257,g
3.2983,0.0938,7.2994,3.6192,g
2.8552,0.1528,14.9725,87.7159,g
2.6015,0.219,5.5636,48.7767,g
2.6739,0.16,-16.7559,9.129,g
2.2175,0.3061,6.2839,55.3309,g
3.1321,0.1243,66.3915,5.9111,g
2.1508,0.3498,-5.6575,0.0002,g
3.0523,0.184,10.4458,7.6086,g
2.938,0.0894,-15.9801,15.639,g
2.3253,0.2577,-20.4213,19.3334,g
2.5112,0.2142,17.0504,7.113,g
3.6363,0.0817,73.348,1.64,g
2.7443,0.2225,17.982,20.618,g
2.9325,0.2249,23.163,8.026,g
2.7871,0.1673,21.6969,52.0176,g
3.5567,0.1625,53.1994,3.6374,g
2.8932,0.2628,23.4461,5.802,g
2.8011,0.1542,17.8455,14.8934,g
2.8814,0.2043,-60.399,0.0349,g
3.006,0.1119,53.5097,2.261,g
2.5105,0.233,13.4897,17.458,g
2.711,0.2033,76.001,11.72,g
2.5664,0.2402,-25.8885,8.564,g
2.3674,0.3326,-8.02,73.3106,g
2.9263,0.1274,17.4945,5.655,g
3.1865,0.1064,54.6547,4.301,g
2.081,0.3859,-9.3284,74.518,g
2.2978,0.3955,8.3552,35.8442,g
3.1353,0.1146,70.4962,15.2135,g
2.6866,0.1883,37.1246,9.474,g
2.3493,0.2573,15.8702,60.2553,g
3.1544,0.1489,31.7132,3.4088,g
2.7181,0.1751,13.1416,76.696,g
2.7686,0.2121,22.4851,7.3877,g
3.9038,0.0661,80.3934,2.1455,g
3.2695,0.1315,41.0892,3.259,g
2.3988,0.4411,11.6285,14.3817,g
2.5933,0.2105,17.0156,36.3353,g
2.2253,0.3006,18.5696,11.615,g
2.9276,0.1164,25.8214,10.028,g
2.437,0.2431,-16.8099,65.8,g
2.7857,0.2088,8.0538,85.328,g
2.2889,0.4344,-4.3213,49.1374,g
2.6959,0.2931,20.5079,6.352,g
3.0502,0.1394,-23.0971,7.831,g
2.541,0.2288,21.4711,0.49,g
3.0402,0.1572,36.1859,8.4288,g
2.6749,0.1871,-27.1004,13.175,g
2.9518,0.1078,25.2125,0.501,g
2.301,0.3375,19.091,35.676,g
3.5286,0.1076,99.3906,1.5716,g
4.0688,0.0512,83.2125,0.846,g
2.3444,0.3688,7.2293,16.3315,g
2.5185,0.3136,-12.1687,7.576,g
2.1351,0.4066,-2.4955,41.248,g
2.9528,0.1577,106.15,3.5551,g
2.6091,0.2153,18.3466,6.43,g
2.3997,0.2649,-26.2585,1.2785,g
2.3617,0.3239,-122.173,6.673,g
2.2822,0.4569,-3.1901,2.2784,g
2.3729,0.3199,-8.2844,59.9534,g
2.4624,0.3121,-11.2706,11.79,g
2.6165,0.2648,-7.4694,7.158,g
3.2967,0.1028,99.8901,7.025,g
2.894,0.1347,73.2423,3.1709,g
2.9509,0.145,-32.1282,1.7074,g
2.5623,0.1795,20.9917,13.511,g
2.8058,0.24,18.1795,3.6582,g
2.3979,0.33,-15.9859,4.5212,g
2.8435,0.1398,15.7114,27.846,g
3.231,0.1102,20.3758,0.052,g
2.6937,0.2277,17.1221,87.6397,g
3.3914,0.1403,42.0865,6.0118,g
4.4178,0.0313,80.753,0.8238,g
2.7582,0.1702,-6.9082,68.2129,g
2.5428,0.308,-10.9451,78.822,g
2.8893,0.1581,21.6024,5.658,g
2.3579,0.3794,11.1155,38.364,g
2.5977,0.1982,-25.7894,17.1,g
2.2504,0.3062,5.2501,21.362,g
3.0885,0.1301,35.6104,5.42,g
2.5366,0.2311,18.2834,15.928,g
2.8102,0.1525,18.1519,2.1648,g
2.1446,0.4122,7.907,66.271,g
2.9692,0.2507,45.5527,0.6186,g
2.5971,0.2516,15.146,2.529,g
2.1477,0.395,2.6711,28.553,g
2.5185,0.3288,15.9701,14.9967,g
2.6123,0.1746,19.0649,22.259,g
3.5289,0.1037,53.8253,1.797,g
2.2844,0.2156,18.1458,37.511,g
2.238,0.3844,19.5778,56.0249,g
3.2105,0.0785,21.5231,2.2837,g
2.2109,0.5446,1.0294,69.8962,g
2.7259,0.2566,-39.5128,2.565,g
2.2956,0.2962,-7.9213,84.1351,g
3.0732,0.0942,58.615,3.2204,g
2.8576,0.1159,32.0425,2.219,g
2.828,0.1924,22.4112,4.7061,g
3.03,0.1395,25.5135,10.7848,g
2.8594,0.1748,11.598,87.2246,g
2.4175,0.3728,23.9408,7.251,g
2.4526,0.3122,19.2467,7.8401,g
3.2772,0.0843,81.4377,4.7858,g
3.4808,0.1023,63.4326,3.045,g
3.1335,0.1371,-16.1682,18.183,g
2.4433,0.2649,-16.437,65.9551,g
2.1538,0.3754,6.4392,18.908,g
3.4508,0.1797,-67.2331,4.669,g
2.7589,0.1681,-22.7174,5.7523,g
2.4116,0.4322,3.0524,61.787,g
2.7173,0.1237,-28.7833,6.902,g
2.4921,0.2077,22.1589,11.3175,g
2.9557,0.1489,17.8174,2.7747,g
3.5263,0.0862,82.1158,3.888,g
2.4322,0.183,34.7576,23.091,g
4.2194,0.0375,92.9814,2.128,g
3.5998,0.0594,69.5388,4.7264,g
3.2,0.124,51.2483,7.244,g
2.2553,0.4028,-4.2068,33.7063,g
4.0082,0.0608,84.8883,1.9247,g
2.3522,0.38,0.4974,19.37,g
3.1793,0.1797,19.3258,1.3785,g
2.7547,0.131,21.8879,3.7246,g
2.266,0.3984,-9.413,78.9582,g
3.0654,0.1708,40.8411,8.8062,g
2.8395,0.2308,36.9873,2.023,g
3.8903,0.0804,36.7097,6.31,g
4.2324,0.0325,78.2619,3.825,g
3.0637,0.1239,31.5055,2.4506,g
2.4541,0.3708,-24.5179,15.486,g
2.8837,0.0987,57.6959,8.806,g
2.3483,0.3341,16.844,27.036,g
2.6439,0.1442,57.3671,12.5712,g
3.5357,0.0931,73.5514,2.695,g
2.7101,0.2856,23.0666,35.1268,g
2.9696,0.1432,48.2902,1.4973,g
2.6274,0.204,37.0115,6.682,g
2.76,0.1642,35.1825,2.3869,g
2.1538,0.3895,-10.3265,39.6284,g
2.8745,0.1422,18.2,65.437,g
2.7756,0.2121,32.873,4.3534,g
2.7778,0.171,22.9527,10.519,g
2.8582,0.1823,39.5081,16.181,g
2.4125,0.3308,29.631,11.112,g
2.7566,0.218,29.8459,25.724,g
3.0109,0.1048,68.1864,8.772,g
2.5416,0.2284,-18.5499,1.9738,g
2.6772,0.2114,11.3395,8.3777,g
2.7412,0.1624,18.1431,16.691,g
3.4193,0.0981,64.7778,1.6024,g
3.2461,0.0837,-29.5056,5.344,g
2.1804,0.3795,-3.7676,66.059,g
3.2236,0.0834,67.1423,4.362,g
2.6698,0.2107,-8.6963,2.579,g
2.3043,0.2804,9.8271,3.08,g
2.4354,0.2697,9.6528,85.9912,g
3.77,0.0981,53.5394,3.7384,g
2.5977,0.221,-14.0811,5.5765,g
3.3814,0.1253,36.9232,1.6967,g
3.0054,0.0943,61.0722,7.5801,g
2.5557,0.1433,40.0827,1.843,g
2.4836,0.2939,20.3054,35.141,g
2.732,0.1696,-26.3603,7.927,g
3.4822,0.1099,51.4626,5.6592,g
3.2854,0.134,93.7113,0.094,g
3.264,0.1495,-13.8292,59.896,g
3.1136,0.0982,66.72,0.224,g
2.081,0.4191,8.1554,62.3181,g
2.8686,0.1834,28.896,13.7508,g
2.5112,0.2481,22.5302,13.6063,g
2.0986,0.4502,-7.4493,73.437,g
2.2028,0.4734,5.5312,48.129,g
2.3334,0.3782,8.3021,11.763,g
2.2648,0.4266,-11.6935,39.52,g
2.5938,0.2076,-28.9942,4.687,g
3.0929,0.1304,-26.6349,1.2521,g
2.3936,0.2525,8.9194,12.8719,g
3.3296,0.0719,71.2373,13.056,g
2.1319,0.3727,8.2376,66.4659,g
3.2579,0.1394,54.2919,2.729,g
3.0058,0.1505,59.7841,2.591,g
2.4232,0.2736,20.2538,62.509,g
2.971,0.1277,28.1258,2.356,g
2.4241,0.3785,-14.9153,17.8512,g
3.1608,0.1233,30.101,4.253,g
2.3683,0.2934,15.1139,12.583,g
2.6875,0.2351,24.3796,4.0005,g
3.0255,0.1372,27.6403,4.1303,g
2.6425,0.1697,-26.9678,19.517,g
2.8808,0.2349,-16.5808,7.5418,g
2.5883,0.2619,41.4617,8.55,g
3.3364,0.0873,71.4963,1.9882,g
2.4843,0.2574,16.7615,13.854,g
3.1256,0.1127,37.6895,8.8499,g
2.9044,0.1115,9.7464,2.8165,g
3.1433,0.1319,67.8681,4.002,g
2.1599,0.4394,-7.7258,87.3306,g
2.9474,0.2049,41.3602,21.504,g
2.2135,0.4312,-12.9473,18.2554,g
3.3424,0.107,53.0684,4.1034,g
2.9562,0.1455,26.9575,12.5959,g
2.4448,0.2496,-9.7678,19.9366,g
3.6143,0.0633,60.5361,1.611,g
2.7088,0.2317,-15.5523,12.3433,g
2.6053,0.3263,-21.3006,2.303,g
2.6522,0.1971,13.515,22.7058,g
3.0137,0.141,39.9174,9.3398,g
2.5185,0.3106,-14.1777,30.245,g
2.0107,0.3561,0.5949,84.7568,g
2.4983,0.3508,-19.9547,37.039,g
3.3621,0.1592,-58.7451,3.155,g
2.7247,0.1989,-11.6249,33.4374,g
2.0986,0.4422,7.9081,47.135,g
2.752,0.1602,26.3135,14.1339,g
2.1383,0.3891,11.3333,13.7252,g
3.0964,0.1478,47.9461,4.103,g
2.2068,0.2764,-8.3904,56.1897,g
2.6279,0.2509,-19.1267,68.0783,g
2.9795,0.1232,62.3527,17.6219,g
2.1287,0.4944,-5.8546,52.881,g
2.88,0.1931,16.1951,1.2725,g
2.8007,0.1938,70.2504,6.3649,g
4.2023,0.0362,83.0922,1.29,g
2.9666,0.1474,-19.8979,3.5273,g
2.055,0.3656,7.0295,23.4492,g
3.1316,0.0919,42.9179,6.772,g
3.0088,0.1935,36.7101,3.265,g
3.0267,0.087,29.8386,25.219,g
2.6128,0.2817,-74.6842,6.552,g
2.3473,0.2584,13.5184,20.6134,g
2.7871,0.1673,-26.8865,4.783,g
4.1703,0.0416,77.3856,8.013,g
2.9643,0.1808,-6.723,8.7761,g
3.7191,0.1112,76.1355,0.519,g
2.1861,0.5505,-2.5568,26.7597,g
2.5347,0.2964,18.777,3.3099,g
3.343,0.081,60.022,9.748,g
2.1569,0.3937,-9.4822,34.606,g
2.5581,0.361,15.1574,8.3678,g
2.2292,0.3923,-9.7153,28.5692,g
2.8814,0.1689,20.7803,22.233,g
2.9863,0.1078,-15.9804,11.1617,g
2.8254,0.1502,-8.1904,10.8862,g
3.1676,0.1751,22.7429,22.6709,g
2.9747,0.1139,-38.2617,83.6828,g
2.8363,0.1246,22.892,27.256,g
2.6395,0.2076,-29.2785,6.47,g
3.9079,0.0855,-47.7757,0.709,g
3.0372,0.1418,10.3277,3.9371,g
2.8848,0.1701,-25.3781,4.1871,g
2.894,0.1257,33.3161,8.545,g
2.7046,0.2063,14.0216,3.5068,g
2.0881,0.3633,6.3034,61,g
2.3201,0.3517,0.3851,46.146,g
2.4057,0.2809,21.562,14.527,g
2.9729,0.1017,55.0759,1.797,g
2.0394,0.3516,-9.2134,61.71,g
3.2156,0.0934,82.872,1.789,g
2.9874,0.158,21.2979,34.772,g
3.4192,0.1061,53.6087,3.4732,g
3.0179,0.1252,-10.1213,52.36,g
3.2917,0.1014,65.0036,1.839,g
2.702,0.2651,17.995,8.293,g
2.1351,0.3919,0.9057,7.022,g
2.6144,0.1665,14.9118,67.617,g
2.2292,0.3805,-5.9048,9.9252,g
2.6375,0.1832,-23.3255,11.7935,g
2.8035,0.2288,-40.4334,3.4604,g
2.829,0.1964,19.0026,22.856,g
3.7702,0.078,123.468,1.9947,g
3.5533,0.0815,63.985,7.61,g
2.3139,0.2985,-0.2571,34.4105,g
3.0737,0.1017,84.952,23.202,g
3.4678,0.0812,81.0806,9.6868,g
3.1506,0.1311,18.1879,4.655,g
2.1477,0.4235,-13.3679,48.7888,g
2.7582,0.1527,20.7647,13.7183,g
2.9302,0.1885,23.9056,1.305,g
2.6212,0.1974,-17.7165,20.889,g
2.6981,0.1653,47.0692,4.3842,g
2.1569,0.4077,12.9742,53.202,g
3.426,0.0838,54.1323,6.664,g
2.9238,0.1651,38.2324,4.335,g
2.6464,0.2585,-31.4249,8.474,g
2.1222,0.4264,-13.6566,45.363,g
2.2989,0.3492,15.455,66.57,g
3.372,0.0699,45.7745,1.8622,g
3.2239,0.097,60.774,4.8815,g
3.1216,0.1636,52.1665,1.6997,g
2.965,0.0688,31.2701,15.377,g
3.5049,0.1052,71.4297,2.605,g
2.9825,0.1723,-13.7991,0.5867,g
2.9258,0.1429,57.9597,7.311,g
2.5514,0.1784,24.4302,7.335,g
2.3531,0.3082,19.1897,42.2302,g
2.6781,0.3137,47.5023,11.877,g
2.0774,0.4393,-6.2386,63.742,g
3.9998,0.0504,70.8718,3.515,g
3.2907,0.0991,43.2756,1.5585,g
2.9552,0.107,19.6213,15.5478,g
2.6721,0.1819,21.001,85.181,g
3.0069,0.1521,18.2193,14.7783,g
2.5826,0.1791,76.4128,11.241,g
2.8448,0.1866,24.8963,4.1448,g
2.8968,0.1592,21.224,1.8823,g
3.0894,0.1209,-15.6015,43.7444,g
2.5126,0.2565,16.0959,9.761,g
2.7114,0.1176,15.8859,19.7462,g
2.766,0.2562,26.4684,9.17,g
2.8482,0.2376,20.809,1.8065,g
2.4166,0.2969,-8.438,73.1435,g
2.8179,0.1255,51.2983,51.5694,g
3.0599,0.1468,61.8558,8.811,g
2.6128,0.2207,22.6355,20.2662,g
3.173,0.1306,42.5727,0.026,g
2.1833,0.4426,-14.1388,55.95,g
2.8274,0.1897,-31.8673,87.5682,g
2.57,0.1386,15.9058,88.4473,g
2.738,0.1508,-13.0928,89.5806,g
2.4409,0.2917,35.2907,6.792,g
2.8684,0.1699,20.0003,15.8311,g
2.4764,0.2755,-15.8149,21.004,g
3.328,0.09,48.5079,4.7354,g
2.8954,0.1291,28.1679,9.293,g
3.419,0.0974,27.9356,4.7435,g
2.4871,0.2948,45.6978,40.3788,g
2.4502,0.2394,24.706,9.621,g
3.3869,0.0876,43.3913,0.656,g
2.301,0.3175,13.2406,47.437,g
2.5347,0.2584,-16.6701,31.2545,g
3.3236,0.1218,40.0877,3.737,g
2.7054,0.1665,35.6792,0.5486,g
2.2788,0.3079,18.0789,13.056,g
3.1339,0.1128,71.725,2.314,g
2.3444,0.2919,-13.588,8.4598,g
3.8874,0.0658,87.3018,0.6946,g
2.2648,0.2799,-6.2517,26.8207,g
3.8629,0.0908,48.603,0.964,g
2.3233,0.2447,20.4353,22.9248,g
2.708,0.1459,12.2489,1.203,g
3.107,0.1356,48.9179,6.5364,g
2.3953,0.2998,-18.1736,8.436,g
2.8096,0.0969,34.0401,29.21,g
2.4057,0.3163,-8.1121,36.6026,g
2.7344,0.1945,-14.5766,4.7719,g
3.3161,0.0724,43.0553,88.4636,h
2.8747,0.1928,8.3471,24.5402,h
2.8715,0.146,146.2245,19.1729,h
2.1553,0.2972,5.9843,69.938,h
2.8774,0.1744,-44.3616,40.3129,h
3.359,0.1087,-156.014,2.3331,h
2.6191,0.2641,-17.3505,85.0826,h
2.4942,0.3256,-17.3484,83.1994,h
3.835,0.0574,154.96,62.744,h
2.8256,0.2643,36.9685,6.6547,h
3.3069,0.1013,76.711,9.6688,h
2.5871,0.2031,94.1301,20.689,h
2.4624,0.281,14.928,20.3804,h
2.7645,0.2107,34.0363,32.3135,h
2.6613,0.2345,23.2386,54.251,h
2.7238,0.3069,36.0989,86.5286,h
2.6537,0.192,19.2408,12.0123,h
2.8623,0.252,-17.4876,7.2318,h
2.9243,0.1006,19.035,80.6784,h
3.2483,0.1025,-43.1794,85.7234,h
3.1875,0.1568,58.9505,31.418,h
2.573,0.231,13.444,78.6701,h
2.6417,0.2108,21.6927,20.0817,h
2.5792,0.2754,22.7116,41.5882,h
3.0721,0.131,95.4544,42.3299,h
3.5132,0.0995,-163.0125,1.1486,h
3.1998,0.2289,-46.5571,36.0399,h
4.0347,0.0433,51.8443,43.207,h
2.3889,0.387,0.6246,51.5742,h
2.4788,0.291,-4.4593,83.6406,h
2.2393,0.5677,18.7293,47.817,h
3.4739,0.1372,-110.132,7.538,h
3.2069,0.2028,-100.2094,12.094,h
2.5623,0.3192,23.3457,44.761,h
3.6067,0.0838,-128.9566,15.1733,h
3.5777,0.0812,200.3148,71.5012,h
3.0631,0.1405,56.6156,25.5893,h
2.8423,0.1796,39.9529,11.7782,h
2.6144,0.2005,-31.609,46.1597,h
3.2718,0.1054,-58.824,60.9658,h
2.6037,0.3151,15.4235,76.589,h
2.6675,0.2892,19.0351,8.797,h
2.6179,0.1885,-26.6732,46.7456,h
2.8678,0.1593,30.4699,26.9319,h
2.5465,0.277,26.2377,19.5734,h
2.4609,0.3235,-12.5581,84.6939,h
3.0691,0.1787,52.5547,4.7291,h
3.3595,0.1199,47.4757,41.5633,h
2.4553,0.3064,-13.129,45.8852,h
3.2264,0.1184,48.3437,65.2268,h
2.6269,0.1933,4.6324,15.9907,h
3.2962,0.0862,64.21,2.8,h
2.3462,0.4696,3.783,36.76,h
3.2688,0.121,-105.2808,23.0198,h
3.5001,0.1107,-77.9378,67.9583,h
3.801,0.0842,128.2536,84.8175,h
2.8159,0.3323,31.4526,8.727,h
